,Entry_Date,Exit_Date,Trade_Type,Entry_Price,Previous MA Value,Initial SL,Exit_Price,Exit Remark,PnL,Slippage,PnL w cs,Qty,Profit_Loss INR,ROI%,Trade Year,Index,Portfolio,Allocation,ROI% PF,Time In Trade,Premium Cost,Final Points,Final ROI%
0,2018-01-03 09:45:00+05:30,2018-01-03 11:45:00+05:30,Long,25429.6,25347.55,25303.575,25399.65,Trailing SL Hit,-29.94999999999709,5.082925,-35.03292499999709,49.593334655821685,-1737.3995734971577,-0.694959829398863,2018,BANKNIFTY,750000.0,250000,-0.23165327646628767,1,4.238266666666666,-39.27119166666376,-0.2596785800877029
1,2018-01-04 11:15:00+05:30,2018-01-10 09:15:00+05:30,Long,25411.3,25382.57083333333,25332.1375,25647.8,Trailing SL Hit,236.5,5.10591,231.39409,78.9515237644101,18268.91599557905,7.30756639823162,2018,BANKNIFTY,750000.0,250000,2.4358554660772067,6,25.4113,205.98279,2.1683540186325994
2,2018-01-04 13:15:00+05:30,2018-01-12 12:15:00+05:30,Long,10484.85,10466.33382352941,10447.357352941175,10602.4,Trailing SL Hit,117.54999999999929,4.21745,113.33254999999927,200.0392233771333,22670.955285349988,9.068382114139997,2018,NIFTY,750000.0,250000,3.0227940380466647,8,13.979800000000001,99.35274999999929,2.6499262600509783
3,2018-01-04 13:15:00+05:30,2018-01-04 14:15:00+05:30,Long,33935.6,33884.39518518519,33831.33703703704,33915.0,Trailing SL Hit,-20.599999999998545,6.7850600000000005,-27.385059999998543,71.93350147419538,-1969.9032538808244,-0.7879613015523298,2018,SENSEX,750000.0,250000,-0.26265376718410993,1,5.655933333333333,-33.040993333331876,-0.3169005790202811
4,2018-01-04 14:45:00+05:30,2018-01-12 12:15:00+05:30,Long,33969.66,33899.263703703706,33850.31444444444,34361.16,Trailing SL Hit,391.5,6.833082000000001,384.666918,62.842725605381055,24173.517577341616,9.669407030936648,2018,SENSEX,750000.0,250000,3.2231356769788824,8,45.292880000000004,339.374038,2.8436252730165554
5,2018-01-11 12:15:00+05:30,2018-01-12 12:15:00+05:30,Long,25665.85,25619.95,25581.1,25581.1,Initial SL Hit,-84.74999999999636,5.124695,-89.87469499999636,73.74631268436895,-6627.927359882022,-2.651170943952809,2018,BANKNIFTY,750000.0,250000,-0.8837236479842695,2,8.555283333333334,-98.4299783333297,-0.9678463946247189
6,2018-01-12 14:15:00+05:30,2018-01-31 10:15:00+05:30,Long,10675.5,10648.760294117648,10631.263235294118,11031.3,Trailing SL Hit,355.7999999999993,4.34136,351.45863999999926,169.5422359629023,59587.08367408061,23.834833469632244,2018,NIFTY,750000.0,250000,7.9449444898774155,19,33.805749999999996,317.6528899999993,7.180744164090364
7,2018-01-12 14:15:00+05:30,2018-01-25 12:45:00+05:30,Long,25743.5,25713.70833333333,25664.8125,27266.9,Trailing SL Hit,1523.4000000000017,5.30104,1518.0989600000014,79.42811755361397,120579.74265289922,48.231897061159685,2018,BANKNIFTY,750000.0,250000,16.077299020386562,13,55.77758333333333,1462.3213766666684,15.4865912276057
8,2018-01-12 14:15:00+05:30,2018-01-31 09:15:00+05:30,Long,34582.33,34525.375555555554,34470.12962962963,35996.8,Trailing SL Hit,1414.4700000000012,7.057913000000001,1407.412087000001,66.84469913283228,94078.03751142664,37.631215004570656,2018,SENSEX,750000.0,250000,12.543738334856885,19,109.51071166666667,1297.9013753333345,11.567710258432793
9,2018-01-25 14:45:00+05:30,2018-01-30 09:15:00+05:30,Long,27449.4,27392.6875,27285.554166666665,27328.55,Trailing SL Hit,-120.85000000000218,5.477795,-126.32779500000218,38.14561452584928,-4818.8513719705925,-1.9275405487882369,2018,BANKNIFTY,750000.0,250000,-0.6425135162627457,5,22.874499999999998,-149.20229500000218,-0.7588550975256177
