Trade Type,Signal Generated At,Entry Time,Entry Price,Initial SL,Exit Time,Exit Price,Remarks,Points Captured,Slippage,Rollover Slippage,Points w CS,Qty,Leverage,PnL,PnL w CS,ROI%,ROI% w CS,Trade Year,Duration
LONG,2015-12-08 13:00:00+05:30,2015-12-08 17:00:00+05:30,25490,25107.65,2015-12-11 13:00:00+05:30,25312.0,Trailing SL Hit,-178.0,30.481199999999998,0.0,-208.4812,261.54047338825785,6,-46554.204263109896,-54526.27174055206,-4.65542042631099,-5.4526271740552055,2015,3 days
LONG,2015-12-17 21:00:00+05:30,2015-12-18 09:00:00+05:30,24905,24531.425,2016-03-01 21:00:00+05:30,29240.0,Trailing SL Hit,4335.0,32.486999999999995,406.08750000000003,3896.4255,267.6838653550152,6,1160409.5563139908,1151713.3105802024,116.04095563139909,104.30102389078479,2015,74 days
LONG,2016-03-02 13:00:00+05:30,2016-03-02 17:00:00+05:30,29240,28801.399999999998,2016-03-09 17:00:00+05:30,29381.0,Trailing SL Hit,141.0,35.172599999999996,0.0,105.82740000000001,227.99817601459074,6,32147.742818057293,24128.454172366502,3.2147742818057297,2.4128454172366505,2016,7 days
LONG,2016-03-23 21:00:00+05:30,2016-03-24 17:00:00+05:30,28647,28217.295,2016-04-14 21:00:00+05:30,28768.0,Trailing SL Hit,121.0,34.449,0.0,86.551,232.71779476617584,6,28158.85316670728,20141.957854807286,2.815885316670728,2.0141957854807284,2016,21 days
LONG,2016-05-09 21:00:00+05:30,2016-05-10 09:00:00+05:30,29860,29412.1,2016-05-10 13:00:00+05:30,29781.0,Trailing SL Hit,-79.0,35.7846,0.0,-114.7846,223.26412145568133,6,-17637.865594998824,-25627.2828756418,-1.7637865594998825,-2.56272828756418,2016,0 days
LONG,2016-06-03 13:00:00+05:30,2016-06-03 17:00:00+05:30,28890,28456.649999999998,2016-06-22 21:00:00+05:30,30091.0,Trailing SL Hit,1201.0,35.3886,0.0,1165.6114,230.76035537094612,6,277143.18680050626,268976.900888426,27.714318680050628,26.8976900888426,2016,19 days
LONG,2016-06-30 13:00:00+05:30,2016-06-30 17:00:00+05:30,31258,30789.13,2016-07-12 13:00:00+05:30,31421.0,Trailing SL Hit,163.0,37.6074,0.0,125.3926,213.27873397743556,6,34764.433638322,26743.574978138986,3.4764433638322,2.6743574978138986,2016,12 days
LONG,2016-08-25 21:00:00+05:30,2016-08-26 09:00:00+05:30,30945,30480.825,2016-09-14 21:00:00+05:30,31015.0,Trailing SL Hit,70.0,37.175999999999995,0.0,32.824000000000005,215.43598858189296,6,15080.519200732508,7071.470889212055,1.5080519200732507,0.7071470889212055,2016,19 days
LONG,2016-09-16 13:00:00+05:30,2016-09-16 17:00:00+05:30,30906,30442.41,2016-09-27 17:00:00+05:30,31006.0,Trailing SL Hit,100.0,37.1472,0.0,62.8528,215.70784529433328,6,21570.784529433327,13557.84205871567,2.157078452943333,1.3557842058715672,2016,11 days
LONG,2016-10-14 21:00:00+05:30,2016-10-17 09:00:00+05:30,29690,29244.649999999998,2016-10-18 13:00:00+05:30,29775.0,RSI Overbought,85.0,35.678999999999995,0.0,49.321000000000005,224.54249466711465,6,19086.112046704744,11074.660379476763,1.9086112046704744,1.1074660379476764,2016,1 days
LONG,2016-11-14 17:00:00+05:30,2016-11-14 21:00:00+05:30,29475,29032.875,2016-11-17 09:00:00+05:30,29330.0,RSI Overbought,-145.0,35.282999999999994,0.0,-180.283,226.18037885213457,6,-32796.15493355951,-40776.47724059937,-3.2796154933559514,-4.077647724059937,2016,3 days
LONG,2016-11-24 17:00:00+05:30,2016-11-24 21:00:00+05:30,28739,28307.915,2016-11-30 17:00:00+05:30,28307.915,Initial SL Hit,-431.0849999999991,34.228148999999995,0.0,-465.3131489999991,231.9728127863419,6,-100000.0,-107940.0,-10.0,-10.794,2016,6 days
LONG,2016-12-07 09:00:00+05:30,2016-12-07 13:00:00+05:30,27880,27461.8,2016-12-12 17:00:00+05:30,27424.0,Gap Outside Initial SL,-456.0,33.182399999999994,0.0,-489.1824,239.1200382592057,6,-109038.7374461978,-116973.31420373006,-10.903873744619782,-11.697331420373006,2016,5 days
LONG,2016-12-16 09:00:00+05:30,2016-12-16 13:00:00+05:30,27144,26736.84,2016-12-20 09:00:00+05:30,27111.0,RSI Overbought,-33.0,32.553,0.0,-65.553,245.60369387955603,6,-8104.921898025349,-16100.058944886536,-0.8104921898025349,-1.6100058944886537,2016,4 days
LONG,2016-12-22 13:00:00+05:30,2016-12-22 17:00:00+05:30,26949,26544.765,2016-12-27 17:00:00+05:30,27186.0,RSI Overbought,237.0,32.480999999999995,0.0,204.519,247.38085519561605,6,58629.262681361004,50594.0851237522,5.862926268136101,5.05940851237522,2016,5 days
LONG,2017-01-27 13:00:00+05:30,2017-01-27 17:00:00+05:30,28168,27745.48,2017-02-21 13:00:00+05:30,29134.0,Trailing SL Hit,966.0,34.3812,0.0,931.6188,236.67518697339747,6,228628.23061630197,220491.05367793218,22.8628230616302,22.049105367793217,2017,25 days
LONG,2017-05-02 13:00:00+05:30,2017-05-02 17:00:00+05:30,28630,28200.55,2017-05-04 09:00:00+05:30,28200.55,Initial SL Hit,-429.4500000000007,34.09833,0.0,-463.5483300000007,232.85597857724957,6,-100000.0,-107939.99999999999,-10.0,-10.793999999999999,2017,2 days
LONG,2017-05-04 21:00:00+05:30,2017-05-05 09:00:00+05:30,28155,27732.675,2017-06-09 17:00:00+05:30,28964.0,Trailing SL Hit,809.0,34.2714,285.595,489.1336,236.7844669389684,6,191558.63375362544,183443.6985733733,19.155863375362546,11.581923873793858,2017,35 days
LONG,2017-06-15 21:00:00+05:30,2017-06-16 09:00:00+05:30,28785,28353.225,2017-06-26 17:00:00+05:30,28353.225,Initial SL Hit,-431.77500000000146,34.282934999999995,0.0,-466.05793500000146,231.60210757917818,6,-100000.0,-107939.99999999997,-10.0,-10.793999999999997,2017,10 days
LONG,2017-07-10 13:00:00+05:30,2017-07-10 17:00:00+05:30,27734,27317.989999999998,2017-08-03 09:00:00+05:30,28377.0,Trailing SL Hit,643.0,33.666599999999995,0.0,609.3334,240.3788370471852,6,154563.59222134008,146470.8540660073,15.456359222134006,14.64708540660073,2017,24 days
LONG,2017-09-07 09:00:00+05:30,2017-09-07 13:00:00+05:30,30120,29668.2,2017-09-13 17:00:00+05:30,29842.0,Trailing SL Hit,-278.0,35.977199999999996,0.0,-313.9772,221.33687472332926,6,-61531.651173085535,-69494.73218238169,-6.1531651173085535,-6.949473218238169,2017,6 days
LONG,2017-09-19 09:00:00+05:30,2017-09-19 13:00:00+05:30,29608,29163.88,2017-09-20 17:00:00+05:30,29711.0,RSI Overbought,103.0,35.5914,0.0,67.4086,225.1643699900933,6,23191.93010897961,15178.014950914205,2.319193010897961,1.5178014950914203,2017,1 days
LONG,2017-10-03 13:00:00+05:30,2017-10-03 17:00:00+05:30,29532,29089.02,2017-10-17 17:00:00+05:30,29615.0,Trailing SL Hit,83.0,35.4882,0.0,47.5118,225.74382590636168,6,18736.73755022802,10725.495507697875,1.873673755022802,1.0725495507697875,2017,14 days
LONG,2017-10-25 21:00:00+05:30,2017-10-26 09:00:00+05:30,29465,29023.024999999998,2017-11-17 09:00:00+05:30,29410.0,Trailing SL Hit,-55.0,35.324999999999996,0.0,-90.32499999999999,226.2571412410193,6,-12444.14276825606,-20436.676282595065,-1.2444142768256061,-2.0436676282595068,2017,22 days
LONG,2017-12-12 13:00:00+05:30,2017-12-12 17:00:00+05:30,28197,27774.045,2017-12-14 17:00:00+05:30,28235.0,RSI Overbought,38.0,33.859199999999994,0.0,4.140800000000006,236.43177170148027,6,8984.407324656251,979.0166802614909,0.8984407324656252,0.0979016680261491,2017,2 days
LONG,2018-01-11 17:00:00+05:30,2018-01-11 21:00:00+05:30,29385,28944.225,2018-02-07 17:00:00+05:30,30070.0,Trailing SL Hit,685.0,35.672999999999995,0.0,649.327,226.87312120696424,6,155408.0880267705,147314.84317395446,15.54080880267705,14.731484317395447,2018,27 days
LONG,2018-02-08 13:00:00+05:30,2018-02-08 17:00:00+05:30,29886,29437.71,2018-02-27 17:00:00+05:30,30442.0,Trailing SL Hit,556.0,36.196799999999996,0.0,519.8032000000001,223.069887795846,6,124026.85761449038,115952.44149992171,12.402685761449037,11.59524414999217,2018,19 days
LONG,2018-03-01 21:00:00+05:30,2018-03-02 17:00:00+05:30,30261,29807.085,2018-03-07 21:00:00+05:30,30493.0,Trailing SL Hit,232.0,36.4524,0.0,195.5476,220.30556381701376,6,51110.89080554719,43080.224271063875,5.111089080554719,4.308022427106388,2018,5 days
LONG,2018-04-06 13:00:00+05:30,2018-04-06 17:00:00+05:30,30596,30137.06,2018-04-26 17:00:00+05:30,31232.0,Trailing SL Hit,636.0,37.096799999999995,0.0,598.9032,217.89340654551856,6,138580.2065629498,130497.058439012,13.85802065629498,13.0497058439012,2018,20 days
LONG,2018-04-27 13:00:00+05:30,2018-04-27 17:00:00+05:30,31240,30771.399999999998,2018-05-08 09:00:00+05:30,31195.0,Trailing SL Hit,-45.0,37.461,0.0,-82.461,213.4016218523251,6,-9603.072983354628,-17597.31113956458,-0.9603072983354628,-1.759731113956458,2018,11 days
LONG,2018-06-29 17:00:00+05:30,2018-06-29 21:00:00+05:30,30448,29991.28,2018-07-06 17:00:00+05:30,30565.0,Trailing SL Hit,117.0,36.6078,0.0,80.3922,218.95253109125886,6,25617.446137677285,17602.0756699947,2.5617446137677287,1.7602075669994701,2018,7 days
LONG,2018-07-18 13:00:00+05:30,2018-07-18 17:00:00+05:30,29696,29250.56,2018-08-14 09:00:00+05:30,29694.0,Trailing SL Hit,-2.0,35.634,0.0,-37.634,224.49712643678228,6,-448.99425287356456,-8448.724856321864,-0.04489942528735646,-0.8448724856321864,2018,27 days
LONG,2018-11-23 21:00:00+05:30,2018-11-26 09:00:00+05:30,30519,30061.215,2018-12-18 13:00:00+05:30,31224.0,Trailing SL Hit,705.0,37.0458,0.0,667.9542,218.4431556298263,6,154002.42471902753,145910.02326419612,15.400242471902754,14.591002326419613,2018,22 days
LONG,2018-12-19 13:00:00+05:30,2018-12-19 17:00:00+05:30,31234,30765.489999999998,2018-12-31 09:00:00+05:30,31384.0,Trailing SL Hit,150.0,37.5708,0.0,112.42920000000001,213.44261595270018,6,32016.39239290503,23997.18255746932,3.2016392392905026,2.399718255746932,2018,12 days
LONG,2019-01-18 21:00:00+05:30,2019-01-21 09:00:00+05:30,32144,31661.84,2019-01-24 13:00:00+05:30,32006.0,Trailing SL Hit,-138.0,38.489999999999995,0.0,-176.49,207.40003318400537,6,-28621.20457939274,-36604.03185664511,-2.8621204579392736,-3.660403185664511,2019,3 days
LONG,2019-03-12 09:00:00+05:30,2019-03-12 13:00:00+05:30,31984,31504.239999999998,2019-03-13 21:00:00+05:30,32221.0,RSI Overbought,237.0,38.522999999999996,0.0,198.477,208.43755210938716,6,49399.69984992476,41370.060030014836,4.939969984992476,4.137006003001484,2019,1 days
LONG,2019-03-18 13:00:00+05:30,2019-03-18 17:00:00+05:30,31699,31223.515,2019-03-28 17:00:00+05:30,31730.0,Trailing SL Hit,31.0,38.057399999999994,0.0,-7.057399999999994,210.31157660073373,6,6519.658874622745,-1484.252920702017,0.6519658874622746,-0.14842529207020172,2019,10 days
LONG,2019-05-20 17:00:00+05:30,2019-05-20 21:00:00+05:30,31536,31062.96,2019-07-01 09:00:00+05:30,33693.0,Trailing SL Hit,2157.0,39.1374,326.145,1791.7176,211.39861322509685,6,455986.8087265339,447713.216641298,45.59868087265339,37.876661593099875,2019,42 days
LONG,2019-07-01 13:00:00+05:30,2019-07-01 17:00:00+05:30,33817,33309.745,2019-07-25 17:00:00+05:30,34905.0,Trailing SL Hit,1088.0,41.2332,0.0,1046.7668,197.13950577126005,6,214487.78227913094,206359.08960976344,21.448778227913092,20.635908960976344,2019,24 days
LONG,2019-07-26 21:00:00+05:30,2019-07-29 09:00:00+05:30,34798,34276.03,2019-09-06 09:00:00+05:30,38553.0,Trailing SL Hit,3755.0,44.0106,366.755,3344.2344,191.58189167959802,6,719390.0032568906,710958.3692549365,71.93900032568907,64.06947525719855,2019,39 days
LONG,2019-09-12 13:00:00+05:30,2019-09-12 17:00:00+05:30,37950,37380.75,2019-09-24 09:00:00+05:30,37863.0,RSI Overbought,-87.0,45.48779999999999,0.0,-132.4878,175.66974088713218,6,-15283.2674571805,-23274.09749670619,-1.52832674571805,-2.3274097496706188,2019,12 days
LONG,2019-10-10 21:00:00+05:30,2019-10-11 09:00:00+05:30,38180,37607.3,2019-10-11 17:00:00+05:30,37756.0,Trailing SL Hit,-424.0,45.5616,0.0,-469.5616,174.61148943600577,6,-74035.27152086644,-81990.85035795397,-7.403527152086644,-8.199085035795397,2019,0 days
LONG,2019-10-28 21:00:00+05:30,2019-10-29 09:00:00+05:30,37964,37394.54,2019-11-05 17:00:00+05:30,38020.0,Trailing SL Hit,56.0,45.590399999999995,0.0,10.409600000000005,175.6049590840448,6,9833.877708706508,1827.9773820812734,0.9833877708706508,0.18279773820812734,2019,7 days
LONG,2019-12-09 13:00:00+05:30,2019-12-09 17:00:00+05:30,37675,37109.875,2019-12-12 17:00:00+05:30,37493.0,RSI Overbought,-182.0,45.1008,0.0,-227.1008,176.95200176952002,6,-32205.264322052644,-40185.941163459414,-3.2205264322052645,-4.018594116345942,2019,3 days
LONG,2020-01-01 13:00:00+05:30,2020-01-02 09:00:00+05:30,39110,38523.35,2020-01-13 21:00:00+05:30,39548.0,Trailing SL Hit,438.0,47.194799999999994,0.0,390.8052,170.45938805079646,6,74661.21196624885,66616.41523906913,7.4661211966248855,6.661641523906913,2020,11 days
LONG,2020-01-14 13:00:00+05:30,2020-01-14 17:00:00+05:30,39484,38891.74,2020-01-21 13:00:00+05:30,39885.0,Trailing SL Hit,401.0,47.621399999999994,0.0,353.3786,168.84476412386394,6,67706.75041366943,59666.12636342127,6.770675041366943,5.966612636342127,2020,7 days
LONG,2020-02-12 09:00:00+05:30,2020-02-12 13:00:00+05:30,40438,39831.43,2020-02-28 21:00:00+05:30,41300.0,Trailing SL Hit,862.0,49.04279999999999,0.0,812.9572000000001,164.8614339647527,6,142110.55607761684,134025.28974397026,14.211055607761685,13.402528974397026,2020,16 days
LONG,2020-03-13 13:00:00+05:30,2020-03-13 17:00:00+05:30,41960,41330.6,2020-03-13 21:00:00+05:30,41330.6,Initial SL Hit,-629.4000000000015,49.97436,0.0,-679.3743600000015,158.88147442008224,6,-100000.0,-107939.99999999999,-10.0,-10.793999999999999,2020,0 days
LONG,2020-05-19 13:00:00+05:30,2020-05-19 17:00:00+05:30,46778,46076.33,2020-05-26 17:00:00+05:30,46357.0,Trailing SL Hit,-421.0,55.88099999999999,0.0,-476.881,142.51713768580709,6,-59999.71496572479,-67963.71513674536,-5.999971496572479,-6.796371513674536,2020,7 days
LONG,2020-05-27 13:00:00+05:30,2020-05-27 17:00:00+05:30,46185,45492.225,2020-06-02 17:00:00+05:30,46700.0,Trailing SL Hit,515.0,55.730999999999995,0.0,459.269,144.34701021255066,6,74338.7102594636,66294.10703330793,7.433871025946359,6.629410703330793,2020,6 days
LONG,2020-06-03 21:00:00+05:30,2020-06-04 09:00:00+05:30,46039,45348.415,2020-06-05 09:00:00+05:30,46364.0,RSI Overbought,325.0,55.44179999999999,0.0,269.5582,144.80476697292895,6,47061.54926620191,39033.31233664218,4.706154926620191,3.903331233664218,2020,1 days
LONG,2020-07-06 13:00:00+05:30,2020-07-06 17:00:00+05:30,48072,47350.92,2020-08-11 13:00:00+05:30,53298.0,Trailing SL Hit,5226.0,60.821999999999996,506.85,4658.3279999999995,138.6808675875073,6,724746.2140123132,716311.3662839057,72.47462140123132,64.60209685471776,2020,36 days
LONG,2020-09-03 13:00:00+05:30,2020-09-03 17:00:00+05:30,50870,50106.95,2020-09-08 09:00:00+05:30,51014.0,RSI Overbought,144.0,61.130399999999995,0.0,82.8696,131.0530109429259,6,18871.633575781332,10860.310595635894,1.8871633575781332,1.0860310595635896,2020,5 days
LONG,2020-09-17 13:00:00+05:30,2020-09-17 17:00:00+05:30,51490,50717.65,2020-09-21 13:00:00+05:30,51151.0,Trailing SL Hit,-339.0,61.584599999999995,0.0,-400.5846,129.47497896031615,6,-43892.017867547176,-51865.68265682666,-4.389201786754718,-5.186568265682666,2020,4 days
LONG,2020-09-28 13:00:00+05:30,2020-09-28 17:00:00+05:30,49565,48821.525,2020-09-30 09:00:00+05:30,50272.0,RSI Overbought,707.0,59.90219999999999,0.0,647.0978,134.503513904301,6,95093.98433034081,87036.92793974259,9.50939843303408,8.703692793974257,2020,2 days
LONG,2020-10-07 21:00:00+05:30,2020-10-08 09:00:00+05:30,50110,49358.35,2020-10-13 17:00:00+05:30,50286.0,Trailing SL Hit,176.0,60.23759999999999,0.0,115.76240000000001,133.0406439167163,6,23415.15332934207,15401.104237344482,2.3415153329342067,1.540110423734448,2020,5 days
LONG,2020-10-13 21:00:00+05:30,2020-10-14 09:00:00+05:30,50380,49624.3,2020-10-15 13:00:00+05:30,50410.0,Trailing SL Hit,30.0,60.474,0.0,-30.473999999999997,132.32764324467433,6,3969.82929734023,-4032.5526002382053,0.396982929734023,-0.4032552600238205,2020,1 days
LONG,2020-11-25 13:00:00+05:30,2020-11-25 17:00:00+05:30,48827,48094.595,2020-11-27 17:00:00+05:30,48094.595,Initial SL Hit,-732.4049999999988,58.152956999999994,0.0,-790.5579569999989,136.5364791338128,6,-100000.00000000001,-107940.00000000003,-10.000000000000002,-10.794000000000004,2020,2 days
LONG,2021-02-11 13:00:00+05:30,2021-02-11 17:00:00+05:30,48045,47324.325,2021-02-12 13:00:00+05:30,47324.325,Initial SL Hit,-720.6750000000029,57.22159499999999,0.0,-777.8965950000029,138.75880251153376,6,-100000.0,-107939.99999999996,-10.0,-10.793999999999997,2021,1 days
LONG,2021-02-18 09:00:00+05:30,2021-02-18 13:00:00+05:30,46476,45778.86,2021-02-23 13:00:00+05:30,46866.0,RSI Overbought,390.0,56.005199999999995,0.0,333.9948,143.4432108328314,6,55942.85222480424,47909.28651346936,5.5942852224804245,4.790928651346936,2021,5 days
LONG,2021-03-05 13:00:00+05:30,2021-03-05 17:00:00+05:30,44436,43769.46,2021-03-16 09:00:00+05:30,44840.0,RSI Overbought,404.0,53.565599999999996,0.0,350.4344,150.02850541602885,6,60611.51618807566,52575.14927836282,6.061151618807566,5.257514927836282,2021,11 days
LONG,2021-03-30 21:00:00+05:30,2021-03-31 09:00:00+05:30,44485,43817.725,2021-04-28 09:00:00+05:30,46936.0,Trailing SL Hit,2451.0,54.852599999999995,457.105,1939.0423999999998,149.86324978457125,6,367314.8252219841,359094.43632685096,36.73148252219841,29.05911955340745,2021,28 days
LONG,2021-04-29 21:00:00+05:30,2021-04-30 09:00:00+05:30,46749,46047.765,2021-06-03 17:00:00+05:30,48620.0,Trailing SL Hit,1871.0,57.221399999999996,476.845,1336.9336,142.60554592968109,6,266814.9764344333,258654.88744857267,26.681497643443333,19.065414589973386,2021,34 days
LONG,2021-06-04 13:00:00+05:30,2021-06-04 17:00:00+05:30,48715,47984.275,2021-06-07 09:00:00+05:30,48802.0,Trailing SL Hit,87.0,58.5102,0.0,28.489800000000002,136.85038831297712,6,11905.983783229009,3898.840192959056,1.190598378322901,0.3898840192959056,2021,3 days
LONG,2021-06-29 21:00:00+05:30,2021-06-30 09:00:00+05:30,46670,45969.95,2021-07-01 17:00:00+05:30,46936.0,RSI Overbought,266.0,56.163599999999995,0.0,209.8364,142.84693950432052,6,37997.28590814926,29974.4875366044,3.799728590814926,2.99744875366044,2021,1 days
LONG,2021-09-07 21:00:00+05:30,2021-09-08 09:00:00+05:30,47019,46313.715,2021-09-15 13:00:00+05:30,47109.0,Trailing SL Hit,90.0,56.4768,0.0,33.5232,141.78665362229384,6,12760.798826006445,4753.142346710882,1.2760798826006445,0.4753142346710882,2021,7 days
LONG,2021-09-16 21:00:00+05:30,2021-09-17 09:00:00+05:30,46106,45414.409999999996,2021-10-29 17:00:00+05:30,47530.0,Trailing SL Hit,1424.0,56.181599999999996,468.18,899.6384,144.594340577509,6,205902.3409823728,197778.79957778344,20.59023409823728,13.008262120620529,2021,42 days
LONG,2021-10-29 21:00:00+05:30,2021-11-01 09:00:00+05:30,47660,46945.1,2021-11-02 17:00:00+05:30,47655.0,Trailing SL Hit,-5.0,57.18899999999999,0.0,-62.18899999999999,139.8797034550284,6,-699.398517275142,-8698.97887816476,-0.06993985172751421,-0.869897887816476,2021,1 days
LONG,2021-11-18 21:00:00+05:30,2021-11-19 17:00:00+05:30,49140,48402.9,2021-11-22 17:00:00+05:30,48402.9,Initial SL Hit,-737.0999999999985,58.52573999999999,0.0,-795.6257399999986,135.66680233346926,6,-100000.0,-107940.00000000001,-10.0,-10.794000000000002,2021,3 days
LONG,2021-12-10 13:00:00+05:30,2021-12-10 17:00:00+05:30,47981,47261.284999999996,2021-12-21 09:00:00+05:30,48000.0,Trailing SL Hit,19.0,57.58859999999999,0.0,-38.58859999999999,138.94388751102795,6,2639.9338627095312,-5361.650097608052,0.2639933862709531,-0.5361650097608053,2021,11 days
LONG,2022-01-06 21:00:00+05:30,2022-01-07 09:00:00+05:30,47504,46791.44,2022-01-13 13:00:00+05:30,47829.0,RSI Overbought,325.0,57.199799999999996,0.0,267.8002,140.3390591669478,6,45610.194229258035,37582.82811272046,4.561019422925804,3.758282811272046,2022,6 days
LONG,2022-01-18 13:00:00+05:30,2022-01-18 17:00:00+05:30,47929,47210.065,2022-01-27 21:00:00+05:30,47914.0,Trailing SL Hit,-15.0,57.505799999999994,0.0,-72.5058,139.09463303358484,6,-2086.419495503773,-10085.167643806495,-0.2086419495503773,-1.0085167643806496,2022,9 days
LONG,2022-01-28 21:00:00+05:30,2022-01-31 09:00:00+05:30,47678,46962.83,2022-03-14 17:00:00+05:30,52184.0,Trailing SL Hit,4506.0,59.917199999999994,499.31,3946.7728,139.82689430485092,6,630059.9857376582,621681.9497462157,63.00599857376582,55.186498315086055,2022,42 days
LONG,2022-04-04 13:00:00+05:30,2022-04-04 17:00:00+05:30,51598,50824.03,2022-04-21 13:00:00+05:30,52300.0,Trailing SL Hit,702.0,62.33879999999999,0.0,639.6612,129.2039743142497,6,90701.1899686033,82646.76925462215,9.070118996860328,8.264676925462215,2022,17 days
LONG,2022-04-26 09:00:00+05:30,2022-04-26 13:00:00+05:30,51595,50821.075,2022-04-29 17:00:00+05:30,51600.0,RSI Overbought,5.0,61.916999999999994,0.0,-56.916999999999994,129.21148690118503,6,646.0574345059251,-7354.3301999547475,0.06460574345059251,-0.7354330199954747,2022,3 days
LONG,2022-05-02 21:00:00+05:30,2022-05-03 17:00:00+05:30,50822,50059.67,2022-05-13 09:00:00+05:30,50059.67,Initial SL Hit,-762.3300000000017,60.52900199999999,0.0,-822.8590020000017,131.17678695578002,6,-100000.00000000001,-107939.99999999999,-10.000000000000002,-10.793999999999999,2022,10 days
LONG,2022-05-13 21:00:00+05:30,2022-05-16 09:00:00+05:30,49950,49200.75,2022-06-01 09:00:00+05:30,50570.0,Trailing SL Hit,620.0,60.312,0.0,559.688,133.4668001334668,6,82749.4160827494,74699.76643309976,8.27494160827494,7.469976643309977,2022,16 days
LONG,2022-07-15 13:00:00+05:30,2022-07-15 17:00:00+05:30,50140,49387.9,2022-08-17 13:00:00+05:30,51725.0,Trailing SL Hit,1585.0,61.11899999999999,509.325,1014.556,132.96104241457277,6,210743.25222709784,202616.80627576157,21.07432522270978,13.48964233479593,2022,33 days
LONG,2022-09-01 21:00:00+05:30,2022-09-02 09:00:00+05:30,50081,49329.784999999996,2022-09-08 17:00:00+05:30,50314.0,RSI Overbought,233.0,60.236999999999995,0.0,172.763,133.1176826873791,6,31016.42006615933,22997.810214119676,3.101642006615933,2.2997810214119676,2022,6 days
LONG,2022-10-31 09:00:00+05:30,2022-10-31 13:00:00+05:30,50361,49605.585,2022-11-03 09:00:00+05:30,50230.0,Trailing SL Hit,-131.0,60.3546,0.0,-191.3546,132.3775672974456,6,-17341.461315965375,-25331.056439175787,-1.7341461315965376,-2.5331056439175788,2022,3 days
LONG,2022-11-17 21:00:00+05:30,2022-11-18 09:00:00+05:30,52885,52091.725,2022-11-23 17:00:00+05:30,52091.725,Initial SL Hit,-793.2750000000015,62.986035,0.0,-856.2610350000015,126.05968926286573,6,-100000.0,-107939.99999999999,-10.0,-10.793999999999999,2022,5 days
