,Trade Type,Signal Generated At,Entry Time,Entry Price,Initial SL,Exit Time,Exit Price,Remarks,Points Captured,Points w CS,Qty,Leverage,PnL,PnL w CS,ROI%,ROI% w CS,Trade Year
0,LONG,2017-01-02 12:15:00+05:30,2017-01-02 13:15:00+05:30,17951.15,17844.9,2017-01-03 09:15:00+05:30,17957.6,Reversed,6.44999999999709,2.8591249999970896,167.12021235408315,3,1077.92536968335,477.8175771463816,0.107792536968335,0.04778175771463816,2017
1,LONG,2017-01-02 15:15:00+05:30,2017-01-03 09:15:00+05:30,17957.6,18052.85,2017-01-03 09:15:00+05:30,18052.85,Initial SL Hit,95.25,91.648955,167.0601862164209,3,15912.482737114091,15310.89148884038,1.591248273711409,1.531089148884038,2017
2,SHORT,2017-01-02 15:15:00+05:30,2017-01-03 09:15:00+05:30,17957.6,18052.85,2017-01-03 09:15:00+05:30,18052.85,Initial SL Hit,-95.25,-98.851045,167.0601862164209,3,-15912.482737114091,-16514.073985387804,-1.591248273711409,-1.6514073985387805,2017
3,SHORT,2017-01-03 15:15:00+05:30,2017-01-04 09:15:00+05:30,18024.15,18093.55,2017-01-04 13:15:00+05:30,17985.75,Reversed,38.400000000001455,34.79901000000145,166.4433551651534,3,6391.424838342133,5792.063980825967,0.6391424838342132,0.5792063980825967,2017
4,SHORT,2017-01-04 12:15:00+05:30,2017-01-04 13:15:00+05:30,17985.75,17936.05,2017-01-04 13:15:00+05:30,17936.05,Initial SL Hit,49.70000000000073,46.10782000000073,166.7987156498895,3,8289.896167799629,7690.725157416409,0.8289896167799629,0.7690725157416409,2017
5,LONG,2017-01-04 14:15:00+05:30,2017-01-04 15:15:00+05:30,17879.05,17999.0,2017-01-04 15:15:00+05:30,17890.45,Gap Outside Initial SL,11.400000000001455,7.823050000001455,167.79415013661242,3,1912.8533115576256,1312.6620262264698,0.19128533115576257,0.131266202622647,2017
6,SHORT,2017-01-09 14:15:00+05:30,2017-01-09 15:15:00+05:30,18277.65,18348.55,2017-01-10 09:15:00+05:30,18348.55,Initial SL Hit,-70.89999999999782,-74.56261999999782,164.13488604935534,3,-11637.163420898936,-12238.327137241025,-1.1637163420898935,-1.2238327137241025,2017
7,LONG,2017-01-10 13:15:00+05:30,2017-01-10 14:15:00+05:30,18395.55,18319.65,2017-01-17 11:15:00+05:30,19064.4,Reversed,668.8500000000022,665.1040050000022,163.08291951042509,3,109078.01071454817,108467.10291347672,10.907801071454818,10.846710291347671,2017
8,SHORT,2017-01-17 10:15:00+05:30,2017-01-17 11:15:00+05:30,19064.4,19202.25,2017-01-17 14:15:00+05:30,19084.85,Reversed,-20.44999999999709,-24.26492499999709,157.36136463775412,3,-3218.0399068416136,-3818.361710832298,-0.3218039906841614,-0.38183617108322976,2017
9,LONG,2017-01-17 13:15:00+05:30,2017-01-17 14:15:00+05:30,19084.85,18981.85,2017-01-18 12:15:00+05:30,19182.45,Reversed,97.60000000000218,93.77327000000219,157.1927471266476,3,15342.012119561148,14740.477918349192,1.5342012119561148,1.4740477918349193,2017
10,SHORT,2017-01-18 11:15:00+05:30,2017-01-18 12:15:00+05:30,19182.45,19276.5,2017-01-19 11:15:00+05:30,19108.4,Reversed,74.04999999999927,70.22091499999927,156.3929529335408,3,11580.898164728584,10982.056254545056,1.1580898164728584,1.0982056254545056,2017
11,LONG,2017-01-19 10:15:00+05:30,2017-01-19 11:15:00+05:30,19108.4,19046.1,2017-01-19 14:15:00+05:30,19099.5,Reversed,-8.900000000001455,-12.720790000001456,156.99901613949885,3,-1397.2912436417682,-1997.1515145174042,-0.1397291243641768,-0.1997151514517404,2017
12,SHORT,2017-01-19 13:15:00+05:30,2017-01-19 14:15:00+05:30,19099.5,19185.3,2017-01-20 11:15:00+05:30,19010.5,Reversed,89.0,85.189,157.07217466425823,3,13979.423545118982,13380.821487473493,1.3979423545118983,1.3380821487473493,2017
13,LONG,2017-01-20 10:15:00+05:30,2017-01-20 11:15:00+05:30,19010.5,18915.45,2017-01-20 13:15:00+05:30,18917.8,Reversed,-92.70000000000073,-96.49283000000072,157.8075274190579,3,-14628.75779174678,-15227.294915967606,-1.462875779174678,-1.5227294915967606,2017
14,SHORT,2017-01-20 12:15:00+05:30,2017-01-20 13:15:00+05:30,18917.8,19028.95,2017-01-23 15:15:00+05:30,18836.15,Reversed,81.64999999999782,77.87460499999781,158.58080749347175,3,12948.122931841623,12349.417744134806,1.2948122931841624,1.2349417744134807,2017
15,LONG,2017-01-23 14:15:00+05:30,2017-01-23 15:15:00+05:30,18836.15,18738.1,2017-01-27 15:15:00+05:30,19691.55,Reversed,855.3999999999978,851.5472299999979,159.26821563854608,3,136238.03165721198,135624.40785404627,13.623803165721199,13.562440785404627,2017
16,SHORT,2017-01-27 14:15:00+05:30,2017-01-27 15:15:00+05:30,19691.55,19794.95,2017-01-30 11:15:00+05:30,19689.8,Reversed,1.75,-2.188135,152.34961188936373,3,266.6118208063865,-333.3615180115329,0.02666118208063865,-0.03333615180115329,2017
17,LONG,2017-01-30 10:15:00+05:30,2017-01-30 11:15:00+05:30,19689.8,19623.35,2017-01-30 12:15:00+05:30,19623.35,Initial SL Hit,-66.45000000000073,-70.38131500000073,152.36315249520058,3,-10124.53148330619,-10723.519030157859,-1.012453148330619,-1.0723519030157858,2017
18,SHORT,2017-01-30 12:15:00+05:30,2017-01-30 13:15:00+05:30,19603.5,19690.3,2017-02-01 10:15:00+05:30,19614.75,Reversed,-11.25,-15.171825,153.03389700818732,3,-1721.6313413421074,-2321.803504476242,-0.17216313413421072,-0.2321803504476242,2017
19,LONG,2017-02-01 09:15:00+05:30,2017-02-01 10:15:00+05:30,19614.75,19488.85,2017-02-01 11:15:00+05:30,19488.85,Initial SL Hit,-125.90000000000146,-129.81036000000145,152.94612472756472,3,-19255.91710320062,-19853.9915114903,-1.925591710320062,-1.98539915114903,2017
20,LONG,2017-02-01 13:15:00+05:30,2017-02-01 14:15:00+05:30,19974.2,19470.95,2017-02-02 15:15:00+05:30,20069.4,Reversed,95.20000000000073,91.19564000000072,150.19374993741926,3,14298.444994042422,13697.015149543018,1.4298444994042423,1.3697015149543017,2017
21,SHORT,2017-02-02 14:15:00+05:30,2017-02-02 15:15:00+05:30,20069.4,20146.9,2017-02-03 09:15:00+05:30,20146.9,Initial SL Hit,-77.5,-81.52163,149.48129988938382,3,-11584.800741427245,-12185.959221501389,-1.1584800741427246,-1.218595922150139,2017
