,Trade Type,Signal Generated At,Entry Time,Entry Price,Initial SL,Exit Time,Exit Price,Remarks,Points Captured,Points w CS,Qty,Leverage,PnL,PnL w CS,ROI%,ROI% w CS,Trade Year
0,LONG,2017-01-02 11:15:00+05:30,2017-01-02 12:15:00+05:30,8159.05,8133.8,2017-01-03 09:15:00+05:30,8173.6,Reversed,14.550000000000182,11.283470000000182,367.6898658544806,3,5349.88754818276,4148.817570673124,0.534988754818276,0.4148817570673124,2017
1,SHORT,2017-01-02 15:15:00+05:30,2017-01-03 09:15:00+05:30,8173.6,8201.8,2017-01-03 10:15:00+05:30,8201.8,Initial SL Hit,-28.19999999999891,-31.475079999998908,367.0353332680826,3,-10350.396398159528,-11552.46647743916,-1.0350396398159527,-1.155246647743916,2017
2,LONG,2017-01-03 10:15:00+05:30,2017-01-03 11:15:00+05:30,8207.45,8148.6,2017-01-03 13:15:00+05:30,8203.9,Reversed,-3.5500000000010914,-6.832270000001092,365.5215688185733,3,-1297.601569306334,-2497.342048992473,-0.12976015693063342,-0.2497342048992473,2017
3,SHORT,2017-01-03 12:15:00+05:30,2017-01-03 13:15:00+05:30,8203.9,8214.75,2017-01-03 14:15:00+05:30,8214.75,Initial SL Hit,-10.850000000000364,-14.133730000000364,365.67973768573484,3,-3967.625153890356,-5168.418678921134,-0.3967625153890356,-0.5168418678921135,2017
4,LONG,2017-01-04 09:15:00+05:30,2017-01-04 10:15:00+05:30,8218.45,8187.0,2017-01-04 11:15:00+05:30,8187.0,Initial SL Hit,-31.450000000000728,-34.73109000000073,365.0323357810779,3,-11480.266960315166,-12677.970906923103,-1.1480266960315166,-1.2677970906923104,2017
5,LONG,2017-01-04 12:15:00+05:30,2017-01-04 13:15:00+05:30,8203.8,8180.9,2017-01-09 15:15:00+05:30,8234.8,Reversed,31.0,27.71228,365.68419512908656,3,11336.210049001684,10133.942806991883,1.1336210049001685,1.0133942806991885,2017
6,SHORT,2017-01-09 14:15:00+05:30,2017-01-09 15:15:00+05:30,8234.8,8254.5,2017-01-10 09:15:00+05:30,8264.35,Gap Outside Initial SL,-29.55000000000109,-32.84983000000109,364.30757274007874,3,-10765.288774469724,-11967.441832224618,-1.0765288774469723,-1.1967441832224617,2017
7,SHORT,2017-01-12 10:15:00+05:30,2017-01-12 11:15:00+05:30,8393.3,8417.2,2017-01-13 09:15:00+05:30,8461.05,Gap Outside Initial SL,-67.75,-71.12087,357.42794848271836,3,-24215.74350970417,-25420.586658406108,-2.4215743509704173,-2.542058665840611,2017
8,SHORT,2017-01-13 12:15:00+05:30,2017-01-13 13:15:00+05:30,8387.9,8407.0,2017-01-13 14:15:00+05:30,8407.0,Initial SL Hit,-19.100000000000364,-22.458980000000363,357.6580550554966,3,-6831.268851560116,-8032.635105330427,-0.6831268851560116,-0.8032635105330427,2017
9,LONG,2017-01-16 15:15:00+05:30,2017-01-17 09:15:00+05:30,8419.1,8405.65,2017-01-17 10:15:00+05:30,8405.65,Initial SL Hit,-13.450000000000728,-16.814950000000728,356.33262462733546,3,-4792.673801237921,-5991.715266477674,-0.4792673801237921,-0.5991715266477674,2017
10,SHORT,2017-01-17 10:15:00+05:30,2017-01-17 11:15:00+05:30,8395.2,8440.9,2017-01-17 14:15:00+05:30,8399.55,Reversed,-4.349999999998545,-7.708949999998545,357.347055460263,3,-1554.459691251624,-2754.7705831898743,-0.1554459691251624,-0.27547705831898744,2017
11,LONG,2017-01-17 13:15:00+05:30,2017-01-17 14:15:00+05:30,8399.55,8378.3,2017-01-19 14:15:00+05:30,8417.25,Reversed,17.700000000000728,14.336640000000727,357.16199082093686,3,6321.767237530842,5120.5028840833365,0.6321767237530842,0.5120502884083337,2017
12,LONG,2017-01-19 13:15:00+05:30,2017-01-19 14:15:00+05:30,8417.25,8439.9,2017-01-19 14:15:00+05:30,8439.9,Initial SL Hit,22.649999999999636,19.278569999999636,356.41094181591376,3,8072.707832130317,6871.093290563891,0.8072707832130317,0.6871093290563892,2017
13,SHORT,2017-01-19 13:15:00+05:30,2017-01-19 14:15:00+05:30,8417.25,8439.9,2017-01-19 14:15:00+05:30,8439.9,Initial SL Hit,-22.649999999999636,-26.021429999999636,356.41094181591376,3,-8072.707832130317,-9274.322373696743,-0.8072707832130317,-0.9274322373696743,2017
14,LONG,2017-01-20 10:15:00+05:30,2017-01-20 11:15:00+05:30,8411.9,8397.05,2017-01-20 12:15:00+05:30,8397.05,Initial SL Hit,-14.850000000000364,-18.211790000000363,356.6376205137959,3,-5296.068664629999,-6495.009450897073,-0.5296068664629999,-0.6495009450897073,2017
15,SHORT,2017-01-20 12:15:00+05:30,2017-01-20 13:15:00+05:30,8368.3,8417.9,2017-01-23 09:15:00+05:30,8352.0,Reversed,16.299999999999272,12.955939999999273,358.4957518253409,3,5843.480754752796,4644.649450903747,0.5843480754752796,0.46446494509037467,2017
16,LONG,2017-01-20 15:15:00+05:30,2017-01-23 09:15:00+05:30,8352.0,8340.95,2017-01-23 12:15:00+05:30,8372.8,Reversed,20.799999999999272,17.455039999999272,359.1954022988506,3,7471.264367815831,6269.770114942267,0.7471264367815831,0.6269770114942268,2017
17,SHORT,2017-01-23 11:15:00+05:30,2017-01-23 12:15:00+05:30,8372.8,8404.15,2017-01-23 15:15:00+05:30,8391.9,Reversed,-19.100000000000364,-22.452940000000364,358.30307662908467,3,-6843.588763615648,-8044.957481368371,-0.6843588763615648,-0.8044957481368371,2017
18,LONG,2017-01-23 14:15:00+05:30,2017-01-23 15:15:00+05:30,8391.9,8351.35,2017-01-30 15:15:00+05:30,8628.05,Reversed,236.14999999999964,232.74600999999964,357.4875773066886,3,84420.69138097439,83203.80724269818,8.44206913809744,8.32038072426982,2017
19,SHORT,2017-01-30 14:15:00+05:30,2017-01-30 15:15:00+05:30,8628.05,8662.6,2017-02-01 13:15:00+05:30,8658.8,Reversed,-30.75,-34.20737,347.7031310666953,3,-10691.87128030088,-11894.00965455694,-1.069187128030088,-1.1894009654556938,2017
