,Unnamed: 0,Trade Type,Signal Generated At,Entry Time,Entry Price,Initial SL,Exit Time,Exit Price,Remarks,Points Captured,Points w CS,Qty,Leverage,PnL,PnL w CS,ROI%,ROI% w CS,Trade Year,Index,DD%,Strike,Option Type,Expiry,Option Contract,Instrument,Option Entry Price,Option Exit Price,Option Points,Options PnL,Option Points w CS,Options PnL w CS,Options ROI%,Options ROI% w CS
0,1789,SHORT,2018-01-01 11:15:00+05:30,2018-01-01 12:15:00+05:30,10521.15,10537.85,2018-01-05 09:15:00+05:30,10537.85,Initial SL Hit,-16.700000000000728,-20.911800000000728,380.186576562448,4,-6349.115828593159,-7950.385651758877,-0.6349115828593159,-0.3975192825879439,2018,NIFTY,0.0,10500,CE,2018-01-11,NIFTY1811110500CE,nifty,,,,,,,,
1,0,SHORT,2018-01-01 15:15:00+05:30,2018-01-02 09:15:00+05:30,25271.55,25557.65,2018-01-04 12:15:00+05:30,25434.3,Reversed,-162.75,-167.820585,118.71056583391206,3,-19320.144589469182,-19922.076603928133,-1.9320144589469184,-0.9961038301964066,2018,BANKNIFTY,-0.9961038301964068,25300,CE,2018-01-04,BANKNIFTY1810425300CE,bnf,160.0,113.25,46.75,5549.7189527353885,44.0175,5225.342331594224,0.5549718952735389,0.5225342331594224
2,1,LONG,2018-01-04 11:15:00+05:30,2018-01-04 12:15:00+05:30,25434.3,25310.3,2018-01-05 11:15:00+05:30,25529.5,Reversed,95.20000000000071,90.10362000000072,117.95095599249832,3,11228.931010485929,10627.80811738488,1.1228931010485927,0.5313904058692439,2018,BANKNIFTY,-0.4647134243271628,25400,PE,2018-01-11,BANKNIFTY1811125400PE,bnf,137.0,77.7,59.3,6994.49169035515,57.153,6741.250987839257,0.699449169035515,0.6741250987839257
3,2,SHORT,2018-01-05 10:15:00+05:30,2018-01-05 11:15:00+05:30,25529.5,25575.25,2018-01-05 13:15:00+05:30,25570.8,Reversed,-41.29999999999927,-46.41002999999928,117.51111459292191,3,-4853.20903268759,-5453.694353590859,-0.485320903268759,-0.2726847176795429,2018,BANKNIFTY,-0.7373981420067057,25500,CE,2018-01-11,BANKNIFTY1811125500CE,bnf,148.0,146.0,2.0,235.02222918584383,-0.94,-110.4604477173466,0.023502222918584382,-0.01104604477173466
4,1790,SHORT,2018-01-05 10:15:00+05:30,2018-01-05 11:15:00+05:30,10544.9,10562.8,2018-01-05 13:15:00+05:30,10540.65,Reversed,4.25,0.03289,379.3302923688229,4,1612.1537425674971,12.476173316010618,0.1612153742567497,0.0006238086658005,2018,NIFTY,-0.7367743333409051,10550,CE,2018-01-11,NIFTY1811110550CE,nifty,,,,,,,,
5,3,LONG,2018-01-05 12:15:00+05:30,2018-01-05 13:15:00+05:30,25570.8,25508.4,2018-01-08 11:15:00+05:30,25717.85,Reversed,147.04999999999927,141.92113499999928,117.3213196302032,3,17252.100051621295,16650.374841616136,1.7252100051621295,0.8325187420808068,2018,BANKNIFTY,0.0,25600,PE,2018-01-11,BANKNIFTY1811125600PE,bnf,162.3,66.0,96.30000000000001,11298.04308038857,94.01700000000001,11030.198507672816,1.1298043080388571,1.1030198507672817
6,1791,LONG,2018-01-05 12:15:00+05:30,2018-01-05 13:15:00+05:30,10540.65,10520.1,2018-01-08 13:15:00+05:30,10609.75,Reversed,69.10000000000036,64.86992000000036,379.4832386997007,4,26222.291794149456,24617.047335790623,2.622229179414945,1.2308523667895312,2018,NIFTY,0.0,10550,PE,2018-01-11,NIFTY1811110550PE,nifty,,,,,,,,
7,4,SHORT,2018-01-08 10:15:00+05:30,2018-01-08 11:15:00+05:30,25717.85,25771.5,2018-01-09 09:15:00+05:30,25771.5,Initial SL Hit,-53.650000000001455,-58.79893500000146,116.65049761158107,3,-6258.299196861494,-6858.92502678118,-0.6258299196861494,-0.342946251339059,2018,BANKNIFTY,-0.342946251339059,25700,CE,2018-01-11,BANKNIFTY1811125700CE,bnf,126.0,97.05,28.950000000000003,3377.0319058552723,26.719500000000004,3116.842970932641,0.3377031905855272,0.3116842970932641
8,1792,SHORT,2018-01-08 12:15:00+05:30,2018-01-08 13:15:00+05:30,10609.75,10623.2,2018-01-08 14:15:00+05:30,10623.2,Initial SL Hit,-13.450000000000728,-17.69659000000073,377.01171092627067,4,-5070.807511958615,-6671.821673461007,-0.5070807511958615,-0.3335910836730503,2018,NIFTY,-0.6765373350121093,10600,CE,2018-01-11,NIFTY1811110600CE,nifty,,,,,,,,
9,1793,SHORT,2018-01-08 15:15:00+05:30,2018-01-09 09:15:00+05:30,10614.55,10631.2,2018-01-09 09:15:00+05:30,10645.8,Gap Outside Initial SL,-31.25,-35.50207,376.8412226613469,4,-11776.288208167092,-13378.643465808726,-1.1776288208167092,-0.6689321732904363,2018,NIFTY,-1.3454695083025456,10600,CE,2018-01-11,NIFTY1811110600CE,nifty,,,,,,,,
10,6,SHORT,2018-01-09 10:15:00+05:30,2018-01-09 11:15:00+05:30,25666.75,25803.8,2018-01-09 11:15:00+05:30,25706.45,Reversed,-39.70000000000073,-44.83732000000073,116.88273739370976,3,-4640.244674530362,-5240.708698997816,-0.4640244674530362,-0.2620354349498908,2018,BANKNIFTY,-1.6075049432524364,25700,CE,2018-01-11,BANKNIFTY1811125700CE,bnf,77.25,77.25,0.0,0.0,-1.545,-180.58382927328157,0.0,-0.018058382927328157
11,1795,SHORT,2018-01-09 10:15:00+05:30,2018-01-09 11:15:00+05:30,10625.85,10659.15,2018-01-09 11:15:00+05:30,10636.1,Reversed,-10.25,-14.50239,376.4404729974543,4,-3858.514848223907,-5459.286551193552,-0.3858514848223907,-0.2729643275596776,2018,NIFTY,-1.880469270812114,10650,CE,2018-01-11,NIFTY1811110650CE,nifty,,,,,,,,
12,1796,LONG,2018-01-09 10:15:00+05:30,2018-01-09 11:15:00+05:30,10636.1,10607.9,2018-01-09 13:15:00+05:30,10612.45,Reversed,-23.64999999999964,-27.89970999999964,376.07769765233496,4,-8894.237549477584,-10492.45870196769,-0.8894237549477584,-0.5246229350983845,2018,NIFTY,-2.4050922059104987,10650,PE,2018-01-11,NIFTY1811110650PE,nifty,,,,,,,,
13,7,LONG,2018-01-09 10:15:00+05:30,2018-01-09 11:15:00+05:30,25706.45,25617.25,2018-01-09 13:15:00+05:30,25642.1,Reversed,-64.35000000000218,-69.48485500000218,116.70222842905184,3,-7509.788399409741,-8109.0374205698,-0.7509788399409741,-0.40545187102849,2018,BANKNIFTY,-2.8105440769389887,25700,PE,2018-01-11,BANKNIFTY1811125700PE,bnf,106.5,116.95,-10.450000000000003,-1219.5382870835922,-12.684500000000003,-1480.3094165083085,-0.12195382870835922,-0.14803094165083086
14,1794,LONG,2018-01-09 10:15:00+05:30,2018-01-09 11:15:00+05:30,10625.85,10659.15,2018-01-09 11:15:00+05:30,10629.85,Gap Outside Initial SL,4.0,-0.2511400000000003,376.4404729974543,4,1505.7618919898173,-94.5392603885808,0.1505761891989817,-0.004726963019429,2018,NIFTY,-2.815271039958417,10650,PE,2018-01-11,NIFTY1811110650PE,nifty,,,,,,,,
15,5,LONG,2018-01-09 10:15:00+05:30,2018-01-09 11:15:00+05:30,25666.75,25803.8,2018-01-09 11:15:00+05:30,25698.1,Gap Outside Initial SL,31.349999999998545,26.213514999998544,116.88273739370976,3,3664.273817292631,3063.9073899109017,0.3664273817292631,0.153195369495545,2018,BANKNIFTY,-2.6620756704628725,25700,PE,2018-01-11,BANKNIFTY1811125700PE,bnf,106.5,106.5,0.0,0.0,-2.13,-248.96023064860177,0.0,-0.024896023064860176
