,Unnamed: 0,Trade Type,Signal Generated At,Entry Time,Entry Price,Initial SL,Exit Time,Exit Price,Remarks,Points Captured,Points w CS,Qty,Leverage,PnL,PnL w CS,ROI%,ROI% w CS,Trade Year,Index,DD%,Strike,Option Type,Expiry,Option Contract,Instrument,Option Entry Price,Option Exit Price,Option Points,Options PnL,Option Points w CS,Options PnL w CS,Options ROI%,Options ROI% w CS
16,9,SHORT,2018-01-09 12:15:00+05:30,2018-01-09 13:15:00+05:30,25642.1,25711.55,2018-01-09 13:15:00+05:30,25711.55,Initial SL Hit,-69.45000000000073,-74.58536500000072,116.99509790539776,3,-8125.30954952996,-8726.122080484913,-0.812530954952996,-0.4363061040242456,2018,BANKNIFTY,-3.0983817744871183,25600,CE,2018-01-11,BANKNIFTY1811125600CE,bnf,114.4,114.4,0.0,0.0,-2.2880000000000003,-267.6847840075501,0.0,-0.026768478400755007
17,1797,SHORT,2018-01-09 12:15:00+05:30,2018-01-09 13:15:00+05:30,10612.45,10636.65,2018-01-09 14:15:00+05:30,10636.65,Initial SL Hit,-24.19999999999891,-28.44981999999891,376.9157923005527,4,-9121.362173672962,-10723.186446107697,-0.9121362173672962,-0.5361593223053848,2018,NIFTY,-3.634541096792503,10600,CE,2018-01-11,NIFTY1811110600CE,nifty,,,,,,,,
18,8,LONG,2018-01-09 12:15:00+05:30,2018-01-09 13:15:00+05:30,25642.1,25711.55,2018-01-09 13:15:00+05:30,25711.55,Initial SL Hit,69.45000000000073,64.31463500000073,116.99509790539776,3,8125.30954952996,7524.497018575008,0.812530954952996,0.3762248509287504,2018,BANKNIFTY,-3.2583162458637527,25600,PE,2018-01-11,BANKNIFTY1811125600PE,bnf,71.35,71.35,0.0,0.0,-1.4269999999999998,-166.9520047110026,0.0,-0.01669520047110026
19,10,SHORT,2018-01-09 14:15:00+05:30,2018-01-09 15:15:00+05:30,25684.15,25731.7,2018-01-10 13:15:00+05:30,25619.15,Reversed,65.0,59.86967,116.80355394280129,3,7592.231006282083,6992.990229382712,0.7592231006282084,0.3496495114691356,2018,BANKNIFTY,-2.9086667343946173,25700,CE,2018-01-11,BANKNIFTY1811125700CE,bnf,78.5,28.15,50.35,5881.058941020045,49.283500000000004,5756.487950740047,0.5881058941020044,0.5756487950740047
20,1798,SHORT,2018-01-10 10:15:00+05:30,2018-01-10 11:15:00+05:30,10614.25,10655.5,2018-01-10 13:15:00+05:30,10618.1,Reversed,-3.850000000000364,-8.096470000000362,376.85187366040935,4,-1450.8797135927132,-3051.169889535431,-0.1450879713592713,-0.1525584944767715,2018,NIFTY,-3.061225228871389,10600,CE,2018-01-11,NIFTY1811110600CE,nifty,,,,,,,,
21,1799,LONG,2018-01-10 12:15:00+05:30,2018-01-10 13:15:00+05:30,10618.1,10592.7,2018-01-11 14:15:00+05:30,10647.0,Reversed,28.89999999999964,24.64697999999964,376.7152315385992,4,10887.07019146538,9284.892777427089,1.088707019146538,0.4642446388713544,2018,NIFTY,-2.5969805900000345,10600,PE,2018-01-11,NIFTY1811110600PE,nifty,,,,,,,,
22,11,LONG,2018-01-10 12:15:00+05:30,2018-01-10 13:15:00+05:30,25619.15,25527.5,2018-01-11 14:15:00+05:30,25625.4,Reversed,6.25,1.1255449999999998,117.0999037829124,3,731.8743986432024,131.8012112033381,0.0731874398643202,0.0065900605601669,2018,BANKNIFTY,-2.590390529439868,25600,PE,2018-01-11,BANKNIFTY1811125600PE,bnf,70.15,3.95,66.2,7752.013630428802,65.459,7665.242601725664,0.7752013630428802,0.7665242601725664
23,13,SHORT,2018-01-11 13:15:00+05:30,2018-01-11 14:15:00+05:30,25625.4,25688.8,2018-01-11 14:15:00+05:30,25688.8,Initial SL Hit,-63.39999999999782,-68.53141999999782,117.07134327659274,3,-7422.323163735724,-8023.065396052099,-0.7422323163735725,-0.4011532698026049,2018,BANKNIFTY,-2.9915437992424723,25600,CE,2018-01-11,BANKNIFTY1811125600CE,bnf,58.75,58.75,0.0,0.0,-1.175,-137.55882834999647,0.0,-0.013755882834999648
24,1800,SHORT,2018-01-11 13:15:00+05:30,2018-01-11 14:15:00+05:30,10647.0,10664.6,2018-01-12 09:15:00+05:30,10685.6,Gap Outside Initial SL,-38.60000000000037,-42.86652000000037,375.6926833849911,4,-14501.737578660792,-16104.637926176523,-1.4501737578660792,-0.8052318963088263,2018,NIFTY,-3.7967756955512986,10650,CE,2018-01-18,NIFTY1811810650CE,nifty,,,,,,,,
25,12,LONG,2018-01-11 13:15:00+05:30,2018-01-11 14:15:00+05:30,25625.4,25688.8,2018-01-11 14:15:00+05:30,25688.8,Initial SL Hit,63.39999999999782,58.26857999999782,117.07134327659274,3,7422.323163735724,6821.580931419351,0.7422323163735725,0.3410790465709675,2018,BANKNIFTY,-3.455696648980331,25600,PE,2018-01-11,BANKNIFTY1811125600PE,bnf,3.95,3.95,0.0,0.0,-0.079,-9.248636118850827,0.0,-0.0009248636118850827
26,14,SHORT,2018-01-12 10:15:00+05:30,2018-01-12 11:15:00+05:30,25709.55,25775.15,2018-01-12 14:15:00+05:30,25713.4,Reversed,-3.850000000002183,-8.992295000002184,116.68815673553212,3,-449.24940343205344,-1049.2943283723966,-0.0449249403432053,-0.0524647164186198,2018,BANKNIFTY,-3.5081613653989505,25700,CE,2018-01-18,BANKNIFTY1811825700CE,bnf,120.2,107.8,12.400000000000006,1446.9331435205988,10.120000000000005,1180.8841461635855,0.14469331435205987,0.11808841461635854
27,1801,SHORT,2018-01-12 10:15:00+05:30,2018-01-12 11:15:00+05:30,10669.85,10690.25,2018-01-12 14:15:00+05:30,10660.75,Reversed,9.100000000000364,4.833880000000364,374.8881193268884,4,3411.481885874821,1812.164182251996,0.3411481885874821,0.0906082091125997,2018,NIFTY,-3.417553156286351,10650,CE,2018-01-18,NIFTY1811810650CE,nifty,,,,,,,,
28,1802,LONG,2018-01-12 13:15:00+05:30,2018-01-12 14:15:00+05:30,10660.75,10597.1,2018-01-16 14:15:00+05:30,10690.9,Reversed,30.14999999999964,25.879669999999635,375.2081232558685,4,11312.5249161643,9710.262411181066,1.1312524916164295,0.4855131205590532,2018,NIFTY,-2.9320400357272978,10650,PE,2018-01-18,NIFTY1811810650PE,nifty,,,,,,,,
29,15,LONG,2018-01-12 13:15:00+05:30,2018-01-12 14:15:00+05:30,25713.4,25557.6,2018-01-16 09:15:00+05:30,26041.5,Reversed,328.09999999999854,322.9245099999985,116.67068532360558,3,38279.65185467482,37675.82388948935,3.827965185467482,1.883791194474468,2018,BANKNIFTY,-1.04824884125283,25700,PE,2018-01-18,BANKNIFTY1811825700PE,bnf,112.05,27.5,84.55,9864.506444110852,83.1545,9701.69250274176,0.9864506444110852,0.970169250274176
30,16,SHORT,2018-01-15 15:15:00+05:30,2018-01-16 09:15:00+05:30,26041.5,26091.8,2018-01-16 09:15:00+05:30,26136.4,Gap Outside Initial SL,-94.90000000000146,-100.11779000000146,115.20073728471864,3,-10932.549968319963,-11533.643223316798,-1.093254996831997,-0.5766821611658399,2018,BANKNIFTY,-1.6249310024186705,26000,CE,2018-01-18,BANKNIFTY1811826000CE,bnf,118.6,118.6,0.0,0.0,-2.372,-273.2561488393526,0.0,-0.02732561488393526
31,17,LONG,2018-01-16 11:15:00+05:30,2018-01-16 12:15:00+05:30,26045.35,25951.2,2018-01-16 13:15:00+05:30,25951.2,Initial SL Hit,-94.14999999999782,-99.34965499999782,115.1837084162816,3,-10844.54614739266,-11443.461692777924,-1.084454614739266,-0.5721730846388962,2018,BANKNIFTY,-2.1971040870575664,26000,PE,2018-01-18,BANKNIFTY1811826000PE,bnf,95.15,117.5,-22.349999999999994,-2574.355883103893,-24.476499999999994,-2819.294039051116,-0.2574355883103893,-0.2819294039051116
32,1803,SHORT,2018-01-16 13:15:00+05:30,2018-01-16 14:15:00+05:30,10690.9,10747.85,2018-01-17 09:15:00+05:30,10713.8,Reversed,-22.89999999999964,-27.18093999999964,374.1499780186888,4,-8568.034496627837,-10169.748103527165,-0.8568034496627838,-0.5084874051763582,2018,NIFTY,-2.7055914922339244,10700,CE,2018-01-18,NIFTY1811810700CE,nifty,,,,,,,,
33,1804,SHORT,2018-01-16 15:15:00+05:30,2018-01-17 09:15:00+05:30,10713.8,10687.85,2018-01-17 09:15:00+05:30,10687.85,Initial SL Hit,25.94999999999891,21.66966999999891,373.3502585450541,4,9688.439209243748,8090.376897085595,0.9688439209243744,0.4045188448542797,2018,NIFTY,-2.301072647379645,10700,CE,2018-01-18,NIFTY1811810700CE,nifty,,,,,,,,
34,18,LONG,2018-01-17 12:15:00+05:30,2018-01-17 13:15:00+05:30,26115.75,26035.8,2018-01-18 11:15:00+05:30,26757.3,Reversed,641.5499999999993,636.2626949999993,114.8732086959019,3,73696.90703885577,73089.53734815189,7.369690703885578,3.6544768674075945,2018,BANKNIFTY,0.0,26100,PE,2018-01-18,BANKNIFTY1811826100PE,bnf,87.3,0.35,86.95,9988.22549610867,86.07350000000001,9887.539128686713,0.9988225496108669,0.9887539128686712
35,19,SHORT,2018-01-18 10:15:00+05:30,2018-01-18 11:15:00+05:30,26757.3,26887.65,2018-01-19 14:15:00+05:30,26790.95,Reversed,-33.650000000001455,-39.00482500000145,112.1189357670617,3,-3772.8021885617895,-4373.179468780645,-0.3772802188561789,-0.2186589734390322,2018,BANKNIFTY,-0.218658973439032,26800,CE,2018-01-25,BANKNIFTY18JAN26800CE,bnf,144.4,127.5,16.900000000000006,1894.8100144633434,14.181000000000006,1589.9586281127026,0.1894810014463343,0.15899586281127026
36,1805,LONG,2018-01-18 10:15:00+05:30,2018-01-18 11:15:00+05:30,10861.15,10887.5,2018-01-18 11:15:00+05:30,10876.6,Gap Outside Initial SL,15.450000000000728,11.102450000000728,368.28512634481615,4,5690.005202027677,4088.867200987272,0.5690005202027677,0.2044433600493636,2018,NIFTY,-0.0142156133896684,10850,PE,2018-01-18,NIFTY1811810850PE,nifty,,,,,,,,
37,1806,SHORT,2018-01-18 12:15:00+05:30,2018-01-18 13:15:00+05:30,10883.35,10844.95,2018-01-18 13:15:00+05:30,10877.5,Gap Outside Initial SL,5.850000000000364,1.4978300000003637,367.5338935162427,4,2150.0732770701534,550.5032917255675,0.2150073277070153,0.0275251645862783,2018,NIFTY,0.0,10900,CE,2018-01-18,NIFTY1811810900CE,nifty,,,,,,,,
38,1807,LONG,2018-01-19 11:15:00+05:30,2018-01-19 12:15:00+05:30,10833.25,10857.7,2018-01-19 12:15:00+05:30,10838.8,Gap Outside Initial SL,5.549999999999272,1.2155899999992723,369.2336094893038,4,2049.246532665368,448.8366833588341,0.2049246532665367,0.0224418341679417,2018,NIFTY,0.0,10850,PE,2018-01-25,NIFTY18JAN10850PE,nifty,64.05,64.05,0.0,0.0,-1.281,-472.9882537557981,0.0,-0.047298825375579806
39,20,LONG,2018-01-19 13:15:00+05:30,2018-01-19 14:15:00+05:30,26790.95,26617.2,2018-01-25 11:15:00+05:30,27348.25,Reversed,557.2999999999993,551.8860799999993,111.97811201170543,3,62405.40182412336,61799.16128394096,6.240540182412337,3.089958064197048,2018,BANKNIFTY,0.0,26800,PE,2018-01-25,BANKNIFTY18JAN26800PE,bnf,216.5,3.0,213.5,23907.32691449911,211.305,23661.534958633416,2.390732691449911,2.3661534958633417
40,1808,SHORT,2018-01-19 13:15:00+05:30,2018-01-19 14:15:00+05:30,10843.15,10817.2,2018-01-19 14:15:00+05:30,10829.45,Gap Outside Initial SL,13.699999999998909,9.36547999999891,368.8964922554793,4,5053.881943899663,3454.892720288444,0.5053881943899663,0.1727446360144222,2018,NIFTY,0.0,10850,CE,2018-01-25,NIFTY18JAN10850CE,nifty,49.45,49.45,0.0,0.0,-0.9890000000000001,-364.83863084066905,0.0,-0.036483863084066905
41,1809,LONG,2018-01-22 10:15:00+05:30,2018-01-22 11:15:00+05:30,10907.35,10881.4,2018-01-31 11:15:00+05:30,11012.5,Reversed,105.14999999999964,100.76602999999965,366.72518989488736,4,38561.15371744728,36953.441486703785,3.856115371744728,1.847672074335189,2018,NIFTY,0.0,10900,PE,2018-02-01,NIFTY1820110900PE,nifty,,,,,,,,
42,21,SHORT,2018-01-25 10:15:00+05:30,2018-01-25 11:15:00+05:30,27348.25,27435.35,2018-01-25 13:15:00+05:30,27435.35,Initial SL Hit,-87.09999999999854,-92.57835999999854,109.69623284853692,3,-9554.541881107409,-10155.497335295517,-0.9554541881107408,-0.5077748667647758,2018,BANKNIFTY,-0.5077748667647759,27300,CE,2018-01-25,BANKNIFTY18JAN27300CE,bnf,99.15,37.2,61.95,6795.681624966863,60.5865,6646.110811477883,0.6795681624966862,0.6646110811477882
43,22,SHORT,2018-01-29 14:15:00+05:30,2018-01-29 15:15:00+05:30,27461.45,27619.35,2018-01-31 09:15:00+05:30,27297.65,Reversed,163.79999999999927,158.32408999999927,109.24404938559326,3,17894.175289360097,17295.964706889034,1.7894175289360097,0.8647982353444515,2018,BANKNIFTY,0.0,27500,CE,2018-02-01,BANKNIFTY1820127500CE,bnf,305.5,148.7,156.8,17129.466943661024,152.258,16633.28047135166,1.7129466943661023,1.663328047135166
44,23,LONG,2018-01-30 15:15:00+05:30,2018-01-31 09:15:00+05:30,27297.65,27242.05,2018-01-31 10:15:00+05:30,27242.05,Initial SL Hit,-55.60000000000218,-61.05397000000218,109.89957010951493,3,-6110.416098089269,-6709.805056479459,-0.611041609808927,-0.3354902528239729,2018,BANKNIFTY,-0.3354902528239725,27300,PE,2018-02-01,BANKNIFTY1820127300PE,bnf,239.3,201.35,37.95000000000002,4170.688685656093,33.543500000000016,3686.416229968516,0.4170688685656093,0.36864162299685155
45,1810,SHORT,2018-01-31 10:15:00+05:30,2018-01-31 11:15:00+05:30,11012.5,11058.5,2018-02-01 09:15:00+05:30,11058.5,Initial SL Hit,-46.0,-50.4142,363.22360953461975,4,-16708.28603859251,-18311.627695800227,-1.6708286038592508,-0.9155813847900114,2018,NIFTY,-1.2510716376139834,11000,CE,2018-02-01,NIFTY1820111000CE,nifty,,,,,,,,
46,24,SHORT,2018-01-31 15:15:00+05:30,2018-02-01 09:15:00+05:30,27350.0,27455.75,2018-02-01 09:15:00+05:30,27455.75,Initial SL Hit,-105.75,-111.230575,109.68921389396708,3,-11599.63436928702,-12200.794332723948,-1.159963436928702,-0.6100397166361974,2018,BANKNIFTY,-1.8611113542501805,27400,CE,2018-02-01,BANKNIFTY1820127400CE,bnf,263.9,263.9,0.0,0.0,-5.278,-578.9396709323582,0.0,-0.057893967093235826
47,1811,SHORT,2018-02-01 10:15:00+05:30,2018-02-01 11:15:00+05:30,11056.85,11100.7,2018-02-01 11:15:00+05:30,11100.7,Initial SL Hit,-43.85000000000037,-48.28151000000037,361.7666876189873,4,-15863.469252092726,-17466.641945943145,-1.5863469252092726,-0.8733320972971574,2018,NIFTY,-2.734443451547338,11050,CE,2018-02-01,NIFTY1820111050CE,nifty,,,,,,,,
48,25,LONG,2018-02-01 10:15:00+05:30,2018-02-01 11:15:00+05:30,27568.65,27317.9,2018-02-01 11:15:00+05:30,27317.9,Initial SL Hit,-250.75,-256.238655,108.81925665565778,3,-27286.42860640619,-27883.699963545547,-2.728642860640619,-1.3941849981772774,2018,BANKNIFTY,-4.128628449724616,27600,PE,2018-02-01,BANKNIFTY1820127600PE,bnf,240.75,240.75,0.0,0.0,-4.815,-523.9647207969923,0.0,-0.05239647207969923
49,26,SHORT,2018-02-01 14:15:00+05:30,2018-02-01 15:15:00+05:30,27184.25,27613.5,2018-02-02 12:15:00+05:30,26732.55,Reversed,451.7000000000007,446.3083200000007,110.35801980926456,3,49848.71754784488,49253.702419599664,4.984871754784488,2.462685120979984,2018,BANKNIFTY,-1.665943328744632,27200,CE,2018-02-08,BANKNIFTY1820827200CE,bnf,209.5,62.75,146.75,16195.039407009574,144.0275,15894.589698078851,1.6195039407009573,1.5894589698078851
50,27,LONG,2018-02-02 11:15:00+05:30,2018-02-02 12:15:00+05:30,26732.55,26631.85,2018-02-02 13:15:00+05:30,26631.85,Initial SL Hit,-100.70000000000071,-106.03644000000072,112.22273969374416,3,-11300.829887160116,-11899.6998041714,-1.1300829887160115,-0.59498499020857,2018,BANKNIFTY,-2.2609283189532023,26700,PE,2018-02-08,BANKNIFTY1820826700PE,bnf,259.6,213.95,45.650000000000034,5122.968067019425,40.91450000000003,4591.537283199699,0.5122968067019424,0.4591537283199699
51,1812,LONG,2018-02-02 11:15:00+05:30,2018-02-02 12:15:00+05:30,10877.6,10826.5,2018-02-02 13:15:00+05:30,10826.5,Initial SL Hit,-51.10000000000037,-55.440820000000365,367.728175332794,4,-18790.909759505907,-20387.151577554003,-1.8790909759505905,-1.0193575788777,2018,NIFTY,-3.280285897830902,10900,PE,2018-02-08,NIFTY1820810900PE,nifty,,,,,,,,
52,28,SHORT,2018-02-02 13:15:00+05:30,2018-02-02 14:15:00+05:30,26591.9,26793.6,2018-02-05 11:15:00+05:30,26127.95,Reversed,463.9500000000007,458.6780150000008,112.81630872558937,3,52341.12643323727,51746.3605458806,5.234112643323727,2.58731802729403,2018,BANKNIFTY,-0.6929678705368723,26600,CE,2018-02-08,BANKNIFTY1820826600CE,bnf,305.95,68.9,237.04999999999998,26743.105983400957,233.30149999999998,26320.214050143084,2.674310598340096,2.6320214050143083
53,1813,SHORT,2018-02-02 13:15:00+05:30,2018-02-02 14:15:00+05:30,10806.2,10884.35,2018-02-05 11:15:00+05:30,10675.3,Reversed,130.90000000000146,126.60370000000144,370.1578723325498,4,48453.66548833131,46863.35622142897,4.845366548833131,2.3431678110714484,2018,NIFTY,0.0,10800,CE,2018-02-08,NIFTY1820810800CE,nifty,,,,,,,,
54,29,LONG,2018-02-05 10:15:00+05:30,2018-02-05 11:15:00+05:30,26127.95,25917.55,2018-02-06 09:15:00+05:30,25177.15,Gap Outside Initial SL,-950.7999999999992,-955.9305099999992,114.8195706130791,3,-109170.44773891552,-109759.53069414162,-10.91704477389155,-5.48797653470708,2018,BANKNIFTY,-5.48797653470708,26100,PE,2018-02-08,BANKNIFTY1820826100PE,bnf,215.9,960.05,-744.15,-85442.98347172281,-755.9095,-86793.20421234731,-8.544298347172282,-8.679320421234731
55,1814,LONG,2018-02-05 10:15:00+05:30,2018-02-05 11:15:00+05:30,10675.3,10586.8,2018-02-06 09:15:00+05:30,10297.7,Gap Outside Initial SL,-377.59999999999854,-381.7945999999985,374.6967298342904,4,-141485.4851854275,-143057.18808839042,-14.14854851854275,-7.152859404419522,2018,NIFTY,-12.640835939126603,10700,PE,2018-02-08,NIFTY1820810700PE,nifty,,,,,,,,
56,1815,LONG,2018-02-06 10:15:00+05:30,2018-02-06 11:15:00+05:30,10372.8,10276.3,2018-02-07 11:15:00+05:30,10506.4,Reversed,133.60000000000036,129.42416000000037,385.6239395341663,4,51519.35832176476,49909.05445010041,5.151935832176476,2.4954527225050205,2018,NIFTY,-10.145383216621582,10350,PE,2018-02-08,NIFTY1820810350PE,nifty,,,,,,,,
57,30,LONG,2018-02-06 11:15:00+05:30,2018-02-06 12:15:00+05:30,25267.75,25023.85,2018-02-07 11:15:00+05:30,25740.55,Reversed,472.7999999999993,467.6991699999993,118.72841863640411,3,56134.79633129178,55529.182851658654,5.613479633129177,2.7764591425829326,2018,BANKNIFTY,-7.368924074038649,25300,PE,2018-02-08,BANKNIFTY1820825300PE,bnf,336.05,69.0,267.05,31706.42419685172,262.9995,31225.514737164965,3.170642419685172,3.1225514737164963
58,31,SHORT,2018-02-07 10:15:00+05:30,2018-02-07 11:15:00+05:30,25740.55,26078.4,2018-02-08 10:15:00+05:30,25879.1,Reversed,-138.54999999999927,-143.71196499999928,116.54762621622304,3,-16147.67361225762,-16749.288379618847,-1.614767361225762,-0.8374644189809424,2018,BANKNIFTY,-8.206388493019592,25700,CE,2018-02-08,BANKNIFTY1820825700CE,bnf,225.3,157.15,68.15,7942.720726635601,64.3255,7496.9843301716555,0.79427207266356,0.7496984330171655
