,index,Trade Type,Signal Generated At,Entry Time,Entry Price,Initial SL,Exit Time,Exit Price,Remarks,Points Captured,Points w CS,Qty,Leverage,PnL,PnL w CS,ROI%,ROI% w CS,Trade Year,Index,DD%
1268,2555,SHORT,2019-10-14 11:15:00+05:30,2019-10-14 12:15:00+05:30,11354.25,11382.5,2019-10-14 13:15:00+05:30,11382.5,Initial SL Hit,-28.25,-32.79735,352.2909923596891,4,-9952.220534161215,-11554.210978268047,-0.9952220534161218,-0.5777105489134025,2019,NIFTY,-15.472106565289494
1269,789,SHORT,2019-10-14 11:15:00+05:30,2019-10-14 12:15:00+05:30,28260.65,28404.5,2019-10-14 13:15:00+05:30,28404.5,Initial SL Hit,-143.84999999999854,-149.51651499999855,141.5395611919754,4,-20360.465877465456,-21162.5019240532,-2.036046587746545,-1.05812509620266,2019,BANKNIFTY,-16.530231661492166
1270,790,LONG,2019-10-14 13:15:00+05:30,2019-10-14 14:15:00+05:30,28538.25,28223.85,2019-10-14 14:15:00+05:30,28223.85,Initial SL Hit,-314.40000000000146,-320.0762100000015,140.16276400970628,4,-44067.17300465186,-44862.7662873514,-4.4067173004651865,-2.24313831436757,2019,BANKNIFTY,-18.773369975859737
1271,2556,LONG,2019-10-14 13:15:00+05:30,2019-10-14 14:15:00+05:30,11411.4,11346.65,2019-10-14 14:15:00+05:30,11346.65,Initial SL Hit,-64.75,-69.30161,350.52666631614,4,-22696.601643970065,-24292.06232364127,-2.2696601643970062,-1.2146031161820634,2019,NIFTY,-19.987973092041813
1272,791,LONG,2019-10-15 09:15:00+05:30,2019-10-15 10:15:00+05:30,28440.4,28050.95,2019-10-17 11:15:00+05:30,28546.6,Reversed,106.19999999999708,100.50129999999707,140.64499796064752,4,14936.498783420357,14135.005133542014,1.4936498783420358,0.7067502566771006,2019,BANKNIFTY,-19.2812228353647
1273,2557,LONG,2019-10-15 09:15:00+05:30,2019-10-15 10:15:00+05:30,11396.85,11312.95,2019-10-16 13:15:00+05:30,11425.8,Reversed,28.94999999999891,24.385469999998907,350.9741726880673,4,10160.702299319166,8558.6701588593,1.0160702299319166,0.42793350794296503,2019,NIFTY,-18.85328932742175
1274,2558,SHORT,2019-10-16 12:15:00+05:30,2019-10-16 13:15:00+05:30,11425.8,11467.2,2019-10-16 14:15:00+05:30,11467.2,Initial SL Hit,-41.400000000001455,-45.97860000000146,350.0848955871799,4,-14493.51467730976,-16096.41338024522,-1.449351467730976,-0.804820669012261,2019,NIFTY,-19.658109996434007
1275,2559,LONG,2019-10-16 14:15:00+05:30,2019-10-16 15:15:00+05:30,11472.65,11411.1,2019-10-18 09:15:00+05:30,11578.0,Reversed,105.35000000000036,100.73987000000037,348.65528016630856,4,36730.833765520736,35123.48759876763,3.6730833765520736,1.7561743799383815,2019,NIFTY,-17.90193561649562
1276,794,SHORT,2019-10-17 10:15:00+05:30,2019-10-17 11:15:00+05:30,28625.0,28497.5,2019-10-17 11:15:00+05:30,28497.5,Initial SL Hit,127.5,121.78775,139.73799126637556,4,17816.593886462884,17018.37554585153,1.7816593886462884,0.8509187772925765,2019,BANKNIFTY,-17.051016839203044
1277,793,SHORT,2019-10-17 10:15:00+05:30,2019-10-17 11:15:00+05:30,28546.6,28684.95,2019-10-17 11:15:00+05:30,28625.0,Reversed,-78.40000000000146,-84.11716000000146,140.1217658144928,4,-10985.546439856438,-11786.644994500426,-1.0985546439856435,-0.5893322497250213,2019,BANKNIFTY,-17.640349088928076
1278,792,LONG,2019-10-17 10:15:00+05:30,2019-10-17 11:15:00+05:30,28546.6,28684.95,2019-10-17 11:15:00+05:30,28684.95,Initial SL Hit,138.35000000000218,132.6268450000022,140.1217658144928,4,19385.846300435383,18583.90771580534,1.9385846300435383,0.929195385790267,2019,BANKNIFTY,-16.711153703137796
1279,795,LONG,2019-10-17 14:15:00+05:30,2019-10-17 15:15:00+05:30,28960.65,29049.05,2019-10-17 15:15:00+05:30,28992.7,Gap Outside Initial SL,32.04999999999927,26.25466499999927,138.11844692712353,4,4426.696224014208,3626.253554391807,0.4426696224014208,0.18131267771959034,2019,BANKNIFTY,-16.529841025418193
1280,2561,SHORT,2019-10-17 15:15:00+05:30,2019-10-18 09:15:00+05:30,11578.0,11599.1,2019-10-18 09:15:00+05:30,11599.1,Initial SL Hit,-21.100000000000364,-25.735420000000364,345.48281223009155,4,-7289.687338055058,-8891.14527552267,-0.7289687338055058,-0.44455726377613347,2019,NIFTY,-16.97439828919434
1281,2560,LONG,2019-10-17 15:15:00+05:30,2019-10-18 09:15:00+05:30,11578.0,11599.1,2019-10-18 09:15:00+05:30,11599.1,Initial SL Hit,21.100000000000364,16.464580000000364,345.48281223009155,4,7289.687338055058,5688.229400587446,0.7289687338055058,0.28441147002937234,2019,NIFTY,-16.68998681916497
1282,796,SHORT,2019-10-18 10:15:00+05:30,2019-10-18 11:15:00+05:30,29085.1,28864.1,2019-10-18 11:15:00+05:30,28983.4,Gap Outside Initial SL,101.69999999999708,95.89314999999708,137.527462515171,4,13986.542937792492,13187.94159208627,1.3986542937792492,0.6593970796043135,2019,BANKNIFTY,-16.030589739560668
1283,2562,LONG,2019-10-18 10:15:00+05:30,2019-10-18 11:15:00+05:30,11645.9,11553.15,2019-10-22 09:15:00+05:30,11655.05,Reversed,9.149999999999636,4.489809999999636,343.4685168170773,4,3142.736928876132,1542.1083814903568,0.3142736928876132,0.0771054190745178,2019,NIFTY,-15.953484320486155
1284,2564,SHORT,2019-10-18 15:15:00+05:30,2019-10-22 09:15:00+05:30,11655.05,11684.7,2019-10-22 09:15:00+05:30,11684.7,Initial SL Hit,-29.65000000000145,-34.31795000000145,343.1988708757148,4,-10175.846521465444,-11777.881690769736,-1.0175846521465444,-0.5888940845384868,2019,NIFTY,-16.542378405024635
1285,2563,LONG,2019-10-18 15:15:00+05:30,2019-10-22 09:15:00+05:30,11655.05,11684.7,2019-10-22 09:15:00+05:30,11684.7,Initial SL Hit,29.65000000000145,24.98205000000145,343.1988708757148,4,10175.846521465444,8573.81135216115,1.0175846521465444,0.4286905676080575,2019,NIFTY,-16.11368783741659
1286,2565,LONG,2019-10-22 11:15:00+05:30,2019-10-22 12:15:00+05:30,11684.0,11631.5,2019-10-22 13:15:00+05:30,11631.5,Initial SL Hit,-52.5,-57.1631,342.3485107839781,4,-17973.29681615885,-19569.702156795614,-1.797329681615885,-0.9784851078397808,2019,NIFTY,-17.09217294525638
1287,2566,SHORT,2019-10-22 13:15:00+05:30,2019-10-22 14:15:00+05:30,11592.3,11695.25,2019-10-23 09:15:00+05:30,11596.65,Reversed,-4.350000000000364,-8.987790000000363,345.0566324197959,4,-1500.9963510262378,-3101.2965502964425,-0.1500996351026237,-0.1550648275148221,2019,NIFTY,-17.2472377727712
1288,797,LONG,2019-10-22 13:15:00+05:30,2019-10-22 14:15:00+05:30,29368.0,29690.0,2019-10-22 14:15:00+05:30,29446.05,Gap Outside Initial SL,78.04999999999927,72.16859499999927,136.20266957232363,4,10630.61836011976,9829.555298283747,1.063061836011976,0.4914777649141874,2019,BANKNIFTY,-16.75576000785702
1289,2567,SHORT,2019-10-22 15:15:00+05:30,2019-10-23 09:15:00+05:30,11596.65,11573.65,2019-10-23 09:15:00+05:30,11573.65,Initial SL Hit,23.0,18.36594,344.9271988031026,4,7933.32557247136,6334.912237585855,0.793332557247136,0.31674561187929273,2019,NIFTY,-16.439014395977722
1290,2568,LONG,2019-10-23 10:15:00+05:30,2019-10-23 11:15:00+05:30,11647.35,11554.4,2019-10-23 13:15:00+05:30,11610.25,Reversed,-37.10000000000037,-41.75152000000036,343.4257577903987,4,-12741.095614023916,-14338.54739490111,-1.2741095614023916,-0.7169273697450556,2019,NIFTY,-17.155941765722787
1291,798,SHORT,2019-10-23 10:15:00+05:30,2019-10-23 11:15:00+05:30,29578.95,29214.05,2019-10-23 11:15:00+05:30,29535.55,Gap Outside Initial SL,43.400000000001455,37.48855000000145,135.23130469472378,4,5869.038623751208,5069.625527613584,0.5869038623751208,0.2534812763806792,2019,BANKNIFTY,-16.902460489342104
1292,2569,SHORT,2019-10-23 12:15:00+05:30,2019-10-23 13:15:00+05:30,11610.25,11651.6,2019-10-24 09:15:00+05:30,11654.0,Gap Outside Initial SL,-43.75,-48.40285,344.5231584160548,4,-15072.888180702395,-16675.90275833854,-1.5072888180702395,-0.833795137916927,2019,NIFTY,-17.736255627259027
1293,799,LONG,2019-10-24 11:15:00+05:30,2019-10-24 12:15:00+05:30,29507.25,29271.95,2019-10-24 13:15:00+05:30,29271.95,Initial SL Hit,-235.29999999999927,-241.1779199999993,135.5599047691669,4,-31897.245592184878,-32694.05586762565,-3.189724559218487,-1.6347027933812825,2019,BANKNIFTY,-19.370958420640306
1294,2570,LONG,2019-10-24 11:15:00+05:30,2019-10-24 12:15:00+05:30,11606.4,11564.7,2019-10-24 13:15:00+05:30,11564.7,Initial SL Hit,-41.69999999999891,-46.33421999999891,344.637441411635,4,-14371.381306864803,-15968.50703060343,-1.4371381306864803,-0.7984253515301715,2019,NIFTY,-20.169383772170477
1295,2571,SHORT,2019-10-24 15:15:00+05:30,2019-10-25 09:15:00+05:30,11574.7,11608.3,2019-10-25 09:15:00+05:30,11646.9,Gap Outside Initial SL,-72.19999999999891,-76.8443199999989,345.5813109627031,4,-24950.97065150679,-26555.960845637088,-2.4950970651506785,-1.3277980422818545,2019,NIFTY,-21.49718181445232
1296,800,SHORT,2019-10-25 12:15:00+05:30,2019-10-25 13:15:00+05:30,28931.05,29232.2,2019-10-25 13:15:00+05:30,29232.2,Initial SL Hit,-301.15000000000146,-306.96632500000146,138.25975897867517,4,-41636.92641642823,-42441.09010906987,-4.163692641642823,-2.1220545054534936,2019,BANKNIFTY,-23.61923631990581
1297,801,SHORT,2019-10-27 19:00:00+05:30,2019-10-29 09:15:00+05:30,29446.8,29644.45,2019-10-29 10:15:00+05:30,29644.45,Initial SL Hit,-197.65000000000143,-203.55912500000144,135.8381895486097,4,-26848.418164282903,-27651.103006099333,-2.684841816428291,-1.3825551503049667,2019,BANKNIFTY,-25.001791470210776
1298,2572,LONG,2019-10-29 09:15:00+05:30,2019-10-29 10:15:00+05:30,11702.15,11604.6,2019-10-30 11:15:00+05:30,11821.85,Reversed,119.70000000000071,114.99520000000072,341.81752925744416,4,40915.55825211632,39307.37514046589,4.091555825211632,1.9653687570232945,2019,NIFTY,-23.036422713187477
1299,802,LONG,2019-10-29 10:15:00+05:30,2019-10-29 11:15:00+05:30,29809.4,29385.45,2019-11-01 14:15:00+05:30,30228.4,Reversed,419.0,412.99622,134.18586083584373,4,56223.87569021852,55418.2533026495,5.622387569021852,2.770912665132475,2019,BANKNIFTY,-20.265510048055006
1300,2573,SHORT,2019-10-30 10:15:00+05:30,2019-10-30 11:15:00+05:30,11821.85,11883.95,2019-10-30 13:15:00+05:30,11863.2,Reversed,-41.35000000000037,-46.08701000000036,338.356517803897,4,-13991.042011191264,-15593.840219593503,-1.3991042011191266,-0.7796920109796751,2019,NIFTY,-21.045202059034693
1301,2574,LONG,2019-10-30 12:15:00+05:30,2019-10-30 13:15:00+05:30,11863.2,11820.1,2019-10-30 14:15:00+05:30,11820.1,Initial SL Hit,-43.10000000000037,-47.83666000000037,337.1771528761211,4,-14532.335288960943,-16129.428821903151,-1.4532335288960945,-0.8064714410951576,2019,NIFTY,-21.851673500129863
1302,2575,LONG,2019-10-31 12:15:00+05:30,2019-10-31 13:15:00+05:30,11924.4,11890.2,2019-10-31 14:15:00+05:30,11890.2,Initial SL Hit,-34.19999999999891,-38.96291999999891,335.4466472107611,4,-11472.275334607664,-13069.980879540744,-1.1472275334607664,-0.653499043977037,2019,NIFTY,-22.505172544106898
1303,2576,LONG,2019-10-31 15:15:00+05:30,2019-11-01 09:15:00+05:30,11890.1,11855.1,2019-11-01 10:15:00+05:30,11855.1,Initial SL Hit,-35.0,-39.74904,336.41432788622467,4,-11774.501476017864,-13372.14657572266,-1.1774501476017862,-0.668607328786133,2019,NIFTY,-23.17377987289302
1304,2577,LONG,2019-11-01 11:15:00+05:30,2019-11-01 12:15:00+05:30,11889.7,11843.35,2019-11-04 13:15:00+05:30,11905.9,Reversed,16.19999999999891,11.44087999999891,336.42564572697376,4,5450.095460776608,3849.0054416844528,0.5450095460776607,0.1924502720842226,2019,NIFTY,-22.981329600808806
1305,803,LONG,2019-11-01 13:15:00+05:30,2019-11-01 14:15:00+05:30,30228.4,30351.4,2019-11-01 14:15:00+05:30,30351.4,Initial SL Hit,123.0,116.94202,132.3258922073282,4,16276.084741501369,15474.457133027216,1.6276084741501369,0.7737228566513608,2019,BANKNIFTY,-22.20760674415746
1306,804,SHORT,2019-11-01 13:15:00+05:30,2019-11-01 14:15:00+05:30,30228.4,30351.4,2019-11-01 14:15:00+05:30,30351.4,Initial SL Hit,-123.0,-129.05798,132.3258922073282,4,-16276.084741501369,-17077.712349975518,-1.6276084741501369,-0.8538856174987759,2019,BANKNIFTY,-23.061492361656235
1307,2578,SHORT,2019-11-04 12:15:00+05:30,2019-11-04 13:15:00+05:30,11905.9,11989.15,2019-11-05 15:15:00+05:30,11923.95,Reversed,-18.05000000000109,-22.81597000000109,335.96788147053144,4,-6064.22026054346,-7665.433104595568,-0.606422026054346,-0.38327165522977835,2019,NIFTY,-23.444764016886012
1308,805,SHORT,2019-11-04 15:15:00+05:30,2019-11-05 09:15:00+05:30,30304.25,30430.5,2019-11-05 09:15:00+05:30,30430.5,Initial SL Hit,-126.25,-132.323475,131.99468721383963,4,-16664.329260747258,-17465.995693673332,-1.6664329260747257,-0.8732997846836666,2019,BANKNIFTY,-24.31806380156968
1309,806,SHORT,2019-11-05 11:15:00+05:30,2019-11-05 12:15:00+05:30,30237.9,30452.7,2019-11-06 11:15:00+05:30,30100.65,Reversed,137.25,131.216145,132.28431868615215,4,18156.022739674383,17357.83834194835,1.8156022739674385,0.8678919170974175,2019,BANKNIFTY,-23.45017188447227
1310,2579,LONG,2019-11-05 14:15:00+05:30,2019-11-05 15:15:00+05:30,11923.95,11861.9,2019-11-06 09:15:00+05:30,11861.9,Initial SL Hit,-62.05000000000109,-66.8071700000011,335.4593066894779,4,-20815.24998008247,-22411.08693008645,-2.081524998008247,-1.1205543465043224,2019,NIFTY,-24.57072623097659
1311,2580,SHORT,2019-11-06 09:15:00+05:30,2019-11-06 10:15:00+05:30,11854.95,11925.9,2019-11-06 11:15:00+05:30,11925.9,Initial SL Hit,-70.94999999999891,-75.7061699999989,337.4117984470621,4,-23939.36709981869,-25544.154973238656,-2.393936709981869,-1.2772077486619329,2019,NIFTY,-25.847933979638526
1312,807,LONG,2019-11-06 10:15:00+05:30,2019-11-06 11:15:00+05:30,30100.65,30013.65,2019-11-07 09:15:00+05:30,30574.2,Reversed,473.5499999999993,467.4825149999993,132.88749578497473,4,62928.87362897469,62122.5807416118,6.292887362897469,3.10612903708059,2019,BANKNIFTY,-22.741804942557934
1313,808,SHORT,2019-11-06 15:15:00+05:30,2019-11-07 09:15:00+05:30,30574.2,30699.0,2019-11-07 09:15:00+05:30,30730.25,Gap Outside Initial SL,-156.04999999999927,-162.18044499999928,130.82926127257622,4,-20415.906221585425,-21217.94781220758,-2.0415906221585427,-1.0608973906103791,2019,BANKNIFTY,-23.802702333168327
1314,809,LONG,2019-11-07 11:15:00+05:30,2019-11-07 12:15:00+05:30,30683.95,30538.45,2019-11-07 12:15:00+05:30,30538.45,Initial SL Hit,-145.5,-151.62224,130.36131267323796,4,-18967.570993956124,-19765.67423685673,-1.8967570993956124,-0.9882837118428365,2019,BANKNIFTY,-24.790986045011152
1315,2581,LONG,2019-11-07 11:15:00+05:30,2019-11-07 12:15:00+05:30,11986.15,11960.75,2019-11-07 12:15:00+05:30,11960.75,Initial SL Hit,-25.39999999999964,-30.18937999999964,333.7185001022013,4,-8476.449902595792,-10074.754612615272,-0.8476449902595792,-0.5037377306307635,2019,NIFTY,-25.294723775641927
1316,2582,LONG,2019-11-07 13:15:00+05:30,2019-11-07 14:15:00+05:30,12014.9,11946.85,2019-11-08 10:15:00+05:30,11966.5,Reversed,-48.39999999999964,-53.19627999999964,332.9199577191654,4,-16113.325953607484,-17710.10328841676,-1.6113325953607485,-0.8855051644208382,2019,NIFTY,-26.18022894006276
1317,810,LONG,2019-11-07 15:15:00+05:30,2019-11-08 09:15:00+05:30,30664.0,30564.0,2019-11-08 09:15:00+05:30,30564.0,Initial SL Hit,-100.0,-106.1228,130.44612575006522,4,-13044.612575006522,-13843.30811374902,-1.3044612575006522,-0.692165405687451,2019,BANKNIFTY,-26.872394345750223
1318,2583,SHORT,2019-11-08 09:15:00+05:30,2019-11-08 10:15:00+05:30,11966.5,12019.9,2019-11-08 12:15:00+05:30,11994.0,Reversed,-27.5,-32.2921,334.2664939623115,4,-9192.328583963565,-10794.167049680358,-0.9192328583963564,-0.539708352484018,2019,NIFTY,-27.412102698234236
1319,811,LONG,2019-11-08 10:15:00+05:30,2019-11-08 11:15:00+05:30,30800.85,30504.05,2019-11-08 15:15:00+05:30,30743.95,Reversed,-56.89999999999782,-63.05447999999782,129.866545890779,4,-7389.406461185042,-8188.667520538924,-0.7389406461185042,-0.4094333760269462,2019,BANKNIFTY,-27.82153607426119
1320,2584,LONG,2019-11-08 11:15:00+05:30,2019-11-08 12:15:00+05:30,11994.0,11948.5,2019-11-08 14:15:00+05:30,11948.5,Initial SL Hit,-45.5,-50.2885,333.50008337502084,4,-15174.253793563448,-16771.218942804735,-1.517425379356345,-0.8385609471402368,2019,NIFTY,-28.660097021401413
1321,812,SHORT,2019-11-08 14:15:00+05:30,2019-11-08 15:15:00+05:30,30743.95,31108.4,2019-11-11 11:15:00+05:30,30907.15,Reversed,-163.20000000000073,-169.36511000000073,130.1068990809574,4,-21233.44593001234,-22035.569274605343,-2.1233445930012342,-1.1017784637302672,2019,BANKNIFTY,-29.761875485131668
1322,2585,SHORT,2019-11-08 14:15:00+05:30,2019-11-08 15:15:00+05:30,11907.05,12034.15,2019-11-11 13:15:00+05:30,11886.0,Reversed,21.049999999999272,16.29138999999927,335.9354332097371,4,7071.4408690647215,5472.855157238534,0.7071440869064721,0.2736427578619267,2019,NIFTY,-29.488232727269747
1323,813,LONG,2019-11-11 10:15:00+05:30,2019-11-11 11:15:00+05:30,30907.15,30625.8,2019-11-13 10:15:00+05:30,30991.95,Reversed,84.79999999999927,78.61008999999927,129.41989151377592,4,10974.806800368104,10173.709319688069,1.0974806800368104,0.5086854659844035,2019,BANKNIFTY,-28.979547261285347
1324,2586,LONG,2019-11-11 12:15:00+05:30,2019-11-11 13:15:00+05:30,11886.0,11853.95,2019-11-13 11:15:00+05:30,11898.0,Reversed,12.0,7.2432,336.53037186606093,4,4038.364462392731,2437.5567895002523,0.4038364462392731,0.1218778394750126,2019,NIFTY,-28.85766942181033
1325,814,SHORT,2019-11-13 09:15:00+05:30,2019-11-13 10:15:00+05:30,30991.95,31205.2,2019-11-14 14:15:00+05:30,30683.55,Reversed,308.40000000000146,302.23245000000145,129.06577353151383,4,39803.884557119054,39007.864945574765,3.9803884557119056,1.9503932472787384,2019,BANKNIFTY,-26.907276174531603
1326,2587,SHORT,2019-11-13 10:15:00+05:30,2019-11-13 11:15:00+05:30,11898.0,11946.8,2019-11-14 14:15:00+05:30,11865.3,Reversed,32.70000000000073,27.94734000000073,336.1909564632712,4,10993.444276349212,9395.642965204484,1.0993444276349211,0.4697821482602242,2019,NIFTY,-26.437494026271366
1327,815,LONG,2019-11-14 13:15:00+05:30,2019-11-14 14:15:00+05:30,30683.55,30449.05,2019-11-18 09:15:00+05:30,30969.4,Reversed,285.8500000000022,279.68470500000217,130.36301210257614,4,37264.26700952168,36460.54058282072,3.726426700952168,1.823027029141036,2019,BANKNIFTY,-24.614466997130336
1328,2588,LONG,2019-11-14 13:15:00+05:30,2019-11-14 14:15:00+05:30,11865.3,11811.2,2019-11-15 15:15:00+05:30,11890.2,Reversed,24.90000000000145,20.14890000000145,337.11747701280206,4,8394.225177619262,6792.546332583737,0.8394225177619263,0.3396273166291869,2019,NIFTY,-24.274839680501145
1329,2589,SHORT,2019-11-15 14:15:00+05:30,2019-11-15 15:15:00+05:30,11890.2,11964.4,2019-11-18 14:15:00+05:30,11898.05,Reversed,-7.849999999998545,-12.607649999998545,336.41149854502027,4,-2640.83026357792,-4241.358429630635,-0.2640830263577919,-0.21206792148153175,2019,NIFTY,-24.486907601982665
1330,817,SHORT,2019-11-15 15:15:00+05:30,2019-11-18 09:15:00+05:30,30969.4,31165.45,2019-11-18 09:15:00+05:30,31165.45,Initial SL Hit,-196.04999999999927,-202.2634849999993,129.1597512383191,4,-25321.769230272366,-26124.30140719539,-2.5321769230272366,-1.3062150703597695,2019,BANKNIFTY,-25.793122672342434
1331,816,LONG,2019-11-15 15:15:00+05:30,2019-11-18 09:15:00+05:30,30969.4,31165.45,2019-11-18 09:15:00+05:30,31165.45,Initial SL Hit,196.04999999999927,189.83651499999928,129.1597512383191,4,25321.769230272366,24519.23705334934,2.5321769230272366,1.225961852667467,2019,BANKNIFTY,-24.567160819674967
1332,818,SHORT,2019-11-18 10:15:00+05:30,2019-11-18 11:15:00+05:30,30965.75,31203.55,2019-11-19 11:15:00+05:30,31194.3,Reversed,-228.54999999999927,-234.76600499999927,129.17497557785617,4,-29522.940668318934,-30325.89296238577,-2.952294066831893,-1.5162946481192883,2019,BANKNIFTY,-26.083455467794266
1333,2590,LONG,2019-11-18 13:15:00+05:30,2019-11-18 14:15:00+05:30,11898.05,11867.6,2019-11-20 14:15:00+05:30,11988.2,Reversed,90.15000000000146,85.37275000000146,336.1895436647182,4,30307.487361374835,28701.42586390256,3.0307487361374834,1.435071293195128,2019,NIFTY,-24.64838417459913
1334,819,LONG,2019-11-19 10:15:00+05:30,2019-11-19 11:15:00+05:30,31194.3,30974.3,2019-11-20 14:15:00+05:30,31298.75,Reversed,104.45000000000071,98.20069500000072,128.22855457567567,4,13393.472525429415,12592.133178176871,1.3393472525429415,0.6296066589088436,2019,BANKNIFTY,-24.01877751569029
1335,820,SHORT,2019-11-20 13:15:00+05:30,2019-11-20 14:15:00+05:30,31298.75,31471.65,2019-11-21 12:15:00+05:30,31425.9,Reversed,-127.15000000000146,-133.42246500000147,127.80063101561564,4,-16249.850233635714,-17051.475218659078,-1.6249850233635714,-0.8525737609329539,2019,BANKNIFTY,-24.871351276623244
1336,2591,SHORT,2019-11-20 13:15:00+05:30,2019-11-20 14:15:00+05:30,11988.2,12038.6,2019-11-21 12:15:00+05:30,11999.25,Reversed,-11.049999999999272,-15.847489999999272,333.6614337431808,4,-3686.958842861905,-5287.696234630477,-0.3686958842861905,-0.26438481173152384,2019,NIFTY,-25.135736088354776
1337,821,LONG,2019-11-21 11:15:00+05:30,2019-11-21 12:15:00+05:30,31425.9,31243.0,2019-11-22 09:15:00+05:30,31318.15,Reversed,-107.75,-114.024405,127.28354637416908,4,-13714.802121816718,-14513.430641604537,-1.3714802121816718,-0.7256715320802268,2019,BANKNIFTY,-25.86140762043499
1338,2592,LONG,2019-11-21 11:15:00+05:30,2019-11-21 12:15:00+05:30,11999.25,11965.05,2019-11-21 14:15:00+05:30,11965.05,Initial SL Hit,-34.20000000000073,-38.992860000000725,333.3541679688314,4,-11400.712544534275,-12998.43240202537,-1.1400712544534275,-0.6499216201012685,2019,NIFTY,-26.51132924053627
1339,822,SHORT,2019-11-21 15:15:00+05:30,2019-11-22 09:15:00+05:30,31318.15,31463.15,2019-11-22 14:15:00+05:30,31170.5,Reversed,147.65000000000146,141.40113500000146,127.7214650290646,4,18858.07431154157,18059.96011897273,1.8858074311541573,0.9029980059486364,2019,BANKNIFTY,-25.608331234587638
1340,2593,LONG,2019-11-22 13:15:00+05:30,2019-11-22 14:15:00+05:30,11921.45,11883.5,2019-11-26 14:15:00+05:30,12066.65,Reversed,145.1999999999989,140.4023799999989,335.52965453027946,4,48718.90583779621,47109.16205662865,4.871890583779621,2.3554581028314328,2019,NIFTY,-23.252873131756218
1341,823,LONG,2019-11-22 13:15:00+05:30,2019-11-22 14:15:00+05:30,31170.5,31055.2,2019-11-25 09:15:00+05:30,31085.8,Reversed,-84.70000000000073,-90.92563000000072,128.32646252065254,4,-10869.251375499363,-11668.164450361814,-1.0869251375499362,-0.5834082225180905,2019,BANKNIFTY,-23.83628135427432
1342,826,SHORT,2019-11-22 15:15:00+05:30,2019-11-25 09:15:00+05:30,31146.5,31076.95,2019-11-25 09:15:00+05:30,31076.95,Initial SL Hit,69.54999999999927,63.32765499999928,128.42534474178478,4,8931.982726791039,8132.875925063718,0.8931982726791039,0.4066437962531859,2019,BANKNIFTY,-23.429637558021142
1343,825,SHORT,2019-11-22 15:15:00+05:30,2019-11-25 09:15:00+05:30,31085.8,31173.6,2019-11-25 09:15:00+05:30,31146.5,Reversed,-60.70000000000073,-66.92323000000073,128.676115782769,4,-7810.640228014171,-8611.421292036974,-0.7810640228014172,-0.4305710646018487,2019,BANKNIFTY,-23.86020862262299
1344,824,LONG,2019-11-22 15:15:00+05:30,2019-11-25 09:15:00+05:30,31085.8,31173.6,2019-11-25 09:15:00+05:30,31173.6,Initial SL Hit,87.79999999999927,81.57405999999928,128.676115782769,4,11297.762965727024,10496.633189430451,1.1297762965727025,0.5248316594715225,2019,BANKNIFTY,-23.335376963151475
1345,827,LONG,2019-11-25 10:15:00+05:30,2019-11-25 11:15:00+05:30,31325.85,31049.75,2019-11-26 14:15:00+05:30,31626.85,Reversed,301.0,294.70473,127.69007066049286,4,38434.71126880835,37630.86779768147,3.8434711268808353,1.8815433898840734,2019,BANKNIFTY,-21.45383357326739
1346,828,SHORT,2019-11-26 13:15:00+05:30,2019-11-26 14:15:00+05:30,31626.85,31778.25,2019-11-26 15:15:00+05:30,31778.25,Initial SL Hit,-151.40000000000146,-157.74051000000145,126.47481491201306,4,-19148.286977678963,-19950.20180637673,-1.9148286977678963,-0.9975100903188364,2019,BANKNIFTY,-22.451343663586215
1347,2594,SHORT,2019-11-26 13:15:00+05:30,2019-11-26 14:15:00+05:30,12066.65,12107.05,2019-11-27 09:15:00+05:30,12107.05,Initial SL Hit,-40.39999999999964,-45.23473999999963,331.4921705692964,4,-13392.283690999451,-14994.962147737651,-1.3392283690999454,-0.7497481073868826,2019,NIFTY,-23.201091770973107
1348,829,LONG,2019-11-26 15:15:00+05:30,2019-11-27 09:15:00+05:30,31850.35,31465.85,2019-11-27 11:15:00+05:30,31779.0,Reversed,-71.34999999999854,-77.71293499999854,125.58731693686256,4,-8960.65506344496,-9759.758997938616,-0.8960655063444959,-0.4879879498969308,2019,BANKNIFTY,-23.68907972087004
1349,2595,SHORT,2019-11-27 10:15:00+05:30,2019-11-27 11:15:00+05:30,12073.45,12108.5,2019-11-27 14:15:00+05:30,12081.4,Reversed,-7.949999999998909,-12.78096999999891,331.3054677826139,4,-2633.878468871419,-4234.405244565193,-0.2633878468871419,-0.21172026222825965,2019,NIFTY,-23.900799983098295
1350,830,SHORT,2019-11-27 10:15:00+05:30,2019-11-27 11:15:00+05:30,31779.0,31893.5,2019-11-27 14:15:00+05:30,31844.1,Reversed,-65.09999999999854,-71.46230999999854,125.86928474778942,4,-8194.090437080908,-8994.909846124616,-0.8194090437080908,-0.4497454923062308,2019,BANKNIFTY,-24.350545475404516
1351,2596,LONG,2019-11-27 13:15:00+05:30,2019-11-27 14:15:00+05:30,12081.4,12055.15,2019-11-28 13:15:00+05:30,12119.55,Reversed,38.14999999999964,33.30980999999964,331.087456751701,4,12630.986475077272,11028.460277782257,1.263098647507727,0.5514230138891127,2019,NIFTY,-23.799122461515395
