,Trade Type,Signal Generated At,Entry Time,Entry Price,Initial SL,Exit Time,Exit Price,Remarks,Points Captured,Points w CS,Qty,Leverage,PnL,PnL w CS,ROI%,ROI% w CS,Trade Year
0,LONG,2017-01-02 12:15:00+05:30,2017-01-02 13:15:00+05:30,17951.15,17844.9,2017-01-03 09:15:00+05:30,17957.6,Reversed,6.44999999999709,2.8591249999970896,222.8269498054442,4,1437.2338262444666,637.0901028618422,0.14372338262444667,0.06370901028618421,2017
1,LONG,2017-01-02 15:15:00+05:30,2017-01-03 09:15:00+05:30,17957.6,18052.85,2017-01-03 09:15:00+05:30,18052.85,Initial SL Hit,95.25,91.648955,222.74691495522788,4,21216.643649485457,20414.521985120507,2.1216643649485456,2.041452198512051,2017
2,SHORT,2017-01-02 15:15:00+05:30,2017-01-03 09:15:00+05:30,17957.6,18052.85,2017-01-03 09:15:00+05:30,18052.85,Initial SL Hit,-95.25,-98.851045,222.74691495522788,4,-21216.643649485457,-22018.765313850403,-2.1216643649485456,-2.2018765313850404,2017
3,SHORT,2017-01-03 15:15:00+05:30,2017-01-04 09:15:00+05:30,18024.15,18093.55,2017-01-04 13:15:00+05:30,17985.75,Reversed,38.400000000001455,34.79901000000145,221.92447355353787,4,8521.899784456176,7722.751974434622,0.8521899784456176,0.7722751974434622,2017
4,SHORT,2017-01-04 12:15:00+05:30,2017-01-04 13:15:00+05:30,17985.75,17936.05,2017-01-04 13:15:00+05:30,17936.05,Initial SL Hit,49.70000000000073,46.10782000000073,222.398287533186,4,11053.194890399505,10254.300209888546,1.1053194890399505,1.0254300209888545,2017
5,LONG,2017-01-04 14:15:00+05:30,2017-01-04 15:15:00+05:30,17879.05,17999.0,2017-01-04 15:15:00+05:30,17890.45,Gap Outside Initial SL,11.400000000001455,7.823050000001455,223.72553351548322,4,2550.471082076834,1750.2160349686264,0.25504710820768345,0.17502160349686263,2017
6,SHORT,2017-01-09 14:15:00+05:30,2017-01-09 15:15:00+05:30,18277.65,18348.55,2017-01-10 09:15:00+05:30,18348.55,Initial SL Hit,-70.89999999999782,-74.56261999999782,218.8465147324738,4,-15516.217894531914,-16317.769516321368,-1.5516217894531914,-1.631776951632137,2017
7,LONG,2017-01-10 13:15:00+05:30,2017-01-10 14:15:00+05:30,18395.55,18319.65,2017-01-17 11:15:00+05:30,19064.4,Reversed,668.8500000000022,665.1040050000022,217.44389268056676,4,145437.34761939757,144622.80388463562,14.543734761939756,14.462280388463562,2017
8,SHORT,2017-01-17 10:15:00+05:30,2017-01-17 11:15:00+05:30,19064.4,19202.25,2017-01-17 14:15:00+05:30,19084.85,Reversed,-20.44999999999709,-24.26492499999709,209.81515285033885,4,-4290.719875788819,-5091.148947776397,-0.42907198757888193,-0.5091148947776397,2017
9,LONG,2017-01-17 13:15:00+05:30,2017-01-17 14:15:00+05:30,19084.85,18981.85,2017-01-18 12:15:00+05:30,19182.45,Reversed,97.60000000000218,93.77327000000219,209.5903295021968,4,20456.016159414863,19653.970557798923,2.0456016159414863,1.9653970557798923,2017
10,SHORT,2017-01-18 11:15:00+05:30,2017-01-18 12:15:00+05:30,19182.45,19276.5,2017-01-19 11:15:00+05:30,19108.4,Reversed,74.04999999999927,70.22091499999927,208.52393724472108,4,15441.197552971444,14642.741672726741,1.5441197552971444,1.4642741672726742,2017
11,LONG,2017-01-19 10:15:00+05:30,2017-01-19 11:15:00+05:30,19108.4,19046.1,2017-01-19 14:15:00+05:30,19099.5,Reversed,-8.900000000001455,-12.720790000001456,209.3320215193318,4,-1863.0549915223576,-2662.8686860232056,-0.18630549915223574,-0.26628686860232054,2017
12,SHORT,2017-01-19 13:15:00+05:30,2017-01-19 14:15:00+05:30,19099.5,19185.3,2017-01-20 11:15:00+05:30,19010.5,Reversed,89.0,85.189,209.42956621901098,4,18639.231393491977,17841.095316631327,1.8639231393491977,1.7841095316631326,2017
13,LONG,2017-01-20 10:15:00+05:30,2017-01-20 11:15:00+05:30,19010.5,18915.45,2017-01-20 13:15:00+05:30,18917.8,Reversed,-92.70000000000073,-96.49283000000072,210.41003655874385,4,-19505.01038899571,-20303.059887956806,-1.950501038899571,-2.0303059887956807,2017
14,SHORT,2017-01-20 12:15:00+05:30,2017-01-20 13:15:00+05:30,18917.8,19028.95,2017-01-23 15:15:00+05:30,18836.15,Reversed,81.64999999999782,77.87460499999781,211.44107665796236,4,17264.163909122166,16465.890325513075,1.7264163909122165,1.6465890325513075,2017
15,LONG,2017-01-23 14:15:00+05:30,2017-01-23 15:15:00+05:30,18836.15,18738.1,2017-01-27 15:15:00+05:30,19691.55,Reversed,855.3999999999978,851.5472299999979,212.35762085139478,4,181650.70887628265,180832.54380539502,18.165070887628264,18.083254380539504,2017
16,SHORT,2017-01-27 14:15:00+05:30,2017-01-27 15:15:00+05:30,19691.55,19794.95,2017-01-30 11:15:00+05:30,19689.8,Reversed,1.75,-2.188135,203.13281585248495,4,355.48242774184865,-444.48202401537714,0.03554824277418486,-0.04444820240153771,2017
17,LONG,2017-01-30 10:15:00+05:30,2017-01-30 11:15:00+05:30,19689.8,19623.35,2017-01-30 12:15:00+05:30,19623.35,Initial SL Hit,-66.45000000000073,-70.38131500000073,203.15086999360076,4,-13499.375311074918,-14298.025373543811,-1.3499375311074917,-1.429802537354381,2017
18,SHORT,2017-01-30 12:15:00+05:30,2017-01-30 13:15:00+05:30,19603.5,19690.3,2017-02-01 10:15:00+05:30,19614.75,Reversed,-11.25,-15.171825,204.0451960109164,4,-2295.5084551228097,-3095.738005968322,-0.22955084551228097,-0.3095738005968322,2017
19,LONG,2017-02-01 09:15:00+05:30,2017-02-01 10:15:00+05:30,19614.75,19488.85,2017-02-01 11:15:00+05:30,19488.85,Initial SL Hit,-125.90000000000146,-129.81036000000145,203.92816630341963,4,-25674.55613760083,-26471.988681987066,-2.567455613760083,-2.6471988681987066,2017
20,LONG,2017-02-01 13:15:00+05:30,2017-02-01 14:15:00+05:30,19974.2,19470.95,2017-02-02 15:15:00+05:30,20069.4,Reversed,95.20000000000073,91.19564000000072,200.25833324989236,4,19064.5933253899,18262.68686605736,1.9064593325389898,1.8262686866057358,2017
21,SHORT,2017-02-02 14:15:00+05:30,2017-02-02 15:15:00+05:30,20069.4,20146.9,2017-02-03 09:15:00+05:30,20146.9,Initial SL Hit,-77.5,-81.52163,199.30839985251177,4,-15446.400988569661,-16247.94562866852,-1.5446400988569662,-1.6247945628668519,2017
22,SHORT,2017-02-06 10:15:00+05:30,2017-02-06 11:15:00+05:30,20412.25,20462.45,2017-02-07 11:15:00+05:30,20364.7,Reversed,47.54999999999927,43.472304999999274,195.96075885803867,4,9317.934083699596,8518.865877107966,0.9317934083699596,0.8518865877107966,2017
23,LONG,2017-02-07 10:15:00+05:30,2017-02-07 11:15:00+05:30,20364.7,20281.5,2017-02-08 09:15:00+05:30,20281.5,Initial SL Hit,-83.20000000000073,-87.26462000000073,196.41831207923514,4,-16342.003564992507,-17140.369364636008,-1.6342003564992507,-1.7140369364636008,2017
24,LONG,2017-02-08 15:15:00+05:30,2017-02-09 09:15:00+05:30,20360.4,20070.15,2017-02-09 10:15:00+05:30,20070.15,Initial SL Hit,-290.25,-294.293055,196.45979450305492,4,-57022.455354511694,-57816.753108976234,-5.702245535451169,-5.781675310897623,2017
25,SHORT,2017-02-09 10:15:00+05:30,2017-02-09 11:15:00+05:30,20041.2,20406.6,2017-02-09 13:15:00+05:30,20146.35,Reversed,-105.14999999999782,-109.16875499999782,199.588846975231,4,-20986.767259445103,-21788.86593617105,-2.09867672594451,-2.178886593617105,2017
26,LONG,2017-02-09 12:15:00+05:30,2017-02-09 13:15:00+05:30,20146.35,20000.35,2017-02-10 12:15:00+05:30,20264.9,Reversed,118.55000000000291,114.50887500000292,198.54713136622763,4,23537.762423466862,22735.408647224518,2.353776242346686,2.2735408647224515,2017
