,Signal Generated At,Trade Type,Entry Time,Entry Price,Initial SL,Final SL,Exit Time,Exit Price,Points Captured,After Costs,PnL,Remarks,Qty,Leverage,ROI%,Trade Year,Trade Month,DD%,Final ROI,TAG,Points w CS,PnL w CS,ROI% w CS
778,2018-08-30 15:15:00+05:30,LONG,2018-08-31 09:15:00,28136.15,27925.128875000002,,2018-09-03 14:15:00+05:30,27925.128875000002,-211.0211249999993,,-22499.999999999924,Initial SL Hit,106.62439601722339,3,-2.2499999999999925,2018,,-7.418536516501526,-0.8084212499999973,Reversal,-216.6272528874993,-23097.749999999927,-2.3097749999999926
779,2018-09-04 11:15:00+05:30,LONG,2018-09-04 12:15:00,27665.2,27457.711000000003,,2018-09-04 13:15:00+05:30,27457.711000000003,-207.48899999999776,,-22499.999999999756,Initial SL Hit,108.43948353888639,3,-2.2499999999999756,2018,,-8.226957766501513,-0.8084212499999914,Reversal,-213.00129109999776,-23097.749999999756,-2.3097749999999757
780,2018-09-04 15:15:00+05:30,LONG,2018-09-05 09:15:00,27475.85,27269.781125,,2018-09-05 11:15:00+05:30,27269.781125,-206.0688749999972,,-22499.999999999698,Initial SL Hit,109.18679494901887,3,-2.24999999999997,2018,,-9.035379016501501,-0.8084212499999891,Reversal,-211.5434381124972,-23097.749999999694,-2.309774999999969
781,2018-09-05 14:15:00+05:30,LONG,2018-09-05 15:15:00,27407.95,27136.05,,2018-09-07 09:15:00+05:30,27399.25,-8.700000000000728,,-952.2784447578963,Reversed,109.45729250089846,3,-0.09522784447578964,2018,,-9.08970542909347,-0.05432641259196972,Reversal,-14.180720000000727,-1552.1832169134204,-0.15521832169134206
782,2018-09-06 15:15:00+05:30,SHORT,2018-09-07 09:15:00,27399.25,27604.744375000002,,2018-09-12 11:15:00+05:30,26760.45,638.7999999999993,,69943.52035183436,Reversed,109.49204814000383,3,6.994352035183436,2018,,-6.66243741445804,2.4272680146354335,Reversal,633.3840299999993,69350.51470386954,6.935051470386954
783,2018-09-12 10:15:00+05:30,LONG,2018-09-12 11:15:00,26760.45,26559.746625000003,,2018-09-12 12:15:00+05:30,26559.746625000003,-200.70337499999732,,-22499.9999999997,Initial SL Hit,112.1057381322063,3,-2.2499999999999702,2018,,-7.470858664458028,-0.8084212499999894,Reversal,-206.0353946624973,-23097.749999999698,-2.30977499999997
784,2018-09-12 13:15:00+05:30,LONG,2018-09-12 14:15:00,26851.35,26555.15,,2018-09-18 14:15:00+05:30,26555.15,-296.1999999999971,,-33093.30815769007,Initial SL Hit,111.72622605567318,3,-3.3093308157690076,2018,,-8.650008623398627,-1.1791499589406003,Reversal,-301.5406499999971,-33689.998826874296,-3.3689998826874294
785,2018-09-19 15:15:00+05:30,LONG,2018-09-21 09:15:00,26307.5,26110.193750000002,,2018-09-21 12:15:00+05:30,26110.193750000002,-197.30624999999782,,-22499.999999999753,Initial SL Hit,114.0359213152143,3,-2.249999999999975,2018,,-9.458429873398615,-0.8084212499999911,Reversal,-202.5480193749978,-23097.74999999975,-2.309774999999975
786,2018-09-24 13:15:00+05:30,LONG,2018-09-24 14:15:00,25163.75,24975.021875000002,,2018-09-24 14:15:00+05:30,24975.021875000002,-188.72812499999782,,-22499.999999999738,Initial SL Hit,119.21911479807262,3,-2.249999999999974,2018,,-10.266851123398602,-0.808421249999991,Reversal,-193.74200218749783,-23097.74999999974,-2.3097749999999744
787,2018-09-26 10:15:00+05:30,SHORT,2018-09-26 11:15:00,25339.75,25529.798125,,2018-09-28 11:15:00+05:30,25160.35,179.40000000000146,,21239.357136514936,Reversed,118.39106542092956,3,2.123935713651494,2018,,-9.544399285870604,0.7224518375280006,Reversal,174.34999000000147,20641.481072228587,2.064148107222859
788,2018-09-28 10:15:00+05:30,LONG,2018-09-28 11:15:00,25160.35,24919.25,,2018-10-01 09:15:00+05:30,24919.25,-241.09999999999854,,-28747.61281142733,Initial SL Hit,119.23522526514934,3,-2.874761281142733,2018,,-10.57146511762572,-1.0270658317551165,Reversal,-246.10795999999854,-29344.73805014619,-2.9344738050146186
789,2018-10-01 12:15:00+05:30,LONG,2018-10-01 13:15:00,25000.5,24763.65,,2018-10-03 14:15:00+05:30,25326.6,326.09999999999854,,39131.21737565231,Reversed,119.99760004799904,3,3.913121737565231,2018,,-9.223009468738702,1.3484556488870163,Reversal,321.06728999999854,38527.30425391475,3.852730425391475
790,2018-10-03 13:15:00+05:30,SHORT,2018-10-03 14:15:00,25326.6,25516.5495,,2018-10-16 09:15:00+05:30,25516.5495,-189.94950000000244,,-22500.00000000029,Initial SL Hit,118.45253606879724,3,-2.250000000000029,2018,,-10.031588218738712,-0.80857875000001,Reversal,-195.03381495000244,-23102.25000000029,-2.310225000000029
181,2018-10-10 12:15:00,LONG,2018-10-10 13:15:00,25205.1,25082.55,25082.55,2018-10-11 09:15:00,24614.9,-590.1999999999971,-595.1819999999971,-232120.97999999885,Gap Open Outside ISL,390.0,5x,-9.284839199999954,2018,10.0,-16.06673369873868,-6.03514547999997,MTrend,,,
182,2018-10-12 09:15:00,LONG,2018-10-12 10:15:00,25470.45,24975.45,25503.050000000003,2018-10-17 13:15:00,25484.25,13.799999999999272,8.704529999999274,3394.766699999717,TSL Hit,390.0,5x,0.1357906679999886,2018,10.0,-15.978469764538687,0.0882639341999926,MTrend,,,
791,2018-10-16 11:15:00+05:30,SHORT,2018-10-16 12:15:00,25542.0,25733.565000000002,,2018-10-17 09:15:00+05:30,25829.15,-287.15000000000146,,-33726.80291284959,Gap Outside Initial SL,117.45360582569884,3,-3.372680291284959,2018,,-17.180025910298617,-1.2015561457599306,Reversal,-292.28711500000145,-34330.17559314088,-3.4330175593140875
792,2018-10-17 15:15:00+05:30,LONG,2018-10-19 09:15:00,25213.35,25024.249875,,2018-10-19 09:15:00+05:30,24934.85,-278.5,,-33137.207074823455,Gap Outside Initial SL,118.9845855469424,3,-3.3137207074823456,2018,,-18.360712177692676,-1.180686267394059,Reversal,-283.51482,-33733.89335411597,-3.373389335411597
183,2018-10-17 15:15:00,LONG,2018-10-19 09:15:00,25213.35,25132.5,25132.5,2018-10-19 10:15:00,25132.5,-80.84999999999854,-85.88458499999854,-33494.98814999943,Initial SL Hit,390.0,5x,-1.339799525999977,2018,10.0,-19.23158186959266,-0.8708696918999851,MTrend,,,
184,2018-10-19 13:15:00,LONG,2018-10-19 14:15:00,25071.65,24935.0,25271.172222222223,2018-10-22 13:15:00,25244.2,172.54999999999927,167.5184149999993,67844.9580749997,TSL Hit,405.0,5x,2.713798322999988,2018,10.0,-17.467612959642665,1.7639689099499922,MTrend,,,
793,2018-10-19 14:15:00+05:30,LONG,2018-10-19 15:15:00,25116.9,24928.523250000002,,2018-10-23 09:15:00+05:30,24872.65,-244.25,,-29173.584319720983,Gap Outside Initial SL,119.44149158534691,3,-2.9173584319720987,2018,,-18.509586303287783,-1.0419733436451153,Reversal,-249.248955,-29770.66696128901,-2.977066696128901
185,2018-10-23 09:15:00,LONG,2018-10-23 10:15:00,25105.75,24784.9,25121.83611111111,2018-10-24 10:15:00,25098.1,-7.650000000001455,-12.670385000001456,-5131.50592500059,TSL Hit,405.0,5x,-0.2052602370000236,2018,10.0,-18.6430054573378,-0.13341915405001534,MTrend,,,
794,2018-10-23 14:15:00+05:30,LONG,2018-10-23 15:15:00,24991.8,24804.3615,,2018-10-25 10:15:00+05:30,24804.3615,-187.4385000000002,,-22500.000000000025,Initial SL Hit,120.0393729143159,3,-2.250000000000002,2018,,-19.451426707337802,-0.8084212500000008,Reversal,-192.4181161500002,-23097.750000000025,-2.3097750000000024
186,2018-10-30 09:15:00,LONG,2018-10-30 10:15:00,25095.85,24869.55,24869.55,2018-10-30 11:15:00,24869.55,-226.29999999999927,-231.29653999999928,-93675.09869999973,Initial SL hit,405.0,5x,-3.747003947999988,2018,10.0,-21.886979273537797,-2.435552566199992,MTrend,,,
795,2018-10-30 15:15:00+05:30,LONG,2018-10-31 09:15:00,24842.75,24656.429375,,2018-10-31 09:15:00+05:30,24656.429375,-186.3206250000003,,-22500.000000000033,Initial SL Hit,120.75957774400982,3,-2.250000000000003,2018,,-22.6954005235378,-0.8084212500000012,Reversal,-191.2705429375003,-23097.750000000036,-2.3097750000000037
796,2018-10-31 11:15:00+05:30,LONG,2018-10-31 12:15:00,24829.75,24528.35,,2018-11-02 15:15:00+05:30,25671.35,841.5999999999985,,101684.47124920692,Reversed,120.82280329040768,3,10.168447124920693,2018,,-19.15779992546493,3.5376005980728698,Reversal,836.5498899999985,101074.302802082,10.1074302802082
187,2018-11-01 11:15:00,LONG,2018-11-01 12:15:00,25291.1,25159.4,25719.68333333333,2018-11-06 13:15:00,25627.65,336.5500000000029,331.4581250000029,129268.66875000112,TSL Hit,390.0,5x,5.1707467500000455,2018,11.0,-15.796814537964899,3.3609853875000297,MTrend,,,
797,2018-11-02 14:15:00+05:30,SHORT,2018-11-02 15:15:00,25671.35,25863.885125,,2018-11-05 13:15:00+05:30,25706.3,-34.95000000000073,,-4084.319679331324,Reversed,116.86179340003545,3,-0.4084319679331324,2018,,-15.960780021860373,-0.16396548389547402,Reversal,-40.08776500000073,-4684.728111299258,-0.4684728111299258
798,2018-11-05 12:15:00+05:30,LONG,2018-11-05 13:15:00,25706.3,25513.50275,,2018-11-06 14:15:00+05:30,25565.25,-141.04999999999927,,-16460.945371368023,Reversed,116.70290940353144,3,-1.6460945371368023,2018,,-16.55785549654945,-0.597075474689081,Reversal,-146.17715499999926,-17059.299276830887,-1.7059299276830886
799,2018-11-06 13:15:00+05:30,SHORT,2018-11-06 14:15:00,25565.25,25852.25,,2018-11-12 09:15:00+05:30,25852.25,-287.0,,-33678.528471264704,Initial SL Hit,117.3467890984833,3,-3.3678528471264704,2018,,-17.757721867893366,-1.199866371343914,Reversal,-292.14175,-34281.89632411183,-3.428189632411183
188,2018-11-09 13:15:00,LONG,2018-11-09 14:15:00,25755.15,25681.85,25736.352777777774,2018-11-12 11:15:00,25716.7,-38.45000000000073,-43.59718500000073,-17002.902150000285,TSL Hit,390.0,5x,-0.6801160860000114,2018,11.0,-18.199797323793376,-0.4420754559000074,MTrend,,,
189,2018-11-13 10:15:00,LONG,2018-11-13 11:15:00,25494.65,25384.55,26244.086111111115,2018-11-20 09:15:00,26208.85,714.1999999999971,709.0296499999971,276521.5634999989,TSL Hit,390.0,5x,11.060862539999954,2018,11.0,-11.010236672793404,7.1895606509999705,MTrend,,,
800,2018-11-14 12:15:00+05:30,SHORT,2018-11-14 13:15:00,25925.85,26120.293875,,2018-11-15 12:15:00+05:30,26120.293875,-194.44387500000084,,-22500.0000000001,Initial SL Hit,115.71462459282917,3,-2.2500000000000098,2018,,-11.818815422793406,-0.8085787500000033,Reversal,-199.64848938750083,-23102.2500000001,-2.3102250000000097
801,2018-11-16 10:15:00+05:30,SHORT,2018-11-16 11:15:00,26185.2,26381.589000000004,,2018-11-20 11:15:00+05:30,26215.15,-29.950000000000728,,-3431.3276201824765,Reversed,114.56853489757573,3,-0.3431327620182476,2018,,-11.95992389914646,-0.1411084763530573,Reversal,-35.19003500000073,-4031.670752944495,-0.40316707529444945
802,2018-11-20 10:15:00+05:30,LONG,2018-11-20 11:15:00,26215.15,26018.536375000003,,2018-11-22 11:15:00+05:30,26222.4,7.25,,829.672918140846,Reversed,114.437643881496,3,0.0829672918140846,2018,,-11.951888250866745,0.008035648279716116,Reversal,2.006245,229.58995084903194,0.02295899508490319
190,2018-11-20 10:15:00,LONG,2018-11-20 11:15:00,26215.15,26149.5,26149.5,2018-11-20 11:15:00,26149.5,-65.65000000000146,-70.88646500000145,-26582.424375000544,Initial SL Hit,375.0,5x,-1.0632969750000216,2018,11.0,-12.643031284616761,-0.6911430337500141,MTrend,,,
191,2018-11-20 15:15:00,LONG,2018-11-21 09:15:00,26130.95,26074.15,26074.15,2018-11-21 10:15:00,26074.15,-56.79999999999927,-62.02050999999928,-24187.99889999972,Initial SL Hit,390.0,5x,-0.9675199559999887,2018,11.0,-13.271919256016751,-0.6288879713999928,MTrend,,,
192,2018-11-21 11:15:00,LONG,2018-11-21 12:15:00,26177.95,26080.85,26192.80555555556,2018-11-22 13:15:00,26139.2,-38.75,-43.981715,-16493.143125,TSL Hit,375.0,5x,-0.6597257249999999,2018,11.0,-13.700740977266754,-0.42882172124999995,MTrend,,,
803,2018-11-22 10:15:00+05:30,SHORT,2018-11-22 11:15:00,26222.4,26419.068000000003,,2018-11-26 13:15:00+05:30,26191.95,30.450000000000728,,3483.6628226250145,Reversed,114.40600402709134,3,0.3483662822625015,2018,,-13.599800585654997,0.10094039161175468,Reversal,25.208565000000725,2884.011188907277,0.28840111889072767
193,2018-11-26 11:15:00,LONG,2018-11-26 12:15:00,26110.35,26025.05,26832.619444444445,2018-12-03 12:15:00,26829.1,718.75,713.456055,278247.86145,TSL Hit,390.0,5x,11.129914458000002,2018,11.0,-6.365356187954994,7.234444397700002,MTrend,,,
804,2018-11-26 12:15:00+05:30,LONG,2018-11-26 13:15:00,26191.95,25995.510375,,2018-11-27 12:15:00+05:30,26317.9,125.95000000000073,,14426.188199045973,Reversed,114.53900912303207,3,1.4426188199045973,2018,,-5.881490092647084,0.4838660953079124,Reversal,120.69901500000073,13824.745580226068,1.382474558022607
805,2018-11-27 11:15:00+05:30,SHORT,2018-11-27 12:15:00,26317.9,26515.284250000004,,2018-11-28 09:15:00+05:30,26515.284250000004,-197.3842500000028,,-22500.000000000317,Initial SL Hit,113.99085793319375,3,-2.2500000000000315,2018,,-6.690068842647094,-0.808578750000011,Reversal,-202.6675684250028,-23102.250000000317,-2.3102250000000315
806,2018-11-29 15:15:00+05:30,SHORT,2018-11-30 09:15:00,26908.15,27109.961125,,2018-12-04 13:15:00+05:30,26745.85,162.3000000000029,,18094.88946657458,Reversed,111.49038488339035,3,1.809488946657458,2018,,-6.077684379203852,0.6123844634432432,Reversal,156.93460000000292,17496.698955521235,1.7496698955521235
194,2018-12-03 14:15:00,LONG,2018-12-03 15:15:00,26872.9,26808.9,26808.9,2018-12-04 09:15:00,26808.9,-64.0,-69.36818,-26013.0675,Initial SL Hit,375.0,5x,-1.0405227,2018,12.0,-6.754024134203853,-0.676339755,MTrend,,,
195,2018-12-04 10:15:00,LONG,2018-12-04 11:15:00,26721.5,26665.65,26665.65,2018-12-04 11:15:00,26665.65,-55.84999999999855,-61.18871499999855,-22945.768124999453,Initial SL Hit,375.0,5x,-0.9178307249999782,2018,12.0,-7.350614105453836,-0.5965899712499858,MTrend,,,
807,2018-12-04 12:15:00+05:30,LONG,2018-12-04 13:15:00,26745.85,26545.256125,,2018-12-05 09:15:00+05:30,26545.256125,-200.59387499999866,,-22499.99999999985,Initial SL Hit,112.16693430943492,3,-2.249999999999985,2018,,-8.159035355453831,-0.8084212499999945,Reversal,-205.92298561249865,-23097.749999999847,-2.3097749999999846
196,2018-12-04 12:15:00,LONG,2018-12-04 13:15:00,26745.85,26686.9,26686.9,2018-12-04 13:15:00,26686.9,-58.94999999999709,-64.2932749999971,-24109.97812499891,Initial SL Hit,375.0,5x,-0.9643991249999564,2018,12.0,-8.7858947867038,-0.6268594312499717,MTrend,,,
197,2018-12-05 09:15:00,LONG,2018-12-05 10:15:00,26610.75,26514.3,26514.3,2018-12-05 14:15:00,26514.3,-96.45000000000071,-101.76250500000071,-38160.93937500027,Initial SL Hit,375.0,5x,-1.526437575000011,2018,12.0,-9.778079210453804,-0.9921844237500071,MTrend,,,
808,2018-12-10 10:15:00+05:30,LONG,2018-12-10 11:15:00,26247.2,26050.346,,2018-12-11 09:15:00+05:30,25744.5,-502.7000000000007,,-57457.557377548925,Gap Outside Initial SL,114.29790606236094,3,-5.745755737754893,2018,,-11.809892617217194,-2.0318134067633906,Reversal,-507.8991700000007,-58051.81162181117,-5.805181162181117
809,2018-12-11 10:15:00+05:30,LONG,2018-12-11 11:15:00,25910.25,25598.95,,2018-12-13 11:15:00+05:30,26877.3,967.0499999999993,,111969.20137783301,Reversed,115.78429386053782,3,11.196920137783302,2018,,-7.9123624611978585,3.8975301560193327,Reversal,961.7712449999992,111358.00445769522,11.135800445769522
810,2018-12-13 10:15:00+05:30,SHORT,2018-12-13 11:15:00,26877.3,27078.87975,,2018-12-14 13:15:00+05:30,26847.65,29.649999999997817,,3309.4842115835095,Reversed,111.61835452221764,3,0.33094842115835094,2018,,-7.817518930597693,0.09484353060016336,Reversal,24.277504999997817,2709.8151600046676,0.27098151600046677
198,2018-12-13 11:15:00,LONG,2018-12-13 12:15:00,26910.55,26788.15,26788.15,2018-12-13 14:15:00,26788.15,-122.39999999999782,-127.76986999999782,-47913.70124999918,Initial SL hit,375.0,5x,-1.9165480499999672,2018,12.0,-9.063275163097671,-1.2457562324999787,MTrend,,,
811,2018-12-14 12:15:00+05:30,LONG,2018-12-14 13:15:00,26847.65,26646.292625000002,,2018-12-19 11:15:00+05:30,27243.9,396.25,,44277.61833903525,Reversed,111.74162356854323,3,4.427761833903525,2018,,-7.5347134928956265,1.5285616702020473,Reversal,390.840845,43673.190577201356,4.3673190577201355
199,2018-12-14 12:15:00,LONG,2018-12-14 13:15:00,26847.65,26777.25,26777.25,2018-12-14 13:15:00,26777.25,-70.40000000000146,-75.76249000000145,-28410.933750000542,Initial SL hit,375.0,5x,-1.1364373500000218,2018,12.0,-8.27339777039564,-0.7386842775000142,MTrend,,,
200,2018-12-14 14:15:00,LONG,2018-12-14 15:15:00,26841.5,26732.7,26886.916666666668,2018-12-18 09:15:00,26866.3,24.799999999999272,19.429219999999276,7285.957499999728,TSL Hit,375.0,5x,0.2914382999999891,2018,12.0,-8.083962875395649,0.18943489499999291,MTrend,,,
201,2018-12-18 10:15:00,LONG,2018-12-18 11:15:00,26885.0,26840.8,27238.2,2018-12-21 09:15:00,27229.45,344.4500000000007,339.0385550000007,127139.45812500028,TSL Hit,375.0,5x,5.085578325000011,2018,12.0,-4.778336964145645,3.305625911250007,MTrend,,,
812,2018-12-19 10:15:00+05:30,SHORT,2018-12-19 11:15:00,27243.9,27448.229250000004,,2018-12-24 09:15:00+05:30,26914.15,329.75,,36310.88060079504,Reversed,110.11639302743,3,3.631088060079504,2018,,-3.5283290550357123,1.2500079091099292,Reversal,324.334195,35714.51168885512,3.571451168885512
813,2018-12-21 15:15:00+05:30,LONG,2018-12-24 09:15:00,26914.15,26712.293875000003,,2018-12-24 14:15:00+05:30,26712.293875000003,-201.85612499999843,,-22499.999999999825,Initial SL Hit,111.46553021366084,3,-2.2499999999999822,2018,,-4.336750305035707,-0.8084212499999938,Reversal,-207.21876938749844,-23097.749999999825,-2.3097749999999824
202,2018-12-21 15:15:00,LONG,2018-12-24 09:15:00,26914.15,26828.7,26828.7,2018-12-24 09:15:00,26828.7,-85.45000000000073,-90.82428500000071,-34059.106875000274,Initial SL Hit,375.0,5x,-1.362364275000011,2018,12.0,-5.222287083785716,-0.8855367787500071,MTrend,,,
814,2018-12-26 11:15:00+05:30,LONG,2018-12-26 12:15:00,26539.0,26339.9575,,2018-12-31 11:15:00+05:30,27163.45,624.4500000000007,,70588.56776819029,Reversed,113.04118467161535,3,7.058856776819029,2018,,-2.7729342718862426,2.4493528118994714,Reversal,619.0797550000008,69981.50891141348,6.998150891141347
203,2018-12-26 13:15:00,LONG,2018-12-26 14:15:00,26905.3,26533.2,27115.61944444444,2019-01-01 09:15:00,27070.7,165.40000000000146,160.00240000000144,60000.90000000054,TSL Hit,375.0,5x,2.400036000000022,2018,12.0,-1.2129108718862227,1.5600234000000142,MTrend,,,
815,2018-12-31 10:15:00+05:30,SHORT,2018-12-31 11:15:00,27163.45,27367.175875,,2019-01-01 11:15:00+05:30,27116.5,46.95000000000073,,5185.27653887861,Reversed,110.44252478974504,3,0.518527653887861,2018,,-1.0524080445575805,0.16050282732863738,Reversal,41.522005000000725,4585.795066532497,0.4585795066532497
816,2019-01-01 10:15:00+05:30,LONG,2019-01-01 11:15:00,27116.5,26913.12625,,2019-01-02 12:15:00+05:30,27333.6,217.09999999999854,,24018.586469492584,Reversed,110.63374698062066,3,2.4018586469492584,2019,,-0.23284158317798642,0.8195664613795971,Reversal,211.65498999999855,23416.184610845634,2.3416184610845634
204,2019-01-01 14:15:00,LONG,2019-01-01 15:15:00,27395.35,27076.6,27201.26388888889,2019-01-02 13:15:00,27133.2,-262.1499999999978,-267.6028549999978,-96337.0277999992,TSL Hit,360.0,5x,-3.853481111999969,2019,1.0,-2.7376043059779676,-2.50476272279998,MTrend,,,
817,2019-01-02 11:15:00+05:30,SHORT,2019-01-02 12:15:00,27333.6,27538.602,,2019-01-04 10:15:00+05:30,27085.9,247.6999999999971,,27186.320133461795,Reversed,109.75502678022654,3,2.718632013346179,2019,,-1.806987949186336,0.93061635679163,Reversal,242.2580499999971,26589.038765475143,2.6589038765475146
205,2019-01-03 12:15:00,LONG,2019-01-03 13:15:00,27087.8,26977.75,26977.75,2019-01-03 13:15:00,26977.75,-110.04999999999929,-115.45655499999928,-43296.20812499973,Initial SL Hit,375.0,5x,-1.7318483249999892,2019,1.0,-2.9326893604363278,-1.125701411249993,MTrend,,,
818,2019-01-04 09:15:00+05:30,LONG,2019-01-04 10:15:00,27085.9,26882.755750000004,,2019-01-25 11:15:00+05:30,27345.9,260.0,,28797.2709047881,Reversed,110.758734249185,3,2.87972709047881,2019,,-1.9458856692169064,0.9868036912194166,Reversal,254.55682,28194.39117769762,2.819439117769762
206,2019-01-04 10:15:00,LONG,2019-01-04 11:15:00,27132.15,26926.9,27554.119444444445,2019-01-10 14:15:00,27521.2,389.0499999999993,383.5846649999993,143844.24937499972,TSL Hit,375.0,5x,5.753769974999988,2019,1.0,0.0,3.7399504837499924,MTrend,,,
207,2019-01-11 13:15:00,LONG,2019-01-11 14:15:00,27454.45,27382.45,27382.45,2019-01-14 09:15:00,27382.45,-72.0,-77.48369,-27894.1284,Initial SL Hit,360.0,5x,-1.115765136,2019,1.0,-0.7252473383999956,-0.7252473384000001,MTrend,,,
208,2019-01-14 11:15:00,LONG,2019-01-14 12:15:00,27246.1,27182.2,27450.16388888889,2019-01-17 12:15:00,27417.9,171.8000000000029,166.33360000000292,59880.09600000105,TSL Hit,360.0,5x,2.395203840000042,2019,1.0,0.0,1.5568824960000274,MTrend,,,
209,2019-01-21 12:15:00,LONG,2019-01-21 13:15:00,27619.4,27514.3,27514.3,2019-01-21 15:15:00,27514.3,-105.10000000000218,-110.61337000000218,-39820.81320000078,Initial SL hit,360.0,5x,-1.5928325280000315,2019,1.0,-1.0353411432000144,-1.0353411432000206,MTrend,,,
210,2019-01-22 15:15:00,LONG,2019-01-23 09:15:00,27495.2,27456.7,27456.7,2019-01-23 09:15:00,27456.7,-38.5,-43.99519,-15838.2684,Initial SL Hit,360.0,5x,-0.633530736,2019,1.0,-1.4471361216000105,-0.4117949784,MTrend,,,
211,2019-01-23 10:15:00,LONG,2019-01-23 11:15:00,27480.05,27441.1,27481.92777777778,2019-01-23 14:15:00,27441.1,-38.95000000000073,-44.442115000000726,-15999.16140000026,Initial SL hit,360.0,5x,-0.6399664560000105,2019,1.0,-1.8631143180000151,-0.4159781964000068,MTrend,,,
819,2019-01-25 10:15:00+05:30,SHORT,2019-01-25 11:15:00,27345.9,27550.994250000003,,2019-01-29 11:15:00+05:30,26679.45,666.4500000000007,,73113.33691705162,Reversed,109.70565971498469,3,7.311333691705163,2019,,0.0,2.5382226887760164,Reversal,661.0474650000007,72520.64825074332,7.252064825074333
820,2019-01-29 10:15:00+05:30,LONG,2019-01-29 11:15:00,26679.45,26479.354125,,2019-01-29 13:15:00+05:30,26479.354125,-200.09587499999907,,-22499.999999999894,Initial SL Hit,112.44609615265682,3,-2.2499999999999893,2019,,-0.808421249999995,-0.8084212499999964,Reversal,-205.41175541249908,-23097.749999999898,-2.30977499999999
821,2019-01-30 13:15:00+05:30,SHORT,2019-01-30 14:15:00,26769.9,26970.674250000004,,2019-01-31 09:15:00+05:30,26994.75,-224.84999999999854,,-25198.076944627945,Gap Outside Initial SL,112.0661638631448,3,-2.5198076944627945,2019,,-1.7114421363312857,-0.9030208863312842,Reversal,-230.22646499999854,-25800.596752322406,-2.5800596752322407
822,2019-01-31 15:15:00+05:30,SHORT,2019-02-01 09:15:00,27250.25,27454.626875,,2019-02-01 12:15:00+05:30,27454.626875,-204.37687500000175,,-22500.000000000193,Initial SL Hit,110.09073311254025,3,-2.250000000000019,2019,,-2.520020886331295,-0.8085787500000067,Reversal,-209.84736268750174,-23102.250000000193,-2.310225000000019
823,2019-02-04 10:15:00+05:30,LONG,2019-02-04 11:15:00,26945.1,26743.01175,,2019-02-07 15:15:00+05:30,27402.35,457.25,,50909.070665909574,Reversed,111.33749735573444,3,5.090907066590957,2019,,-0.7593815947717957,1.760639291559504,Reversal,451.815255,50303.97975884298,5.030397975884298
212,2019-02-05 12:15:00,LONG,2019-02-05 13:15:00,27347.4,27265.9,27265.9,2019-02-05 13:15:00,27265.9,-81.5,-86.96133,-31306.078800000003,Initial SL hit,360.0,5x,-1.252243152,2019,2.0,-1.5733396435717992,-0.8139580488,MTrend,,,
213,2019-02-06 10:15:00,LONG,2019-02-06 11:15:00,27368.85,27294.1,27380.4,2019-02-07 15:15:00,27344.7,-24.149999999997817,-29.62135499999782,-10663.687799999216,TSL Hit,360.0,5x,-0.4265475119999686,2019,2.0,-1.8505955263717766,-0.2772558827999796,MTrend,,,
824,2019-02-07 14:15:00+05:30,SHORT,2019-02-07 15:15:00,27402.35,27607.867625,,2019-02-08 12:15:00+05:30,27284.2,118.14999999999782,,12935.0219962884,Reversed,109.47966141590047,3,1.29350219962884,2019,,-1.4188244839246948,0.431771042447081,Reversal,112.68134499999782,12336.31549848803,1.2336315498488029
214,2019-02-08 11:15:00,LONG,2019-02-08 12:15:00,27284.2,27230.05,27230.05,2019-02-11 09:15:00,27230.05,-54.150000000001455,-59.601425000001456,-21456.513000000523,Initial SL Hit,360.0,5x,-0.858260520000021,2019,2.0,-1.9766938219247123,-0.5578693380000136,MTrend,,,
825,2019-02-08 11:15:00+05:30,LONG,2019-02-08 12:15:00,27284.2,27079.5685,,2019-02-12 14:15:00+05:30,27079.5685,-204.6314999999995,,-22499.999999999945,Initial SL Hit,109.95374612413045,3,-2.2499999999999942,2019,,-2.7851150719247073,-0.808421249999998,Reversal,-210.0678768499995,-23097.749999999945,-2.3097749999999944
215,2019-02-11 10:15:00,LONG,2019-02-11 11:15:00,27205.4,27151.55,27151.55,2019-02-12 09:15:00,27151.55,-53.85000000000218,-59.285695000002185,-22232.13562500082,Initial SL Hit,375.0,5x,-0.8892854250000328,2019,2.0,-3.3631505981747267,-0.5780355262500213,MTrend,,,
216,2019-02-12 13:15:00,LONG,2019-02-12 14:15:00,27235.15,27174.8,27174.8,2019-02-12 14:15:00,27174.8,-60.35000000000218,-65.79099500000218,-23684.758200000782,Initial SL Hit,360.0,5x,-0.9473903280000316,2019,2.0,-3.97895431137475,-0.6158037132000206,MTrend,,,
217,2019-02-13 11:15:00,LONG,2019-02-13 12:15:00,27080.15,27038.75,27038.75,2019-02-13 13:15:00,27038.75,-41.400000000001455,-46.811890000001455,-17554.458750000547,Initial SL Hit,375.0,5x,-0.7021783500000218,2019,2.0,-4.435370238874768,-0.4564159275000142,MTrend,,,
826,2019-02-14 10:15:00+05:30,LONG,2019-02-14 11:15:00,26905.15,26703.361375000004,,2019-02-15 10:15:00+05:30,26703.361375000004,-201.7886249999974,,-22499.99999999971,Initial SL Hit,111.50281637530361,3,-2.249999999999971,2019,,-5.243791488874763,-0.8084212499999899,Reversal,-207.1494761374974,-23097.74999999971,-2.3097749999999713
