entry date,entry time,index,strike,expiry,dte,option type,entry price,qty,exit date,exit time,exit price,points,slippage,final points,PnL,portfolio,index leverage,ROI%
2019-07-08,14:18:00,nifty,11750,2019-07-25,17,C,51.75,6825,2019-07-22,09:20:00,1.85,49.9,0.536,49.364,336909.3,10000000,8,3.369093
2019-07-08,14:18:00,nifty,11350,2019-07-25,17,P,61.5,7050,2019-07-22,09:20:00,69.6,-8.099999999999994,1.311,-9.410999999999994,-66347.54999999996,10000000,8,-0.6634754999999997
2019-08-01,09:21:00,nifty,11350,2019-08-29,28,C,53.8,7050,2019-08-22,15:01:00,2.85,50.949999999999996,0.5665,50.3835,355203.675,10000000,8,3.55203675
2019-08-01,09:21:00,nifty,10750,2019-08-29,28,P,65.0,7425,2019-08-22,15:01:00,106.8,-41.8,1.7180000000000002,-43.518,-323121.15,10000000,8,-3.2312115000000006
2019-09-03,15:02:00,nifty,11200,2019-09-26,23,C,54.35,7125,2019-09-19,13:58:00,2.5,51.85,0.5685,51.2815,365380.6875,10000000,8,3.653806875
2019-09-03,15:02:00,nifty,10700,2019-09-26,23,P,129.75,7500,2019-09-19,13:58:00,93.0,36.75,2.2275,34.5225,258918.75,10000000,8,2.5891875
2019-10-01,13:59:00,nifty,11850,2019-10-31,30,C,55.0,6750,2019-10-07,09:19:00,24.65,30.35,0.7965000000000001,29.5535,199486.125,10000000,8,1.99486125
2019-10-01,13:59:00,nifty,11150,2019-10-31,30,P,118.6,7200,2019-10-07,09:19:00,197.4,-78.80000000000001,3.16,-81.96000000000001,-590112.0,10000000,8,-5.90112
2019-10-07,09:20:00,nifty,11400,2019-10-31,24,C,113.2,7050,2019-10-14,13:58:00,172.1,-58.89999999999999,2.853,-61.75299999999999,-435358.64999999997,10000000,8,-4.3535865
2019-10-07,09:20:00,nifty,10900,2019-10-31,24,P,104.75,7350,2019-10-14,13:58:00,33.5,71.25,1.3825,69.8675,513526.12500000006,10000000,8,5.135261250000001
2019-10-14,13:59:00,nifty,11600,2019-10-31,17,C,83.3,6900,2019-10-18,09:30:00,131.0,-47.7,2.1430000000000002,-49.843,-343916.7,10000000,8,-3.439167
2019-10-14,13:59:00,nifty,11200,2019-10-31,17,P,87.5,7125,2019-10-18,09:30:00,27.45,60.05,1.1495,58.900499999999994,419666.06249999994,10000000,8,4.196660624999999
2019-11-01,09:31:00,nifty,12200,2019-11-28,27,C,77.7,6525,2019-11-28,15:20:00,0.05,77.65,0.7775,76.8725,501593.0625,10000000,8,5.015930625
2019-11-01,09:31:00,nifty,11550,2019-11-28,27,P,81.0,6900,2019-11-28,15:20:00,0.1,80.9,0.8109999999999999,80.089,552614.1,10000000,8,5.526141
2019-12-02,10:00:00,nifty,12450,2019-12-26,24,C,31.2,6450,2019-12-10,14:54:00,5.05,26.15,0.3625,25.787499999999998,166329.375,10000000,8,1.66329375
2019-12-02,10:00:00,nifty,11850,2019-12-26,24,P,72.65,6750,2019-12-10,14:54:00,110.6,-37.94999999999999,1.8325,-39.78249999999999,-268531.87499999994,10000000,8,-2.685318749999999
2019-12-10,14:55:00,nifty,12050,2019-12-26,16,C,58.05,6675,2019-12-13,10:11:00,127.95,-69.9,1.86,-71.76,-478998.00000000006,10000000,8,-4.789980000000001
2019-12-10,14:55:00,nifty,11650,2019-12-26,16,P,50.5,6900,2019-12-13,10:11:00,12.25,38.25,0.6275000000000001,37.6225,259595.25000000003,10000000,8,2.5959525000000006
2019-12-13,10:12:00,nifty,12200,2019-12-26,13,C,54.1,6525,2019-12-18,12:10:00,84.5,-30.4,1.386,-31.785999999999998,-207403.65,10000000,8,-2.0740365
2019-12-13,10:12:00,nifty,11900,2019-12-26,13,P,39.85,6750,2019-12-18,12:10:00,14.95,24.900000000000002,0.5479999999999999,24.352000000000004,164376.00000000003,10000000,8,1.6437600000000003
2020-01-01,12:11:00,nifty,12550,2020-01-30,29,C,31.95,6375,2020-01-30,15:20:00,0.05,31.9,0.32,31.58,201322.5,10000000,8,2.013225
2020-01-01,12:11:00,nifty,11850,2020-01-30,29,P,38.2,6750,2020-01-30,15:20:00,0.05,38.150000000000006,0.3825,37.767500000000005,254930.62500000003,10000000,8,2.5493062500000003
2020-02-01,10:00:00,nifty,12250,2020-02-27,26,C,101.6,6525,2020-02-01,15:16:00,24.4,77.19999999999999,1.26,75.93999999999998,495508.4999999999,10000000,8,4.955084999999999
2020-02-01,10:00:00,nifty,11650,2020-02-27,26,P,105.55,6900,2020-02-01,15:16:00,205.0,-99.45,3.1055,-102.55550000000001,-707632.9500000001,10000000,8,-7.0763295
2020-02-01,15:17:00,nifty,11950,2020-02-27,26,C,76.0,6675,2020-02-04,11:45:00,152.0,-76.0,2.2800000000000002,-78.28,-522519.0,10000000,8,-5.22519
2020-02-01,15:17:00,nifty,11350,2020-02-27,26,P,,0,2020-02-04,11:45:00,22.5,,,,,10000000,8,
2020-02-04,11:46:00,nifty,12250,2020-02-27,23,C,43.35,6525,2020-02-26,09:15:00,1.1,42.25,0.44450000000000006,41.8055,272780.8875,10000000,8,2.727808875
2020-02-04,11:46:00,nifty,11700,2020-02-27,23,P,77.15,6825,2020-02-26,09:15:00,45.2,31.950000000000003,1.2235,30.7265,209708.36250000002,10000000,8,2.097083625
2020-03-02,09:16:00,nifty,11650,2020-03-26,24,C,86.2,6900,2020-03-02,15:11:00,66.95,19.25,1.5315,17.7185,122257.65,10000000,8,1.2225765
2020-03-02,09:16:00,nifty,11100,2020-03-26,24,P,143.5,7200,2020-03-02,15:11:00,303.5,-160.0,4.47,-164.47,-1184184.0,10000000,8,-11.84184
2020-03-02,15:12:00,nifty,11350,2020-03-26,24,C,156.8,7050,2020-03-05,10:49:00,230.0,-73.19999999999999,3.8680000000000003,-77.06799999999998,-543329.3999999999,10000000,8,-5.433293999999999
2020-03-02,15:12:00,nifty,10800,2020-03-26,24,P,197.95,7425,2020-03-05,10:49:00,85.7,112.24999999999999,2.8365,109.41349999999998,812395.2374999999,10000000,8,8.123952375
2020-03-05,10:50:00,nifty,11600,2020-03-26,21,C,113.95,6900,2020-03-06,09:15:00,44.2,69.75,1.5815000000000001,68.1685,470362.64999999997,10000000,8,4.7036265
2020-03-05,10:50:00,nifty,11100,2020-03-26,21,P,151.0,7200,2020-03-06,09:15:00,404.25,-253.25,5.5525,-258.8025,-1863378.0,10000000,8,-18.63378
2020-03-06,09:16:00,nifty,11050,2020-03-26,20,C,197.65,7275,2020-03-09,09:31:00,103.5,94.15,3.0115,91.13850000000001,663032.5875,10000000,8,6.630325875
2020-03-06,09:16:00,nifty,10650,2020-03-26,20,P,187.15,7500,2020-03-09,09:31:00,275.4,-88.24999999999997,4.6255,-92.87549999999997,-696566.2499999998,10000000,8,-6.965662499999997
2020-03-09,09:32:00,nifty,10850,2020-03-26,17,C,171.7,7350,2020-03-09,12:55:00,123.7,47.999999999999986,2.9539999999999997,45.045999999999985,331088.0999999999,10000000,8,3.3108809999999993
2020-03-09,09:32:00,nifty,10450,2020-03-26,17,P,199.15,7650,2020-03-09,12:55:00,374.3,-175.15,5.734500000000001,-180.8845,-1383766.425,10000000,8,-13.83766425
2020-03-09,12:56:00,nifty,10550,2020-03-26,17,C,226.5,7575,2020-03-12,09:15:00,80.0,146.5,3.065,143.435,1086520.125,10000000,8,10.86520125
2020-03-09,12:56:00,nifty,10200,2020-03-26,17,P,273.1,7875,2020-03-12,09:15:00,444.1,-171.0,7.172000000000001,-178.172,-1403104.5,10000000,8,-14.031045
2020-03-12,09:16:00,nifty,10100,2020-03-26,14,C,250.0,7950,2020-03-12,10:54:00,175.0,75.0,4.25,70.75,562462.5,10000000,8,5.624625
2020-03-12,09:16:00,nifty,9800,2020-03-26,14,P,270.0,8175,2020-03-12,10:54:00,345.7,-75.69999999999999,6.157000000000001,-81.85699999999999,-669180.9749999999,10000000,8,-6.691809749999998
2020-03-12,10:55:00,nifty,9900,2020-03-26,14,C,262.9,8100,2020-03-12,14:31:00,207.6,55.29999999999998,4.705,50.594999999999985,409819.4999999999,10000000,8,4.098194999999999
2020-03-12,10:55:00,nifty,9650,2020-03-26,14,P,107.75,8325,2020-03-12,14:31:00,130.5,-22.75,2.3825,-25.1325,-209228.0625,10000000,8,-2.092280625
2020-03-12,14:32:00,nifty,9750,2020-03-26,14,C,278.05,8175,2020-03-13,09:15:00,55.5,222.55,3.3355,219.21450000000002,1792078.5375,10000000,8,17.920785375
2020-03-12,14:32:00,nifty,9500,2020-03-26,14,P,349.5,8400,2020-03-13,09:15:00,999.0,-649.5,13.485,-662.985,-5569074.0,10000000,8,-55.69074
2020-03-13,09:16:00,nifty,9000,2020-03-26,13,C,348.0,8925,2020-03-13,09:20:00,345.1,2.8999999999999773,6.931,-4.031000000000023,-35976.67500000021,10000000,8,-0.359766750000002
2020-03-13,09:16:00,nifty,8750,2020-03-26,13,P,,0,2020-03-13,09:20:00,999.0,,,,,10000000,8,
2020-03-13,09:21:00,nifty,8750,2020-03-26,13,C,,0,2020-03-13,10:06:00,345.1,,,,,10000000,8,
2020-03-13,09:21:00,nifty,8550,2020-03-26,13,P,,0,2020-03-13,10:06:00,999.0,,,,,10000000,8,
2020-03-13,10:07:00,nifty,8600,2020-03-26,13,C,485.0,9300,2020-03-13,10:21:00,679.5,-194.5,11.645,-206.145,-1917148.5,10000000,8,-19.171485
2020-03-13,10:07:00,nifty,8350,2020-03-26,13,P,100.0,9600,2020-03-13,10:21:00,100.0,0.0,2.0,-2.0,-19200.0,10000000,8,-0.192
2020-03-13,10:22:00,nifty,9200,2020-03-26,13,C,400.0,8700,2020-03-13,10:30:00,546.0,-146.0,9.46,-155.46,-1352502.0,10000000,8,-13.52502
2020-03-13,10:22:00,nifty,9000,2020-03-26,13,P,369.95,8925,2020-03-13,10:30:00,475.2,-105.25,8.4515,-113.7015,-1014785.8875,10000000,8,-10.147858875
2020-03-13,10:31:00,nifty,9350,2020-03-26,13,C,659.95,8550,2020-03-13,10:34:00,677.0,-17.049999999999955,13.3695,-30.419499999999957,-260086.72499999963,10000000,8,-2.6008672499999963
2020-03-13,10:31:00,nifty,9100,2020-03-26,13,P,525.0,8775,2020-03-13,10:34:00,393.85,131.14999999999998,9.188500000000001,121.96149999999997,1070212.1624999999,10000000,8,10.702121624999998
2020-03-13,10:35:00,nifty,9550,2020-03-26,13,C,422.4,8400,2020-03-13,10:35:00,422.4,0.0,8.448,-8.448,-70963.2,10000000,8,-0.709632
2020-03-13,10:35:00,nifty,9300,2020-03-26,13,P,472.15,8625,2020-03-13,10:35:00,581.35,-109.20000000000005,10.535,-119.73500000000004,-1032714.3750000003,10000000,8,-10.327143750000003
2020-03-13,10:36:00,nifty,9400,2020-03-26,13,C,439.8,8475,2020-03-13,10:40:00,527.6,-87.80000000000001,9.674000000000001,-97.47400000000002,-826092.1500000001,10000000,8,-8.260921500000002
2020-03-13,10:36:00,nifty,9150,2020-03-26,13,P,435.0,8775,2020-03-13,10:40:00,435.0,0.0,8.700000000000001,-8.700000000000001,-76342.50000000001,10000000,8,-0.7634250000000001
2020-03-13,10:41:00,nifty,9550,2020-03-26,13,C,704.95,8400,2020-03-13,10:47:00,704.95,0.0,14.099000000000002,-14.099000000000002,-118431.60000000002,10000000,8,-1.1843160000000001
2020-03-13,10:41:00,nifty,9300,2020-03-26,13,P,568.0,8625,2020-03-13,10:47:00,486.85,81.14999999999998,10.548499999999999,70.60149999999997,608937.9374999998,10000000,8,6.089379374999997
2020-03-13,10:48:00,nifty,9700,2020-03-26,13,C,496.35,8250,2020-03-13,10:51:00,560.0,-63.64999999999998,10.5635,-74.21349999999998,-612261.3749999999,10000000,8,-6.122613749999998
2020-03-13,10:48:00,nifty,9450,2020-03-26,13,P,687.05,8475,2020-03-13,10:51:00,650.0,37.049999999999955,13.3705,23.679499999999955,200683.7624999996,10000000,8,2.0068376249999957
2020-03-13,10:52:00,nifty,9850,2020-03-26,13,C,480.0,8100,2020-03-13,10:55:00,406.85,73.14999999999998,8.868500000000001,64.28149999999998,520680.14999999985,10000000,8,5.206801499999998
2020-03-13,10:52:00,nifty,9600,2020-03-26,13,P,579.8,8325,2020-03-13,10:55:00,641.75,-61.950000000000045,12.2155,-74.16550000000005,-617427.7875000004,10000000,8,-6.174277875000005
2020-03-13,10:56:00,nifty,9700,2020-03-26,13,C,459.1,8250,2020-03-13,10:57:00,368.85,90.25,8.2795,81.9705,676256.625,10000000,8,6.76256625
2020-03-13,10:56:00,nifty,9450,2020-03-26,13,P,687.05,8475,2020-03-13,10:57:00,650.0,37.049999999999955,13.3705,23.679499999999955,200683.7624999996,10000000,8,2.0068376249999957
2020-03-13,10:58:00,nifty,9500,2020-03-26,13,C,470.35,8400,2020-03-13,11:02:00,548.65,-78.29999999999995,10.19,-88.48999999999995,-743315.9999999997,10000000,8,-7.433159999999997
2020-03-13,10:58:00,nifty,9250,2020-03-26,13,P,221.9,8625,2020-03-13,11:02:00,218.65,3.25,4.4055,-1.1555,-9966.1875,10000000,8,-0.099661875
2020-03-13,11:03:00,nifty,9650,2020-03-26,13,C,500.0,8325,2020-03-13,12:07:00,400.2,99.80000000000001,9.002,90.79800000000002,755893.3500000001,10000000,8,7.558933500000001
2020-03-13,11:03:00,nifty,9400,2020-03-26,13,P,614.2,8475,2020-03-13,12:07:00,446.45,167.75000000000006,10.6065,157.14350000000005,1331791.1625000003,10000000,8,13.317911625000002
2020-03-13,12:08:00,nifty,9800,2020-03-26,13,C,419.9,8175,2020-03-13,12:32:00,455.0,-35.10000000000002,8.749,-43.849000000000025,-358465.5750000002,10000000,8,-3.5846557500000014
2020-03-13,12:08:00,nifty,9550,2020-03-26,13,P,490.85,8400,2020-03-13,12:32:00,390.0,100.85000000000002,8.8085,92.04150000000003,773148.6000000002,10000000,8,7.731486000000001
