,date,day,expiry,DTE,trade_num,strike,type,Entry Price,Entry Time,initial sl,Exit Price,Exit date,Exit Time,ROC on Entry,Opt RSI on Entry,Spot RSI on Entry,Remark,Points Captured,Slippage,Qty,PnL,ROI%,Trade Year,Trade Month,Highest High,Lowest Low,Max ROI%,Margin,DATETIME,Cumulative ROI%,Max Cumulative ROI%,DD,is_win
939,2021-07-16,Friday,2021-07-22,6,2,15900,P,77.45,13:15:00,87.0,119.95,2021-07-19,09:15:00,-35.952283011106545,72.89879931389363,62.5791594703516,Gap SL hit,-42.5,1.9740000000000002,4402.5157232704405,-195797.48427672958,-1.9579748427672956,2021,7,177.0,54.4,1.0147798742138368,100.0,2021-07-16 13:15:00,265.65000245991473,286.83831883631393,-21.1883163763992,False
291,2021-07-16,Friday,2021-07-22,6,6,16000,C,39.6,13:15:00,69.85,0.05,2021-07-22,15:15:00,-5.048076923076927,10.389610389610397,62.5791594703516,EOD exit,39.550000000000004,0.3965,4375.0,171296.5625,1.712965625,2021,7,49.55,0.05,1.7303125000000001,100.0,2021-07-16 13:15:00,267.3629680849147,286.83831883631393,-19.47535075139922,True
940,2021-07-22,Thursday,2021-07-22,0,3,15750,P,24.6,09:15:00,61.4,0.05,2021-07-22,15:15:00,-38.366336633663366,24.580047994514914,23.11864406779685,EOD exit,24.55,0.24650000000000002,4444.444444444444,108015.55555555555,1.0801555555555555,2021,7,24.6,0.05,1.0911111111111111,100.0,2021-07-22 09:15:00,268.4431236404703,286.83831883631393,-18.395195195843655,True
292,2021-07-23,Friday,2021-07-29,6,1,15900,C,37.1,09:15:00,65.8,65.8,2021-07-23,13:15:00,-12.529274004683844,29.782082324455203,21.404109589040885,SL hit,-28.699999999999996,1.0290000000000001,4402.5157232704405,-130882.38993710691,-1.308823899371069,2021,7,67.7,36.1,0.04402515723270441,100.0,2021-07-23 09:15:00,267.1342997410992,286.83831883631393,-19.704019095214733,False
941,2021-07-23,Friday,2021-07-29,6,1,15850,P,83.55,09:45:00,136.5,136.5,2021-07-27,12:45:00,-69.45767680469037,35.63653573118789,28.72975277067384,SL hit,-52.95,2.2005000000000003,4416.403785488959,-243566.87697160884,-2.4356687697160884,2021,7,171.6,49.55,1.5015772870662463,100.0,2021-07-23 09:45:00,264.6986309713831,286.83831883631393,-22.139687864930806,False
293,2021-07-26,Monday,2021-07-29,3,2,15900,C,47.2,11:15:00,63.75,0.05,2021-07-29,15:15:00,-21.55243600330305,38.67120954003407,70.61870503597133,EOD exit,47.150000000000006,0.47250000000000003,4402.5157232704405,205498.42767295602,2.0549842767295603,2021,7,51.0,0.05,2.0757861635220127,100.0,2021-07-26 11:15:00,266.7536152481127,286.83831883631393,-20.08470358820125,True
942,2021-07-29,Thursday,2021-07-29,0,2,15700,P,12.0,09:45:00,28.0,0.05,2021-07-29,15:15:00,-26.299694189602445,22.615476904619058,22.178861788618107,EOD exit,11.95,0.12050000000000001,4458.598726114649,52742.99363057324,0.5274299363057324,2021,7,16.95,0.05,0.5328025477707005,100.0,2021-07-29 09:45:00,267.2810451844184,286.83831883631393,-19.557273651895514,True
943,2021-07-30,Friday,2021-08-05,6,1,15750,P,53.8,13:15:00,100.0,0.05,2021-08-05,15:15:00,-62.123335669236155,11.940298507462714,62.5791594703516,EOD exit,53.75,0.5385,4444.444444444444,236495.55555555556,2.3649555555555555,2021,8,86.65,0.05,2.388888888888889,100.0,2021-07-30 13:15:00,269.646000739974,286.83831883631393,-17.192318096339932,True
294,2021-08-02,Monday,2021-08-05,3,1,15900,C,44.9,09:15:00,49.45,49.45,2021-08-02,10:45:00,-3.723404255319149,52.72727272727272,45.564892623716084,SL hit,-4.550000000000004,0.9435,4402.5157232704405,-24185.220125786185,-0.24185220125786186,2021,8,51.45,41.95,0.1298742138364778,100.0,2021-08-02 09:15:00,269.40414853871613,286.83831883631393,-17.434170297597802,False
295,2021-08-02,Monday,2021-08-05,3,2,15900,C,40.65,14:15:00,64.0,74.1,2021-08-03,09:15:00,-4.230317273795528,22.062350119904053,21.293604651162482,Gap SL hit,-33.449999999999996,1.1475,4402.5157232704405,-152316.03773584904,-1.5231603773584905,2021,8,77.05,38.2,0.10786163522012561,100.0,2021-08-02 14:15:00,267.88098816135766,286.83831883631393,-18.957330674956268,False
296,2021-08-06,Friday,2021-08-12,6,3,16350,C,52.05,10:15:00,85.0,14.6,2021-08-12,15:15:00,-34.278512917454314,17.06114398422092,64.57345971563981,EOD exit,37.449999999999996,0.6665,4281.345565749236,157482.874617737,1.5748287461773698,2021,8,68.95,5.0,2.0143730886850153,100.0,2021-08-06 10:15:00,269.45581690753505,286.83831883631393,-17.38250192877888,True
944,2021-08-06,Friday,2021-08-12,6,1,16300,P,117.3,10:15:00,132.4,132.4,2021-08-06,14:45:00,-24.694533762057883,63.751051303616485,23.125302370585914,SL hit,-15.100000000000009,2.497,4294.478527607362,-75569.93865030678,-0.7556993865030678,2021,8,134.75,98.3,0.8159509202453988,100.0,2021-08-06 10:15:00,268.700117521032,286.83831883631393,-18.138201315281947,False
945,2021-08-09,Monday,2021-08-12,3,2,16250,P,59.3,09:15:00,83.75,83.75,2021-08-09,12:15:00,-53.32278481012659,25.62862669245648,61.04018912529568,SL hit,-24.450000000000003,1.4305,4307.692307692308,-111485.23076923078,-1.1148523076923078,2021,8,86.9,49.6,0.4178461538461537,100.0,2021-08-09 09:15:00,267.58526521333965,286.83831883631393,-19.253053622974278,False
946,2021-08-10,Tuesday,2021-08-12,2,3,16300,P,48.65,11:15:00,100.25,100.25,2021-08-10,13:45:00,-52.503646086533784,2.6455026455026314,45.564892623716084,SL hit,-51.6,1.489,4294.478527607362,-227989.57055214723,-2.279895705521472,2021,8,125.85,45.3,0.14386503067484668,100.0,2021-08-10 11:15:00,265.30536950781817,286.83831883631393,-21.53294932849576,False
947,2021-08-10,Tuesday,2021-08-12,2,4,16300,P,82.6,14:15:00,126.6,126.6,2021-08-11,10:15:00,-33.91929684378746,64.71095772217429,39.00334075723822,SL hit,-44.0,2.092,4294.478527607362,-197941.10429447851,-1.9794110429447853,2021,8,129.0,41.7,1.7564417177914107,100.0,2021-08-10 14:15:00,263.3259584648734,286.83831883631393,-23.512360371440536,False
948,2021-08-11,Wednesday,2021-08-12,1,5,16200,P,41.75,12:15:00,74.0,0.05,2021-08-12,15:15:00,-23.4703196347032,46.0764587525151,33.18530480419882,EOD exit,41.7,0.418,4320.9876543209875,178379.01234567902,1.7837901234567903,2021,8,47.45,0.05,1.801851851851852,100.0,2021-08-11 12:15:00,265.1097485883302,286.83831883631393,-21.728570247983725,True
949,2021-08-13,Friday,2021-08-18,5,1,16400,P,73.45,09:15:00,107.85,0.05,2021-08-18,15:15:00,-64.9164677804296,9.130060292850985,47.72777167947339,EOD exit,73.4,0.735,4268.292682926829,310155.48780487804,3.1015548780487805,2021,8,77.45,0.05,3.1329268292682926,100.0,2021-08-13 09:15:00,268.211303466379,286.83831883631393,-18.627015369934952,True
297,2021-08-17,Tuesday,2021-08-18,1,1,16600,C,19.75,11:45:00,46.35,46.35,2021-08-17,14:45:00,-45.021037868162686,16.279069767441868,28.364076201995474,SL hit,-26.6,0.6609999999999999,4216.8674698795185,-114956.02409638556,-1.1495602409638557,2021,8,51.0,13.15,0.2783132530120482,100.0,2021-08-17 11:45:00,267.0617432254151,286.83831883631393,-19.776575610898817,False
298,2021-08-18,Wednesday,2021-08-18,0,2,16700,C,11.9,11:15:00,24.8,0.05,2021-08-18,15:15:00,-30.23255813953488,59.06183368869936,76.82851874615824,EOD exit,11.85,0.11950000000000001,4191.616766467066,49169.760479041914,0.49169760479041913,2021,8,12.25,0.05,0.4967065868263473,100.0,2021-08-18 11:15:00,267.55344083020555,286.83831883631393,-19.284878006108386,True
299,2021-08-20,Friday,2021-08-26,6,1,16500,C,69.05,10:15:00,106.65,106.65,2021-08-23,09:15:00,-54.30661789158629,8.840749414519905,42.69108841141251,SL hit,-37.60000000000001,1.757,4242.424242424242,-166969.0909090909,-1.6696909090909091,2021,8,126.8,58.45,0.4496969696969694,100.0,2021-08-20 10:15:00,265.88374992111466,286.83831883631393,-20.954568915199275,False
950,2021-08-20,Friday,2021-08-26,6,1,16450,P,95.35,11:15:00,163.75,0.05,2021-08-26,15:15:00,-2.646310432569969,67.78054862842893,41.11801242236023,EOD exit,95.3,0.954,4255.31914893617,401472.3404255319,4.014723404255319,2021,8,127.2,0.05,4.05531914893617,100.0,2021-08-20 11:15:00,269.89847332537,286.83831883631393,-16.93984551094394,True
300,2021-08-23,Monday,2021-08-26,3,2,16550,C,48.05,10:15:00,91.55,91.55,2021-08-24,13:45:00,-72.72727272727273,45.277361319340336,74.10666666666681,SL hit,-43.5,1.396,4229.607250755287,-189892.4471299094,-1.898924471299094,2021,8,105.2,38.85,0.3891238670694862,100.0,2021-08-23 10:15:00,267.9995488540709,286.83831883631393,-18.838769982243036,False
301,2021-08-26,Thursday,2021-08-26,0,3,16700,C,10.0,11:15:00,18.75,0.05,2021-08-26,15:15:00,-15.744680851063828,18.055555555555543,31.21464226289531,EOD exit,9.95,0.1005,4191.616766467066,41285.32934131736,0.4128532934131736,2021,8,11.4,0.05,0.41706586826347297,100.0,2021-08-26 11:15:00,268.41240214748404,286.83831883631393,-18.425916688829886,True
951,2021-08-27,Friday,2021-09-02,6,1,16550,P,62.9,09:45:00,92.8,0.05,2021-09-02,15:15:00,-9.62643678160919,41.448692152917495,28.72975277067384,EOD exit,62.85,0.6295,4229.607250755287,263168.27794561937,2.631682779456194,2021,9,62.9,0.05,2.6583081570996976,100.0,2021-08-27 09:45:00,269.9901843245306,286.83831883631393,-16.848134511783314,True
302,2021-08-27,Friday,2021-09-02,6,1,16600,C,105.8,09:45:00,128.45,128.45,2021-08-27,10:45:00,-37.76470588235294,41.37686302342086,28.72975277067384,SL hit,-22.64999999999999,2.3425000000000002,4216.8674698795185,-105390.06024096384,-1.0539006024096382,2021,8,130.0,105.8,0.0,100.0,2021-08-27 09:45:00,267.35850154507443,286.83831883631393,-19.4798172912395,False
303,2021-08-27,Friday,2021-09-02,6,2,16700,C,82.4,11:15:00,82.9,82.9,2021-08-27,11:45:00,-19.2723697148476,68.57419980601357,41.11801242236023,SL hit,-0.5,1.6530000000000002,4191.616766467066,-9024.550898203594,-0.09024550898203594,2021,8,85.0,73.0,0.3940119760479044,100.0,2021-08-27 11:15:00,269.8999388155486,286.83831883631393,-16.93838002076535,False
304,2021-08-27,Friday,2021-09-02,6,3,16700,C,88.45,12:45:00,89.8,89.8,2021-08-27,13:15:00,-16.446124763705097,93.48591549295776,41.033190578158596,SL hit,-1.3499999999999943,1.7825,4191.616766467066,-13130.239520958059,-0.1313023952095806,2021,8,95.55,75.65,0.5365269461077843,100.0,2021-08-27 12:45:00,269.768636420339,286.83831883631393,-17.06968241597491,False
952,2021-09-03,Friday,2021-09-09,6,1,17250,P,84.8,09:45:00,117.0,117.0,2021-09-03,10:45:00,-58.64753101435174,0.0,84.51704545454558,SL hit,-32.2,2.0180000000000002,4057.9710144927535,-138855.65217391305,-1.3885565217391305,2021,9,124.15,81.15,0.14811594202898518,100.0,2021-09-03 09:45:00,268.3800798985999,286.83831883631393,-18.458238937714043,False
953,2021-09-03,Friday,2021-09-09,6,2,17250,P,93.3,11:45:00,126.9,0.05,2021-09-09,15:15:00,-57.64388489208633,46.91729323308271,76.2352941176466,EOD exit,93.25,0.9335,4057.9710144927535,374617.6811594203,3.7461768115942027,2021,9,119.8,0.05,3.7840579710144926,100.0,2021-09-03 11:45:00,272.12625671019407,286.83831883631393,-14.71206212611986,True
305,2021-09-07,Tuesday,2021-09-09,2,4,17400,C,51.1,14:15:00,95.0,0.05,2021-09-09,15:15:00,-21.263482280431436,36.99186991869919,31.107424305267244,EOD exit,51.050000000000004,0.5115,4022.9885057471265,203315.80459770118,2.0331580459770118,2021,9,67.45,0.05,2.0537356321839084,100.0,2021-09-07 14:15:00,274.1594147561711,286.83831883631393,-12.678904080142843,True
306,2021-09-13,Monday,2021-09-16,3,1,17350,C,59.65,09:45:00,109.85,109.85,2021-09-14,09:15:00,-57.07088880892407,29.06774753908512,75.89918613809404,SL hit,-50.199999999999996,1.695,4034.5821325648417,-209374.63976945245,-2.0937463976945243,2021,9,119.25,57.6,0.08270893371757915,100.0,2021-09-13 09:45:00,272.06566835847656,286.83831883631393,-14.772650477837374,False
954,2021-09-13,Monday,2021-09-16,3,1,17300,P,81.6,10:45:00,108.0,0.05,2021-09-16,15:15:00,-14.41299790356394,57.000000000000014,73.88992289284806,EOD exit,81.55,0.8164999999999999,4046.242774566474,326667.34104046243,3.266673410404624,2021,9,85.3,0.05,3.2997109826589597,100.0,2021-09-13 10:45:00,275.3323417688812,286.83831883631393,-11.505977067432752,True
307,2021-09-14,Tuesday,2021-09-16,2,2,17450,C,45.6,11:15:00,60.25,60.25,2021-09-15,12:45:00,-20.728534258456193,63.139931740614344,52.46317927882147,SL hit,-14.649999999999999,1.0585,4011.4613180515757,-63014.04011461318,-0.6301404011461318,2021,9,79.5,24.3,0.8544412607449856,100.0,2021-09-14 11:15:00,274.70220136773503,286.83831883631393,-12.136117468578902,False
955,2021-09-17,Friday,2021-09-23,6,1,17700,P,87.1,09:45:00,117.95,117.95,2021-09-17,11:15:00,-68.4668358100761,9.305993690851736,54.081632653061156,SL hit,-30.85000000000001,2.0505,3954.8022598870057,-130114.97175141246,-1.3011497175141247,2021,9,130.0,67.7,0.7672316384180788,100.0,2021-09-17 09:45:00,273.4010516502209,286.83831883631393,-13.437267186093038,False
956,2021-09-17,Friday,2021-09-23,6,2,17700,P,125.0,11:15:00,130.0,130.0,2021-09-17,11:45:00,-53.3532041728763,36.550692106247666,84.51704545454558,SL hit,-5.0,2.5500000000000003,3954.8022598870057,-29858.757062146895,-0.29858757062146896,2021,9,158.3,97.25,1.097457627118644,100.0,2021-09-17 11:15:00,273.10246407959943,286.83831883631393,-13.735854756714502,False
957,2021-09-17,Friday,2021-09-23,6,3,17650,P,108.35,12:45:00,144.65,144.65,2021-09-17,14:15:00,-43.523316062176164,77.15397443023902,45.90420769919446,SL hit,-36.30000000000001,2.5300000000000002,3966.0056657223795,-154000.00000000006,-1.5400000000000005,2021,9,165.2,102.0,0.25184135977337085,100.0,2021-09-17 12:45:00,271.5624640795994,286.83831883631393,-15.275854756714523,False
308,2021-09-20,Monday,2021-09-23,3,3,17550,C,85.05,09:15:00,88.7,88.7,2021-09-20,09:45:00,-21.006054960409873,5.2602739726027465,64.57345971563981,SL hit,-3.6500000000000057,1.7375,3988.6039886039885,-21488.60398860401,-0.21488603988604008,2021,9,104.35,72.5,0.5005698005698004,100.0,2021-09-20 09:15:00,271.34757803971337,286.83831883631393,-15.490740796600562,False
309,2021-09-20,Monday,2021-09-23,3,4,17550,C,78.7,11:45:00,150.0,150.0,2021-09-23,09:45:00,-37.22222222222223,47.553648068669524,70.58484586574473,SL hit,-71.3,2.287,3988.6039886039885,-293509.4017094017,-2.9350940170940167,2021,9,180.0,35.4,1.7270655270655273,100.0,2021-09-20 11:45:00,268.41248402261937,286.83831883631393,-18.425834813694564,False
958,2021-09-22,Wednesday,2021-09-23,1,4,17550,P,54.25,09:45:00,86.0,0.05,2021-09-23,15:15:00,-40.71232876712328,10.902696365767866,52.60403688013976,EOD exit,54.2,0.543,3988.6039886039885,214016.5242165242,2.140165242165242,2021,9,79.55,0.05,2.1618233618233615,100.0,2021-09-22 09:45:00,270.55264926478463,286.83831883631393,-16.285669571529297,True
959,2021-09-24,Friday,2021-09-30,6,1,17900,P,128.25,09:15:00,162.3,162.3,2021-09-24,13:15:00,-64.34075942272663,0.0,64.57345971563981,SL hit,-34.05000000000001,2.9055,3910.6145251396647,-144518.71508379895,-1.4451871508379894,2021,9,169.95,110.15,0.7078212290502791,100.0,2021-09-24 09:15:00,269.10746211394667,286.83831883631393,-17.730856722367264,False
960,2021-09-24,Friday,2021-09-30,6,2,17800,P,112.75,13:15:00,117.9,117.9,2021-09-28,11:45:00,-57.85232383808096,100.0,62.5791594703516,SL hit,-5.150000000000006,2.3065,3932.5842696629215,-29323.314606741595,-0.29323314606741596,2021,9,141.4,50.0,2.467696629213483,100.0,2021-09-24 13:15:00,268.8142289678793,286.83831883631393,-18.024089868434658,False
310,2021-09-27,Monday,2021-09-30,3,5,17950,C,57.95,14:15:00,120.0,0.1,2021-09-30,15:15:00,-32.457676590776416,18.26741996233524,21.293604651162482,EOD exit,57.85,0.5805,3899.7214484679666,223335.0974930362,2.233350974930362,2021,9,74.1,0.05,2.257938718662953,100.0,2021-09-27 14:15:00,271.04757994280965,286.83831883631393,-15.790738893504283,True
961,2021-09-29,Wednesday,2021-09-30,1,3,17600,P,19.3,13:45:00,83.0,0.1,2021-09-30,15:15:00,-36.120401337792636,2.3876404494382086,24.817264183779827,EOD exit,19.2,0.19400000000000003,3977.2727272727275,75592.04545454546,0.7559204545454545,2021,9,45.9,0.1,0.7636363636363637,100.0,2021-09-29 13:45:00,271.8035003973551,286.83831883631393,-15.034818438958837,True
311,2021-10-01,Friday,2021-10-07,6,1,17550,C,109.8,09:45:00,144.15,144.15,2021-10-04,09:15:00,-54.7799385875128,2.5962786672436238,75.89918613809404,SL hit,-34.35000000000001,2.5395,3988.6039886039885,-147137.60683760684,-1.4713760683760684,2021,10,161.35,101.1,0.3470085470085471,100.0,2021-10-01 09:45:00,270.33212432897903,286.83831883631393,-16.506194507334897,False
312,2021-10-04,Monday,2021-10-07,3,2,17650,C,101.95,09:15:00,103.15,103.15,2021-10-04,09:45:00,-48.87881078357268,83.64905284147557,45.564892623716084,SL hit,-1.2000000000000028,2.051,3966.0056657223795,-12893.484419263468,-0.12893484419263468,2021,10,150.0,101.75,0.007932011331444873,100.0,2021-10-04 09:15:00,273.8551809620591,286.83831883631393,-12.98313787425485,False
962,2021-10-04,Monday,2021-10-07,3,1,17600,P,92.8,09:15:00,139.5,0.05,2021-10-07,15:15:00,-15.22035438437074,4.027949034114272,45.564892623716084,EOD exit,92.75,0.9285,3977.2727272727275,365199.14772727276,3.6519914772727278,2021,10,92.8,0.05,3.6889204545454546,100.0,2021-10-04 09:15:00,273.98411580625174,286.83831883631393,-12.854203030062195,True
313,2021-10-04,Monday,2021-10-07,3,3,17750,C,91.0,09:45:00,95.3,95.3,2021-10-04,10:15:00,-36.035398230088504,90.0,50.3072196620581,SL hit,-4.299999999999997,1.8630000000000002,3943.6619718309857,-24304.788732394354,-0.24304788732394356,2021,10,103.0,88.0,0.11830985915492957,100.0,2021-10-04 09:45:00,273.61213307473514,286.83831883631393,-13.22618576157879,False
314,2021-10-04,Monday,2021-10-07,3,4,17750,C,80.65,11:15:00,105.0,105.0,2021-10-05,13:45:00,-47.5,75.01678979180657,52.46317927882147,SL hit,-24.349999999999994,1.8565,3943.6619718309857,-103349.5774647887,-1.033495774647887,2021,10,109.4,45.4,1.3901408450704227,100.0,2021-10-04 11:15:00,272.5786373000873,286.83831883631393,-14.259681536226651,False
315,2021-10-06,Wednesday,2021-10-07,1,5,17900,C,19.25,12:45:00,51.8,0.05,2021-10-07,15:15:00,-36.48,23.824959481361418,36.71922377198335,EOD exit,19.2,0.193,3910.6145251396647,74329.0502793296,0.7432905027932961,2021,10,21.35,0.05,0.7508379888268156,100.0,2021-10-06 12:45:00,273.32192780288057,286.83831883631393,-13.516391033433365,True
963,2021-10-08,Friday,2021-10-14,6,1,17850,P,119.2,09:15:00,132.5,0.1,2021-10-14,15:15:00,-24.636765634870507,38.651196519216825,34.728993404072455,EOD exit,119.10000000000001,1.193,3921.5686274509803,462380.39215686277,4.623803921568627,2021,10,119.85,0.05,4.672549019607843,100.0,2021-10-08 09:15:00,277.9457317244492,286.83831883631393,-8.892587111864714,True
316,2021-10-08,Friday,2021-10-14,6,1,17900,C,99.35,11:45:00,144.4,144.4,2021-10-11,09:45:00,-8.717480602464626,44.76950354609929,70.58484586574473,SL hit,-45.05000000000001,2.4375,3910.6145251396647,-185705.30726256987,-1.8570530726256986,2021,10,146.75,86.3,0.5103351955307261,100.0,2021-10-08 11:45:00,276.0886786518235,286.83831883631393,-10.749640184490431,False
317,2021-10-12,Tuesday,2021-10-14,2,2,18000,C,54.5,12:15:00,83.8,83.8,2021-10-12,15:15:00,-2.964959568733151,30.148270181219104,31.107424305267244,SL hit,-29.299999999999997,1.3830000000000002,3888.8888888888887,-119322.77777777775,-1.1932277777777776,2021,10,85.0,43.95,0.41027777777777763,100.0,2021-10-12 12:15:00,274.8954508740457,286.83831883631393,-11.942867962268224,False
964,2021-10-18,Monday,2021-10-21,3,1,18500,P,113.2,09:45:00,143.5,143.5,2021-10-19,09:45:00,-71.61506900410295,2.654867256637175,84.14285714285643,SL hit,-30.299999999999997,2.5669999999999997,3783.7837837837837,-124361.62162162161,-1.243616216216216,2021,10,151.65,55.65,2.177567567567568,100.0,2021-10-18 09:45:00,273.6518346578295,286.83831883631393,-13.18648417848442,False
965,2021-10-19,Tuesday,2021-10-21,2,2,18550,P,152.45,09:45:00,183.95,183.95,2021-10-19,15:15:00,-50.620867601999684,63.92426850258176,61.04018912529568,SL hit,-31.5,3.364,3773.5849056603774,-131562.26415094337,-1.3156226415094336,2021,10,190.05,65.7,3.273584905660377,100.0,2021-10-19 09:45:00,272.3362120163201,286.83831883631393,-14.502106819993855,False
966,2021-10-20,Wednesday,2021-10-21,1,3,18350,P,47.0,09:45:00,94.75,94.75,2021-10-20,11:45:00,-16.931216931216934,57.80654988575781,70.61870503597133,SL hit,-47.75,1.4175,3814.7138964577657,-187559.9455040872,-1.875599455040872,2021,10,102.75,45.05,0.07438692098092654,100.0,2021-10-20 09:45:00,270.4606125612792,286.83831883631393,-16.37770627503471,False
318,2021-10-20,Wednesday,2021-10-21,1,3,18400,C,93.05,10:15:00,124.9,0.1,2021-10-21,15:15:00,-42.8,21.657986111111114,42.36006051437232,EOD exit,92.95,0.9314999999999999,3804.3478260869565,350070.3804347826,3.500703804347826,2021,10,102.05,0.05,3.5380434782608696,100.0,2021-10-20 10:15:00,273.96131636562706,286.83831883631393,-12.877002470686875,True
319,2021-10-22,Friday,2021-10-28,6,1,18300,C,144.75,09:15:00,145.9,145.9,2021-10-22,09:45:00,-44.476354585487265,86.36052090472926,21.404109589040885,SL hit,-1.1500000000000057,2.9065,3825.136612021858,-15516.666666666688,-0.1551666666666669,2021,10,147.5,115.7,1.1112021857923495,100.0,2021-10-22 09:15:00,273.8061496989604,286.83831883631393,-13.032169137353549,False
320,2021-10-22,Friday,2021-10-28,6,2,18300,C,84.5,11:45:00,147.5,0.05,2021-10-28,15:15:00,-58.887545344619106,0.0,34.728993404072455,EOD exit,84.45,0.8455,3825.136612021858,319798.63387978147,3.197986338797815,2021,10,113.0,0.05,3.2303278688524597,100.0,2021-10-22 11:45:00,277.0041360377582,286.83831883631393,-9.83418279855573,True
967,2021-10-25,Monday,2021-10-28,3,4,18050,P,109.45,10:15:00,177.6,177.6,2021-10-28,14:45:00,-18.60124496521421,50.691619202603746,74.10666666666681,SL hit,-68.14999999999999,2.8705000000000003,3878.1163434903046,-275425.76177285315,-2.7542576177285314,2021,10,181.9,6.45,3.994459833795014,100.0,2021-10-25 10:15:00,274.2498784200297,286.83831883631393,-12.588440416284243,False
321,2021-10-29,Friday,2021-11-03,5,1,17750,C,233.6,09:45:00,249.15,249.15,2021-10-29,10:15:00,-52.90498285253178,23.48014050256687,43.37733272644515,SL hit,-15.550000000000011,4.8275,3943.6619718309857,-80361.97183098596,-0.8036197183098596,2021,10,255.1,207.0,1.049014084507042,100.0,2021-10-29 09:45:00,273.44625870171984,286.83831883631393,-13.39206013459409,False
322,2021-10-29,Friday,2021-11-03,5,2,17900,C,131.45,10:45:00,164.0,0.05,2021-11-03,15:15:00,-74.412915851272,31.00890207715132,70.58484586574473,EOD exit,131.39999999999998,1.315,3910.6145251396647,508712.2905027932,5.087122905027932,2021,11,163.65,0.05,5.138547486033518,100.0,2021-10-29 10:45:00,278.53338160674775,286.83831883631393,-8.304937229566178,True
968,2021-11-01,Monday,2021-11-03,2,5,17700,P,27.55,13:15:00,115.0,0.05,2021-11-03,15:15:00,-59.20471281296024,0.0,31.583476764200086,EOD exit,27.5,0.276,3954.8022598870057,107665.53672316384,1.0766553672316383,2021,11,38.2,0.05,1.0875706214689265,100.0,2021-11-01 13:15:00,279.6100369739794,286.83831883631393,-7.228281862334541,True
323,2021-11-08,Monday,2021-11-11,3,1,17950,C,91.5,09:15:00,143.85,143.85,2021-11-08,11:45:00,-49.055030572540296,26.578560939794443,21.404109589040885,SL hit,-52.349999999999994,2.3535,3899.7214484679666,-213328.4122562674,-2.133284122562674,2021,11,156.0,74.5,0.6629526462395543,100.0,2021-11-08 09:15:00,277.47675285141673,286.83831883631393,-9.361565984897197,False
969,2021-11-08,Monday,2021-11-11,3,1,17900,P,104.9,10:15:00,155.75,26.55,2021-11-11,15:15:00,-25.32005689900426,4.417448923246823,42.69108841141251,EOD exit,78.35000000000001,1.3145000000000002,3910.6145251396647,301256.1452513967,3.012561452513967,2021,11,122.0,19.5,3.339664804469274,100.0,2021-11-08 10:15:00,280.4893143039307,286.83831883631393,-6.349004532383219,True
324,2021-11-08,Monday,2021-11-11,3,2,17950,C,142.8,11:45:00,156.0,156.0,2021-11-08,12:15:00,-14.986539036793307,74.79115479115478,34.728993404072455,SL hit,-13.199999999999989,2.988,3899.7214484679666,-63128.6908077994,-0.631286908077994,2021,11,157.5,130.6,0.4757660167130926,100.0,2021-11-08 11:45:00,279.85802739585273,286.83831883631393,-6.980291440461201,False
325,2021-11-09,Tuesday,2021-11-11,2,3,18100,C,79.8,09:45:00,118.85,0.05,2021-11-11,15:15:00,-15.881418740074112,20.33333333333333,75.89918613809404,EOD exit,79.75,0.7985,3867.403314917127,305337.2928176795,3.0533729281767954,2021,11,85.0,0.05,3.084254143646409,100.0,2021-11-09 09:45:00,282.9114003240295,286.83831883631393,-3.9269185122844306,True
326,2021-11-12,Friday,2021-11-18,6,1,18000,C,90.7,10:15:00,126.7,126.7,2021-11-12,12:45:00,-33.819241982507286,64.73429951690821,76.2352941176466,SL hit,-36.0,2.174,3888.8888888888887,-148454.44444444444,-1.4845444444444444,2021,11,134.75,82.3,0.3266666666666669,100.0,2021-11-12 10:15:00,281.42685587958505,286.83831883631393,-5.411462956728883,False
970,2021-11-12,Friday,2021-11-18,6,1,17950,P,129.0,10:15:00,135.4,135.4,2021-11-12,10:45:00,-11.455108359133131,15.924826904055394,76.2352941176466,SL hit,-6.400000000000006,2.6439999999999997,3899.7214484679666,-35269.080779944314,-0.3526908077994431,2021,11,138.95,116.35,0.49331476323119805,100.0,2021-11-12 10:15:00,281.0741650717856,286.83831883631393,-5.7641537645283165,False
971,2021-11-12,Friday,2021-11-18,6,2,17900,P,61.9,12:45:00,123.7,123.7,2021-11-18,10:15:00,-33.89296956977964,0.0,77.0635500365225,SL hit,-61.800000000000004,1.8559999999999999,3910.6145251396647,-248934.0782122905,-2.489340782122905,2021,11,175.0,20.65,1.6131284916201118,100.0,2021-11-12 12:45:00,278.5848242896627,286.83831883631393,-8.253494546651211,False
327,2021-11-12,Friday,2021-11-18,6,2,18000,C,135.45,12:45:00,134.75,134.75,2021-11-12,13:15:00,-20.09512485136741,100.0,77.0635500365225,SL hit,0.6999999999999886,2.702,3888.8888888888887,-7785.555555555599,-0.07785555555555598,2021,11,169.25,134.1,0.05249999999999977,100.0,2021-11-12 12:45:00,278.50696873410715,286.83831883631393,-8.331350102206784,False
