,index,Trade No.,Entry_Date,Exit_Date,Trade_Type,Entry_Price,Initial SL,Exit_Price,Exit Remark,PnL,Slippage,PnL w cs,Qty,Profit_Loss INR,ROI%,Trade Year,Cumulative_PnL,ROI% w cs
11,11,11,2017-06-22 11:15:00+05:30,2017-06-22 14:15:00+05:30,Long,9693.5,9635.71875,9635.71875,Initial SL Hit,-57.78125,3.8658437500000002,-61.64709375,8252.9530097488,-508770.567906329,-5.087705679063291,2017,453.1539712500003,-5.087705679063291
12,12,12,2017-07-03 09:15:00+05:30,2017-08-03 14:15:00+05:30,Long,9568.0,9487.9375,10020.05,Trailing SL Hit,452.0499999999993,3.9176100000000003,448.13238999999925,8361.204013377926,3746926.337792636,37.46926337792636,2017,901.2863612499996,37.46926337792636
13,13,13,2017-08-16 14:15:00+05:30,2017-08-18 09:15:00+05:30,Long,9895.55,9804.64375,9843.95,Trailing SL Hit,-51.599999999998545,3.9479,-55.54789999999854,8084.441996655063,-449073.775585984,-4.49073775585984,2017,845.738461250001,-4.49073775585984
14,14,14,2017-08-23 14:15:00+05:30,2017-08-29 09:15:00+05:30,Long,9854.05,9783.95,9840.4,Trailing SL Hit,-13.649999999999636,3.93889,-17.588889999999637,8118.489352093809,-142795.21618014632,-1.4279521618014632,2017,828.1495712500014,-1.4279521618014632
15,15,15,2017-08-30 11:15:00+05:30,2017-09-04 11:15:00+05:30,Long,9900.45,9824.099999999999,9881.15,Trailing SL Hit,-19.30000000000109,3.95632,-23.25632000000109,8080.440788044987,-187921.3167078352,-1.879213167078352,2017,804.8932512500003,-1.879213167078352
16,16,16,2017-09-11 11:15:00+05:30,2017-09-21 09:15:00+05:30,Long,10009.2,9941.725,10089.7,Trailing SL Hit,80.5,4.019780000000001,76.48022,7992.646764976222,611279.3829676697,6.112793829676697,2017,881.3734712500003,6.112793829676697
17,17,17,2017-10-12 14:15:00+05:30,2017-11-07 13:15:00+05:30,Long,10097.85,9999.568749999999,10362.35,Trailing SL Hit,264.5,4.09204,260.40796,7922.478547413558,2063076.4766757279,20.63076476675728,2017,1141.7814312500004,20.63076476675728
18,18,18,2017-11-17 09:15:00+05:30,2017-11-29 15:15:00+05:30,Long,10322.05,10192.512499999999,10350.65,Trailing SL Hit,28.600000000000364,4.134539999999999,24.465460000000363,7750.398418918723,189617.06250212208,1.8961706250212207,2017,1166.2468912500008,1.8961706250212207
19,19,19,2017-12-08 09:15:00+05:30,2017-12-13 09:15:00+05:30,Long,10238.8,10119.2,10226.75,Trailing SL Hit,-12.049999999999272,4.09311,-16.14310999999927,7813.415634644685,-126132.82806578328,-1.261328280657833,2017,1150.1037812500015,-1.261328280657833
20,20,20,2017-12-15 09:15:00+05:30,2017-12-18 09:15:00+05:30,Long,10360.3,10196.962500000001,10196.962500000001,Initial SL Hit,-163.33749999999782,4.1114525,-167.44895249999783,7721.784118220516,-1293004.6620271448,-12.930046620271447,2017,982.6548287500036,-12.930046620271447
21,21,21,2017-12-18 11:15:00+05:30,2018-01-01 14:15:00+05:30,Long,10430.35,10313.14375,10442.7,Trailing SL Hit,12.350000000000364,4.17461,8.175390000000363,7669.924786800059,62704.62640276012,0.6270462640276012,2017,990.830218750004,0.6270462640276012
22,22,22,2018-01-05 09:15:00+05:30,2018-01-31 13:15:00+05:30,Long,10554.25,10473.2125,11000.75,Trailing SL Hit,446.5,4.311,442.189,7579.884880498377,3351741.715422697,33.51741715422697,2018,1433.019218750004,33.51741715422697
23,23,23,2018-02-23 11:15:00+05:30,2018-02-28 12:15:00+05:30,Long,10459.95,10375.818749999999,10493.45,Trailing SL Hit,33.5,4.19068,29.30932,7648.220115774931,224164.1308036845,2.2416413080368454,2018,1462.328538750004,2.2416413080368454
24,24,24,2018-03-12 09:15:00+05:30,2018-03-14 11:15:00+05:30,Long,10333.5,10251.65625,10354.85,Trailing SL Hit,21.350000000000364,4.13767,17.212330000000364,7741.810615957807,133254.59911937185,1.3325459911937185,2018,1479.5408687500044,1.3325459911937185
25,25,25,2018-03-26 15:15:00+05:30,2018-03-28 09:15:00+05:30,Long,10140.8,10009.99375,10114.2,Trailing SL Hit,-26.599999999998545,4.051,-30.650999999998547,7888.923950773115,-241803.4080151353,-2.418034080151353,2018,1448.889868750006,-2.418034080151353
26,26,26,2018-04-05 14:15:00+05:30,2018-05-04 09:15:00+05:30,Long,10322.35,10224.38125,10641.85,Trailing SL Hit,319.5,4.19284,315.30716,7750.173167931721,2443685.091088754,24.436850910887543,2018,1764.197028750006,24.436850910887543
27,27,27,2018-05-07 14:15:00+05:30,2018-05-16 09:15:00+05:30,Long,10713.9,10645.949999999999,10711.55,Trailing SL Hit,-2.350000000000364,4.285089999999999,-6.635090000000363,7466.935476343815,-49543.788909736795,-0.49543788909736797,2018,1757.5619387500055,-0.49543788909736797
28,28,28,2018-05-25 13:15:00+05:30,2018-05-30 09:15:00+05:30,Long,10617.2,10524.86875,10586.05,Trailing SL Hit,-31.150000000001455,4.2406500000000005,-35.39065000000146,7534.94329955167,-266666.5410842893,-2.666665410842893,2018,1722.1712887500041,-2.666665410842893
29,29,29,2018-05-31 14:15:00+05:30,2018-06-04 13:15:00+05:30,Long,10732.6,10630.656249999998,10630.656249999998,Initial SL Hit,-101.94375000000218,4.27265125,-106.21640125000218,7453.925423476137,-791729.1336675339,-7.917291336675339,2018,1615.9548875000019,-7.917291336675339
30,30,30,2018-06-07 09:15:00+05:30,2018-06-15 12:15:00+05:30,Long,10764.75,10645.231249999999,10767.85,Trailing SL Hit,3.100000000000364,4.30652,-1.206519999999636,7431.6635314336145,-8966.45068394258,-0.0896645068394258,2018,1614.7483675000021,-0.0896645068394258
31,31,31,2018-06-22 14:15:00+05:30,2018-06-25 14:15:00+05:30,Long,10828.2,10733.175000000001,10763.35,Trailing SL Hit,-64.85000000000036,4.318310000000001,-69.16831000000036,7388.116215068063,-511023.5126798571,-5.110235126798571,2018,1545.5800575000017,-5.110235126798571
32,32,32,2018-06-29 14:15:00+05:30,2018-06-29 15:15:00+05:30,Long,10718.35,10633.9125,10711.4,Trailing SL Hit,-6.950000000000728,4.285950000000001,-11.235950000000727,7463.835385110581,-83863.28119533867,-0.8386328119533867,2018,1534.344107500001,-0.8386328119533867
33,33,33,2018-07-10 09:15:00+05:30,2018-07-19 14:15:00+05:30,Long,10915.6,10837.193749999999,10954.85,Trailing SL Hit,39.25,4.374090000000001,34.87591,7328.960386969108,255604.1628494998,2.556041628494998,2018,1569.220017500001,2.556041628494998
34,34,34,2018-07-24 09:15:00+05:30,2018-08-13 09:15:00+05:30,Long,11130.75,11044.956250000001,11357.7,Trailing SL Hit,226.95000000000073,4.49769,222.45231000000072,7187.296453518406,1598830.6987399824,15.988306987399826,2018,1791.6723275000018,15.988306987399826
35,35,35,2018-08-20 09:15:00+05:30,2018-09-03 14:15:00+05:30,Long,11541.0,11463.9875,11584.3,Trailing SL Hit,43.29999999999927,4.62506,38.674939999999275,6931.808335499523,268087.2714669389,2.680872714669389,2018,1830.347267500001,2.680872714669389
36,36,36,2018-09-14 12:15:00+05:30,2018-09-17 09:15:00+05:30,Long,11481.7,11376.143750000001,11419.1,Trailing SL Hit,-62.600000000000364,4.580160000000001,-67.18016000000037,6967.609326145082,-468085.1093479214,-4.680851093479214,2018,1763.1671075000006,-4.680851093479214
37,37,37,2018-10-16 09:15:00+05:30,2018-10-17 14:15:00+05:30,Long,10588.7,10454.66875,10454.66875,Initial SL Hit,-134.03125,4.208673750000001,-138.23992375,7555.223965170417,-1044433.5848593311,-10.444335848593312,2018,1624.9271837500005,-10.444335848593312
38,38,38,2018-10-29 14:15:00+05:30,2018-10-30 14:15:00+05:30,Long,10256.85,10076.45,10201.75,Trailing SL Hit,-55.100000000000364,4.09172,-59.191720000000366,7799.6655893378565,-461675.62165772426,-4.616756216577242,2018,1565.7354637500002,-4.616756216577242
39,39,39,2018-10-31 13:15:00+05:30,2018-11-13 10:15:00+05:30,Long,10318.3,10178.4875,10469.05,Trailing SL Hit,150.75,4.15747,146.59253,7753.215161412249,1136563.42614578,11.3656342614578,2018,1712.3279937500001,11.3656342614578
40,40,40,2018-11-13 14:15:00+05:30,2018-11-21 09:15:00+05:30,Long,10588.9,10482.96875,10602.65,Trailing SL Hit,13.75,4.23831,9.51169,7555.08126434285,71861.59091123725,0.7186159091123724,2018,1721.8396837500002,0.7186159091123724
41,41,41,2018-11-26 14:15:00+05:30,2018-12-05 13:15:00+05:30,Long,10635.7,10526.5625,10786.0,Trailing SL Hit,150.29999999999927,4.28434,146.0156599999993,7521.836832554509,1098305.9695177507,10.983059695177507,2018,1867.8553437499995,10.983059695177507
42,42,42,2018-12-12 10:15:00+05:30,2018-12-21 10:15:00+05:30,Long,10660.05,10504.1625,10831.6,Trailing SL Hit,171.5500000000011,4.298330000000001,167.2516700000011,7504.655231448258,1255166.1202339658,12.551661202339659,2018,2035.1070137500005,12.551661202339659
43,43,43,2018-12-27 09:15:00+05:30,2018-12-27 15:15:00+05:30,Long,10784.0,10629.512499999999,10773.7,Trailing SL Hit,-10.299999999999272,4.31154,-14.611539999999273,7418.39762611276,-108394.21364984625,-1.0839421364984625,2018,2020.4954737500013,-1.0839421364984625
44,44,44,2018-12-28 09:15:00+05:30,2019-01-02 12:15:00+05:30,Long,10878.55,10782.56875,10782.56875,Initial SL Hit,-95.98124999999891,4.332223750000001,-100.3134737499989,7353.921248695829,-737697.3861406082,-7.376973861406082,2018,1920.1820000000025,-7.376973861406082
45,45,45,2019-01-07 09:15:00+05:30,2019-01-07 14:15:00+05:30,Long,10815.35,10682.4375,10774.4,Trailing SL Hit,-40.95000000000073,4.317950000000001,-45.26795000000073,7396.8942290355835,-334842.23811527673,-3.3484223811527674,2019,1874.9140500000017,-3.3484223811527674
46,46,46,2019-01-09 09:15:00+05:30,2019-01-09 13:15:00+05:30,Long,10857.2,10772.21875,10772.21875,Initial SL Hit,-84.98125000000073,4.32588375,-89.30713375000073,7368.382271672253,-658049.1010573681,-6.580491010573681,2019,1785.606916250001,-6.580491010573681
47,47,47,2019-01-15 09:15:00+05:30,2019-01-22 11:15:00+05:30,Long,10821.25,10718.512499999999,10876.55,Trailing SL Hit,55.29999999999927,4.33956,50.960439999999274,7392.861268337761,376743.463093445,3.76743463093445,2019,1836.5673562500003,3.76743463093445
48,48,48,2019-01-25 09:15:00+05:30,2019-01-25 13:15:00+05:30,Long,10920.55,10822.81875,10822.81875,Initial SL Hit,-97.73124999999891,4.348673750000001,-102.07992374999891,7325.638360705277,-747800.6052808617,-7.478006052808617,2019,1734.4874325000014,-7.478006052808617
49,49,49,2019-01-31 11:15:00+05:30,2019-02-08 14:15:00+05:30,Long,10753.35,10656.31875,10935.7,Trailing SL Hit,182.35000000000036,4.337810000000001,178.01219000000037,7439.54209618398,1324329.1811389036,13.243291811389037,2019,1912.4996225000018,13.243291811389037
50,50,50,2019-02-20 15:15:00+05:30,2019-02-21 09:15:00+05:30,Long,10742.55,10655.493750000001,10730.35,Trailing SL Hit,-12.199999999998909,4.294580000000001,-16.49457999999891,7447.02142414976,-122835.49064234401,-1.2283549064234403,2019,1896.005042500003,-1.2283549064234403
51,51,51,2019-02-21 12:15:00+05:30,2019-02-26 09:15:00+05:30,Long,10787.15,10703.5125,10758.3,Trailing SL Hit,-28.850000000000364,4.309089999999999,-33.15909000000036,7416.231349336943,-245915.4827734878,-2.459154827734878,2019,1862.8459525000026,-2.459154827734878
52,52,52,2019-02-27 09:15:00+05:30,2019-02-27 11:15:00+05:30,Long,10915.1,10804.956250000001,10804.956250000001,Initial SL Hit,-110.14374999999927,4.34401125,-114.48776124999927,7329.296112724574,-839114.7034841587,-8.391147034841588,2019,1748.3581912500033,-8.391147034841588
53,53,53,2019-03-05 14:15:00+05:30,2019-03-25 09:15:00+05:30,Long,10986.15,10872.574999999999,11363.35,Trailing SL Hit,377.2000000000007,4.4699,372.73010000000073,7281.895841582356,2714181.765222581,27.14181765222581,2019,2121.088291250004,27.14181765222581
54,54,54,2019-03-26 14:15:00+05:30,2019-04-04 14:15:00+05:30,Long,11486.35,11361.43125,11592.2,Trailing SL Hit,105.85000000000036,4.615710000000001,101.23429000000036,6964.788640429727,705075.4330139712,7.0507543301397115,2019,2222.3225812500045,7.0507543301397115
55,55,55,2019-04-16 09:15:00+05:30,2019-04-22 09:15:00+05:30,Long,11776.25,11676.6125,11676.6125,Initial SL Hit,-99.63750000000073,4.6905725,-104.32807250000073,6793.334040972296,-708735.4463432806,-7.087354463432807,2019,2117.9945087500037,-7.087354463432807
56,56,56,2019-04-24 14:15:00+05:30,2019-04-25 14:15:00+05:30,Long,11731.65,11590.65625,11633.75,Trailing SL Hit,-97.89999999999964,4.673080000000001,-102.57307999999963,6819.16013518985,-699462.2580796368,-6.994622580796368,2019,2015.421428750004,-6.994622580796368
57,57,57,2019-05-17 11:15:00+05:30,2019-06-06 12:15:00+05:30,Long,11347.9,11225.0375,11910.95,Trailing SL Hit,563.0500000000011,4.65177,558.398230000001,7049.7625111254065,3936574.9081327897,39.3657490813279,2019,2573.819658750005,39.3657490813279
58,58,58,2019-06-10 09:15:00+05:30,2019-06-10 11:15:00+05:30,Long,11947.8,11832.418749999999,11889.1,Trailing SL Hit,-58.69999999999891,4.76738,-63.46737999999891,6695.793367816669,-424964.462076693,-4.24964462076693,2019,2510.352278750006,-4.24964462076693
59,59,59,2019-06-20 14:15:00+05:30,2019-06-21 09:15:00+05:30,Long,11837.55,11697.800000000001,11787.9,Trailing SL Hit,-49.649999999999636,4.72509,-54.37508999999964,6758.155192586304,-367475.2968308452,-3.674752968308452,2019,2455.9771887500065,-3.674752968308452
60,60,60,2019-06-25 14:15:00+05:30,2019-06-28 14:15:00+05:30,Long,11796.75,11703.925000000001,11787.7,Trailing SL Hit,-9.049999999999272,4.71689,-13.766889999999272,6781.528810901307,-93360.56117150416,-0.9336056117150416,2019,2442.210298750007,-0.9336056117150416
61,61,61,2019-08-08 14:15:00+05:30,2019-08-13 13:15:00+05:30,Long,11020.0,10858.76875,11025.85,Trailing SL Hit,5.850000000000364,4.40917,1.4408300000003642,7259.528130671506,10459.74591651807,0.10459745916518069,2019,2443.6511287500075,0.10459745916518069
62,62,62,2019-08-19 09:15:00+05:30,2019-08-20 09:15:00+05:30,Long,11112.9,11007.6,11007.6,Initial SL Hit,-105.29999999999927,4.4241,-109.72409999999927,7198.840986601157,-789886.3482979188,-7.898863482979188,2019,2333.927028750008,-7.898863482979188
63,63,63,2019-08-26 11:15:00+05:30,2019-08-29 10:15:00+05:30,Long,10926.5,10784.8625,10970.45,Trailing SL Hit,43.95000000000073,4.379390000000001,39.57061000000073,7321.6492014826335,289722.12510868604,2.8972212510868607,2019,2373.4976387500087,2.8972212510868607
64,64,64,2019-09-06 12:15:00+05:30,2019-09-13 09:15:00+05:30,Long,10937.7,10854.55625,10956.65,Trailing SL Hit,18.94999999999891,4.37887,14.57112999999891,7314.151969792551,106575.45919159536,1.0657545919159537,2019,2388.0687687500076,1.0657545919159537
65,65,65,2019-09-13 14:15:00+05:30,2019-09-16 12:15:00+05:30,Long,11078.35,10968.550000000001,10982.65,Trailing SL Hit,-95.70000000000073,4.4122,-100.11220000000073,7221.291979401264,-722939.4269002205,-7.2293942690022055,2019,2287.9565687500067,-7.2293942690022055
66,66,66,2019-09-20 10:15:00+05:30,2019-10-01 13:15:00+05:30,Long,11051.7,10702.675,11264.8,Trailing SL Hit,213.09999999999854,4.4633,208.63669999999854,7238.705357546803,1510259.5980708743,15.102595980708742,2019,2496.5932687500053,15.102595980708742
67,67,67,2019-10-09 14:15:00+05:30,2019-10-10 09:15:00+05:30,Long,11310.55,11151.725,11284.35,Trailing SL Hit,-26.19999999999891,4.518980000000001,-30.718979999998908,7073.042424992595,-217276.64879249132,-2.172766487924913,2019,2465.8742887500066,-2.172766487924913
68,68,68,2019-10-11 09:15:00+05:30,2019-10-11 10:15:00+05:30,Long,11346.35,11232.643750000001,11232.643750000001,Initial SL Hit,-113.70624999999927,4.51579875,-118.22204874999927,7050.725563727542,-833551.2213178636,-8.335512213178637,2019,2347.652240000007,-8.335512213178637
69,69,69,2019-10-14 13:15:00+05:30,2019-10-25 12:15:00+05:30,Long,11406.25,11311.44375,11501.85,Trailing SL Hit,95.60000000000036,4.58162,91.01838000000036,7013.698630136986,638375.4871232902,6.383754871232902,2019,2438.6706200000076,6.383754871232902
70,70,70,2019-10-29 09:15:00+05:30,2019-11-11 10:15:00+05:30,Long,11690.65,11566.212500000001,11888.4,Trailing SL Hit,197.75,4.71581,193.03419,6843.07544918375,1320947.5264420712,13.209475264420712,2019,2631.7048100000075,13.209475264420712
71,71,71,2019-11-15 09:15:00+05:30,2019-11-15 14:15:00+05:30,Long,11931.65,11832.73125,11891.6,Trailing SL Hit,-40.04999999999927,4.7646500000000005,-44.814649999999276,6704.856411309417,-300475.7933730827,-3.004757933730827,2019,2586.890160000008,-3.004757933730827
72,72,72,2019-11-20 09:15:00+05:30,2019-11-22 09:15:00+05:30,Long,12014.55,11914.824999999999,11929.05,Trailing SL Hit,-85.5,4.78872,-90.28872,6658.593122505629,-601195.8500318364,-6.011958500318364,2019,2496.601440000008,-6.011958500318364
73,73,73,2019-11-25 11:15:00+05:30,2019-11-29 13:15:00+05:30,Long,12017.1,11916.9,12026.75,Trailing SL Hit,9.649999999999636,4.80877,4.841229999999636,6657.180184903179,32228.940426556397,0.32228940426556396,2019,2501.4426700000076,0.32228940426556396
74,74,74,2019-12-13 09:15:00+05:30,2019-12-26 12:15:00+05:30,Long,12056.2,11958.581250000001,12175.6,Trailing SL Hit,119.39999999999964,4.846360000000001,114.55363999999963,6635.589986894709,760130.9865463388,7.601309865463388,2019,2615.9963100000073,7.601309865463388
75,75,75,2020-01-09 09:15:00+05:30,2020-01-20 10:15:00+05:30,Long,12157.0,11990.25,12290.35,Trailing SL Hit,133.35000000000036,4.88947,128.46053000000038,6580.570864522498,845343.6209591207,8.453436209591207,2020,2744.4568400000076,8.453436209591207
76,76,76,2020-01-24 09:15:00+05:30,2020-01-27 09:15:00+05:30,Long,12229.75,12137.675000000001,12202.6,Trailing SL Hit,-27.149999999999636,4.88647,-32.03646999999964,6541.425621946483,-209564.18569471748,-2.0956418569471746,2020,2712.420370000008,-2.0956418569471746
77,77,77,2020-02-04 14:15:00+05:30,2020-02-10 09:15:00+05:30,Long,11976.85,11840.0625,12023.9,Trailing SL Hit,47.04999999999927,4.80015,42.24984999999927,6679.552636962139,282210.09697874996,2.8221009697874995,2020,2754.6702200000072,2.8221009697874995
78,78,78,2020-02-11 09:15:00+05:30,2020-02-17 09:15:00+05:30,Long,12157.85,12019.425,12103.3,Trailing SL Hit,-54.55000000000109,4.8522300000000005,-59.40223000000109,6580.11079261547,-390873.2547284336,-3.908732547284336,2020,2695.267990000006,-3.908732547284336
79,79,79,2020-02-19 09:15:00+05:30,2020-02-19 10:15:00+05:30,Long,12071.35,11951.28125,12067.6,Trailing SL Hit,-3.75,4.82779,-8.57779,6627.2620709365565,-56847.26231945889,-0.5684726231945889,2020,2686.6902000000064,-0.5684726231945889
80,80,80,2020-02-19 11:15:00+05:30,2020-02-20 14:15:00+05:30,Long,12092.85,11979.0875,12084.6,Trailing SL Hit,-8.25,4.83549,-13.08549,6615.479394849022,-86566.78946650293,-0.8656678946650292,2020,2673.6047100000064,-0.8656678946650292
81,81,81,2020-03-26 09:15:00+05:30,2020-03-30 09:15:00+05:30,Long,8676.7,8027.94375,8479.7,Trailing SL Hit,-197.0,3.4312800000000006,-200.43128,9220.095197482913,-1847995.482153353,-18.479954821533532,2020,2473.1734300000066,-18.479954821533532
82,82,82,2020-03-31 11:15:00+05:30,2020-04-01 09:15:00+05:30,Long,8568.15,8359.99375,8359.99375,Initial SL Hit,-208.15625,3.38562875,-211.54187875,9336.904699380846,-1975146.361816728,-19.751463618167282,2020,2261.631551250007,-19.751463618167282
83,83,83,2020-04-07 09:15:00+05:30,2020-04-21 11:15:00+05:30,Long,8411.05,8123.756249999999,9001.95,Trailing SL Hit,590.9000000000015,3.4826,587.4174000000014,9511.297638225906,5587101.729272815,55.87101729272815,2020,2849.048951250008,55.87101729272815
84,84,84,2020-04-22 10:15:00+05:30,2020-05-04 09:15:00+05:30,Long,9110.05,8955.48125,9376.8,Trailing SL Hit,266.75,3.69737,263.05263,8781.51052957997,2309999.440178704,23.09999440178704,2020,3112.101581250008,23.09999440178704
85,85,85,2020-05-08 10:15:00+05:30,2020-05-08 13:15:00+05:30,Long,9341.15,9216.9125,9295.9,Trailing SL Hit,-45.25,3.72741,-48.97741,8564.25600702269,-419455.07780091313,-4.194550778009131,2020,3063.124171250008,-4.194550778009131
86,86,86,2020-05-11 09:15:00+05:30,2020-05-11 13:15:00+05:30,Long,9384.75,9290.9625,9292.85,Trailing SL Hit,-91.89999999999964,3.7355199999999997,-95.63551999999963,8524.467886731132,-815241.9190708298,-8.152419190708297,2020,2967.4886512500084,-8.152419190708297
87,87,87,2020-05-13 09:15:00+05:30,2020-05-14 09:15:00+05:30,Long,9391.9,9117.5,9240.55,Trailing SL Hit,-151.35000000000036,3.7264899999999996,-155.07649000000038,8517.978257860497,-1320938.170125324,-13.209381701253239,2020,2812.412161250008,-13.209381701253239
88,88,88,2020-05-20 15:15:00+05:30,2020-05-22 09:15:00+05:30,Long,9085.15,8942.425,9067.25,Trailing SL Hit,-17.899999999999636,3.6304800000000004,-21.530479999999635,8805.57833387451,-189588.32820591523,-1.8958832820591525,2020,2790.8816812500086,-1.8958832820591525
89,89,89,2020-05-26 09:15:00+05:30,2020-05-26 12:15:00+05:30,Long,9127.9,9009.2125,9067.35,Trailing SL Hit,-60.54999999999927,3.63905,-64.18904999999927,8764.337909048083,-562574.5242607765,-5.625745242607765,2020,2726.692631250009,-5.625745242607765
90,90,90,2020-05-27 12:15:00+05:30,2020-06-11 13:15:00+05:30,Long,9182.2,9039.11875,9957.85,Trailing SL Hit,775.6499999999996,3.828010000000001,771.8219899999997,8712.50898477489,6724506.022521832,67.24506022521832,2020,3498.5146212500085,67.24506022521832
91,91,91,2020-06-12 14:15:00+05:30,2020-06-15 09:15:00+05:30,Long,9975.7,9754.793749999999,9867.25,Trailing SL Hit,-108.45000000000073,3.9685900000000003,-112.41859000000073,8019.487354270877,-901539.4608899684,-9.015394608899685,2020,3386.096031250008,-9.015394608899685
92,92,92,2020-06-16 09:15:00+05:30,2020-06-16 12:15:00+05:30,Long,9985.8,9797.86875,9843.55,Trailing SL Hit,-142.25,3.96587,-146.21587,8011.376154138878,-1171390.33427467,-11.713903342746702,2020,3239.880161250008,-11.713903342746702
93,93,93,2020-06-18 13:15:00+05:30,2020-06-29 09:15:00+05:30,Long,10055.9,9902.03125,10242.2,Trailing SL Hit,186.3000000000011,4.05962,182.2403800000011,7955.528595153094,1449818.5542815747,14.498185542815747,2020,3422.120541250009,14.498185542815747
94,94,94,2020-06-30 09:15:00+05:30,2020-07-14 10:15:00+05:30,Long,10384.45,10266.668749999999,10628.35,Trailing SL Hit,243.89999999999964,4.202560000000001,239.69743999999963,7703.826394272204,1846587.464911475,18.465874649114753,2020,3661.8179812500084,18.465874649114753
95,95,95,2020-07-15 09:15:00+05:30,2020-07-15 14:15:00+05:30,Long,10755.8,10618.025,10618.025,Initial SL Hit,-137.77499999999964,4.2747649999999995,-142.04976499999964,7437.847486937281,-1056544.4876252788,-10.565444876252789,2020,3519.7682162500087,-10.565444876252789
96,96,96,2020-07-17 09:15:00+05:30,2020-07-30 13:15:00+05:30,Long,10809.2,10658.03125,11128.8,Trailing SL Hit,319.59999999999854,4.3876,315.2123999999985,7401.102764311882,2332919.364985372,23.329193649853718,2020,3834.980616250007,23.329193649853718
97,97,97,2020-08-04 14:15:00+05:30,2020-08-14 13:15:00+05:30,Long,11095.1,10971.475,11188.2,Trailing SL Hit,93.10000000000036,4.456660000000001,88.64334000000036,7210.390172238195,639153.0675703716,6.391530675703716,2020,3923.6239562500077,6.391530675703716
98,98,98,2020-08-18 09:15:00+05:30,2020-08-31 13:15:00+05:30,Long,11317.15,11198.09375,11430.6,Trailing SL Hit,113.45000000000073,4.54955,108.90045000000073,7068.917527822818,769808.2997927975,7.698082997927975,2020,4032.5244062500083,7.698082997927975
99,99,99,2020-09-10 10:15:00+05:30,2020-09-10 13:15:00+05:30,Long,11405.0,11250.575,11384.9,Trailing SL Hit,-20.100000000000364,4.557980000000001,-24.657980000000364,7014.467338886453,-172962.59535291794,-1.7296259535291794,2020,4007.866426250008,-1.7296259535291794
