,index,Trade No.,Entry_Date,Exit_Date,Trade_Type,Entry_Price,Initial SL,Exit_Price,Exit Remark,PnL,Slippage,PnL w cs,Qty,Profit_Loss INR,ROI%,Trade Year,Cumulative_PnL,ROI% w cs
16,16,16,2017-10-12 14:15:00+05:30,2017-11-07 13:15:00+05:30,Long,10097.85,9997.205555555554,10362.35,Trailing SL Hit,264.5,4.09204,260.40796,7922.478547413558,2063076.4766757279,20.63076476675728,2017,1187.7937011111117,20.63076476675728
17,17,17,2017-11-17 09:15:00+05:30,2017-11-29 15:15:00+05:30,Long,10322.05,10184.155555555555,10350.65,Trailing SL Hit,28.600000000000364,4.134539999999999,24.465460000000363,7750.398418918723,189617.06250212208,1.8961706250212207,2017,1212.259161111112,1.8961706250212207
18,18,18,2017-12-08 09:15:00+05:30,2017-12-13 09:15:00+05:30,Long,10238.8,10110.033333333333,10226.75,Trailing SL Hit,-12.049999999999272,4.09311,-16.14310999999927,7813.415634644685,-126132.82806578328,-1.261328280657833,2017,1196.1160511111127,-1.261328280657833
19,19,19,2017-12-15 09:15:00+05:30,2017-12-18 09:15:00+05:30,Long,10360.3,10196.661111111112,10196.661111111112,Initial SL Hit,-163.63888888888687,4.111392222222222,-167.7502811111091,7721.784118220516,-1295331.4565107892,-12.953314565107892,2017,1028.3657700000035,-12.953314565107892
20,20,20,2017-12-18 10:15:00+05:30,2018-01-01 14:15:00+05:30,Long,10406.2,10308.605555555558,10442.7,Trailing SL Hit,36.5,4.16978,32.33022,7687.724625703907,248545.82844842493,2.4854582844842494,2017,1060.6959900000036,2.4854582844842494
21,21,21,2018-01-05 09:15:00+05:30,2018-01-31 13:15:00+05:30,Long,10554.25,10469.472222222223,11000.75,Trailing SL Hit,446.5,4.311,442.189,7579.884880498377,3351741.715422697,33.51741715422697,2018,1502.8849900000037,33.51741715422697
22,22,22,2018-02-23 11:15:00+05:30,2018-02-28 12:15:00+05:30,Long,10459.95,10373.227777777776,10493.45,Trailing SL Hit,33.5,4.19068,29.30932,7648.220115774931,224164.1308036845,2.2416413080368454,2018,1532.1943100000037,2.2416413080368454
23,23,23,2018-03-12 09:15:00+05:30,2018-03-14 11:15:00+05:30,Long,10333.5,10248.716666666667,10354.85,Trailing SL Hit,21.350000000000364,4.13767,17.212330000000364,7741.810615957807,133254.59911937185,1.3325459911937185,2018,1549.406640000004,1.3325459911937185
24,24,24,2018-03-26 15:15:00+05:30,2018-03-28 09:15:00+05:30,Long,10140.8,10006.905555555555,10114.2,Trailing SL Hit,-26.599999999998545,4.051,-30.650999999998547,7888.923950773115,-241803.4080151353,-2.418034080151353,2018,1518.7556400000055,-2.418034080151353
25,25,25,2018-04-05 14:15:00+05:30,2018-05-04 09:15:00+05:30,Long,10322.35,10212.677777777779,10641.85,Trailing SL Hit,319.5,4.19284,315.30716,7750.173167931721,2443685.091088754,24.436850910887543,2018,1834.0628000000056,24.436850910887543
26,26,26,2018-05-07 14:15:00+05:30,2018-05-16 09:15:00+05:30,Long,10713.9,10642.377777777778,10711.55,Trailing SL Hit,-2.350000000000364,4.285089999999999,-6.635090000000363,7466.935476343815,-49543.788909736795,-0.49543788909736797,2018,1827.4277100000052,-0.49543788909736797
27,27,27,2018-05-25 13:15:00+05:30,2018-05-30 09:15:00+05:30,Long,10617.2,10518.488888888889,10586.05,Trailing SL Hit,-31.150000000001455,4.2406500000000005,-35.39065000000146,7534.94329955167,-266666.5410842893,-2.666665410842893,2018,1792.0370600000037,-2.666665410842893
28,28,28,2018-05-31 14:15:00+05:30,2018-06-04 13:15:00+05:30,Long,10732.6,10625.588888888888,10639.9,Trailing SL Hit,-92.70000000000073,4.274500000000001,-96.97450000000073,7453.925423476137,-722840.6909788921,-7.228406909788921,2018,1695.062560000003,-7.228406909788921
29,29,29,2018-06-07 09:15:00+05:30,2018-06-15 12:15:00+05:30,Long,10764.75,10638.761111111111,10767.85,Trailing SL Hit,3.100000000000364,4.30652,-1.206519999999636,7431.6635314336145,-8966.45068394258,-0.0896645068394258,2018,1693.8560400000033,-0.0896645068394258
30,30,30,2018-06-22 14:15:00+05:30,2018-06-25 14:15:00+05:30,Long,10828.2,10736.727777777778,10763.35,Trailing SL Hit,-64.85000000000036,4.318310000000001,-69.16831000000036,7388.116215068063,-511023.5126798571,-5.110235126798571,2018,1624.6877300000028,-5.110235126798571
31,31,31,2018-06-29 14:15:00+05:30,2018-06-29 15:15:00+05:30,Long,10718.35,10628.116666666667,10711.4,Trailing SL Hit,-6.950000000000728,4.285950000000001,-11.235950000000727,7463.835385110581,-83863.28119533867,-0.8386328119533867,2018,1613.4517800000021,-0.8386328119533867
32,32,32,2018-07-10 09:15:00+05:30,2018-07-19 14:15:00+05:30,Long,10915.6,10828.733333333334,10954.85,Trailing SL Hit,39.25,4.374090000000001,34.87591,7328.960386969108,255604.1628494998,2.556041628494998,2018,1648.3276900000021,2.556041628494998
33,33,33,2018-07-24 09:15:00+05:30,2018-08-13 09:15:00+05:30,Long,11130.75,11040.766666666668,11357.7,Trailing SL Hit,226.95000000000073,4.49769,222.45231000000072,7187.296453518406,1598830.6987399824,15.988306987399826,2018,1870.780000000003,15.988306987399826
34,34,34,2018-08-20 09:15:00+05:30,2018-09-03 14:15:00+05:30,Long,11541.0,11454.666666666666,11584.3,Trailing SL Hit,43.29999999999927,4.62506,38.674939999999275,6931.808335499523,268087.2714669389,2.680872714669389,2018,1909.4549400000021,2.680872714669389
35,35,35,2018-09-14 12:15:00+05:30,2018-09-17 09:15:00+05:30,Long,11481.7,11365.333333333334,11419.1,Trailing SL Hit,-62.600000000000364,4.580160000000001,-67.18016000000037,6967.609326145082,-468085.1093479214,-4.680851093479214,2018,1842.2747800000018,-4.680851093479214
36,36,36,2018-10-16 09:15:00+05:30,2018-10-17 14:15:00+05:30,Long,10588.7,10455.166666666666,10455.166666666666,Initial SL Hit,-133.53333333333467,4.208773333333334,-137.742106666668,7555.223965170417,-1040672.4653010699,-10.406724653010698,2018,1704.5326733333338,-10.406724653010698
37,37,37,2018-10-29 14:15:00+05:30,2018-10-30 14:15:00+05:30,Long,10256.85,10072.394444444444,10201.75,Trailing SL Hit,-55.100000000000364,4.09172,-59.191720000000366,7799.6655893378565,-461675.62165772426,-4.616756216577242,2018,1645.3409533333336,-4.616756216577242
38,38,38,2018-10-31 13:15:00+05:30,2018-11-13 10:15:00+05:30,Long,10318.3,10181.599999999999,10469.05,Trailing SL Hit,150.75,4.15747,146.59253,7753.215161412249,1136563.42614578,11.3656342614578,2018,1791.9334833333337,11.3656342614578
39,39,39,2018-11-13 14:15:00+05:30,2018-11-21 09:15:00+05:30,Long,10588.9,10485.716666666667,10602.65,Trailing SL Hit,13.75,4.23831,9.51169,7555.08126434285,71861.59091123725,0.7186159091123724,2018,1801.4451733333337,0.7186159091123724
40,40,40,2018-11-26 14:15:00+05:30,2018-12-05 13:15:00+05:30,Long,10635.7,10529.455555555554,10786.0,Trailing SL Hit,150.29999999999927,4.28434,146.0156599999993,7521.836832554509,1098305.9695177507,10.983059695177507,2018,1947.460833333333,10.983059695177507
41,41,41,2018-12-12 10:15:00+05:30,2018-12-21 10:15:00+05:30,Long,10660.05,10485.238888888889,10831.6,Trailing SL Hit,171.5500000000011,4.298330000000001,167.2516700000011,7504.655231448258,1255166.1202339658,12.551661202339659,2018,2114.712503333334,12.551661202339659
42,42,42,2018-12-27 09:15:00+05:30,2018-12-27 15:15:00+05:30,Long,10784.0,10632.327777777777,10773.7,Trailing SL Hit,-10.299999999999272,4.31154,-14.611539999999273,7418.39762611276,-108394.21364984625,-1.0839421364984625,2018,2100.1009633333347,-1.0839421364984625
43,43,43,2018-12-28 09:15:00+05:30,2019-01-02 12:15:00+05:30,Long,10878.55,10775.827777777778,10805.65,Trailing SL Hit,-72.89999999999964,4.33684,-77.23683999999963,7353.921248695829,-567993.6388581172,-5.679936388581171,2018,2022.864123333335,-5.679936388581171
44,44,44,2019-01-07 09:15:00+05:30,2019-01-07 14:15:00+05:30,Long,10815.35,10680.083333333334,10774.4,Trailing SL Hit,-40.95000000000073,4.317950000000001,-45.26795000000073,7396.8942290355835,-334842.23811527673,-3.3484223811527674,2019,1977.5961733333343,-3.3484223811527674
45,45,45,2019-01-09 09:15:00+05:30,2019-01-09 13:15:00+05:30,Long,10857.2,10771.783333333333,10771.783333333333,Initial SL Hit,-85.41666666666788,4.325796666666667,-89.74246333333454,7368.382271672253,-661256.7758415395,-6.612567758415395,2019,1887.8537099999996,-6.612567758415395
46,46,46,2019-01-15 09:15:00+05:30,2019-01-22 11:15:00+05:30,Long,10821.25,10725.566666666666,10876.55,Trailing SL Hit,55.29999999999927,4.33956,50.960439999999274,7392.861268337761,376743.463093445,3.76743463093445,2019,1938.814149999999,3.76743463093445
47,47,47,2019-01-25 09:15:00+05:30,2019-01-25 13:15:00+05:30,Long,10920.55,10821.611111111111,10821.611111111111,Initial SL Hit,-98.93888888888796,4.348432222222223,-103.28732111111019,7325.638360705277,-756645.5617060327,-7.566455617060328,2019,1835.5268288888888,-7.566455617060328
48,48,48,2019-01-31 11:15:00+05:30,2019-02-08 14:15:00+05:30,Long,10753.35,10652.55,10935.7,Trailing SL Hit,182.35000000000036,4.337810000000001,178.01219000000037,7439.54209618398,1324329.1811389036,13.243291811389037,2019,2013.5390188888891,13.243291811389037
49,49,49,2019-02-21 12:15:00+05:30,2019-02-26 09:15:00+05:30,Long,10787.15,10697.811111111112,10758.3,Trailing SL Hit,-28.850000000000364,4.309089999999999,-33.15909000000036,7416.231349336943,-245915.4827734878,-2.459154827734878,2019,1980.3799288888888,-2.459154827734878
50,50,50,2019-02-27 09:15:00+05:30,2019-02-27 11:15:00+05:30,Long,10915.1,10813.0,10813.0,Initial SL Hit,-102.10000000000036,4.34562,-106.44562000000036,7329.296112724574,-780171.4688825598,-7.801714688825598,2019,1873.9343088888884,-7.801714688825598
51,51,51,2019-03-05 13:15:00+05:30,2019-03-25 09:15:00+05:30,Long,10928.4,10855.616666666667,11363.35,Trailing SL Hit,434.9500000000007,4.45835,430.49165000000073,7320.376267340142,3151360.857948104,31.51360857948104,2019,2304.425958888889,31.51360857948104
52,52,52,2019-03-26 14:15:00+05:30,2019-04-04 14:15:00+05:30,Long,11486.35,11357.177777777779,11592.2,Trailing SL Hit,105.85000000000036,4.615710000000001,101.23429000000036,6964.788640429727,705075.4330139712,7.0507543301397115,2019,2405.6602488888893,7.0507543301397115
53,53,53,2019-04-16 09:15:00+05:30,2019-04-22 09:15:00+05:30,Long,11776.25,11671.322222222221,11671.322222222221,Initial SL Hit,-104.92777777777883,4.689514444444445,-109.61729222222327,6793.334040972296,-744666.882732437,-7.44666882732437,2019,2296.042956666666,-7.44666882732437
54,54,54,2019-04-24 14:15:00+05:30,2019-04-25 14:15:00+05:30,Long,11731.65,11592.927777777779,11633.75,Trailing SL Hit,-97.89999999999964,4.673080000000001,-102.57307999999963,6819.16013518985,-699462.2580796368,-6.994622580796368,2019,2193.4698766666666,-6.994622580796368
55,55,55,2019-05-17 11:15:00+05:30,2019-06-06 12:15:00+05:30,Long,11347.9,11215.96111111111,11910.95,Trailing SL Hit,563.0500000000011,4.65177,558.398230000001,7049.7625111254065,3936574.9081327897,39.3657490813279,2019,2751.8681066666677,39.3657490813279
56,56,56,2019-06-10 09:15:00+05:30,2019-06-10 11:15:00+05:30,Long,11947.8,11833.288888888888,11889.1,Trailing SL Hit,-58.69999999999891,4.76738,-63.46737999999891,6695.793367816669,-424964.462076693,-4.24964462076693,2019,2688.4007266666686,-4.24964462076693
57,57,57,2019-06-20 14:15:00+05:30,2019-06-21 09:15:00+05:30,Long,11837.55,11693.900000000001,11787.9,Trailing SL Hit,-49.649999999999636,4.72509,-54.37508999999964,6758.155192586304,-367475.2968308452,-3.674752968308452,2019,2634.025636666669,-3.674752968308452
58,58,58,2019-06-25 14:15:00+05:30,2019-06-28 14:15:00+05:30,Long,11796.75,11703.08888888889,11787.7,Trailing SL Hit,-9.049999999999272,4.71689,-13.766889999999272,6781.528810901307,-93360.56117150416,-0.9336056117150416,2019,2620.2587466666696,-0.9336056117150416
59,59,59,2019-08-08 14:15:00+05:30,2019-08-13 13:15:00+05:30,Long,11020.0,10861.21111111111,11025.85,Trailing SL Hit,5.850000000000364,4.40917,1.4408300000003642,7259.528130671506,10459.74591651807,0.10459745916518069,2019,2621.69957666667,0.10459745916518069
60,60,60,2019-08-19 09:15:00+05:30,2019-08-20 09:15:00+05:30,Long,11112.9,11007.777777777777,11007.777777777777,Initial SL Hit,-105.12222222222226,4.424135555555555,-109.54635777777781,7198.840986601157,-788606.8103035414,-7.886068103035414,2019,2512.1532188888923,-7.886068103035414
61,61,61,2019-08-26 11:15:00+05:30,2019-08-29 10:15:00+05:30,Long,10926.5,10776.93888888889,10970.45,Trailing SL Hit,43.95000000000073,4.379390000000001,39.57061000000073,7321.6492014826335,289722.12510868604,2.8972212510868607,2019,2551.723828888893,2.8972212510868607
62,62,62,2019-09-06 14:15:00+05:30,2019-09-13 09:15:00+05:30,Long,10949.3,10872.65,10956.65,Trailing SL Hit,7.350000000000364,4.381189999999999,2.9688100000003645,7306.403149059758,21691.322732962763,0.21691322732962762,2019,2554.6926388888933,0.21691322732962762
63,63,63,2019-09-13 14:15:00+05:30,2019-09-16 12:15:00+05:30,Long,11078.35,10972.455555555556,10982.65,Trailing SL Hit,-95.70000000000073,4.4122,-100.11220000000073,7221.291979401264,-722939.4269002205,-7.2293942690022055,2019,2454.5804388888923,-7.2293942690022055
64,64,64,2019-09-20 10:15:00+05:30,2019-10-01 13:15:00+05:30,Long,11051.7,10708.46111111111,11264.8,Trailing SL Hit,213.09999999999854,4.4633,208.63669999999854,7238.705357546803,1510259.5980708743,15.102595980708742,2019,2663.217138888891,15.102595980708742
65,65,65,2019-10-09 14:15:00+05:30,2019-10-10 09:15:00+05:30,Long,11310.55,11154.016666666666,11284.35,Trailing SL Hit,-26.19999999999891,4.518980000000001,-30.718979999998908,7073.042424992595,-217276.64879249132,-2.172766487924913,2019,2632.4981588888922,-2.172766487924913
66,66,66,2019-10-11 09:15:00+05:30,2019-10-11 10:15:00+05:30,Long,11346.35,11240.977777777778,11240.977777777778,Initial SL Hit,-105.37222222222226,4.517465555555556,-109.88968777777782,7050.725563727542,-774802.0308048162,-7.7480203080481616,2019,2522.6084711111143,-7.7480203080481616
67,67,67,2019-10-14 13:15:00+05:30,2019-10-25 12:15:00+05:30,Long,11406.25,11303.244444444445,11501.85,Trailing SL Hit,95.60000000000036,4.58162,91.01838000000036,7013.698630136986,638375.4871232902,6.383754871232902,2019,2613.626851111115,6.383754871232902
68,68,68,2019-10-29 09:15:00+05:30,2019-11-11 10:15:00+05:30,Long,11690.65,11565.427777777779,11888.4,Trailing SL Hit,197.75,4.71581,193.03419,6843.07544918375,1320947.5264420712,13.209475264420712,2019,2806.6610411111146,13.209475264420712
69,69,69,2019-11-15 09:15:00+05:30,2019-11-15 14:15:00+05:30,Long,11931.65,11832.738888888889,11891.6,Trailing SL Hit,-40.04999999999927,4.7646500000000005,-44.814649999999276,6704.856411309417,-300475.7933730827,-3.004757933730827,2019,2761.8463911111153,-3.004757933730827
70,70,70,2019-11-20 09:15:00+05:30,2019-11-22 09:15:00+05:30,Long,12014.55,11910.722222222223,11929.05,Trailing SL Hit,-85.5,4.78872,-90.28872,6658.593122505629,-601195.8500318364,-6.011958500318364,2019,2671.5576711111153,-6.011958500318364
71,71,71,2019-11-25 11:15:00+05:30,2019-11-29 13:15:00+05:30,Long,12017.1,11916.833333333334,12026.75,Trailing SL Hit,9.649999999999636,4.80877,4.841229999999636,6657.180184903179,32228.940426556397,0.32228940426556396,2019,2676.398901111115,0.32228940426556396
72,72,72,2019-12-12 09:15:00+05:30,2019-12-12 10:15:00+05:30,Long,11953.75,11870.177777777777,11944.7,Trailing SL Hit,-9.049999999999272,4.77969,-13.829689999999273,6692.460524939873,-92554.65439715084,-0.9255465439715084,2019,2662.5692111111157,-0.9255465439715084
73,73,73,2019-12-13 09:15:00+05:30,2019-12-26 12:15:00+05:30,Long,12056.2,11953.177777777779,12175.6,Trailing SL Hit,119.39999999999964,4.846360000000001,114.55363999999963,6635.589986894709,760130.9865463388,7.601309865463388,2019,2777.1228511111153,7.601309865463388
74,74,74,2020-01-09 09:15:00+05:30,2020-01-20 10:15:00+05:30,Long,12157.0,11997.322222222221,12290.35,Trailing SL Hit,133.35000000000036,4.88947,128.46053000000038,6580.570864522498,845343.6209591207,8.453436209591207,2020,2905.5833811111156,8.453436209591207
75,75,75,2020-01-24 09:15:00+05:30,2020-01-27 09:15:00+05:30,Long,12229.75,12133.188888888888,12202.6,Trailing SL Hit,-27.149999999999636,4.88647,-32.03646999999964,6541.425621946483,-209564.18569471748,-2.0956418569471746,2020,2873.546911111116,-2.0956418569471746
76,76,76,2020-02-04 14:15:00+05:30,2020-02-10 09:15:00+05:30,Long,11976.85,11820.594444444445,12023.9,Trailing SL Hit,47.04999999999927,4.80015,42.24984999999927,6679.552636962139,282210.09697874996,2.8221009697874995,2020,2915.7967611111153,2.8221009697874995
77,77,77,2020-02-11 09:15:00+05:30,2020-02-17 09:15:00+05:30,Long,12157.85,12026.7,12103.3,Trailing SL Hit,-54.55000000000109,4.8522300000000005,-59.40223000000109,6580.11079261547,-390873.2547284336,-3.908732547284336,2020,2856.3945311111142,-3.908732547284336
78,78,78,2020-02-19 09:15:00+05:30,2020-02-19 10:15:00+05:30,Long,12071.35,11960.977777777778,12067.6,Trailing SL Hit,-3.75,4.82779,-8.57779,6627.2620709365565,-56847.26231945889,-0.5684726231945889,2020,2847.8167411111144,-0.5684726231945889
79,79,79,2020-02-19 11:15:00+05:30,2020-02-20 14:15:00+05:30,Long,12092.85,11974.016666666668,12084.6,Trailing SL Hit,-8.25,4.83549,-13.08549,6615.479394849022,-86566.78946650293,-0.8656678946650292,2020,2834.7312511111145,-0.8656678946650292
80,80,80,2020-03-26 09:15:00+05:30,2020-03-30 09:15:00+05:30,Long,8676.7,8002.661111111111,8479.7,Trailing SL Hit,-197.0,3.4312800000000006,-200.43128,9220.095197482913,-1847995.482153353,-18.479954821533532,2020,2634.2999711111147,-18.479954821533532
81,81,81,2020-03-31 11:15:00+05:30,2020-04-01 09:15:00+05:30,Long,8568.15,8369.855555555558,8369.855555555558,Initial SL Hit,-198.29444444444198,3.387601111111112,-201.6820455555531,9336.904699380846,-1883086.0389283856,-18.830860389283856,2020,2432.6179255555617,-18.830860389283856
82,82,82,2020-04-07 09:15:00+05:30,2020-04-21 11:15:00+05:30,Long,8411.05,8137.855555555555,9001.95,Trailing SL Hit,590.9000000000015,3.4826,587.4174000000014,9511.297638225906,5587101.729272815,55.87101729272815,2020,3020.035325555563,55.87101729272815
83,83,83,2020-04-22 10:15:00+05:30,2020-05-04 09:15:00+05:30,Long,9110.05,8957.061111111112,9376.8,Trailing SL Hit,266.75,3.69737,263.05263,8781.51052957997,2309999.440178704,23.09999440178704,2020,3283.087955555563,23.09999440178704
84,84,84,2020-05-08 10:15:00+05:30,2020-05-08 13:15:00+05:30,Long,9341.15,9212.355555555556,9295.9,Trailing SL Hit,-45.25,3.72741,-48.97741,8564.25600702269,-419455.07780091313,-4.194550778009131,2020,3234.110545555563,-4.194550778009131
85,85,85,2020-05-11 09:15:00+05:30,2020-05-11 13:15:00+05:30,Long,9384.75,9279.5,9292.85,Trailing SL Hit,-91.89999999999964,3.7355199999999997,-95.63551999999963,8524.467886731132,-815241.9190708298,-8.152419190708297,2020,3138.475025555563,-8.152419190708297
86,86,86,2020-05-13 09:15:00+05:30,2020-05-14 09:15:00+05:30,Long,9391.9,9130.53888888889,9240.55,Trailing SL Hit,-151.35000000000036,3.7264899999999996,-155.07649000000038,8517.978257860497,-1320938.170125324,-13.209381701253239,2020,2983.398535555563,-13.209381701253239
87,87,87,2020-05-20 15:15:00+05:30,2020-05-22 09:15:00+05:30,Long,9085.15,8932.744444444445,9067.25,Trailing SL Hit,-17.899999999999636,3.6304800000000004,-21.530479999999635,8805.57833387451,-189588.32820591523,-1.8958832820591525,2020,2961.8680555555634,-1.8958832820591525
88,88,88,2020-05-26 09:15:00+05:30,2020-05-26 12:15:00+05:30,Long,9127.9,9018.788888888888,9067.35,Trailing SL Hit,-60.54999999999927,3.63905,-64.18904999999927,8764.337909048083,-562574.5242607765,-5.625745242607765,2020,2897.679005555564,-5.625745242607765
89,89,89,2020-05-27 12:15:00+05:30,2020-06-11 13:15:00+05:30,Long,9182.2,9042.566666666666,9957.85,Trailing SL Hit,775.6499999999996,3.828010000000001,771.8219899999997,8712.50898477489,6724506.022521832,67.24506022521832,2020,3669.5009955555633,67.24506022521832
90,90,90,2020-06-12 14:15:00+05:30,2020-06-15 09:15:00+05:30,Long,9975.7,9776.655555555557,9867.25,Trailing SL Hit,-108.45000000000073,3.9685900000000003,-112.41859000000073,8019.487354270877,-901539.4608899684,-9.015394608899685,2020,3557.0824055555627,-9.015394608899685
91,91,91,2020-06-16 09:15:00+05:30,2020-06-16 12:15:00+05:30,Long,9985.8,9814.96111111111,9843.55,Trailing SL Hit,-142.25,3.96587,-146.21587,8011.376154138878,-1171390.33427467,-11.713903342746702,2020,3410.8665355555627,-11.713903342746702
92,92,92,2020-06-18 13:15:00+05:30,2020-06-29 09:15:00+05:30,Long,10055.9,9904.955555555556,10242.2,Trailing SL Hit,186.3000000000011,4.05962,182.2403800000011,7955.528595153094,1449818.5542815747,14.498185542815747,2020,3593.106915555564,14.498185542815747
93,93,93,2020-06-30 09:15:00+05:30,2020-06-30 14:15:00+05:30,Long,10384.45,10279.12777777778,10279.12777777778,Initial SL Hit,-105.32222222222117,4.132715555555556,-109.45493777777673,7703.826394272204,-843221.8386358583,-8.432218386358583,2020,3483.651977777787,-8.432218386358583
94,94,94,2020-07-01 12:15:00+05:30,2020-07-14 10:15:00+05:30,Long,10421.4,10323.438888888888,10628.35,Trailing SL Hit,206.95000000000073,4.20995,202.74005000000074,7676.5117930412425,1556336.384746777,15.563363847467768,2020,3686.392027777788,15.563363847467768
95,95,95,2020-07-15 10:15:00+05:30,2020-07-15 14:15:00+05:30,Long,10799.1,10633.277777777777,10633.277777777777,Initial SL Hit,-165.822222222223,4.2864755555555565,-170.10869777777856,7408.0247428026405,-1260169.44210372,-12.6016944210372,2020,3516.2833300000093,-12.6016944210372
96,96,96,2020-07-17 09:15:00+05:30,2020-07-30 13:15:00+05:30,Long,10809.2,10649.622222222222,11128.8,Trailing SL Hit,319.59999999999854,4.3876,315.2123999999985,7401.102764311882,2332919.364985372,23.329193649853718,2020,3831.495730000008,23.329193649853718
97,97,97,2020-08-04 14:15:00+05:30,2020-08-14 13:15:00+05:30,Long,11095.1,10962.183333333334,11188.2,Trailing SL Hit,93.10000000000036,4.456660000000001,88.64334000000036,7210.390172238195,639153.0675703716,6.391530675703716,2020,3920.1390700000084,6.391530675703716
