index,Trade No.,Entry_Date,Exit_Date,Trade_Type,Entry_Price,Initial SL,Exit_Price,PnL,Slippage,PnL w cs,Qty,Profit_Loss INR,ROI%,Cumulative_PnL,Trade Year,ROI% w cs
41,21,2017-03-27 17:00:00+05:30,2017-03-29 09:00:00+05:30,Add_Long,28924.0,28283.75,28680,-244.0,57.604,-301.604,780.9449433814916,-235536.1187036314,-2.355361187036314,10663.356464285713,2017,-2.355361187036314
42,22,2017-04-11 17:00:00+05:30,2017-04-24 09:00:00+05:30,Long,29207.0,28762.714285714286,29068,-139.0,58.275,-197.275,1125.4019292604514,-222013.66559485556,-2.2201366559485556,10466.081464285713,2017,-2.2201366559485556
43,22,2017-04-18 21:00:00+05:30,2017-04-24 09:00:00+05:30,Add_Long,29483.0,28762.714285714286,29068,-415.0,58.551,-473.551,694.1689805632691,-328724.4149147166,-3.2872441491471664,9992.530464285714,2017,-3.2872441491471664
44,22,2017-04-21 17:00:00+05:30,2017-04-24 09:00:00+05:30,Add_Long,29348.0,28762.714285714286,29068,-280.0,58.416000000000004,-338.416,854.2836221625587,-289103.24627776444,-2.8910324627776443,9654.114464285714,2017,-2.8910324627776443
45,23,2017-05-17 17:00:00+05:30,2017-06-09 17:00:00+05:30,Long,28542.0,28040.678571428572,28964,422.0,57.506,364.494,997.3641091401317,363533.23359692324,3.635332335969232,10018.608464285715,2017,3.635332335969232
46,23,2017-05-26 09:00:00+05:30,2017-06-09 17:00:00+05:30,Add_Long,28765.0,28040.678571428572,28964,199.0,57.729,141.27100000000002,690.3012671958986,97519.5503180318,0.975195503180318,10159.879464285716,2017,0.975195503180318
47,23,2017-05-31 17:00:00+05:30,2017-06-09 17:00:00+05:30,Add_Long,28986.0,28040.678571428572,28964,-22.0,57.95,-79.95,528.9206241263371,-42287.203898900654,-0.42287203898900655,10079.929464285715,2017,-0.42287203898900655
48,23,2017-06-02 17:00:00+05:30,2017-06-09 17:00:00+05:30,Add_Long,29119.0,28040.678571428572,28964,-155.0,58.083,-213.083,463.68363527970104,-98803.10005630454,-0.9880310005630454,9866.846464285714,2017,-0.9880310005630454
49,24,2017-07-18 17:00:00+05:30,2017-08-03 09:00:00+05:30,Long,28252.0,27852.10714285714,28377,125.0,56.629,68.37100000000001,1250.3349111369068,85486.64820934147,0.8548664820934146,9935.217464285714,2017,0.8548664820934146
50,24,2017-07-27 09:00:00+05:30,2017-08-03 09:00:00+05:30,Add_Long,28539.0,27852.10714285714,28377,-162.0,56.916000000000004,-218.916,727.9155617948302,-159352.36312587705,-1.5935236312587704,9716.301464285714,2017,-1.5935236312587704
