,Trade No.,Entry Date,Entry Time,Entry Price,Entry Remark,Initial SL,Final SL,TSL Time,Exit Date,Exit Time,Exit Price,Remarks,Trade Year,Trade Month,Points Captured,Slippage,Points w cs,Qty,PnL,ROI%
10,6,2015-08-11,21:00:00,25439,Long,25121.0125,25121.0125,2015-09-03 17:00:00+05:30,2015-09-09,17:00:00,26193,Trailing SL,2015,8,754,51.632,702.368,1572.3888517630446,1104395.613035106,11.043956130351061
11,6,2015-08-17,17:00:00,26034,Pyr Long,25708.575,25121.0125,2015-09-03 17:00:00+05:30,2015-09-09,17:00:00,26193,Trailing SL,2015,8,159,52.227000000000004,106.773,614.5809326265667,65620.6499193364,0.656206499193364
12,6,2015-08-19,17:00:00,26087,Pyr Long,25760.912500000002,25740.0,2015-09-03 17:00:00+05:30,2015-09-09,17:00:00,26193,Trailing SL,2015,8,106,52.28,53.72,613.332311112819,32948.211752980635,0.32948211752980633
13,6,2015-08-31,21:00:00,26750,Pyr Long,26415.625,26169.0,2015-09-03 17:00:00+05:30,2015-09-09,17:00:00,26193,Trailing SL,2015,8,-557,52.943,-609.943,598.1308411214953,-364825.7196261682,-3.6482571962616817
14,7,2015-09-21,21:00:00,26332,Long,26002.850000000002,26002.850000000002,2015-09-28 17:00:00+05:30,2015-09-30,09:00:00,26291,Trailing SL,2015,9,-41,52.623,-93.62299999999999,1519.0642564180566,-142219.3528786277,-1.4221935287862768
15,8,2015-10-07,17:00:00,26510,Long,26178.625,26178.625,2015-10-20 09:00:00+05:30,2015-10-22,17:00:00,26910,Trailing SL,2015,10,400,53.42,346.58,1508.8645794039985,522942.2859298378,5.229422859298378
16,8,2015-10-12,09:00:00,26788,Pyr Long,26453.15,26337.0,2015-10-20 09:00:00+05:30,2015-10-22,17:00:00,26910,Trailing SL,2015,10,122,53.698,68.30199999999999,597.282365238169,40795.58011049741,0.4079558011049741
17,9,2015-12-08,09:00:00,25464,Long,25145.7,25145.7,2015-12-08 17:00:00+05:30,2015-12-11,13:00:00,25312,Trailing SL,2015,12,-152,50.776,-202.776,1570.845114671697,-318529.6889726681,-3.185296889726681
18,10,2016-01-06,13:00:00,25659,Long,25338.2625,25338.2625,2016-02-26 21:00:00+05:30,2016-03-02,09:00:00,29113,Trailing SL,2016,1,3454,54.772,3399.228,1558.9072060485635,5299081.024202046,52.99081024202046
19,10,2016-01-15,17:00:00,26123,Pyr Long,25796.4625,25516.0,2016-02-26 21:00:00+05:30,2016-03-02,09:00:00,29113,Trailing SL,2016,1,2990,55.236000000000004,2934.764,612.4870803506516,1797505.0338781998,17.975050338781998
20,10,2016-01-20,09:00:00,26215,Pyr Long,25887.3125,25516.0,2016-02-26 21:00:00+05:30,2016-03-02,09:00:00,29113,Trailing SL,2016,1,2898,55.328,2842.672,610.3375929811177,1734989.5861148199,17.349895861148198
21,10,2016-01-27,09:00:00,26658,Pyr Long,26324.775,26100.0,2016-02-26 21:00:00+05:30,2016-03-02,09:00:00,29113,Trailing SL,2016,1,2455,55.771,2399.229,600.1950633956062,1440005.4017555767,14.400054017555767
22,11,2016-04-08,13:00:00,28980,Long,28617.75,28617.75,2016-05-05 21:00:00+05:30,2016-05-09,17:00:00,29844,Trailing SL,2016,4,864,58.824,805.176,1380.2622498274673,1111354.0372670807,11.113540372670807
23,11,2016-04-21,09:00:00,29495,Pyr Long,29126.3125,28715.0,2016-05-05 21:00:00+05:30,2016-05-09,17:00:00,29844,Trailing SL,2016,4,349,59.339,289.661,542.4648245465334,157130.9035429734,1.571309035429734
24,11,2016-04-29,09:00:00,29756,Pyr Long,29384.050000000003,29013.0,2016-05-05 21:00:00+05:30,2016-05-09,17:00:00,29844,Trailing SL,2016,4,88,59.6,28.4,537.7066810055157,15270.869740556647,0.15270869740556647
25,12,2016-06-07,21:00:00,29370,Long,29002.875,29002.875,2016-06-17 09:00:00+05:30,2016-06-21,13:00:00,30290,Trailing SL,2016,6,920,59.660000000000004,860.34,1361.9339462036091,1171726.2512768132,11.717262512768132
26,13,2016-07-29,21:00:00,31530,Long,31135.875,31135.875,2016-08-04 09:00:00+05:30,2016-08-05,17:00:00,31274,Trailing SL,2016,7,-256,62.804,-318.804,1268.6330478908976,-404445.2901998097,-4.044452901998096
27,14,2016-08-12,17:00:00,31493,Long,31099.3375,31099.3375,2016-08-22 09:00:00+05:30,2016-08-24,13:00:00,31315,MA Bear Cross,2016,8,-178,62.808,-240.808,1270.1235195122772,-305855.9044867124,-3.058559044867124
28,15,2016-09-08,09:00:00,31336,Long,30944.300000000003,30944.300000000003,2016-09-12 21:00:00+05:30,2016-09-15,13:00:00,31064,MA Bear Cross,2016,9,-272,62.4,-334.4,1276.487107480224,-426857.2887413869,-4.268572887413869
29,16,2016-09-22,21:00:00,31320,Long,30928.5,30928.5,2016-09-12 21:00:00+05:30,2016-09-28,09:00:00,30928.5,Initial SL,2016,9,-391.5,62.2485,-453.7485,1277.139208173691,-579500.0,-5.795
30,17,2016-11-01,17:00:00,30241,Long,29862.987500000003,29862.987500000003,2016-11-03 17:00:00+05:30,2016-11-07,17:00:00,30093,Trailing SL,2016,11,-148,60.334,-208.334,1322.7075824212263,-275564.9614761438,-2.7556496147614378
31,18,2016-12-30,21:00:00,27452,Long,27108.850000000002,27108.850000000002,2017-01-19 17:00:00+05:30,2017-01-25,17:00:00,28434,Trailing SL,2016,12,982,55.886,926.114,1457.0887367040746,1349430.2783039573,13.494302783039572
32,18,2017-01-03,17:00:00,27634,Pyr Long,27288.575,27108.850000000002,2017-01-19 17:00:00+05:30,2017-01-25,17:00:00,28434,Trailing SL,2016,12,800,56.068,743.932,578.9968878917288,430734.3128030696,4.307343128030696
33,18,2017-01-16,09:00:00,28520,Pyr Long,28163.5,27108.850000000002,2017-01-19 17:00:00+05:30,2017-01-25,17:00:00,28434,Trailing SL,2016,12,-86,56.954,-142.954,561.0098176718093,-80198.59747545583,-0.8019859747545582
34,18,2017-01-23,09:00:00,28825,Pyr Long,28464.6875,28460.0,2017-01-19 17:00:00+05:30,2017-01-25,17:00:00,28434,Trailing SL,2016,12,-391,57.259,-448.259,555.0737207285342,-248816.79098005203,-2.48816790980052
35,19,2017-03-22,21:00:00,28900,Long,28538.75,28538.75,2017-03-24 13:00:00+05:30,2017-03-29,09:00:00,28680,Trailing SL,2017,3,-220,57.58,-277.58,1384.083044982699,-384193.77162629756,-3.8419377162629753
36,20,2017-04-04,17:00:00,29021,Long,28658.237500000003,28658.237500000003,2017-03-24 13:00:00+05:30,2017-04-10,13:00:00,28658.237500000003,Initial SL,2017,4,-362.7624999999971,57.679237500000006,-420.4417374999971,1378.3122566417533,-579500.0000000007,-5.795000000000007
37,21,2017-05-18,21:00:00,28668,Long,28309.65,28309.65,2017-05-24 09:00:00+05:30,2017-05-25,21:00:00,28644,Trailing SL,2017,5,-24,57.312000000000005,-81.31200000000001,1395.2839402818531,-113453.32775219806,-1.1345332775219805
38,22,2017-07-19,21:00:00,28255,Long,27901.8125,27901.8125,2017-09-05 13:00:00+05:30,2017-09-11,21:00:00,29930,Trailing SL,2017,7,1675,58.185,1616.815,1415.6786409485046,2288890.4618651564,22.888904618651562
39,22,2017-07-20,17:00:00,28285,Pyr Long,27931.4375,28121.0,2017-09-05 13:00:00+05:30,2017-09-11,21:00:00,29930,Trailing SL,2017,7,1645,58.215,1586.785,565.6708502739968,897598.0201520241,8.975980201520242
40,22,2017-07-31,17:00:00,28607,Pyr Long,28249.412500000002,28304.0,2017-09-05 13:00:00+05:30,2017-09-11,21:00:00,29930,Trailing SL,2017,7,1323,58.537,1264.463,559.3036669346698,707218.7926032133,7.072187926032133
41,22,2017-08-09,09:00:00,28630,Pyr Long,28272.125,28325.0,2017-09-05 13:00:00+05:30,2017-09-11,21:00:00,29930,Trailing SL,2017,7,1300,58.56,1241.44,558.8543485854,693784.1425078589,6.937841425078589
42,23,2017-09-27,09:00:00,29837,Long,29464.037500000002,29464.037500000002,2017-09-28 17:00:00+05:30,2017-09-29,21:00:00,29711,MA Bear Cross,2017,9,-126,59.548,-185.548,1340.6173542916592,-248748.8688541088,-2.487488688541088
43,24,2017-10-11,13:00:00,29771,Long,29398.862500000003,29398.862500000003,2017-10-11 21:00:00+05:30,2017-10-17,13:00:00,29685,Trailing SL,2017,10,-86,59.456,-145.45600000000002,1343.5893990796517,-195433.13963252984,-1.9543313963252984
44,24,2017-10-12,09:00:00,29859,Pyr Long,29485.7625,29398.862500000003,2017-10-11 21:00:00+05:30,2017-10-17,13:00:00,29685,Trailing SL,2017,10,-174,59.544000000000004,-233.544,535.8518369670796,-125144.98141263965,-1.2514498141263966
