,Contract,Strike,Trade Type,Expiry Date,DTE,Entry Date,Entry Time,Entry Price,Initial SL,Exit Date,Exit Time,Exit Price,Points Captured,After Costs,Remarks,Qty,ROI%,Trade Year,Trade Month
0,BANKNIFTY1941830300CE,30300,CE,2019-04-18,0 days,2019-04-18,09:18:00,312.0,390.0,2019-04-18,15:22:00,0.2,311.8,308.678,EOD,195.6321854071432,6.0387351727106156,2019,4
1,BANKNIFTY1941830900PE,30900,PE,2019-04-18,0 days,2019-04-18,09:18:00,275.75,344.6875,2019-04-18,09:38:00,344.6875,-68.9375,-75.141875,SL Hit,195.6321854071432,-1.4700169221840378,2019,4
2,BANKNIFTY1941830800PE,30800,PE,2019-04-18,0 days,2019-04-18,09:39:00,277.5,381.5625,2019-04-18,09:46:00,381.5625,-104.0625,-110.653125,SL Hit,195.6321854071432,-2.164731266587979,2019,4
3,BANKNIFTY1941830700PE,30700,PE,2019-04-18,0 days,2019-04-18,09:47:00,275.5,378.8125,2019-04-18,15:06:00,378.8125,-103.3125,-109.855625,SL Hit,195.6321854071432,-2.1491295998017597,2019,4
0,BANKNIFTY19APR30600CE,30600,CE,2019-04-25,3 days,2019-04-22,09:18:00,34.5,43.125,2019-04-22,15:22:00,16.65,17.85,17.3385,EOD,198.0858305903948,0.343451117369156,2019,4
1,BANKNIFTY19APR30100PE,30100,PE,2019-04-25,3 days,2019-04-22,09:18:00,269.55,336.9375,2019-04-22,13:34:00,336.9375,-67.38749999999999,-73.45237499999999,SL Hit,198.0858305903948,-1.454987471071215,2019,4
2,BANKNIFTY19APR29600PE,29600,PE,2019-04-25,3 days,2019-04-22,13:35:00,101.1,139.0125,2019-04-22,15:07:00,139.0125,-37.912499999999994,-40.313624999999995,SL Hit,198.0858305903948,-0.7985557892234704,2019,4
3,BANKNIFTY19APR29500PE,29500,PE,2019-04-25,3 days,2019-04-22,15:08:00,108.5,149.1875,2019-04-22,15:22:00,103.7,4.799999999999997,2.6779999999999973,EOD,198.0858305903948,0.05304738543210767,2019,4
0,BANKNIFTY19APR29900CE,29900,CE,2019-04-25,2 days,2019-04-23,09:18:00,133.45,166.8125,2019-04-23,09:20:00,166.8125,-33.36250000000001,-36.36512500000001,SL Hit,201.60308049506995,-0.7331321222588284,2019,4
1,BANKNIFTY19APR29700PE,29700,PE,2019-04-25,2 days,2019-04-23,09:18:00,147.6,184.5,2019-04-23,10:10:00,184.5,-36.900000000000006,-40.221000000000004,SL Hit,201.60308049506995,-0.8108677500592208,2019,4
2,BANKNIFTY19APR29500PE,29500,PE,2019-04-25,2 days,2019-04-23,10:11:00,110.15,151.45625,2019-04-23,14:48:00,151.45625,-41.306250000000006,-43.922312500000004,SL Hit,201.60308049506995,-0.8854873502467118,2019,4
3,BANKNIFTY19APR29400PE,29400,PE,2019-04-25,2 days,2019-04-23,14:49:00,112.1,154.1375,2019-04-23,15:22:00,107.1,5.0,2.8080000000000003,EOD,201.60308049506995,0.056610145003015644,2019,4
0,BANKNIFTY1950229800CE,29800,CE,2019-05-02,6 days,2019-04-26,09:18:00,167.0,208.75,2019-04-26,13:59:00,208.75,-41.75,-45.5075,SL Hit,201.20825557472625,-0.9156484690566855,2019,4
1,BANKNIFTY1950230100CE,30100,CE,2019-05-02,6 days,2019-04-26,14:00:00,91.0,125.125,2019-04-26,14:15:00,125.125,-34.125,-36.28625,SL Hit,201.20825557472625,-0.7301093063848411,2019,4
2,BANKNIFTY1950230200CE,30200,CE,2019-05-02,6 days,2019-04-26,14:16:00,90.0,123.75,2019-04-26,15:22:00,85.5,4.5,2.745,EOD,201.20825557472625,0.055231666155262364,2019,4
3,BANKNIFTY1950229600PE,29600,PE,2019-05-02,6 days,2019-04-26,09:18:00,151.15,188.9375,2019-04-26,09:29:00,188.9375,-37.787499999999994,-41.18837499999999,SL Hit,201.20825557472625,-0.8287441083707665,2019,4
4,BANKNIFTY1950229300PE,29300,PE,2019-05-02,6 days,2019-04-26,09:30:00,91.0,125.125,2019-04-26,15:22:00,23.95,67.05,65.9005,EOD,201.20825557472625,1.3259724646502244,2019,4
0,BANKNIFTY1950229500CE,29500,CE,2019-05-02,0 days,2019-05-02,09:18:00,221.75,277.1875,2019-05-02,09:40:00,277.1875,-55.4375,-60.426875,SL Hit,202.32027636949752,-1.222558205014508,2019,5
1,BANKNIFTY1950229500CE,29500,CE,2019-05-02,0 days,2019-05-02,09:41:00,276.0,379.5,2019-05-02,10:10:00,379.5,-103.5,-110.055,SL Hit,202.32027636949752,-2.226635801584505,2019,5
2,BANKNIFTY1950230000PE,30000,PE,2019-05-02,0 days,2019-05-02,09:18:00,299.0,373.75,2019-05-02,15:22:00,266.25,32.75,27.0975,EOD,202.32027636949752,0.548237368892246,2019,5
0,BANKNIFTY1950929900CE,29900,CE,2019-05-09,2 days,2019-05-07,09:18:00,136.9,171.125,2019-05-07,15:22:00,33.0,103.9,102.20100000000001,EOD,201.94540742485947,2.0639022584228064,2019,5
1,BANKNIFTY1950929600PE,29600,PE,2019-05-09,2 days,2019-05-07,09:18:00,112.25,140.3125,2019-05-07,11:12:00,140.3125,-28.0625,-30.588125,SL Hit,201.94540742485947,-0.617713136548753,2019,5
2,BANKNIFTY1950929500PE,29500,PE,2019-05-09,2 days,2019-05-07,11:13:00,103.5,142.3125,2019-05-07,14:01:00,142.3125,-38.8125,-41.270625,SL Hit,201.94540742485947,-0.833441318030359,2019,5
3,BANKNIFTY1950929400PE,29400,PE,2019-05-09,2 days,2019-05-07,14:02:00,96.3,132.4125,2019-05-07,14:48:00,132.4125,-36.1125,-38.399625,SL Hit,201.94540742485947,-0.775462791558682,2019,5
0,BANKNIFTY1950929300CE,29300,CE,2019-05-09,1 days,2019-05-08,09:18:00,140.85,176.0625,2019-05-08,15:22:00,32.6,108.25,106.5155,EOD,205.28892705742274,2.186645270998491,2019,5
1,BANKNIFTY1950929200PE,29200,PE,2019-05-09,1 days,2019-05-08,09:18:00,152.1,190.125,2019-05-08,11:28:00,190.125,-38.025000000000006,-41.447250000000004,SL Hit,205.28892705742274,-0.8508661481980765,2019,5
2,BANKNIFTY1950929000PE,29000,PE,2019-05-09,1 days,2019-05-08,11:29:00,100.0,137.5,2019-05-08,15:22:00,96.9,3.0999999999999943,1.1309999999999942,EOD,205.28892705742274,0.023218177650194394,2019,5
0,BANKNIFTY1952330500CE,30500,CE,2019-05-23,3 days,2019-05-20,09:18:00,494.6,618.25,2019-05-20,12:21:00,618.25,-123.64999999999998,-134.77849999999998,SL Hit,198.1188614109035,-2.670216296266945,2019,5
1,BANKNIFTY1952331100CE,31100,CE,2019-05-23,3 days,2019-05-20,12:22:00,354.95,488.05625,2019-05-20,14:15:00,488.05625,-133.10625,-141.53631249999998,SL Hit,198.1188614109035,-2.8041013080797823,2019,5
2,BANKNIFTY1952331400CE,31400,CE,2019-05-23,3 days,2019-05-20,14:16:00,377.95,519.68125,2019-05-20,15:22:00,349.4,28.55000000000001,21.276500000000013,EOD,198.1188614109035,0.421527595480909,2019,5
3,BANKNIFTY1952330200PE,30200,PE,2019-05-23,3 days,2019-05-20,09:18:00,645.05,806.3125,2019-05-20,15:22:00,362.25,282.79999999999995,272.727,EOD,198.1188614109035,5.4032362716011475,2019,5
0,BANKNIFTY1952331500CE,31500,CE,2019-05-23,2 days,2019-05-21,09:18:00,328.2,410.25,2019-05-21,15:22:00,226.8,101.39999999999998,95.84999999999998,EOD,194.27126420406253,1.862090067395939,2019,5
1,BANKNIFTY1952330100PE,30100,PE,2019-05-23,2 days,2019-05-21,09:18:00,298.3,372.875,2019-05-21,09:32:00,372.875,-74.57499999999999,-81.28674999999998,SL Hit,194.27126420406253,-1.5791679685539577,2019,5
2,BANKNIFTY1952329900PE,29900,PE,2019-05-23,2 days,2019-05-21,09:33:00,319.35,439.10625000000005,2019-05-21,15:22:00,396.9,-77.54999999999995,-84.71249999999995,EOD,194.27126420406253,-1.6457204468886637,2019,5
0,BANKNIFTY19MAY31500CE,31500,CE,2019-05-30,3 days,2019-05-27,09:18:00,151.45,189.3125,2019-05-27,09:21:00,189.3125,-37.86250000000001,-41.270125000000014,SL Hit,192.02550098653103,-0.7924916428901762,2019,5
1,BANKNIFTY19MAY31800CE,31800,CE,2019-05-30,3 days,2019-05-27,09:22:00,92.65,127.39375000000001,2019-05-27,11:27:00,127.39375000000001,-34.743750000000006,-36.944187500000005,SL Hit,192.02550098653103,-0.7094226113227838,2019,5
2,BANKNIFTY19MAY31900CE,31900,CE,2019-05-30,3 days,2019-05-27,11:28:00,96.2,132.275,2019-05-27,15:22:00,100.3,-4.099999999999994,-6.064999999999994,EOD,192.02550098653103,-0.11646346634833096,2019,5
3,BANKNIFTY19MAY30900PE,30900,PE,2019-05-30,3 days,2019-05-27,09:18:00,136.95,171.1875,2019-05-27,15:22:00,52.85,84.1,82.202,EOD,192.02550098653103,1.5784880232094824,2019,5
0,BANKNIFTY19MAY31800CE,31800,CE,2019-05-30,2 days,2019-05-28,09:18:00,154.95,193.6875,2019-05-28,15:22:00,118.05,36.89999999999999,34.169999999999995,EOD,189.20043894501833,0.6464978998751276,2019,5
1,BANKNIFTY19MAY31400PE,31400,PE,2019-05-30,2 days,2019-05-28,09:18:00,129.35,161.6875,2019-05-28,09:34:00,161.6875,-32.337500000000006,-35.24787500000001,SL Hit,189.20043894501833,-0.6668913421879139,2019,5
2,BANKNIFTY19MAY31200PE,31200,PE,2019-05-30,2 days,2019-05-28,09:35:00,99.15,136.33125,2019-05-28,12:47:00,136.33125,-37.181250000000006,-39.53606250000001,SL Hit,189.20043894501833,-0.748024037915768,2019,5
3,BANKNIFTY19MAY31100PE,31100,PE,2019-05-30,2 days,2019-05-28,12:48:00,105.5,145.0625,2019-05-28,15:22:00,25.05,80.45,79.14450000000001,EOD,189.20043894501833,1.4974174140084004,2019,5
0,BANKNIFTY19MAY31000CE,31000,CE,2019-05-30,0 days,2019-05-30,09:18:00,313.4,391.75,2019-05-30,10:05:00,391.75,-78.35000000000002,-85.40150000000003,SL Hit,191.95116762295672,-1.6392917641751943,2019,5
1,BANKNIFTY19MAY31600PE,31600,PE,2019-05-30,0 days,2019-05-30,09:18:00,295.0,368.75,2019-05-30,15:22:00,52.0,243.0,239.53,EOD,191.95116762295672,4.597806318072682,2019,5
0,BANKNIFTY1960631500CE,31500,CE,2019-06-06,3 days,2019-06-03,09:18:00,134.55,168.1875,2019-06-03,09:21:00,168.1875,-33.63749999999999,-36.66487499999999,SL Hit,190.99946838481299,-0.7002971633395617,2019,6
1,BANKNIFTY1960631000PE,31000,PE,2019-06-06,3 days,2019-06-03,09:18:00,171.15,213.9375,2019-06-03,15:22:00,43.05,128.10000000000002,125.95800000000003,EOD,190.99946838481299,2.405791103881428,2019,6
0,BANKNIFTY1960631200CE,31200,CE,2019-06-06,0 days,2019-06-06,09:18:00,299.0,373.75,2019-06-06,15:22:00,0.1,298.9,295.909,EOD,190.22557582867017,5.628945991788596,2019,6
1,BANKNIFTY1960631800PE,31800,PE,2019-06-06,0 days,2019-06-06,09:18:00,330.65,413.3125,2019-06-06,11:42:00,413.3125,-82.66250000000002,-90.10212500000003,SL Hit,190.22557582867017,-1.7139728611511826,2019,6
2,BANKNIFTY1960631600PE,31600,PE,2019-06-06,0 days,2019-06-06,11:43:00,223.15,306.83125,2019-06-06,12:14:00,306.83125,-83.68125,-88.98106250000001,SL Hit,190.22557582867017,-1.6926473851909392,2019,6
3,BANKNIFTY1960631500PE,31500,PE,2019-06-06,0 days,2019-06-06,12:15:00,213.3,293.2875,2019-06-06,12:34:00,293.2875,-79.98750000000001,-85.05337500000002,SL Hit,190.22557582867017,-1.617932723554682,2019,6
0,BANKNIFTY1961331200CE,31200,CE,2019-06-13,1 days,2019-06-12,09:18:00,113.0,141.25,2019-06-12,15:22:00,33.35,79.65,78.18650000000001,EOD,192.17033978918914,1.5025126271927438,2019,6
1,BANKNIFTY1961331200PE,31200,PE,2019-06-13,1 days,2019-06-12,09:18:00,183.6,229.5,2019-06-12,10:06:00,229.5,-45.900000000000006,-50.031000000000006,SL Hit,192.17033978918914,-0.9614474269992923,2019,6
2,BANKNIFTY1961330900PE,30900,PE,2019-06-13,1 days,2019-06-12,10:07:00,92.15,126.70625000000001,2019-06-12,13:25:00,126.70625000000001,-34.556250000000006,-36.74481250000001,SL Hit,192.17033978918914,-0.7061263103615046,2019,6
3,BANKNIFTY1961330800PE,30800,PE,2019-06-13,1 days,2019-06-12,13:26:00,86.25,118.59375,2019-06-12,15:22:00,43.65,42.6,41.301,EOD,192.17033978918914,0.7936827203633302,2019,6
0,BANKNIFTY1962030400CE,30400,CE,2019-06-20,1 days,2019-06-19,09:18:00,216.75,270.9375,2019-06-19,09:30:00,270.9375,-54.1875,-59.064375,SL Hit,196.7780867922548,-1.1622574710080287,2019,6
1,BANKNIFTY1962030400PE,30400,PE,2019-06-20,1 days,2019-06-19,09:18:00,80.75,100.9375,2019-06-19,11:45:00,100.9375,-20.1875,-22.004375,SL Hit,196.7780867922548,-0.43299788135593215,2019,6
2,BANKNIFTY1962030400PE,30400,PE,2019-06-20,1 days,2019-06-19,11:46:00,112.1,154.1375,2019-06-19,14:05:00,154.1375,-42.037499999999994,-44.69987499999999,SL Hit,196.7780867922548,-0.8795955882352938,2019,6
3,BANKNIFTY1962030300PE,30300,PE,2019-06-20,1 days,2019-06-19,14:06:00,114.0,156.75,2019-06-19,14:45:00,156.75,-42.75,-45.4575,SL Hit,196.7780867922548,-0.8945039880358923,2019,6
0,BANKNIFTY19JUN31000CE,31000,CE,2019-06-27,6 days,2019-06-21,09:18:00,127.0,158.75,2019-06-21,15:22:00,88.95,38.05,35.890499999999996,EOD,194.93082392386,0.6996164736039296,2019,6
1,BANKNIFTY19JUN30500PE,30500,PE,2019-06-27,6 days,2019-06-21,09:18:00,193.9,242.375,2019-06-21,14:00:00,242.375,-48.474999999999994,-52.83774999999999,SL Hit,194.93082392386,-1.0299706141782932,2019,6
2,BANKNIFTY19JUN30000PE,30000,PE,2019-06-27,6 days,2019-06-21,14:01:00,91.65,126.01875000000001,2019-06-21,15:22:00,57.0,34.650000000000006,33.163500000000006,EOD,194.93082392386,0.6464588379198933,2019,6
0,BANKNIFTY19JUN31000CE,31000,CE,2019-06-27,0 days,2019-06-27,09:18:00,253.7,317.125,2019-06-27,10:09:00,317.125,-63.42500000000001,-69.13325000000002,SL Hit,192.43104554201412,-1.330338357921745,2019,6
1,BANKNIFTY19JUN31100CE,31100,CE,2019-06-27,0 days,2019-06-27,10:10:00,233.4,320.925,2019-06-27,12:43:00,320.925,-87.525,-93.06825,SL Hit,192.43104554201412,-1.7909220654265554,2019,6
2,BANKNIFTY19JUN31200CE,31200,CE,2019-06-27,0 days,2019-06-27,12:44:00,232.9,320.2375,2019-06-27,15:22:00,57.0,175.9,173.001,EOD,192.43104554201412,3.329076330981399,2019,6
3,BANKNIFTY19JUN31500PE,31500,PE,2019-06-27,0 days,2019-06-27,09:18:00,263.6,329.5,2019-06-27,14:10:00,329.5,-65.89999999999998,-71.83099999999997,SL Hit,192.43104554201412,-1.3822514432328412,2019,6
4,BANKNIFTY19JUN31400PE,31400,PE,2019-06-27,0 days,2019-06-27,14:11:00,229.8,315.975,2019-06-27,15:22:00,110.7,119.10000000000001,115.69500000000001,EOD,192.43104554201412,2.2263309813983323,2019,6
0,BANKNIFTY1970431100CE,31100,CE,2019-07-04,0 days,2019-07-04,09:18:00,372.6,465.75,2019-07-04,09:48:00,465.75,-93.14999999999998,-101.53349999999998,SL Hit,190.43659175631734,-1.9335693689090043,2019,7
1,BANKNIFTY1970431300CE,31300,CE,2019-07-04,0 days,2019-07-04,09:49:00,268.25,368.84375,2019-07-04,15:22:00,167.15,101.1,96.746,EOD,190.43659175631734,1.8423978506056677,2019,7
2,BANKNIFTY1970431800PE,31800,PE,2019-07-04,0 days,2019-07-04,09:18:00,315.85,394.8125,2019-07-04,15:22:00,302.0,13.850000000000023,7.671500000000022,EOD,190.43659175631734,0.14609343136585928,2019,7
0,BANKNIFTY1971131600CE,31600,CE,2019-07-11,3 days,2019-07-08,09:18:00,53.4,66.75,2019-07-08,15:22:00,12.2,41.2,40.544000000000004,EOD,191.2631015224543,0.7754571188126388,2019,7
1,BANKNIFTY1971131200PE,31200,PE,2019-07-11,3 days,2019-07-08,09:18:00,213.15,266.4375,2019-07-08,10:18:00,266.4375,-53.287499999999994,-58.083375,SL Hit,191.2631015224543,-1.1109206449391782,2019,7
2,BANKNIFTY1971130900PE,30900,PE,2019-07-11,3 days,2019-07-08,10:19:00,115.0,158.125,2019-07-08,10:49:00,158.125,-43.125,-45.85625,SL Hit,191.2631015224543,-0.8770608599189045,2019,7
3,BANKNIFTY1971130700PE,30700,PE,2019-07-11,3 days,2019-07-08,10:50:00,89.05,122.44375,2019-07-08,11:03:00,122.44375,-33.39375,-35.50868749999999,SL Hit,191.2631015224543,-0.6791501702241602,2019,7
0,BANKNIFTY1971130700CE,30700,CE,2019-07-11,2 days,2019-07-09,09:18:00,73.65,92.0625,2019-07-09,09:28:00,92.0625,-18.412499999999994,-20.069624999999995,SL Hit,196.42763605887592,-0.3942228995338116,2019,7
1,BANKNIFTY1971130500PE,30500,PE,2019-07-11,2 days,2019-07-09,09:18:00,219.1,273.875,2019-07-09,15:22:00,115.0,104.1,100.759,EOD,196.42763605887592,1.979185218165628,2019,7
0,BANKNIFTY1971130600CE,30600,CE,2019-07-11,1 days,2019-07-10,09:18:00,190.0,237.5,2019-07-10,15:22:00,66.8,123.2,120.632,EOD,195.884787097722,2.3629973637172403,2019,7
1,BANKNIFTY1971130600PE,30600,PE,2019-07-11,1 days,2019-07-10,09:18:00,93.25,116.5625,2019-07-10,10:30:00,116.5625,-23.3125,-25.410625,SL Hit,195.884787097722,-0.4977554868145052,2019,7
2,BANKNIFTY1971130500PE,30500,PE,2019-07-11,1 days,2019-07-10,10:31:00,79.7,109.5875,2019-07-10,10:33:00,109.5875,-29.887500000000003,-31.780375000000003,SL Hit,195.884787097722,-0.6225291990760767,2019,7
3,BANKNIFTY1971130500PE,30500,PE,2019-07-11,1 days,2019-07-10,10:34:00,106.5,146.4375,2019-07-10,12:41:00,146.4375,-39.9375,-42.466875,SL Hit,195.884787097722,-0.8318614768080573,2019,7
0,BANKNIFTY1971130300CE,30300,CE,2019-07-11,0 days,2019-07-11,09:18:00,368.0,460.0,2019-07-11,14:22:00,460.0,-92.0,-100.28,SL Hit,195.37705329071943,-1.9592410903993347,2019,7
1,BANKNIFTY1971130500CE,30500,CE,2019-07-11,0 days,2019-07-11,14:23:00,265.4,364.92499999999995,2019-07-11,15:22:00,193.45,71.94999999999999,67.36149999999999,EOD,195.37705329071943,1.3160891375242796,2019,7
2,BANKNIFTY1971131000PE,31000,PE,2019-07-11,0 days,2019-07-11,09:18:00,316.45,395.5625,2019-07-11,15:22:00,266.0,50.44999999999999,44.62549999999999,EOD,195.37705329071943,0.8718798691624997,2019,7
0,BANKNIFTY19JUL30600CE,30600,CE,2019-07-25,6 days,2019-07-19,09:18:00,156.25,195.3125,2019-07-19,15:22:00,23.65,132.6,130.801,EOD,196.57404207012124,2.5712081276813925,2019,7
1,BANKNIFTY19JUL30400PE,30400,PE,2019-07-25,6 days,2019-07-19,09:18:00,149.4,186.75,2019-07-19,09:32:00,186.75,-37.349999999999994,-40.711499999999994,SL Hit,196.57404207012124,-0.800282411373774,2019,7
2,BANKNIFTY19JUL30200PE,30200,PE,2019-07-25,6 days,2019-07-19,09:33:00,110.2,151.525,2019-07-19,09:41:00,151.525,-41.325,-43.94225,SL Hit,196.57404207012124,-0.8637905700155786,2019,7
3,BANKNIFTY19JUL30000PE,30000,PE,2019-07-25,6 days,2019-07-19,09:42:00,107.85,148.29375,2019-07-19,10:16:00,148.29375,-40.443749999999994,-43.00518749999999,SL Hit,196.57404207012124,-0.845370353685845,2019,7
0,BANKNIFTY1980129600CE,29600,CE,2019-08-01,3 days,2019-07-29,09:18:00,98.6,123.25,2019-07-29,15:22:00,58.4,40.199999999999996,38.629999999999995,EOD,202.77326231763078,0.7833131123330075,2019,7
1,BANKNIFTY1980129600PE,29600,PE,2019-08-01,3 days,2019-07-29,09:18:00,315.75,394.6875,2019-07-29,11:44:00,394.6875,-78.9375,-86.041875,SL Hit,202.77326231763078,-1.7446991689675801,2019,7
2,BANKNIFTY1980129000PE,29000,PE,2019-08-01,3 days,2019-07-29,11:45:00,98.0,134.75,2019-07-29,15:22:00,78.8,19.200000000000003,17.432000000000002,EOD,202.77326231763078,0.353474350872094,2019,7
0,BANKNIFTY1980129400CE,29400,CE,2019-08-01,2 days,2019-07-30,09:18:00,175.25,219.0625,2019-07-30,15:22:00,18.4,156.85,154.9135,EOD,203.7552084925171,3.156443249080555,2019,7
1,BANKNIFTY1980129300PE,29300,PE,2019-08-01,2 days,2019-07-30,09:18:00,113.95,142.4375,2019-07-30,11:25:00,142.4375,-28.487499999999997,-31.051374999999997,SL Hit,203.7552084925171,-0.6326879387104333,2019,7
2,BANKNIFTY1980129200PE,29200,PE,2019-08-01,2 days,2019-07-30,11:26:00,104.75,144.03125,2019-07-30,11:45:00,144.03125,-39.28125,-41.7690625,SL Hit,203.7552084925171,-0.8510664038224477,2019,7
3,BANKNIFTY1980129100PE,29100,PE,2019-08-01,2 days,2019-07-30,11:46:00,106.7,146.7125,2019-07-30,14:14:00,146.7125,-40.0125,-42.546625000000006,SL Hit,203.7552084925171,-0.8669096447527941,2019,7
0,BANKNIFTY1980828200CE,28200,CE,2019-08-08,1 days,2019-08-07,09:18:00,142.05,177.5625,2019-08-07,15:22:00,12.8,129.25,127.7015,EOD,214.09379449136668,2.734009869723926,2019,8
1,BANKNIFTY1980827800PE,27800,PE,2019-08-08,1 days,2019-08-07,09:18:00,145.0,181.25,2019-08-07,09:23:00,181.25,-36.25,-39.5125,SL Hit,214.09379449136668,-0.8459381054840127,2019,8
2,BANKNIFTY1980827500PE,27500,PE,2019-08-08,1 days,2019-08-07,09:24:00,92.4,127.05000000000001,2019-08-07,15:22:00,77.95,14.450000000000003,12.746500000000003,EOD,214.09379449136668,0.2728946551484206,2019,8
0,BANKNIFTY1980827500CE,27500,CE,2019-08-08,0 days,2019-08-08,09:18:00,331.9,414.875,2019-08-08,14:30:00,414.875,-82.97500000000002,-90.44275000000002,SL Hit,215.44565832113972,-1.9485497814124266,2019,8
1,BANKNIFTY1980828000PE,28000,PE,2019-08-08,0 days,2019-08-08,09:18:00,211.1,263.875,2019-08-08,09:21:00,263.875,-52.775000000000006,-57.524750000000004,SL Hit,215.44565832113972,-1.2393457633508982,2019,8
2,BANKNIFTY1980828000PE,28000,PE,2019-08-08,0 days,2019-08-08,09:22:00,259.05,356.19375,2019-08-08,09:37:00,356.19375,-97.14375000000001,-103.29618750000002,SL Hit,215.44565832113972,-2.225471511800139,2019,8
3,BANKNIFTY1980827800PE,27800,PE,2019-08-08,0 days,2019-08-08,09:38:00,214.1,294.3875,2019-08-08,09:40:00,294.3875,-80.2875,-85.37237499999999,SL Hit,215.44565832113972,-1.8393107534314206,2019,8
0,BANKNIFTY1981428600CE,28600,CE,2019-08-14,5 days,2019-08-09,09:18:00,162.4,203.0,2019-08-09,12:40:00,203.0,-40.599999999999994,-44.25399999999999,SL Hit,211.94373600288242,-0.9379358093071557,2019,8
1,BANKNIFTY1981428000PE,28000,PE,2019-08-14,5 days,2019-08-09,09:18:00,124.8,156.0,2019-08-09,15:22:00,83.3,41.5,39.419,EOD,211.94373600288242,0.8354610129497622,2019,8
0,BANKNIFTY1981428600CE,28600,CE,2019-08-14,1 days,2019-08-13,09:18:00,42.4,53.0,2019-08-13,15:22:00,4.05,38.35,37.8855,EOD,211.5741646787511,0.8015593015936825,2019,8
1,BANKNIFTY1981428300PE,28300,PE,2019-08-14,1 days,2019-08-13,09:18:00,254.5,318.125,2019-08-13,13:15:00,318.125,-63.625,-69.35125,SL Hit,211.5741646787511,-1.4672932788177235,2019,8
2,BANKNIFTY1981427900PE,27900,PE,2019-08-14,1 days,2019-08-13,13:16:00,98.0,134.75,2019-08-13,13:46:00,134.75,-36.75,-39.0775,SL Hit,211.5741646787511,-0.8267789420233895,2019,8
3,BANKNIFTY1981427800PE,27800,PE,2019-08-14,1 days,2019-08-13,13:47:00,88.15,121.20625000000001,2019-08-13,13:59:00,121.20625000000001,-33.056250000000006,-35.1498125,SL Hit,211.5741646787511,-0.7436792218302224,2019,8
0,BANKNIFTY19AUG27900CE,27900,CE,2019-08-29,3 days,2019-08-26,09:18:00,116.25,145.3125,2019-08-26,13:25:00,145.3125,-29.0625,-31.678125,SL Hit,216.86877631792962,-0.6869996204796415,2019,8
1,BANKNIFTY19AUG28000CE,28000,CE,2019-08-29,3 days,2019-08-26,13:26:00,110.5,151.9375,2019-08-26,13:50:00,151.9375,-41.4375,-44.061875,SL Hit,216.86877631792962,-0.9555644913523574,2019,8
2,BANKNIFTY19AUG28200CE,28200,CE,2019-08-29,3 days,2019-08-26,13:51:00,96.9,133.2375,2019-08-26,14:15:00,133.2375,-36.337500000000006,-38.638875000000006,SL Hit,216.86877631792962,-0.8379565539551443,2019,8
3,BANKNIFTY19AUG27300PE,27300,PE,2019-08-29,3 days,2019-08-26,09:18:00,224.1,280.125,2019-08-26,09:22:00,280.125,-56.025000000000006,-61.06725000000001,SL Hit,216.86877631792962,-1.324357978060109,2019,8
4,BANKNIFTY19AUG26700PE,26700,PE,2019-08-29,3 days,2019-08-26,09:23:00,101.85,140.04375,2019-08-26,09:35:00,140.04375,-38.193749999999994,-40.61268749999999,SL Hit,216.86877631792962,-0.8807623841107474,2019,8
5,BANKNIFTY19AUG26500PE,26500,PE,2019-08-29,3 days,2019-08-26,09:36:00,96.9,133.2375,2019-08-26,09:46:00,133.2375,-36.337500000000006,-38.638875000000006,SL Hit,216.86877631792962,-0.8379565539551443,2019,8
0,BANKNIFTY19AUG28400CE,28400,CE,2019-08-29,2 days,2019-08-27,09:18:00,138.15,172.6875,2019-08-27,09:20:00,172.6875,-34.537499999999994,-37.645875,SL Hit,213.461600037,-0.8035948712292896,2019,8
1,BANKNIFTY19AUG27700PE,27700,PE,2019-08-29,2 days,2019-08-27,09:18:00,109.05,136.3125,2019-08-27,09:37:00,136.3125,-27.262500000000003,-29.716125,SL Hit,213.461600037,-0.6343251589399497,2019,8
0,BANKNIFTY19AUG28200CE,28200,CE,2019-08-29,1 days,2019-08-28,09:18:00,129.0,161.25,2019-08-28,09:20:00,161.25,-32.25,-35.1525,SL Hit,213.58469879217853,-0.7508036124292056,2019,8
1,BANKNIFTY19AUG27900PE,27900,PE,2019-08-29,1 days,2019-08-28,09:18:00,179.25,224.0625,2019-08-28,13:18:00,224.0625,-44.8125,-48.845625,SL Hit,213.58469879217853,-1.0432678102940705,2019,8
2,BANKNIFTY19AUG27600PE,27600,PE,2019-08-29,1 days,2019-08-28,13:19:00,87.4,120.17500000000001,2019-08-28,14:13:00,120.17500000000001,-32.775000000000006,-34.850750000000005,SL Hit,213.58469879217853,-0.7443586941431516,2019,8
3,BANKNIFTY19AUG27500PE,27500,PE,2019-08-29,1 days,2019-08-28,14:14:00,92.1,126.63749999999999,2019-08-28,15:22:00,33.15,58.949999999999996,57.6975,EOD,213.58469879217853,1.2323303158561723,2019,8
0,BANKNIFTY1990527900CE,27900,CE,2019-09-05,6 days,2019-08-30,09:18:00,145.0,181.25,2019-08-30,09:41:00,181.25,-36.25,-39.5125,SL Hit,218.87545439456315,-0.8648316391765177,2019,8
1,BANKNIFTY1990526900PE,26900,PE,2019-09-05,6 days,2019-08-30,09:18:00,133.1,166.375,2019-08-30,10:42:00,166.375,-33.275000000000006,-36.26975000000001,SL Hit,218.87545439456315,-0.7938558012027209,2019,8
