,Contract,Strike,Trade Type,Expiry Date,DTE,Entry Date,Entry Time,Entry Price,Initial SL,Exit Date,Exit Time,Exit Price,Points Captured,After Costs,Remarks,Qty,ROI%,Trade Year,Trade Month
1,BANKNIFTY2171534600PE,34600,PE,2021-07-15,6 days,2021-07-09,09:18:00,180.2,225.25,2021-07-09,09:21:00,225.25,-45.05000000000001,-49.10450000000001,SL Hit,170.57569296375266,-0.8376034115138594,2021,7
2,BANKNIFTY2171534200PE,34200,PE,2021-07-15,6 days,2021-07-09,09:22:00,128.25,176.34375,2021-07-09,15:22:00,46.25,82.0,80.255,EOD,170.57569296375266,1.3689552238805969,2021,7
0,BANKNIFTY2171535700CE,35700,CE,2021-07-15,3 days,2021-07-12,09:18:00,135.75,169.6875,2021-07-12,15:22:00,72.0,63.75,61.6725,EOD,170.17824753276994,1.0495317970964753,2021,7
1,BANKNIFTY2171534900PE,34900,PE,2021-07-15,3 days,2021-07-12,09:18:00,94.1,117.625,2021-07-12,09:19:00,117.625,-23.525000000000006,-25.642250000000004,SL Hit,170.17824753276994,-0.4363753167797171,2021,7
2,BANKNIFTY2171534800PE,34800,PE,2021-07-15,3 days,2021-07-12,09:20:00,89.8,123.475,2021-07-12,13:13:00,123.475,-33.675,-35.80775,SL Hit,170.17824753276994,-0.6093700143091543,2021,7
3,BANKNIFTY2171534700PE,34700,PE,2021-07-15,3 days,2021-07-12,13:14:00,104.9,144.2375,2021-07-12,15:22:00,65.5,39.400000000000006,37.696000000000005,EOD,170.17824753276994,0.6415039218995296,2021,7
0,BANKNIFTY2171535500CE,35500,CE,2021-07-15,2 days,2021-07-13,09:18:00,175.0,218.75,2021-07-13,11:44:00,218.75,-43.75,-47.6875,SL Hit,169.03670209394215,-0.8060937731104867,2021,7
1,BANKNIFTY2171535800CE,35800,CE,2021-07-15,2 days,2021-07-13,11:45:00,93.45,128.49375,2021-07-13,12:14:00,128.49375,-35.04375,-37.2631875,SL Hit,169.03670209394215,-0.6298846324508209,2021,7
2,BANKNIFTY2171535900CE,35900,CE,2021-07-15,2 days,2021-07-13,12:15:00,99.6,136.95,2021-07-13,15:22:00,84.6,15.0,13.158,EOD,169.03670209394215,0.22241849261520905,2021,7
3,BANKNIFTY2171535300PE,35300,PE,2021-07-15,2 days,2021-07-13,09:18:00,137.45,171.8125,2021-07-13,09:19:00,171.8125,-34.36250000000001,-37.45512500000001,SL Hit,169.03670209394215,-0.6331290806516366,2021,7
4,BANKNIFTY2171535100PE,35100,PE,2021-07-15,2 days,2021-07-13,09:20:00,92.7,127.4625,2021-07-13,15:22:00,47.4,45.300000000000004,43.899,EOD,169.03670209394215,0.7420542185221967,2021,7
0,BANKNIFTY2171535500CE,35500,CE,2021-07-15,0 days,2021-07-15,09:18:00,226.55,283.1875,2021-07-15,09:34:00,283.1875,-56.63749999999999,-61.73487499999999,SL Hit,167.7535700056617,-1.0356245675103273,2021,7
1,BANKNIFTY2171535500CE,35500,CE,2021-07-15,0 days,2021-07-15,09:35:00,283.95,390.43125,2021-07-15,10:41:00,390.43125,-106.48124999999999,-113.22506249999999,SL Hit,167.7535700056617,-1.899390844848917,2021,7
2,BANKNIFTY2171535700CE,35700,CE,2021-07-15,0 days,2021-07-15,10:42:00,226.9,311.9875,2021-07-15,15:22:00,201.85,25.05000000000001,20.76250000000001,EOD,167.7535700056617,0.3482983497242553,2021,7
3,BANKNIFTY2171535900PE,35900,PE,2021-07-15,0 days,2021-07-15,09:18:00,255.8,319.75,2021-07-15,15:22:00,1.55,254.25,251.6765,EOD,167.7535700056617,4.221963136152992,2021,7
0,BANKNIFTY2172236400CE,36400,CE,2021-07-22,6 days,2021-07-16,09:18:00,121.45,151.8125,2021-07-16,15:22:00,66.95,54.5,52.616,EOD,166.8859362440095,0.8780870421414804,2021,7
1,BANKNIFTY2172235400PE,35400,PE,2021-07-22,6 days,2021-07-16,09:18:00,129.0,161.25,2021-07-16,10:05:00,161.25,-32.25,-35.1525,SL Hit,166.8859362440095,-0.5866457873817545,2021,7
2,BANKNIFTY2172235200PE,35200,PE,2021-07-22,6 days,2021-07-16,10:06:00,108.55,149.25625,2021-07-16,15:22:00,76.05,32.5,30.654,EOD,166.8859362440095,0.5115721489623868,2021,7
0,BANKNIFTY2172235500CE,35500,CE,2021-07-22,3 days,2021-07-19,09:18:00,145.25,181.5625,2021-07-19,15:22:00,99.9,45.349999999999994,42.89849999999999,EOD,170.81437175185798,0.7327680326597077,2021,7
1,BANKNIFTY2172234700PE,34700,PE,2021-07-22,3 days,2021-07-19,09:18:00,98.05,122.5625,2021-07-19,12:54:00,122.5625,-24.512500000000003,-26.718625000000003,SL Hit,170.81437175185798,-0.4563925143448487,2021,7
2,BANKNIFTY2172234500PE,34500,PE,2021-07-22,3 days,2021-07-19,12:55:00,100.5,138.1875,2021-07-19,15:22:00,42.7,57.8,56.367999999999995,EOD,170.81437175185798,0.9628464506908728,2021,7
0,BANKNIFTY2172234400CE,34400,CE,2021-07-22,0 days,2021-07-22,09:18:00,381.15,476.4375,2021-07-22,09:36:00,476.4375,-95.28750000000002,-103.86337500000002,SL Hit,172.5099624503315,-1.7917466921214702,2021,7
1,BANKNIFTY2172234700CE,34700,CE,2021-07-22,0 days,2021-07-22,09:37:00,222.0,305.25,2021-07-22,15:22:00,0.9,221.1,218.87099999999998,EOD,172.5099624503315,3.7757427991466503,2021,7
2,BANKNIFTY2172234900PE,34900,PE,2021-07-22,0 days,2021-07-22,09:18:00,213.0,266.25,2021-07-22,14:20:00,266.25,-53.25,-58.042500000000004,SL Hit,172.5099624503315,-1.0012909495523368,2021,7
3,BANKNIFTY2172234900PE,34900,PE,2021-07-22,0 days,2021-07-22,14:21:00,286.15,393.45624999999995,2021-07-22,15:22:00,221.6,64.54999999999998,59.47249999999998,EOD,172.5099624503315,1.0259598741827336,2021,7
0,BANKNIFTY21JUL35300CE,35300,CE,2021-07-29,6 days,2021-07-23,09:18:00,127.3,159.125,2021-07-23,13:39:00,159.125,-31.825000000000003,-34.68925,SL Hit,172.65764722301756,-0.5989364288931062,2021,7
1,BANKNIFTY21JUL35500CE,35500,CE,2021-07-29,6 days,2021-07-23,13:40:00,100.25,137.84375,2021-07-23,15:22:00,107.0,-6.75,-8.8225,EOD,172.65764722301756,-0.15232720926250726,2021,7
2,BANKNIFTY21JUL34200PE,34200,PE,2021-07-29,6 days,2021-07-23,09:18:00,117.4,146.75,2021-07-23,09:30:00,146.75,-29.349999999999994,-31.991499999999995,SL Hit,172.65764722301756,-0.5523577121135166,2021,7
3,BANKNIFTY21JUL33800PE,33800,PE,2021-07-29,6 days,2021-07-23,09:31:00,119.3,164.0375,2021-07-23,15:22:00,44.3,75.0,73.364,EOD,172.65764722301756,1.266685563086946,2021,7
0,BANKNIFTY21JUL35200CE,35200,CE,2021-07-29,3 days,2021-07-26,09:18:00,138.15,172.6875,2021-07-26,09:18:00,172.6875,-34.537499999999994,-37.645875,SL Hit,172.01810203827114,-0.647577196707,2021,7
1,BANKNIFTY21JUL35400CE,35400,CE,2021-07-29,3 days,2021-07-26,09:19:00,92.6,127.32499999999999,2021-07-26,09:25:00,127.32499999999999,-34.724999999999994,-36.924249999999994,SL Hit,172.01810203827114,-0.6351639404186632,2021,7
2,BANKNIFTY21JUL35500CE,35500,CE,2021-07-29,3 days,2021-07-26,09:26:00,98.4,135.3,2021-07-26,15:22:00,73.6,24.80000000000001,23.080000000000013,EOD,172.01810203827114,0.39701777950433004,2021,7
3,BANKNIFTY21JUL34600PE,34600,PE,2021-07-29,3 days,2021-07-26,09:18:00,185.25,231.5625,2021-07-26,15:22:00,120.45,64.8,61.742999999999995,EOD,172.01810203827114,1.0620913674148975,2021,7
0,BANKNIFTY21JUL35300CE,35300,CE,2021-07-29,2 days,2021-07-27,09:18:00,159.5,199.375,2021-07-27,15:22:00,59.6,99.9,97.709,EOD,171.2536480594821,1.6733022698243936,2021,7
1,BANKNIFTY21JUL34800PE,34800,PE,2021-07-29,2 days,2021-07-27,09:18:00,120.3,150.375,2021-07-27,09:42:00,150.375,-30.075000000000003,-32.78175,SL Hit,171.2536480594821,-0.5613994277273927,2021,7
2,BANKNIFTY21JUL34600PE,34600,PE,2021-07-29,2 days,2021-07-27,09:43:00,90.9,124.98750000000001,2021-07-27,12:39:00,124.98750000000001,-34.087500000000006,-36.24637500000001,SL Hit,171.2536480594821,-0.6207323947682012,2021,7
3,BANKNIFTY21JUL34500PE,34500,PE,2021-07-29,2 days,2021-07-27,12:40:00,96.6,132.825,2021-07-27,13:12:00,132.825,-36.224999999999994,-38.51924999999999,SL Hit,171.2536480594821,-0.6596562083015204,2021,7
0,BANKNIFTY21JUL35000CE,35000,CE,2021-07-29,1 days,2021-07-28,09:18:00,85.0,106.25,2021-07-28,15:22:00,32.5,52.5,51.325,EOD,172.20818247179014,0.8838584965364629,2021,7
1,BANKNIFTY21JUL34700PE,34700,PE,2021-07-29,1 days,2021-07-28,09:18:00,217.0,271.25,2021-07-28,09:36:00,271.25,-54.25,-59.1325,SL Hit,172.20818247179014,-1.018310035001313,2021,7
2,BANKNIFTY21JUL34300PE,34300,PE,2021-07-29,1 days,2021-07-28,09:37:00,112.7,154.9625,2021-07-28,10:32:00,154.9625,-42.2625,-44.939125000000004,SL Hit,172.20818247179014,-0.7738885038122587,2021,7
3,BANKNIFTY21JUL34200PE,34200,PE,2021-07-29,1 days,2021-07-28,10:33:00,110.4,151.8,2021-07-28,10:41:00,151.8,-41.400000000000006,-44.022000000000006,SL Hit,172.20818247179014,-0.7580948608773146,2021,7
0,BANKNIFTY21JUL34400CE,34400,CE,2021-07-29,0 days,2021-07-29,09:18:00,352.2,440.25,2021-07-29,15:22:00,281.0,71.19999999999999,64.868,EOD,172.676280898262,1.1201164989308459,2021,7
1,BANKNIFTY21JUL34900PE,34900,PE,2021-07-29,0 days,2021-07-29,09:18:00,236.95,296.1875,2021-07-29,09:23:00,296.1875,-59.23750000000001,-64.568875,SL Hit,172.676280898262,-1.1149513196784768,2021,7
2,BANKNIFTY21JUL34800PE,34800,PE,2021-07-29,0 days,2021-07-29,09:24:00,229.0,314.875,2021-07-29,12:23:00,314.875,-85.875,-91.31375,SL Hit,172.676280898262,-1.5767718744873669,2021,7
3,BANKNIFTY21JUL34700PE,34700,PE,2021-07-29,0 days,2021-07-29,12:24:00,221.85,305.04375,2021-07-29,15:22:00,19.45,202.4,199.987,EOD,172.676280898262,3.4533011388000725,2021,7
0,BANKNIFTY2180535200CE,35200,CE,2021-08-05,6 days,2021-07-30,09:18:00,122.8,153.5,2021-07-30,15:22:00,85.85,36.95,34.8635,EOD,173.1124610677288,0.6035306286434763,2021,7
1,BANKNIFTY2180534300PE,34300,PE,2021-08-05,6 days,2021-07-30,09:18:00,206.0,257.5,2021-07-30,15:22:00,166.35,39.650000000000006,35.926500000000004,EOD,173.1124610677288,0.621932483254976,2021,7
0,BANKNIFTY2180535000CE,35000,CE,2021-08-05,3 days,2021-08-02,09:18:00,178.1,222.625,2021-08-02,15:22:00,125.05,53.05,50.018499999999996,EOD,172.59159220058595,0.8632772554485006,2021,8
1,BANKNIFTY2180534200PE,34200,PE,2021-08-05,3 days,2021-08-02,09:18:00,80.05,100.0625,2021-08-02,14:32:00,100.0625,-20.012500000000003,-21.813625000000002,SL Hit,172.59159220058595,-0.3764848270416507,2021,8
2,BANKNIFTY2180534300PE,34300,PE,2021-08-05,3 days,2021-08-02,14:33:00,109.4,150.425,2021-08-02,15:22:00,86.1,23.30000000000001,21.345000000000013,EOD,172.59159220058595,0.36839675355215096,2021,8
0,BANKNIFTY2180535000CE,35000,CE,2021-08-05,2 days,2021-08-03,09:18:00,120.9,151.125,2021-08-03,12:20:00,151.125,-30.224999999999994,-32.945249999999994,SL Hit,172.69268185978504,-0.5689403577041081,2021,8
1,BANKNIFTY2180535200CE,35200,CE,2021-08-05,2 days,2021-08-03,12:21:00,91.35,125.60624999999999,2021-08-03,14:30:00,125.60624999999999,-34.256249999999994,-36.42581249999999,SL Hit,172.69268185978504,-0.629047124954668,2021,8
2,BANKNIFTY2180535300CE,35300,CE,2021-08-05,2 days,2021-08-03,14:31:00,90.4,124.30000000000001,2021-08-03,14:39:00,124.30000000000001,-33.900000000000006,-36.047000000000004,SL Hit,172.69268185978504,-0.6225053102999671,2021,8
3,BANKNIFTY2180534500PE,34500,PE,2021-08-05,2 days,2021-08-03,09:18:00,121.2,151.5,2021-08-03,15:22:00,40.8,80.4,78.78,EOD,172.69268185978504,1.3604729476913866,2021,8
0,BANKNIFTY2180535400CE,35400,CE,2021-08-05,1 days,2021-08-04,09:18:00,177.5,221.875,2021-08-04,09:32:00,221.875,-44.375,-48.36875,SL Hit,169.5382202725327,-0.8200351791807066,2021,8
1,BANKNIFTY2180535700CE,35700,CE,2021-08-05,1 days,2021-08-04,09:33:00,93.05,127.94375,2021-08-04,09:38:00,127.94375,-34.89375,-37.1036875,SL Hit,169.5382202725327,-0.6290493144298218,2021,8
2,BANKNIFTY2180535900CE,35900,CE,2021-08-05,1 days,2021-08-04,09:39:00,96.75,133.03125,2021-08-04,10:25:00,133.03125,-36.28125,-38.5790625,SL Hit,169.5382202725327,-0.6540625596032806,2021,8
3,BANKNIFTY2180535200PE,35200,PE,2021-08-05,1 days,2021-08-04,09:18:00,107.6,134.5,2021-08-04,15:22:00,17.05,90.55,89.3035,EOD,169.5382202725327,1.5140356454108124,2021,8
0,BANKNIFTY2180535800CE,35800,CE,2021-08-05,0 days,2021-08-05,09:18:00,216.95,271.1875,2021-08-05,12:56:00,271.1875,-54.23750000000001,-59.11887500000001,SL Hit,166.13388452864356,-0.9821648352713316,2021,8
1,BANKNIFTY2180535800CE,35800,CE,2021-08-05,0 days,2021-08-05,12:57:00,270.6,372.07500000000005,2021-08-05,15:22:00,32.5,238.10000000000002,235.06900000000002,EOD,166.13388452864356,3.9052926102263714,2021,8
2,BANKNIFTY2180536200PE,36200,PE,2021-08-05,0 days,2021-08-05,09:18:00,336.3,420.375,2021-08-05,09:26:00,420.375,-84.07499999999999,-91.64174999999999,SL Hit,166.13388452864356,-1.522479991250282,2021,8
3,BANKNIFTY2180536000PE,36000,PE,2021-08-05,0 days,2021-08-05,09:27:00,268.35,368.98125000000005,2021-08-05,10:40:00,368.98125000000005,-100.63125000000002,-107.00456250000002,SL Hit,166.13388452864356,-1.7777083630413026,2021,8
4,BANKNIFTY2180535900PE,35900,PE,2021-08-05,0 days,2021-08-05,10:41:00,277.75,381.90625,2021-08-05,15:22:00,69.3,208.45,204.9795,EOD,166.13388452864356,3.405404058373909,2021,8
0,BANKNIFTY2181236400CE,36400,CE,2021-08-12,6 days,2021-08-06,09:18:00,199.35,249.1875,2021-08-06,15:22:00,130.6,68.75,65.4505,EOD,167.17935000668717,1.094197204761268,2021,8
1,BANKNIFTY2181235200PE,35200,PE,2021-08-12,6 days,2021-08-06,09:18:00,146.9,183.625,2021-08-06,15:22:00,92.65,54.25,51.8545,EOD,167.17935000668717,0.8669001604921761,2021,8
0,BANKNIFTY2181236300CE,36300,CE,2021-08-12,3 days,2021-08-09,09:18:00,156.55,195.6875,2021-08-09,09:40:00,195.6875,-39.13749999999999,-42.659874999999985,SL Hit,167.42940060274583,-0.7142517301038059,2021,8
1,BANKNIFTY2181236700CE,36700,CE,2021-08-12,3 days,2021-08-09,09:41:00,91.15,125.33125000000001,2021-08-09,15:22:00,59.15,32.00000000000001,30.497000000000007,EOD,167.42940060274583,0.5106094430181941,2021,8
2,BANKNIFTY2181235500PE,35500,PE,2021-08-12,3 days,2021-08-09,09:18:00,122.8,153.5,2021-08-09,15:22:00,72.85,49.95,47.993500000000004,EOD,167.42940060274583,0.8035522937827883,2021,8
0,BANKNIFTY2181236300CE,36300,CE,2021-08-12,2 days,2021-08-10,09:18:00,171.4,214.25,2021-08-10,09:27:00,214.25,-42.849999999999994,-46.70649999999999,SL Hit,166.4858445410679,-0.7775971098057386,2021,8
1,BANKNIFTY2181235700PE,35700,PE,2021-08-12,2 days,2021-08-10,09:18:00,101.05,126.3125,2021-08-10,14:14:00,126.3125,-25.262500000000003,-27.536125000000002,SL Hit,166.4858445410679,-0.45843750260134136,2021,8
0,BANKNIFTY2181236500CE,36500,CE,2021-08-12,1 days,2021-08-11,09:18:00,81.65,102.0625,2021-08-11,15:22:00,12.75,68.9,67.956,EOD,165.61981144184466,1.1254859906341996,2021,8
1,BANKNIFTY2181236000PE,36000,PE,2021-08-12,1 days,2021-08-11,09:18:00,148.3,185.375,2021-08-11,09:39:00,185.375,-37.07499999999999,-40.41174999999999,SL Hit,165.61981144184466,-0.6692986415034964,2021,8
2,BANKNIFTY2181235700PE,35700,PE,2021-08-12,1 days,2021-08-11,09:40:00,93.85,129.04375,2021-08-11,09:54:00,129.04375,-35.193749999999994,-37.422687499999995,SL Hit,165.61981144184466,-0.6197938447397077,2021,8
3,BANKNIFTY2181235600PE,35600,PE,2021-08-12,1 days,2021-08-11,09:55:00,90.45,124.36875,2021-08-11,10:08:00,124.36875,-33.91875,-36.0669375,SL Hit,165.61981144184466,-0.5973399388034796,2021,8
0,BANKNIFTY2181235600CE,35600,CE,2021-08-12,0 days,2021-08-12,09:18:00,381.85,477.3125,2021-08-12,15:22:00,327.65,54.200000000000045,47.10500000000005,EOD,167.089263261666,0.7870739745940785,2021,8
1,BANKNIFTY2181236100PE,36100,PE,2021-08-12,0 days,2021-08-12,09:18:00,215.6,269.5,2021-08-12,09:21:00,269.5,-53.900000000000006,-58.751000000000005,SL Hit,167.089263261666,-0.9816661305886141,2021,8
2,BANKNIFTY2181236100PE,36100,PE,2021-08-12,0 days,2021-08-12,09:22:00,245.05,336.94375,2021-08-12,09:24:00,336.94375,-91.89375000000001,-97.7136875,SL Hit,167.089263261666,-1.6326908054955662,2021,8
3,BANKNIFTY2181236000PE,36000,PE,2021-08-12,0 days,2021-08-12,09:25:00,271.85,373.79375000000005,2021-08-12,15:22:00,71.55,200.3,196.866,EOD,167.089263261666,3.289419490127114,2021,8
0,BANKNIFTY2181836500CE,36500,CE,2021-08-18,5 days,2021-08-13,09:18:00,147.05,183.8125,2021-08-13,15:22:00,128.1,18.950000000000017,16.198500000000017,EOD,166.50617321637202,0.2697150246845405,2021,8
1,BANKNIFTY2181835700PE,35700,PE,2021-08-18,5 days,2021-08-13,09:18:00,139.75,174.6875,2021-08-13,13:38:00,174.6875,-34.9375,-38.081875,SL Hit,166.50617321637202,-0.6340867275154227,2021,8
2,BANKNIFTY2181835500PE,35500,PE,2021-08-18,5 days,2021-08-13,13:39:00,99.65,137.01875,2021-08-13,15:22:00,65.35,34.30000000000001,32.65000000000001,EOD,166.50617321637202,0.5436426555514549,2021,8
0,BANKNIFTY2181836400CE,36400,CE,2021-08-18,2 days,2021-08-16,09:18:00,126.15,157.6875,2021-08-16,09:19:00,157.6875,-31.537499999999994,-34.37587499999999,SL Hit,166.13480454932474,-0.5711029274337017,2021,8
1,BANKNIFTY2181836700CE,36700,CE,2021-08-18,2 days,2021-08-16,09:20:00,91.65,126.01875000000001,2021-08-16,15:22:00,34.65,57.00000000000001,55.73700000000001,EOD,166.13480454932474,0.9259855601165715,2021,8
2,BANKNIFTY2181835900PE,35900,PE,2021-08-18,2 days,2021-08-16,09:18:00,163.5,204.375,2021-08-16,15:22:00,134.3,29.19999999999999,26.221999999999987,EOD,166.13480454932474,0.43563868448923915,2021,8
0,BANKNIFTY2181836200CE,36200,CE,2021-08-18,1 days,2021-08-17,09:18:00,92.35,115.4375,2021-08-17,15:22:00,36.85,55.49999999999999,54.20799999999999,EOD,166.72895845809057,0.9038043380096172,2021,8
1,BANKNIFTY2181835900PE,35900,PE,2021-08-18,1 days,2021-08-17,09:18:00,182.25,227.8125,2021-08-17,09:57:00,227.8125,-45.5625,-49.663125,SL Hit,166.72895845809057,-0.828028110502396,2021,8
2,BANKNIFTY2181835600PE,35600,PE,2021-08-18,1 days,2021-08-17,09:58:00,104.4,143.55,2021-08-17,12:06:00,143.55,-39.150000000000006,-41.62950000000001,SL Hit,166.72895845809057,-0.6940843176131083,2021,8
3,BANKNIFTY2181835500PE,35500,PE,2021-08-18,1 days,2021-08-17,12:07:00,104.1,143.1375,2021-08-17,15:22:00,23.9,80.19999999999999,78.91999999999999,EOD,166.72895845809057,1.3158249401512505,2021,8
0,BANKNIFTY2181835700CE,35700,CE,2021-08-18,0 days,2021-08-18,09:18:00,431.95,539.9375,2021-08-18,15:22:00,0.25,431.7,427.378,EOD,165.6179828005725,7.078148225334307,2021,8
1,BANKNIFTY2181836300PE,36300,PE,2021-08-18,0 days,2021-08-18,09:18:00,232.7,290.875,2021-08-18,09:37:00,290.875,-58.17500000000001,-63.410750000000014,SL Hit,165.6179828005725,-1.0501960502871406,2021,8
2,BANKNIFTY2181836200PE,36200,PE,2021-08-18,0 days,2021-08-18,09:38:00,216.45,297.61875,2021-08-18,11:45:00,297.61875,-81.16874999999999,-86.30943749999999,SL Hit,165.6179828005725,-1.4294394935402084,2021,8
3,BANKNIFTY2181836200PE,36200,PE,2021-08-18,0 days,2021-08-18,11:46:00,294.6,405.07500000000005,2021-08-18,12:50:00,405.07500000000005,-110.47500000000002,-117.47175000000003,SL Hit,165.6179828005725,-1.9455434271053156,2021,8
0,BANKNIFTY21AUG35800CE,35800,CE,2021-08-26,6 days,2021-08-20,09:18:00,94.85,118.5625,2021-08-20,09:26:00,118.5625,-23.712500000000006,-25.846625000000007,SL Hit,170.45720884843374,-0.44057435556521496,2021,8
1,BANKNIFTY21AUG35800CE,35800,CE,2021-08-26,6 days,2021-08-20,09:27:00,110.9,152.4875,2021-08-20,15:22:00,82.0,28.900000000000006,26.971000000000007,EOD,170.45720884843374,0.4597401379851108,2021,8
2,BANKNIFTY21AUG34600PE,34600,PE,2021-08-26,6 days,2021-08-20,09:18:00,198.75,248.4375,2021-08-20,15:22:00,138.25,60.5,57.13,EOD,170.45720884843374,0.9738220341511019,2021,8
0,BANKNIFTY21AUG35700CE,35700,CE,2021-08-26,3 days,2021-08-23,09:18:00,125.9,157.375,2021-08-23,15:22:00,62.1,63.800000000000004,61.92,EOD,169.36043853062884,1.0486798353816538,2021,8
1,BANKNIFTY21AUG35000PE,35000,PE,2021-08-26,3 days,2021-08-23,09:18:00,129.55,161.9375,2021-08-23,09:23:00,161.9375,-32.38749999999999,-35.30237499999999,SL Hit,169.36043853062884,-0.5978825711172707,2021,8
2,BANKNIFTY21AUG34800PE,34800,PE,2021-08-26,3 days,2021-08-23,09:24:00,101.7,139.8375,2021-08-23,09:54:00,139.8375,-38.1375,-40.552875,SL Hit,169.36043853062884,-0.6868052693677775,2021,8
3,BANKNIFTY21AUG34600PE,34600,PE,2021-08-26,3 days,2021-08-23,09:55:00,98.45,135.36875,2021-08-23,10:34:00,135.36875,-36.91875,-39.25693750000001,SL Hit,169.36043853062884,-0.664857215036949,2021,8
0,BANKNIFTY21AUG35400CE,35400,CE,2021-08-26,2 days,2021-08-24,09:18:00,136.05,170.0625,2021-08-24,10:17:00,170.0625,-34.01249999999999,-37.073624999999986,SL Hit,170.30818685646568,-0.6313941853946535,2021,8
1,BANKNIFTY21AUG35600CE,35600,CE,2021-08-26,2 days,2021-08-24,10:18:00,100.0,137.5,2021-08-24,11:28:00,137.5,-37.5,-39.875,SL Hit,170.30818685646568,-0.6791038950901569,2021,8
2,BANKNIFTY21AUG35700CE,35700,CE,2021-08-26,2 days,2021-08-24,11:29:00,105.0,144.375,2021-08-24,12:03:00,144.375,-39.375,-41.86875,SL Hit,170.30818685646568,-0.7130590898446647,2021,8
3,BANKNIFTY21AUG35000PE,35000,PE,2021-08-26,2 days,2021-08-24,09:18:00,178.25,222.8125,2021-08-24,15:22:00,49.0,129.25,126.9775,EOD,170.30818685646568,2.162530779656687,2021,8
0,BANKNIFTY21AUG35800CE,35800,CE,2021-08-26,1 days,2021-08-25,09:18:00,209.95,262.4375,2021-08-25,15:22:00,82.55,127.39999999999999,124.475,EOD,167.63171312626162,2.0865957491391414,2021,8
1,BANKNIFTY21AUG35600PE,35600,PE,2021-08-26,1 days,2021-08-25,09:18:00,98.25,122.8125,2021-08-25,09:43:00,122.8125,-24.5625,-26.773125,SL Hit,167.63171312626162,-0.4488024809493544,2021,8
2,BANKNIFTY21AUG35400PE,35400,PE,2021-08-26,1 days,2021-08-25,09:44:00,87.9,120.86250000000001,2021-08-25,10:18:00,120.86250000000001,-32.962500000000006,-35.05012500000001,SL Hit,167.63171312626162,-0.5875512499039612,2021,8
3,BANKNIFTY21AUG35400PE,35400,PE,2021-08-26,1 days,2021-08-25,10:19:00,111.75,153.65625,2021-08-25,15:22:00,63.65,48.1,46.346000000000004,EOD,167.63171312626162,0.7769059376549721,2021,8
0,BANKNIFTY21AUG35300CE,35300,CE,2021-08-26,0 days,2021-08-26,09:18:00,218.0,272.5,2021-08-26,09:23:00,272.5,-54.5,-59.405,SL Hit,168.97552952706567,-1.0037991331555336,2021,8
1,BANKNIFTY21AUG35300CE,35300,CE,2021-08-26,0 days,2021-08-26,09:24:00,279.6,384.45000000000005,2021-08-26,10:06:00,384.45000000000005,-104.85000000000002,-111.49050000000003,SL Hit,168.97552952706567,-1.883916627473732,2021,8
2,BANKNIFTY21AUG35400CE,35400,CE,2021-08-26,0 days,2021-08-26,10:07:00,271.6,373.45000000000005,2021-08-26,12:10:00,373.45000000000005,-101.85000000000002,-108.30050000000003,SL Hit,168.97552952706567,-1.830013433554598,2021,8
3,BANKNIFTY21AUG35800PE,35800,PE,2021-08-26,0 days,2021-08-26,09:18:00,389.0,486.25,2021-08-26,15:22:00,174.4,214.6,208.966,EOD,168.97552952706567,3.5310140503152807,2021,8
0,BANKNIFTY2190236000CE,36000,CE,2021-09-02,6 days,2021-08-27,09:18:00,129.8,162.25,2021-08-27,14:25:00,162.25,-32.44999999999999,-35.370499999999986,SL Hit,168.62648110259235,-0.596440294983924,2021,8
1,BANKNIFTY2190236200CE,36200,CE,2021-09-02,6 days,2021-08-27,14:26:00,98.25,135.09375,2021-08-27,15:22:00,82.2,16.049999999999997,14.245499999999996,EOD,168.62648110259235,0.2402168536546979,2021,8
2,BANKNIFTY2190235200PE,35200,PE,2021-09-02,6 days,2021-08-27,09:18:00,194.5,243.125,2021-08-27,15:22:00,138.7,55.80000000000001,52.46800000000001,EOD,168.62648110259235,0.8847494210490816,2021,8
0,BANKNIFTY2190236100CE,36100,CE,2021-09-02,3 days,2021-08-30,09:18:00,145.65,182.0625,2021-08-30,09:55:00,182.0625,-36.412499999999994,-39.68962499999999,SL Hit,167.8126874782368,-0.6660422636253412,2021,8
1,BANKNIFTY2190236300CE,36300,CE,2021-09-02,3 days,2021-08-30,09:56:00,109.75,150.90625,2021-08-30,10:24:00,150.90625,-41.15625,-43.7628125,SL Hit,167.8126874782368,-0.7343955177231175,2021,8
2,BANKNIFTY2190236500CE,36500,CE,2021-09-02,3 days,2021-08-30,10:25:00,94.05,129.31875,2021-08-30,10:41:00,129.31875,-35.26875,-37.5024375,SL Hit,167.8126874782368,-0.6293384823859608,2021,8
3,BANKNIFTY2190235300PE,35300,PE,2021-09-02,3 days,2021-08-30,09:18:00,87.1,108.875,2021-08-30,15:22:00,40.05,47.05,45.778499999999994,EOD,167.8126874782368,0.7682213113722463,2021,8
0,BANKNIFTY2190236700CE,36700,CE,2021-09-02,2 days,2021-08-31,09:18:00,112.95,141.1875,2021-08-31,09:23:00,141.1875,-28.237499999999997,-30.778874999999996,SL Hit,164.94097174973507,-0.5076697551863627,2021,8
1,BANKNIFTY2190236900CE,36900,CE,2021-09-02,2 days,2021-08-31,09:24:00,111.4,153.175,2021-08-31,15:22:00,58.75,52.650000000000006,50.9485,EOD,164.94097174973507,0.8403495099191378,2021,8
