Signal Generated At,Trade Type,Entry Time,Entry Price,Initial SL,Final SL,Exit Time,Exit Price,Points Captured,After Costs,PnL,Remarks,Qty,Leverage,ROI%,Trade Year,Trade Month,DD%,Index,Portfolio,Allocation,Qty apAlloc,PnL apAlloc,ROI% PF
2017-02-09 14:15:00,LONG,2017-02-09 15:15:00,8782.0,8724.0388,8780.695,2017-02-13 11:15:00,8770.25,-11.75,-15.26045,-12208.36,TSL Hit,800,7,-1.2208360000000005,2017,2,-1.2208359999999985,NIFTY,1000000,500000.0,400.0,-6104.18,-0.610418
2017-02-13 13:15:00,LONG,2017-02-13 14:15:00,8803.8,8745.694919999998,8782.68625,2017-02-15 10:15:00,8764.05,-39.75,-43.26357,-34610.856,TSL Hit,800,7,-3.4610856,2017,2,-4.681921599999999,NIFTY,1000000,500000.0,400.0,-17305.428,-1.7305428
2017-02-13 14:15:00,LONG,2017-02-13 15:15:00,28360.7,28190.5358,28320.881666666664,2017-02-14 15:15:00,28297.35,-63.35000000000218,-69.01580500000219,-19324.42540000061,TSL Hit,280,8,-1.932442540000061,2017,2,-4.8342829080000485,SENSEX,1000000,500000.0,140.0,-9662.212700000306,-0.9662212700000306
2017-02-14 15:15:00,LONG,2017-02-15 09:15:00,28343.33,28173.27002,28173.27002,2017-02-15 09:15:00,28296.62,-46.710000000002765,-52.373995000002765,-14664.718600000777,MACD Reversal,280,8,-1.4664718600000777,2017,2,-6.300754768000125,SENSEX,1000000,500000.0,140.0,-7332.3593000003875,-0.7332359300000387
2017-02-17 10:15:00,LONG,2017-02-17 11:15:00,8836.8,8778.47712,8896.12125,2017-02-27 14:15:00,8899.15,62.35000000000037,58.80281000000036,47042.24800000029,MACD Reversal,800,7,4.70422480000003,2017,2,0.0,NIFTY,1000000,500000.0,400.0,23521.124000000145,2.3521124000000144
2017-02-17 10:15:00,LONG,2017-02-17 11:15:00,28530.13,28358.94922,28641.086333333336,2017-02-28 14:15:00,28727.99,197.86000000000055,192.1341880000006,53797.572640000166,MACD Reversal,280,8,5.379757264000016,2017,2,-0.920997504000109,SENSEX,1000000,500000.0,140.0,26898.786320000083,2.689878632000008
2017-03-01 11:15:00,LONG,2017-03-01 12:15:00,8936.75,8877.76745,8930.06875,2017-03-02 14:15:00,8889.7,-47.04999999999927,-50.61528999999927,-39226.84974999944,TSL Hit,775,7,-3.9226849749999433,2017,3,-3.9226849749999424,NIFTY,1000000,500000.0,387.5,-19613.424874999717,-1.9613424874999716
2017-03-01 12:15:00,LONG,2017-03-01 13:15:00,28950.23,28776.52862,28817.6595,2017-03-03 09:15:00,28776.52862,-173.7013799999986,-179.4740558619986,-50252.73564135961,Initial SL hit,280,8,-5.025273564135961,2017,3,-5.94627106813607,SENSEX,1000000,500000.0,140.0,-25126.367820679807,-2.5126367820679807
2017-03-06 09:15:00,LONG,2017-03-06 10:15:00,8960.25,8901.11235,8927.73125,2017-03-08 10:15:00,8901.11235,-59.137650000000576,-62.70992247000058,-48600.18991425045,Initial SL hit,775,7,-4.8600189914250445,2017,3,-8.782703966424986,NIFTY,1000000,500000.0,387.5,-24300.094957125224,-2.4300094957125222
2017-03-06 09:15:00,LONG,2017-03-06 10:15:00,29050.34,28876.03796,28920.518,2017-03-08 10:15:00,28876.03796,-174.30203999999867,-180.09467779599868,-50426.50978287963,Initial SL hit,280,8,-5.042650978287963,2017,3,-10.988922046424031,SENSEX,1000000,500000.0,140.0,-25213.254891439814,-2.521325489143982
2017-03-10 11:15:00,LONG,2017-03-10 12:15:00,8941.8,8882.784119999998,8924.05875,2017-03-10 13:15:00,8912.05,-29.75,-33.32077,-25823.59675,TSL Hit,775,7,-2.582359675,2017,3,-11.365063641424983,NIFTY,1000000,500000.0,387.5,-12911.798375,-1.2911798375
2017-03-10 11:15:00,LONG,2017-03-10 12:15:00,28986.86,28812.93884,28922.090333333334,2017-03-10 13:15:00,28884.78,-102.08000000000176,-107.86716400000176,-30202.80592000049,TSL Hit,280,8,-3.020280592000049,2017,3,-14.009202638424082,SENSEX,1000000,500000.0,140.0,-15101.402960000247,-1.5101402960000248
2017-03-10 13:15:00,LONG,2017-03-10 14:15:00,8940.9,8881.89006,9106.367499999998,2017-03-21 10:15:00,9113.95,173.0500000000011,169.43903000000108,131315.24825000085,MACD Reversal,775,7,13.131524825000083,2017,3,0.0,NIFTY,1000000,500000.0,387.5,65657.62412500042,6.5657624125000424
2017-03-14 10:15:00,LONG,2017-03-14 11:15:00,29457.92,29281.17248,29297.26483333333,2017-03-21 11:15:00,29429.24,-28.679999999996653,-34.568715999996655,-9333.553319999097,MACD Reversal,270,8,-0.9333553319999096,2017,3,-14.94255797042399,SENSEX,1000000,500000.0,135.0,-4666.776659999548,-0.46667766599995486
2017-03-24 11:15:00,LONG,2017-03-24 12:15:00,29467.55,29290.7447,29290.7447,2017-03-27 09:15:00,29290.7447,-176.8053,-182.68112947,-49323.9049569,Initial SL Hit,270,8,-4.93239049569,2017,3,-19.87494846611399,SENSEX,1000000,500000.0,135.0,-24661.95247845,-2.466195247845
2017-03-24 11:15:00,LONG,2017-03-24 12:15:00,9120.5,9060.3047,9101.46,2017-03-24 15:15:00,9100.4,-20.100000000000364,-23.74418000000036,-18401.73950000028,TSL Hit,775,7,-1.840173950000028,2017,3,-1.840173950000029,NIFTY,1000000,500000.0,387.5,-9200.86975000014,-0.9200869750000139
2017-03-28 11:15:00,LONG,2017-03-28 12:15:00,9107.55,9047.440169999998,9213.715,2017-04-07 14:15:00,9193.75,86.20000000000073,82.53974000000073,63968.29850000057,TSL Hit,775,7,6.396829850000057,2017,3,0.0,NIFTY,1000000,500000.0,387.5,31984.149250000286,3.1984149250000287
2017-03-28 13:15:00,LONG,2017-03-28 14:15:00,29419.39,29242.87366,29660.88116666667,2017-04-07 14:15:00,29695.5,276.1100000000006,270.19851100000056,72953.59797000015,MACD Reversal,270,8,7.295359797000015,2017,3,-12.579588669113978,SENSEX,1000000,500000.0,135.0,36476.798985000074,3.6476798985000074
2017-04-11 12:15:00,LONG,2017-04-11 13:15:00,9230.25,9169.33035,9227.759999999998,2017-04-12 09:15:00,9169.33035,-60.91964999999982,-64.59956606999982,-48449.67455249987,Initial SL hit,750,7,-4.844967455249987,2017,4,-4.844967455249986,NIFTY,1000000,500000.0,375.0,-24224.837276249935,-2.4224837276249933
2017-04-11 14:15:00,LONG,2017-04-11 15:15:00,29804.24,29625.41456,29747.52333333333,2017-04-12 09:15:00,29625.41456,-178.82544000000053,-184.7684054560005,-49887.46947312014,Initial SL hit,270,8,-4.988746947312014,2017,4,-17.56833561642599,SENSEX,1000000,500000.0,135.0,-24943.734736560065,-2.494373473656007
2017-04-21 10:15:00,LONG,2017-04-21 11:15:00,29498.84,29321.84696,29321.84696,2017-04-21 12:15:00,29321.84696,-176.9930400000012,-182.8751086960012,-49376.279347920325,Initial SL Hit,270,8,-4.937627934792033,2017,4,-22.505963551218024,SENSEX,1000000,500000.0,135.0,-24688.139673960162,-2.468813967396016
2017-04-21 10:15:00,LONG,2017-04-21 11:15:00,9160.6,9100.14004,9100.14004,2017-04-21 12:15:00,9105.45,-55.14999999999964,-58.80320999999964,-45572.48774999972,MACD Reversal,775,7,-4.557248774999971,2017,4,-9.402216230249955,NIFTY,1000000,500000.0,387.5,-22786.24387499986,-2.2786243874999856
2017-04-24 10:15:00,LONG,2017-04-24 11:15:00,29513.12,29336.04128,29714.085166666664,2017-05-02 11:15:00,29858.21,345.09000000000015,339.15286700000013,91571.27409000004,MACD Reversal,270,8,9.157127409000005,2017,4,-13.34883614221802,SENSEX,1000000,500000.0,135.0,45785.63704500002,4.578563704500002
2017-04-24 10:15:00,LONG,2017-04-24 11:15:00,9166.95,9106.44813,9256.68,2017-04-28 11:15:00,9285.9,118.94999999999892,115.25942999999891,89326.05824999916,MACD Reversal,775,7,8.932605824999916,2017,4,-0.4696104052500374,NIFTY,1000000,500000.0,387.5,44663.02912499958,4.466302912499958
2017-05-02 12:15:00,LONG,2017-05-02 13:15:00,29927.63,29748.06422,29811.129166666666,2017-05-03 14:15:00,29892.39,-35.2400000000016,-41.2220020000016,-11129.940540000433,MACD Reversal,270,8,-1.1129940540000434,2017,5,-14.461830196218065,SENSEX,1000000,500000.0,135.0,-5564.970270000216,-0.5564970270000217
2017-05-02 15:15:00,LONG,2017-05-03 09:15:00,9318.8,9257.29592,9312.7975,2017-05-03 11:15:00,9309.1,-9.699999999998909,-13.42557999999891,-10069.184999999185,TSL Hit,750,7,-1.0069184999999183,2017,5,-1.4765289052499568,NIFTY,1000000,500000.0,375.0,-5034.592499999591,-0.5034592499999592
2017-05-03 12:15:00,LONG,2017-05-03 13:15:00,9316.4,9254.91176,9254.91176,2017-05-03 15:15:00,9304.0,-12.399999999999636,-16.124079999999637,-12093.059999999728,MACD Reversal,750,7,-1.209305999999973,2017,5,-2.6858349052499264,NIFTY,1000000,500000.0,375.0,-6046.529999999864,-0.6046529999999863
2017-05-04 11:15:00,LONG,2017-05-04 12:15:00,30077.6,29897.1344,29926.22683333333,2017-05-05 11:15:00,29897.1344,-180.46559999999957,-186.46307343999956,-50345.029828799874,Initial SL hit,270,8,-5.034502982879988,2017,5,-19.49633317909805,SENSEX,1000000,500000.0,135.0,-25172.51491439994,-2.517251491439994
2017-05-04 12:15:00,LONG,2017-05-04 13:15:00,9341.55,9279.89577,9325.87375,2017-05-05 09:15:00,9324.2,-17.349999999998545,-21.083149999998547,-15812.36249999891,TSL Hit,750,7,-1.581236249999891,2017,5,-4.267071155249816,NIFTY,1000000,500000.0,375.0,-7906.181249999455,-0.7906181249999455
2017-05-08 13:15:00,LONG,2017-05-08 14:15:00,9326.4,9264.845759999998,9264.845759999998,2017-05-08 15:15:00,9310.75,-15.649999999999636,-19.37742999999964,-14533.07249999973,MACD Reversal,750,7,-1.4533072499999728,2017,5,-5.7203784052497895,NIFTY,1000000,500000.0,375.0,-7266.5362499998655,-0.7266536249999865
2017-05-09 10:15:00,LONG,2017-05-09 11:15:00,9329.4,9267.825959999998,9318.33375,2017-05-09 14:15:00,9317.9,-11.5,-15.22946,-11422.095,TSL Hit,750,7,-1.1422095,2017,5,-6.862587905249789,NIFTY,1000000,500000.0,375.0,-5711.0475,-0.57110475
2017-05-09 12:15:00,LONG,2017-05-09 13:15:00,30002.56,29822.54464,29822.54464,2017-05-09 15:15:00,29931.61,-70.95000000000073,-76.94341700000072,-20774.722590000198,MACD Reversal,270,8,-2.0774722590000194,2017,5,-21.57380543809807,SENSEX,1000000,500000.0,135.0,-10387.361295000097,-1.0387361295000097
2017-05-10 09:15:00,LONG,2017-05-10 10:15:00,30197.66,30016.47404,30336.166,2017-05-19 12:15:00,30394.3,196.63999999999945,190.58080399999943,49551.00903999985,MACD Reversal,260,8,4.955100903999985,2017,5,-16.618704534098086,SENSEX,1000000,500000.0,130.0,24775.504519999926,2.4775504519999925
2017-05-10 09:15:00,LONG,2017-05-10 10:15:00,9390.15,9328.17501,9455.50875,2017-05-18 12:15:00,9463.75,73.60000000000036,69.82922000000036,52371.91500000027,MACD Reversal,750,7,5.237191500000026,2017,5,-1.6253964052497665,NIFTY,1000000,500000.0,375.0,26185.957500000135,2.6185957500000137
2017-05-19 13:15:00,LONG,2017-05-19 14:15:00,30497.48,30314.49512,30353.0885,2017-05-19 14:15:00,30449.06,-48.419999999998254,-54.51465399999825,-14173.810039999546,MACD Reversal,260,8,-1.4173810039999546,2017,5,-18.03608553809804,SENSEX,1000000,500000.0,130.0,-7086.905019999773,-0.7086905019999773
2017-05-22 10:15:00,LONG,2017-05-22 11:15:00,30629.62,30445.84228,30445.84228,2017-05-23 09:15:00,30445.84228,-183.77772000000184,-189.88526622800185,-49370.16921928048,Initial SL hit,260,8,-4.937016921928048,2017,5,-22.97310246002609,SENSEX,1000000,500000.0,130.0,-24685.084609640242,-2.468508460964024
2017-05-25 12:15:00,LONG,2017-05-25 13:15:00,30511.29,30328.22226,31133.150666666665,2017-06-06 15:15:00,31183.19,671.8999999999978,665.7305519999978,173089.94351999945,MACD Reversal,260,8,17.308994351999946,2017,5,-5.6641081080261415,SENSEX,1000000,500000.0,130.0,86544.97175999972,8.654497175999973
2017-05-25 12:15:00,LONG,2017-05-25 13:15:00,9429.55,9367.31497,9640.0825,2017-06-06 14:15:00,9634.4,204.8500000000004,201.0372100000004,150777.90750000026,TSL Hit,750,7,15.077790750000023,2017,5,0.0,NIFTY,1000000,500000.0,375.0,75388.95375000016,7.538895375000016
2017-06-07 09:15:00,LONG,2017-06-07 10:15:00,9676.1,9612.23774,9645.23875,2017-06-07 12:15:00,9645.15,-30.950000000000728,-34.814250000000726,-25240.331250000527,TSL Hit,725,7,-2.5240331250000527,2017,6,-2.5240331250000523,NIFTY,1000000,500000.0,362.5,-12620.165625000263,-1.2620165625000264
2017-06-07 09:15:00,LONG,2017-06-07 10:15:00,31332.75,31144.7535,31215.751166666665,2017-06-08 14:15:00,31207.31,-125.43999999999868,-131.6940059999987,-34240.44155999966,TSL Hit,260,8,-3.4240441559999653,2017,6,-9.088152264026109,SENSEX,1000000,500000.0,130.0,-17120.22077999983,-1.712022077999983
2017-06-07 14:15:00,LONG,2017-06-07 15:15:00,9666.45,9602.65143,9652.0625,2017-06-08 14:15:00,9645.95,-20.5,-24.36248,-17662.798000000003,TSL Hit,725,7,-1.7662798000000004,2017,6,-4.290312925000052,NIFTY,1000000,500000.0,362.5,-8831.399000000001,-0.8831399000000001
2017-06-13 12:15:00,LONG,2017-06-13 13:15:00,31222.12,31034.78728,31034.78728,2017-06-13 14:15:00,31124.41,-97.70999999999913,-103.94465299999912,-27025.609779999773,MACD Reversal,260,8,-2.702560977999977,2017,6,-11.790713242026085,SENSEX,1000000,500000.0,130.0,-13512.804889999887,-1.3512804889999888
2017-06-13 12:15:00,LONG,2017-06-13 13:15:00,9647.9,9584.22386,9584.22386,2017-06-13 13:15:00,9633.25,-14.649999999999636,-18.50622999999964,-13417.016749999735,MACD Reversal,725,7,-1.3417016749999735,2017,6,-5.632014600000026,NIFTY,1000000,500000.0,362.5,-6708.508374999869,-0.670850837499987
2017-06-19 11:15:00,LONG,2017-06-19 12:15:00,9629.8,9566.24332,9615.9825,2017-06-21 10:15:00,9612.2,-17.599999999998545,-21.448399999998543,-15550.089999998949,TSL Hit,725,7,-1.5550089999998948,2017,6,-7.187023599999918,NIFTY,1000000,500000.0,362.5,-7775.044999999472,-0.7775044999999472
2017-06-19 12:15:00,LONG,2017-06-19 13:15:00,31224.68,31037.33192,31213.65533333333,2017-06-23 10:15:00,31231.33,6.650000000001455,0.4043990000014545,105.1437400003782,MACD Reversal,260,8,0.0105143740000378,2017,6,-11.780198868026044,SENSEX,1000000,500000.0,130.0,52.57187000018909,0.0052571870000189085
2017-06-22 09:15:00,LONG,2017-06-22 10:15:00,9672.1,9608.26414,9629.242499999998,2017-06-22 15:15:00,9624.0,-48.10000000000037,-51.95922000000037,-37670.434500000265,TSL Hit,725,7,-3.7670434500000263,2017,6,-10.954067049999942,NIFTY,1000000,500000.0,362.5,-18835.217250000136,-1.8835217250000136
2017-06-22 15:15:00,LONG,2017-06-23 09:15:00,9637.3,9573.69382,9573.69382,2017-06-23 09:15:00,9598.8,-38.5,-42.34722,-30701.7345,MACD Reversal,725,7,-3.07017345,2017,6,-14.02424049999994,NIFTY,1000000,500000.0,362.5,-15350.86725,-1.5350867249999998
2017-07-03 10:15:00,LONG,2017-07-03 11:15:00,9612.05,9548.61047,9853.0025,2017-07-18 11:15:00,9856.25,244.20000000000076,240.30634000000072,174222.0965000005,MACD Reversal,725,7,17.42220965000005,2017,7,0.0,NIFTY,1000000,500000.0,362.5,87111.04825000025,8.711104825000024
2017-07-03 10:15:00,LONG,2017-07-03 11:15:00,31231.74,31044.34956,31756.480333333333,2017-07-18 11:15:00,31826.8,595.0599999999977,588.7541459999977,153076.0779599994,MACD Reversal,260,8,15.307607795999942,2017,7,0.0,SENSEX,1000000,500000.0,130.0,76538.0389799997,7.65380389799997
2017-07-19 13:15:00,LONG,2017-07-19 14:15:00,9878.25,9813.05355,9880.75,2017-07-20 12:15:00,9879.75,1.5,-2.4516,-1716.12,TSL Hit,700,7,-0.171612,2017,7,-0.1716120000000032,NIFTY,1000000,500000.0,350.0,-858.06,-0.085806
2017-07-19 14:15:00,LONG,2017-07-19 15:15:00,31970.89,31779.06466,31896.56233333333,2017-07-20 14:15:00,31889.1,-81.79000000000087,-88.17599900000087,-22043.999750000217,TSL Hit,250,8,-2.2043999750000216,2017,7,-2.2043999750000225,SENSEX,1000000,500000.0,125.0,-11021.999875000109,-1.1021999875000108
2017-07-21 09:15:00,LONG,2017-07-21 10:15:00,9918.15,9852.69021,9882.478749999998,2017-07-21 12:15:00,9852.69021,-65.4597900000008,-69.4139580420008,-48589.77062940056,Initial SL hit,700,7,-4.858977062940056,2017,7,-5.030589062940059,NIFTY,1000000,500000.0,350.0,-24294.88531470028,-2.429488531470028
2017-07-21 09:15:00,LONG,2017-07-21 10:15:00,32061.95,31869.5783,31921.402833333337,2017-07-21 12:15:00,31869.5783,-192.3716999999997,-198.76485282999968,-49691.21320749992,Initial SL hit,250,8,-4.969121320749991,2017,7,-7.173521295750014,SENSEX,1000000,500000.0,125.0,-24845.60660374996,-2.4845606603749957
2017-07-21 13:15:00,LONG,2017-07-21 14:15:00,31954.15,31762.4251,32122.1875,2017-07-28 11:15:00,32227.19,273.03999999999724,266.6218659999972,66655.46649999931,MACD Reversal,250,8,6.665546649999932,2017,7,-0.5079746457500818,SENSEX,1000000,500000.0,125.0,33327.733249999656,3.3327733249999656
2017-07-21 14:15:00,LONG,2017-07-21 15:15:00,9919.25,9853.78295,9971.2825,2017-07-28 10:15:00,9987.05,67.79999999999927,63.81873999999927,44673.11799999949,MACD Reversal,700,7,4.467311799999949,2017,7,-0.5632772629401117,NIFTY,1000000,500000.0,350.0,22336.558999999746,2.2336558999999747
2017-07-31 09:15:00,LONG,2017-07-31 10:15:00,32451.72,32257.00968,32368.37483333333,2017-08-03 09:15:00,32307.52,-144.20000000000073,-150.67592400000072,-37668.98100000018,TSL Hit,250,8,-3.7668981000000175,2017,7,-4.274872745750102,SENSEX,1000000,500000.0,125.0,-18834.49050000009,-1.8834490500000092
2017-07-31 10:15:00,LONG,2017-07-31 11:15:00,10048.05,9981.732869999998,10054.49125,2017-08-03 09:15:00,10032.75,-15.299999999999272,-19.31615999999927,-13521.31199999949,TSL Hit,700,7,-1.352131199999949,2017,7,-1.9154084629400567,NIFTY,1000000,500000.0,350.0,-6760.655999999745,-0.6760655999999745
2017-08-04 15:15:00,LONG,2017-08-07 09:15:00,10075.25,10008.75335,10062.6825,2017-08-07 14:15:00,10055.15,-20.100000000000364,-24.126080000000364,-16888.256000000256,TSL Hit,700,7,-1.6888256000000257,2017,8,-3.60423406294008,NIFTY,1000000,500000.0,350.0,-8444.128000000128,-0.8444128000000128
2017-08-07 15:15:00,LONG,2017-08-08 09:15:00,10057.25,9990.87215,9990.87215,2017-08-08 09:15:00,9990.87215,-66.37785000000076,-70.38747443000076,-49271.23210100053,Initial SL Hit,700,7,-4.927123210100053,2017,8,-8.531357273040136,NIFTY,1000000,500000.0,350.0,-24635.616050500266,-2.4635616050500264
2017-08-16 12:15:00,LONG,2017-08-16 13:15:00,9851.25,9786.23175,9831.79375,2017-08-18 11:15:00,9835.0,-16.25,-20.18725,-14131.075,MACD Reversal,700,7,-1.4131074999999995,2017,8,-9.94446477304014,NIFTY,1000000,500000.0,350.0,-7065.537499999999,-0.70655375
2017-08-16 14:15:00,LONG,2017-08-16 15:15:00,31786.53,31595.81082,31792.181,2017-08-17 14:15:00,31752.67,-33.86000000000058,-40.21392000000058,-10053.480000000149,TSL Hit,250,8,-1.0053480000000148,2017,8,-5.280220745750118,SENSEX,1000000,500000.0,125.0,-5026.7400000000725,-0.5026740000000073
2017-08-23 15:15:00,LONG,2017-08-24 09:15:00,9855.85,9790.80139,9834.57625,2017-08-29 10:15:00,9825.15,-30.700000000000728,-34.63620000000073,-24245.34000000051,TSL Hit,700,7,-2.424534000000051,2017,8,-12.36899877304019,NIFTY,1000000,500000.0,350.0,-12122.670000000255,-1.2122670000000253
2017-08-23 15:15:00,LONG,2017-08-24 09:15:00,31574.67,31385.22198,31558.166666666668,2017-08-29 09:15:00,31520.27,-54.39999999999782,-60.70949399999782,-15177.373499999454,TSL Hit,250,8,-1.5177373499999454,2017,8,-6.797958095750062,SENSEX,1000000,500000.0,125.0,-7588.686749999727,-0.7588686749999727
2017-08-29 10:15:00,LONG,2017-08-29 11:15:00,31524.6,31335.4524,31335.4524,2017-08-29 11:15:00,31514.46,-10.139999999999418,-16.44390599999942,-4110.976499999855,MACD Reversal,250,8,-0.4110976499999855,2017,8,-7.209055745750046,SENSEX,1000000,500000.0,125.0,-2055.4882499999276,-0.20554882499999277
2017-08-30 11:15:00,LONG,2017-08-30 12:15:00,31705.34,31515.10796,31626.245166666668,2017-09-04 15:15:00,31671.89,-33.45000000000073,-39.78772300000072,-9946.93075000018,MACD Reversal,250,8,-0.994693075000018,2017,8,-8.203748820750064,SENSEX,1000000,500000.0,125.0,-4973.46537500009,-0.497346537500009
2017-08-30 11:15:00,LONG,2017-08-30 12:15:00,9904.4,9839.03096,9894.65875,2017-09-04 11:15:00,9881.15,-23.25,-27.20711,-19044.977,TSL Hit,700,7,-1.9044977,2017,8,-14.27349647304019,NIFTY,1000000,500000.0,350.0,-9522.4885,-0.9522488499999999
2017-09-04 12:15:00,LONG,2017-09-04 13:15:00,9903.65,9838.28591,9838.28591,2017-09-04 13:15:00,9896.75,-6.899999999999636,-10.860079999999638,-7602.055999999747,MACD Reversal,700,7,-0.7602055999999747,2017,9,-15.033702073040168,NIFTY,1000000,500000.0,350.0,-3801.0279999998734,-0.38010279999998736
2017-09-05 12:15:00,LONG,2017-09-05 13:15:00,31743.89,31553.42666,31677.4795,2017-09-06 09:15:00,31630.52,-113.36999999999898,-119.70744099999898,-29926.860249999743,TSL Hit,250,8,-2.9926860249999745,2017,9,-11.19643484575004,SENSEX,1000000,500000.0,125.0,-14963.430124999872,-1.4963430124999872
2017-09-05 12:15:00,LONG,2017-09-05 13:15:00,9926.25,9860.73675,9906.54625,2017-09-06 09:15:00,9900.05,-26.200000000000728,-30.16526000000073,-21115.68200000051,TSL Hit,700,7,-2.111568200000051,2017,9,-17.145270273040218,NIFTY,1000000,500000.0,350.0,-10557.841000000255,-1.0557841000000254
2017-09-07 12:15:00,LONG,2017-09-07 13:15:00,9931.95,9866.39913,9932.81625,2017-09-08 12:15:00,9918.0,-13.950000000000728,-17.919990000000727,-12543.993000000508,TSL Hit,700,7,-1.2543993000000508,2017,9,-18.39966957304027,NIFTY,1000000,500000.0,350.0,-6271.996500000254,-0.6271996500000254
2017-09-08 13:15:00,LONG,2017-09-08 14:15:00,9938.6,9873.00524,10032.48125,2017-09-15 10:15:00,10045.15,106.54999999999929,102.55324999999928,71787.27499999948,MACD Reversal,700,7,7.178727499999948,2017,9,-11.22094207304032,NIFTY,1000000,500000.0,350.0,35893.63749999975,3.5893637499999747
2017-09-11 10:15:00,LONG,2017-09-11 11:15:00,31859.96,31668.80024,32224.300333333333,2017-09-21 10:15:00,32280.42,420.4599999999991,414.0459619999991,103511.49049999978,MACD Reversal,250,8,10.351149049999975,2017,9,-0.8452857957500655,SENSEX,1000000,500000.0,125.0,51755.74524999989,5.175574524999989
2017-09-18 10:15:00,LONG,2017-09-18 11:15:00,10164.55,10097.46397,10118.62125,2017-09-21 09:15:00,10097.46397,-67.08603000000039,-71.1384327940004,-49796.90295580027,Initial SL hit,700,7,-4.979690295580028,2017,9,-16.200632368620347,NIFTY,1000000,500000.0,350.0,-24898.451477900137,-2.489845147790014
2017-09-29 12:15:00,LONG,2017-09-29 13:15:00,9839.15,9774.211609999998,9774.211609999998,2017-09-29 15:15:00,9782.95,-56.19999999999891,-60.124419999998906,-42087.09399999923,MACD Reversal,700,7,-4.208709399999924,2017,9,-20.409341768620276,NIFTY,1000000,500000.0,350.0,-21043.546999999617,-2.1043546999999614
2017-10-03 10:15:00,LONG,2017-10-03 11:15:00,9867.1,9801.97714,9972.28125,2017-10-11 15:15:00,9970.1,103.0,99.03256,69322.792,TSL Hit,700,7,6.932279200000001,2017,10,-13.47706256862027,NIFTY,1000000,500000.0,350.0,34661.396,3.4661396
