date,day,expiry,DTE,strike,type,Entry Price,Entry Time,initial sl,Exit Price,Exit date,Exit Time,RSI on Entry,Remark,Points Captured,Slippage,Qty,PnL,ROI%,Trade Year,Trade Month,Highest High,Lowest Low,Max ROI%,Margin,DATETIME,Cumulative ROI%,Max Cumulative ROI%,DD
2019-05-31,Friday,2019-06-06,6,12000,C,42.6,11:55:00,91.0,91.0,2019-06-03,14:15:00,0,SL hit,-48.4,1.336,6198.347107438017,-308280.9917355372,-3.082809917355372,2019,6,99.0,25.3,1.072314049586777,92.97520661157024,2019-05-31 11:55:00,44.86741715330868,47.95022707066405,-3.0828099173553696
2019-06-04,Tuesday,2019-06-06,2,12050,P,35.5,12:55:00,64.9,64.9,2019-06-06,09:25:00,0,SL hit,-29.400000000000006,1.004,10204.081632653058,-310244.89795918367,-3.102448979591837,2019,6,71.05,32.1,0.34693877551020386,153.6989795918367,2019-06-04 12:55:00,41.764968173716845,47.95022707066405,-6.185258896947204
2019-06-11,Tuesday,2019-06-13,2,11950,P,46.3,11:35:00,80.6,80.6,2019-06-12,10:35:00,0,SL hit,-34.3,1.269,8746.355685131197,-311099.12536443153,-3.110991253644315,2019,6,83.3,25.45,1.8236151603498543,130.64868804664724,2019-06-11 11:35:00,38.65397692007253,47.95022707066405,-9.296250150591518
2019-06-12,Wednesday,2019-06-13,1,12000,C,11.2,09:25:00,21.0,0.05,2019-06-13,15:25:00,0,EOD exit,11.149999999999999,0.1125,16666.666666666668,183958.3333333333,1.839583333333333,2019,6,12.35,0.05,1.858333333333333,250.0,2019-06-12 09:25:00,40.49356025340586,47.95022707066405,-7.4566668172581885
2019-06-14,Friday,2019-06-20,6,11950,C,19.1,15:05:00,50.0,0.05,2019-06-20,15:25:00,0,EOD exit,19.05,0.19150000000000003,9708.73786407767,183092.23300970873,1.8309223300970872,2019,6,20.95,0.05,1.8495145631067962,145.0242718446602,2019-06-14 15:05:00,42.32448258350295,47.95022707066405,-5.6257444871611
2019-06-21,Friday,2019-06-27,6,11850,C,31.45,13:55:00,73.0,0.05,2019-06-27,15:25:00,0,EOD exit,31.4,0.315,7220.216606498196,224440.4332129964,2.244404332129964,2019,6,64.0,0.05,2.2671480144404335,106.94945848375453,2019-06-21 13:55:00,44.568886915632916,47.95022707066405,-3.3813401550311326
2019-06-25,Tuesday,2019-06-27,2,11650,P,22.6,12:05:00,52.95,0.05,2019-06-27,15:25:00,0,EOD exit,22.55,0.22650000000000003,9884.678747940692,220660.62602965403,2.2066062602965406,2019,6,27.35,0.05,2.2289950576606263,143.94563426688632,2019-06-25 12:05:00,46.775493175929455,47.95022707066405,-1.1747338947345938
2019-06-28,Friday,2019-07-04,6,11900,C,43.3,14:15:00,88.55,46.9,2019-07-04,15:25:00,0,EOD exit,-3.6000000000000014,0.9019999999999999,6629.834254143647,-29847.51381215471,-0.2984751381215471,2019,7,64.0,21.85,1.422099447513812,98.61878453038673,2019-06-28 14:15:00,46.47701803780791,47.95022707066405,-1.4732090328561398
2019-07-01,Monday,2019-07-04,3,11800,P,29.3,11:05:00,50.65,0.05,2019-07-04,15:25:00,0,EOD exit,29.25,0.29350000000000004,14051.522248243562,406882.9039812647,4.068829039812647,2019,7,45.5,0.05,4.110070257611243,207.25995316159253,2019-07-01 11:05:00,50.54584707762056,50.54584707762056,0.0
2019-07-05,Friday,2019-07-11,6,12000,C,56.25,11:35:00,93.85,0.05,2019-07-11,15:25:00,0,EOD exit,56.2,0.563,7978.72340425532,443912.23404255323,4.439122340425532,2019,7,72.0,0.05,4.48404255319149,119.68085106382982,2019-07-05 11:35:00,54.98496941804609,54.98496941804609,0.0
2019-07-11,Thursday,2019-07-11,0,11550,P,16.8,09:55:00,31.4,0.05,2019-07-11,15:25:00,0,EOD exit,16.75,0.1685,17316.017316017318,287125.54112554115,2.871255411255411,2019,7,21.0,0.05,2.9004329004329006,250.00000000000006,2019-07-11 09:55:00,57.8562248293015,57.8562248293015,0.0
2019-07-12,Friday,2019-07-18,6,11600,P,62.85,12:55:00,94.4,94.4,2019-07-12,15:05:00,0,SL hit,-31.550000000000004,1.5725,9508.716323296354,-314952.4564183835,-3.149524564183835,2019,7,98.25,38.0,2.362916006339144,137.87638668779715,2019-07-12 12:55:00,54.70670026511767,57.8562248293015,-3.149524564183835
2019-07-16,Tuesday,2019-07-18,2,11550,P,22.75,09:35:00,39.45,0.05,2019-07-18,15:25:00,0,EOD exit,22.7,0.228,17316.017316017318,389125.54112554115,3.891255411255411,2019,7,23.95,0.05,3.9307359307359313,250.00000000000006,2019-07-16 09:35:00,58.597955676373076,58.597955676373076,0.0
2019-07-22,Monday,2019-07-25,3,11400,C,32.05,09:25:00,64.8,0.05,2019-07-25,15:25:00,0,EOD exit,31.999999999999996,0.32099999999999995,9160.30534351145,290189.3129770992,2.901893129770992,2019,7,48.9,0.05,2.9312977099236637,130.5343511450382,2019-07-22 09:25:00,61.499848806144065,61.499848806144065,0.0
2019-07-23,Tuesday,2019-07-25,2,11350,P,39.75,12:35:00,67.95,67.95,2019-07-24,09:25:00,0,SL hit,-28.200000000000003,1.077,10638.297872340425,-311457.44680851063,-3.1145744680851064,2019,7,79.25,21.8,1.9095744680851061,150.93085106382978,2019-07-23 12:35:00,58.385274338058956,61.499848806144065,-3.1145744680851095
2019-07-31,Wednesday,2019-08-01,1,11050,C,33.6,10:45:00,61.45,61.45,2019-07-31,11:45:00,0,SL hit,-27.85,0.9505000000000001,10771.992818671453,-310238.77917414723,-3.102387791741472,2019,7,62.8,33.6,0.0,148.78815080789946,2019-07-31 10:45:00,55.282886546317485,61.499848806144065,-6.21696225982658
2019-08-01,Thursday,2019-08-01,0,11100,C,6.85,09:45:00,15.95,0.05,2019-08-01,15:25:00,0,EOD exit,6.8,0.06899999999999999,18018.018018018018,121279.27927927928,1.2127927927927928,2019,8,8.55,0.05,1.2252252252252251,250.0,2019-08-01 09:45:00,56.495679339110275,61.499848806144065,-5.00416946703379
2019-08-05,Monday,2019-08-08,3,10900,C,63.85,09:25:00,89.15,89.15,2019-08-05,12:45:00,0,SL hit,-25.300000000000004,1.53,11857.70750988142,-318142.2924901186,-3.181422924901186,2019,8,90.0,55.0,1.0494071146245059,161.56126482213435,2019-08-05 09:25:00,53.31425641420909,61.499848806144065,-8.185592391934975
2019-08-07,Wednesday,2019-08-08,1,11000,C,20.6,11:55:00,53.9,29.2,2019-08-08,15:25:00,0,EOD exit,-8.599999999999998,0.498,9009.009009009009,-81963.96396396394,-0.8196396396396393,2019,8,35.45,0.3,1.8288288288288288,123.87387387387388,2019-08-07 11:55:00,52.49461677456945,61.499848806144065,-9.005232031574614
2019-08-09,Friday,2019-08-14,5,11050,P,52.8,10:15:00,83.25,83.25,2019-08-13,14:25:00,0,SL hit,-30.450000000000003,1.3605,9852.216748768473,-313403.94088669954,-3.1340394088669954,2019,8,89.15,18.05,3.423645320197044,136.08374384236453,2019-08-09 10:15:00,49.360577365702454,61.499848806144065,-12.139271440441611
2019-08-20,Tuesday,2019-08-22,2,11100,C,34.75,09:45:00,51.9,0.05,2019-08-22,15:25:00,0,EOD exit,34.7,0.348,17492.711370262394,600909.6209912539,6.0090962099125385,2019,8,50.75,0.05,6.069970845481051,242.7113702623907,2019-08-20 09:45:00,55.369673575614996,61.499848806144065,-6.130175230529069
2019-08-27,Tuesday,2019-08-29,2,11100,P,54.5,14:25:00,112.45,112.45,2019-08-28,13:25:00,0,SL hit,-57.95,1.6695,5176.876617773943,-308642.79551337357,-3.0864279551337357,2019,8,118.0,41.2,0.6885245901639342,71.82916307161345,2019-08-27 14:25:00,52.28324562048126,61.499848806144065,-9.216603185662805
2019-08-28,Wednesday,2019-08-29,1,11150,C,21.35,09:55:00,43.9,0.05,2019-08-29,15:25:00,0,EOD exit,21.3,0.21400000000000002,13303.769401330379,280523.2815964524,2.805232815964524,2019,8,25.85,0.05,2.833702882483371,185.42128603104214,2019-08-28 09:55:00,55.08847843644578,61.499848806144065,-6.4113703696982824
2019-08-30,Friday,2019-09-05,6,11000,C,55.15,11:15:00,119.0,0.05,2019-09-05,15:25:00,0,EOD exit,55.1,0.5519999999999999,4698.512137823022,256294.44009397025,2.5629444009397027,2019,9,100.5,0.05,2.5888801879404855,64.60454189506656,2019-08-30 11:15:00,57.65142283738548,61.499848806144065,-3.8484259687585833
2019-09-05,Thursday,2019-09-05,0,10850,P,5.25,14:55:00,50.35,2.15,2019-09-05,15:25:00,0,EOD exit,3.1,0.07400000000000001,6651.884700665189,20128.603104212863,0.20128603104212864,2019,9,8.75,0.95,0.28603104212860314,90.2161862527716,2019-09-05 14:55:00,57.85270886842761,61.499848806144065,-3.647139937716453
2019-09-06,Friday,2019-09-12,6,10850,P,56.25,11:35:00,75.0,0.05,2019-09-12,15:25:00,0,EOD exit,56.2,0.563,16000.0,890192.0,8.90192,2019,9,61.75,0.05,8.992,217.0,2019-09-06 11:35:00,66.75462886842762,66.75462886842762,0.0
2019-09-09,Monday,2019-09-12,3,10950,C,47.6,09:15:00,65.0,65.0,2019-09-09,10:05:00,0,SL hit,-17.4,1.126,17241.37931034483,-319413.7931034483,-3.1941379310344833,2019,9,98.8,44.65,0.5086206896551729,235.99137931034488,2019-09-09 09:15:00,63.56049093739313,66.75462886842762,-3.194137931034483
2019-09-12,Thursday,2019-09-12,0,11100,C,6.45,10:55:00,15.45,0.05,2019-09-12,15:25:00,0,EOD exit,6.4,0.065,18018.018018018018,114144.14414414414,1.1414414414414413,2019,9,6.7,0.05,1.1531531531531531,250.0,2019-09-12 10:55:00,64.70193237883457,66.75462886842762,-2.052696489593046
2019-09-16,Monday,2019-09-19,3,11000,C,57.0,13:15:00,109.7,0.05,2019-09-19,15:25:00,0,EOD exit,56.95,0.5705,5692.599620493358,320945.92030360526,3.2094592030360527,2019,9,78.6,0.05,3.2419354838709675,78.27324478178367,2019-09-16 13:15:00,67.91139158187062,67.91139158187062,0.0
2019-09-23,Monday,2019-09-26,3,11500,P,69.5,10:45:00,133.35,0.05,2019-09-26,15:25:00,0,EOD exit,69.45,0.6955,4698.512137823023,323043.8527799531,3.230438527799531,2019,9,79.9,0.05,3.26311667971809,67.54111198120596,2019-09-23 10:45:00,71.14183010967015,71.14183010967015,0.0
2019-09-24,Tuesday,2019-09-26,2,11600,C,60.2,13:15:00,134.65,0.05,2019-09-26,15:25:00,0,EOD exit,60.150000000000006,0.6025,4029.5500335795837,239949.63062458028,2.399496306245803,2019,9,102.15,0.05,2.4237743451981197,58.42847548690396,2019-09-24 13:15:00,73.54132641591596,73.54132641591596,0.0
2019-09-27,Friday,2019-10-03,6,11600,C,62.55,14:35:00,108.8,0.05,2019-10-03,15:25:00,0,EOD exit,62.5,0.626,6486.486486486487,401344.8648648649,4.01344864864865,2019,10,68.45,0.05,4.054054054054054,94.05405405405406,2019-09-27 14:35:00,77.55477506456461,77.55477506456461,0.0
2019-09-30,Monday,2019-10-03,3,11450,P,35.95,14:15:00,95.5,95.5,2019-10-01,13:45:00,0,SL hit,-59.55,1.3145,5037.783375314862,-306622.1662468514,-3.066221662468514,2019,10,108.9,14.4,1.0856423173803529,72.10327455919395,2019-09-30 14:15:00,74.4885534020961,77.55477506456461,-3.0662216624685072
2019-10-04,Friday,2019-10-10,6,11400,C,56.05,11:55:00,109.0,0.05,2019-10-10,15:25:00,0,EOD exit,56.0,0.5609999999999999,5665.7223796033995,314101.98300283286,3.1410198300283283,2019,10,72.0,0.05,3.1728045325779037,80.73654390934844,2019-10-04 11:55:00,77.62957323212443,77.62957323212443,0.0
2019-10-16,Wednesday,2019-10-17,1,11450,P,47.8,09:25:00,62.25,62.25,2019-10-16,09:45:00,0,SL hit,-14.450000000000003,1.1005,17467.24890829694,-271624.45414847165,-2.7162445414847163,2019,10,65.9,43.45,0.7598253275109159,249.99999999999994,2019-10-16 09:25:00,74.91332869063972,77.62957323212443,-2.7162445414847127
2019-10-22,Tuesday,2019-10-24,2,11650,P,60.3,11:55:00,94.4,94.4,2019-10-22,13:45:00,0,SL hit,-34.10000000000001,1.547,8797.65395894428,-313609.9706744868,-3.136099706744868,2019,10,99.0,47.3,1.1436950146627565,128.11583577712608,2019-10-22 11:55:00,71.77722898389484,77.62957323212443,-5.852344248229585
2019-10-22,Tuesday,2019-10-24,2,11700,C,39.7,13:35:00,73.3,0.05,2019-10-24,15:25:00,0,EOD exit,39.650000000000006,0.3975,8928.57142857143,350468.75000000006,3.5046875000000006,2019,10,40.65,0.05,3.540178571428572,130.58035714285714,2019-10-22 13:35:00,75.28191648389485,77.62957323212443,-2.347656748229582
2019-10-25,Friday,2019-10-31,6,11650,C,38.55,12:35:00,94.95,94.95,2019-10-29,10:05:00,0,SL hit,-56.400000000000006,1.335,5319.148936170212,-307101.06382978725,-3.0710106382978726,2019,10,106.7,29.3,0.4920212765957445,77.46010638297872,2019-10-25 12:35:00,72.21090584559697,77.62957323212443,-5.41866738652746
2019-10-25,Friday,2019-10-31,6,11600,P,70.3,14:25:00,141.6,0.05,2019-10-31,15:25:00,0,EOD exit,70.25,0.7034999999999999,4207.57363253857,292622.01963534363,2.9262201963534364,2019,10,74.55,0.05,2.955820476858345,61.009817671809266,2019-10-25 14:25:00,75.13712604195041,77.62957323212443,-2.492447190174019
2019-11-04,Monday,2019-11-07,3,11900,P,47.15,09:25:00,65.0,65.0,2019-11-04,11:55:00,0,SL hit,-17.85,1.1215000000000002,16806.72268907563,-318848.7394957983,-3.188487394957983,2019,11,67.65,40.1,1.1848739495798315,249.99999999999994,2019-11-04 09:25:00,71.94863864699242,77.62957323212443,-5.680934585132007
2019-11-05,Tuesday,2019-11-07,2,12000,C,28.75,11:35:00,46.0,46.0,2019-11-06,13:25:00,0,SL hit,-17.25,0.7475,16666.666666666668,-299958.3333333333,-2.9995833333333333,2019,11,48.95,6.5,3.7083333333333335,250.0,2019-11-05 11:35:00,68.94905531365909,77.62957323212443,-8.680517918465341
2019-11-06,Wednesday,2019-11-07,1,11900,P,29.25,11:35:00,74.25,0.05,2019-11-07,15:25:00,0,EOD exit,29.2,0.29300000000000004,6666.666666666667,192713.33333333334,1.9271333333333334,2019,11,31.5,0.05,1.9466666666666668,99.16666666666669,2019-11-06 11:35:00,70.87618864699242,77.62957323212443,-6.753384585132011
2019-11-08,Friday,2019-11-14,6,11950,P,43.9,12:55:00,82.75,82.75,2019-11-08,15:05:00,0,SL hit,-38.85,1.2665000000000002,7722.007722007722,-309779.9227799228,-3.0977992277992277,2019,11,86.2,37.6,0.4864864864864863,115.34749034749035,2019-11-08 12:55:00,67.77838941919319,77.62957323212443,-9.85118381293124
2019-11-08,Friday,2019-11-14,6,12000,C,49.8,14:45:00,102.4,0.05,2019-11-14,15:25:00,0,EOD exit,49.75,0.49849999999999994,5703.422053231939,280902.0912547528,2.8090209125475285,2019,11,50.15,0.05,2.837452471482889,85.55133079847907,2019-11-08 14:45:00,70.58741033174071,77.62957323212443,-7.042162900383715
2019-11-18,Monday,2019-11-21,3,11950,C,39.0,11:25:00,61.9,61.9,2019-11-19,11:55:00,0,SL hit,-22.9,1.0090000000000001,13100.436681222709,-313218.34061135375,-3.1321834061135374,2019,11,64.25,31.05,1.0414847161572052,195.6877729257642,2019-11-18 11:25:00,67.45522692562717,77.62957323212443,-10.174346306497256
2019-11-19,Tuesday,2019-11-21,2,11900,P,43.0,10:35:00,64.45,0.05,2019-11-21,15:25:00,0,EOD exit,42.95,0.4305,13986.013986013984,594678.3216783216,5.946783216783215,2019,11,46.8,0.05,6.006993006993007,208.04195804195805,2019-11-19 10:35:00,73.40201014241039,77.62957323212443,-4.227563089714039
2019-11-22,Friday,2019-11-28,6,12000,C,36.5,11:25:00,67.45,67.45,2019-11-25,11:25:00,0,SL hit,-30.950000000000003,1.0395,9693.053311793214,-310075.92891760904,-3.1007592891760907,2019,11,69.7,29.2,0.7075928917609047,145.3957996768982,2019-11-22 11:25:00,70.3012508532343,77.62957323212443,-7.328322378890135
2019-11-25,Monday,2019-11-28,3,11900,P,29.65,09:25:00,55.1,0.05,2019-11-28,15:25:00,0,EOD exit,29.599999999999998,0.297,11787.819253438112,345418.467583497,3.4541846758349695,2019,11,31.6,0.05,3.489194499017681,175.34381139489193,2019-11-25 09:25:00,73.75543552906926,77.62957323212443,-3.874137703055169
2019-12-02,Monday,2019-12-05,3,12150,C,21.5,10:25:00,39.6,0.05,2019-12-05,15:25:00,0,EOD exit,21.45,0.21550000000000002,16460.905349794237,349539.09465020575,3.4953909465020576,2019,12,33.7,0.05,3.5308641975308634,249.99999999999994,2019-12-02 10:25:00,77.25082647557132,77.62957323212443,-0.3787467565531131
2019-12-06,Friday,2019-12-12,6,12050,C,42.1,11:15:00,71.0,0.05,2019-12-12,15:25:00,0,EOD exit,42.050000000000004,0.4215,10380.622837370243,432129.7577854672,4.321297577854672,2019,12,47.15,0.05,4.365051903114188,156.3581314878893,2019-12-06 11:15:00,81.572124053426,81.572124053426,0.0
2019-12-11,Wednesday,2019-12-12,1,11850,P,16.2,10:05:00,33.95,33.95,2019-12-11,14:15:00,0,SL hit,-17.750000000000004,0.5015000000000001,16877.63713080169,-308042.1940928271,-3.0804219409282707,2019,12,34.6,16.05,0.025316455696202295,250.00000000000006,2019-12-11 10:05:00,78.49170211249772,81.572124053426,-3.080421940928275
