date,day,expiry,DTE,strike,type,Entry Price,Entry Time,initial sl,Exit Price,Exit date,Exit Time,RSI on Entry,Remark,Points Captured,Slippage,Qty,PnL,ROI%,Trade Year,Trade Month,Highest High,Lowest Low,Max ROI%,Margin,DATETIME,Cumulative ROI%,Max Cumulative ROI%,DD
2019-01-25,Friday,2019-01-31,6,10900,C,49.85,14:05:00,108.95,0.05,2019-01-31,15:25:00,0,EOD exit,49.800000000000004,0.499,5076.1421319796955,250258.88324873097,2.5025888324873096,2019,1,52.9,0.05,2.5279187817258886,69.16243654822335,2019-01-25 14:05:00,2.5025888324873096,2.5025888324873096,0.0
2019-02-12,Tuesday,2019-02-14,2,10850,P,24.15,11:25:00,38.6,38.6,2019-02-12,14:35:00,0,SL hit,-14.450000000000003,0.6275000000000001,18433.179723502304,-277926.26728110603,-2.7792626728110603,2019,2,44.0,20.35,0.7004608294930871,250.0,2019-02-12 11:25:00,-0.27667384032375075,2.5025888324873096,-2.7792626728110603
2019-02-12,Tuesday,2019-02-14,2,10900,C,34.0,14:35:00,62.1,0.05,2019-02-14,15:25:00,0,EOD exit,33.95,0.34049999999999997,10676.156583629892,358820.2846975089,3.5882028469750886,2019,2,39.7,0.05,3.6245551601423487,145.46263345195726,2019-02-12 14:35:00,3.311529006651338,3.311529006651338,0.0
2019-02-18,Monday,2019-02-21,3,10750,C,41.05,11:05:00,72.9,35.0,2019-02-21,15:25:00,0,EOD exit,6.049999999999997,0.7605,9419.152276295132,49822.605965463066,0.4982260596546307,2019,2,56.75,5.8,3.320251177394034,126.56985871271584,2019-02-18 11:05:00,3.8097550663059687,3.8097550663059687,0.0
2019-02-25,Monday,2019-02-28,3,10800,P,46.4,09:15:00,53.95,53.95,2019-02-25,09:25:00,0,SL hit,-7.550000000000004,1.0035,18518.51851851852,-158398.14814814823,-1.5839814814814823,2019,2,55.3,46.4,0.0,250.0,2019-02-25 09:15:00,2.2257735848244864,3.8097550663059687,-1.5839814814814823
2019-02-25,Monday,2019-02-28,3,10800,P,42.35,12:05:00,60.65,60.65,2019-02-26,09:15:00,0,SL hit,-18.299999999999997,1.03,16393.44262295082,-316885.24590163934,-3.1688524590163936,2019,2,76.85,22.35,3.278688524590164,221.3114754098361,2019-02-25 12:05:00,-0.9430788741919072,3.8097550663059687,-4.752833940497876
2019-02-26,Tuesday,2019-02-28,2,10800,C,58.7,09:35:00,86.25,86.25,2019-02-26,11:45:00,0,SL hit,-27.549999999999997,1.4495,10889.29219600726,-315784.0290381125,-3.1578402903811247,2019,2,89.15,42.2,1.796733212341198,147.00544464609803,2019-02-26 09:35:00,-4.100919164573032,3.8097550663059687,-7.910674230879001
2019-03-01,Friday,2019-03-07,6,10800,P,48.3,14:25:00,68.65,0.05,2019-03-07,15:25:00,0,EOD exit,48.25,0.48349999999999993,14742.014742014735,704174.4471744469,7.041744471744468,2019,3,55.0,0.05,7.113022113022109,199.0171990171989,2019-03-01 14:25:00,2.940825307171436,3.8097550663059687,-0.8689297591345326
2019-03-05,Tuesday,2019-03-07,2,10900,C,33.9,09:15:00,52.8,52.8,2019-03-05,11:55:00,0,SL hit,-18.9,0.8669999999999999,15873.015873015875,-313761.9047619048,-3.137619047619048,2019,3,54.65,29.0,0.7777777777777777,216.2698412698413,2019-03-05 09:15:00,-0.1967937404476121,3.8097550663059687,-4.006548806753581
2019-03-11,Monday,2019-03-14,3,11050,P,37.15,09:15:00,67.15,0.05,2019-03-14,15:25:00,0,EOD exit,37.1,0.37199999999999994,9999.999999999998,367279.99999999994,3.6727999999999996,2019,3,38.35,0.05,3.7099999999999995,138.125,2019-03-11 09:15:00,3.4760062595523875,3.8097550663059687,-0.3337488067535812
2019-03-15,Friday,2019-03-20,5,11350,P,45.9,09:15:00,58.05,0.1,2019-03-20,15:25:00,0,EOD exit,45.8,0.46,17621.145374449337,798942.7312775329,7.989427312775328,2019,3,46.5,0.05,8.079295154185022,249.99999999999994,2019-03-15 09:15:00,11.465433572327715,11.465433572327715,0.0
2019-03-20,Wednesday,2019-03-20,0,11600,C,2.8,09:15:00,11.25,0.05,2019-03-20,15:25:00,0,EOD exit,2.75,0.028499999999999998,17241.379310344826,46922.41379310344,0.4692241379310344,2019,3,4.0,0.05,0.47413793103448276,249.99999999999994,2019-03-20 09:15:00,11.93465771025875,11.93465771025875,0.0
2019-03-25,Monday,2019-03-28,3,11400,C,47.85,11:05:00,81.0,81.0,2019-03-26,14:25:00,0,SL hit,-33.15,1.2885,9049.77375565611,-311660.6334841629,-3.1166063348416295,2019,3,82.0,33.55,1.294117647058824,128.95927601809956,2019-03-25 11:05:00,8.81805137541712,11.93465771025875,-3.116606334841629
2019-03-26,Tuesday,2019-03-28,2,11350,P,16.55,13:15:00,42.85,0.05,2019-03-28,15:25:00,0,EOD exit,16.5,0.166,11406.844106463877,186319.39163498097,1.8631939163498097,2019,3,20.5,0.05,1.88212927756654,161.83460076045625,2019-03-26 13:15:00,10.68124529176693,11.93465771025875,-1.2534124184918198
2019-04-01,Monday,2019-04-04,3,11650,P,53.3,09:15:00,74.85,74.85,2019-04-04,14:25:00,0,SL hit,-21.549999999999997,1.2814999999999999,13921.11368909513,-317839.9071925754,-3.178399071925754,2019,4,75.55,7.45,6.382830626450116,202.72621809744783,2019-04-01 09:15:00,7.502846219841175,11.93465771025875,-4.431811490417574
2019-04-02,Tuesday,2019-04-04,2,11750,C,27.3,09:15:00,39.85,39.85,2019-04-02,12:15:00,0,SL hit,-12.55,0.6715000000000001,17021.27659574468,-225046.80851063828,-2.2504680851063825,2019,4,41.85,25.4,0.32340425531914924,249.99999999999994,2019-04-02 09:15:00,5.252378134734792,11.93465771025875,-6.682279575523957
2019-04-03,Wednesday,2019-04-04,1,11750,C,20.6,14:25:00,53.4,0.05,2019-04-04,15:25:00,0,EOD exit,20.55,0.20650000000000002,9146.341463414636,186068.59756097567,1.8606859756097567,2019,4,23.5,0.05,1.8795731707317076,134.33689024390247,2019-04-03 14:25:00,7.113064110344549,11.93465771025875,-4.8215935999142
2019-04-05,Friday,2019-04-11,6,11600,P,33.85,15:05:00,57.0,57.0,2019-04-08,13:25:00,0,SL hit,-23.15,0.9085,12958.963282937366,-311773.2181425486,-3.117732181425486,2019,4,62.0,12.55,2.7602591792656592,187.9049676025918,2019-04-05 15:05:00,3.995331928919063,11.93465771025875,-7.9393257813396865
2019-04-09,Tuesday,2019-04-11,2,11600,P,31.55,13:55:00,63.9,0.7,2019-04-11,15:25:00,0,EOD exit,30.85,0.3225,9273.570324574963,283098.91808346217,2.8309891808346217,2019,4,45.95,0.5,2.879443585780526,134.46676970633698,2019-04-09 13:55:00,6.826321109753685,11.93465771025875,-5.108336600505064
2019-04-12,Friday,2019-04-18,6,11600,P,43.1,13:25:00,64.0,0.05,2019-04-18,15:25:00,0,EOD exit,43.050000000000004,0.4315,14354.066985645934,611748.8038277513,6.117488038277513,2019,4,46.0,0.05,6.179425837320575,208.13397129186603,2019-04-12 13:25:00,12.9438091480312,12.9438091480312,0.0
2019-04-23,Tuesday,2019-04-25,2,11650,C,32.15,09:55:00,56.0,56.0,2019-04-24,14:35:00,0,SL hit,-23.85,0.8815000000000001,12578.616352201258,-311088.0503144654,-3.1108805031446543,2019,4,59.25,12.5,2.4716981132075473,183.1761006289308,2019-04-23 09:55:00,9.832928644886545,12.9438091480312,-3.1108805031446547
2019-04-24,Wednesday,2019-04-25,1,11600,P,15.7,13:55:00,48.75,0.05,2019-04-25,15:25:00,0,EOD exit,15.649999999999999,0.1575,9077.155824508322,140627.83661119515,1.4062783661119513,2019,4,18.0,0.05,1.4205748865355523,131.61875945537068,2019-04-24 13:55:00,11.239207010998497,12.9438091480312,-1.704602137032703
2019-04-30,Tuesday,2019-05-02,2,11750,C,17.95,09:45:00,37.75,37.75,2019-05-02,10:05:00,0,SL hit,-19.8,0.557,15151.51515151515,-308439.3939393939,-3.084393939393939,2019,5,39.5,7.6,1.568181818181818,222.53787878787875,2019-04-30 09:45:00,8.154813071604558,12.9438091480312,-4.788996076426642
2019-04-30,Tuesday,2019-05-02,2,11700,P,18.4,14:55:00,65.7,0.05,2019-05-02,15:25:00,0,EOD exit,18.349999999999998,0.1845,6342.494714587738,115214.58773784354,1.1521458773784354,2019,5,24.45,0.05,1.1638477801268496,92.75898520084566,2019-04-30 14:55:00,9.306958948982993,12.9438091480312,-3.6368501990482063
2019-05-06,Monday,2019-05-09,3,11650,C,42.1,14:25:00,60.4,0.05,2019-05-09,15:25:00,0,EOD exit,42.050000000000004,0.4215,16393.44262295082,682434.4262295082,6.824344262295083,2019,5,58.15,0.05,6.893442622950821,238.72950819672133,2019-05-06 14:25:00,16.131303211278077,16.131303211278077,0.0
2019-05-13,Monday,2019-05-16,3,11300,C,73.25,09:15:00,90.1,0.05,2019-05-16,15:25:00,0,EOD exit,73.2,0.733,17699.11504424779,1282601.7699115044,12.826017699115045,2019,5,85.8,0.05,12.955752212389381,250.0,2019-05-13 09:15:00,28.957320910393122,28.957320910393122,0.0
2019-05-17,Friday,2019-05-23,6,11250,P,186.2,14:55:00,258.6,0.05,2019-05-23,15:25:00,0,EOD exit,186.14999999999998,1.8625,4143.646408839777,763622.2375690603,7.636222375690603,2019,5,197.3,0.05,7.713397790055243,58.270027624309364,2019-05-17 14:55:00,36.59354328608372,36.59354328608372,0.0
2019-05-23,Thursday,2019-05-23,0,11950,C,91.35,09:35:00,165.0,0.05,2019-05-23,15:25:00,0,EOD exit,91.3,0.9139999999999999,4073.3197556008145,368171.0794297352,3.681710794297352,2019,5,138.85,0.05,3.7189409368635435,60.84521384928716,2019-05-23 09:35:00,40.275254080381075,40.275254080381075,0.0
2019-05-27,Monday,2019-05-30,3,11850,P,49.6,11:15:00,85.8,0.05,2019-05-30,15:25:00,0,EOD exit,49.550000000000004,0.4965,8287.29281767956,406520.7182320443,4.065207182320443,2019,5,56.9,0.05,4.106353591160222,122.75552486187846,2019-05-27 11:15:00,44.34046126270152,44.34046126270152,0.0
2019-05-28,Tuesday,2019-05-30,2,12000,C,26.0,12:35:00,47.35,0.05,2019-05-30,15:25:00,0,EOD exit,25.95,0.2605,14051.522248243558,360976.5807962529,3.609765807962529,2019,5,43.65,0.05,3.6463700234192036,210.77283372365338,2019-05-28 12:35:00,47.95022707066405,47.95022707066405,0.0
