,Date,Position,Type,Expiry,Index,Contract,Entry Time,Exit Time,Entry Price,Exit Price,Quantity,PnL,Points,ROI,PnL_w_cs,ROI_w_cs,Trade Year
358,2019-03-20,CLOSED,STRADDLE,2019-03-20,NIFTY,11450CE,9:16:00,15:22:00,74.35,73.25,-262.0087336,288.209607,1.1,0.000288209607,249.53711792064001,0.024953711792064,2019
359,2019-03-20,CLOSED,STRADDLE,2019-03-20,NIFTY,11450PE,9:16:00,15:22:00,2.2,0.1,-262.0087336,550.2183406,2.1,0.0005502183406,549.61572051272,0.054961572051272,2019
360,2019-03-20,CLOSED,STRADDLE,2019-03-20,NIFTY,11500CE,9:16:00,15:22:00,37.8,26.6,-260.8695652,2921.73913,11.2,0.00292173913,2904.93913000112,0.29049391300011196,2019
361,2019-03-20,CLOSED,STRADDLE,2019-03-20,NIFTY,11500PE,9:16:00,15:22:00,11.15,0.4,-260.8695652,2804.347826,10.75,0.002804347826,2801.3347825219403,0.28013347825219403,2019
362,2019-03-20,CLOSED,STRADDLE,2019-03-20,NIFTY,11550CE,9:16:00,15:22:00,12.55,0.45,-259.7402597,3142.857143,12.1,0.003142857143,3139.4805196239004,0.31394805196239006,2019
363,2019-03-20,CLOSED,STRADDLE,2019-03-20,NIFTY,11550PE,9:16:00,15:22:00,32.2,12.05,-259.7402597,5233.766234,20.15,0.005233766234,5222.272727508274,0.5222272727508275,2019
364,2019-03-20,CLOSED,STRADDLE,2019-03-20,NIFTY,11600CE,9:16:00,15:22:00,3.35,0.05,-258.6206897,853.4482759,3.3,0.0008534482759,852.56896555502,0.085256896555502,2019
365,2019-03-20,CLOSED,STRADDLE,2019-03-20,NIFTY,11600PE,9:16:00,15:22:00,69.65,62.0,-258.6206897,1978.448276,7.65,0.001978448276,1944.400862200995,0.1944400862200995,2019
366,2019-03-20,CLOSED,STRADDLE,2019-03-20,NIFTY,11650CE,9:16:00,15:22:00,0.6,0.05,-257.5107296,141.6309013,0.55,0.0001416309013,141.46351932576002,0.014146351932576002,2019
367,2019-03-20,CLOSED,STRADDLE,2019-03-20,NIFTY,11650PE,9:16:00,15:22:00,114.4,112.0,-257.5107296,618.0257511,2.4,0.0006180257511,559.72532191856,0.055972532191856,2019
368,2019-03-28,CLOSED,HEDGE,2019-03-28,NIFTY,11300PE,9:16:00,15:22:00,0.75,0.1,1327.433628,-862.8318584,-0.65,-0.0008628318583999999,-861.7035398162,-0.08617035398162,2019
369,2019-03-28,CLOSED,HEDGE,2019-03-28,NIFTY,11600CE,9:16:00,15:22:00,1.0,0.3,1293.103448,-905.1724138,-0.7,-0.0009051724138,-903.4913793175999,-0.09034913793176,2019
370,2019-03-28,CLOSED,STRADDLE,2019-03-28,NIFTY,11350CE,9:16:00,13:42:00,105.4,180.85,-264.3171806,-19942.73128,-75.45,-0.01994273128,-20018.39207294675,-2.001839207294675,2019
371,2019-03-28,CLOSED,STRADDLE,2019-03-28,NIFTY,11350PE,9:16:00,13:42:00,1.6,0.15,-264.3171806,383.2599119,1.45,0.0003832599119,382.79735683395,0.038279735683395,2019
372,2019-03-28,CLOSED,STRADDLE,2019-03-28,NIFTY,11400CE,9:16:00,15:17:00,63.15,168.05,-263.1578947,-27605.26316,-104.9,-0.027605263159999997,-27666.10526525464,-2.7666105265254637,2019
373,2019-03-28,CLOSED,STRADDLE,2019-03-28,NIFTY,11400PE,9:16:00,15:17:00,7.95,0.05,-263.1578947,2078.947368,7.9,0.002078947368,2076.8421048424,0.20768421048424002,2019
374,2019-03-28,CLOSED,STRADDLE,2019-03-28,NIFTY,11450CE,9:16:00,15:22:00,28.2,90.0,-262.0087336,-16192.13974,-61.8,-0.01619213974,-16223.10917231152,-1.622310917231152,2019
375,2019-03-28,CLOSED,STRADDLE,2019-03-28,NIFTY,11450PE,9:16:00,15:22:00,22.0,0.1,-262.0087336,5737.991266,21.9,0.005737991266,5732.20087298744,0.573220087298744,2019
376,2019-03-28,CLOSED,STRADDLE,2019-03-28,NIFTY,11500CE,9:16:00,15:22:00,11.5,41.5,-260.8695652,-7826.086957,-30.0,-0.007826086957000001,-7839.9130439556,-0.78399130439556,2019
377,2019-03-28,CLOSED,STRADDLE,2019-03-28,NIFTY,11500PE,9:16:00,15:22:00,51.8,1.15,-260.8695652,13213.04348,50.65,0.01321304348,13199.230436522661,1.3199230436522662,2019
378,2019-03-28,CLOSED,STRADDLE,2019-03-28,NIFTY,11550CE,9:16:00,15:22:00,3.2,3.75,-259.7402597,-142.8571429,-0.55,-0.00014285714290000002,-144.66233770491502,-0.014466233770491502,2019
379,2019-03-28,CLOSED,STRADDLE,2019-03-28,NIFTY,11550PE,9:16:00,15:22:00,90.0,9.5,-259.7402597,20909.09091,80.5,0.02090909091,20883.24675415985,2.088324675415985,2019
380,2019-03-28,CLOSED,REBALANCE,2019-03-28,NIFTY,11600CE,13:42:00,15:22:00,1.85,0.3,-258.6206897,400.862069,1.55,0.00040086206900000003,400.306034517145,0.040030603451714504,2019
381,2019-03-28,CLOSED,REBALANCE,2019-03-28,NIFTY,11600PE,13:42:00,15:22:00,62.1,46.95,-258.6206897,3918.103448,15.15,0.003918103448,3889.900861788215,0.3889900861788215,2019
382,2019-03-28,CLOSED,REBALANCE,2019-03-28,NIFTY,11650CE,15:17:00,15:22:00,0.05,0.1,-257.5107296,-12.87553648,-0.05,-1.2875536479999999e-05,-12.914163089439999,-0.0012914163089439998,2019
383,2019-03-28,CLOSED,REBALANCE,2019-03-28,NIFTY,11650PE,15:17:00,15:22:00,71.5,96.4,-257.5107296,-6412.017167,-24.9,-0.006412017167,-6455.25321849984,-0.645525321849984,2019
384,2019-04-04,CLOSED,HEDGE,2019-04-04,NIFTY,11500PE,9:16:00,15:22:00,1.9,0.05,1304.347826,-2413.043478,-1.85,-0.002413043478,-2410.4999997393,-0.24104999997393,2019
385,2019-04-04,CLOSED,HEDGE,2019-04-04,NIFTY,11800CE,9:16:00,15:22:00,1.1,0.05,1271.186441,-1334.745763,-1.05,-0.0013347457629999998,-1333.28389859285,-0.133328389859285,2019
386,2019-04-04,CLOSED,STRADDLE,2019-04-04,NIFTY,11550CE,9:16:00,15:22:00,96.45,30.15,-259.7402597,17220.77922,66.3,0.01722077922,17187.89610312198,1.718789610312198,2019
387,2019-04-04,CLOSED,STRADDLE,2019-04-04,NIFTY,11550PE,9:16:00,15:22:00,5.35,0.35,-259.7402597,1298.701299,5.0,0.001298701299,1297.22077951971,0.129722077951971,2019
388,2019-04-04,CLOSED,STRADDLE,2019-04-04,NIFTY,11600CE,9:16:00,15:22:00,59.3,1.55,-258.6206897,14935.34483,57.75,0.01493534483,14919.607761031755,1.4919607761031755,2019
389,2019-04-04,CLOSED,STRADDLE,2019-04-04,NIFTY,11600PE,9:16:00,15:22:00,15.4,8.75,-258.6206897,1719.827586,6.65,0.0017198275860000002,1713.581896343745,0.1713581896343745,2019
390,2019-04-04,CLOSED,STRADDLE,2019-04-04,NIFTY,11650CE,9:16:00,15:22:00,30.45,0.15,-257.5107296,7802.575107,30.3,0.007802575107,7794.6952786742395,0.779469527867424,2019
391,2019-04-04,CLOSED,STRADDLE,2019-04-04,NIFTY,11650PE,9:16:00,15:22:00,33.85,57.0,-257.5107296,-5961.373391,-23.15,-0.0059613733910000005,-5984.76824078416,-0.5984768240784161,2019
392,2019-04-04,CLOSED,STRADDLE,2019-04-04,NIFTY,11700CE,9:16:00,15:22:00,13.0,0.05,-256.4102564,3320.512821,12.95,0.0033205128209999996,3317.1666671539797,0.33171666671539796,2019
393,2019-04-04,CLOSED,STRADDLE,2019-04-04,NIFTY,11700PE,9:16:00,15:22:00,62.45,107.45,-256.4102564,-11538.46154,-45.0,-0.01153846154,-11582.025642562361,-1.1582025642562361,2019
394,2019-04-04,CLOSED,STRADDLE,2019-04-04,NIFTY,11750CE,9:16:00,14:21:00,3.65,0.05,-255.3191489,919.1489362,3.6,0.0009191489362,918.20425534907,0.09182042553490699,2019
395,2019-04-04,CLOSED,STRADDLE,2019-04-04,NIFTY,11750PE,9:16:00,14:21:00,100.5,170.05,-255.3191489,-17757.44681,-69.55,-0.01775744681,-17826.523405734897,-1.7826523405734898,2019
396,2019-04-04,CLOSED,REBALANCE,2019-04-04,NIFTY,11500CE,14:21:00,15:22:00,68.95,77.0,-260.8695652,-2100.0,-8.05,-0.0021,-2138.07391304094,-0.213807391304094,2019
397,2019-04-04,CLOSED,REBALANCE,2019-04-04,NIFTY,11500PE,14:21:00,15:22:00,0.75,0.05,-260.8695652,182.6086957,0.7,0.0001826086957,182.40000004784,0.018240000004784,2019
398,2019-04-11,CLOSED,HEDGE,2019-04-11,NIFTY,11450PE,9:16:00,15:22:00,0.6,0.05,1310.043668,-720.5240175,-0.55,-0.0007205240175,-719.6724891158,-0.07196724891158,2019
399,2019-04-11,CLOSED,HEDGE,2019-04-11,NIFTY,11750CE,9:16:00,15:22:00,0.4,0.1,1276.595745,-382.9787234,-0.3,-0.00038297872339999997,-382.3404255275,-0.038234042552749994,2019
400,2019-04-11,CLOSED,STRADDLE,2019-04-11,NIFTY,11500CE,9:16:00,15:22:00,81.95,76.1,-260.8695652,1526.086957,5.85,0.001526086957,1484.85652222014,0.14848565222201401,2019
401,2019-04-11,CLOSED,STRADDLE,2019-04-11,NIFTY,11500PE,9:16:00,15:22:00,2.85,0.1,-260.8695652,717.3913043,2.75,0.0007173913043,716.62173908266,0.071662173908266,2019
402,2019-04-11,CLOSED,STRADDLE,2019-04-11,NIFTY,11550CE,9:16:00,15:22:00,42.7,27.55,-259.7402597,3935.064935,15.15,0.003935064935,3916.818181756075,0.3916818181756075,2019
403,2019-04-11,CLOSED,STRADDLE,2019-04-11,NIFTY,11550PE,9:16:00,15:22:00,10.95,0.4,-259.7402597,2740.25974,10.55,0.00274025974,2737.311688052405,0.2737311688052405,2019
404,2019-04-11,CLOSED,STRADDLE,2019-04-11,NIFTY,11600CE,9:16:00,15:22:00,17.2,1.2,-258.6206897,4137.931034,16.0,0.004137931034,4133.17241330952,0.41331724133095205,2019
405,2019-04-11,CLOSED,STRADDLE,2019-04-11,NIFTY,11600PE,9:16:00,15:22:00,30.85,15.05,-258.6206897,4086.206897,15.8,0.004086206897,4074.33620734277,0.407433620734277,2019
406,2019-04-11,CLOSED,STRADDLE,2019-04-11,NIFTY,11650CE,9:16:00,15:22:00,5.0,0.1,-257.5107296,1261.802575,4.9,0.0012618025749999999,1260.4892702790398,0.126048927027904,2019
407,2019-04-11,CLOSED,STRADDLE,2019-04-11,NIFTY,11650PE,9:16:00,15:22:00,63.65,63.1,-257.5107296,141.6309013,0.55,0.0001416309013,108.99141632320001,0.010899141632320001,2019
408,2019-04-11,CLOSED,STRADDLE,2019-04-11,NIFTY,11700CE,9:16:00,15:22:00,1.5,0.1,-256.4102564,358.974359,1.4,0.000358974359,358.56410258976,0.035856410258976,2019
409,2019-04-11,CLOSED,STRADDLE,2019-04-11,NIFTY,11700PE,9:16:00,15:22:00,109.5,109.0,-256.4102564,128.2051282,0.5,0.00012820512819999998,72.17948717659999,0.007217948717659999,2019
410,2019-04-25,CLOSED,HEDGE,2019-04-25,NIFTY,11550PE,9:16:00,15:22:00,0.65,0.1,1298.701299,-714.2857143,-0.55,-0.0007142857143,-713.31168832575,-0.071331168832575,2019
411,2019-04-25,CLOSED,HEDGE,2019-04-25,NIFTY,11950CE,9:16:00,15:22:00,0.15,0.05,1255.230126,-125.5230126,-0.1,-0.0001255230126,-125.2719665748,-0.01252719665748,2019
412,2019-04-25,CLOSED,STRADDLE,2019-04-25,NIFTY,11650CE,9:16:00,15:22:00,70.35,56.3,-257.5107296,3618.025751,14.05,0.003618025751,3585.41201709616,0.358541201709616,2019
413,2019-04-25,CLOSED,STRADDLE,2019-04-25,NIFTY,11650PE,9:16:00,15:22:00,3.6,0.3,-257.5107296,849.7854077,3.3,0.0008497854077,848.78111585456,0.084878111585456,2019
414,2019-04-25,CLOSED,STRADDLE,2019-04-25,NIFTY,11700CE,9:16:00,15:22:00,33.35,15.45,-256.4102564,4589.74359,17.9,0.00458974359,4577.23076948768,0.457723076948768,2019
415,2019-04-25,CLOSED,STRADDLE,2019-04-25,NIFTY,11700PE,9:16:00,15:22:00,14.6,5.75,-256.4102564,2269.230769,8.85,0.0022692307689999996,2264.01282028226,0.226401282028226,2019
416,2019-04-25,CLOSED,STRADDLE,2019-04-25,NIFTY,11750CE,9:16:00,15:22:00,9.7,0.85,-255.3191489,2259.574468,8.85,0.0022595744679999997,2256.8808509791047,0.22568808509791047,2019
417,2019-04-25,CLOSED,STRADDLE,2019-04-25,NIFTY,11750PE,9:16:00,15:22:00,37.0,32.3,-255.3191489,1200.0,4.7,0.0012,1182.30638298123,0.118230638298123,2019
418,2019-04-25,CLOSED,STRADDLE,2019-04-25,NIFTY,11800CE,9:16:00,15:22:00,2.1,0.15,-254.2372881,495.7627119,1.95,0.0004957627119,495.190678001775,0.0495190678001775,2019
419,2019-04-25,CLOSED,STRADDLE,2019-04-25,NIFTY,11800PE,9:16:00,15:22:00,76.5,82.0,-254.2372881,-1398.305085,-5.5,-0.001398305085,-1438.6016951638499,-0.14386016951638497,2019
420,2019-04-25,CLOSED,STRADDLE,2019-04-25,NIFTY,11850CE,9:16:00,15:02:00,0.5,0.1,-253.164557,101.2658228,0.4,0.0001012658228,101.11392406579999,0.010111392406579999,2019
421,2019-04-25,CLOSED,STRADDLE,2019-04-25,NIFTY,11850PE,9:16:00,15:02:00,121.75,176.9,-253.164557,-13962.02532,-55.15,-0.01396202532,-14037.63291494805,-1.403763291494805,2019
422,2019-04-25,CLOSED,REBALANCE,2019-04-25,NIFTY,11600CE,15:02:00,15:22:00,63.9,104.55,-258.6206897,-10512.93103,-40.65,-0.01051293103,-10556.495685179965,-1.0556495685179965,2019
423,2019-04-25,CLOSED,REBALANCE,2019-04-25,NIFTY,11600PE,15:02:00,15:22:00,0.55,0.15,-258.6206897,103.4482759,0.4,0.00010344827589999999,103.26724141721,0.010326724141721,2019
424,2019-05-02,CLOSED,HEDGE,2019-05-02,NIFTY,11550PE,9:16:00,15:22:00,0.5,0.05,1298.701299,-584.4155844,-0.45,-0.0005844155844,-583.7012986855499,-0.05837012986855499,2019
425,2019-05-02,CLOSED,HEDGE,2019-05-02,NIFTY,11950CE,9:16:00,15:22:00,0.1,0.05,1255.230126,-62.76150628,-0.05,-6.276150628e-05,-62.5732217611,-0.00625732217611,2019
426,2019-05-02,CLOSED,STRADDLE,2019-05-02,NIFTY,11650CE,9:16:00,15:22:00,69.25,60.25,-257.5107296,2317.596567,9.0,0.0023175965670000002,2284.2489275168,0.22842489275168,2019
427,2019-05-02,CLOSED,STRADDLE,2019-05-02,NIFTY,11650PE,9:16:00,15:22:00,4.2,0.5,-257.5107296,952.7896996,3.7,0.0009527896996,951.5793991708799,0.09515793991708799,2019
428,2019-05-02,CLOSED,STRADDLE,2019-05-02,NIFTY,11700CE,9:16:00,15:22:00,33.25,19.3,-256.4102564,3576.923077,13.95,0.0035769230769999998,3563.44871802618,0.356344871802618,2019
429,2019-05-02,CLOSED,STRADDLE,2019-05-02,NIFTY,11700PE,9:16:00,15:22:00,15.05,6.75,-256.4102564,2128.205128,8.3,0.002128205128,2122.61538441048,0.212261538441048,2019
430,2019-05-02,CLOSED,STRADDLE,2019-05-02,NIFTY,11750CE,9:16:00,15:22:00,12.45,0.95,-255.3191489,2936.170213,11.5,0.0029361702129999997,2932.7489364047397,0.293274893640474,2019
431,2019-05-02,CLOSED,STRADDLE,2019-05-02,NIFTY,11750PE,9:16:00,15:22:00,38.65,29.75,-255.3191489,2272.340426,8.9,0.0022723404260000003,2254.87659621524,0.225487659621524,2019
432,2019-05-02,CLOSED,STRADDLE,2019-05-02,NIFTY,11800CE,9:16:00,15:22:00,3.75,0.1,-254.2372881,927.9661017,3.65,0.0009279661017,926.9872881408149,0.09269872881408149,2019
433,2019-05-02,CLOSED,STRADDLE,2019-05-02,NIFTY,11800PE,9:16:00,15:22:00,79.35,76.6,-254.2372881,699.1525424,2.75,0.0006991525424,659.504237320805,0.0659504237320805,2019
434,2019-05-02,CLOSED,STRADDLE,2019-05-02,NIFTY,11850CE,9:16:00,15:22:00,0.6,0.05,-253.164557,139.2405063,0.55,0.0001392405063,139.07594933795,0.013907594933794998,2019
435,2019-05-02,CLOSED,STRADDLE,2019-05-02,NIFTY,11850PE,9:16:00,15:22:00,125.45,125.6,-253.164557,-37.97468354,-0.15,-3.797468354e-05,-101.53164557485002,-0.010153164557485002,2019
436,2019-05-09,CLOSED,HEDGE,2019-05-09,NIFTY,11150PE,9:16:00,15:22:00,0.3,0.1,1345.29148,-269.058296,-0.2,-0.000269058296,-268.520179408,-0.0268520179408,2019
437,2019-05-09,CLOSED,HEDGE,2019-05-09,NIFTY,11450CE,9:16:00,15:22:00,1.5,0.1,1310.043668,-1834.061135,-1.4,-0.001834061135,-1831.9650651312,-0.18319650651312,2019
438,2019-05-09,CLOSED,STRADDLE,2019-05-09,NIFTY,11200CE,9:16:00,15:22:00,121.75,103.35,-267.8571429,4928.571429,18.4,0.004928571428999999,4868.2767861332095,0.48682767861332094,2019
439,2019-05-09,CLOSED,STRADDLE,2019-05-09,NIFTY,11200PE,9:16:00,15:22:00,1.6,0.2,-267.8571429,375.0,1.4,0.000375,374.51785714278,0.037451785714278,2019
440,2019-05-09,CLOSED,STRADDLE,2019-05-09,NIFTY,11250CE,9:16:00,15:22:00,77.25,54.2,-266.6666667,6146.666667,23.05,0.006146666667000001,6111.613333662285,0.6111613333662285,2019
441,2019-05-09,CLOSED,STRADDLE,2019-05-09,NIFTY,11250PE,9:16:00,15:22:00,6.45,0.45,-266.6666667,1600.0,6.0,0.0016,1598.15999999977,0.159815999999977,2019
442,2019-05-09,CLOSED,STRADDLE,2019-05-09,NIFTY,11300CE,9:16:00,15:22:00,42.55,12.8,-265.4867257,7898.230088,29.75,0.007898230088,7883.535397732505,0.7883535397732505,2019
443,2019-05-09,CLOSED,STRADDLE,2019-05-09,NIFTY,11300PE,9:16:00,15:22:00,19.0,4.9,-265.4867257,3743.362832,14.1,0.003743362832,3737.01769925577,0.37370176992557697,2019
444,2019-05-09,CLOSED,STRADDLE,2019-05-09,NIFTY,11350CE,9:16:00,15:22:00,18.15,0.85,-264.3171806,4572.687225,17.3,0.004572687224999999,4567.665198568599,0.45676651985685995,2019
445,2019-05-09,CLOSED,STRADDLE,2019-05-09,NIFTY,11350PE,9:16:00,15:22:00,40.9,35.65,-264.3171806,1387.665198,5.25,0.001387665198,1367.4317178250699,0.136743171782507,2019
446,2019-05-09,CLOSED,STRADDLE,2019-05-09,NIFTY,11400CE,9:16:00,15:22:00,6.05,0.2,-263.1578947,1539.473684,5.85,0.001539473684,1537.828947158125,0.1537828947158125,2019
447,2019-05-09,CLOSED,STRADDLE,2019-05-09,NIFTY,11400PE,9:16:00,15:22:00,75.1,84.2,-263.1578947,-2394.736842,-9.1,-0.002394736842,-2436.65789462571,-0.243665789462571,2019
448,2019-05-16,CLOSED,HEDGE,2019-05-16,NIFTY,11050PE,9:16:00,15:22:00,4.5,0.1,1357.466063,-5972.850679,-4.4,-0.005972850679,-5966.6063351102,-0.59666063351102,2019
449,2019-05-16,CLOSED,HEDGE,2019-05-16,NIFTY,11350CE,9:16:00,15:22:00,0.75,0.05,1321.585903,-925.1101322,-0.7,-0.0009251101321999999,-924.0528634776,-0.09240528634776,2019
450,2019-05-16,CLOSED,STRADDLE,2019-05-16,NIFTY,11100CE,9:16:00,15:17:00,75.8,148.5,-270.2702703,-19648.64865,-72.7,-0.01964864865,-19709.270271628287,-1.9709270271628287,2019
451,2019-05-16,CLOSED,STRADDLE,2019-05-16,NIFTY,11100PE,9:16:00,15:17:00,11.45,0.05,-270.2702703,3081.081081,11.4,0.003081081081,3077.97297289155,0.307797297289155,2019
452,2019-05-16,CLOSED,STRADDLE,2019-05-16,NIFTY,11150CE,9:16:00,15:22:00,40.7,58.85,-269.058296,-4883.408072,-18.15,-0.004883408072,-4910.1928253668,-0.49101928253668004,2019
453,2019-05-16,CLOSED,STRADDLE,2019-05-16,NIFTY,11150PE,9:16:00,15:22:00,24.65,0.45,-269.058296,6511.210762,24.2,0.0065112107619999995,6504.4573987704,0.65044573987704,2019
454,2019-05-16,CLOSED,STRADDLE,2019-05-16,NIFTY,11200CE,9:16:00,15:22:00,18.85,16.75,-267.8571429,562.5,2.1,0.0005625,552.96428571276,0.055296428571276,2019
455,2019-05-16,CLOSED,STRADDLE,2019-05-16,NIFTY,11200PE,9:16:00,15:22:00,48.55,5.75,-267.8571429,11464.28571,42.8,0.011464285710000001,11449.74106714053,1.144974106714053,2019
456,2019-05-16,CLOSED,STRADDLE,2019-05-16,NIFTY,11250CE,9:16:00,15:22:00,7.1,0.6,-266.6666667,1733.333333,6.5,0.001733333333,1731.27999966641,0.173127999966641,2019
457,2019-05-16,CLOSED,STRADDLE,2019-05-16,NIFTY,11250PE,9:16:00,15:22:00,83.9,32.0,-266.6666667,13840.0,51.9,0.01384,13809.09333332947,1.380909333332947,2019
458,2019-05-16,CLOSED,STRADDLE,2019-05-16,NIFTY,11300CE,9:16:00,15:22:00,2.65,0.05,-265.4867257,690.2654867,2.6,0.0006902654867,689.54867254061,0.068954867254061,2019
459,2019-05-16,CLOSED,STRADDLE,2019-05-16,NIFTY,11300PE,9:16:00,15:22:00,128.7,79.0,-265.4867257,13194.69027,49.7,0.013194690269999998,13139.548677072109,1.3139548677072108,2019
460,2019-05-16,CLOSED,REBALANCE,2019-05-16,NIFTY,11350CE,15:17:00,15:22:00,0.05,0.05,-264.3171806,0.0,0.0,0.0,-0.026431718059999998,-2.643171806e-06,2019
461,2019-05-16,CLOSED,REBALANCE,2019-05-16,NIFTY,11350PE,15:17:00,15:22:00,91.2,132.05,-264.3171806,-10797.35683,-40.85,-0.01079735683,-10856.36564056895,-1.085636564056895,2019
462,2019-05-23,SL CLOSED,HEDGE,2019-05-23,NIFTY,11700PE,9:16:00,14:56:00,61.4,7.6,1282.051282,-68974.35897,-53.8,-0.06897435897,-68885.897431542,-6.888589743154201,2019
463,2019-05-23,CLOSED,HEDGE,2019-05-23,NIFTY,12100CE,9:16:00,11:04:00,89.45,21.6,1239.669421,-84111.57025,-67.85,-0.08411157025,-83973.90496079795,-8.397390496079796,2019
464,2019-05-23,CLOSED,STRADDLE,2019-05-23,NIFTY,11800CE,9:16:00,10:20:00,224.0,203.8,-254.2372881,5135.59322,20.2,0.00513559322,5026.83050815082,0.502683050815082,2019
465,2019-05-23,CLOSED,STRADDLE,2019-05-23,NIFTY,11800PE,9:16:00,10:20:00,113.4,20.25,-254.2372881,23682.20339,93.15,0.02368220339,23648.224576445435,2.3648224576445434,2019
466,2019-05-23,CLOSED,STRADDLE,2019-05-23,NIFTY,11850CE,9:16:00,10:44:00,198.95,208.9,-253.164557,-2518.987342,-9.95,-0.002518987342,-2622.2405065724497,-0.26222405065724497,2019
467,2019-05-23,CLOSED,STRADDLE,2019-05-23,NIFTY,11850PE,9:16:00,10:44:00,132.25,15.85,-253.164557,29468.35443,116.4,0.02946835443,29430.8607591083,2.9430860759108297,2019
468,2019-05-23,CLOSED,STRADDLE,2019-05-23,NIFTY,11900CE,9:16:00,14:51:00,174.9,0.7,-252.1008403,43915.96639,174.2,0.04391596639,43871.69748244332,4.387169748244332,2019
469,2019-05-23,CLOSED,STRADDLE,2019-05-23,NIFTY,11900PE,9:16:00,14:51:00,154.95,165.95,-252.1008403,-2773.109244,-11.0,-0.002773109244,-2854.0084036522703,-0.285400840365227,2019
470,2019-05-23,CLOSED,STRADDLE,2019-05-23,NIFTY,11950CE,9:16:00,13:54:00,155.55,2.8,-251.0460251,38347.28033,152.75,0.038347280330000004,38307.527191925416,3.8307527191925415,2019
471,2019-05-23,CLOSED,STRADDLE,2019-05-23,NIFTY,11950PE,9:16:00,13:54:00,181.4,173.1,-251.0460251,2083.682008,8.3,0.0020836820080000003,1994.6861921020502,0.19946861921020503,2019
472,2019-05-23,CLOSED,STRADDLE,2019-05-23,NIFTY,12000CE,9:16:00,12:14:00,131.55,14.45,-250.0,29275.0,117.1,0.029275,29238.5,2.92385,2019
473,2019-05-23,CLOSED,STRADDLE,2019-05-23,NIFTY,12000PE,9:16:00,12:14:00,211.75,164.95,-250.0,11700.0,46.8,0.0117,11605.825,1.1605825,2019
474,2019-05-23,CLOSED,REBALANCE,2019-05-23,NIFTY,12050CE,10:20:00,11:23:00,57.4,17.5,-248.9626556,9933.609959,39.9,0.009933609958999999,9914.96265609556,0.9914962656095561,2019
475,2019-05-23,CLOSED,REBALANCE,2019-05-23,NIFTY,12050PE,10:20:00,11:23:00,116.5,183.7,-248.9626556,-16730.29046,-67.2,-0.01673029046,-16805.02904921112,-1.680502904921112,2019
476,2019-05-23,CLOSED,REBALANCE,2019-05-23,NIFTY,12100CE,10:44:00,11:04:00,49.0,21.6,-247.9338843,6793.38843,27.4,0.00679338843,6775.88429776842,0.677588429776842,2019
477,2019-05-23,CLOSED,REBALANCE,2019-05-23,NIFTY,12100PE,10:44:00,11:04:00,97.75,171.15,-247.9338843,-18198.34711,-73.4,-0.01819834711,-18265.01653148827,-1.826501653148827,2019
478,2019-05-23,SL CLOSED,REBALANCE,2019-05-23,NIFTY,11850CE,11:04:00,14:56:00,134.5,9.75,-253.164557,31582.27848,124.75,0.03158227848,31545.759492652753,3.154575949265275,2019
479,2019-05-23,SL CLOSED,REBALANCE,2019-05-23,NIFTY,11850PE,11:04:00,14:56:00,40.75,68.45,-253.164557,-7012.658228,-27.7,-0.0070126582280000006,-7040.3037976244,-0.7040303797624401,2019
480,2019-05-23,SL CLOSED,REBALANCE,2019-05-23,NIFTY,11800CE,11:23:00,14:56:00,127.85,24.65,-254.2372881,26237.28814,103.2,0.026237288140000002,26198.51695356475,2.619851695356475,2019
481,2019-05-23,SL CLOSED,REBALANCE,2019-05-23,NIFTY,11800PE,11:23:00,14:56:00,56.95,35.0,-254.2372881,5580.508475,21.95,0.005580508475,5557.131356359205,0.5557131356359205,2019
482,2019-05-23,SL CLOSED,REBALANCE,2019-05-23,NIFTY,11750CE,12:14:00,14:56:00,121.15,50.75,-255.3191489,17974.46809,70.4,0.017974468089999997,17930.578728304088,1.7930578728304087,2019
483,2019-05-23,SL CLOSED,REBALANCE,2019-05-23,NIFTY,11750PE,12:14:00,14:56:00,31.55,15.95,-255.3191489,3982.978723,15.6,0.003982978723,3970.85106342725,0.39708510634272504,2019
484,2019-05-23,SL CLOSED,REBALANCE,2019-05-23,NIFTY,11700CE,13:54:00,14:56:00,85.25,92.0,-256.4102564,-1730.769231,-6.75,-0.001730769231,-1776.2179489469,-0.17762179489469,2019
485,2019-05-23,SL CLOSED,REBALANCE,2019-05-23,NIFTY,11700PE,13:54:00,14:56:00,18.8,7.6,-256.4102564,2871.794872,11.2,0.002871794872,2865.02564123104,0.286502564123104,2019
486,2019-05-23,SL CLOSED,REBALANCE,2019-05-23,NIFTY,11650CE,14:51:00,14:56:00,73.7,127.0,-257.5107296,-13725.32189,-53.3,-0.01372532189,-13777.004293430718,-1.377700429343072,2019
487,2019-05-23,SL CLOSED,REBALANCE,2019-05-23,NIFTY,11650PE,14:51:00,14:56:00,5.35,3.5,-257.5107296,476.3948498,1.85,0.0004763948498,474.11587984304,0.047411587984304,2019
488,2019-05-30,CLOSED,HEDGE,2019-05-30,NIFTY,11650PE,9:16:00,15:22:00,0.35,0.1,1287.553648,-321.888412,-0.25,-0.000321888412,-321.3090128584,-0.03213090128584,2019
489,2019-05-30,CLOSED,HEDGE,2019-05-30,NIFTY,12050CE,9:16:00,15:22:00,0.45,0.1,1244.813278,-435.6846473,-0.35,-0.0004356846473,-434.9999999971,-0.04349999999971,2019
