,entry_time,entry_price,exit_time,exit_price,strike,call_put,dir,exit_type,expiry,pnl,index,pnl_w_cs,qty,roi,Trade Year,ROI%
0,09:16:00,58.0,09:34:00,81.19999999999999,18000,C,short,sl,2017-01-05,-23.19999999999999,BNF,-24.591999999999988,64,-0.0015738879999999992,2017,-0.1573887999999999
1,09:16:00,2.3,09:34:00,2.45,18300,C,hedge,sl,2017-01-05,0.15000000000000036,BNF,0.15000000000000036,64,9.600000000000023e-06,2017,0.0009600000000000023
2,09:16:00,50.0,13:54:00,2.500000000000002,18000,P,short,trgt,2017-01-05,47.5,BNF,46.975,64,0.0030064000000000002,2017,0.30064
3,09:16:00,1.1,13:54:00,0.05,17700,P,hedge,trgt,2017-01-05,-1.05,BNF,-1.05,64,-6.720000000000001e-05,2017,-0.00672
4,10:15:00,64.75,12:16:00,97.125,18000,C,short,sl,2017-01-05,-32.375,BNF,-33.99375,64,-0.0021755999999999998,2017,-0.21755999999999998
5,10:15:00,0.75,12:16:00,0.9,18300,C,hedge,sl,2017-01-05,0.15000000000000002,BNF,0.15000000000000002,64,9.600000000000001e-06,2017,0.0009600000000000001
6,10:15:00,28.9,14:06:00,1.4450000000000012,18000,P,short,trgt,2017-01-05,27.455,BNF,27.151549999999997,64,0.0017376991999999997,2017,0.17376991999999997
7,10:15:00,0.5,14:06:00,0.05,17700,P,hedge,trgt,2017-01-05,-0.45,BNF,-0.45,64,-2.8800000000000002e-05,2017,-0.00288
8,11:15:00,61.5,12:16:00,98.4,18000,C,short,sl,2017-01-05,-36.900000000000006,BNF,-38.49900000000001,64,-0.0024639360000000008,2017,-0.24639360000000007
9,11:15:00,0.5,12:16:00,0.9,18300,C,hedge,sl,2017-01-05,0.4,BNF,0.4,64,2.5600000000000002e-05,2017,0.00256
10,11:15:00,25.7,14:06:00,1.285000000000001,18000,P,short,trgt,2017-01-05,24.415,BNF,24.145149999999997,64,0.0015452895999999998,2017,0.15452896
11,11:15:00,0.3,14:06:00,0.05,17700,P,hedge,trgt,2017-01-05,-0.25,BNF,-0.25,64,-1.6e-05,2017,-0.0015999999999999999
12,12:15:00,38.7,14:57:00,1.9350000000000016,18100,P,short,trgt,2017-01-05,36.765,BNF,36.35865,64,0.0023269536,2017,0.23269536
13,12:15:00,0.35,14:57:00,0.05,17800,P,hedge,trgt,2017-01-05,-0.3,BNF,-0.3,64,-1.92e-05,2017,-0.0019199999999999998
14,12:15:00,30.0,15:23:00,7.45,18100,C,short,time,2017-01-05,22.55,BNF,22.1755,64,0.0014192319999999999,2017,0.1419232
15,12:15:00,0.15,15:23:00,0.05,18400,C,hedge,time,2017-01-05,-0.09999999999999999,BNF,-0.09999999999999999,64,-6.4e-06,2017,-0.0006399999999999999
16,13:15:00,29.5,14:59:00,1.4750000000000014,18100,P,short,trgt,2017-01-05,28.025,BNF,27.715249999999997,64,0.001773776,2017,0.1773776
17,13:15:00,0.3,14:59:00,0.05,17800,P,hedge,trgt,2017-01-05,-0.25,BNF,-0.25,64,-1.6e-05,2017,-0.0015999999999999999
18,13:15:00,27.35,15:23:00,7.45,18100,C,short,time,2017-01-05,19.900000000000002,BNF,19.552000000000003,64,0.0012513280000000001,2017,0.12513280000000002
19,13:15:00,0.15,15:23:00,0.05,18400,C,hedge,time,2017-01-05,-0.09999999999999999,BNF,-0.09999999999999999,64,-6.4e-06,2017,-0.0006399999999999999
20,14:15:00,14.75,14:19:00,28.025,18100,P,short,sl,2017-01-05,-13.274999999999999,BNF,-13.702749999999998,64,-0.0008769759999999999,2017,-0.08769759999999999
21,14:15:00,0.1,14:19:00,0.1,17800,P,hedge,sl,2017-01-05,0.0,BNF,0.0,64,0.0,2017,0.0
22,14:15:00,33.6,15:23:00,7.45,18100,C,short,time,2017-01-05,26.150000000000002,BNF,25.739500000000003,64,0.0016473280000000002,2017,0.1647328
23,14:15:00,0.1,15:23:00,0.05,18400,C,hedge,time,2017-01-05,-0.05,BNF,-0.05,64,-3.2000000000000003e-06,2017,-0.00032
24,09:16:00,29.0,09:21:00,40.6,18900,C,short,sl,2017-01-12,-11.600000000000001,BNF,-12.296000000000001,61,-0.000750056,2017,-0.0750056
25,09:16:00,0.75,09:21:00,1.35,19200,C,hedge,sl,2017-01-12,0.6000000000000001,BNF,0.6000000000000001,61,3.660000000000001e-05,2017,0.003660000000000001
26,09:16:00,90.0,15:05:00,4.500000000000004,18900,P,short,trgt,2017-01-12,85.5,BNF,84.555,61,0.005157855,2017,0.5157855
27,09:16:00,2.25,15:05:00,0.05,18600,P,hedge,trgt,2017-01-12,-2.2,BNF,-2.2,61,-0.0001342,2017,-0.013420000000000001
28,10:15:00,56.4,10:57:00,84.6,18800,C,short,sl,2017-01-12,-28.199999999999996,BNF,-29.609999999999996,62,-0.0018358199999999997,2017,-0.18358199999999997
29,10:15:00,2.0,10:57:00,1.5,19100,C,hedge,sl,2017-01-12,-0.5,BNF,-0.5,62,-3.1e-05,2017,-0.0031000000000000003
30,10:15:00,31.0,14:42:00,1.5500000000000014,18800,P,short,trgt,2017-01-12,29.45,BNF,29.124499999999998,62,0.001805719,2017,0.18057189999999998
31,10:15:00,1.25,14:42:00,0.1,18500,P,hedge,trgt,2017-01-12,-1.15,BNF,-1.15,62,-7.13e-05,2017,-0.00713
32,11:15:00,24.3,13:05:00,38.88,18900,C,short,sl,2017-01-12,-14.580000000000002,BNF,-15.211800000000002,61,-0.0009279198000000001,2017,-0.09279198000000001
33,11:15:00,0.45,13:05:00,0.35,19200,C,hedge,sl,2017-01-12,-0.10000000000000003,BNF,-0.10000000000000003,61,-6.100000000000003e-06,2017,-0.0006100000000000003
34,11:15:00,62.1,15:23:00,,18900,P,short,time,2017-01-12,,BNF,,61,,2017,
35,11:15:00,1.1,15:23:00,0.05,18600,P,hedge,time,2017-01-12,-1.05,BNF,-1.05,61,-6.405e-05,2017,-0.006405
36,12:15:00,19.0,13:02:00,32.3,18900,C,short,sl,2017-01-12,-13.299999999999997,BNF,-13.812999999999997,61,-0.0008425929999999999,2017,-0.08425929999999998
37,12:15:00,0.25,13:02:00,0.25,19200,C,hedge,sl,2017-01-12,0.0,BNF,0.0,61,0.0,2017,0.0
38,12:15:00,60.55,15:23:00,,18900,P,short,time,2017-01-12,,BNF,,61,,2017,
39,12:15:00,0.95,15:23:00,0.05,18600,P,hedge,time,2017-01-12,-0.8999999999999999,BNF,-0.8999999999999999,61,-5.489999999999999e-05,2017,-0.005489999999999999
40,13:15:00,24.4,13:34:00,43.92,18900,P,short,sl,2017-01-12,-19.520000000000003,BNF,-20.203200000000002,61,-0.0012323952000000001,2017,-0.12323952000000002
41,13:15:00,0.4,13:34:00,0.35,18600,P,hedge,sl,2017-01-12,-0.050000000000000044,BNF,-0.050000000000000044,61,-3.0500000000000026e-06,2017,-0.00030500000000000026
42,13:15:00,37.35,15:00:00,1.8675000000000015,18900,C,short,trgt,2017-01-12,35.4825,BNF,35.090325,61,0.0021405098250000002,2017,0.21405098250000001
43,13:15:00,0.35,15:00:00,0.05,19200,C,hedge,trgt,2017-01-12,-0.3,BNF,-0.3,61,-1.83e-05,2017,-0.00183
44,14:15:00,12.2,15:11:00,0.6100000000000005,18900,C,short,trgt,2017-01-12,11.589999999999998,BNF,11.461899999999998,61,0.0006991758999999999,2017,0.06991758999999999
45,14:15:00,0.05,15:11:00,0.05,19200,C,hedge,trgt,2017-01-12,0.0,BNF,0.0,61,0.0,2017,0.0
46,14:15:00,42.4,15:23:00,,18900,P,short,time,2017-01-12,,BNF,,61,,2017,
47,14:15:00,0.2,15:23:00,0.05,18600,P,hedge,time,2017-01-12,-0.15000000000000002,BNF,-0.15000000000000002,61,-9.150000000000002e-06,2017,-0.0009150000000000002
48,09:16:00,39.2,09:57:00,54.88,19100,P,short,sl,2017-01-19,-15.68,BNF,-16.6208,61,-0.0010138687999999999,2017,-0.10138687999999998
49,09:16:00,1.15,09:57:00,0.95,18800,P,hedge,sl,2017-01-19,-0.19999999999999996,BNF,-0.19999999999999996,61,-1.2199999999999997e-05,2017,-0.0012199999999999997
50,09:16:00,68.05,15:23:00,20.35,19100,C,short,time,2017-01-19,47.699999999999996,BNF,46.815999999999995,61,0.002855776,2017,0.2855776
51,09:16:00,2.45,15:23:00,0.05,19400,C,hedge,time,2017-01-19,-2.4000000000000004,BNF,-2.4000000000000004,61,-0.00014640000000000003,2017,-0.014640000000000004
52,10:15:00,33.0,11:55:00,49.5,19100,C,short,sl,2017-01-19,-16.5,BNF,-17.325,61,-0.001056825,2017,-0.1056825
53,10:15:00,0.5,11:55:00,0.4,19400,C,hedge,sl,2017-01-19,-0.09999999999999998,BNF,-0.09999999999999998,61,-6.099999999999998e-06,2017,-0.0006099999999999999
54,10:15:00,56.1,14:46:00,2.8050000000000024,19100,P,short,trgt,2017-01-19,53.295,BNF,52.70595,61,0.00321506295,2017,0.321506295
55,10:15:00,1.15,14:46:00,0.1,18800,P,hedge,trgt,2017-01-19,-1.0499999999999998,BNF,-1.0499999999999998,61,-6.404999999999998e-05,2017,-0.006404999999999998
56,11:15:00,36.5,12:15:00,58.400000000000006,19100,C,short,sl,2017-01-19,-21.900000000000006,BNF,-22.849000000000007,61,-0.0013937890000000005,2017,-0.13937890000000006
57,11:15:00,0.45,12:15:00,0.35,19400,C,hedge,sl,2017-01-19,-0.10000000000000003,BNF,-0.10000000000000003,61,-6.100000000000003e-06,2017,-0.0006100000000000003
58,11:15:00,42.25,14:50:00,2.112500000000002,19100,P,short,trgt,2017-01-19,40.137499999999996,BNF,39.693875,61,0.002421326375,2017,0.2421326375
59,11:15:00,0.6,14:50:00,0.05,18800,P,hedge,trgt,2017-01-19,-0.5499999999999999,BNF,-0.5499999999999999,61,-3.3549999999999996e-05,2017,-0.0033549999999999995
60,12:15:00,24.6,14:59:00,1.230000000000001,19100,P,short,trgt,2017-01-19,23.37,BNF,23.111700000000003,61,0.0014098137000000002,2017,0.14098137000000002
61,12:15:00,0.25,14:59:00,0.05,18800,P,hedge,trgt,2017-01-19,-0.2,BNF,-0.2,61,-1.2200000000000002e-05,2017,-0.0012200000000000002
62,12:15:00,49.75,15:23:00,20.35,19100,C,short,time,2017-01-19,29.4,BNF,28.698999999999998,61,0.0017506389999999998,2017,0.17506389999999997
63,12:15:00,0.35,15:23:00,0.05,19400,C,hedge,time,2017-01-19,-0.3,BNF,-0.3,61,-1.83e-05,2017,-0.00183
64,13:15:00,14.75,14:15:00,26.55,19100,P,short,sl,2017-01-19,-11.8,BNF,-12.213000000000001,61,-0.000744993,2017,-0.0744993
65,13:15:00,0.15,14:15:00,0.15,18800,P,hedge,sl,2017-01-19,0.0,BNF,0.0,61,0.0,2017,0.0
66,13:15:00,45.4,15:23:00,20.35,19100,C,short,time,2017-01-19,25.049999999999997,BNF,24.3925,61,0.0014879424999999999,2017,0.14879425
67,13:15:00,0.3,15:23:00,0.05,19400,C,hedge,time,2017-01-19,-0.25,BNF,-0.25,61,-1.525e-05,2017,-0.0015249999999999999
68,14:15:00,18.8,14:59:00,0.9400000000000008,19100,P,short,trgt,2017-01-19,17.86,BNF,17.662599999999998,61,0.0010774186,2017,0.10774186
69,14:15:00,0.15,14:59:00,0.05,18800,P,hedge,trgt,2017-01-19,-0.09999999999999999,BNF,-0.09999999999999999,61,-6.1e-06,2017,-0.00061
70,14:15:00,25.8,15:23:00,20.35,19100,C,short,time,2017-01-19,5.449999999999999,BNF,4.988499999999999,61,0.00030429849999999995,2017,0.030429849999999994
71,14:15:00,0.15,15:23:00,0.05,19400,C,hedge,time,2017-01-19,-0.09999999999999999,BNF,-0.09999999999999999,61,-6.1e-06,2017,-0.00061
72,09:16:00,19.9,09:31:00,27.86,8500,C,short,sl,2017-01-25,-7.960000000000001,NIFTY,-8.437600000000002,98,-0.0008268848000000001,2017,-0.08268848000000001
73,09:16:00,0.1,09:31:00,0.1,8650,C,hedge,sl,2017-01-25,0.0,NIFTY,0.0,98,0.0,2017,0.0
74,09:16:00,26.4,13:00:00,36.96,19200,C,short,sl,2017-01-25,-10.560000000000002,BNF,-11.193600000000002,30,-0.00033580800000000005,2017,-0.03358080000000001
75,09:16:00,0.9,13:00:00,0.35,19500,C,hedge,sl,2017-01-25,-0.55,BNF,-0.55,30,-1.65e-05,2017,-0.0016500000000000002
76,09:16:00,93.0,13:52:00,4.650000000000004,19200,P,short,trgt,2017-01-25,88.35,BNF,87.37349999999999,30,0.0026212049999999997,2017,0.2621205
77,09:16:00,1.75,13:52:00,0.2,18900,P,hedge,trgt,2017-01-25,-1.55,BNF,-1.55,30,-4.65e-05,2017,-0.00465
78,09:16:00,16.65,14:27:00,0.8325000000000007,8500,P,short,trgt,2017-01-25,15.817499999999997,NIFTY,15.642674999999997,98,0.0015329821499999998,2017,0.153298215
79,09:16:00,0.45,14:27:00,0.05,8350,P,hedge,trgt,2017-01-25,-0.4,NIFTY,-0.4,98,-3.9200000000000004e-05,2017,-0.003920000000000001
80,10:15:00,20.25,11:12:00,30.375,8500,C,short,sl,2017-01-25,-10.125,NIFTY,-10.63125,98,-0.0010418625,2017,-0.10418625
81,10:15:00,0.1,11:12:00,0.05,8650,C,hedge,sl,2017-01-25,-0.05,NIFTY,-0.05,98,-4.9000000000000005e-06,2017,-0.0004900000000000001
82,10:15:00,17.95,12:13:00,26.925,19200,C,short,sl,2017-01-25,-8.975000000000001,BNF,-9.423750000000002,30,-0.0002827125,2017,-0.02827125
83,10:15:00,0.35,12:13:00,0.4,19500,C,hedge,sl,2017-01-25,0.050000000000000044,BNF,0.050000000000000044,30,1.5000000000000013e-06,2017,0.00015000000000000012
84,10:15:00,73.95,13:58:00,3.6975000000000033,19200,P,short,trgt,2017-01-25,70.2525,BNF,69.47602499999999,30,0.00208428075,2017,0.208428075
85,10:15:00,1.65,13:58:00,0.2,18900,P,hedge,trgt,2017-01-25,-1.45,BNF,-1.45,30,-4.35e-05,2017,-0.00435
