entry_time,entry_price,exit_time,exit_price,strike,call_put,dir,exit_type,expiry,pnl,index,entry_type,num_indices,index_leverage,pnl_w_cs,qty,roi
2017-01-05 14:15,33.6,2017-01-05 15:23,7.45,18100,C,short,time,2017-01-05,26.150000000000002,BNF,original,1,7,25.329,64,0.001621056
2017-01-12 09:16,29.0,2017-01-12 09:21,40.599999999999994,18900,C,short,sl,2017-01-12,-11.599999999999994,BNF,original,1,7,-12.991999999999994,61,-0.0007925119999999996
2017-01-12 09:16,90.0,2017-01-12 15:05,4.5000000000000036,18900,P,short,trgt,2017-01-12,85.5,BNF,original,1,7,83.61,61,0.00510021
2017-01-12 10:15,56.4,2017-01-12 10:57,84.6,18800,C,short,sl,2017-01-12,-28.199999999999996,BNF,original,1,7,-31.019999999999996,62,-0.0019232399999999997
2017-01-12 10:15,31.0,2017-01-12 14:42,1.5500000000000014,18800,P,short,trgt,2017-01-12,29.45,BNF,original,1,7,28.799,62,0.001785538
2017-01-12 11:15,24.3,2017-01-12 13:05,38.88,18900,C,short,sl,2017-01-12,-14.580000000000002,BNF,original,1,7,-15.843600000000002,61,-0.0009664596000000001
2017-01-12 11:15,62.1,2017-01-12 15:23,,18900,P,short,time,2017-01-12,,BNF,original,1,7,,61,
2017-01-12 12:15,19.0,2017-01-12 13:02,32.3,18900,C,short,sl,2017-01-12,-13.299999999999997,BNF,original,1,7,-14.325999999999997,61,-0.0008738859999999998
2017-01-12 12:15,60.55,2017-01-12 15:23,,18900,P,short,time,2017-01-12,,BNF,original,1,7,,61,
2017-01-12 13:15,24.4,2017-01-12 13:34,43.92,18900,P,short,sl,2017-01-12,-19.520000000000003,BNF,original,1,7,-20.886400000000002,61,-0.0012740704000000001
2017-01-12 13:15,37.35,2017-01-12 15:00,1.8675000000000017,18900,C,short,trgt,2017-01-12,35.4825,BNF,original,1,7,34.69815,61,0.00211658715
2017-01-12 14:15,12.2,2017-01-12 15:11,0.6100000000000005,18900,C,short,trgt,2017-01-12,11.589999999999998,BNF,original,1,7,11.333799999999998,61,0.0006913617999999999
2017-01-12 14:15,42.4,2017-01-12 15:23,,18900,P,short,time,2017-01-12,,BNF,original,1,7,,61,
2017-01-19 09:16,39.2,2017-01-19 09:57,54.88,19100,P,short,sl,2017-01-19,-15.68,BNF,original,1,7,-17.5616,61,-0.0010712576
2017-01-19 09:16,68.05,2017-01-19 15:23,20.35,19100,C,short,time,2017-01-19,47.699999999999996,BNF,original,1,7,45.931999999999995,61,0.0028018519999999996
2017-01-19 10:15,33.0,2017-01-19 11:55,49.5,19100,C,short,sl,2017-01-19,-16.5,BNF,original,1,7,-18.15,61,-0.0011071499999999999
2017-01-19 10:15,56.1,2017-01-19 14:46,2.8050000000000024,19100,P,short,trgt,2017-01-19,53.295,BNF,original,1,7,52.1169,61,0.0031791309
2017-01-19 11:15,36.5,2017-01-19 12:15,58.400000000000006,19100,C,short,sl,2017-01-19,-21.900000000000006,BNF,original,1,7,-23.798000000000005,61,-0.0014516780000000003
2017-01-19 11:15,42.25,2017-01-19 14:50,2.112500000000002,19100,P,short,trgt,2017-01-19,40.137499999999996,BNF,original,1,7,39.250249999999994,61,0.0023942652499999995
2017-01-19 12:15,24.6,2017-01-19 14:59,1.230000000000001,19100,P,short,trgt,2017-01-19,23.37,BNF,original,1,7,22.8534,61,0.0013940574000000001
2017-01-19 12:15,49.75,2017-01-19 15:23,20.35,19100,C,short,time,2017-01-19,29.4,BNF,original,1,7,27.997999999999998,61,0.001707878
2017-01-19 13:15,14.75,2017-01-19 14:15,26.55,19100,P,short,sl,2017-01-19,-11.8,BNF,original,1,7,-12.626000000000001,61,-0.000770186
