,level_0,index,Trade Type,Signal Generated At,Entry Time,Entry Price,Initial SL,Exit Time,Exit Price,Remarks,Points Captured,Points w CS,Qty,Leverage,PnL,PnL w CS,ROI%,ROI% w CS,Trade Year,Index,DD%
3063,3063,4431,SHORT,2023-02-01 13:15:00+05:30,2023-02-01 14:15:00+05:30,6952.1,7111.85,2023-02-02 09:15:00+05:30,6949.7,Reversed,2.4000000000005457,-3.160719999999454,431.52428762532185,3,1035.6582903010078,-1363.9274463828715,0.1035658290301007,-0.04546424821276237,2023,MIDCPNIFTY,-14.65283924522845
3064,3064,1687,LONG,2023-02-01 15:15:00+05:30,2023-02-02 09:15:00+05:30,40610.7,39490.5,2023-02-02 13:15:00+05:30,40211.2,Reversed,-399.5,-407.58219,73.87215684536342,3,-29511.926659722685,-30108.97546705672,-2.9511926659722687,-1.0036325155685573,2023,BANKNIFTY,-15.65647176079699
3065,3065,4432,LONG,2023-02-01 15:15:00+05:30,2023-02-02 09:15:00+05:30,6949.7,6817.05,2023-02-02 13:15:00+05:30,6906.15,Reversed,-43.55000000000018,-49.09234000000018,431.673309639265,3,-18799.37263479007,-21191.852885736156,-1.879937263479007,-0.706395096191205,2023,MIDCPNIFTY,-16.362866856988205
3066,3066,3798,LONG,2023-02-02 10:15:00+05:30,2023-02-02 11:15:00+05:30,17624.25,17445.95,2023-02-02 13:15:00+05:30,17528.1,Reversed,-96.15000000000146,-103.18047000000143,170.2200093621005,3,-16366.653900166211,-17563.380569386176,-1.6366653900166213,-0.5854460189795392,2023,NIFTY,-16.94831287596776
3067,3067,1688,SHORT,2023-02-02 12:15:00+05:30,2023-02-02 13:15:00+05:30,40211.2,40584.7,2023-02-02 14:15:00+05:30,40584.7,Initial SL Hit,-373.5,-381.57959,74.60607989813784,3,-27865.37084195448,-28468.15737903868,-2.786537084195448,-0.9489385793012891,2023,BANKNIFTY,-17.897251455269043
3068,3068,3799,SHORT,2023-02-02 12:15:00+05:30,2023-02-02 13:15:00+05:30,17528.1,17648.9,2023-02-03 09:15:00+05:30,17722.35,Gap Outside Initial SL,-194.25,-201.30009,171.15374741129958,3,-33246.61543464494,-34453.26475773187,-3.3246615434644937,-1.1484421585910625,2023,NIFTY,-19.045693613860124
3069,3069,4433,SHORT,2023-02-02 12:15:00+05:30,2023-02-02 13:15:00+05:30,6906.15,6951.75,2023-02-03 09:15:00+05:30,6970.1,Gap Outside Initial SL,-63.95000000000073,-69.50050000000073,434.39543016007474,3,-27779.587758737096,-30190.69959384059,-2.7779587758737097,-1.0063566531280197,2023,MIDCPNIFTY,-20.052050266988147
3070,3070,1689,SHORT,2023-02-03 10:15:00+05:30,2023-02-03 11:15:00+05:30,40790.4,41284.0,2023-02-03 13:15:00+05:30,40979.05,Reversed,-188.65000000000143,-196.82694500000144,73.54671687455871,3,-13874.588138385609,-14475.975597199444,-1.3874588138385608,-0.4825325199066482,2023,BANKNIFTY,-20.534582786894816
3071,3071,4434,LONG,2023-02-03 11:15:00+05:30,2023-02-03 12:15:00+05:30,6896.05,6851.45,2023-02-07 13:15:00+05:30,6950.6,Reversed,54.55000000000018,49.01134000000018,435.03164855243216,3,23730.97642853525,21321.48403796384,2.373097642853525,0.7107161345987948,2023,MIDCPNIFTY,-19.823866652296033
3072,3072,3800,LONG,2023-02-03 11:15:00+05:30,2023-02-03 12:15:00+05:30,17680.5,17584.2,2023-02-07 11:15:00+05:30,17737.55,Reversed,57.04999999999927,49.96638999999927,169.67845931958936,3,9680.15610418245,8478.220072961612,0.9680156104182448,0.2826073357653871,2023,NIFTY,-19.54125931653067
3073,3073,1690,LONG,2023-02-03 12:15:00+05:30,2023-02-03 13:15:00+05:30,40979.05,40609.75,2023-02-06 09:15:00+05:30,41454.9,Reversed,475.84999999999854,467.6066049999985,73.20813928092525,3,34836.093076828176,34232.60946752049,3.483609307682818,1.1410869822506828,2023,BANKNIFTY,-18.40017233428
3074,3074,1692,SHORT,2023-02-03 15:15:00+05:30,2023-02-06 09:15:00+05:30,41454.9,41539.95,2023-02-06 09:15:00+05:30,41539.95,Initial SL Hit,-85.04999999999563,-93.34948499999564,72.36780211748189,3,-6154.881570091518,-6755.497058248528,-0.6154881570091518,-0.22518323527495096,2023,BANKNIFTY,-18.625355569554927
3075,3075,1691,LONG,2023-02-03 15:15:00+05:30,2023-02-06 09:15:00+05:30,41454.9,41539.95,2023-02-06 09:15:00+05:30,41539.95,Initial SL Hit,85.04999999999563,76.75051499999563,72.36780211748189,3,6154.881570091518,5554.266081934509,0.6154881570091518,0.1851422027311503,2023,BANKNIFTY,-18.440213366823798
3076,3076,1693,SHORT,2023-02-07 10:15:00+05:30,2023-02-07 11:15:00+05:30,41381.8,41558.1,2023-02-07 14:15:00+05:30,41466.1,Reversed,-84.29999999999563,-92.58478999999564,72.49563817910288,3,-6111.382298498056,-6711.993436727907,-0.6111382298498056,-0.2237331145575969,2023,BANKNIFTY,-18.6639464813814
3077,3077,3801,SHORT,2023-02-07 10:15:00+05:30,2023-02-07 11:15:00+05:30,17737.55,17811.15,2023-02-08 09:15:00+05:30,17811.15,Initial SL Hit,-73.60000000000218,-80.70974000000218,169.13271562307085,3,-12448.167869858384,-13650.657503432356,-1.2448167869858384,-0.4550219167810785,2023,NIFTY,-19.118968398162508
3078,3078,4435,LONG,2023-02-07 12:15:00+05:30,2023-02-07 13:15:00+05:30,6950.6,6980.35,2023-02-07 13:15:00+05:30,6980.35,Initial SL Hit,29.75,24.17762,431.6174143239433,3,12840.618076137313,10435.481828906855,1.2840618076137311,0.34784939429689515,2023,MIDCPNIFTY,-18.771119003865635
3079,3079,4436,SHORT,2023-02-07 12:15:00+05:30,2023-02-07 13:15:00+05:30,6950.6,6980.35,2023-02-07 13:15:00+05:30,6980.35,Initial SL Hit,-29.75,-35.32238,431.6174143239433,3,-12840.618076137313,-15245.754323367768,-1.2840618076137311,-0.5081918107789256,2023,MIDCPNIFTY,-19.27931081464459
3080,3080,1694,LONG,2023-02-07 13:15:00+05:30,2023-02-07 14:15:00+05:30,41466.1,41095.1,2023-02-08 15:15:00+05:30,41492.85,Reversed,26.75,18.454105,72.34825556297795,3,1935.31583630966,1335.1223047260291,0.193531583630966,0.04450407682420097,2023,BANKNIFTY,-19.234806737820406
3081,3081,4437,SHORT,2023-02-07 15:15:00+05:30,2023-02-08 09:15:00+05:30,6978.35,6996.25,2023-02-08 09:15:00+05:30,6996.25,Initial SL Hit,-17.899999999999636,-23.48983999999964,429.90105110807,3,-7695.228814834296,-10098.30690636023,-0.7695228814834296,-0.3366102302120077,2023,MIDCPNIFTY,-19.571416968032395
3082,3082,4438,LONG,2023-02-08 10:15:00+05:30,2023-02-08 11:15:00+05:30,6997.9,6958.4,2023-02-09 09:15:00+05:30,7031.85,Reversed,33.95000000000073,28.33810000000073,428.7000385830035,3,14554.36630989328,12148.544563369323,1.455436630989328,0.40495148544564413,2023,MIDCPNIFTY,-19.166465482586773
3083,3083,3802,LONG,2023-02-08 13:15:00+05:30,2023-02-08 14:15:00+05:30,17889.3,17829.45,2023-02-09 09:15:00+05:30,17857.65,Reversed,-31.649999999997817,-38.79938999999781,167.69800942462814,3,-5307.641998289115,-6506.580469889456,-0.5307641998289114,-0.21688601566298185,2023,NIFTY,-19.383351498249738
3084,3084,1695,SHORT,2023-02-08 14:15:00+05:30,2023-02-08 15:15:00+05:30,41492.85,41611.05,2023-02-09 09:15:00+05:30,41611.05,Initial SL Hit,-118.20000000000437,-126.51039000000436,72.30161341050326,3,-8546.050705121801,-9146.905310192313,-0.8546050705121802,-0.30489684367307707,2023,BANKNIFTY,-19.688248341922815
3085,3085,3803,SHORT,2023-02-08 15:15:00+05:30,2023-02-09 09:15:00+05:30,17857.65,17898.7,2023-02-09 11:15:00+05:30,17881.25,Reversed,-23.599999999998545,-30.747779999998546,167.9952289354982,3,-3964.687402877513,-5165.480340358089,-0.3964687402877513,-0.17218267801193632,2023,NIFTY,-19.860431019934765
3086,3086,4439,SHORT,2023-02-08 15:15:00+05:30,2023-02-09 09:15:00+05:30,7031.85,7044.75,2023-02-09 09:15:00+05:30,7056.3,Gap Outside Initial SL,-24.449999999999815,-30.08525999999982,426.6302608844045,3,-10431.109878623613,-12835.282322575062,-1.0431109878623612,-0.4278427440858353,2023,MIDCPNIFTY,-20.288273764020573
3087,3087,4440,LONG,2023-02-09 10:15:00+05:30,2023-02-09 11:15:00+05:30,7060.6,7020.45,2023-02-09 13:15:00+05:30,7031.75,Reversed,-28.850000000000364,-34.48694000000037,424.8930685777413,3,-12258.165028467987,-14653.261762456605,-1.2258165028467989,-0.4884420587485534,2023,MIDCPNIFTY,-20.77671582276912
3088,3088,3804,LONG,2023-02-09 10:15:00+05:30,2023-02-09 11:15:00+05:30,17881.25,17779.8,2023-02-10 13:15:00+05:30,17815.9,Reversed,-65.34999999999854,-72.48942999999855,167.77350576721426,3,-10963.998601887208,-12161.805802166831,-1.0963998601887208,-0.4053935267388944,2023,NIFTY,-21.18210934950804
3089,3089,1697,SHORT,2023-02-09 10:15:00+05:30,2023-02-09 11:15:00+05:30,41318.35,41621.35,2023-02-09 11:15:00+05:30,41433.25,Reversed,-114.90000000000146,-123.17516000000144,72.60696518617031,3,-8342.540299891074,-8943.374553921063,-0.8342540299891074,-0.2981124851307021,2023,BANKNIFTY,-21.48022183463877
3090,3090,1696,LONG,2023-02-09 10:15:00+05:30,2023-02-09 11:15:00+05:30,41318.35,41621.35,2023-02-09 11:15:00+05:30,41384.6,Gap Outside Initial SL,66.25,57.979705,72.60696518617031,3,4810.211443583783,4209.730422439425,0.4810211443583783,0.1403243474146475,2023,BANKNIFTY,-21.339897487224107
3091,3091,1698,LONG,2023-02-09 10:15:00+05:30,2023-02-09 11:15:00+05:30,41433.25,41252.95,2023-02-10 12:15:00+05:30,41533.75,Reversed,100.5,92.2033,72.40561626230141,3,7276.764434361291,6676.036757917856,0.7276764434361291,0.22253455859726187,2023,BANKNIFTY,-21.117362928626846
3092,3092,4441,LONG,2023-02-09 12:15:00+05:30,2023-02-09 13:15:00+05:30,7031.75,7064.7,2023-02-09 13:15:00+05:30,7064.7,Initial SL Hit,32.94999999999982,27.311419999999817,426.6363280833363,3,14057.667010345856,11652.043943541716,1.4057667010345856,0.38840146478472387,2023,MIDCPNIFTY,-20.728961463842097
3093,3093,4442,SHORT,2023-02-09 12:15:00+05:30,2023-02-09 13:15:00+05:30,7031.75,7064.7,2023-02-09 13:15:00+05:30,7064.7,Initial SL Hit,-32.94999999999982,-38.588579999999816,426.6363280833363,3,-14057.667010345856,-16463.29007714999,-1.4057667010345856,-0.5487763359049997,2023,MIDCPNIFTY,-21.277737799747115
3094,3094,1699,SHORT,2023-02-10 11:15:00+05:30,2023-02-10 12:15:00+05:30,41533.75,41678.9,2023-02-13 09:15:00+05:30,41581.95,Reversed,-48.19999999999709,-56.51156999999709,72.23041502392633,3,-3481.5060041530387,-4081.854154753454,-0.3481506004153039,-0.13606180515844843,2023,BANKNIFTY,-21.41379960490559
3095,3095,3805,SHORT,2023-02-10 12:15:00+05:30,2023-02-10 13:15:00+05:30,17815.9,17876.95,2023-02-13 09:15:00+05:30,17876.95,Initial SL Hit,-61.04999999999927,-68.18856999999927,168.38891102891236,3,-10280.143018314977,-11482.19904691864,-1.0280143018314978,-0.38273996823062134,2023,NIFTY,-21.796539573136215
3096,3096,4443,LONG,2023-02-10 15:15:00+05:30,2023-02-13 09:15:00+05:30,7091.75,7068.65,2023-02-13 09:15:00+05:30,7068.65,Initial SL Hit,-23.100000000000364,-28.764160000000363,423.026756442345,3,-9771.918073818324,-12168.009306588796,-0.9771918073818324,-0.40560031021962656,2023,MIDCPNIFTY,-22.20213988335587
3097,3097,1700,SHORT,2023-02-10 15:15:00+05:30,2023-02-13 09:15:00+05:30,41581.95,41495.05,2023-02-13 09:15:00+05:30,41495.05,Initial SL Hit,86.89999999999418,78.59229999999418,72.14668864735782,3,6269.547243454975,5670.17419817932,0.6269547243454975,0.18900580660597735,2023,BANKNIFTY,-22.013134076749907
3098,3098,1701,LONG,2023-02-13 10:15:00+05:30,2023-02-13 11:15:00+05:30,41260.05,41662.55,2023-02-13 11:15:00+05:30,41352.05,Gap Outside Initial SL,92.0,83.73879,72.70955803495148,3,6689.279339215536,6088.610411281615,0.6689279339215537,0.20295368037605385,2023,BANKNIFTY,-21.81018039637388
3099,3099,4444,SHORT,2023-02-13 10:15:00+05:30,2023-02-13 11:15:00+05:30,6996.3,7092.2,2023-02-13 14:15:00+05:30,7001.65,Reversed,-5.349999999999454,-10.949179999999457,428.79807898460615,3,-2294.069722567409,-4694.987350456437,-0.2294069722567409,-0.15649957834854786,2023,MIDCPNIFTY,-21.96667997472241
3100,3100,3806,LONG,2023-02-13 10:15:00+05:30,2023-02-13 11:15:00+05:30,17792.7,17735.15,2023-02-13 12:15:00+05:30,17735.15,Initial SL Hit,-57.54999999999927,-64.65556999999927,168.6084742619164,3,-9703.417693773166,-10901.477010234412,-0.9703417693773164,-0.36338256700781374,2023,NIFTY,-22.33006254173023
3101,3101,3807,LONG,2023-02-13 13:15:00+05:30,2023-02-13 14:15:00+05:30,17783.9,17719.75,2023-02-14 15:15:00+05:30,17924.35,Reversed,140.4499999999971,133.3083499999971,168.6919067246217,3,23692.778299472626,22488.039743812733,2.3692778299472623,0.7496013247937577,2023,NIFTY,-21.5804612169365
3102,3102,4445,SHORT,2023-02-13 13:15:00+05:30,2023-02-13 14:15:00+05:30,7001.65,6981.2,2023-02-13 14:15:00+05:30,6981.2,Initial SL Hit,20.449999999999815,14.856859999999818,428.4704319696072,3,8762.220333778389,6365.725221911901,0.8762220333778389,0.2121908407303967,2023,MIDCPNIFTY,-21.368270376206112
3103,3103,1702,SHORT,2023-02-13 14:15:00+05:30,2023-02-13 15:15:00+05:30,41263.65,41378.7,2023-02-14 09:15:00+05:30,41378.7,Initial SL Hit,-115.04999999999563,-123.31423499999563,72.70321457263232,3,-8364.50483658103,-8965.34128706469,-0.836450483658103,-0.298844709568823,2023,BANKNIFTY,-21.667115085774924
3104,3104,4446,LONG,2023-02-13 15:15:00+05:30,2023-02-14 09:15:00+05:30,6971.5,7003.75,2023-02-14 09:15:00+05:30,6986.65,Gap Outside Initial SL,15.149999999999636,9.566739999999635,430.3234598006168,3,6519.400415979188,4116.7926558127965,0.6519400415979187,0.13722642186042652,2023,MIDCPNIFTY,-21.529888663914505
3105,3105,4447,SHORT,2023-02-14 10:15:00+05:30,2023-02-14 11:15:00+05:30,6974.75,6938.55,2023-02-14 11:15:00+05:30,6967.35,Gap Outside Initial SL,7.399999999999636,1.8231599999996355,430.1229434746765,3,3182.90978171245,784.1829456251345,0.3182909781712449,0.026139431520837798,2023,MIDCPNIFTY,-21.50374923239366
3106,3106,1703,LONG,2023-02-14 10:15:00+05:30,2023-02-14 11:15:00+05:30,41323.55,41195.75,2023-02-15 13:15:00+05:30,41536.95,Reversed,213.39999999999415,205.1139499999942,72.5978285989466,3,15492.376623014785,14890.827385352482,1.5492376623014783,0.49636091284508277,2023,BANKNIFTY,-21.007388319548568
3107,3107,3808,SHORT,2023-02-14 14:15:00+05:30,2023-02-14 15:15:00+05:30,17924.35,17954.55,2023-02-15 11:15:00+05:30,17942.95,Reversed,-18.600000000002183,-25.773460000002185,167.37008594453914,3,-3113.083598568793,-4313.706215288507,-0.3113083598568793,-0.14379020717628357,2023,NIFTY,-21.151178526724834
3108,3108,3809,LONG,2023-02-15 10:15:00+05:30,2023-02-15 11:15:00+05:30,17942.95,17853.8,2023-02-16 11:15:00+05:30,18091.1,Reversed,148.14999999999782,140.94318999999783,167.19658696033818,3,24770.174358173736,23565.220323302103,2.4770174358173733,0.7855073441100702,2023,NIFTY,-20.36567118261479
3109,3109,4448,LONG,2023-02-15 10:15:00+05:30,2023-02-15 11:15:00+05:30,7001.55,6945.55,2023-02-15 13:15:00+05:30,6969.65,Reversed,-31.900000000000546,-37.48848000000055,428.4765516207125,3,-13668.401996700964,-16062.934635902286,-1.3668401996700963,-0.5354311545300762,2023,MIDCPNIFTY,-20.90110233714489
3110,3110,1704,SHORT,2023-02-15 12:15:00+05:30,2023-02-15 13:15:00+05:30,41536.95,41718.0,2023-02-15 14:15:00+05:30,41718.0,Initial SL Hit,-181.0500000000029,-189.3754950000029,72.2248504042786,3,-13076.30916569485,-13677.61679661142,-1.307630916569485,-0.4559205598870473,2023,BANKNIFTY,-21.357022897031925
3111,3111,4449,SHORT,2023-02-15 12:15:00+05:30,2023-02-15 13:15:00+05:30,6969.65,7003.4,2023-02-15 14:15:00+05:30,7003.4,Initial SL Hit,-33.75,-39.33922,430.437683384388,3,-14527.271814223095,-16933.082722948784,-1.4527271814223095,-0.5644360907649595,2023,MIDCPNIFTY,-21.921458987796882
3112,3112,1705,LONG,2023-02-15 14:15:00+05:30,2023-02-15 15:15:00+05:30,41744.1,41455.6,2023-02-16 11:15:00+05:30,41784.3,Reversed,40.200000000004366,31.847160000004365,71.8664434015825,3,2889.03102474393,2288.742121641456,0.288903102474393,0.0762914040547152,2023,BANKNIFTY,-21.84516758374218
3113,3113,4450,LONG,2023-02-15 14:15:00+05:30,2023-02-15 15:15:00+05:30,7005.95,6966.4,2023-02-20 09:15:00+05:30,6986.5,Reversed,-19.449999999999815,-25.04697999999982,428.2074522370271,3,-8328.6349460101,-10725.303492031697,-0.8328634946010098,-0.35751011640105657,2023,MIDCPNIFTY,-22.202677700143227
3114,3114,3810,SHORT,2023-02-16 10:15:00+05:30,2023-02-16 11:15:00+05:30,18091.1,18134.75,2023-02-17 15:15:00+05:30,17952.05,Reversed,139.04999999999927,131.84136999999927,165.82739579130072,3,23058.299384780243,21862.9110446572,2.3058299384780243,0.7287637014885734,2023,NIFTY,-21.473913998654666
3115,3115,1706,SHORT,2023-02-16 10:15:00+05:30,2023-02-16 11:15:00+05:30,41784.3,41979.1,2023-02-17 15:15:00+05:30,41163.1,Reversed,621.2000000000044,612.9052600000043,71.79730185739619,3,44600.48391381483,44004.943962206205,4.460048391381483,1.4668314654068737,2023,BANKNIFTY,-20.007082533247797
3116,3116,1707,LONG,2023-02-17 14:15:00+05:30,2023-02-17 15:15:00+05:30,41163.1,40882.7,2023-02-20 11:15:00+05:30,41066.7,Reversed,-96.40000000000146,-104.62298000000146,72.88080829675121,3,-7025.709919806923,-7625.007348814943,-0.7025709919806923,-0.25416691162716476,2023,BANKNIFTY,-20.261249444874977
3117,3117,3811,LONG,2023-02-17 14:15:00+05:30,2023-02-17 15:15:00+05:30,17952.05,17884.6,2023-02-20 11:15:00+05:30,17942.05,Reversed,-10.0,-17.17882,167.11183402452644,3,-1671.1183402452643,-2870.784116577216,-0.1671118340245264,-0.09569280388590719,2023,NIFTY,-20.3569422487609
3118,3118,4451,SHORT,2023-02-17 15:15:00+05:30,2023-02-20 09:15:00+05:30,6986.5,7007.45,2023-02-20 09:15:00+05:30,7013.9,Gap Outside Initial SL,-27.39999999999964,-33.00015999999964,429.3995562871252,3,-11765.547842267071,-14170.25406140398,-1.1765547842267077,-0.4723418020467993,2023,MIDCPNIFTY,-20.8292840508077
3119,3119,4452,LONG,2023-02-20 10:15:00+05:30,2023-02-20 11:15:00+05:30,7019.75,6960.8,2023-02-20 15:15:00+05:30,6998.95,Reversed,-20.800000000000185,-26.407480000000184,427.365646924748,3,-8889.205456034837,-11285.649773852423,-0.8889205456034837,-0.3761883257950808,2023,MIDCPNIFTY,-21.205472376602756
3120,3120,1708,SHORT,2023-02-20 10:15:00+05:30,2023-02-20 11:15:00+05:30,41066.7,41292.6,2023-02-21 11:15:00+05:30,40914.85,Reversed,151.84999999999854,143.65184499999856,73.0518887565838,3,11092.929307687144,10494.038600617914,1.1092929307687145,0.3498012866872638,2023,BANKNIFTY,-20.855671089915518
3121,3121,3812,SHORT,2023-02-20 10:15:00+05:30,2023-02-20 11:15:00+05:30,17942.05,18004.35,2023-02-27 14:15:00+05:30,17374.15,Reversed,567.8999999999978,560.8367599999979,167.20497379062036,3,94955.70461569294,93774.69575661609,9.495570461569294,3.125823191887203,2023,NIFTY,-17.72984789802831
3122,3122,4453,SHORT,2023-02-20 14:15:00+05:30,2023-02-20 15:15:00+05:30,6998.95,7043.35,2023-02-27 14:15:00+05:30,6739.35,Reversed,259.59999999999945,254.10467999999943,428.63572393001806,3,111273.83393223246,108918.34346580534,11.127383393223246,3.630611448860178,2023,MIDCPNIFTY,-14.099236449168131
3123,3123,1709,LONG,2023-02-21 10:15:00+05:30,2023-02-21 11:15:00+05:30,40914.85,40508.25,2023-02-22 09:15:00+05:30,40484.5,Gap Outside Initial SL,-430.34999999999854,-438.4899349999985,73.32301108277312,3,-31554.557819471305,-32151.40236368936,-3.1554557819471305,-1.0717134121229785,2023,BANKNIFTY,-15.170949861291092
3124,3124,1710,LONG,2023-02-23 12:15:00+05:30,2023-02-23 13:15:00+05:30,40045.1,39774.2,2023-02-27 09:15:00+05:30,39774.2,Initial SL Hit,-270.90000000000146,-278.88193000000143,74.91553273683921,3,-20294.61781840985,-20892.58835662801,-2.029461781840985,-0.6964196118876003,2023,BANKNIFTY,-15.867369473178712
3125,3125,1711,LONG,2023-02-27 10:15:00+05:30,2023-02-27 11:15:00+05:30,40150.45,39745.4,2023-02-27 13:15:00+05:30,40075.45,Reversed,-75.0,-83.02259,74.71896329929055,3,-5603.922247446792,-6203.361855222046,-0.5603922247446792,-0.20677872850740153,2023,BANKNIFTY,-16.074148201686114
3126,3126,1712,LONG,2023-02-27 12:15:00+05:30,2023-02-27 13:15:00+05:30,40075.45,40275.7,2023-02-27 13:15:00+05:30,40275.7,Initial SL Hit,200.25,192.214885,74.85879759304014,3,14990.474218006288,14388.975170584488,1.4990474218006289,0.4796325056861496,2023,BANKNIFTY,-15.594515695999974
3127,3127,1713,SHORT,2023-02-27 12:15:00+05:30,2023-02-27 13:15:00+05:30,40075.45,40275.7,2023-02-27 13:15:00+05:30,40275.7,Initial SL Hit,-200.25,-208.285115,74.85879759304014,3,-14990.474218006288,-15591.973265428089,-1.4990474218006289,-0.5197324421809363,2023,BANKNIFTY,-16.114248138180926
3128,3128,3813,LONG,2023-02-27 13:15:00+05:30,2023-02-27 14:15:00+05:30,17374.15,17299.0,2023-02-28 11:15:00+05:30,17346.2,Reversed,-27.950000000000728,-34.89407000000073,172.67031768460615,3,-4826.135379284868,-6025.170152209011,-0.4826135379284867,-0.2008390050736337,2023,NIFTY,-16.315087143254573
3129,3129,4454,LONG,2023-02-27 13:15:00+05:30,2023-02-27 14:15:00+05:30,6739.35,6699.3,2023-03-02 09:15:00+05:30,6870.05,Reversed,130.69999999999982,125.25623999999982,445.1467871530637,3,58180.68508090534,55757.41280687298,5.818068508090534,1.8585804268957664,2023,MIDCPNIFTY,-14.456506716358831
3130,3130,1714,LONG,2023-02-27 14:15:00+05:30,2023-02-27 15:15:00+05:30,40338.9,40074.05,2023-02-28 11:15:00+05:30,40232.2,Reversed,-106.70000000000437,-114.75711000000436,74.36990101366175,3,-7935.268438158033,-8534.474911314217,-0.7935268438158033,-0.2844824970438072,2023,BANKNIFTY,-14.740989213402656
3131,3131,3814,SHORT,2023-02-28 10:15:00+05:30,2023-02-28 11:15:00+05:30,17346.2,17440.45,2023-03-01 11:15:00+05:30,17440.45,Initial SL Hit,-94.25,-101.20733,172.94854204379055,3,-16300.40008762726,-17503.660167644786,-1.630040008762726,-0.5834553389214928,2023,NIFTY,-15.324444552324167
3132,3132,1715,SHORT,2023-02-28 10:15:00+05:30,2023-02-28 11:15:00+05:30,40232.2,40391.45,2023-03-01 09:15:00+05:30,40481.95,Gap Outside Initial SL,-249.75,-257.821415,74.5671377652726,3,-18623.142656876837,-19225.00497114252,-1.8623142656876837,-0.6408334990380841,2023,BANKNIFTY,-15.965278051362247
3133,3133,1716,LONG,2023-03-01 13:15:00+05:30,2023-03-01 14:15:00+05:30,40701.15,40514.35,2023-03-02 11:15:00+05:30,40588.55,Reversed,-112.59999999999854,-120.72896999999854,73.70799105184989,3,-8299.51979243819,-8898.689840458946,-0.829951979243819,-0.2966229946819649,2023,BANKNIFTY,-16.261901046044215
3134,3134,3815,LONG,2023-03-01 13:15:00+05:30,2023-03-01 14:15:00+05:30,17445.7,17393.6,2023-03-02 09:15:00+05:30,17393.6,Initial SL Hit,-52.10000000000218,-59.067860000002185,171.962145399726,3,-8959.2277753261,-10157.435929771036,-0.8959227775326101,-0.33858119765903455,2023,NIFTY,-16.600482243703254
3135,3135,4455,LONG,2023-03-01 15:15:00+05:30,2023-03-02 09:15:00+05:30,6870.05,6880.3,2023-03-02 09:15:00+05:30,6880.3,Initial SL Hit,10.25,4.74986,436.6780445557165,3,4475.949956696093,2074.1595767134154,0.4475949956696093,0.06913865255711384,2023,MIDCPNIFTY,-16.53134359114614
3136,3136,4456,SHORT,2023-03-01 15:15:00+05:30,2023-03-02 09:15:00+05:30,6870.05,6880.3,2023-03-02 09:15:00+05:30,6880.3,Initial SL Hit,-10.25,-15.75014,436.6780445557165,3,-4475.949956696093,-6877.740336678772,-0.4475949956696093,-0.2292580112226257,2023,MIDCPNIFTY,-16.76060160236875
3137,3137,4457,LONG,2023-03-02 10:15:00+05:30,2023-03-02 11:15:00+05:30,6888.8,6854.7,2023-03-02 15:15:00+05:30,6854.7,Initial SL Hit,-34.100000000000364,-39.59740000000036,435.48949018697016,3,-14850.19161537584,-17244.25153872969,-1.485019161537584,-0.574808384624323,2023,MIDCPNIFTY,-17.335409986993056
3138,3138,3816,LONG,2023-03-02 10:15:00+05:30,2023-03-02 11:15:00+05:30,17388.0,17343.95,2023-03-02 13:15:00+05:30,17350.6,Reversed,-37.400000000001455,-44.34772000000146,172.5327812284334,3,-6452.726017943661,-7651.435472740072,-0.6452726017943661,-0.25504784909133577,2023,NIFTY,-17.590457836084397
3139,3139,1717,SHORT,2023-03-02 10:15:00+05:30,2023-03-02 11:15:00+05:30,40588.55,40773.25,2023-03-03 09:15:00+05:30,40773.25,Initial SL Hit,-184.6999999999971,-192.83617999999709,73.91247038881654,3,-13651.6332808142,-14252.998444142282,-1.3651633280814202,-0.47509994813807604,2023,BANKNIFTY,-18.06555778422245
3140,3140,3817,SHORT,2023-03-02 12:15:00+05:30,2023-03-02 13:15:00+05:30,17350.6,17401.8,2023-03-03 09:15:00+05:30,17434.3,Gap Outside Initial SL,-83.70000000000073,-90.65698000000071,172.9046834115247,3,-14472.122001544743,-15675.016425945052,-1.4472122001544745,-0.5225005475315018,2023,NIFTY,-18.588058331753928
3141,3141,1718,LONG,2023-03-03 09:15:00+05:30,2023-03-03 10:15:00+05:30,41003.5,40312.9,2023-03-06 12:15:00+05:30,41343.55,Reversed,340.0500000000029,331.8152950000029,73.16448595851574,3,24879.58345019349,24277.09549184847,2.487958345019349,0.809236516394949,2023,BANKNIFTY,-17.77882181535898
3142,3142,3818,LONG,2023-03-03 09:15:00+05:30,2023-03-03 10:15:00+05:30,17514.75,17311.45,2023-03-06 12:15:00+05:30,17750.05,Reversed,235.29999999999927,228.2470399999993,171.28420331434933,3,40303.17303986627,39095.112405258296,4.030317303986627,1.30317041350861,2023,NIFTY,-16.47565140185037
3143,3143,4458,LONG,2023-03-03 13:15:00+05:30,2023-03-03 14:15:00+05:30,6925.05,6894.65,2023-03-06 11:15:00+05:30,6967.9,Reversed,42.849999999999454,37.29281999999945,433.2098685208049,3,18563.04286611625,16155.617648969806,1.8563042866116253,0.5385205882989936,2023,MIDCPNIFTY,-15.937130813551391
