date,Morning ATR,side,strike,type,expiry,dte,entry_time,entry price,exit price,exit_time,remarks,points,slippage,final_points,portfolio,index leverage,qty,pnl,ROI%,Trade Year
2019-01-16,6.602495628457507,LONG,10900,P,2019-01-31,15,12:00:00,106.0,120.9,2019-01-16 13:51:00,TSL Hit,-14.900000000000006,2.269,-17.169000000000004,10000000,8,7339.4495412844035,-126011.00917431196,-1.2601100917431196,2019.0
2019-01-16,6.602495628457507,SHORT,10900,C,2019-01-31,15,13:51:00,135.35,133.9,2019-01-16 15:21:00,EOD Exit,1.4499999999999886,2.6925,-1.2425000000000113,10000000,8,7339.4495412844035,-9119.266055045953,-0.09119266055045953,2019.0
2019-01-17,8.141855904718028,SHORT,10900,C,2019-01-31,14,13:00:00,121.35,119.95,2019-01-17 14:18:00,TSL Hit,1.3999999999999915,2.4130000000000003,-1.0130000000000088,10000000,8,7339.4495412844035,-7434.862385321165,-0.07434862385321166,2019.0
2019-01-17,8.141855904718028,LONG,10900,P,2019-01-31,14,14:18:00,114.75,108.35,2019-01-17 15:21:00,EOD Exit,6.400000000000006,2.231,4.169000000000006,10000000,8,7339.4495412844035,30598.16513761472,0.3059816513761472,2019.0
2019-01-18,8.92737467106478,SHORT,10900,C,2019-01-31,13,09:33:00,117.5,125.25,2019-01-18 10:51:00,TSL Hit,-7.75,2.4275,-10.1775,10000000,8,7339.4495412844035,-74697.24770642201,-0.7469724770642201,2019.0
2019-01-18,8.92737467106478,LONG,10900,P,2019-01-31,13,10:51:00,102.1,96.35,2019-01-18 15:21:00,EOD Exit,5.75,1.9845,3.7655000000000003,10000000,8,7339.4495412844035,27636.697247706423,0.2763669724770642,2019.0
2019-01-21,8.37703320899099,LONG,10950,P,2019-01-31,10,09:33:00,116.95,103.55,2019-01-21 15:21:00,EOD Exit,13.400000000000006,2.205,11.195000000000006,10000000,8,7305.936073059361,81789.95433789959,0.817899543378996,2019.0
2019-01-22,6.81882076996652,SHORT,10900,C,2019-01-31,9,09:30:00,126.3,122.25,2019-01-22 13:39:00,TSL Hit,4.049999999999997,2.4855,1.5644999999999971,10000000,8,7339.4495412844035,11482.568807339429,0.11482568807339429,2019.0
2019-01-22,6.81882076996652,LONG,10900,P,2019-01-31,9,13:39:00,97.7,88.7,2019-01-22 15:21:00,EOD Exit,9.0,1.864,7.136,10000000,8,7339.4495412844035,52374.31192660551,0.5237431192660551,2019.0
2019-01-23,7.5435245641984565,SHORT,10900,C,2019-01-31,8,14:21:00,115.0,75.6,2019-01-23 15:21:00,EOD Exit,39.400000000000006,1.906,37.49400000000001,10000000,8,7339.4495412844035,275185.32110091747,2.7518532110091747,2019.0
2019-01-24,9.189822872571874,LONG,10850,P,2019-01-31,7,10:39:00,92.0,105.65,2019-01-24 12:51:00,TSL Hit,-13.650000000000006,1.9765000000000001,-15.626500000000005,10000000,8,7373.271889400921,-115218.43317972354,-1.1521843317972353,2019.0
2019-01-24,9.189822872571874,SHORT,10800,C,2019-01-31,7,12:51:00,110.95,127.15,2019-01-24 15:09:00,TSL Hit,-16.200000000000003,2.3810000000000002,-18.581000000000003,10000000,8,7407.407407407408,-137637.03703703708,-1.376370370370371,2019.0
2019-01-24,9.189822872571874,LONG,10850,P,2019-01-31,7,15:09:00,81.45,72.45,2019-01-24 15:21:00,EOD Exit,9.0,1.5390000000000001,7.461,10000000,8,7373.271889400921,55011.98156682028,0.5501198156682028,2019.0
2019-01-25,9.946533147580226,LONG,10900,P,2019-01-31,6,09:18:00,54.25,77.95,2019-01-25 13:33:00,TSL Hit,-23.700000000000003,1.3219999999999998,-25.022000000000002,10000000,8,7339.4495412844035,-183647.70642201835,-1.8364770642201833,2019.0
2019-01-25,9.946533147580226,SHORT,10900,C,2019-01-31,6,13:33:00,72.95,35.3,2019-01-25 15:21:00,EOD Exit,37.650000000000006,1.0825,36.5675,10000000,8,7339.4495412844035,268385.32110091747,2.6838532110091746,2019.0
2019-01-28,13.789357179497593,SHORT,10750,C,2019-01-31,3,09:36:00,77.1,44.5,2019-01-28 15:21:00,EOD Exit,32.599999999999994,1.216,31.383999999999993,10000000,8,7441.860465116279,233555.34883720923,2.3355534883720925,2019.0
2019-01-29,12.315351722277542,SHORT,10600,C,2019-01-31,2,13:06:00,79.5,96.7,2019-01-29 15:15:00,TSL Hit,-17.200000000000003,1.762,-18.962000000000003,10000000,8,7547.169811320755,-143109.4339622642,-1.4310943396226419,2019.0
2019-01-29,12.315351722277542,LONG,10650,P,2019-01-31,2,15:15:00,52.0,35.65,2019-01-29 15:21:00,EOD Exit,16.35,0.8765000000000001,15.473500000000001,10000000,8,7511.737089201878,116232.86384976527,1.1623286384976528,2019.0
2019-01-30,12.787632530714784,SHORT,10650,C,2019-01-31,1,10:30:00,44.35,69.85,2019-01-30 14:27:00,TSL Hit,-25.499999999999993,1.142,-26.641999999999992,10000000,8,7511.737089201878,-200127.69953051637,-2.001276995305164,2019.0
2019-01-30,12.787632530714784,LONG,10700,P,2019-01-31,1,14:27:00,42.4,100.6,2019-01-30 14:48:00,TSL Hit,-58.199999999999996,1.43,-59.629999999999995,10000000,8,7476.6355140186915,-445831.7757009345,-4.458317757009345,2019.0
2019-01-30,12.787632530714784,SHORT,10650,C,2019-01-31,1,14:48:00,27.0,36.8,2019-01-30 15:21:00,EOD Exit,-9.799999999999997,0.638,-10.437999999999997,10000000,8,7511.737089201878,-78407.51173708918,-0.7840751173708919,2019.0
2019-01-31,14.018252697387968,LONG,10750,P,2019-01-31,0,11:27:00,22.05,0.05,2019-01-31 15:21:00,EOD Exit,22.0,0.22100000000000003,21.779,10000000,8,7441.860465116279,162076.27906976742,1.6207627906976743,2019.0
2019-02-01,9.812750957945077,LONG,10900,P,2019-02-14,13,12:24:00,,,,TSL Hit,,,,10000000,8,7339.4495412844035,,,
2019-02-01,9.812750957945077,SHORT,10900,C,2019-02-14,13,12:45:00,,,,TSL Hit,,,,10000000,8,7339.4495412844035,,,
2019-02-01,9.812750957945077,LONG,10950,P,2019-02-14,13,12:57:00,,,,TSL Hit,,,,10000000,8,7305.936073059361,,,
2019-02-01,9.812750957945077,SHORT,10950,C,2019-02-14,13,13:45:00,,,,TSL Hit,,,,10000000,8,7305.936073059361,,,
2019-02-01,9.812750957945077,LONG,10850,P,2019-02-14,13,14:39:00,,,,EOD Exit,,,,10000000,8,7373.271889400921,,,
2019-02-06,9.395721080464922,LONG,11000,P,2019-02-14,8,09:51:00,,,,EOD Exit,,,,10000000,8,7272.727272727273,,,
2019-02-07,6.549084044170571,LONG,11100,P,2019-02-14,7,09:18:00,,,,TSL Hit,,,,10000000,8,7207.207207207207,,,
2019-02-07,6.549084044170571,SHORT,11100,C,2019-02-14,7,11:51:00,,,,TSL Hit,,,,10000000,8,7207.207207207207,,,
2019-02-07,6.549084044170571,LONG,11100,P,2019-02-14,7,13:12:00,,,,TSL Hit,,,,10000000,8,7207.207207207207,,,
2019-02-07,6.549084044170571,SHORT,11100,C,2019-02-14,7,15:12:00,,,,EOD Exit,,,,10000000,8,7207.207207207207,,,
2019-02-08,9.533216833188535,SHORT,11000,C,2019-02-14,6,10:36:00,,,,TSL Hit,,,,10000000,8,7272.727272727273,,,
2019-02-08,9.533216833188535,LONG,11000,P,2019-02-14,6,13:42:00,,,,TSL Hit,,,,10000000,8,7272.727272727273,,,
2019-02-08,9.533216833188535,SHORT,11000,C,2019-02-14,6,15:03:00,,,,EOD Exit,,,,10000000,8,7272.727272727273,,,
2019-02-11,11.723920038076361,SHORT,10850,C,2019-02-14,3,09:51:00,69.5,88.85,2019-02-11 15:21:00,EOD Exit,-19.349999999999994,1.5835,-20.933499999999995,10000000,8,7373.271889400921,-154348.38709677415,-1.5434838709677414,2019.0
2019-02-12,8.905266444553417,SHORT,10850,C,2019-02-14,2,13:39:00,68.0,47.3,2019-02-12 15:21:00,EOD Exit,20.700000000000003,1.153,19.547000000000004,10000000,8,7373.271889400921,144125.34562211984,1.4412534562211985,2019.0
2019-02-13,10.961232268617575,SHORT,10850,C,2019-02-14,1,13:39:00,34.0,12.0,2019-02-13 15:21:00,EOD Exit,22.0,0.46,21.54,10000000,8,7373.271889400921,158820.27649769583,1.5882027649769581,2019.0
2019-02-14,8.389815066795446,SHORT,10750,C,2019-02-14,0,10:24:00,25.2,37.0,2019-02-14 14:06:00,TSL Hit,-11.8,0.622,-12.422,10000000,8,7441.860465116279,-92442.79069767441,-0.9244279069767442,2019.0
2019-02-14,8.389815066795446,LONG,10750,P,2019-02-14,0,14:06:00,3.05,11.0,2019-02-14 14:54:00,TSL Hit,-7.95,0.1405,-8.0905,10000000,8,7441.860465116279,-60208.37209302326,-0.6020837209302325,2019.0
2019-02-14,8.389815066795446,SHORT,10750,C,2019-02-14,0,14:54:00,3.0,0.5,2019-02-14 15:21:00,EOD Exit,2.5,0.035,2.465,10000000,8,7441.860465116279,18344.186046511626,0.18344186046511626,2019.0
2019-02-15,10.061981983580676,SHORT,10750,C,2019-02-21,6,09:15:00,77.95,52.15,2019-02-15 13:42:00,TSL Hit,25.800000000000004,1.301,24.499000000000006,10000000,8,7441.860465116279,182318.13953488375,1.8231813953488376,2019.0
2019-02-15,10.061981983580676,LONG,10650,P,2019-02-21,6,13:42:00,72.75,67.95,2019-02-15 14:48:00,TSL Hit,4.799999999999997,1.4069999999999998,3.392999999999997,10000000,8,7511.737089201878,25487.32394366195,0.2548732394366195,2019.0
2019-02-15,10.061981983580676,SHORT,10700,C,2019-02-21,6,14:48:00,76.0,97.5,2019-02-15 15:12:00,TSL Hit,-21.5,1.735,-23.235,10000000,8,7476.6355140186915,-173719.6261682243,-1.737196261682243,2019.0
2019-02-15,10.061981983580676,LONG,10750,P,2019-02-21,6,15:12:00,81.05,83.05,2019-02-15 15:21:00,EOD Exit,-2.0,1.641,-3.641,10000000,8,7441.860465116279,-27095.81395348837,-0.27095813953488374,2019.0
2019-02-18,12.601249126963278,SHORT,10700,C,2019-02-21,3,09:24:00,82.65,48.45,2019-02-18 15:21:00,EOD Exit,34.2,1.3110000000000002,32.889,10000000,8,7476.6355140186915,245899.06542056077,2.4589906542056075,2019.0
2019-02-19,8.945255112156785,LONG,10700,P,2019-02-21,2,09:39:00,72.5,65.9,2019-02-19 14:39:00,TSL Hit,6.599999999999994,1.3840000000000001,5.215999999999994,10000000,8,7476.6355140186915,38998.13084112145,0.3899813084112145,2019.0
2019-02-19,8.945255112156785,SHORT,10700,C,2019-02-21,2,14:39:00,43.0,17.95,2019-02-19 15:21:00,EOD Exit,25.05,0.6095,24.4405,10000000,8,7476.6355140186915,182732.71028037384,1.8273271028037383,2019.0
2019-02-20,13.558757381612258,LONG,10700,P,2019-02-21,1,15:00:00,25.9,14.25,2019-02-20 15:21:00,EOD Exit,11.649999999999999,0.40149999999999997,11.248499999999998,10000000,8,7476.6355140186915,84100.93457943924,0.8410093457943923,2019.0
2019-02-21,9.702361628760201,LONG,10750,P,2019-02-21,0,11:36:00,11.1,0.05,2019-02-21 15:21:00,EOD Exit,11.049999999999999,0.1115,10.9385,10000000,8,7441.860465116279,81402.79069767441,0.8140279069767442,2019.0
2019-02-22,7.651536875712613,LONG,10800,P,2019-02-28,6,10:15:00,66.5,62.6,2019-02-22 15:21:00,EOD Exit,3.8999999999999986,1.291,2.6089999999999987,10000000,8,7407.407407407408,19325.925925925916,0.19325925925925916,2019.0
2019-02-25,7.2876869285545816,SHORT,10800,C,2019-02-28,3,09:45:00,62.65,77.75,2019-02-25 12:09:00,TSL Hit,-15.100000000000001,1.4040000000000001,-16.504,10000000,8,7407.407407407408,-122251.85185185187,-1.2225185185185186,2019.0
2019-02-25,7.2876869285545816,LONG,10800,P,2019-02-28,3,12:09:00,39.8,22.9,2019-02-25 15:21:00,EOD Exit,16.9,0.627,16.273,10000000,8,7407.407407407408,120540.74074074074,1.2054074074074075,2019.0
2019-02-26,10.55795385592674,LONG,10800,P,2019-02-28,2,09:15:00,51.0,77.8,2019-02-26 09:42:00,TSL Hit,-26.799999999999997,1.288,-28.087999999999997,10000000,8,7407.407407407408,-208059.25925925924,-2.0805925925925925,2019.0
2019-02-26,10.55795385592674,SHORT,10800,C,2019-02-28,2,09:42:00,59.1,61.65,2019-02-26 10:33:00,TSL Hit,-2.549999999999997,1.2075,-3.757499999999997,10000000,8,7407.407407407408,-27833.333333333314,-0.2783333333333331,2019.0
2019-02-26,10.55795385592674,LONG,10800,P,2019-02-28,2,10:33:00,78.7,52.45,2019-02-26 14:54:00,TSL Hit,26.25,1.3115,24.9385,10000000,8,7407.407407407408,184729.62962962966,1.8472962962962967,2019.0
2019-02-26,10.55795385592674,SHORT,10850,C,2019-02-28,2,14:54:00,43.05,44.0,2019-02-26 15:21:00,EOD Exit,-0.9500000000000028,0.8704999999999999,-1.8205000000000027,10000000,8,7373.271889400921,-13423.041474654397,-0.13423041474654399,2019.0
2019-02-27,11.979167536618295,LONG,10950,P,2019-02-28,1,10:54:00,50.0,105.0,2019-02-27 11:24:00,TSL Hit,-55.0,1.55,-56.55,10000000,8,7305.936073059361,-413150.6849315068,-4.131506849315068,2019.0
2019-02-27,11.979167536618295,SHORT,10900,C,2019-02-28,1,11:24:00,32.25,23.85,2019-02-27 12:18:00,TSL Hit,8.399999999999999,0.561,7.838999999999999,10000000,8,7339.4495412844035,57533.94495412843,0.5753394495412842,2019.0
2019-02-27,11.979167536618295,LONG,10800,P,2019-02-28,1,12:18:00,73.75,48.0,2019-02-27 15:24:00,EOD Exit,25.75,1.2175,24.5325,10000000,8,7407.407407407408,181722.22222222222,1.817222222222222,2019.0
2019-02-28,14.288779151749674,SHORT,10800,C,2019-02-28,0,13:03:00,19.6,0.05,2019-02-28 15:21:00,EOD Exit,19.55,0.19650000000000004,19.3535,10000000,8,7407.407407407408,143359.25925925927,1.4335925925925928,2019.0
2019-03-01,9.393825305032728,LONG,10850,P,2019-03-07,6,15:03:00,57.3,59.0,2019-03-01 15:21:00,EOD Exit,-1.7000000000000028,1.163,-2.863000000000003,10000000,8,7373.271889400921,-21109.67741935486,-0.2110967741935486,2019.0
2019-03-05,7.4608211066035794,LONG,10850,P,2019-03-07,2,09:33:00,56.3,13.1,2019-03-05 15:21:00,EOD Exit,43.199999999999996,0.694,42.50599999999999,10000000,8,7373.271889400921,313408.29493087553,3.1340829493087554,2019.0
2019-03-06,8.369995537392878,SHORT,11000,C,2019-03-07,1,10:21:00,38.25,58.75,2019-03-06 11:36:00,TSL Hit,-20.5,0.97,-21.47,10000000,8,7272.727272727273,-156145.45454545453,-1.5614545454545454,2019.0
2019-03-06,8.369995537392878,LONG,11050,P,2019-03-07,1,11:36:00,47.0,27.6,2019-03-06 15:21:00,EOD Exit,19.4,0.746,18.654,10000000,8,7239.819004524887,135051.58371040723,1.3505158371040722,2019.0
2019-03-07,8.1804845790891,SHORT,11050,C,2019-03-07,0,12:39:00,7.55,16.4,2019-03-07 13:45:00,TSL Hit,-8.849999999999998,0.2395,-9.089499999999997,10000000,8,7239.819004524887,-65806.33484162894,-0.6580633484162894,2019.0
2019-03-07,8.1804845790891,LONG,11050,P,2019-03-07,0,13:45:00,5.65,0.05,2019-03-07 15:21:00,EOD Exit,5.6000000000000005,0.057,5.543,10000000,8,7239.819004524887,40130.31674208145,0.4013031674208145,2019.0
2019-03-11,8.740561578765831,LONG,11100,P,2019-03-14,3,09:18:00,58.9,25.2,2019-03-11 15:21:00,EOD Exit,33.7,0.841,32.859,10000000,8,7207.207207207207,236821.62162162163,2.3682162162162164,2019.0
2019-03-12,9.364057795456665,LONG,11300,P,2019-03-14,2,10:12:00,60.9,42.7,2019-03-12 15:21:00,EOD Exit,18.199999999999996,1.036,17.163999999999994,10000000,8,7079.646017699115,121515.04424778756,1.2151504424778756,2019.0
2019-03-13,7.43679475592372,SHORT,11300,C,2019-03-14,1,09:18:00,24.25,39.55,2019-03-13 09:33:00,TSL Hit,-15.299999999999997,0.638,-15.937999999999997,10000000,8,7079.646017699115,-112835.39823008847,-1.1283539823008846,2019.0
2019-03-13,7.43679475592372,LONG,11300,P,2019-03-14,1,09:33:00,36.0,43.6,2019-03-13 10:12:00,TSL Hit,-7.600000000000001,0.7959999999999999,-8.396,10000000,8,7079.646017699115,-59440.707964601774,-0.5944070796460178,2019.0
2019-03-13,7.43679475592372,SHORT,11300,C,2019-03-14,1,10:12:00,32.4,45.85,2019-03-13 13:30:00,TSL Hit,-13.450000000000003,0.7825,-14.232500000000003,10000000,8,7079.646017699115,-100761.06194690267,-1.0076106194690266,2019.0
2019-03-13,7.43679475592372,LONG,11300,P,2019-03-14,1,13:30:00,26.45,13.25,2019-03-13 15:21:00,EOD Exit,13.2,0.397,12.802999999999999,10000000,8,7079.646017699115,90640.70796460177,0.9064070796460176,2019.0
2019-03-14,8.506013846525812,SHORT,11350,C,2019-03-14,0,10:24:00,15.9,13.9,2019-03-14 14:27:00,TSL Hit,2.0,0.298,1.702,10000000,8,7048.458149779735,11996.47577092511,0.1199647577092511,2019.0
2019-03-14,8.506013846525812,LONG,11350,P,2019-03-14,0,14:27:00,3.85,2.6,2019-03-14 15:21:00,EOD Exit,1.25,0.0645,1.1855,10000000,8,7048.458149779735,8355.947136563876,0.08355947136563877,2019.0
2019-03-15,8.813526584139986,LONG,11400,P,2019-03-20,5,09:36:00,56.25,46.65,2019-03-15 15:03:00,TSL Hit,9.600000000000001,1.0290000000000001,8.571000000000002,10000000,8,7017.543859649123,60147.36842105265,0.6014736842105265,2019.0
2019-03-15,8.813526584139986,SHORT,11450,C,2019-03-20,5,15:03:00,69.3,62.3,2019-03-15 15:21:00,EOD Exit,7.0,1.316,5.684,10000000,8,6986.899563318777,39713.53711790393,0.39713537117903924,2019.0
2019-03-18,13.115699913802292,SHORT,11450,C,2019-03-20,2,10:39:00,65.6,65.1,2019-03-18 15:21:00,EOD Exit,0.5,1.307,-0.8069999999999999,10000000,8,6986.899563318777,-5638.427947598253,-0.056384279475982534,2019.0
2019-03-19,9.554472051469896,LONG,11500,P,2019-03-20,1,13:57:00,31.15,12.4,2019-03-19 15:21:00,EOD Exit,18.75,0.4355,18.3145,10000000,8,6956.521739130435,127405.21739130434,1.2740521739130433,2019.0
2019-03-20,8.20709211047256,SHORT,11500,C,2019-03-20,0,12:27:00,30.3,15.7,2019-03-20 15:21:00,EOD Exit,14.600000000000001,0.46,14.14,10000000,8,6956.521739130435,98365.21739130435,0.9836521739130436,2019.0
2019-03-22,8.738089505242664,SHORT,11550,C,2019-03-28,6,10:30:00,75.85,38.0,2019-03-22 15:21:00,EOD Exit,37.849999999999994,1.1385,36.711499999999994,10000000,8,6926.406926406927,254278.78787878784,2.5427878787878786,2019.0
2019-03-25,14.24776990968643,SHORT,11300,C,2019-03-28,3,14:27:00,82.5,105.5,2019-03-25 15:21:00,EOD Exit,-23.0,1.8800000000000001,-24.88,10000000,8,7079.646017699115,-176141.59292035399,-1.7614159292035396,2019.0
2019-03-26,8.824800809902406,SHORT,11350,C,2019-03-28,2,11:45:00,59.65,93.7,2019-03-26 13:21:00,TSL Hit,-34.050000000000004,1.5335,-35.5835,10000000,8,7048.458149779735,-250808.81057268722,-2.508088105726872,2019.0
2019-03-26,8.824800809902406,LONG,11400,P,2019-03-28,2,13:21:00,34.7,12.3,2019-03-26 15:21:00,EOD Exit,22.400000000000002,0.47000000000000003,21.930000000000003,10000000,8,7017.543859649123,153894.73684210528,1.5389473684210528,2019.0
2019-03-28,12.726078299502234,LONG,11500,P,2019-03-28,0,12:18:00,13.35,0.15,2019-03-28 15:21:00,EOD Exit,13.2,0.135,13.065,10000000,8,6956.521739130435,90886.95652173914,0.9088695652173914,2019.0
2019-03-29,10.094688616507195,SHORT,11600,C,2019-04-04,6,09:39:00,86.95,105.65,2019-03-29 14:51:00,TSL Hit,-18.700000000000003,1.9260000000000004,-20.626000000000005,10000000,8,6896.551724137931,-142248.27586206901,-1.4224827586206903,2019.0
2019-03-29,10.094688616507195,LONG,11600,P,2019-04-04,6,14:51:00,69.15,69.7,2019-03-29 15:21:00,EOD Exit,-0.5499999999999972,1.3885000000000003,-1.9384999999999974,10000000,8,6896.551724137931,-13368.965517241362,-0.13368965517241363,2019.0
2019-04-01,10.98555037600686,LONG,11700,P,2019-04-04,3,14:03:00,48.9,63.1,2019-04-01 15:06:00,TSL Hit,-14.200000000000003,1.12,-15.320000000000004,10000000,8,6837.606837606838,-104752.13675213678,-1.0475213675213677,2019.0
2019-04-01,10.98555037600686,SHORT,11700,C,2019-04-04,3,15:06:00,62.1,51.15,2019-04-01 15:21:00,EOD Exit,10.950000000000003,1.1325,9.817500000000003,10000000,8,6837.606837606838,67128.20512820515,0.6712820512820515,2019.0
2019-04-02,11.767811140363918,LONG,11700,P,2019-04-04,2,15:15:00,44.1,41.5,2019-04-02 15:21:00,EOD Exit,2.6000000000000014,0.856,1.7440000000000015,10000000,8,6837.606837606838,11924.786324786335,0.11924786324786334,2019.0
2019-04-03,9.737212099995272,SHORT,11700,C,2019-04-04,1,14:09:00,52.95,18.3,2019-04-03 15:21:00,EOD Exit,34.650000000000006,0.7125,33.93750000000001,10000000,8,6837.606837606838,232051.28205128212,2.320512820512821,2019.0
2019-04-04,10.400103500582578,SHORT,11600,C,2019-04-04,0,11:51:00,33.2,63.65,2019-04-04 12:21:00,TSL Hit,-30.449999999999996,0.9684999999999999,-31.418499999999995,10000000,8,6896.551724137931,-216679.31034482757,-2.1667931034482755,2019.0
2019-04-04,10.400103500582578,LONG,11650,P,2019-04-04,0,12:21:00,8.1,35.1,2019-04-04 14:03:00,TSL Hit,-27.0,0.43200000000000005,-27.432,10000000,8,6866.9527896995705,-188374.2489270386,-1.883742489270386,2019.0
2019-04-04,10.400103500582578,SHORT,11600,C,2019-04-04,0,14:03:00,17.85,0.05,2019-04-04 15:21:00,EOD Exit,17.8,0.17900000000000002,17.621000000000002,10000000,8,6896.551724137931,121524.13793103451,1.2152413793103451,2019.0
