date,high level,low level,atr_multiplier,side,strike,type,expiry,entry_time,entry price,exit price,exit_time,remarks,points,slippage,final_points,portfolio,index_lev,qty,pnl,ROI%,Trade Year
2020-07-24,11189.982717025254,11093.117282974745,3,SHORT,11100,CE,2020-07-30,2020-07-24 14:24:00,149.0,158.75,2020-07-24 14:27:00,SL Hit,-9.75,3.0775,-12.8275,10000000,8,7207.207207207207,-92450.45045045044,-0.9245045045045044,2020
2020-07-24,11189.982717025254,11093.117282974745,3,SHORT,11100,CE,2020-07-30,2020-07-24 14:33:00,142.85,147.75,2020-07-24 14:45:00,SL Hit,-4.900000000000006,2.906,-7.806000000000006,10000000,8,7207.207207207207,-56259.459459459504,-0.562594594594595,2020
2020-07-27,11255.01410212507,11165.78589787493,3,LONG,11250,PE,2020-07-30,2020-07-27 12:27:00,152.0,161.6,2020-07-27 12:36:00,SL Hit,-9.599999999999994,3.136,-12.735999999999994,10000000,8,7111.111111111111,-90567.11111111107,-0.9056711111111106,2020
2020-07-27,11255.01410212507,11165.78589787493,3,LONG,11250,PE,2020-07-30,2020-07-27 12:57:00,160.65,163.5,2020-07-27 13:00:00,SL Hit,-2.8499999999999943,3.2415,-6.091499999999995,10000000,8,7111.111111111111,-43317.3333333333,-0.433173333333333,2020
2020-07-28,11234.579691744473,11136.120308255528,3,SHORT,11150,CE,2020-07-30,2020-07-28 12:21:00,127.0,129.75,2020-07-28 12:30:00,SL Hit,-2.75,2.5675,-5.3175,10000000,8,7174.8878923766815,-38152.466367713,-0.38152466367713,2020
2020-07-28,11234.579691744473,11136.120308255528,3,SHORT,11150,CE,2020-07-30,2020-07-28 13:51:00,126.9,133.0,2020-07-28 13:54:00,SL Hit,-6.099999999999994,2.5989999999999998,-8.698999999999995,10000000,8,7174.8878923766815,-62414.349775784714,-0.6241434977578472,2020
2020-07-29,11357.826165294173,11280.473834705826,3,LONG,11350,PE,2020-07-30,2020-07-29 09:45:00,96.05,102.8,2020-07-29 09:57:00,SL Hit,-6.75,1.9885,-8.7385,10000000,8,7048.458149779735,-61592.95154185022,-0.6159295154185023,2020
2020-07-29,11357.826165294173,11280.473834705826,3,LONG,11350,PE,2020-07-30,2020-07-29 10:00:00,104.0,106.75,2020-07-29 10:15:00,SL Hit,-2.75,2.1075,-4.8575,10000000,8,7048.458149779735,-34237.88546255507,-0.3423788546255507,2020
2020-07-31,11128.754968169913,11018.845031830086,3,SHORT,11000,CE,2020-08-06,2020-07-31 09:54:00,193.05,169.0,2020-07-31 15:21:00,EOD Exit,24.05000000000001,3.6205000000000003,20.42950000000001,10000000,8,7272.727272727273,148578.1818181819,1.4857818181818192,2020
2020-08-03,11066.561203287554,10960.838796712447,3,LONG,11050,PE,2020-08-06,2020-08-03 10:15:00,146.0,144.05,2020-08-03 11:18:00,SL Hit,1.9499999999999886,2.9005,-0.9505000000000114,10000000,8,7239.819004524887,-6881.447963800988,-0.06881447963800988,2020
2020-08-03,11066.561203287554,10960.838796712447,3,LONG,11050,PE,2020-08-06,2020-08-03 11:21:00,144.25,141.0,2020-08-03 12:21:00,SL Hit,3.25,2.8525,0.39749999999999996,10000000,8,7239.819004524887,2877.828054298642,0.02877828054298642,2020
2020-08-04,11011.811607323989,10919.28839267601,3,LONG,11000,PE,2020-08-06,2020-08-04 09:36:00,127.1,31.25,2020-08-04 15:21:00,EOD Exit,95.85,1.5835,94.2665,10000000,8,7272.727272727273,685574.5454545454,6.855745454545454,2020
2020-08-04,11011.811607323989,10919.28839267601,3,SHORT,10900,CE,2020-08-06,2020-08-04 11:12:00,140.45,146.8,2020-08-04 11:15:00,SL Hit,-6.350000000000023,2.8725,-9.222500000000023,10000000,8,7339.4495412844035,-67688.07339449559,-0.6768807339449558,2020
2020-08-05,11230.54070519787,11139.859294802132,3,LONG,11250,PE,2020-08-06,2020-08-05 12:39:00,121.7,128.85,2020-08-05 12:42:00,SL Hit,-7.1499999999999915,2.5055,-9.655499999999991,10000000,8,7111.111111111111,-68661.33333333327,-0.6866133333333327,2020
2020-08-05,11230.54070519787,11139.859294802132,3,LONG,11250,PE,2020-08-06,2020-08-05 13:03:00,121.75,126.2,2020-08-05 13:06:00,SL Hit,-4.450000000000003,2.4795,-6.929500000000003,10000000,8,7111.111111111111,-49276.44444444447,-0.49276444444444467,2020
2020-08-06,11201.278020089845,11107.921979910156,3,SHORT,11100,CE,2020-08-13,2020-08-06 12:30:00,184.6,190.45,2020-08-06 12:36:00,SL Hit,-5.849999999999994,3.7504999999999997,-9.600499999999993,10000000,8,7207.207207207207,-69192.79279279274,-0.6919279279279273,2020
2020-08-06,11201.278020089845,11107.921979910156,3,SHORT,11100,CE,2020-08-13,2020-08-06 12:39:00,190.25,193.55,2020-08-06 12:42:00,SL Hit,-3.3000000000000114,3.838,-7.1380000000000114,10000000,8,7207.207207207207,-51445.045045045124,-0.5144504504504512,2020
2020-08-07,11218.798877463196,11130.701122536804,3,SHORT,11150,CE,2020-08-13,2020-08-07 14:33:00,138.1,148.3,2020-08-07 14:39:00,SL Hit,-10.200000000000017,2.864,-13.064000000000018,10000000,8,7174.8878923766815,-93732.7354260091,-0.937327354260091,2020
2020-08-07,11218.798877463196,11130.701122536804,3,SHORT,11150,CE,2020-08-13,2020-08-07 14:54:00,145.1,147.9,2020-08-07 14:57:00,SL Hit,-2.8000000000000114,2.93,-5.730000000000011,10000000,8,7174.8878923766815,-41112.107623318465,-0.41112107623318467,2020
2020-08-10,11324.691163483227,11246.208836516775,3,SHORT,11250,CE,2020-08-13,2020-08-10 12:12:00,119.85,104.2,2020-08-10 15:21:00,EOD Exit,15.649999999999991,2.2405000000000004,13.40949999999999,10000000,8,7111.111111111111,95356.44444444438,0.9535644444444439,2020
2020-08-11,11400.141096972964,11315.358903027036,3,LONG,11400,PE,2020-08-13,2020-08-11 11:21:00,108.6,119.45,2020-08-11 12:03:00,SL Hit,-10.850000000000009,2.2805,-13.130500000000008,10000000,8,7017.543859649123,-92143.85964912287,-0.9214385964912286,2020
2020-08-11,11400.141096972964,11315.358903027036,3,LONG,11400,PE,2020-08-13,2020-08-11 12:06:00,118.35,121.2,2020-08-11 12:15:00,SL Hit,-2.8500000000000085,2.3955,-5.245500000000009,10000000,8,7017.543859649123,-36810.52631578954,-0.3681052631578954,2020
2020-08-12,11300.364393510119,11213.73560648988,3,SHORT,11200,CE,2020-08-13,2020-08-12 11:39:00,121.3,127.4,2020-08-12 11:48:00,SL Hit,-6.1000000000000085,2.487,-8.587000000000009,10000000,8,7142.857142857143,-61335.71428571435,-0.6133571428571435,2020
2020-08-12,11300.364393510119,11213.73560648988,3,SHORT,11200,CE,2020-08-13,2020-08-12 11:54:00,122.55,127.0,2020-08-12 12:21:00,SL Hit,-4.450000000000003,2.4955000000000003,-6.945500000000003,10000000,8,7142.857142857143,-49610.714285714304,-0.496107142857143,2020
2020-08-13,11372.408330435406,11316.791669564594,3,LONG,11350,PE,2020-08-20,2020-08-13 13:45:00,118.3,120.9,2020-08-13 13:51:00,SL Hit,-2.6000000000000085,2.392,-4.992000000000008,10000000,8,7048.458149779735,-35185.9030837005,-0.351859030837005,2020
2020-08-17,11286.25324334198,11173.346756658018,3,LONG,11300,PE,2020-08-20,2020-08-17 09:48:00,161.8,93.65,2020-08-17 15:21:00,EOD Exit,68.15,2.5545000000000004,65.5955,10000000,8,7079.646017699115,464392.9203539823,4.643929203539823,2020
2020-08-24,11471.989282928485,11398.710717071515,3,SHORT,11400,CE,2020-08-27,2020-08-24 12:18:00,120.5,127.15,2020-08-24 12:39:00,SL Hit,-6.650000000000006,2.4765,-9.126500000000005,10000000,8,7017.543859649123,-64045.61403508776,-0.6404561403508776,2020
2020-08-24,11471.989282928485,11398.710717071515,3,SHORT,11400,CE,2020-08-27,2020-08-24 12:51:00,125.25,125.2,2020-08-24 12:54:00,SL Hit,0.04999999999999716,2.5044999999999997,-2.4545000000000026,10000000,8,7017.543859649123,-17224.56140350879,-0.1722456140350879,2020
2020-08-25,11546.238902016237,11482.961097983763,3,LONG,11550,PE,2020-08-27,2020-08-25 12:09:00,103.95,101.75,2020-08-25 12:15:00,SL Hit,2.200000000000003,2.057,0.1430000000000029,10000000,8,6926.406926406927,990.4761904762106,0.009904761904762105,2020
2020-08-25,11546.238902016237,11482.961097983763,3,LONG,11550,PE,2020-08-27,2020-08-25 13:15:00,95.9,99.5,2020-08-25 13:27:00,SL Hit,-3.5999999999999943,1.9540000000000002,-5.553999999999995,10000000,8,6926.406926406927,-38469.264069264034,-0.3846926406926403,2020
2020-08-28,11645.222853474414,11576.677146525588,3,SHORT,11600,CE,2020-09-03,2020-08-28 12:36:00,120.15,120.2,2020-08-28 12:48:00,SL Hit,-0.04999999999999716,2.4035,-2.4534999999999973,10000000,8,6896.551724137931,-16920.689655172395,-0.16920689655172394,2020
2020-08-28,11645.222853474414,11576.677146525588,3,SHORT,11600,CE,2020-09-03,2020-08-28 12:51:00,117.5,117.1,2020-08-28 13:39:00,SL Hit,0.4000000000000057,2.346,-1.9459999999999944,10000000,8,6896.551724137931,-13420.689655172375,-0.13420689655172374,2020
2020-09-01,11486.000835504708,11300.09916449529,3,SHORT,11300,CE,2020-09-03,2020-09-01 09:39:00,226.85,234.0,2020-09-01 12:39:00,SL Hit,-7.150000000000006,4.6085,-11.758500000000005,10000000,8,7079.646017699115,-83246.01769911508,-0.8324601769911508,2020
2020-09-01,11486.000835504708,11300.09916449529,3,SHORT,11300,CE,2020-09-03,2020-09-01 12:42:00,227.7,242.45,2020-09-01 12:45:00,SL Hit,-14.75,4.7015,-19.4515,10000000,8,7079.646017699115,-137709.73451327434,-1.3770973451327433,2020
2020-09-02,11524.492568351458,11424.707431648543,3,SHORT,11400,CE,2020-09-03,2020-09-02 14:21:00,156.0,164.8,2020-09-02 14:24:00,SL Hit,-8.800000000000011,3.208,-12.008000000000012,10000000,8,7017.543859649123,-84266.66666666674,-0.8426666666666676,2020
2020-09-02,11524.492568351458,11424.707431648543,3,SHORT,11400,CE,2020-09-03,2020-09-02 14:45:00,153.35,159.0,2020-09-02 14:51:00,SL Hit,-5.650000000000006,3.1235000000000004,-8.773500000000006,10000000,8,7017.543859649123,-61568.421052631624,-0.6156842105263163,2020
2020-09-03,11616.32150123775,11533.078498762252,3,LONG,11600,PE,2020-09-10,2020-09-03 11:36:00,149.8,157.55,2020-09-03 11:39:00,SL Hit,-7.75,3.0735,-10.8235,10000000,8,6896.551724137931,-74644.8275862069,-0.746448275862069,2020
2020-09-03,11616.32150123775,11533.078498762252,3,LONG,11600,PE,2020-09-10,2020-09-03 11:45:00,150.75,150.05,2020-09-03 11:51:00,SL Hit,0.6999999999999886,3.008,-2.3080000000000114,10000000,8,6896.551724137931,-15917.241379310424,-0.15917241379310423,2020
2020-09-04,11434.285831907919,11293.214168092081,3,SHORT,11300,CE,2020-09-10,2020-09-04 13:24:00,204.75,204.7,2020-09-04 13:27:00,SL Hit,0.05000000000001137,4.0945,-4.044499999999989,10000000,8,7079.646017699115,-28633.62831858399,-0.28633628318583987,2020
2020-09-04,11434.285831907919,11293.214168092081,3,SHORT,11300,CE,2020-09-10,2020-09-04 13:36:00,195.65,145.15,2020-09-04 15:21:00,EOD Exit,50.5,3.4080000000000004,47.092,10000000,8,7079.646017699115,333394.6902654867,3.3339469026548674,2020
2020-09-07,11395.009790138718,11299.790209861281,3,LONG,11400,PE,2020-09-10,2020-09-07 09:36:00,157.7,174.3,2020-09-07 09:39:00,SL Hit,-16.600000000000023,3.3200000000000003,-19.920000000000023,10000000,8,7017.543859649123,-139789.47368421068,-1.3978947368421069,2020
2020-09-07,11395.009790138718,11299.790209861281,3,LONG,11400,PE,2020-09-10,2020-09-07 09:48:00,160.8,164.25,2020-09-07 09:54:00,SL Hit,-3.4499999999999886,3.2505,-6.700499999999989,10000000,8,7017.543859649123,-47021.052631578874,-0.47021052631578875,2020
2020-09-08,11391.251271217932,11302.248728782068,3,SHORT,11300,CE,2020-09-10,2020-09-08 13:45:00,133.25,129.6,2020-09-08 13:54:00,SL Hit,3.6500000000000057,2.6285000000000003,1.0215000000000054,10000000,8,7079.646017699115,7231.858407079684,0.07231858407079685,2020
2020-09-08,11391.251271217932,11302.248728782068,3,SHORT,11300,CE,2020-09-10,2020-09-08 14:18:00,127.5,82.45,2020-09-08 15:21:00,EOD Exit,45.05,2.0995,42.9505,10000000,8,7079.646017699115,304074.3362831858,3.0407433628318583,2020
2020-09-09,11304.004493331982,11193.295506668017,3,LONG,11300,PE,2020-09-10,2020-09-09 12:12:00,117.35,40.7,2020-09-09 15:21:00,EOD Exit,76.64999999999999,1.5805000000000002,75.06949999999999,10000000,8,7079.646017699115,531465.4867256636,5.314654867256636,2020
2020-09-10,11392.577283256724,11293.122716743277,3,SHORT,11300,CE,2020-09-17,2020-09-10 11:00:00,171.1,175.65,2020-09-10 11:03:00,SL Hit,-4.550000000000011,3.4675000000000002,-8.017500000000013,10000000,8,7079.646017699115,-56761.061946902744,-0.5676106194690274,2020
2020-09-10,11392.577283256724,11293.122716743277,3,SHORT,11300,CE,2020-09-17,2020-09-10 13:15:00,161.6,169.2,2020-09-10 13:33:00,SL Hit,-7.599999999999994,3.308,-10.907999999999994,10000000,8,7079.646017699115,-77224.7787610619,-0.772247787610619,2020
2020-09-16,11571.001129447552,11502.298870552448,3,SHORT,11500,CE,2020-09-17,2020-09-16 13:03:00,91.35,97.8,2020-09-16 13:42:00,SL Hit,-6.450000000000003,1.8914999999999997,-8.341500000000003,10000000,8,6956.521739130435,-58027.82608695655,-0.5802782608695655,2020
2020-09-17,11598.01213261662,11513.287867383378,3,LONG,11600,PE,2020-09-24,2020-09-17 15:00:00,155.85,154.05,2020-09-17 15:09:00,SL Hit,1.799999999999983,3.0989999999999998,-1.2990000000000168,10000000,8,6896.551724137931,-8958.620689655289,-0.08958620689655289,2020
2020-09-22,11303.842452048,11162.757547951998,3,LONG,11300,PE,2020-09-24,2020-09-22 09:36:00,171.95,172.05,2020-09-22 09:39:00,SL Hit,-0.10000000000002274,3.44,-3.5400000000000227,10000000,8,7079.646017699115,-25061.94690265503,-0.2506194690265503,2020
2020-09-22,11303.842452048,11162.757547951998,3,LONG,11300,PE,2020-09-24,2020-09-22 10:06:00,162.45,184.95,2020-09-22 10:09:00,SL Hit,-22.5,3.4739999999999998,-25.974,10000000,8,7079.646017699115,-183886.72566371682,-1.8388672566371682,2020
2020-09-24,11069.209952964573,10914.590047035426,3,LONG,11050,PE,2020-10-01,2020-09-24 12:03:00,202.3,205.25,2020-09-24 12:18:00,SL Hit,-2.9499999999999886,4.0755,-7.0254999999999885,10000000,8,7239.819004524887,-50863.34841628951,-0.5086334841628951,2020
2020-09-24,11069.209952964573,10914.590047035426,3,LONG,11050,PE,2020-10-01,2020-09-24 12:36:00,200.0,204.0,2020-09-24 12:42:00,SL Hit,-4.0,4.04,-8.04,10000000,8,7239.819004524887,-58208.14479638008,-0.5820814479638008,2020
2020-09-25,10985.05616716117,10854.14383283883,3,SHORT,10850,CE,2020-10-01,2020-09-25 12:30:00,199.35,213.3,2020-09-25 12:42:00,SL Hit,-13.950000000000017,4.1265,-18.076500000000017,10000000,8,7373.271889400921,-133282.94930875587,-1.3328294930875586,2020
2020-09-25,10985.05616716117,10854.14383283883,3,SHORT,10850,CE,2020-10-01,2020-09-25 13:12:00,198.0,203.15,2020-09-25 13:24:00,SL Hit,-5.150000000000006,4.0115,-9.161500000000006,10000000,8,7373.271889400921,-67550.23041474658,-0.6755023041474658,2020
2020-09-29,11328.91825551154,11247.381744488459,3,LONG,11350,PE,2020-10-01,2020-09-29 09:54:00,136.0,140.7,2020-09-29 10:03:00,SL Hit,-4.699999999999989,2.767,-7.466999999999988,10000000,8,7048.458149779735,-52630.8370044052,-0.526308370044052,2020
2020-09-29,11328.91825551154,11247.381744488459,3,LONG,11350,PE,2020-10-01,2020-09-29 10:06:00,135.6,137.65,2020-09-29 10:36:00,SL Hit,-2.0500000000000114,2.7325,-4.782500000000011,10000000,8,7048.458149779735,-33709.251101321664,-0.3370925110132167,2020
2020-09-30,11265.992565267732,11166.307434732267,3,SHORT,11150,CE,2020-10-01,2020-09-30 11:00:00,126.2,130.75,2020-09-30 13:03:00,SL Hit,-4.549999999999997,2.5695,-7.119499999999997,10000000,8,7174.8878923766815,-51081.61434977576,-0.5108161434977576,2020
2020-09-30,11265.992565267732,11166.307434732267,3,SHORT,11150,CE,2020-10-01,2020-09-30 13:06:00,126.0,126.05,2020-09-30 13:48:00,SL Hit,-0.04999999999999716,2.5205,-2.5704999999999973,10000000,8,7174.8878923766815,-18443.04932735424,-0.1844304932735424,2020
2020-10-05,11558.862097676862,11467.937902323138,3,SHORT,11450,CE,2020-10-08,2020-10-05 11:09:00,155.65,158.4,2020-10-05 11:18:00,SL Hit,-2.75,3.1405000000000003,-5.8905,10000000,8,6986.899563318777,-41156.33187772926,-0.4115633187772926,2020
2020-10-05,11558.862097676862,11467.937902323138,3,SHORT,11450,CE,2020-10-08,2020-10-05 11:27:00,154.5,117.75,2020-10-05 15:21:00,EOD Exit,36.75,2.7225,34.0275,10000000,8,6986.899563318777,237746.7248908297,2.377467248908297,2020
2020-10-09,11925.900343363117,11815.299656636884,3,LONG,11950,PE,2020-10-15,2020-10-09 09:45:00,190.65,119.0,2020-10-09 15:21:00,EOD Exit,71.65,3.0965,68.5535,10000000,8,6694.5606694560665,458935.56485355645,4.589355648535564,2020
2020-10-09,11925.900343363117,11815.299656636884,3,SHORT,11800,CE,2020-10-15,2020-10-09 11:51:00,185.75,189.85,2020-10-09 15:21:00,EOD Exit,-4.099999999999994,3.7560000000000002,-7.8559999999999945,10000000,8,6779.661016949152,-53261.0169491525,-0.532610169491525,2020
2020-10-12,12056.044321106056,11966.055678893943,3,LONG,12050,PE,2020-10-15,2020-10-12 10:12:00,147.95,155.0,2020-10-12 10:15:00,SL Hit,-7.050000000000011,3.0295,-10.079500000000012,10000000,8,6639.004149377593,-66917.84232365154,-0.6691784232365153,2020
2020-10-12,12056.044321106056,11966.055678893943,3,LONG,12050,PE,2020-10-15,2020-10-12 10:18:00,146.2,152.0,2020-10-12 10:24:00,SL Hit,-5.800000000000011,2.9819999999999998,-8.78200000000001,10000000,8,6639.004149377593,-58303.734439834094,-0.583037344398341,2020
2020-10-13,11961.042840813225,11877.657159186776,3,SHORT,11900,CE,2020-10-15,2020-10-13 09:45:00,125.25,126.4,2020-10-13 10:15:00,SL Hit,-1.1500000000000057,2.5165,-3.666500000000006,10000000,8,6722.689075630252,-24648.739495798356,-0.24648739495798355,2020
2020-10-13,11961.042840813225,11877.657159186776,3,SHORT,11900,CE,2020-10-15,2020-10-13 10:36:00,127.5,135.0,2020-10-13 10:39:00,SL Hit,-7.5,2.625,-10.125,10000000,8,6722.689075630252,-68067.2268907563,-0.680672268907563,2020
2020-10-14,11942.638526803052,11875.461473196947,3,LONG,11950,PE,2020-10-15,2020-10-14 14:18:00,94.2,37.5,2020-10-14 15:21:00,EOD Exit,56.7,1.317,55.383,10000000,8,6694.5606694560665,370764.8535564853,3.707648535564853,2020
2020-10-15,12020.958723939231,11920.541276060769,3,LONG,12000,PE,2020-10-22,2020-10-15 09:33:00,163.0,160.3,2020-10-15 10:42:00,SL Hit,2.6999999999999886,3.233,-0.5330000000000115,10000000,8,6666.666666666667,-3553.33333333341,-0.0355333333333341,2020
2020-10-15,12020.958723939231,11920.541276060769,3,LONG,12000,PE,2020-10-22,2020-10-15 10:45:00,158.0,163.9,2020-10-15 11:24:00,SL Hit,-5.900000000000006,3.219,-9.119000000000005,10000000,8,6666.666666666667,-60793.33333333337,-0.6079333333333338,2020
2020-10-16,11823.057476926395,11687.442523073605,3,LONG,11800,PE,2020-10-22,2020-10-16 09:54:00,181.9,187.5,2020-10-16 09:57:00,SL Hit,-5.599999999999994,3.694,-9.293999999999993,10000000,8,6779.661016949152,-63010.169491525376,-0.6301016949152538,2020
2020-10-16,11823.057476926395,11687.442523073605,3,LONG,11800,PE,2020-10-22,2020-10-16 10:03:00,177.1,126.5,2020-10-16 15:21:00,EOD Exit,50.599999999999994,3.0360000000000005,47.56399999999999,10000000,8,6779.661016949152,322467.79661016946,3.2246779661016944,2020
2020-10-20,11895.094300182796,11821.805699817205,3,SHORT,11800,CE,2020-10-22,2020-10-20 09:48:00,138.45,140.9,2020-10-20 09:51:00,SL Hit,-2.450000000000017,2.7935000000000003,-5.243500000000017,10000000,8,6779.661016949152,-35549.152542373,-0.35549152542372997,2020
2020-10-20,11895.094300182796,11821.805699817205,3,SHORT,11800,CE,2020-10-22,2020-10-20 09:54:00,137.85,138.45,2020-10-20 10:03:00,SL Hit,-0.5999999999999943,2.7629999999999995,-3.3629999999999938,10000000,8,6779.661016949152,-22799.999999999956,-0.2279999999999996,2020
2020-10-22,11989.285591237753,11870.614408762249,3,LONG,12000,PE,2020-10-29,2020-10-22 09:36:00,207.7,203.5,2020-10-22 12:36:00,SL Hit,4.199999999999989,4.112,0.08799999999998853,10000000,8,6666.666666666667,586.6666666665902,0.005866666666665903,2020
2020-10-22,11989.285591237753,11870.614408762249,3,LONG,12000,PE,2020-10-29,2020-10-22 12:54:00,197.0,197.0,2020-10-22 13:42:00,SL Hit,0.0,3.94,-3.94,10000000,8,6666.666666666667,-26266.666666666668,-0.2626666666666667,2020
2020-10-27,11823.96532156756,11739.53467843244,3,LONG,11800,PE,2020-10-29,2020-10-27 09:30:00,125.2,131.95,2020-10-27 09:33:00,SL Hit,-6.749999999999986,2.5715,-9.321499999999986,10000000,8,6779.661016949152,-63196.61016949143,-0.6319661016949143,2020
2020-10-27,11823.96532156756,11739.53467843244,3,LONG,11800,PE,2020-10-29,2020-10-27 09:36:00,122.8,46.3,2020-10-27 15:21:00,EOD Exit,76.5,1.691,74.809,10000000,8,6779.661016949152,507179.6610169491,5.071796610169491,2020
2020-10-28,11909.912210578168,11826.68778942183,3,SHORT,11850,CE,2020-10-29,2020-10-28 09:33:00,100.65,101.7,2020-10-28 09:39:00,SL Hit,-1.0499999999999972,2.0235000000000003,-3.0734999999999975,10000000,8,6751.054852320675,-20749.367088607578,-0.2074936708860758,2020
2020-10-28,11909.912210578168,11826.68778942183,3,SHORT,11850,CE,2020-10-29,2020-10-28 09:42:00,97.4,16.45,2020-10-28 15:21:00,EOD Exit,80.95,1.1385,79.81150000000001,10000000,8,6751.054852320675,538811.8143459916,5.388118143459916,2020
2020-10-29,11681.107051873749,11561.19294812625,3,SHORT,11550,CE,2020-11-05,2020-10-29 09:54:00,249.75,252.15,2020-10-29 09:57:00,SL Hit,-2.4000000000000057,5.019,-7.419000000000006,10000000,8,6926.406926406927,-51387.012987013026,-0.5138701298701303,2020
2020-10-29,11681.107051873749,11561.19294812625,3,SHORT,11550,CE,2020-11-05,2020-10-29 10:18:00,249.35,249.35,2020-10-29 10:21:00,SL Hit,0.0,4.987,-4.987,10000000,8,6926.406926406927,-34541.99134199134,-0.3454199134199134,2020
2020-10-30,11711.971860264157,11628.828139735842,3,SHORT,11650,CE,2020-11-05,2020-10-30 10:45:00,179.6,142.35,2020-10-30 15:21:00,EOD Exit,37.25,3.2195,34.0305,10000000,8,6866.9527896995705,233685.83690987126,2.3368583690987124,2020
2020-10-30,11711.971860264157,11628.828139735842,3,LONG,11700,PE,2020-11-05,2020-10-30 14:06:00,210.75,216.05,2020-10-30 14:09:00,SL Hit,-5.300000000000011,4.268,-9.568000000000012,10000000,8,6837.606837606838,-65422.222222222306,-0.654222222222223,2020
2020-11-02,11703.451595066248,11612.14840493375,3,LONG,11700,PE,2020-11-05,2020-11-02 09:27:00,202.2,205.15,2020-11-02 09:30:00,SL Hit,-2.950000000000017,4.0735,-7.023500000000017,10000000,8,6837.606837606838,-48023.93162393174,-0.4802393162393174,2020
2020-11-02,11703.451595066248,11612.14840493375,3,LONG,11700,PE,2020-11-05,2020-11-02 10:33:00,191.25,191.5,2020-11-02 10:45:00,SL Hit,-0.25,3.8275,-4.077500000000001,10000000,8,6837.606837606838,-27880.341880341886,-0.27880341880341886,2020
2020-11-03,11807.808081103381,11669.491918896618,3,SHORT,11650,CE,2020-11-05,2020-11-03 10:45:00,219.0,219.75,2020-11-03 10:51:00,SL Hit,-0.75,4.3875,-5.1375,10000000,8,6866.9527896995705,-35278.96995708154,-0.35278969957081546,2020
2020-11-03,11807.808081103381,11669.491918896618,3,SHORT,11650,CE,2020-11-05,2020-11-03 11:00:00,215.0,217.95,2020-11-03 11:27:00,SL Hit,-2.9499999999999886,4.3295,-7.279499999999989,10000000,8,6866.9527896995705,-49987.98283261795,-0.49987982832617944,2020
2020-11-04,11907.937318199169,11811.16268180083,3,SHORT,11800,CE,2020-11-05,2020-11-04 09:51:00,159.85,155.0,2020-11-04 12:27:00,SL Hit,4.849999999999994,3.1485000000000003,1.701499999999994,10000000,8,6779.661016949152,11535.593220338942,0.11535593220338942,2020
2020-11-04,11907.937318199169,11811.16268180083,3,SHORT,11800,CE,2020-11-05,2020-11-04 12:30:00,153.8,155.7,2020-11-04 12:36:00,SL Hit,-1.8999999999999773,3.095,-4.994999999999978,10000000,8,6779.661016949152,-33864.406779660865,-0.33864406779660866,2020
2020-11-06,12189.836829148559,12125.063170851443,3,SHORT,12150,CE,2020-11-12,2020-11-06 10:00:00,124.15,133.45,2020-11-06 10:03:00,SL Hit,-9.299999999999983,2.576,-11.875999999999983,10000000,8,6584.3621399176955,-78195.88477366244,-0.7819588477366245,2020
2020-11-06,12189.836829148559,12125.063170851443,3,SHORT,12150,CE,2020-11-12,2020-11-06 10:15:00,123.15,124.65,2020-11-06 10:27:00,SL Hit,-1.5,2.478,-3.978,10000000,8,6584.3621399176955,-26192.592592592595,-0.26192592592592595,2020
2020-11-10,12546.019548203254,12462.680451796747,3,SHORT,12450,CE,2020-11-12,2020-11-10 10:24:00,142.0,151.2,2020-11-10 10:36:00,SL Hit,-9.199999999999989,2.932,-12.131999999999989,10000000,8,6425.70281124498,-77956.62650602403,-0.7795662650602402,2020
2020-11-10,12546.019548203254,12462.680451796747,3,SHORT,12450,CE,2020-11-12,2020-11-10 11:51:00,151.4,161.4,2020-11-10 11:54:00,SL Hit,-10.0,3.128,-13.128,10000000,8,6425.70281124498,-84356.6265060241,-0.843566265060241,2020
2020-11-11,12750.985283999104,12653.114716000895,3,SHORT,12650,CE,2020-11-12,2020-11-11 09:57:00,128.15,129.0,2020-11-11 14:45:00,SL Hit,-0.8499999999999943,2.5715,-3.421499999999994,10000000,8,6324.110671936759,-21637.944664031584,-0.21637944664031583,2020
2020-11-11,12750.985283999104,12653.114716000895,3,LONG,12750,PE,2020-11-12,2020-11-11 12:12:00,121.4,125.95,2020-11-11 12:15:00,SL Hit,-4.549999999999997,2.4735000000000005,-7.023499999999998,10000000,8,6274.509803921569,-44069.019607843125,-0.44069019607843124,2020
2020-11-12,12765.480380183768,12660.319619816231,3,LONG,12750,PE,2020-11-19,2020-11-12 12:21:00,178.0,190.45,2020-11-12 13:21:00,SL Hit,-12.449999999999989,3.6845,-16.13449999999999,10000000,8,6274.509803921569,-101236.07843137249,-1.012360784313725,2020
2020-11-12,12765.480380183768,12660.319619816231,3,LONG,12750,PE,2020-11-19,2020-11-12 13:48:00,178.75,182.55,2020-11-12 13:51:00,SL Hit,-3.8000000000000114,3.613,-7.413000000000011,10000000,8,6274.509803921569,-46512.94117647066,-0.46512941176470657,2020
2020-11-13,12688.328614443148,12589.871385556853,3,SHORT,12600,CE,2020-11-19,2020-11-13 10:51:00,171.55,176.65,2020-11-13 10:57:00,SL Hit,-5.099999999999994,3.4820000000000007,-8.581999999999995,10000000,8,6349.206349206349,-54488.888888888854,-0.5448888888888885,2020
