date,high level,low level,atr_multiplier,side,strike,type,expiry,entry_time,entry price,exit price,exit_time,remarks,points,slippage,final_points,portfolio,index_lev,qty,pnl,ROI%,Trade Year
2019-01-16,10925.046640428225,10880.853359571776,3,LONG,10950,PE,2019-01-31,2019-01-16 14:09:00,140.65,139.05,2019-01-16 15:21:00,EOD Exit,1.5999999999999943,2.7970000000000006,-1.1970000000000063,10000000,8,7305.936073059361,-8745.205479452101,-0.08745205479452102,2019
2019-01-17,10951.98314967212,10897.916850327882,3,LONG,10950,PE,2019-01-31,2019-01-17 12:21:00,134.85,140.0,2019-01-17 12:27:00,SL Hit,-5.150000000000006,2.7485000000000004,-7.898500000000006,10000000,8,7305.936073059361,-57705.936073059405,-0.577059360730594,2019
2019-01-17,10951.98314967212,10897.916850327882,3,LONG,10950,PE,2019-01-31,2019-01-17 12:42:00,135.0,136.5,2019-01-17 12:45:00,SL Hit,-1.5,2.715,-4.215,10000000,8,7305.936073059361,-30794.520547945205,-0.30794520547945203,2019
2019-01-18,10943.899571907215,10885.800428092785,3,LONG,10950,PE,2019-01-31,2019-01-18 09:30:00,131.0,133.5,2019-01-18 09:33:00,SL Hit,-2.5,2.645,-5.145,10000000,8,7305.936073059361,-37589.04109589041,-0.37589041095890413,2019
2019-01-18,10943.899571907215,10885.800428092785,3,LONG,10950,PE,2019-01-31,2019-01-18 09:36:00,133.2,131.4,2019-01-18 09:54:00,SL Hit,1.799999999999983,2.6460000000000004,-0.8460000000000174,10000000,8,7305.936073059361,-6180.821917808346,-0.06180821917808347,2019
2019-01-22,10949.667893837392,10905.03210616261,3,LONG,10950,PE,2019-01-31,2019-01-22 10:12:00,118.95,121.45,2019-01-22 11:09:00,SL Hit,-2.5,2.404,-4.904,10000000,8,7305.936073059361,-35828.31050228311,-0.35828310502283106,2019
2019-01-22,10949.667893837392,10905.03210616261,3,LONG,10950,PE,2019-01-31,2019-01-22 13:51:00,115.6,118.35,2019-01-22 13:57:00,SL Hit,-2.75,2.3395,-5.0895,10000000,8,7305.936073059361,-37183.561643835616,-0.3718356164383561,2019
2019-01-24,10873.715744321195,10812.384255678804,3,LONG,10850,PE,2019-01-31,2019-01-24 09:33:00,109.0,105.65,2019-01-24 12:51:00,SL Hit,3.3499999999999943,2.1465,1.2034999999999942,10000000,8,7373.271889400921,8873.732718893967,0.08873732718893967,2019
2019-01-24,10873.715744321195,10812.384255678804,3,LONG,10850,PE,2019-01-31,2019-01-24 12:54:00,104.5,104.25,2019-01-24 13:30:00,SL Hit,0.25,2.0875,-1.8375,10000000,8,7373.271889400921,-13548.387096774191,-0.13548387096774192,2019
2019-01-25,10941.914647690684,10875.085352309316,3,LONG,10950,PE,2019-01-31,2019-01-25 13:39:00,98.5,110.95,2019-01-25 13:42:00,SL Hit,-12.450000000000003,2.0945,-14.544500000000003,10000000,8,7305.936073059361,-106261.1872146119,-1.062611872146119,2019
2019-01-28,10804.001912412281,10714.69808758772,3,LONG,10800,PE,2019-01-31,2019-01-28 09:54:00,116.0,123.0,2019-01-28 10:00:00,SL Hit,-7.0,2.39,-9.39,10000000,8,7407.407407407408,-69555.55555555556,-0.6955555555555556,2019
2019-01-28,10804.001912412281,10714.69808758772,3,LONG,10800,PE,2019-01-31,2019-01-28 10:03:00,120.45,129.9,2019-01-28 10:15:00,SL Hit,-9.450000000000003,2.5035000000000003,-11.953500000000004,10000000,8,7407.407407407408,-88544.44444444448,-0.8854444444444448,2019
2019-01-29,10668.545896285475,10587.954103714525,3,SHORT,10600,CE,2019-01-31,2019-01-29 09:48:00,117.65,128.9,2019-01-29 09:54:00,SL Hit,-11.25,2.4655,-13.7155,10000000,8,7547.169811320755,-103513.20754716982,-1.0351320754716982,2019
2019-01-29,10668.545896285475,10587.954103714525,3,SHORT,10600,CE,2019-01-31,2019-01-29 09:57:00,119.85,113.2,2019-01-29 15:21:00,SL Hit,6.6499999999999915,2.3305000000000002,4.319499999999991,10000000,8,7547.169811320755,32599.99999999993,0.3259999999999993,2019
2019-01-30,10734.845935054509,10651.45406494549,3,LONG,10750,PE,2019-01-31,2019-01-30 12:42:00,101.6,108.95,2019-01-30 12:45:00,SL Hit,-7.3500000000000085,2.1055,-9.455500000000008,10000000,8,7441.860465116279,-70366.51162790704,-0.7036651162790704,2019
2019-01-30,10734.845935054509,10651.45406494549,3,LONG,10750,PE,2019-01-31,2019-01-30 12:51:00,102.05,106.0,2019-01-30 13:36:00,SL Hit,-3.950000000000003,2.0805000000000002,-6.0305000000000035,10000000,8,7441.860465116279,-44878.13953488375,-0.4487813953488375,2019
2019-01-31,10746.44179810879,10651.55820189121,3,SHORT,10650,CE,2019-02-14,2019-01-31 11:51:00,,119.0,2019-01-29 15:30:00,SL Hit,,,,10000000,8,7511.737089201878,,,2019
2019-01-31,10746.44179810879,10651.55820189121,3,SHORT,10650,CE,2019-02-14,2019-01-31 12:15:00,,119.0,2019-01-29 15:30:00,SL Hit,,,,10000000,8,7511.737089201878,,,2019
2019-02-01,10892.841418544296,10828.658581455704,3,SHORT,10850,CE,2019-02-14,2019-02-01 13:57:00,,119.0,2019-01-29 15:30:00,SL Hit,,,,10000000,8,7373.271889400921,,,2019
2019-02-01,10892.841418544296,10828.658581455704,3,LONG,10900,PE,2019-02-14,2019-02-01 14:33:00,,118.45,2019-01-30 15:27:00,EOD Exit,,,,10000000,8,7339.4495412844035,,,2019
2019-02-06,11010.358079133812,10949.54192086619,3,SHORT,10950,CE,2019-02-14,2019-02-06 10:00:00,,119.0,2019-01-29 15:30:00,SL Hit,,,,10000000,8,7305.936073059361,,,2019
2019-02-07,11100.242415815728,11059.457584184272,3,SHORT,11050,CE,2019-02-14,2019-02-07 11:51:00,,119.0,2019-01-29 15:30:00,SL Hit,,,,10000000,8,7239.819004524887,,,2019
2019-02-07,11100.242415815728,11059.457584184272,3,LONG,11100,PE,2019-02-14,2019-02-07 12:51:00,,118.45,2019-01-30 15:27:00,SL Hit,,,,10000000,8,7207.207207207207,,,2019
2019-02-08,11058.619367683312,10995.880632316688,3,LONG,11050,PE,2019-02-14,2019-02-08 10:42:00,,118.45,2019-01-30 15:27:00,SL Hit,,,,10000000,8,7239.819004524887,,,2019
2019-02-08,11058.619367683312,10995.880632316688,3,LONG,11050,PE,2019-02-14,2019-02-08 10:51:00,,118.45,2019-01-30 15:27:00,SL Hit,,,,10000000,8,7239.819004524887,,,2019
2019-02-12,10926.699568426468,10870.100431573532,3,LONG,10950,PE,2019-02-14,2019-02-12 09:57:00,85.25,83.05,2019-02-12 12:54:00,SL Hit,2.200000000000003,1.683,0.5170000000000028,10000000,8,7305.936073059361,3777.16894977171,0.0377716894977171,2019
2019-02-12,10926.699568426468,10870.100431573532,3,LONG,10950,PE,2019-02-14,2019-02-12 13:09:00,79.75,86.9,2019-02-12 13:39:00,SL Hit,-7.150000000000006,1.6665,-8.816500000000005,10000000,8,7305.936073059361,-64412.78538812789,-0.6441278538812789,2019
