date,Morning ATR,side,strike,type,expiry,dte,entry_time,entry price,trade_num,exit price,exit_time,remarks,points,slippage,final_points,portfolio,index leverage,qty,pnl,ROI%,Trade Year
2020-06-09,32.19584761469768,LONG,10200,P,2020-06-11,2,09:55:00,86.95,2,94.55,2020-06-09 12:45:00,TSL Hit,-7.599999999999994,1.815,-9.414999999999994,10000000,8,7843.137254901961,-73843.13725490191,-0.7384313725490191,2020.0
2020-06-09,32.19584761469768,SHORT,10250,C,2020-06-11,2,12:45:00,72.15,3,19.0,2020-06-09 15:25:00,EOD Exit,53.150000000000006,0.9115000000000001,52.23850000000001,10000000,8,7804.878048780488,407715.12195121957,4.077151219512196,2020.0
2020-06-10,35.25360546252576,LONG,10100,P,2020-06-11,1,10:25:00,67.95,1,93.55,2020-06-10 14:25:00,TSL Hit,-25.599999999999994,1.615,-27.214999999999993,10000000,8,7920.792079207921,-215564.3564356435,-2.155643564356435,2020.0
2020-06-10,35.25360546252576,SHORT,10050,C,2020-06-11,1,14:25:00,72.2,2,110.4,2020-06-10 15:05:00,TSL Hit,-38.2,1.8260000000000003,-40.026,10000000,8,7960.199004975125,-318614.9253731344,-3.186149253731344,2020.0
2020-06-10,35.25360546252576,LONG,10100,P,2020-06-11,1,15:05:00,52.85,3,45.3,2020-06-10 15:25:00,EOD Exit,7.550000000000004,0.9815,6.568500000000004,10000000,8,7920.792079207921,52027.72277227726,0.5202772277227726,2020.0
2020-06-11,30.59226336260032,SHORT,10050,C,2020-06-11,0,10:45:00,35.9,1,0.05,2020-06-11 15:25:00,EOD Exit,35.85,0.3595,35.490500000000004,10000000,8,7960.199004975125,282511.4427860697,2.8251144278606968,2020.0
2020-06-12,50.075892840243796,LONG,9650,P,2020-06-18,6,09:15:00,177.5,1,52.0,2020-06-12 15:25:00,EOD Exit,125.5,2.295,123.205,10000000,8,8290.155440414508,1021388.6010362695,10.213886010362694,2020.0
2020-06-15,39.29524571075844,SHORT,9850,C,2020-06-18,3,10:15:00,118.9,1,115.0,2020-06-15 13:55:00,TSL Hit,3.9000000000000057,2.339,1.5610000000000057,10000000,8,8121.827411167513,12678.172588832535,0.12678172588832534,2020.0
2020-06-15,39.29524571075844,LONG,9800,P,2020-06-18,3,13:55:00,135.0,2,118.0,2020-06-15 15:25:00,EOD Exit,17.0,2.5300000000000002,14.469999999999999,10000000,8,8163.265306122449,118122.44897959183,1.1812244897959183,2020.0
2020-06-16,47.702902741094434,SHORT,9950,C,2020-06-18,2,12:05:00,92.95,1,78.25,2020-06-16 13:45:00,TSL Hit,14.700000000000003,1.712,12.988000000000003,10000000,8,8040.201005025126,104426.13065326636,1.0442613065326636,2020.0
2020-06-16,47.702902741094434,LONG,9800,P,2020-06-18,2,13:45:00,120.2,2,71.0,2020-06-16 15:25:00,EOD Exit,49.2,1.912,47.288000000000004,10000000,8,8163.265306122449,386024.4897959184,3.8602448979591837,2020.0
2020-06-17,41.44709567427538,LONG,9900,P,2020-06-18,1,09:25:00,101.1,1,120.85,2020-06-17 10:35:00,TSL Hit,-19.75,2.2195,-21.9695,10000000,8,8080.80808080808,-177531.31313131313,-1.7753131313131314,2020.0
2020-06-17,41.44709567427538,SHORT,9850,C,2020-06-18,1,10:35:00,106.0,2,107.5,2020-06-17 12:15:00,TSL Hit,-1.5,2.1350000000000002,-3.6350000000000002,10000000,8,8121.827411167513,-29522.84263959391,-0.2952284263959391,2020.0
2020-06-17,41.44709567427538,LONG,9950,P,2020-06-18,1,12:15:00,91.6,3,124.4,2020-06-17 14:45:00,TSL Hit,-32.80000000000001,2.16,-34.96000000000001,10000000,8,8040.201005025126,-281085.4271356785,-2.8108542713567846,2020.0
2020-06-17,41.44709567427538,SHORT,9900,C,2020-06-18,1,14:45:00,50.45,4,40.6,2020-06-17 15:25:00,EOD Exit,9.850000000000001,0.9105000000000001,8.9395,10000000,8,8080.80808080808,72238.38383838384,0.7223838383838385,2020.0
2020-06-18,31.930981717571104,LONG,9900,P,2020-06-18,0,10:15:00,36.9,1,0.05,2020-06-18 15:25:00,EOD Exit,36.85,0.36949999999999994,36.4805,10000000,8,8080.80808080808,294791.91919191915,2.9479191919191914,2020.0
2020-06-19,27.021702268481906,SHORT,10100,C,2020-06-25,6,09:35:00,140.15,1,158.7,2020-06-19 09:55:00,TSL Hit,-18.549999999999983,2.9885,-21.538499999999985,10000000,8,7920.792079207921,-170601.98019801968,-1.7060198019801966,2020.0
2020-06-19,27.021702268481906,LONG,10150,P,2020-06-25,6,09:55:00,180.5,2,100.0,2020-06-19 15:25:00,EOD Exit,80.5,2.805,77.695,10000000,8,7881.773399014778,612374.3842364531,6.123743842364531,2020.0
2020-06-22,32.324211064809845,LONG,10350,P,2020-06-25,3,09:25:00,141.4,1,164.85,2020-06-22 10:35:00,TSL Hit,-23.44999999999999,3.0625,-26.51249999999999,10000000,8,7729.468599033817,-204927.53623188398,-2.04927536231884,2020.0
2020-06-22,32.324211064809845,SHORT,10300,C,2020-06-25,3,10:35:00,116.15,2,135.5,2020-06-22 12:45:00,TSL Hit,-19.349999999999994,2.5165,-21.866499999999995,10000000,8,7766.9902912621355,-169836.89320388346,-1.6983689320388347,2020.0
2020-06-22,32.324211064809845,LONG,10350,P,2020-06-25,3,12:45:00,131.5,3,153.0,2020-06-22 14:55:00,TSL Hit,-21.5,2.845,-24.345,10000000,8,7729.468599033817,-188173.91304347827,-1.8817391304347828,2020.0
2020-06-22,32.324211064809845,SHORT,10350,C,2020-06-25,3,14:55:00,75.0,4,84.0,2020-06-22 15:25:00,EOD Exit,-9.0,1.59,-10.59,10000000,8,7729.468599033817,-81855.07246376811,-0.8185507246376812,2020.0
2020-06-23,28.988523502071807,SHORT,10300,C,2020-06-25,2,09:45:00,98.35,1,98.85,2020-06-23 10:15:00,TSL Hit,-0.5,1.972,-2.472,10000000,8,7766.9902912621355,-19200.0,-0.192,2020.0
2020-06-23,28.988523502071807,LONG,10350,P,2020-06-25,2,10:15:00,99.75,2,34.7,2020-06-23 15:25:00,EOD Exit,65.05,1.3444999999999998,63.7055,10000000,8,7729.468599033817,492409.6618357488,4.924096618357488,2020.0
2020-06-24,22.83512772383725,LONG,10550,P,2020-06-25,1,10:05:00,85.0,1,95.7,2020-06-24 10:45:00,TSL Hit,-10.700000000000003,1.807,-12.507000000000003,10000000,8,7582.938388625593,-94839.81042654031,-0.948398104265403,2020.0
2020-06-24,22.83512772383725,SHORT,10500,C,2020-06-25,1,10:45:00,59.7,2,75.6,2020-06-24 12:15:00,TSL Hit,-15.899999999999991,1.3530000000000002,-17.252999999999993,10000000,8,7619.047619047619,-131451.42857142852,-1.3145142857142853,2020.0
2020-06-24,22.83512772383725,LONG,10500,P,2020-06-25,1,12:15:00,67.45,3,113.5,2020-06-24 13:05:00,TSL Hit,-46.05,1.8094999999999999,-47.8595,10000000,8,7619.047619047619,-364643.8095238095,-3.6464380952380955,2020.0
2020-06-24,22.83512772383725,SHORT,10500,C,2020-06-25,1,13:05:00,46.55,4,10.5,2020-06-24 15:25:00,EOD Exit,36.05,0.5705,35.479499999999994,10000000,8,7619.047619047619,270319.99999999994,2.7031999999999994,2020.0
2020-06-25,40.32753054252203,LONG,10300,P,2020-06-25,0,09:45:00,74.5,1,62.55,2020-06-25 11:55:00,TSL Hit,11.950000000000003,1.3705,10.579500000000003,10000000,8,7766.9902912621355,82170.87378640778,0.8217087378640778,2020.0
2020-06-25,40.32753054252203,SHORT,10300,C,2020-06-25,0,11:55:00,25.8,2,34.25,2020-06-25 13:35:00,TSL Hit,-8.45,0.6005,-9.0505,10000000,8,7766.9902912621355,-70295.14563106795,-0.7029514563106795,2020.0
2020-06-25,40.32753054252203,LONG,10300,P,2020-06-25,0,13:35:00,28.25,3,11.25,2020-06-25 15:25:00,EOD Exit,17.0,0.395,16.605,10000000,8,7766.9902912621355,128970.87378640777,1.2897087378640777,2020.0
2020-06-26,38.45590141267882,SHORT,10350,C,2020-07-02,6,13:25:00,108.7,1,127.45,2020-06-26 15:15:00,TSL Hit,-18.75,2.3615,-21.1115,10000000,8,7729.468599033817,-163180.67632850242,-1.6318067632850244,2020.0
2020-06-26,38.45590141267882,LONG,10400,P,2020-07-02,6,15:15:00,161.3,2,156.5,2020-06-26 15:25:00,EOD Exit,4.800000000000011,3.1780000000000004,1.622000000000011,10000000,8,7692.307692307692,12476.923076923162,0.12476923076923162,2020.0
2020-06-29,32.294425885897496,SHORT,10250,C,2020-07-02,3,09:45:00,122.1,1,136.0,2020-06-29 12:35:00,TSL Hit,-13.900000000000006,2.5810000000000004,-16.481000000000005,10000000,8,7804.878048780488,-128632.19512195126,-1.2863219512195125,2020.0
2020-06-29,32.294425885897496,LONG,10300,P,2020-07-02,3,12:35:00,138.85,2,114.0,2020-06-29 15:25:00,EOD Exit,24.849999999999994,2.5285,22.321499999999993,10000000,8,7766.9902912621355,173370.8737864077,1.7337087378640772,2020.0
2020-06-30,28.09500397801021,SHORT,10350,C,2020-07-02,2,11:45:00,81.6,1,74.8,2020-06-30 15:25:00,EOD Exit,6.799999999999997,1.5639999999999998,5.235999999999997,10000000,8,7729.468599033817,40471.497584541044,0.40471497584541044,2020.0
2020-07-01,24.00518361972442,LONG,10350,P,2020-07-02,1,09:45:00,89.3,1,30.05,2020-07-01 15:25:00,EOD Exit,59.25,1.1935,58.0565,10000000,8,7729.468599033817,448745.8937198068,4.487458937198068,2020.0
2020-07-02,26.195642926675767,LONG,10550,P,2020-07-02,0,12:05:00,29.9,1,0.05,2020-07-02 15:25:00,EOD Exit,29.849999999999998,0.2995,29.5505,10000000,8,7582.938388625593,224079.6208530806,2.240796208530806,2020.0
2020-07-03,22.178751362445954,SHORT,10600,C,2020-07-09,6,09:35:00,107.75,1,120.45,2020-07-03 11:35:00,TSL Hit,-12.700000000000003,2.282,-14.982000000000003,10000000,8,7547.169811320755,-113071.69811320757,-1.1307169811320759,2020.0
2020-07-03,22.178751362445954,LONG,10600,P,2020-07-09,6,11:35:00,124.4,2,143.6,2020-07-03 13:25:00,TSL Hit,-19.19999999999999,2.68,-21.87999999999999,10000000,8,7547.169811320755,-165132.07547169802,-1.6513207547169801,2020.0
2020-07-03,22.178751362445954,SHORT,10600,C,2020-07-09,6,13:25:00,103.2,3,104.65,2020-07-03 15:15:00,TSL Hit,-1.4500000000000028,2.0785000000000005,-3.5285000000000033,10000000,8,7547.169811320755,-26630.188679245308,-0.2663018867924531,2020.0
2020-07-03,22.178751362445954,LONG,10600,P,2020-07-09,6,15:15:00,123.0,4,126.0,2020-07-03 15:25:00,EOD Exit,-3.0,2.49,-5.49,10000000,8,7547.169811320755,-41433.96226415095,-0.4143396226415095,2020.0
2020-07-06,24.38735982694692,LONG,10750,P,2020-07-09,3,10:45:00,117.2,1,101.7,2020-07-06 14:35:00,TSL Hit,15.5,2.189,13.311,10000000,8,7441.860465116279,99058.60465116278,0.9905860465116277,2020.0
2020-07-06,24.38735982694692,SHORT,10750,C,2020-07-09,3,14:35:00,89.0,2,104.95,2020-07-06 15:25:00,EOD Exit,-15.950000000000003,1.9395,-17.8895,10000000,8,7441.860465116279,-133131.16279069768,-1.3313116279069768,2020.0
2020-07-07,17.660502093536685,SHORT,10750,C,2020-07-09,2,10:25:00,,1,,,TSL Hit,,,,10000000,8,7441.860465116279,,,
2020-07-07,17.660502093536685,LONG,10750,P,2020-07-09,2,12:05:00,,2,,,TSL Hit,,,,10000000,8,7441.860465116279,,,
2020-07-07,17.660502093536685,SHORT,10750,C,2020-07-09,2,13:55:00,,3,,,TSL Hit,,,,10000000,8,7441.860465116279,,,
2020-07-07,17.660502093536685,LONG,10800,P,2020-07-09,2,14:15:00,,4,,,EOD Exit,,,,10000000,8,7407.407407407408,,,
2020-07-08,21.689590999700357,LONG,10850,P,2020-07-09,1,09:25:00,87.25,1,104.4,2020-07-08 09:55:00,TSL Hit,-17.150000000000006,1.9165,-19.066500000000005,10000000,8,7373.271889400921,-140582.4884792627,-1.4058248847926271,2020.0
2020-07-08,21.689590999700357,SHORT,10800,C,2020-07-09,1,09:55:00,68.5,2,73.75,2020-07-08 13:35:00,TSL Hit,-5.25,1.4225,-6.6725,10000000,8,7407.407407407408,-49425.925925925934,-0.49425925925925934,2020.0
2020-07-08,21.689590999700357,LONG,10800,P,2020-07-09,1,13:35:00,51.5,3,65.3,2020-07-08 14:25:00,TSL Hit,-13.799999999999997,1.168,-14.967999999999996,10000000,8,7407.407407407408,-110874.07407407406,-1.1087407407407406,2020.0
2020-07-08,21.689590999700357,SHORT,10800,C,2020-07-09,1,14:25:00,47.7,4,14.35,2020-07-08 15:25:00,EOD Exit,33.35,0.6205,32.7295,10000000,8,7407.407407407408,242440.74074074076,2.4244074074074073,2020.0
2020-07-09,27.491866305865724,LONG,10800,P,2020-07-09,0,12:25:00,37.8,1,0.05,2020-07-09 15:25:00,EOD Exit,37.75,0.37849999999999995,37.3715,10000000,8,7407.407407407408,276825.9259259259,2.768259259259259,2020.0
2020-07-10,23.259553650514757,LONG,10800,P,2020-07-16,6,09:55:00,122.2,1,141.0,2020-07-10 10:35:00,TSL Hit,-18.799999999999997,2.632,-21.432,10000000,8,7407.407407407408,-158755.55555555556,-1.5875555555555556,2020.0
2020-07-10,23.259553650514757,SHORT,10750,C,2020-07-16,6,10:35:00,116.95,2,112.4,2020-07-10 13:15:00,TSL Hit,4.549999999999997,2.2935000000000003,2.256499999999997,10000000,8,7441.860465116279,16792.55813953486,0.1679255813953486,2020.0
2020-07-10,23.259553650514757,LONG,10750,P,2020-07-16,6,13:15:00,113.75,3,121.85,2020-07-10 14:15:00,TSL Hit,-8.099999999999994,2.356,-10.455999999999994,10000000,8,7441.860465116279,-77812.09302325577,-0.7781209302325578,2020.0
2020-07-10,23.259553650514757,SHORT,10750,C,2020-07-16,6,14:15:00,102.0,4,119.9,2020-07-10 15:25:00,EOD Exit,-17.900000000000006,2.2190000000000003,-20.119000000000007,10000000,8,7441.860465116279,-149722.79069767447,-1.4972279069767447,2020.0
2020-07-13,25.755636489150138,SHORT,10850,C,2020-07-16,3,11:05:00,83.0,1,70.4,2020-07-13 15:25:00,EOD Exit,12.599999999999994,1.534,11.065999999999994,10000000,8,7373.271889400921,81592.62672811055,0.8159262672811055,2020.0
2020-07-13,25.755636489150138,LONG,10800,P,2020-07-16,3,15:25:00,77.25,2,,,,,,,10000000,8,7407.407407407408,,,
2020-07-14,28.582524058643607,SHORT,10700,C,2020-07-16,2,10:15:00,80.65,1,49.3,2020-07-14 13:35:00,TSL Hit,31.35000000000001,1.2994999999999999,30.05050000000001,10000000,8,7476.6355140186915,224676.63551401877,2.2467663551401875,2020.0
2020-07-14,28.582524058643607,LONG,10600,P,2020-07-16,2,13:35:00,74.65,2,74.0,2020-07-14 15:25:00,EOD Exit,0.6500000000000057,1.4865000000000002,-0.8364999999999945,10000000,8,7547.169811320755,-6313.20754716977,-0.0631320754716977,2020.0
2020-07-15,27.886494278859296,LONG,10750,P,2020-07-16,1,09:45:00,80.75,1,49.8,2020-07-15 12:15:00,TSL Hit,30.950000000000003,1.3055,29.644500000000004,10000000,8,7441.860465116279,220610.23255813954,2.206102325581395,2020.0
2020-07-15,27.886494278859296,SHORT,10750,C,2020-07-16,1,12:15:00,72.3,2,14.0,2020-07-15 15:25:00,EOD Exit,58.3,0.863,57.437,10000000,8,7441.860465116279,427438.13953488367,4.274381395348836,2020.0
2020-07-15,27.886494278859296,LONG,10650,P,2020-07-16,1,15:25:00,52.5,3,,,,,,,10000000,8,7511.737089201878,,,
2020-07-16,37.385169318856406,SHORT,10650,C,2020-07-16,0,09:25:00,19.2,1,38.45,2020-07-16 09:45:00,TSL Hit,-19.250000000000004,0.5765000000000001,-19.826500000000003,10000000,8,7511.737089201878,-148931.45539906106,-1.4893145539906105,2020.0
2020-07-16,37.385169318856406,LONG,10650,P,2020-07-16,0,09:45:00,32.6,2,0.05,2020-07-16 15:25:00,EOD Exit,32.550000000000004,0.3265,32.2235,10000000,8,7511.737089201878,242054.46009389672,2.420544600938967,2020.0
2020-07-17,29.679599568359585,LONG,10800,P,2020-07-23,6,10:15:00,112.55,1,60.45,2020-07-17 15:25:00,EOD Exit,52.099999999999994,1.73,50.37,10000000,8,7407.407407407408,373111.1111111111,3.7311111111111113,2020.0
2020-07-20,26.25240995486886,SHORT,10950,C,2020-07-23,3,13:25:00,89.65,1,121.8,2020-07-20 13:55:00,TSL Hit,-32.14999999999999,2.1145,-34.26449999999999,10000000,8,7305.936073059361,-250334.2465753424,-2.5033424657534242,2020.0
2020-07-20,26.25240995486886,LONG,11000,P,2020-07-23,3,13:55:00,102.95,2,89.95,2020-07-20 15:25:00,EOD Exit,13.0,1.929,11.071,10000000,8,7272.727272727273,80516.36363636363,0.8051636363636363,2020.0
2020-07-21,28.261298789243845,LONG,11150,P,2020-07-23,2,12:55:00,72.4,1,63.0,2020-07-21 15:25:00,EOD Exit,9.400000000000006,1.354,8.046000000000006,10000000,8,7174.8878923766815,57729.14798206282,0.5772914798206282,2020.0
2020-07-22,23.35292602021222,SHORT,11200,C,2020-07-23,1,09:15:00,40.75,1,38.8,2020-07-22 10:25:00,TSL Hit,1.9500000000000028,0.7955,1.1545000000000027,10000000,8,7142.857142857143,8246.42857142859,0.0824642857142859,2020.0
2020-07-22,23.35292602021222,LONG,11150,P,2020-07-23,1,10:25:00,70.35,2,78.6,2020-07-22 13:05:00,TSL Hit,-8.25,1.4894999999999998,-9.7395,10000000,8,7174.8878923766815,-69879.82062780269,-0.6987982062780269,2020.0
2020-07-22,23.35292602021222,SHORT,11150,C,2020-07-23,1,13:05:00,47.15,3,29.9,2020-07-22 14:55:00,TSL Hit,17.25,0.7705,16.4795,10000000,8,7174.8878923766815,118238.56502242154,1.1823856502242154,2020.0
2020-07-22,23.35292602021222,LONG,11100,P,2020-07-23,1,14:55:00,57.1,4,35.9,2020-07-22 15:25:00,EOD Exit,21.200000000000003,0.93,20.270000000000003,10000000,8,7207.207207207207,146090.09009009012,1.460900900900901,2020.0
2020-07-23,26.23957321998353,LONG,11150,P,2020-07-23,0,09:25:00,31.15,1,0.1,2020-07-23 15:25:00,EOD Exit,31.049999999999997,0.3125,30.737499999999997,10000000,8,7174.8878923766815,220538.11659192824,2.2053811659192823,2020.0
2020-07-24,23.407839428440106,SHORT,11100,C,2020-07-30,6,10:35:00,113.5,1,115.7,2020-07-24 11:55:00,TSL Hit,-2.200000000000003,2.292,-4.492000000000003,10000000,8,7207.207207207207,-32374.774774774793,-0.32374774774774795,2020.0
2020-07-24,23.407839428440106,LONG,11150,P,2020-07-30,6,11:55:00,140.7,2,98.4,2020-07-24 15:25:00,EOD Exit,42.29999999999998,2.391,39.908999999999985,10000000,8,7174.8878923766815,286342.6008968609,2.863426008968609,2020.0
2020-07-27,24.10131734380078,SHORT,11200,C,2020-07-30,3,09:25:00,63.25,1,62.6,2020-07-27 10:25:00,TSL Hit,0.6499999999999986,1.2585,-0.6085000000000014,10000000,8,7142.857142857143,-4346.428571428582,-0.043464285714285816,2020.0
2020-07-27,24.10131734380078,LONG,11150,P,2020-07-30,3,10:25:00,124.8,2,109.5,2020-07-27 15:05:00,TSL Hit,15.299999999999997,2.343,12.956999999999997,10000000,8,7174.8878923766815,92965.02242152464,0.9296502242152463,2020.0
2020-07-27,24.10131734380078,SHORT,11150,C,2020-07-30,3,15:05:00,79.55,3,76.4,2020-07-27 15:25:00,EOD Exit,3.1499999999999915,1.5594999999999999,1.5904999999999916,10000000,8,7174.8878923766815,11411.659192825051,0.11411659192825051,2020.0
2020-07-28,26.024429140990065,LONG,11200,P,2020-07-30,2,09:25:00,84.0,1,33.0,2020-07-28 15:25:00,EOD Exit,51.0,1.17,49.83,10000000,8,7142.857142857143,355928.5714285714,3.559285714285714,2020.0
2020-07-29,22.496442241370328,LONG,11300,P,2020-07-30,1,09:15:00,44.65,1,75.25,2020-07-29 09:35:00,TSL Hit,-30.6,1.199,-31.799000000000003,10000000,8,7079.646017699115,-225125.6637168142,-2.251256637168142,2020.0
2020-07-29,22.496442241370328,SHORT,11300,C,2020-07-30,1,09:35:00,53.9,2,67.8,2020-07-29 11:25:00,TSL Hit,-13.899999999999999,1.2169999999999999,-15.116999999999999,10000000,8,7079.646017699115,-107023.00884955752,-1.0702300884955753,2020.0
2020-07-29,22.496442241370328,LONG,11300,P,2020-07-30,1,11:25:00,55.35,3,71.2,2020-07-29 12:55:00,TSL Hit,-15.850000000000001,1.2655,-17.1155,10000000,8,7079.646017699115,-121171.68141592921,-1.2117168141592922,2020.0
2020-07-29,22.496442241370328,SHORT,11250,C,2020-07-30,1,12:55:00,83.25,4,43.7,2020-07-29 14:55:00,TSL Hit,39.55,1.2695,38.280499999999996,10000000,8,7111.111111111111,272216.8888888889,2.7221688888888886,2020.0
2020-07-29,22.496442241370328,LONG,11200,P,2020-07-30,1,14:55:00,40.0,5,45.95,2020-07-29 15:25:00,EOD Exit,-5.950000000000003,0.8595,-6.8095000000000026,10000000,8,7142.857142857143,-48639.28571428573,-0.4863928571428573,2020.0
2020-07-30,31.275950427376117,SHORT,11250,C,2020-07-30,0,12:45:00,15.9,1,0.05,2020-07-30 15:25:00,EOD Exit,15.85,0.1595,15.6905,10000000,8,7111.111111111111,111576.88888888889,1.115768888888889,2020.0
2020-07-31,30.726953921017355,LONG,11100,P,2020-08-06,6,09:35:00,109.55,1,133.1,2020-07-31 10:05:00,TSL Hit,-23.549999999999997,2.4265,-25.976499999999998,10000000,8,7207.207207207207,-187218.018018018,-1.87218018018018,2020.0
2020-07-31,30.726953921017355,SHORT,11100,C,2020-08-06,6,10:05:00,117.0,2,116.95,2020-07-31 14:05:00,TSL Hit,0.04999999999999716,2.3395,-2.289500000000003,10000000,8,7207.207207207207,-16500.90090090092,-0.1650090090090092,2020.0
2020-07-31,30.726953921017355,LONG,11100,P,2020-08-06,6,14:05:00,113.4,3,140.25,2020-07-31 14:45:00,TSL Hit,-26.849999999999994,2.5365,-29.386499999999995,10000000,8,7207.207207207207,-211794.59459459456,-2.1179459459459453,2020.0
2020-07-31,30.726953921017355,SHORT,11050,C,2020-08-06,6,14:45:00,113.15,4,131.05,2020-07-31 15:25:00,EOD Exit,-17.900000000000006,2.442,-20.342000000000006,10000000,8,7239.819004524887,-147272.3981900453,-1.472723981900453,2020.0
2020-08-03,30.89839616137524,SHORT,11000,C,2020-08-06,3,09:35:00,94.55,1,61.35,2020-08-03 15:25:00,EOD Exit,33.199999999999996,1.5590000000000002,31.640999999999995,10000000,8,7272.727272727273,230116.36363636362,2.3011636363636363,2020.0
2020-08-04,23.788847418343785,SHORT,10900,C,2020-08-06,2,09:25:00,98.7,1,91.3,2020-08-04 09:45:00,TSL Hit,7.400000000000006,1.9000000000000001,5.500000000000005,10000000,8,7339.4495412844035,40366.97247706426,0.40366972477064256,2020.0
2020-08-04,23.788847418343785,LONG,10950,P,2020-08-06,2,09:45:00,81.1,2,19.0,2020-08-04 15:25:00,EOD Exit,62.099999999999994,1.001,61.099,10000000,8,7305.936073059361,446385.38812785386,4.463853881278538,2020.0
2020-08-05,23.98177609129528,LONG,11200,P,2020-08-06,1,09:45:00,53.45,1,82.1,2020-08-05 11:25:00,TSL Hit,-28.64999999999999,1.3555000000000001,-30.00549999999999,10000000,8,7142.857142857143,-214324.99999999994,-2.143249999999999,2020.0
2020-08-05,23.98177609129528,SHORT,11200,C,2020-08-06,1,11:25:00,35.45,2,31.35,2020-08-05 12:05:00,TSL Hit,4.100000000000001,0.6680000000000001,3.4320000000000013,10000000,8,7142.857142857143,24514.285714285725,0.24514285714285722,2020.0
2020-08-05,23.98177609129528,LONG,11100,P,2020-08-06,1,12:05:00,56.7,3,72.55,2020-08-05 13:45:00,TSL Hit,-15.849999999999994,1.2925,-17.142499999999995,10000000,8,7207.207207207207,-123549.54954954951,-1.2354954954954953,2020.0
2020-08-05,23.98177609129528,SHORT,11100,C,2020-08-06,1,13:45:00,45.0,4,66.8,2020-08-05 14:15:00,TSL Hit,-21.799999999999997,1.118,-22.917999999999996,10000000,8,7207.207207207207,-165174.77477477473,-1.6517477477477474,2020.0
2020-08-05,23.98177609129528,LONG,11100,P,2020-08-06,1,14:15:00,40.55,5,36.95,2020-08-05 15:25:00,EOD Exit,3.5999999999999943,0.775,2.8249999999999944,10000000,8,7207.207207207207,20360.36036036032,0.2036036036036032,2020.0
2020-08-06,27.13987285458843,LONG,11200,P,2020-08-06,0,12:15:00,45.6,1,55.25,2020-08-06 14:15:00,TSL Hit,-9.649999999999999,1.0085,-10.658499999999998,10000000,8,7142.857142857143,-76132.14285714286,-0.7613214285714286,2020.0
2020-08-06,27.13987285458843,SHORT,11200,C,2020-08-06,0,14:15:00,4.85,2,2.4,2020-08-06 14:55:00,TSL Hit,2.4499999999999997,0.0725,2.3775,10000000,8,7142.857142857143,16982.14285714286,0.1698214285714286,2020.0
2020-08-06,27.13987285458843,LONG,11200,P,2020-08-06,0,14:55:00,14.85,3,0.1,2020-08-06 15:25:00,EOD Exit,14.75,0.1495,14.6005,10000000,8,7142.857142857143,104289.28571428572,1.0428928571428573,2020.0
2020-08-07,26.636788110871898,LONG,11200,P,2020-08-13,6,09:55:00,116.45,1,85.0,2020-08-07 15:25:00,EOD Exit,31.450000000000003,2.0145,29.435500000000005,10000000,8,7142.857142857143,210253.57142857148,2.102535714285715,2020.0
2020-08-10,22.39782657337262,LONG,11300,P,2020-08-13,3,09:35:00,83.65,1,90.05,2020-08-10 13:55:00,TSL Hit,-6.3999999999999915,1.7369999999999999,-8.136999999999992,10000000,8,7079.646017699115,-57607.079646017635,-0.5760707964601763,2020.0
2020-08-10,22.39782657337262,SHORT,11300,C,2020-08-13,3,13:55:00,76.3,2,79.8,2020-08-10 14:45:00,TSL Hit,-3.5,1.561,-5.061,10000000,8,7079.646017699115,-35830.08849557522,-0.3583008849557522,2020.0
2020-08-10,22.39782657337262,LONG,11300,P,2020-08-13,3,14:45:00,78.15,3,85.5,2020-08-10 15:25:00,EOD Exit,-7.349999999999994,1.6365,-8.986499999999994,10000000,8,7079.646017699115,-63621.23893805306,-0.6362123893805306,2020.0
2020-08-11,22.758453656262553,LONG,11350,P,2020-08-13,2,09:25:00,60.75,1,78.8,2020-08-11 11:05:00,TSL Hit,-18.049999999999997,1.3955000000000002,-19.445499999999996,10000000,8,7048.458149779735,-137060.7929515418,-1.370607929515418,2020.0
2020-08-11,22.758453656262553,SHORT,11350,C,2020-08-13,2,11:05:00,56.8,2,61.0,2020-08-11 12:55:00,TSL Hit,-4.200000000000003,1.178,-5.378000000000003,10000000,8,7048.458149779735,-37906.607929515434,-0.37906607929515435,2020.0
2020-08-11,22.758453656262553,LONG,11350,P,2020-08-13,2,12:55:00,67.8,3,66.95,2020-08-11 15:25:00,EOD Exit,0.8499999999999943,1.3475,-0.4975000000000056,10000000,8,7048.458149779735,-3506.6079295154577,-0.03506607929515458,2020.0
2020-08-12,21.964667613399854,LONG,11300,P,2020-08-13,1,11:05:00,61.0,1,39.1,2020-08-12 15:25:00,EOD Exit,21.9,1.001,20.898999999999997,10000000,8,7079.646017699115,147957.52212389378,1.4795752212389377,2020.0
2020-08-13,16.560292452913878,LONG,11350,P,2020-08-13,0,09:35:00,28.7,1,57.65,2020-08-13 11:35:00,TSL Hit,-28.95,0.8634999999999999,-29.813499999999998,10000000,8,7048.458149779735,-210139.20704845813,-2.1013920704845814,2020.0
2020-08-13,16.560292452913878,SHORT,11350,C,2020-08-13,0,11:35:00,12.85,2,7.85,2020-08-13 13:05:00,TSL Hit,5.0,0.207,4.793,10000000,8,7048.458149779735,33783.259911894274,0.33783259911894276,2020.0
