date,Morning ATR,side,strike,type,expiry,dte,entry_time,entry price,trade_num,spot_price_at_entry,exit price,exit_time,spot_level_at_exit,remarks,points,index_lev,slippage,final_points,portfolio,qty,pnl,ROI%,Trade Year
2019-02-08,17.115057899673584,SHORT,11000,C,2019-02-14,6,10:25:00,,1,11004.1,,,11008.8,TSL Hit,,3,,,10000000,2727.2727272727275,,,
2019-02-08,17.115057899673584,LONG,11000,P,2019-02-14,6,13:35:00,,2,11008.8,,,10969.8,TSL Hit,,9,,,10000000,8181.818181818182,,,
2019-02-08,17.115057899673584,SHORT,11000,C,2019-02-14,6,14:55:00,,3,10969.8,,,10932.6,EOD Exit,,3,,,10000000,2727.2727272727275,,,
2019-02-11,19.782031098179157,SHORT,10900,C,2019-02-14,3,09:25:00,55.0,1,10887.2,58.25,2019-02-11 12:15:00,10900.1,TSL Hit,-3.25,8,1.1325,-4.3825,10000000,7339.4495412844035,-32165.1376146789,-0.321651376146789,2019.0
2019-02-11,19.782031098179157,LONG,10900,P,2019-02-14,3,12:15:00,60.55,2,10900.1,63.25,2019-02-11 14:55:00,10876.2,TSL Hit,-2.700000000000003,8,1.238,-3.938000000000003,10000000,7339.4495412844035,-28902.752293578003,-0.28902752293578005,2019.0
2019-02-11,19.782031098179157,SHORT,10900,C,2019-02-14,3,14:55:00,47.05,3,10876.2,59.9,2019-02-11 15:25:00,10899.9,EOD Exit,-12.850000000000001,8,1.0695,-13.919500000000001,10000000,7339.4495412844035,-102161.46788990826,-1.0216146788990828,2019.0
2019-02-12,16.64863763905687,SHORT,10900,C,2019-02-14,2,09:45:00,44.15,1,10868.5,25.2,2019-02-12 15:25:00,10828.4,EOD Exit,18.95,3,0.6935,18.2565,10000000,2752.293577981651,50247.247706422015,0.5024724770642202,2019.0
2019-02-13,18.07874286225611,SHORT,10850,C,2019-02-14,1,09:55:00,49.5,1,10853.25,54.55,2019-02-13 10:55:00,10873.3,TSL Hit,-5.049999999999997,8,1.0405,-6.090499999999997,10000000,7373.271889400921,-44906.912442396286,-0.44906912442396285,2019.0
2019-02-13,18.07874286225611,LONG,10850,P,2019-02-14,1,10:55:00,25.05,2,10873.3,39.55,2019-02-13 13:35:00,10836.05,TSL Hit,-14.499999999999996,8,0.6459999999999999,-15.145999999999997,10000000,7373.271889400921,-111675.57603686633,-1.1167557603686633,2019.0
2019-02-13,18.07874286225611,SHORT,10850,C,2019-02-14,1,13:35:00,34.7,3,10836.05,10.0,2019-02-13 15:25:00,10774.25,EOD Exit,24.700000000000003,8,0.44700000000000006,24.253000000000004,10000000,7373.271889400921,178823.96313364056,1.7882396313364055,2019.0
2019-02-14,16.8088180583937,SHORT,10750,C,2019-02-14,0,09:55:00,28.85,1,10752.0,20.8,2019-02-14 13:55:00,10756.3,TSL Hit,8.05,10,0.49650000000000005,7.5535000000000005,10000000,9302.32558139535,70265.11627906977,0.7026511627906977,2019.0
2019-02-14,16.8088180583937,LONG,10750,P,2019-02-14,0,13:55:00,7.6,2,10756.3,9.0,2019-02-14 14:25:00,10749.25,TSL Hit,-1.4000000000000004,10,0.166,-1.5660000000000003,10000000,9302.32558139535,-14567.44186046512,-0.14567441860465122,2019.0
2019-02-14,16.8088180583937,SHORT,10750,C,2019-02-14,0,14:25:00,12.45,3,10749.25,0.05,2019-02-14 15:25:00,10759.8,EOD Exit,12.399999999999999,10,0.125,12.274999999999999,10000000,9302.32558139535,114186.0465116279,1.141860465116279,2019.0
2019-02-15,17.692483748581427,SHORT,10750,C,2019-02-21,6,09:15:00,76.7,1,10724.05,49.15,2019-02-15 13:25:00,10658.55,TSL Hit,27.550000000000004,3,1.2585,26.291500000000003,10000000,2790.6976744186045,73371.62790697675,0.7337162790697676,2019.0
2019-02-15,17.692483748581427,LONG,10650,P,2019-02-21,6,13:25:00,81.0,2,10658.55,62.0,2019-02-15 14:45:00,10694.0,TSL Hit,19.0,9,1.43,17.57,10000000,8450.704225352112,148478.87323943662,1.4847887323943663,2019.0
2019-02-15,17.692483748581427,SHORT,10700,C,2019-02-21,6,14:45:00,83.05,3,10694.0,97.5,2019-02-15 15:05:00,10728.35,TSL Hit,-14.450000000000003,3,1.8055,-16.2555,10000000,2803.7383177570096,-45576.16822429907,-0.45576168224299074,2019.0
2019-02-18,23.01059556566811,SHORT,10700,C,2019-02-21,3,09:15:00,80.95,1,10693.1,46.0,2019-02-18 15:25:00,10631.3,EOD Exit,34.95,8,1.2695,33.6805,10000000,7476.6355140186915,251816.82242990655,2.5181682242990653,2019.0
2019-02-19,16.325043537482657,LONG,10650,P,2019-02-21,2,09:25:00,54.8,1,10676.45,36.6,2019-02-19 14:05:00,10686.15,TSL Hit,18.199999999999996,9,0.914,17.285999999999994,10000000,8450.704225352112,146078.87323943657,1.4607887323943656,2019.0
2019-02-19,16.325043537482657,SHORT,10700,C,2019-02-21,2,14:05:00,52.45,2,10686.15,17.4,2019-02-19 15:25:00,10605.15,EOD Exit,35.050000000000004,3,0.6985,34.3515,10000000,2803.7383177570096,96312.61682242992,0.9631261682242992,2019.0
2019-02-20,22.431533126061613,SHORT,10650,C,2019-02-21,1,14:05:00,38.55,1,10647.8,45.0,2019-02-20 14:55:00,10715.5,TSL Hit,-6.450000000000003,8,0.8355,-7.2855000000000025,10000000,7511.737089201878,-54726.7605633803,-0.547267605633803,2019.0
2019-02-20,22.431533126061613,LONG,10700,P,2019-02-21,1,14:55:00,26.7,2,10715.5,18.9,2019-02-20 15:25:00,10742.25,EOD Exit,7.800000000000001,8,0.45599999999999996,7.344000000000001,10000000,7476.6355140186915,54908.41121495328,0.5490841121495328,2019.0
2019-02-21,19.033901682889176,LONG,10750,P,2019-02-21,0,11:15:00,16.5,1,10759.95,0.05,2019-02-21 15:25:00,10791.95,EOD Exit,16.45,10,0.1655,16.284499999999998,10000000,9302.32558139535,151483.72093023255,1.5148372093023255,2019.0
2019-02-22,13.971137475193595,LONG,10800,P,2019-02-28,6,10:05:00,67.95,1,10791.8,62.0,2019-02-22 15:25:00,10789.7,EOD Exit,5.950000000000003,9,1.2994999999999999,4.650500000000003,10000000,8333.333333333334,38754.16666666669,0.38754166666666695,2019.0
2019-02-25,12.82516913850371,SHORT,10800,C,2019-02-28,3,09:25:00,68.65,1,10802.25,75.2,2019-02-25 12:05:00,10821.95,TSL Hit,-6.549999999999997,8,1.4385000000000003,-7.9884999999999975,10000000,7407.407407407408,-59174.07407407406,-0.5917407407407406,2019.0
2019-02-25,12.82516913850371,LONG,10800,P,2019-02-28,3,12:05:00,42.45,2,10821.95,23.3,2019-02-25 15:25:00,10879.15,EOD Exit,19.150000000000002,8,0.6575,18.492500000000003,10000000,7407.407407407408,136981.48148148152,1.369814814814815,2019.0
2019-02-26,16.840864819173103,SHORT,10800,C,2019-02-28,2,09:15:00,66.8,1,10789.4,61.0,2019-02-26 10:25:00,10780.1,TSL Hit,5.799999999999997,3,1.278,4.521999999999997,10000000,2777.777777777778,12561.111111111102,0.12561111111111103,2019.0
2019-02-26,16.840864819173103,LONG,10750,P,2019-02-28,2,10:25:00,59.5,2,10780.1,33.55,2019-02-26 14:45:00,10846.1,TSL Hit,25.950000000000003,9,0.9305,25.019500000000004,10000000,8372.093023255815,209465.58139534888,2.0946558139534885,2019.0
2019-02-26,16.840864819173103,SHORT,10850,C,2019-02-28,2,14:45:00,53.3,3,10846.1,42.45,2019-02-26 15:25:00,10829.0,EOD Exit,10.849999999999994,3,0.9575,9.892499999999995,10000000,2764.9769585253457,27352.534562211968,0.27352534562211966,2019.0
2019-02-27,20.93144264622869,LONG,10900,P,2019-02-28,1,09:55:00,37.8,1,10919.45,53.6,2019-02-27 11:15:00,10885.05,TSL Hit,-15.800000000000004,8,0.914,-16.714000000000006,10000000,7339.4495412844035,-122671.55963302756,-1.2267155963302756,2019.0
2019-02-27,20.93144264622869,SHORT,10900,C,2019-02-28,1,11:15:00,41.75,2,10885.05,22.35,2019-02-27 12:55:00,10801.35,TSL Hit,19.4,8,0.6409999999999999,18.759,10000000,7339.4495412844035,137680.73394495412,1.3768073394495413,2019.0
2019-02-27,20.93144264622869,LONG,10800,P,2019-02-28,1,12:55:00,62.2,3,10801.35,61.15,2019-02-27 14:35:00,10793.6,TSL Hit,1.0500000000000043,8,1.2335,-0.18349999999999578,10000000,7407.407407407408,-1359.259259259228,-0.013592592592592278,2019.0
2019-02-27,20.93144264622869,SHORT,10800,C,2019-02-28,1,14:35:00,57.8,4,10793.6,50.95,2019-02-27 15:25:00,10793.9,EOD Exit,6.849999999999994,8,1.0875000000000001,5.762499999999994,10000000,7407.407407407408,42685.185185185146,0.4268518518518515,2019.0
2019-02-28,25.475802953719594,SHORT,10800,C,2019-02-28,0,11:55:00,32.4,1,10809.25,0.05,2019-02-28 15:25:00,10801.8,EOD Exit,32.35,10,0.32449999999999996,32.0255,10000000,9259.25925925926,296532.4074074074,2.9653240740740743,2019.0
2019-03-01,18.310674900403605,SHORT,10850,C,2019-03-07,6,12:45:00,71.85,1,10826.15,82.15,2019-03-01 14:45:00,10862.7,TSL Hit,-10.300000000000011,3,1.54,-11.84000000000001,10000000,2764.9769585253457,-32737.327188940122,-0.32737327188940124,2019.0
2019-03-01,18.310674900403605,LONG,10850,P,2019-03-07,6,14:45:00,62.95,2,10862.7,57.0,2019-03-01 15:25:00,10861.65,EOD Exit,5.950000000000003,9,1.1995,4.750500000000002,10000000,8294.930875576038,39405.069124423986,0.39405069124423986,2019.0
2019-03-05,12.933702465133926,LONG,10850,P,2019-03-07,2,09:15:00,62.1,1,10850.85,14.1,2019-03-05 15:25:00,10985.7,EOD Exit,48.0,9,0.762,47.238,10000000,8294.930875576038,391835.9447004609,3.918359447004609,2019.0
2019-03-06,14.551695111472982,SHORT,11000,C,2019-03-07,1,10:15:00,35.65,1,11001.65,54.1,2019-03-06 10:45:00,11033.3,TSL Hit,-18.450000000000003,8,0.8975,-19.347500000000004,10000000,7272.727272727273,-140709.09090909094,-1.4070909090909094,2019.0
2019-03-06,14.551695111472982,LONG,11050,P,2019-03-07,1,10:45:00,51.1,2,11033.3,56.9,2019-03-06 13:45:00,11015.95,TSL Hit,-5.799999999999997,8,1.08,-6.879999999999997,10000000,7239.819004524887,-49809.9547511312,-0.49809954751131197,2019.0
2019-03-06,14.551695111472982,SHORT,11000,C,2019-03-07,1,13:45:00,39.95,3,11015.95,54.0,2019-03-06 14:25:00,11048.6,TSL Hit,-14.049999999999997,8,0.9395,-14.989499999999998,10000000,7272.727272727273,-109014.54545454544,-1.0901454545454545,2019.0
2019-03-06,14.551695111472982,LONG,11050,P,2019-03-07,1,14:25:00,38.6,4,11048.6,30.3,2019-03-06 15:25:00,11049.1,EOD Exit,8.3,8,0.6890000000000001,7.611000000000001,10000000,7239.819004524887,55102.262443438914,0.5510226244343892,2019.0
2019-03-07,15.472682902410432,SHORT,11050,C,2019-03-07,0,11:05:00,12.85,1,11040.5,16.9,2019-03-07 13:35:00,11067.85,TSL Hit,-4.049999999999999,10,0.2975,-4.347499999999999,10000000,9049.773755656108,-39343.89140271492,-0.39343891402714926,2019.0
2019-03-07,15.472682902410432,LONG,11050,P,2019-03-07,0,13:35:00,6.35,2,11067.85,0.2,2019-03-07 15:05:00,11057.3,TSL Hit,6.1499999999999995,10,0.0655,6.084499999999999,10000000,9049.773755656108,55063.348416289584,0.5506334841628958,2019.0
2019-03-08,13.639684309253258,LONG,11050,P,2019-03-14,6,09:25:00,78.65,1,11046.35,88.25,2019-03-08 09:45:00,11017.7,TSL Hit,-9.599999999999994,9,1.669,-11.268999999999995,10000000,8144.796380090498,-91783.71040723978,-0.9178371040723977,2019.0
2019-03-08,13.639684309253258,SHORT,11000,C,2019-03-14,6,09:45:00,68.5,2,11017.7,79.95,2019-03-08 11:15:00,11037.7,TSL Hit,-11.450000000000003,3,1.4845,-12.934500000000003,10000000,2727.2727272727275,-35275.9090909091,-0.352759090909091,2019.0
2019-03-08,13.639684309253258,LONG,11050,P,2019-03-14,6,11:15:00,76.1,3,11037.7,86.0,2019-03-08 12:35:00,11016.75,TSL Hit,-9.900000000000006,9,1.621,-11.521000000000006,10000000,8144.796380090498,-93836.19909502268,-0.9383619909502268,2019.0
2019-03-08,13.639684309253258,SHORT,11000,C,2019-03-14,6,12:35:00,70.15,4,11016.75,81.7,2019-03-08 14:35:00,11037.65,TSL Hit,-11.549999999999997,3,1.5185000000000002,-13.068499999999997,10000000,2727.2727272727275,-35641.36363636363,-0.3564136363636363,2019.0
2019-03-08,13.639684309253258,LONG,11050,P,2019-03-14,6,14:35:00,68.3,5,11037.65,66.45,2019-03-08 15:25:00,11036.6,EOD Exit,1.8499999999999943,9,1.3475,0.5024999999999944,10000000,8144.796380090498,4092.76018099543,0.0409276018099543,2019.0
