date,high level,low level,atr_multiplier,Morning ATR,side,strike,type,expiry,entry_time,entry price,exit price,exit_time,remarks,points,slippage,final_points,portfolio,index leverage,qty,pnl,ROI%,Trade Year
2019-01-07,10820.416513500822,10765.983486499177,5,13.96330270016425,SHORT,10750,CE,2019-01-31,2019-01-07 14:57:00,189.2,197.45,2019-01-07 15:21:00,EOD Exit,-8.25,3.8665,-12.1165,10000000,8,7441.860465116279,-90169.30232558139,-0.9016930232558139,2019
2019-01-08,10781.912671409214,10738.937328590786,5,9.462534281842988,SHORT,10750,CE,2019-01-31,2019-01-08 09:18:00,183.45,210.0,2019-01-08 10:06:00,TSL Hit,-26.55000000000001,3.9345,-30.48450000000001,10000000,8,7441.860465116279,-226861.39534883728,-2.2686139534883725,2019
2019-01-08,10781.312671409214,10741.737328590785,5,9.462534281842988,LONG,10800,PE,2019-01-31,2019-01-08 10:03:00,149.4,169.0,2019-01-08 11:54:00,TSL Hit,-19.599999999999994,3.1839999999999997,-22.783999999999995,10000000,8,7407.407407407408,-168770.37037037034,-1.6877037037037033,2019
2019-01-08,10796.012671409215,10751.387328590787,5,9.462534281842988,SHORT,10750,CE,2019-01-31,2019-01-08 11:57:00,190.05,222.25,2019-01-08 14:06:00,TSL Hit,-32.19999999999999,4.123,-36.322999999999986,10000000,8,7441.860465116279,-270310.6976744185,-2.703106976744185,2019
2019-01-08,10794.862671409213,10764.337328590786,5,9.462534281842988,LONG,10800,PE,2019-01-31,2019-01-08 14:03:00,129.25,141.2,2019-01-08 15:21:00,EOD Exit,-11.949999999999989,2.7045,-14.654499999999988,10000000,8,7407.407407407408,-108551.85185185177,-1.0855185185185177,2019
2019-01-09,10864.15783631281,10818.09216368719,5,10.45156726256203,SHORT,10800,CE,2019-01-31,2019-01-09 13:51:00,174.05,188.95,2019-01-09 15:00:00,TSL Hit,-14.899999999999977,3.63,-18.529999999999976,10000000,8,7407.407407407408,-137259.2592592591,-1.372592592592591,2019
2019-01-09,10802.65783631281,10818.09216368719,5,10.45156726256203,LONG,10800,PE,2019-01-31,2019-01-09 14:18:00,143.25,146.85,2019-01-09 14:21:00,TSL Hit,-3.5999999999999943,2.9010000000000002,-6.500999999999994,10000000,8,7407.407407407408,-48155.55555555552,-0.48155555555555524,2019
2019-01-09,10835.65783631281,10818.09216368719,5,10.45156726256203,LONG,10850,PE,2019-01-31,2019-01-09 14:51:00,119.65,118.9,2019-01-09 15:21:00,EOD Exit,0.75,2.3855,-1.6355,10000000,8,7373.271889400921,-12058.986175115206,-0.12058986175115206,2019
2019-01-11,10846.514690267175,10811.535309732824,5,7.692938053435176,SHORT,10800,CE,2019-01-31,2019-01-11 10:36:00,169.05,152.6,2019-01-11 14:45:00,TSL Hit,16.450000000000017,3.2165,13.233500000000017,10000000,8,7407.407407407408,98025.92592592606,0.9802592592592606,2019
2019-01-11,10778.164690267176,10811.535309732824,5,7.692938053435176,LONG,10800,PE,2019-01-31,2019-01-11 14:42:00,133.1,134.3,2019-01-11 14:45:00,TSL Hit,-1.200000000000017,2.674,-3.874000000000017,10000000,8,7407.407407407408,-28696.296296296423,-0.2869629629629642,2019
2019-01-14,10797.415461097027,10754.434538902973,5,10.513092219405374,SHORT,10750,CE,2019-01-31,2019-01-14 09:18:00,158.05,150.25,2019-01-14 15:21:00,EOD Exit,7.800000000000011,3.083,4.717000000000011,10000000,8,7441.860465116279,35103.25581395357,0.3510325581395357,2019
2019-01-15,10816.065091468718,10787.984908531282,5,7.7030182937436384,LONG,10800,PE,2019-01-31,2019-01-15 09:30:00,109.0,81.2,2019-01-15 15:21:00,EOD Exit,27.799999999999997,1.902,25.897999999999996,10000000,8,7407.407407407408,191837.03703703702,1.91837037037037,2019
2019-01-16,10926.912478142287,10894.887521857712,5,6.602495628457507,SHORT,10900,CE,2019-01-31,2019-01-16 11:03:00,141.0,150.35,2019-01-16 12:03:00,TSL Hit,-9.349999999999994,2.9135000000000004,-12.263499999999995,10000000,8,7339.4495412844035,-90007.33944954125,-0.9000733944954126,2019
2019-01-16,10912.462478142288,10894.887521857712,5,6.602495628457507,LONG,10900,PE,2019-01-31,2019-01-16 12:00:00,106.0,120.9,2019-01-16 13:51:00,TSL Hit,-14.900000000000006,2.269,-17.169000000000004,10000000,8,7339.4495412844035,-126011.00917431196,-1.2601100917431196,2019
2019-01-16,10917.112478142288,10890.837521857713,5,6.602495628457507,SHORT,10900,CE,2019-01-31,2019-01-16 14:03:00,137.25,133.9,2019-01-16 15:21:00,EOD Exit,3.3499999999999943,2.7115,0.6384999999999943,10000000,8,7339.4495412844035,4686.23853211005,0.0468623853211005,2019
2019-01-17,10925.80927952359,10888.34072047641,5,8.141855904718028,SHORT,10900,CE,2019-01-31,2019-01-17 13:00:00,121.35,119.95,2019-01-17 14:21:00,TSL Hit,1.3999999999999915,2.4130000000000003,-1.0130000000000088,10000000,8,7339.4495412844035,-7434.862385321165,-0.07434862385321166,2019
2019-01-17,10885.609279523589,10888.34072047641,5,8.141855904718028,LONG,10900,PE,2019-01-31,2019-01-17 14:18:00,114.75,113.55,2019-01-17 14:21:00,TSL Hit,1.2000000000000028,2.2830000000000004,-1.0829999999999975,10000000,8,7339.4495412844035,-7948.623853210991,-0.07948623853210991,2019
2019-01-17,10922.45927952359,10884.740720476411,5,8.141855904718028,LONG,10900,PE,2019-01-31,2019-01-17 14:54:00,97.05,108.35,2019-01-17 15:21:00,EOD Exit,-11.299999999999997,2.054,-13.353999999999997,10000000,8,7339.4495412844035,-98011.00917431191,-0.980110091743119,2019
2019-01-18,10918.136873355324,10883.013126644675,5,8.92737467106478,SHORT,10900,CE,2019-01-31,2019-01-18 09:33:00,117.5,125.7,2019-01-18 14:15:00,TSL Hit,-8.200000000000003,2.432,-10.632000000000003,10000000,8,7339.4495412844035,-78033.02752293581,-0.7803302752293582,2019
2019-01-18,10896.836873355325,10883.013126644675,5,8.92737467106478,LONG,10900,PE,2019-01-31,2019-01-18 10:51:00,102.1,109.75,2019-01-18 11:09:00,TSL Hit,-7.650000000000006,2.1185,-9.768500000000007,10000000,8,7339.4495412844035,-71695.41284403675,-0.7169541284403675,2019
2019-01-18,10907.136873355324,10883.013126644675,5,8.92737467106478,LONG,10900,PE,2019-01-31,2019-01-18 14:00:00,97.05,96.35,2019-01-18 15:21:00,EOD Exit,0.7000000000000028,1.9339999999999997,-1.2339999999999969,10000000,8,7339.4495412844035,-9056.88073394493,-0.0905688073394493,2019
2019-01-21,10927.785166044954,10889.264833955045,5,8.37703320899099,LONG,10950,PE,2019-01-31,2019-01-21 09:33:00,116.95,103.55,2019-01-21 15:21:00,EOD Exit,13.400000000000006,2.205,11.195000000000006,10000000,8,7305.936073059361,81789.95433789959,0.817899543378996,2019
2019-01-22,10942.894103849832,10915.705896150166,5,6.81882076996652,SHORT,10900,CE,2019-01-31,2019-01-22 09:30:00,126.3,122.25,2019-01-22 13:42:00,TSL Hit,4.049999999999997,2.4855,1.5644999999999971,10000000,8,7339.4495412844035,11482.568807339429,0.11482568807339429,2019
2019-01-22,10898.594103849833,10915.705896150166,5,6.81882076996652,LONG,10900,PE,2019-01-31,2019-01-22 13:39:00,97.7,97.75,2019-01-22 13:42:00,TSL Hit,-0.04999999999999716,1.9545,-2.004499999999997,10000000,8,7339.4495412844035,-14711.926605504565,-0.14711926605504566,2019
2019-01-22,10925.544103849834,10893.605896150168,5,6.81882076996652,LONG,10950,PE,2019-01-31,2019-01-22 15:09:00,88.75,88.7,2019-01-22 15:21:00,EOD Exit,0.04999999999999716,1.7745,-1.7245000000000028,10000000,8,7305.936073059361,-12599.086757990888,-0.12599086757990888,2019
2019-01-23,10937.417622820993,10906.832377179007,5,7.5435245641984565,SHORT,10900,CE,2019-01-31,2019-01-23 14:21:00,115.0,75.6,2019-01-23 15:21:00,EOD Exit,39.400000000000006,1.906,37.49400000000001,10000000,8,7339.4495412844035,275185.32110091747,2.7518532110091747,2019
2019-01-24,10844.84911436286,10802.850885637139,5,9.189822872571874,LONG,10850,PE,2019-01-31,2019-01-24 10:39:00,92.0,105.65,2019-01-24 12:51:00,TSL Hit,-13.650000000000006,1.9765000000000001,-15.626500000000005,10000000,8,7373.271889400921,-115218.43317972354,-1.1521843317972353,2019
2019-01-24,10855.399114362861,10812.15088563714,5,9.189822872571874,SHORT,10800,CE,2019-01-31,2019-01-24 13:39:00,105.9,137.0,2019-01-24 15:12:00,TSL Hit,-31.099999999999994,2.4290000000000003,-33.528999999999996,10000000,8,7407.407407407408,-248362.96296296295,-2.4836296296296294,2019
2019-01-24,10847.79911436286,10812.15088563714,5,9.189822872571874,LONG,10850,PE,2019-01-31,2019-01-24 15:09:00,81.45,72.45,2019-01-24 15:21:00,EOD Exit,9.0,1.5390000000000001,7.461,10000000,8,7373.271889400921,55011.98156682028,0.5501198156682028,2019
2019-01-25,10909.482665737902,10880.567334262098,5,9.946533147580226,LONG,10900,PE,2019-01-31,2019-01-25 09:18:00,54.25,77.95,2019-01-25 13:33:00,TSL Hit,-23.700000000000003,1.3219999999999998,-25.022000000000002,10000000,8,7339.4495412844035,-183647.70642201835,-1.8364770642201833,2019
2019-01-25,10921.932665737902,10881.617334262099,5,9.946533147580226,SHORT,10900,CE,2019-01-31,2019-01-25 13:36:00,72.75,35.3,2019-01-25 15:21:00,EOD Exit,37.45,1.0805,36.3695,10000000,8,7339.4495412844035,266932.1100917431,2.6693211009174314,2019
2019-01-28,10784.746785897487,10735.003214102513,5,13.789357179497593,SHORT,10750,CE,2019-01-31,2019-01-28 09:36:00,77.1,44.5,2019-01-28 15:21:00,EOD Exit,32.599999999999994,1.216,31.383999999999993,10000000,8,7441.860465116279,233555.34883720923,2.3355534883720925,2019
2019-01-29,10665.176758611387,10613.723241388612,5,12.315351722277542,SHORT,10600,CE,2019-01-31,2019-01-29 13:06:00,79.5,104.15,2019-01-29 15:18:00,TSL Hit,-24.650000000000006,1.8365,-26.486500000000007,10000000,8,7547.169811320755,-199898.11320754723,-1.9989811320754722,2019
2019-01-29,10645.526758611388,10613.723241388612,5,12.315351722277542,LONG,10650,PE,2019-01-31,2019-01-29 15:15:00,52.0,35.65,2019-01-29 15:21:00,EOD Exit,16.35,0.8765000000000001,15.473500000000001,10000000,8,7511.737089201878,116232.86384976527,1.1623286384976528,2019
2019-01-30,10701.188162653574,10642.911837346426,5,12.787632530714784,SHORT,10650,CE,2019-01-31,2019-01-30 10:30:00,44.35,36.8,2019-01-30 15:21:00,EOD Exit,7.550000000000004,0.8115000000000001,6.738500000000004,10000000,8,7511.737089201878,50617.840375586886,0.5061784037558689,2019
2019-01-30,10686.638162653575,10642.911837346426,5,12.787632530714784,LONG,10700,PE,2019-01-31,2019-01-30 14:27:00,42.4,95.5,2019-01-30 14:45:00,TSL Hit,-53.1,1.379,-54.479,10000000,8,7476.6355140186915,-407319.62616822426,-4.073196261682243,2019
2019-01-31,10748.89126348694,10684.40873651306,5,14.018252697387968,LONG,10750,PE,2019-02-14,2019-01-31 11:27:00,,80.0,2019-01-30 15:30:00,EOD Exit,,,,10000000,8,7441.860465116279,,,2019
2019-02-01,10885.913754789726,10856.186245210274,5,9.812750957945077,LONG,10900,PE,2019-02-14,2019-02-01 12:24:00,,80.0,2019-01-30 15:30:00,TSL Hit,,,,10000000,8,7339.4495412844035,,,2019
2019-02-01,10943.513754789727,10909.136245210275,5,9.812750957945077,SHORT,10900,CE,2019-02-14,2019-02-01 12:48:00,,28.6,2019-01-30 15:30:00,TSL Hit,,,,10000000,8,7339.4495412844035,,,2019
2019-02-01,10943.513754789727,10909.136245210275,5,9.812750957945077,LONG,10950,PE,2019-02-14,2019-02-01 12:57:00,,80.0,2019-01-30 15:30:00,TSL Hit,,,,10000000,8,7305.936073059361,,,2019
2019-02-01,10950.013754789727,10934.186245210274,5,9.812750957945077,SHORT,10950,CE,2019-02-14,2019-02-01 13:48:00,,28.6,2019-01-30 15:30:00,EOD Exit,,,,10000000,8,7305.936073059361,,,2019
2019-02-01,10862.713754789725,10934.186245210274,5,9.812750957945077,LONG,10850,PE,2019-02-14,2019-02-01 14:39:00,,80.0,2019-01-30 15:30:00,TSL Hit,,,,10000000,8,7373.271889400921,,,2019
2019-02-06,11010.628605402324,10970.721394597676,5,9.395721080464922,LONG,11000,PE,2019-02-14,2019-02-06 09:51:00,,80.0,2019-01-30 15:30:00,EOD Exit,,,,10000000,8,7272.727272727273,,,2019
2019-02-07,11088.945420220854,11062.654579779146,5,6.549084044170571,LONG,11100,PE,2019-02-14,2019-02-07 09:18:00,,80.0,2019-01-30 15:30:00,TSL Hit,,,,10000000,8,7207.207207207207,,,2019
2019-02-07,11110.745420220854,11085.154579779146,5,6.549084044170571,SHORT,11100,CE,2019-02-14,2019-02-07 12:00:00,,28.6,2019-01-30 15:30:00,TSL Hit,,,,10000000,8,7207.207207207207,,,2019
2019-02-07,11076.845420220854,11085.154579779146,5,6.549084044170571,LONG,11100,PE,2019-02-14,2019-02-07 13:12:00,,80.0,2019-01-30 15:30:00,TSL Hit,,,,10000000,8,7207.207207207207,,,2019
2019-02-07,11091.445420220854,11080.404579779146,5,6.549084044170571,SHORT,11100,CE,2019-02-14,2019-02-07 15:15:00,,28.6,2019-01-30 15:30:00,EOD Exit,,,,10000000,8,7207.207207207207,,,2019
2019-02-08,11040.866084165944,10993.483915834056,5,9.533216833188535,SHORT,11000,CE,2019-02-14,2019-02-08 10:36:00,,28.6,2019-01-30 15:30:00,TSL Hit,,,,10000000,8,7272.727272727273,,,2019
2019-02-08,11000.216084165942,10993.483915834056,5,9.533216833188535,LONG,11000,PE,2019-02-14,2019-02-08 13:42:00,,80.0,2019-01-30 15:30:00,TSL Hit,,,,10000000,8,7272.727272727273,,,2019
2019-02-08,10991.866084165944,10975.083915834057,5,9.533216833188535,SHORT,11000,CE,2019-02-14,2019-02-08 15:06:00,,28.6,2019-01-30 15:30:00,EOD Exit,,,,10000000,8,7272.727272727273,,,2019
2019-02-11,10922.119600190383,10872.280399809617,5,11.723920038076361,SHORT,10850,CE,2019-02-14,2019-02-11 09:51:00,69.5,88.85,2019-02-11 15:21:00,EOD Exit,-19.349999999999994,1.5835,-20.933499999999995,10000000,8,7373.271889400921,-154348.38709677415,-1.5434838709677414,2019
2019-02-12,10906.326332222767,10866.373667777232,5,8.905266444553417,SHORT,10850,CE,2019-02-14,2019-02-12 13:39:00,68.0,47.3,2019-02-12 15:21:00,EOD Exit,20.700000000000003,1.153,19.547000000000004,10000000,8,7373.271889400921,144125.34562211984,1.4412534562211985,2019
2019-02-13,10889.406161343088,10835.993838656912,5,10.961232268617575,SHORT,10850,CE,2019-02-14,2019-02-13 13:39:00,34.0,12.0,2019-02-13 15:21:00,EOD Exit,22.0,0.46,21.54,10000000,8,7373.271889400921,158820.27649769583,1.5882027649769581,2019
2019-02-14,10782.849075333977,10744.150924666023,5,8.389815066795446,SHORT,10750,CE,2019-02-21,2019-02-14 10:24:00,90.9,101.7,2019-02-14 14:09:00,TSL Hit,-10.799999999999997,1.9260000000000004,-12.725999999999997,10000000,8,7441.860465116279,-94705.11627906974,-0.9470511627906975,2019
2019-02-14,10760.799075333978,10744.150924666023,5,8.389815066795446,LONG,10750,PE,2019-02-21,2019-02-14 14:06:00,56.45,72.35,2019-02-14 14:54:00,TSL Hit,-15.899999999999991,1.288,-17.18799999999999,10000000,8,7441.860465116279,-127910.69767441854,-1.2791069767441854,2019
2019-02-14,10773.549075333978,10741.100924666021,5,8.389815066795446,SHORT,10750,CE,2019-02-21,2019-02-14 14:57:00,85.0,92.05,2019-02-14 15:21:00,EOD Exit,-7.049999999999997,1.7705000000000002,-8.820499999999997,10000000,8,7441.860465116279,-65640.93023255812,-0.6564093023255811,2019
2019-02-15,10768.459909917903,10731.440090082097,5,10.061981983580676,SHORT,10750,CE,2019-02-21,2019-02-15 09:18:00,74.05,55.05,2019-02-15 13:45:00,TSL Hit,19.0,1.291,17.709,10000000,8,7441.860465116279,131787.90697674418,1.3178790697674418,2019
2019-02-15,10671.759909917904,10731.440090082097,5,10.061981983580676,LONG,10650,PE,2019-02-21,2019-02-15 13:42:00,72.75,67.9,2019-02-15 13:45:00,TSL Hit,4.849999999999994,1.4065,3.443499999999994,10000000,8,7511.737089201878,25866.66666666662,0.2586666666666662,2019
2019-02-15,10717.259909917904,10669.690090082097,5,10.061981983580676,LONG,10700,PE,2019-02-21,2019-02-15 14:18:00,50.3,67.95,2019-02-15 14:48:00,TSL Hit,-17.650000000000006,1.1825,-18.832500000000007,10000000,8,7476.6355140186915,-140803.73831775706,-1.4080373831775705,2019
2019-02-15,10725.059909917903,10683.540090082097,5,10.061981983580676,LONG,10750,PE,2019-02-21,2019-02-15 15:12:00,47.2,46.8,2019-02-15 15:21:00,EOD Exit,0.4000000000000057,0.9400000000000001,-0.5399999999999944,10000000,8,7441.860465116279,-4018.6046511627487,-0.040186046511627486,2019
2019-02-18,10753.406245634817,10696.043754365182,5,12.601249126963278,SHORT,10700,CE,2019-02-21,2019-02-18 09:24:00,82.65,48.45,2019-02-18 15:21:00,EOD Exit,34.2,1.3110000000000002,32.889,10000000,8,7476.6355140186915,245899.06542056077,2.4589906542056075,2019
2019-02-19,10681.426275560785,10640.323724439215,5,8.945255112156785,LONG,10700,PE,2019-02-21,2019-02-19 09:39:00,72.5,65.9,2019-02-19 14:39:00,TSL Hit,6.599999999999994,1.3840000000000001,5.215999999999994,10000000,8,7476.6355140186915,38998.13084112145,0.3899813084112145,2019
2019-02-19,10697.976275560784,10678.023724439216,5,8.945255112156785,SHORT,10700,CE,2019-02-21,2019-02-19 14:42:00,34.25,17.95,2019-02-19 15:21:00,EOD Exit,16.3,0.522,15.778,10000000,8,7476.6355140186915,117966.35514018692,1.1796635514018692,2019
2019-02-20,10714.393786908062,10650.65621309194,5,13.558757381612258,LONG,10700,PE,2019-02-21,2019-02-20 15:00:00,25.9,14.25,2019-02-20 15:21:00,EOD Exit,11.649999999999999,0.40149999999999997,11.248499999999998,10000000,8,7476.6355140186915,84100.93457943924,0.8410093457943923,2019
2019-02-21,10770.161808143801,10729.738191856199,5,9.702361628760201,LONG,10750,PE,2019-02-28,2019-02-21 11:36:00,66.25,54.65,2019-02-21 15:21:00,EOD Exit,11.600000000000001,1.209,10.391000000000002,10000000,8,7441.860465116279,77328.37209302327,0.7732837209302327,2019
2019-02-22,10796.657684378562,10760.392315621437,5,7.651536875712613,LONG,10800,PE,2019-02-28,2019-02-22 10:15:00,66.5,62.6,2019-02-22 15:21:00,EOD Exit,3.8999999999999986,1.291,2.6089999999999987,10000000,8,7407.407407407408,19325.925925925916,0.19325925925925916,2019
2019-02-25,10824.838434642772,10793.411565357228,5,7.2876869285545816,SHORT,10800,CE,2019-02-28,2019-02-25 09:45:00,62.65,75.9,2019-02-25 12:48:00,TSL Hit,-13.250000000000007,1.3855000000000002,-14.635500000000008,10000000,8,7407.407407407408,-108411.11111111117,-1.0841111111111117,2019
2019-02-25,10824.838434642772,10793.411565357228,5,7.2876869285545816,LONG,10800,PE,2019-02-28,2019-02-25 12:09:00,39.8,22.9,2019-02-25 15:21:00,EOD Exit,16.9,0.627,16.273,10000000,8,7407.407407407408,120540.74074074074,1.2054074074074075,2019
2019-02-26,10822.839769279633,10784.010230720365,5,10.55795385592674,SHORT,10800,CE,2019-02-28,2019-02-26 09:42:00,59.1,63.0,2019-02-26 10:36:00,TSL Hit,-3.8999999999999986,1.2209999999999999,-5.120999999999999,10000000,8,7407.407407407408,-37933.33333333333,-0.3793333333333333,2019
2019-02-26,10782.239769279635,10784.010230720365,5,10.55795385592674,LONG,10800,PE,2019-02-28,2019-02-26 10:33:00,78.7,52.45,2019-02-26 14:54:00,TSL Hit,26.25,1.3115,24.9385,10000000,8,7407.407407407408,184729.62962962966,1.8472962962962967,2019
2019-02-26,10876.439769279634,10835.710230720366,5,10.55795385592674,SHORT,10850,CE,2019-02-28,2019-02-26 15:00:00,76.8,72.85,2019-02-26 15:21:00,EOD Exit,3.950000000000003,1.4964999999999997,2.453500000000003,10000000,8,7373.271889400921,18090.322580645185,0.18090322580645185,2019
2019-02-27,10935.345837683091,10876.35416231691,5,11.979167536618295,LONG,10950,PE,2019-02-28,2019-02-27 10:54:00,50.0,105.0,2019-02-27 11:24:00,TSL Hit,-55.0,1.55,-56.55,10000000,8,7305.936073059361,-413150.6849315068,-4.131506849315068,2019
2019-02-27,10898.79583768309,10879.654162316909,5,11.979167536618295,SHORT,10900,CE,2019-02-28,2019-02-27 11:27:00,35.25,28.1,2019-02-27 14:03:00,TSL Hit,7.149999999999999,0.6335000000000001,6.516499999999999,10000000,8,7339.4495412844035,47827.52293577981,0.4782752293577981,2019
2019-02-27,10811.845837683091,10879.654162316909,5,11.979167536618295,LONG,10800,PE,2019-02-28,2019-02-27 12:18:00,158.85,158.85,2019-02-27 12:18:00,TSL Hit,0.0,3.177,-3.177,10000000,8,7407.407407407408,-23533.333333333336,-0.23533333333333334,2019
2019-02-27,10824.29583768309,10879.654162316909,5,11.979167536618295,LONG,10800,PE,2019-02-28,2019-02-27 14:03:00,120.0,120.0,2019-02-27 14:03:00,TSL Hit,0.0,2.4,-2.4,10000000,8,7407.407407407408,-17777.777777777777,-0.17777777777777778,2019
2019-02-28,10859.893895758749,10794.256104241253,5,14.288779151749674,SHORT,10800,CE,2019-03-07,2019-02-28 13:03:00,100.05,102.5,2019-02-28 15:21:00,EOD Exit,-2.450000000000003,2.0255,-4.475500000000003,10000000,8,7407.407407407408,-33151.851851851876,-0.33151851851851877,2019
2019-03-01,10870.169126525165,10829.180873474836,5,9.393825305032728,LONG,10850,PE,2019-03-07,2019-03-01 15:03:00,57.3,59.0,2019-03-01 15:21:00,EOD Exit,-1.7000000000000028,1.163,-2.863000000000003,10000000,8,7373.271889400921,-21109.67741935486,-0.2110967741935486,2019
2019-03-05,10856.004105533018,10827.545894466983,5,7.4608211066035794,LONG,10850,PE,2019-03-07,2019-03-05 09:33:00,56.3,13.1,2019-03-05 15:21:00,EOD Exit,43.199999999999996,0.694,42.50599999999999,10000000,8,7373.271889400921,313408.29493087553,3.1340829493087554,2019
2019-03-06,11046.049977686966,11010.400022313035,5,8.369995537392878,SHORT,11000,CE,2019-03-07,2019-03-06 10:21:00,38.25,55.6,2019-03-06 12:09:00,TSL Hit,-17.35,0.9385,-18.288500000000003,10000000,8,7272.727272727273,-133007.27272727276,-1.3300727272727277,2019
2019-03-06,11041.949977686965,11010.400022313035,5,8.369995537392878,LONG,11050,PE,2019-03-07,2019-03-06 11:36:00,47.0,27.6,2019-03-06 15:21:00,EOD Exit,19.4,0.746,18.654,10000000,8,7239.819004524887,135051.58371040723,1.3505158371040722,2019
2019-03-07,11073.802422895445,11037.047577104555,5,8.1804845790891,SHORT,11050,CE,2019-03-14,2019-03-07 12:39:00,68.45,84.4,2019-03-07 14:03:00,TSL Hit,-15.950000000000003,1.5285000000000002,-17.478500000000004,10000000,8,7239.819004524887,-126541.17647058825,-1.2654117647058827,2019
2019-03-07,11068.152422895446,11037.047577104555,5,8.1804845790891,LONG,11050,PE,2019-03-14,2019-03-07 13:45:00,68.95,64.45,2019-03-07 15:21:00,EOD Exit,4.5,1.334,3.166,10000000,8,7239.819004524887,22921.266968325792,0.2292126696832579,2019
2019-03-11,11104.602807893829,11071.44719210617,5,8.740561578765831,LONG,11100,PE,2019-03-14,2019-03-11 09:18:00,58.9,25.2,2019-03-11 15:21:00,EOD Exit,33.7,0.841,32.859,10000000,8,7207.207207207207,236821.62162162163,2.3682162162162164,2019
2019-03-12,11276.770288977285,11233.429711022716,5,9.364057795456665,LONG,11300,PE,2019-03-14,2019-03-12 10:12:00,60.9,42.7,2019-03-12 15:21:00,EOD Exit,18.199999999999996,1.036,17.163999999999994,10000000,8,7079.646017699115,121515.04424778756,1.2151504424778756,2019
2019-03-13,11317.883973779619,11289.016026220383,5,7.43679475592372,SHORT,11300,CE,2019-03-14,2019-03-13 09:18:00,24.25,43.6,2019-03-13 09:36:00,TSL Hit,-19.35,0.6785,-20.0285,10000000,8,7079.646017699115,-141794.69026548674,-1.4179469026548674,2019
2019-03-13,11314.083973779618,11289.016026220383,5,7.43679475592372,LONG,11300,PE,2019-03-14,2019-03-13 09:33:00,36.0,43.6,2019-03-13 10:12:00,TSL Hit,-7.600000000000001,0.7959999999999999,-8.396,10000000,8,7079.646017699115,-59440.707964601774,-0.5944070796460178,2019
