date,Morning ATR,side,strike,type,expiry,dte,entry_time,entry price,trade_num,spot_price_at_entry,exit price,exit_time,spot_level_at_exit,remarks,points,index_lev,slippage,final_points,portfolio,qty,pnl,ROI%,Trade Year
2025-05-12,73.42634841708792,LONG,24550,P,2025-05-15,3,09:15:00,140.15,1,24579.95,77.3,2025-05-12 15:25:00,24920.25,EOD Exit,62.85000000000001,8,2.1745,60.67550000000001,10000000,3258.6558044806516,197720.5702647658,1.9772057026476582,2025.0
2025-05-13,44.66613891758179,SHORT,24900,C,2025-05-15,2,09:15:00,131.6,1,24782.5,138.95,2025-05-13 10:05:00,24770.85,TSL Hit,-7.349999999999994,3,2.7055,-10.055499999999995,10000000,1204.8192771084337,-12115.060240963849,-0.12115060240963849,2025.0
2025-05-13,44.66613891758179,LONG,24750,P,2025-05-15,2,10:05:00,186.6,2,24770.85,231.5,2025-05-13 10:25:00,24663.3,TSL Hit,-44.900000000000006,9,4.181,-49.081,10000000,3636.3636363636365,-178476.36363636365,-1.7847636363636363,2025.0
2025-05-13,44.66613891758179,SHORT,24700,C,2025-05-15,2,10:25:00,179.55,3,24663.3,210.0,2025-05-13 10:45:00,24733.0,TSL Hit,-30.44999999999999,3,3.8955,-34.34549999999999,10000000,1214.5748987854251,-41715.1821862348,-0.417151821862348,2025.0
2025-05-13,44.66613891758179,LONG,24700,P,2025-05-15,2,10:45:00,187.4,4,24733.0,197.95,2025-05-13 11:05:00,24724.55,TSL Hit,-10.549999999999983,9,3.8535000000000004,-14.403499999999983,10000000,3643.724696356275,-52482.38866396755,-0.5248238866396755,2025.0
2025-05-13,44.66613891758179,SHORT,24750,C,2025-05-15,2,11:05:00,177.8,5,24724.55,210.05,2025-05-13 11:25:00,24796.95,TSL Hit,-32.25,3,3.8785000000000003,-36.1285,10000000,1212.121212121212,-43792.12121212121,-0.4379212121212121,2025.0
2025-05-13,44.66613891758179,LONG,24800,P,2025-05-15,2,11:25:00,215.6,6,24796.95,238.15,2025-05-13 11:55:00,24717.7,TSL Hit,-22.55000000000001,9,4.5375000000000005,-27.087500000000013,10000000,3629.032258064516,-98301.41129032262,-0.9830141129032262,2025.0
2025-05-13,44.66613891758179,SHORT,24750,C,2025-05-15,2,11:55:00,163.75,7,24717.7,74.85,2025-05-13 15:25:00,24593.65,EOD Exit,88.9,3,2.386,86.51400000000001,10000000,1212.121212121212,104865.45454545454,1.0486545454545455,2025.0
2025-05-14,49.76427440616078,LONG,24700,P,2025-05-15,1,09:15:00,140.9,1,24700.0,142.4,2025-05-14 11:45:00,24641.05,TSL Hit,-1.5,8,2.833,-4.333,10000000,3238.8663967611337,-14034.008097165994,-0.14034008097165993,2025.0
2025-05-14,49.76427440616078,SHORT,24650,C,2025-05-15,1,11:45:00,91.1,2,24641.05,80.3,2025-05-14 13:05:00,24636.05,TSL Hit,10.799999999999997,8,1.7139999999999997,9.085999999999997,10000000,3245.436105476673,29488.032454361044,0.29488032454361046,2025.0
2025-05-14,49.76427440616078,LONG,24650,P,2025-05-15,1,13:05:00,121.65,3,24636.05,83.25,2025-05-14 15:25:00,24685.75,EOD Exit,38.400000000000006,8,2.049,36.351000000000006,10000000,3245.436105476673,117974.84787018257,1.1797484787018255,2025.0
2025-05-15,41.64397530790986,SHORT,24600,C,2025-05-15,0,09:15:00,76.85,1,24621.7,99.85,2025-05-15 10:25:00,24622.15,TSL Hit,-23.0,10,1.767,-24.767,10000000,4065.040650406504,-100678.86178861788,-1.0067886178861787,2025.0
2025-05-15,41.64397530790986,LONG,24600,P,2025-05-15,0,10:25:00,83.85,2,24622.15,56.9,2025-05-15 10:45:00,24704.65,TSL Hit,26.949999999999996,10,1.4075,25.542499999999997,10000000,4065.040650406504,103831.30081300811,1.038313008130081,2025.0
2025-05-15,41.64397530790986,SHORT,24700,C,2025-05-15,0,10:45:00,100.15,3,24704.65,107.4,2025-05-15 12:55:00,24734.65,TSL Hit,-7.25,10,2.0755000000000003,-9.3255,10000000,4048.582995951417,-37755.06072874494,-0.3775506072874494,2025.0
2025-05-15,41.64397530790986,LONG,24700,P,2025-05-15,0,12:55:00,76.9,4,24734.65,0.1,2025-05-15 15:25:00,25035.3,EOD Exit,76.80000000000001,10,0.77,76.03000000000002,10000000,4048.582995951417,307813.7651821863,3.0781376518218635,2025.0
2025-05-19,27.94347166621285,LONG,25000,P,2025-05-22,3,09:15:00,157.2,1,25044.85,157.15,2025-05-19 10:35:00,25003.35,TSL Hit,0.04999999999998295,8,3.1435000000000004,-3.0935000000000175,10000000,3200.0,-9899.200000000055,-0.09899200000000057,2025.0
2025-05-19,27.94347166621285,SHORT,25000,C,2025-05-22,3,10:35:00,177.9,2,25003.35,117.7,2025-05-19 15:25:00,24935.35,EOD Exit,60.2,8,2.9560000000000004,57.244,10000000,3200.0,183180.8,1.831808,2025.0
2025-05-20,27.66999254734717,SHORT,24950,C,2025-05-22,2,09:25:00,122.15,1,24935.55,130.75,2025-05-20 10:35:00,24927.0,TSL Hit,-8.599999999999994,3,2.529,-11.128999999999994,10000000,1202.4048096192384,-13381.563126252498,-0.133815631262525,2025.0
2025-05-20,27.66999254734717,LONG,24900,P,2025-05-22,2,10:35:00,111.7,2,24927.0,135.45,2025-05-20 11:15:00,24892.55,TSL Hit,-23.749999999999986,9,2.4715,-26.221499999999985,10000000,3614.4578313253014,-94776.50602409634,-0.9477650602409633,2025.0
2025-05-20,27.66999254734717,SHORT,24900,C,2025-05-22,2,11:15:00,144.25,3,24892.55,60.6,2025-05-20 15:25:00,24713.85,EOD Exit,83.65,3,2.0484999999999998,81.6015,10000000,1204.8192771084337,98315.06024096385,0.9831506024096385,2025.0
2025-05-21,32.13183342684551,LONG,24750,P,2025-05-22,1,09:25:00,106.1,1,24771.75,65.0,2025-05-21 10:55:00,24878.8,TSL Hit,41.099999999999994,8,1.711,39.388999999999996,10000000,3232.3232323232323,127317.97979797979,1.2731797979797979,2025.0
2025-05-21,32.13183342684551,SHORT,24900,C,2025-05-22,1,10:55:00,118.3,2,24878.8,62.5,2025-05-21 12:15:00,24760.25,TSL Hit,55.8,8,1.808,53.992,10000000,3212.85140562249,173468.27309236946,1.7346827309236947,2025.0
2025-05-21,32.13183342684551,LONG,24750,P,2025-05-22,1,12:15:00,112.75,3,24760.25,128.75,2025-05-21 12:45:00,24737.35,TSL Hit,-16.0,8,2.415,-18.415,10000000,3232.3232323232323,-59523.23232323232,-0.5952323232323232,2025.0
2025-05-21,32.13183342684551,SHORT,24750,C,2025-05-22,1,12:45:00,116.35,4,24737.35,125.9,2025-05-21 13:15:00,24812.1,TSL Hit,-9.550000000000011,8,2.4225,-11.97250000000001,10000000,3232.3232323232323,-38698.98989898994,-0.3869898989898994,2025.0
2025-05-21,32.13183342684551,LONG,24800,P,2025-05-22,1,13:15:00,110.45,5,24812.1,138.6,2025-05-21 13:35:00,24762.8,TSL Hit,-28.14999999999999,8,2.4905000000000004,-30.640499999999992,10000000,3225.8064516129034,-98840.32258064514,-0.9884032258064515,2025.0
2025-05-21,32.13183342684551,SHORT,24800,C,2025-05-22,1,13:35:00,99.15,6,24762.8,122.7,2025-05-21 14:25:00,24808.8,TSL Hit,-23.549999999999997,8,2.2185,-25.768499999999996,10000000,3225.8064516129034,-83124.19354838709,-0.8312419354838709,2025.0
2025-05-21,32.13183342684551,LONG,24800,P,2025-05-22,1,14:25:00,120.7,7,24808.8,123.75,2025-05-21 15:25:00,24800.95,EOD Exit,-3.049999999999997,8,2.4445,-5.494499999999997,10000000,3225.8064516129034,-17724.193548387088,-0.17724193548387088,2025.0
2025-05-22,50.477931945683906,SHORT,24650,C,2025-05-22,0,09:15:00,67.25,1,24580.55,4.25,2025-05-22 14:45:00,24565.55,TSL Hit,63.0,10,0.715,62.285,10000000,4056.7951318458418,252677.48478701824,2.526774847870182,2025.0
2025-05-22,50.477931945683906,LONG,24550,P,2025-05-22,0,14:45:00,16.35,2,24565.55,0.05,2025-05-22 15:25:00,24637.0,EOD Exit,16.3,10,0.16400000000000003,16.136,10000000,4073.3197556008145,65727.08757637475,0.6572708757637474,2025.0
2025-05-23,43.74480600062462,LONG,24700,P,2025-05-29,6,09:15:00,173.15,1,24719.2,125.0,2025-05-23 15:25:00,24845.15,EOD Exit,48.150000000000006,9,2.9815,45.16850000000001,10000000,3643.724696356275,164581.57894736846,1.6458157894736845,2025.0
2025-05-26,42.341329742768295,LONG,25000,P,2025-05-29,3,09:15:00,182.0,1,25017.45,221.45,2025-05-26 10:25:00,24956.8,TSL Hit,-39.44999999999999,8,4.0344999999999995,-43.48449999999999,10000000,3200.0,-139150.39999999997,-1.3915039999999996,2025.0
2025-05-26,42.341329742768295,SHORT,25000,C,2025-05-29,3,10:25:00,210.6,2,24956.8,233.95,2025-05-26 11:15:00,24995.35,TSL Hit,-23.349999999999994,8,4.4455,-27.795499999999993,10000000,3200.0,-88945.59999999998,-0.8894559999999998,2025.0
2025-05-26,42.341329742768295,LONG,25000,P,2025-05-29,3,11:15:00,197.05,3,24995.35,188.7,2025-05-26 15:25:00,24996.35,EOD Exit,8.350000000000023,8,3.8575,4.492500000000023,10000000,3200.0,14376.000000000073,0.14376000000000072,2025.0
2025-05-27,39.59499552929196,SHORT,24900,C,2025-05-29,2,09:15:00,178.0,1,24790.65,202.25,2025-05-27 10:55:00,24872.8,TSL Hit,-24.25,3,3.8025,-28.052500000000002,10000000,1204.8192771084337,-33798.19277108434,-0.33798192771084334,2025.0
2025-05-27,39.59499552929196,LONG,24800,P,2025-05-29,2,10:55:00,154.6,2,24872.8,152.05,2025-05-27 11:05:00,24877.65,TSL Hit,2.549999999999983,9,3.0665,-0.5165000000000171,10000000,3629.032258064516,-1874.3951612903845,-0.018743951612903844,2025.0
2025-05-27,39.59499552929196,SHORT,24900,C,2025-05-29,2,11:05:00,211.9,3,24877.65,253.0,2025-05-27 11:15:00,24946.25,TSL Hit,-41.099999999999994,3,4.649,-45.748999999999995,10000000,1204.8192771084337,-55119.27710843372,-0.5511927710843372,2025.0
2025-05-27,39.59499552929196,LONG,24900,P,2025-05-29,2,11:15:00,171.9,4,24946.25,165.15,2025-05-27 11:35:00,24968.95,TSL Hit,6.75,9,3.3705000000000003,3.3794999999999997,10000000,3614.4578313253014,12215.060240963856,0.12215060240963856,2025.0
2025-05-27,39.59499552929196,SHORT,25000,C,2025-05-29,2,11:35:00,219.6,5,24968.95,120.2,2025-05-27 14:45:00,24786.15,TSL Hit,99.39999999999999,3,3.398,96.002,10000000,1200.0,115202.4,1.152024,2025.0
2025-05-27,39.59499552929196,LONG,24800,P,2025-05-29,2,14:45:00,172.0,6,24786.15,152.4,2025-05-27 15:25:00,24837.7,EOD Exit,19.599999999999994,9,3.2439999999999998,16.355999999999995,10000000,3629.032258064516,59356.451612903205,0.593564516129032,2025.0
2025-05-28,49.43493974439906,SHORT,24750,C,2025-05-29,1,09:55:00,170.65,1,24763.9,107.95,2025-05-28 15:25:00,24757.15,EOD Exit,62.7,8,2.7860000000000005,59.914,10000000,3232.3232323232323,193661.41414141413,1.9366141414141413,2025.0
2025-05-29,30.31309679727326,SHORT,24850,C,2025-05-29,0,09:15:00,42.8,1,24803.6,16.35,2025-05-29 12:55:00,24759.6,TSL Hit,26.449999999999996,10,0.5915,25.858499999999996,10000000,4024.1448692152917,104058.35010060361,1.040583501006036,2025.0
2025-05-29,30.31309679727326,LONG,24750,P,2025-05-29,0,12:55:00,40.8,2,24759.6,0.05,2025-05-29 15:25:00,24880.85,EOD Exit,40.75,10,0.4085,40.3415,10000000,4040.40404040404,162995.9595959596,1.629959595959596,2025.0
