,Entry Time,Trade Type,Entry Price,Stoploss In Points,Initial SL,Exit Time,Exit Price,SL or Target,Points Captured,After Costs,ROI%,year
922,2022-01-07 20:00:00,SHORT,5888.0,60.0,5948.0,2022-01-07 20:00:00,5906.0,SL,-18.0,-21.0,-0.315,2022
923,2022-01-10 16:00:00,SHORT,5840.0,50.0,5890.0,2022-01-10 16:00:00,5842.0,SL,-2.0,-5.0,-0.075,2022
924,2022-01-11 19:30:00,LONG,5870.0,34.0,5836.0,2022-01-11 19:30:00,5880.0,Target,10.0,7.0,0.105,2022
925,2022-01-12 19:00:00,LONG,6064.0,44.0,6020.0,2022-01-12 19:00:00,6062.0,SL,-2.0,-5.0,-0.075,2022
926,2022-01-18 11:00:00,LONG,6324.0,-4.0,6298.0,2022-01-18 15:00:00,6339.0,Target,15.0,12.0,0.18,2022
927,2022-01-20 22:00:00,LONG,6454.0,46.0,6408.0,2022-01-20 22:00:00,6440.0,SL,-14.0,-17.0,-0.255,2022
928,2022-01-24 18:00:00,SHORT,6345.0,32.0,6377.0,2022-01-24 18:00:00,6352.0,SL,-7.0,-10.0,-0.15,2022
929,2022-01-24 19:00:00,SHORT,6279.0,77.0,6356.0,2022-01-24 19:00:00,6257.0,Target,22.0,19.0,0.285,2022
930,2022-01-25 20:00:00,LONG,6283.0,49.0,6234.0,2022-01-25 20:00:00,6292.0,Target,9.0,6.0,0.09,2022
931,2022-01-27 19:30:00,LONG,6656.0,48.0,6608.0,2022-01-27 19:30:00,6637.0,SL,-19.0,-22.0,-0.33,2022
932,2022-01-28 19:00:00,LONG,6629.0,65.0,6564.0,2022-01-28 19:00:00,6620.0,SL,-9.0,-12.0,-0.18,2022
933,2022-01-31 21:00:00,SHORT,6472.0,80.0,6552.0,2022-01-31 21:00:00,6517.0,SL,-45.0,-48.0,-0.72,2022
934,2022-02-02 18:30:00,LONG,6672.0,82.0,6590.0,2022-02-02 18:30:00,6674.0,Target,2.0,-1.0,-0.015,2022
935,2022-02-03 19:30:00,LONG,6556.0,35.0,6521.0,2022-02-03 19:30:00,6560.0,Target,4.0,1.0,0.015,2022
936,2022-02-04 19:30:00,LONG,6906.0,46.0,6860.0,2022-02-04 19:30:00,6880.0,SL,-26.0,-29.0,-0.435,2022
937,2022-02-07 19:30:00,SHORT,6832.0,66.0,6898.0,2022-02-07 19:30:00,6830.0,Target,2.0,-1.0,-0.015,2022
938,2022-02-08 21:00:00,SHORT,6645.0,137.0,6782.0,2022-02-08 21:00:00,6639.0,Target,6.0,3.0,0.045,2022
939,2022-02-09 19:00:00,LONG,6667.0,49.0,6618.0,2022-02-09 19:00:00,6683.0,Target,16.0,13.0,0.195,2022
940,2022-02-10 16:30:00,LONG,6772.0,51.0,6721.0,2022-02-10 16:30:00,6791.0,Target,19.0,16.0,0.24,2022
941,2022-02-11 21:00:00,LONG,6872.0,35.0,6837.0,2022-02-11 21:00:00,6892.0,Target,20.0,17.0,0.255,2022
942,2022-02-16 20:00:00,LONG,7040.0,50.0,6990.0,2022-02-16 20:00:00,7054.0,Target,14.0,11.0,0.165,2022
943,2022-02-18 19:30:00,SHORT,6703.0,57.0,6760.0,2022-02-18 19:30:00,6718.0,SL,-15.0,-18.0,-0.27,2022
944,2022-02-22 09:00:00,LONG,6918.0,-70.0,6823.0,2022-02-22 15:00:00,7067.0,Target,149.0,146.0,2.19,2022
945,2022-02-22 20:30:00,SHORT,6905.0,98.0,7003.0,2022-02-22 20:30:00,6827.0,Target,78.0,75.0,1.125,2022
946,2022-02-23 20:00:00,LONG,6889.0,48.0,6841.0,2022-02-23 20:00:00,6915.0,Target,26.0,23.0,0.345,2022
947,2022-02-25 19:00:00,SHORT,6945.0,117.0,7062.0,2022-02-25 19:00:00,6920.0,Target,25.0,22.0,0.33,2022
948,2022-03-01 17:30:00,LONG,7558.0,109.0,7449.0,2022-03-01 17:30:00,7579.0,Target,21.0,18.0,0.27,2022
949,2022-03-03 19:00:00,SHORT,8486.0,239.0,8725.0,2022-03-03 19:00:00,8149.0,Target,337.0,334.0,5.01,2022
950,2022-03-04 20:30:00,LONG,8687.0,105.0,8582.0,2022-03-04 20:30:00,8659.0,SL,-28.0,-31.0,-0.465,2022
951,2022-03-08 20:00:00,LONG,9708.0,170.0,9538.0,2022-03-08 20:00:00,9841.0,Target,133.0,130.0,1.95,2022
952,2022-03-10 20:30:00,SHORT,8403.0,296.0,8699.0,2022-03-10 20:30:00,8377.0,Target,26.0,23.0,0.345,2022
953,2022-03-11 19:30:00,LONG,8148.0,127.0,8021.0,2022-03-11 19:30:00,8199.0,Target,51.0,48.0,0.72,2022
954,2022-03-14 19:30:00,SHORT,7835.0,141.0,7976.0,2022-03-14 19:30:00,7785.0,Target,50.0,47.0,0.705,2022
955,2022-03-15 20:30:00,SHORT,7159.0,249.0,7408.0,2022-03-15 20:30:00,7175.0,SL,-16.0,-19.0,-0.285,2022
956,2022-03-16 19:00:00,SHORT,7439.0,107.0,7546.0,2022-03-16 19:00:00,7408.0,Target,31.0,28.0,0.42,2022
957,2022-03-17 19:00:00,LONG,7721.0,99.0,7622.0,2022-03-17 19:00:00,7722.0,Target,1.0,-2.0,-0.03,2022
958,2022-03-18 18:30:00,LONG,7907.0,123.0,7784.0,2022-03-18 18:30:00,7925.0,Target,18.0,15.0,0.225,2022
959,2022-03-23 19:30:00,SHORT,8690.0,74.0,8764.0,2022-03-23 19:30:00,8695.0,SL,-5.0,-8.0,-0.12,2022
960,2022-03-24 11:30:00,LONG,8784.0,32.0,8675.0,2022-03-24 12:00:00,8659.0,SL,-125.0,-128.0,-1.92,2022
961,2022-03-24 13:00:00,LONG,8759.0,8.0,8658.0,2022-03-24 15:00:00,8772.0,Target,13.0,10.0,0.15,2022
962,2022-03-24 19:00:00,SHORT,8701.0,85.0,8786.0,2022-03-24 19:00:00,8650.0,Target,51.0,48.0,0.72,2022
963,2022-03-28 18:30:00,SHORT,8216.0,85.0,8301.0,2022-03-28 18:30:00,8117.0,Target,99.0,96.0,1.44,2022
964,2022-03-30 20:30:00,LONG,8219.0,73.0,8146.0,2022-03-30 20:30:00,8165.0,SL,-54.0,-57.0,-0.855,2022
965,2022-03-31 10:00:00,SHORT,7677.0,123.0,7968.0,2022-03-31 15:00:00,7688.0,SL,-11.0,-14.0,-0.21,2022
966,2022-04-01 20:30:00,LONG,7675.0,149.0,7526.0,2022-04-01 20:30:00,7654.0,SL,-21.0,-24.0,-0.36,2022
967,2022-04-04 17:30:00,LONG,7610.0,67.0,7543.0,2022-04-04 17:30:00,7686.0,Target,76.0,73.0,1.095,2022
968,2022-04-06 19:00:00,SHORT,7729.0,101.0,7830.0,2022-04-06 19:00:00,7697.0,Target,32.0,29.0,0.435,2022
969,2022-04-08 18:30:00,LONG,7409.0,82.0,7327.0,2022-04-08 18:30:00,7319.0,SL,-90.0,-93.0,-1.395,2022
970,2022-04-11 09:30:00,SHORT,7282.0,34.0,7316.0,2022-04-11 15:00:00,7284.0,SL,-2.0,-5.0,-0.075,2022
971,2022-04-11 17:00:00,SHORT,7126.0,101.0,7227.0,2022-04-11 17:00:00,7084.0,Target,42.0,39.0,0.585,2022
972,2022-04-12 10:00:00,SHORT,7298.0,31.0,7329.0,2022-04-12 10:30:00,7334.0,SL,-36.0,-39.0,-0.585,2022
973,2022-04-12 18:00:00,SHORT,7444.0,64.0,7508.0,2022-04-12 18:00:00,7437.0,Target,7.0,4.0,0.06,2022
974,2022-04-13 17:00:00,SHORT,7755.0,77.0,7832.0,2022-04-13 17:00:00,7765.0,SL,-10.0,-13.0,-0.195,2022
975,2022-04-14 18:30:00,SHORT,7792.0,53.0,7845.0,2022-04-14 18:30:00,7834.0,SL,-42.0,-45.0,-0.675,2022
976,2022-04-20 20:00:00,LONG,7868.0,111.0,7757.0,2022-04-20 20:00:00,7858.0,SL,-10.0,-13.0,-0.195,2022
977,2022-04-21 19:00:00,LONG,7950.0,143.0,7807.0,2022-04-21 19:00:00,7997.0,Target,47.0,44.0,0.66,2022
978,2022-04-22 19:00:00,LONG,7885.0,111.0,7774.0,2022-04-22 19:00:00,7861.0,SL,-24.0,-27.0,-0.405,2022
979,2022-04-25 18:30:00,LONG,7513.0,101.0,7412.0,2022-04-25 18:30:00,7413.0,SL,-100.0,-103.0,-1.545,2022
980,2022-04-26 18:30:00,LONG,7697.0,84.0,7613.0,2022-04-26 18:30:00,7678.0,SL,-19.0,-22.0,-0.33,2022
981,2022-04-27 19:00:00,SHORT,7677.0,100.0,7777.0,2022-04-27 19:00:00,7704.0,SL,-27.0,-30.0,-0.45,2022
982,2022-04-28 20:00:00,LONG,7890.0,95.0,7795.0,2022-04-28 20:00:00,7983.0,Target,93.0,90.0,1.35,2022
983,2022-04-29 22:30:00,SHORT,8140.0,108.0,8248.0,2022-04-29 22:30:00,8158.0,SL,-18.0,-21.0,-0.315,2022
984,2022-05-02 13:00:00,LONG,8005.0,73.0,7932.0,2022-05-02 13:30:00,7795.0,SL,-210.0,-213.0,-3.195,2022
985,2022-05-03 18:30:00,SHORT,7944.0,84.0,8028.0,2022-05-03 18:30:00,7955.0,SL,-11.0,-14.0,-0.21,2022
986,2022-05-04 15:30:00,LONG,8138.0,97.0,8041.0,2022-05-04 15:30:00,8149.0,Target,11.0,8.0,0.12,2022
987,2022-05-05 17:00:00,LONG,8293.0,54.0,8239.0,2022-05-05 17:00:00,8352.0,Target,59.0,56.0,0.84,2022
988,2022-05-09 17:30:00,LONG,8307.0,69.0,8238.0,2022-05-09 17:30:00,8300.0,SL,-7.0,-10.0,-0.15,2022
989,2022-05-11 19:00:00,LONG,8066.0,126.0,7940.0,2022-05-11 19:00:00,8087.0,Target,21.0,18.0,0.27,2022
990,2022-05-12 17:30:00,SHORT,8037.0,77.0,8114.0,2022-05-12 17:30:00,8038.0,SL,-1.0,-4.0,-0.06,2022
991,2022-05-12 19:30:00,LONG,8220.0,166.0,8054.0,2022-05-12 19:30:00,8265.0,Target,45.0,42.0,0.63,2022
992,2022-05-13 19:30:00,LONG,8480.0,90.0,8390.0,2022-05-13 19:30:00,8496.0,Target,16.0,13.0,0.195,2022
993,2022-05-16 09:30:00,LONG,8465.0,34.0,8431.0,2022-05-16 10:00:00,8413.0,SL,-52.0,-55.0,-0.825,2022
994,2022-05-16 13:30:00,SHORT,8493.0,71.0,8564.0,2022-05-16 14:30:00,8580.0,SL,-87.0,-90.0,-1.35,2022
995,2022-05-17 19:00:00,LONG,8930.0,119.0,8811.0,2022-05-17 19:00:00,8934.0,Target,4.0,1.0,0.015,2022
996,2022-05-18 17:30:00,LONG,8910.0,54.0,8856.0,2022-05-18 17:30:00,8920.0,Target,10.0,7.0,0.105,2022
997,2022-05-20 22:30:00,SHORT,8513.0,77.0,8590.0,2022-05-20 22:30:00,8554.0,SL,-41.0,-44.0,-0.66,2022
998,2022-05-23 19:30:00,SHORT,8538.0,106.0,8644.0,2022-05-23 19:30:00,8522.0,Target,16.0,13.0,0.195,2022
999,2022-05-24 18:30:00,SHORT,8564.0,56.0,8620.0,2022-05-24 18:30:00,8565.0,SL,-1.0,-4.0,-0.06,2022
1000,2022-05-25 20:00:00,SHORT,8562.0,57.0,8619.0,2022-05-25 20:00:00,8553.0,Target,9.0,6.0,0.09,2022
1001,2022-05-26 19:00:00,LONG,8719.0,102.0,8617.0,2022-05-26 19:00:00,8754.0,Target,35.0,32.0,0.48,2022
1002,2022-05-30 22:30:00,LONG,9082.0,79.0,9003.0,2022-05-30 22:30:00,9070.0,SL,-12.0,-15.0,-0.225,2022
1003,2022-06-03 19:00:00,LONG,9148.0,64.0,9084.0,2022-06-03 19:00:00,9136.0,SL,-12.0,-15.0,-0.225,2022
1004,2022-06-06 10:00:00,SHORT,9289.0,33.0,9322.0,2022-06-06 15:00:00,9291.0,SL,-2.0,-5.0,-0.075,2022
1005,2022-06-06 18:30:00,LONG,9223.0,48.0,9175.0,2022-06-06 18:30:00,9286.0,Target,63.0,60.0,0.9,2022
1006,2022-06-07 09:30:00,SHORT,9262.0,-18.0,9285.0,2022-06-07 15:00:00,9179.0,Target,83.0,80.0,1.2,2022
1007,2022-06-07 18:00:00,LONG,9222.0,64.0,9158.0,2022-06-07 18:00:00,9218.0,SL,-4.0,-7.0,-0.105,2022
1008,2022-06-08 20:30:00,LONG,9370.0,91.0,9279.0,2022-06-08 20:30:00,9401.0,Target,31.0,28.0,0.42,2022
1009,2022-06-09 19:00:00,LONG,9458.0,66.0,9392.0,2022-06-09 19:00:00,9457.0,SL,-1.0,-4.0,-0.06,2022
1010,2022-06-10 09:30:00,SHORT,9382.0,43.0,9427.0,2022-06-10 13:30:00,9441.0,SL,-59.0,-62.0,-0.93,2022
1011,2022-06-10 18:30:00,SHORT,9437.0,79.0,9516.0,2022-06-10 18:30:00,9420.0,Target,17.0,14.0,0.21,2022
1012,2022-06-14 21:30:00,SHORT,9524.0,111.0,9635.0,2022-06-14 21:30:00,9546.0,SL,-22.0,-25.0,-0.375,2022
1013,2022-06-15 19:00:00,SHORT,9218.0,70.0,9288.0,2022-06-15 19:00:00,9238.0,SL,-20.0,-23.0,-0.345,2022
1014,2022-06-17 19:00:00,SHORT,8993.0,108.0,9101.0,2022-06-17 19:00:00,8939.0,Target,54.0,51.0,0.765,2022
1015,2022-06-21 19:30:00,SHORT,8608.0,60.0,8668.0,2022-06-21 19:30:00,8607.0,Target,1.0,-2.0,-0.03,2022
1016,2022-06-24 20:00:00,LONG,8437.0,200.0,8237.0,2022-06-24 20:00:00,8496.0,Target,59.0,56.0,0.84,2022
1017,2022-06-27 19:00:00,SHORT,8435.0,114.0,8549.0,2022-06-27 19:00:00,8381.0,Target,54.0,51.0,0.765,2022
1018,2022-06-28 19:30:00,LONG,8762.0,48.0,8714.0,2022-06-28 19:30:00,8737.0,SL,-25.0,-28.0,-0.42,2022
1019,2022-06-29 19:30:00,LONG,8983.0,80.0,8903.0,2022-06-29 19:30:00,8977.0,SL,-6.0,-9.0,-0.135,2022
1020,2022-07-04 19:00:00,SHORT,8647.0,48.0,8695.0,2022-07-04 19:00:00,8661.0,SL,-14.0,-17.0,-0.255,2022
1021,2022-07-04 20:00:00,LONG,8729.0,68.0,8661.0,2022-07-04 20:00:00,8710.0,SL,-19.0,-22.0,-0.33,2022
1022,2022-07-05 14:30:00,SHORT,8674.0,24.0,8740.0,2022-07-05 15:00:00,8620.0,Target,54.0,51.0,0.765,2022
1023,2022-07-08 09:30:00,LONG,8144.0,26.0,8118.0,2022-07-08 14:30:00,8097.0,SL,-47.0,-50.0,-0.75,2022
1024,2022-07-12 16:30:00,SHORT,7868.0,216.0,8084.0,2022-07-12 16:30:00,7949.0,SL,-81.0,-84.0,-1.26,2022
1025,2022-07-13 18:30:00,LONG,7700.0,149.0,7551.0,2022-07-13 18:30:00,7662.0,SL,-38.0,-41.0,-0.615,2022
1026,2022-07-14 18:00:00,LONG,7569.0,75.0,7494.0,2022-07-14 18:00:00,7625.0,Target,56.0,53.0,0.795,2022
1027,2022-07-18 09:30:00,SHORT,7805.0,25.0,7830.0,2022-07-18 11:00:00,7891.0,SL,-86.0,-89.0,-1.335,2022
1028,2022-07-21 14:00:00,SHORT,7722.0,109.0,7831.0,2022-07-21 15:00:00,7665.0,Target,57.0,54.0,0.81,2022
1029,2022-07-25 19:00:00,SHORT,7660.0,85.0,7745.0,2022-07-25 19:00:00,7643.0,Target,17.0,14.0,0.21,2022
1030,2022-07-26 11:30:00,LONG,7850.0,22.0,7730.0,2022-07-26 15:00:00,7866.0,Target,16.0,13.0,0.195,2022
1031,2022-07-26 19:30:00,SHORT,7786.0,66.0,7852.0,2022-07-26 19:30:00,7839.0,SL,-53.0,-56.0,-0.84,2022
1032,2022-07-27 20:00:00,LONG,7748.0,197.0,7551.0,2022-07-27 20:00:00,7775.0,Target,27.0,24.0,0.36,2022
1033,2022-07-28 19:00:00,SHORT,7831.0,78.0,7909.0,2022-07-28 19:00:00,7781.0,Target,50.0,47.0,0.705,2022
1034,2022-07-29 18:30:00,LONG,7852.0,71.0,7781.0,2022-07-29 18:30:00,7919.0,Target,67.0,64.0,0.96,2022
1035,2022-08-02 18:30:00,SHORT,7368.0,82.0,7450.0,2022-08-02 18:30:00,7426.0,SL,-58.0,-61.0,-0.915,2022
1036,2022-08-03 17:30:00,LONG,7606.0,128.0,7478.0,2022-08-03 17:30:00,7624.0,Target,18.0,15.0,0.225,2022
1037,2022-08-04 18:00:00,SHORT,7213.0,58.0,7271.0,2022-08-04 18:00:00,7233.0,SL,-20.0,-23.0,-0.345,2022
1038,2022-08-05 17:30:00,LONG,7039.0,60.0,6979.0,2022-08-05 17:30:00,7065.0,Target,26.0,23.0,0.345,2022
1039,2022-08-08 17:30:00,LONG,7065.0,66.0,6999.0,2022-08-08 17:30:00,7035.0,SL,-30.0,-33.0,-0.495,2022
1040,2022-08-09 19:00:00,SHORT,7279.0,101.0,7380.0,2022-08-09 19:00:00,7321.0,SL,-42.0,-45.0,-0.675,2022
1041,2022-08-10 17:30:00,LONG,7114.0,32.0,7082.0,2022-08-10 17:30:00,7126.0,Target,12.0,9.0,0.135,2022
1042,2022-08-11 18:30:00,LONG,7444.0,53.0,7391.0,2022-08-11 18:30:00,7419.0,SL,-25.0,-28.0,-0.42,2022
1043,2022-08-12 16:30:00,SHORT,7418.0,85.0,7503.0,2022-08-12 16:30:00,7416.0,Target,2.0,-1.0,-0.015,2022
1044,2022-08-18 19:00:00,LONG,7173.0,81.0,7092.0,2022-08-18 19:00:00,7167.0,SL,-6.0,-9.0,-0.135,2022
1045,2022-08-19 17:00:00,SHORT,7062.0,71.0,7133.0,2022-08-19 17:00:00,7068.0,SL,-6.0,-9.0,-0.135,2022
1046,2022-08-19 19:00:00,LONG,7218.0,99.0,7119.0,2022-08-19 19:00:00,7202.0,SL,-16.0,-19.0,-0.285,2022
1047,2022-08-22 15:30:00,LONG,7207.0,42.0,7165.0,2022-08-22 15:30:00,7234.0,Target,27.0,24.0,0.36,2022
1048,2022-08-23 19:30:00,LONG,7466.0,85.0,7381.0,2022-08-23 19:30:00,7457.0,SL,-9.0,-12.0,-0.18,2022
1049,2022-08-24 17:30:00,LONG,7581.0,45.0,7536.0,2022-08-24 17:30:00,7553.0,SL,-28.0,-31.0,-0.465,2022
1050,2022-08-25 19:30:00,SHORT,7582.0,63.0,7645.0,2022-08-25 19:30:00,7540.0,Target,42.0,39.0,0.585,2022
1051,2022-08-26 20:00:00,SHORT,7326.0,133.0,7459.0,2022-08-26 20:00:00,7356.0,SL,-30.0,-33.0,-0.495,2022
1052,2022-08-30 15:00:00,SHORT,7573.0,135.0,7708.0,2022-08-30 15:00:00,7582.0,SL,-9.0,-12.0,-0.18,2022
1053,2022-09-01 11:30:00,SHORT,7071.0,21.0,7331.0,2022-09-01 15:00:00,7041.0,Target,30.0,27.0,0.405,2022
1054,2022-09-02 20:30:00,SHORT,7061.0,112.0,7173.0,2022-09-02 20:30:00,7068.0,SL,-7.0,-10.0,-0.15,2022
1055,2022-09-05 19:30:00,LONG,7219.0,51.0,7168.0,2022-09-05 19:30:00,7221.0,Target,2.0,-1.0,-0.015,2022
1056,2022-09-05 21:00:00,SHORT,7137.0,75.0,7212.0,2022-09-05 21:00:00,7125.0,Target,12.0,9.0,0.135,2022
1057,2022-09-06 14:30:00,SHORT,7037.0,65.0,7112.0,2022-09-06 15:00:00,6961.0,Target,76.0,73.0,1.095,2022
1058,2022-09-08 16:30:00,LONG,6606.0,63.0,6543.0,2022-09-08 16:30:00,6582.0,SL,-24.0,-27.0,-0.405,2022
1059,2022-09-09 18:30:00,LONG,6850.0,72.0,6778.0,2022-09-09 18:30:00,6834.0,SL,-16.0,-19.0,-0.285,2022
1060,2022-09-12 14:30:00,LONG,6974.0,75.0,6899.0,2022-09-12 15:00:00,6979.0,Target,5.0,2.0,0.03,2022
1061,2022-09-12 18:30:00,LONG,7038.0,78.0,6960.0,2022-09-12 18:30:00,7028.0,SL,-10.0,-13.0,-0.195,2022
1062,2022-09-13 20:00:00,SHORT,6914.0,137.0,7051.0,2022-09-13 20:00:00,6887.0,Target,27.0,24.0,0.36,2022
1063,2022-09-15 17:30:00,SHORT,6946.0,90.0,7036.0,2022-09-15 17:30:00,6953.0,SL,-7.0,-10.0,-0.15,2022
1064,2022-09-16 16:30:00,LONG,6846.0,52.0,6794.0,2022-09-16 16:30:00,6845.0,SL,-1.0,-4.0,-0.06,2022
1065,2022-09-19 19:00:00,LONG,6625.0,75.0,6550.0,2022-09-19 19:00:00,6699.0,Target,74.0,71.0,1.065,2022
1066,2022-09-20 16:00:00,SHORT,6808.0,46.0,6854.0,2022-09-20 16:00:00,6820.0,SL,-12.0,-15.0,-0.225,2022
1067,2022-09-22 18:30:00,LONG,6875.0,51.0,6824.0,2022-09-22 18:30:00,6924.0,Target,49.0,46.0,0.69,2022
1068,2022-09-23 18:30:00,SHORT,6571.0,53.0,6624.0,2022-09-23 18:30:00,6499.0,Target,72.0,69.0,1.035,2022
1069,2022-09-27 19:00:00,LONG,6453.0,72.0,6381.0,2022-09-27 19:00:00,6494.0,Target,41.0,38.0,0.57,2022
1070,2022-09-28 18:00:00,LONG,6559.0,73.0,6486.0,2022-09-28 18:00:00,6567.0,Target,8.0,5.0,0.075,2022
1071,2022-09-29 15:00:00,LONG,6749.0,79.0,6670.0,2022-09-29 15:00:00,6762.0,Target,13.0,10.0,0.15,2022
1072,2022-09-29 18:00:00,LONG,6770.0,51.0,6719.0,2022-09-29 18:00:00,6785.0,Target,15.0,12.0,0.18,2022
1073,2022-09-30 19:00:00,SHORT,6548.0,97.0,6645.0,2022-09-30 19:00:00,6575.0,SL,-27.0,-30.0,-0.45,2022
1074,2022-10-03 18:30:00,LONG,6870.0,74.0,6796.0,2022-10-03 18:30:00,6885.0,Target,15.0,12.0,0.18,2022
1075,2022-10-04 19:00:00,SHORT,6952.0,61.0,7013.0,2022-10-04 19:00:00,6955.0,SL,-3.0,-6.0,-0.09,2022
1076,2022-10-05 18:30:00,LONG,7113.0,74.0,7039.0,2022-10-05 18:30:00,7122.0,Target,9.0,6.0,0.09,2022
1077,2022-10-07 19:00:00,LONG,7390.0,68.0,7322.0,2022-10-07 19:00:00,7456.0,Target,66.0,63.0,0.945,2022
1078,2022-10-12 18:30:00,SHORT,7275.0,97.0,7372.0,2022-10-12 18:30:00,7267.0,Target,8.0,5.0,0.075,2022
1079,2022-10-13 18:00:00,SHORT,7164.0,60.0,7224.0,2022-10-13 18:00:00,7108.0,Target,56.0,53.0,0.795,2022
1080,2022-10-14 18:30:00,LONG,7241.0,67.0,7174.0,2022-10-14 18:30:00,7209.0,SL,-32.0,-35.0,-0.525,2022
1081,2022-10-17 17:30:00,LONG,7075.0,44.0,7031.0,2022-10-17 17:30:00,7058.0,SL,-17.0,-20.0,-0.3,2022
1082,2022-10-20 19:00:00,LONG,7164.0,86.0,7078.0,2022-10-20 19:00:00,7203.0,Target,39.0,36.0,0.54,2022
1083,2022-10-21 18:00:00,SHORT,7028.0,57.0,7085.0,2022-10-21 18:00:00,7035.0,SL,-7.0,-10.0,-0.15,2022
1084,2022-10-24 18:30:00,LONG,7050.0,149.0,6901.0,2022-10-24 18:30:00,7045.0,SL,-5.0,-8.0,-0.12,2022
1085,2022-10-26 17:00:00,LONG,7050.0,10.0,7040.0,2022-10-26 17:00:00,7097.0,Target,47.0,44.0,0.66,2022
1086,2022-10-28 18:30:00,SHORT,7257.0,48.0,7305.0,2022-10-28 18:30:00,7260.0,SL,-3.0,-6.0,-0.09,2022
1087,2022-11-02 19:30:00,LONG,7327.0,49.0,7278.0,2022-11-02 19:30:00,7323.0,SL,-4.0,-7.0,-0.105,2022
1088,2022-11-03 16:30:00,SHORT,7343.0,32.0,7375.0,2022-11-03 16:30:00,7339.0,Target,4.0,1.0,0.015,2022
1089,2022-11-03 17:30:00,LONG,7388.0,48.0,7340.0,2022-11-03 17:30:00,7377.0,SL,-11.0,-14.0,-0.21,2022
1090,2022-11-07 18:00:00,SHORT,7513.0,48.0,7561.0,2022-11-07 18:00:00,7519.0,SL,-6.0,-9.0,-0.135,2022
1091,2022-11-07 20:00:00,SHORT,7545.0,49.0,7594.0,2022-11-07 20:00:00,7561.0,SL,-16.0,-19.0,-0.285,2022
1092,2022-11-08 18:30:00,LONG,7458.0,55.0,7403.0,2022-11-08 18:30:00,7466.0,Target,8.0,5.0,0.075,2022
1093,2022-11-10 19:00:00,LONG,7024.0,38.0,6986.0,2022-11-10 19:00:00,7057.0,Target,33.0,30.0,0.45,2022
1094,2022-11-14 21:00:00,LONG,7173.0,59.0,7114.0,2022-11-14 21:00:00,7165.0,SL,-8.0,-11.0,-0.165,2022
1095,2022-11-15 18:30:00,SHORT,6891.0,34.0,6925.0,2022-11-15 18:30:00,6886.0,Target,5.0,2.0,0.03,2022
1096,2022-11-16 19:00:00,SHORT,6990.0,67.0,7057.0,2022-11-16 19:00:00,6972.0,Target,18.0,15.0,0.225,2022
1097,2022-11-17 18:30:00,LONG,6884.0,43.0,6841.0,2022-11-17 18:30:00,6888.0,Target,4.0,1.0,0.015,2022
1098,2022-11-18 19:00:00,SHORT,6440.0,223.0,6663.0,2022-11-18 19:00:00,6426.0,Target,14.0,11.0,0.165,2022
1099,2022-11-21 20:00:00,SHORT,6348.0,204.0,6552.0,2022-11-21 20:00:00,6291.0,Target,57.0,54.0,0.81,2022
1100,2022-11-22 21:30:00,SHORT,6675.0,50.0,6725.0,2022-11-22 21:30:00,6680.0,SL,-5.0,-8.0,-0.12,2022
1101,2022-11-23 09:30:00,SHORT,6650.0,23.0,6673.0,2022-11-23 12:30:00,6678.0,SL,-28.0,-31.0,-0.465,2022
1102,2022-11-23 16:30:00,SHORT,6544.0,94.0,6638.0,2022-11-23 16:30:00,6526.0,Target,18.0,15.0,0.225,2022
1103,2022-11-24 19:30:00,LONG,6377.0,54.0,6323.0,2022-11-24 19:30:00,6387.0,Target,10.0,7.0,0.105,2022
1104,2022-11-25 15:00:00,LONG,6510.0,58.0,6452.0,2022-11-25 15:00:00,6532.0,Target,22.0,19.0,0.285,2022
1105,2022-11-25 18:30:00,SHORT,6523.0,26.0,6549.0,2022-11-25 18:30:00,6503.0,Target,20.0,17.0,0.255,2022
1106,2022-11-30 20:30:00,SHORT,6571.0,48.0,6619.0,2022-11-30 20:30:00,6581.0,SL,-10.0,-13.0,-0.195,2022
1107,2022-12-01 11:30:00,SHORT,6529.0,21.0,6574.0,2022-12-01 13:30:00,6556.0,SL,-27.0,-30.0,-0.45,2022
1108,2022-12-01 16:00:00,LONG,6616.0,81.0,6535.0,2022-12-01 16:00:00,6608.0,SL,-8.0,-11.0,-0.165,2022
1109,2022-12-05 20:30:00,SHORT,6662.0,101.0,6763.0,2022-12-05 20:30:00,6643.0,Target,19.0,16.0,0.24,2022
1110,2022-12-08 19:00:00,LONG,6224.0,79.0,6145.0,2022-12-08 19:00:00,6181.0,SL,-43.0,-46.0,-0.69,2022
1111,2022-12-09 19:00:00,LONG,6008.0,61.0,5947.0,2022-12-09 19:00:00,6016.0,Target,8.0,5.0,0.075,2022
1112,2022-12-12 20:00:00,LONG,5974.0,90.0,5884.0,2022-12-12 20:00:00,6029.0,Target,55.0,52.0,0.78,2022
1113,2022-12-13 19:30:00,LONG,6188.0,71.0,6117.0,2022-12-13 19:30:00,6145.0,SL,-43.0,-46.0,-0.69,2022
1114,2022-12-14 20:00:00,LONG,6348.0,70.0,6278.0,2022-12-14 20:00:00,6342.0,SL,-6.0,-9.0,-0.135,2022
1115,2022-12-15 19:00:00,SHORT,6379.0,36.0,6415.0,2022-12-15 19:00:00,6352.0,Target,27.0,24.0,0.36,2022
