,index,Trade No.,Entry_Date,Exit_Date,Trade_Type,Entry_Price,Previous MA Value,Initial SL,Exit_Price,Exit Remark,PnL,Slippage,PnL w cs,Qty,Profit_Loss INR,ROI%,Trade Year
0,0,0,2018-01-04 13:15:00+05:30,2018-01-12 12:15:00+05:30,Long,10484.85,10466.33382352941,10447.357352941177,10602.4,Trailing SL Hit,117.54999999999927,4.21745,113.33254999999927,8001.568935085334,906838.2114139996,9.068382114139995,2018
1,1,1,2018-01-12 14:15:00+05:30,2018-01-31 10:15:00+05:30,Long,10675.5,10648.760294117648,10631.263235294118,11031.3,Trailing SL Hit,355.7999999999993,4.34136,351.45863999999926,6781.689438516092,2383483.3469632245,23.834833469632244,2018
2,2,2,2018-02-01 10:45:00+05:30,2018-02-01 11:45:00+05:30,Long,11091.95,11067.867647058823,11041.407352941176,11041.407352941176,Initial SL Hit,-50.542647058824514,4.426671470588236,-54.969318529412746,5935.581483313335,-326274.8692135349,-3.2627486921353492,2018
3,3,3,2018-02-01 13:15:00+05:30,2018-02-01 14:15:00+05:30,Long,11095.45,11057.10588235294,11021.91911764706,11021.91911764706,Initial SL Hit,-73.53088235294126,4.423473823529412,-77.95435617647067,4079.9184016319628,-318047.41225175495,-3.1804741225175497,2018
4,4,4,2018-02-15 09:45:00+05:30,2018-02-15 13:15:00+05:30,Long,10572.3,10528.13088235294,10506.480882352942,10553.75,Trailing SL Hit,-18.549999999999272,4.22521,-22.775209999999273,4557.946243045887,-103808.18285407781,-1.0380818285407782,2018
5,5,5,2018-02-15 13:45:00+05:30,2018-02-15 14:15:00+05:30,Long,10566.5,10554.316176470587,10531.235294117647,10538.0,Trailing SL Hit,-28.5,4.2209,-32.7209,8507.089241034144,-278359.61634695414,-2.7835961634695416,2018
6,6,6,2018-02-16 09:15:00+05:30,2018-02-16 10:15:00+05:30,Long,10583.95,10558.995588235293,10535.761764705883,10556.3,Trailing SL Hit,-27.650000000001455,4.2280500000000005,-31.878050000001455,6225.585937500022,-198459.53979493162,-1.9845953979493163,2018
7,7,7,2018-02-23 09:45:00+05:30,2018-02-28 09:15:00+05:30,Long,10415.9,10387.447058823529,10365.166176470588,10494.2,Trailing SL Hit,78.30000000000109,4.18202,74.1179800000011,5913.2148757934865,438275.5418997706,4.382755418997706,2018
8,8,8,2018-03-12 09:15:00+05:30,2018-03-14 12:15:00+05:30,Long,10316.5,10235.85882352941,10211.283823529413,10351.95,Trailing SL Hit,35.45000000000073,4.1336900000000005,31.316310000000726,2851.272590045737,89291.33632437729,0.8929133632437728,2018
9,9,9,2018-03-26 14:45:00+05:30,2018-03-28 09:45:00+05:30,Long,10135.3,10054.333823529412,10025.995588235293,10114.2,Trailing SL Hit,-21.099999999998545,4.0499,-25.149899999998546,2744.6284661024915,-69027.13145962705,-0.6902713145962704,2018
10,10,10,2018-03-28 11:15:00+05:30,2018-03-28 12:45:00+05:30,Long,10139.6,10105.086764705882,10083.344117647059,10127.9,Trailing SL Hit,-11.700000000000728,4.0535000000000005,-15.753500000000727,5332.775657447544,-84009.88131960377,-0.8400988131960377,2018
11,11,11,2018-03-28 13:45:00+05:30,2018-03-28 14:15:00+05:30,Long,10136.5,10125.216176470589,10105.45588235294,10119.2,Trailing SL Hit,-17.299999999999272,4.05114,-21.351139999999273,9663.66650876342,-206330.29654191196,-2.0633029654191195,2018
12,12,12,2018-04-02 12:45:00+05:30,2018-04-04 13:15:00+05:30,Long,10175.1,10164.813235294117,10142.445588235294,10142.445588235294,Initial SL Hit,-32.65441176470631,4.063509117647059,-36.71792088235337,9187.12001801384,-337331.945958117,-3.3733194595811704,2018
13,13,13,2018-04-05 09:15:00+05:30,2018-04-25 13:45:00+05:30,Long,10238.7,10214.058823529413,10192.497058823528,10554.55,Trailing SL Hit,315.84999999999854,4.158650000000001,311.6913499999985,6493.09313132573,2023840.9637786343,20.238409637786344,2018
14,14,14,2018-04-26 14:45:00+05:30,2018-05-03 10:15:00+05:30,Long,10622.8,10596.405882352941,10577.201470588234,10662.45,Trailing SL Hit,39.650000000001455,4.2570500000000004,35.392950000001456,6579.159544618855,232855.86480472746,2.3285586480472746,2018
15,15,15,2018-05-07 12:45:00+05:30,2018-05-16 09:15:00+05:30,Long,10680.9,10666.898529411767,10645.510294117646,10716.2,Trailing SL Hit,35.30000000000109,4.27942,31.02058000000109,8477.041346353575,262962.739247878,2.62962739247878,2018
16,16,16,2018-05-25 09:15:00+05:30,2018-05-30 09:15:00+05:30,Long,10554.8,10505.594117647059,10483.22794117647,10580.1,Trailing SL Hit,25.30000000000109,4.22698,21.07302000000109,4191.579855760364,88329.24613203983,0.8832924613203984,2018
17,17,17,2018-05-31 12:45:00+05:30,2018-06-04 12:45:00+05:30,Long,10670.5,10649.979411764707,10625.329411764704,10657.45,Trailing SL Hit,-13.049999999999272,4.26559,-17.315589999999272,6641.489777314443,-115001.31397316336,-1.1500131397316335,2018
18,18,18,2018-06-06 13:15:00+05:30,2018-06-06 14:15:00+05:30,Long,10660.4,10646.291176470588,10618.451470588234,10618.451470588234,Initial SL Hit,-41.948529411765776,4.255770294117647,-46.20429970588342,7151.621384750037,-330435.6578439957,-3.304356578439957,2018
19,19,19,2018-06-06 14:45:00+05:30,2018-06-14 09:45:00+05:30,Long,10682.95,10641.882352941177,10616.101470588233,10795.95,Trailing SL Hit,113.0,4.295780000000001,108.70421999999999,4487.7576610861315,487838.19609739224,4.878381960973922,2018
20,20,20,2018-06-21 12:45:00+05:30,2018-06-21 14:15:00+05:30,Long,10779.4,10759.407352941176,10740.691176470587,10740.691176470587,Initial SL Hit,-38.70882352941226,4.304018235294118,-43.01284176470637,7750.170959653423,-333356.8771369952,-3.333568771369952,2018
21,21,21,2018-06-22 14:15:00+05:30,2018-06-25 14:15:00+05:30,Long,10788.5,10764.545588235294,10747.594117647057,10772.05,Trailing SL Hit,-16.450000000000728,4.31211,-20.762110000000728,7333.908541846078,-152267.4158757532,-1.522674158757532,2018
22,22,22,2018-06-29 14:45:00+05:30,2018-07-02 09:15:00+05:30,Long,10718.35,10674.714705882352,10648.823529411764,10670.15,Trailing SL Hit,-48.20000000000073,4.2777,-52.47770000000073,4314.903337704572,-226436.20288506235,-2.2643620288506234,2018
