,Trade No.,Portfolio,Date,Entry Price,Exit Price,Points,Qty,Slippage,PnL,ROI%,Index,Trade Year,Allocation,ROI% PF
0,0,750000,2018-01-03,25429.6,25399.65,-29.94999999999709,19.83733386232868,5.082925,-694.9598293988632,-0.2779839317595453,BANKNIFTY,2018,250000,-0.0926613105865151
1,1,750000,2018-01-04,33969.66,33980.91,11.25,20.947575201793686,0.9761545714285716,215.21214972660428,0.0860848598906417,SENSEX,2018,250000,0.02869495329688057
2,0,750000,2018-01-04,33935.6,33915.0,-20.599999999998545,23.9778338247318,6.7850600000000005,-656.634417960275,-0.26265376718411,SENSEX,2018,250000,-0.08755125572803667
3,0,750000,2018-01-04,10484.85,10505.35,20.5,66.67974112571112,0.6024928571428572,1326.760625332702,0.5307042501330809,NIFTY,2018,250000,0.1769014167110269
4,1,750000,2018-01-04,25411.3,25478.4,67.10000000000218,31.58060950576404,1.021182,2086.809347860521,0.8347237391442084,BANKNIFTY,2018,250000,0.2782412463814028
5,1,750000,2018-01-05,25478.4,25619.9,141.5,31.58060950576404,1.021182,4436.406695089297,1.7745626780357189,BANKNIFTY,2018,250000,0.5915208926785729
6,1,750000,2018-01-05,33980.91,34172.14,191.22999999999595,20.947575201793686,0.9761545714285716,3985.3567345453466,1.594142693818139,SENSEX,2018,250000,0.5313808979393796
7,0,750000,2018-01-05,10505.35,10561.35,56.0,66.67974112571112,0.6024928571428572,3693.891435295447,1.4775565741181789,NIFTY,2018,250000,0.49251885803939294
8,1,750000,2018-01-08,25619.9,25670.0,50.09999999999855,31.58060950576404,1.021182,1549.9389862624173,0.6199755945049669,BANKNIFTY,2018,250000,0.2066585315016556
9,0,750000,2018-01-08,10561.35,10617.85,56.5,66.67974112571112,0.6024928571428572,3727.231305858303,1.490892522343321,NIFTY,2018,250000,0.49696417411444044
10,1,750000,2018-01-08,34172.14,34331.51,159.37000000000262,20.947575201793686,0.9761545714285716,3317.96698861634,1.327186795446536,SENSEX,2018,250000,0.4423955984821787
11,0,750000,2018-01-09,10617.85,10628.3,10.449999999998909,66.67974112571112,0.6024928571428572,656.6292270192326,0.2626516908076931,NIFTY,2018,250000,0.08755056360256436
12,1,750000,2018-01-09,34331.51,34431.05,99.54000000000087,20.947575201793686,0.9761545714285716,2064.673564292987,0.8258694257171948,SENSEX,2018,250000,0.27528980857239826
13,1,750000,2018-01-09,25670.0,25688.0,18.0,31.58060950576404,1.021182,536.2014211274376,0.214480568450975,BANKNIFTY,2018,250000,0.07149352281699167
14,1,750000,2018-01-10,25688.0,25647.8,-40.20000000000073,31.58060950576404,1.021182,-1301.7900521080526,-0.520716020843221,BANKNIFTY,2018,250000,-0.17357200694774036
15,0,750000,2018-01-10,10628.3,10625.4,-2.899999999999636,66.67974112571112,0.6024928571428572,-233.5453170089137,-0.0934181268035655,NIFTY,2018,250000,-0.031139375601188492
16,1,750000,2018-01-10,34431.05,34405.63,-25.42000000000553,20.947575201793686,0.9761545714285716,-552.935432923286,-0.2211741731693144,SENSEX,2018,250000,-0.07372472438977147
17,0,750000,2018-01-11,10625.4,10650.4,25.0,66.67974112571112,0.6024928571428572,1626.8194603984025,0.650727784159361,NIFTY,2018,250000,0.21690926138645367
18,2,750000,2018-01-11,25665.85,25658.4,-7.44999999999709,29.49852507374758,2.5623475,-295.349483775738,-0.1181397935102952,BANKNIFTY,2018,250000,-0.0393799311700984
19,1,750000,2018-01-11,34405.63,34499.54,93.91000000000348,20.947575201793686,0.9761545714285716,1946.738715906944,0.7786954863627775,SENSEX,2018,250000,0.2595651621209259
20,0,750000,2018-01-12,10650.4,10602.4,-48.0,66.67974112571112,0.6024928571428572,-3240.8016417785093,-1.2963206567114038,NIFTY,2018,250000,-0.4321068855704679
21,1,750000,2018-01-12,10675.5,10667.3,-8.200000000000728,56.51407865430077,0.3339507692307692,-482.28836500427934,-0.1929153460017117,NIFTY,2018,250000,-0.06430511533390391
22,2,750000,2018-01-12,25658.4,25565.0,-93.40000000000146,29.49852507374758,2.5623475,-2830.7477138644717,-1.1322990855457886,BANKNIFTY,2018,250000,-0.3774330285152629
23,3,750000,2018-01-12,25743.5,25721.9,-21.599999999998545,31.7712470214456,0.530104,-703.1010007942351,-0.281240400317694,BANKNIFTY,2018,250000,-0.09374680010589802
24,2,750000,2018-01-12,34582.33,34558.16,-24.169999999998254,22.28156637761076,0.5429163846153847,-550.6424868081133,-0.2202569947232453,SENSEX,2018,250000,-0.07341899824108178
25,1,750000,2018-01-12,34499.54,34361.16,-138.37999999999738,20.947575201793686,0.9761545714285716,-2919.17352771773,-1.167669411087092,SENSEX,2018,250000,-0.38922313702903066
26,3,750000,2018-01-15,25721.9,26053.45,331.5499999999993,31.7712470214456,0.530104,10516.914884829208,4.206765953931683,BANKNIFTY,2018,250000,1.4022553179772277
27,2,750000,2018-01-15,34558.16,34818.97,260.8099999999977,22.28156637761076,0.5429163846153847,5799.15829948331,2.319663319793324,SENSEX,2018,250000,0.7732211065977747
28,1,750000,2018-01-15,10667.3,10732.85,65.55000000000109,56.51407865430077,0.3339507692307692,3685.624935750505,1.4742499743002022,NIFTY,2018,250000,0.49141665810006735
29,3,750000,2018-01-16,26053.45,25969.4,-84.04999999999927,31.7712470214456,0.530104,-2687.2153772835354,-1.074886150913414,BANKNIFTY,2018,250000,-0.3582953836378047
30,2,750000,2018-01-16,34818.97,34794.2,-24.770000000004075,22.28156637761076,0.5429163846153847,-564.0114266348094,-0.2256045706539237,SENSEX,2018,250000,-0.07520152355130792
31,1,750000,2018-01-16,10732.85,10711.15,-21.700000000000728,56.51407865430077,0.3339507692307692,-1245.2284268373396,-0.4980913707349358,NIFTY,2018,250000,-0.16603045691164528
32,3,750000,2018-01-17,25969.4,26330.35,360.9499999999971,31.7712470214456,0.530104,11450.98954725964,4.580395818903856,BANKNIFTY,2018,250000,1.5267986063012853
33,2,750000,2018-01-17,34794.2,35076.53,282.33000000000175,22.28156637761076,0.5429163846153847,6278.657607929584,2.511463043171833,SENSEX,2018,250000,0.8371543477239444
34,1,750000,2018-01-17,10711.15,10794.3,83.14999999999964,56.51407865430077,0.3339507692307692,4680.272720066117,1.8721090880264464,NIFTY,2018,250000,0.6240363626754821
35,2,750000,2018-01-18,35076.53,35325.19,248.6600000000035,22.28156637761076,0.5429163846153847,5528.437267995469,2.2113749071981874,SENSEX,2018,250000,0.7371249690660625
36,1,750000,2018-01-18,10794.3,10822.1,27.80000000000109,56.51407865430077,0.3339507692307692,1552.218466550651,0.6208873866202604,NIFTY,2018,250000,0.2069624622067535
37,3,750000,2018-01-18,26330.35,26561.4,231.0500000000029,31.7712470214456,0.530104,7323.904559174041,2.9295618236696166,BANKNIFTY,2018,250000,0.9765206078898722
