,Entry_Date,Exit_Date,Trade_Type,Entry_Price,Previous MA Value,Initial SL,Exit_Price,Exit Remark,PnL,Slippage,PnL w cs,Qty,Profit_Loss INR,ROI%,Trade Year,Index,Portfolio,Allocation,ROI% PF,Time In Trade,Premium Cost,Final Points,Final ROI%
0,2018-01-03 09:45:00+05:30,2018-01-03 11:45:00+05:30,Long,25429.6,25347.55,25303.575,25399.65,Trailing SL Hit,-29.94999999999709,5.082925,-35.03292499999709,19.837333862328677,-694.9598293988631,-0.2779839317595452,2018,BANKNIFTY,750000.0,250000,-0.09266131058651508,1.0,4.238266666666666,-39.27119166666376,-0.10387143203508116
1,2018-01-04 11:15:00+05:30,2018-01-10 09:15:00+05:30,Long,25411.3,25382.57083333333,25332.1375,25647.8,Trailing SL Hit,236.5,5.10591,231.39409,31.58060950576404,7307.56639823162,2.923026559292648,2018,BANKNIFTY,750000.0,250000,0.9743421864308827,6.0,25.4113,205.98279,0.8673416074530397
2,2018-01-04 13:15:00+05:30,2018-01-12 12:15:00+05:30,Long,10484.85,10466.33382352941,10447.357352941175,10602.4,Trailing SL Hit,117.54999999999929,4.21745,113.33254999999927,66.67974112571112,7556.985095116663,3.022794038046665,2018,NIFTY,750000.0,250000,1.0075980126822217,8.0,13.979800000000001,99.35274999999929,0.8833087533503263
3,2018-01-04 13:15:00+05:30,2018-01-04 14:15:00+05:30,Long,33935.6,33884.39518518519,33831.33703703704,33915.0,Trailing SL Hit,-20.599999999998545,6.7850600000000005,-27.385059999998543,23.9778338247318,-656.6344179602748,-0.2626537671841099,2018,SENSEX,750000.0,250000,-0.08755125572803665,1.0,5.655933333333333,-33.040993333331876,-0.10563352634009374
4,2018-01-04 14:45:00+05:30,2018-01-12 12:15:00+05:30,Long,33969.66,33899.263703703706,33850.31444444444,34361.16,Trailing SL Hit,391.5,6.833082000000001,384.666918,20.947575201793686,8057.839192447205,3.223135676978882,2018,SENSEX,750000.0,250000,1.0743785589929606,8.0,45.292880000000004,339.374038,0.9478750910055184
5,2018-01-11 12:15:00+05:30,2018-01-12 12:15:00+05:30,Long,25665.85,25619.95,25581.1,25581.1,Initial SL Hit,-84.74999999999636,5.124695,-89.87469499999636,29.49852507374758,-2651.170943952809,-1.0604683775811234,2018,BANKNIFTY,750000.0,250000,-0.35348945919370783,2.0,8.555283333333334,-98.4299783333297,-0.3871385578498876
6,2018-01-12 14:15:00+05:30,2018-01-31 10:15:00+05:30,Long,10675.5,10648.760294117648,10631.263235294118,11031.3,Trailing SL Hit,355.7999999999993,4.34136,351.45863999999926,56.51407865430077,19862.361224693537,7.944944489877415,2018,NIFTY,750000.0,250000,2.6483148299591384,19.0,33.805749999999996,317.6528899999993,2.393581388030121
7,2018-01-12 14:15:00+05:30,2018-01-25 12:45:00+05:30,Long,25743.5,25713.70833333333,25664.8125,27266.9,Trailing SL Hit,1523.4000000000017,5.30104,1518.0989600000014,31.771247021445596,48231.897061159696,19.29275882446388,2018,BANKNIFTY,750000.0,250000,6.430919608154626,13.0,55.77758333333333,1462.3213766666684,6.1946364910422815
8,2018-01-12 14:15:00+05:30,2018-01-31 09:15:00+05:30,Long,34582.33,34525.375555555554,34470.12962962963,35996.8,Trailing SL Hit,1414.4700000000012,7.057913000000001,1407.412087000001,22.28156637761076,31359.345837142217,12.543738334856886,2018,SENSEX,750000.0,250000,4.181246111618962,19.0,109.51071166666667,1297.9013753333345,3.855903419477598
9,2018-01-25 14:45:00+05:30,2018-01-30 09:15:00+05:30,Long,27449.4,27392.6875,27285.554166666665,27328.55,Trailing SL Hit,-120.85000000000218,5.477795,-126.32779500000218,15.25824581033971,-1927.5405487882367,-0.7710162195152949,2018,BANKNIFTY,750000.0,250000,-0.25700540650509823,5.0,22.874499999999998,-149.20229500000218,-0.303542039010247
