Trade No.,Portfolio,Date,Entry Price,Exit Price,Points,Qty,Slippage,PnL,ROI%,Index
0,10000000,2022-01-28,7493.15,7465.1,-28.049999999999272,2451.5812699191138,7.479125,-87102.53738661314,-0.8710253738661313,SENSEX
1,10000000,2022-02-02,7703.05,7689.95,-13.100000000000364,3339.455668725979,2.54772,-52254.86725663809,-0.5225486725663809,SENSEX
1,10000000,2022-02-03,7689.95,7604.7,-85.25,3339.455668725979,2.54772,-293196.5937552163,-2.9319659375521625,SENSEX
1,10000000,2022-02-04,7604.7,7602.05,-2.649999999999636,3339.455668725979,2.54772,-17357.555518449182,-0.1735755551844918,SENSEX
2,10000000,2022-02-15,7318.15,7310.3,-7.849999999999454,3374.673078545524,7.314225,-51174.301864505156,-0.5117430186450516,SENSEX
3,10000000,2022-02-16,7357.1,7315.1,-42.0,4518.752824220446,7.336100000000001,-222937.64121102236,-2.2293764121102235,SENSEX
4,10000000,2022-02-28,7014.9,7015.25,0.3500000000003638,4869.734599464364,3.486915,-15275.943511076985,-0.15275943511076984,SENSEX
4,10000000,2022-03-02,7015.25,6985.5,-29.75,4869.734599464364,3.486915,-161854.95495495613,-1.6185495495495614,SENSEX
5,10000000,2022-03-09,6806.2,6846.3,40.100000000000364,6971.0700592540825,0.7699055555555555,274172.8438093045,2.7417284380930456,SENSEX
5,10000000,2022-03-10,6846.3,6880.85,34.55000000000018,6971.0700592540825,0.7699055555555555,235483.40498044313,2.354834049804431,SENSEX
5,10000000,2022-03-11,6880.85,6933.45,52.599999999999454,6971.0700592540825,0.7699055555555555,361311.21954997425,3.6131121954997427,SENSEX
5,10000000,2022-03-14,6933.45,6942.5,9.050000000000182,6971.0700592540825,0.7699055555555555,57721.118469464,0.5772111846946401,SENSEX
5,10000000,2022-03-15,6942.5,6920.4,-22.100000000000364,6971.0700592540825,0.7699055555555555,-159427.71387630448,-1.5942771387630448,SENSEX
5,10000000,2022-03-16,6920.4,7091.25,170.85000000000036,6971.0700592540825,0.7699055555555555,1185640.2540567757,11.856402540567757,SENSEX
5,10000000,2022-03-17,7091.25,7217.4,126.14999999999964,6971.0700592540825,0.7699055555555555,874033.4224081133,8.740334224081131,SENSEX
5,10000000,2022-03-21,7217.4,7127.55,-89.84999999999945,6971.0700592540825,0.7699055555555555,-631717.7103907622,-6.317177103907621,SENSEX
5,10000000,2022-03-22,7127.55,7052.1,-75.44999999999982,6971.0700592540825,0.7699055555555555,-531334.3015375059,-5.313343015375059,SENSEX
6,10000000,2022-03-22,7111.1,7155.7,44.599999999999454,5870.267097152971,1.426,253442.91165247915,2.5344291165247914,SENSEX
6,10000000,2022-03-23,7155.7,7163.0,7.300000000000182,5870.267097152971,1.426,34481.948928677615,0.3448194892867762,SENSEX
6,10000000,2022-03-24,7163.0,7222.45,59.44999999999982,5870.267097152971,1.426,340616.3780452029,3.4061637804520286,SENSEX
6,10000000,2022-03-25,7222.45,7220.5,-1.949999999999818,5870.267097152971,1.426,-19818.021719987362,-0.1981802171998736,SENSEX
6,10000000,2022-03-28,7220.5,7148.9,-71.60000000000036,5870.267097152971,1.426,-428682.125036695,-4.28682125036695,SENSEX
7,10000000,2022-03-29,7252.2,7199.55,-52.649999999999636,4937.662017034921,0.6712886363636362,-263282.50159912667,-2.632825015991267,SENSEX
7,10000000,2022-03-30,7199.55,7268.1,68.55000000000018,4937.662017034921,0.6712886363636362,335162.1348655048,3.351621348655048,SENSEX
7,10000000,2022-03-31,7268.1,7296.0,27.899999999999636,4937.662017034921,0.6712886363636362,134446.1738730326,1.344461738730326,SENSEX
7,10000000,2022-04-01,7296.0,7394.7,98.69999999999982,4937.662017034921,0.6712886363636362,484032.64467910584,4.8403264467910585,SENSEX
7,10000000,2022-04-04,7394.7,7485.75,91.05000000000018,4937.662017034921,0.6712886363636362,446259.5302487905,4.462595302487905,SENSEX
7,10000000,2022-04-05,7485.75,7592.3,106.55000000000018,4937.662017034921,0.6712886363636362,522793.29151283175,5.227932915128317,SENSEX
7,10000000,2022-04-06,7592.3,7623.15,30.849999999999454,4937.662017034921,0.6712886363636362,149012.27682328472,1.4901227682328473,SENSEX
7,10000000,2022-04-07,7623.15,7569.85,-53.29999999999927,4937.662017034921,0.6712886363636362,-266491.9819101976,-2.664919819101976,SENSEX
7,10000000,2022-04-08,7569.85,7636.0,66.14999999999964,4937.662017034921,0.6712886363636362,323311.7460246183,3.2331174602461825,SENSEX
7,10000000,2022-04-11,7636.0,7647.3,11.300000000000182,4937.662017034921,0.6712886363636362,52480.98439025561,0.5248098439025561,SENSEX
7,10000000,2022-04-12,7647.3,7516.15,-131.15000000000055,4937.662017034921,0.6712886363636362,-650888.9699363725,-6.508889699363725,SENSEX
8,10000000,2022-05-17,6588.95,6727.3,138.35000000000036,6023.189278723015,2.1875750000000003,820132.0584249288,8.201320584249288,SENSEX
8,10000000,2022-05-18,6727.3,6709.0,-18.300000000000182,6023.189278723015,2.1875750000000003,-123400.54208703477,-1.2340054208703477,SENSEX
8,10000000,2022-05-19,6709.0,6536.5,-172.5,6023.189278723015,2.1875750000000003,-1052176.3288661228,-10.521763288661228,SENSEX
9,10000000,2022-05-20,6617.1,6598.2,-18.900000000000546,3054.367745876603,6.60765,-77909.743433111,-0.7790974343311099,SENSEX
10,10000000,2022-05-23,6691.7,6651.1,-40.599999999999454,5502.063273727662,3.3304125,-241707.9092159536,-2.417079092159536,SENSEX
10,10000000,2022-05-24,6651.1,6629.95,-21.150000000000546,5502.063273727662,3.3304125,-134692.7785419566,-1.346927785419566,SENSEX
11,10000000,2022-05-26,6573.05,6573.05,0.0,6440.186765416231,0.9555464285714287,-6153.89746302646,-0.0615389746302646,SENSEX
11,10000000,2022-05-27,6573.05,6663.2,90.14999999999964,6440.186765416231,0.9555464285714287,574428.9394392445,5.744289394392444,SENSEX
11,10000000,2022-05-30,6663.2,6818.55,155.35000000000036,6440.186765416231,0.9555464285714287,994329.1165443873,9.943291165443874,SENSEX
11,10000000,2022-05-31,6818.55,6848.9,30.349999999999454,6440.186765416231,0.9555464285714287,189305.77086735264,1.8930577086735263,SENSEX
11,10000000,2022-06-01,6848.9,6871.85,22.950000000000728,6440.186765416231,0.9555464285714287,141648.38880328072,1.4164838880328072,SENSEX
11,10000000,2022-06-02,6871.85,6884.45,12.599999999999454,6440.186765416231,0.9555464285714287,74992.45578121454,0.7499245578121454,SENSEX
11,10000000,2022-06-03,6884.45,6804.6,-79.84999999999945,6440.186765416231,0.9555464285714287,-520402.8106815089,-5.204028106815089,SENSEX
12,10000000,2022-06-23,6277.45,6260.8,-16.649999999999636,4606.1722708429215,6.269125,-105569.4380469811,-1.055694380469811,SENSEX
13,10000000,2022-06-24,6326.05,6361.25,35.19999999999982,6573.541495480651,1.2693400000000001,223044.6014790443,2.230446014790443,SENSEX
13,10000000,2022-06-27,6361.25,6437.95,76.69999999999982,6573.541495480651,1.2693400000000001,495846.57354149135,4.958465735414913,SENSEX
13,10000000,2022-06-28,6437.95,6449.1,11.150000000000546,6573.541495480651,1.2693400000000001,64950.92851273944,0.6495092851273944,SENSEX
13,10000000,2022-06-29,6449.1,6408.55,-40.55000000000018,6573.541495480651,1.2693400000000001,-274901.166803615,-2.74901166803615,SENSEX
13,10000000,2022-06-30,6408.55,6367.35,-41.19999999999982,6573.541495480651,1.2693400000000001,-279173.96877567505,-2.7917396877567504,SENSEX
14,10000000,2022-07-05,6465.55,6419.45,-46.100000000000364,6996.676578625144,6.436965000000001,-367584.1525275515,-3.675841525275515,SENSEX
15,10000000,2022-07-06,6494.75,6528.2,33.44999999999982,8972.63346792285,0.932975,291763.34679228236,2.9176334679228235,SENSEX
15,10000000,2022-07-07,6528.2,6604.5,76.30000000000018,8972.63346792285,0.932975,676240.6908927797,6.7624069089277965,SENSEX
15,10000000,2022-07-08,6604.5,6607.55,3.050000000000182,8972.63346792285,0.932975,18995.289367431003,0.18995289367431004,SENSEX
15,10000000,2022-07-11,6607.55,6609.75,2.199999999999818,8972.63346792285,0.932975,11368.550919693316,0.11368550919693317,SENSEX
15,10000000,2022-07-12,6609.75,6562.2,-47.55000000000018,8972.63346792285,0.932975,-435019.96410946845,-4.350199641094685,SENSEX
15,10000000,2022-07-13,6562.2,6624.75,62.55000000000018,8972.63346792285,0.932975,552866.9807088405,5.528669807088406,SENSEX
15,10000000,2022-07-14,6624.75,6566.9,-57.850000000000364,8972.63346792285,0.932975,-527438.0888290755,-5.274380888290755,SENSEX
16,10000000,2022-07-15,6681.35,6678.7,-2.6500000000005457,7833.920877398938,0.84601875,-27387.53427340741,-0.2738753427340741,SENSEX
16,10000000,2022-07-18,6678.7,6771.05,92.35000000000036,7833.920877398938,0.84601875,716834.9490794988,7.168349490794988,SENSEX
16,10000000,2022-07-19,6771.05,6798.7,27.649999999999636,7833.920877398938,0.84601875,209980.26831178184,2.0998026831178183,SENSEX
16,10000000,2022-07-20,6798.7,6841.25,42.55000000000018,7833.920877398938,0.84601875,326705.6893850303,3.2670568938503033,SENSEX
16,10000000,2022-07-21,6841.25,6931.8,90.55000000000018,7833.920877398938,0.84601875,702733.8915001793,7.027338915001793,SENSEX
16,10000000,2022-07-22,6931.8,6929.3,-2.5,7833.920877398938,0.84601875,-26212.446141793294,-0.26212446141793294,SENSEX
16,10000000,2022-07-25,6929.3,6926.6,-2.699999999999818,7833.920877398938,0.84601875,-27779.230317271657,-0.2777923031727165,SENSEX
16,10000000,2022-07-26,6926.6,6854.95,-71.65000000000055,7833.920877398938,0.84601875,-567928.074813934,-5.67928074813934,SENSEX
17,10000000,2022-07-27,6886.55,6879.15,-7.400000000000546,9128.251939753598,0.44542656250000007,-71615.03023734,-0.7161503023734,SENSEX
17,10000000,2022-07-28,6879.15,6942.75,63.600000000000364,9128.251939753598,0.44542656250000007,576490.8574851737,5.764908574851737,SENSEX
17,10000000,2022-07-29,6942.75,7046.1,103.35000000000036,9128.251939753598,0.44542656250000007,939338.8720903792,9.393388720903793,SENSEX
17,10000000,2022-08-01,7046.1,7191.75,145.64999999999964,9128.251939753598,0.44542656250000007,1325463.9291419499,13.2546392914195,SENSEX
17,10000000,2022-08-02,7191.75,7187.0,-4.75,9128.251939753598,0.44542656250000007,-47425.16259698799,-0.4742516259698799,SENSEX
17,10000000,2022-08-03,7187.0,7129.55,-57.44999999999982,9128.251939753598,0.44542656250000007,-528484.039822001,-5.28484039822001,SENSEX
17,10000000,2022-08-04,7129.55,7178.4,48.849999999999454,9128.251939753598,0.44542656250000007,441849.1413737998,4.418491413737998,SENSEX
17,10000000,2022-08-05,7178.4,7165.7,-12.699999999999818,9128.251939753598,0.44542656250000007,-119994.76551802743,-1.1999476551802744,SENSEX
