index,Trade No.,Entry_Date,Exit_Date,Trade_Type,Entry_Price,Previous MA Value,Initial SL,Exit_Price,Exit Remark,PnL,Slippage,PnL w cs,Qty,Profit_Loss INR,ROI%,Trade Year
217,217,2020-04-24 13:45:00+05:30,2020-04-27 09:15:00+05:30,short,19600.8,19810.613461538458,19987.26923076923,19987.26923076923,Initial SL Hit,-386.4692307692312,3.958806923076923,-390.4280376923081,64.68820286220411,-25256.0881053323,-2.52560881053323,2020
218,218,2020-05-04 09:15:00+05:30,2020-05-06 13:15:00+05:30,short,20133.7,21201.690384615387,21359.14423076923,19728.35,Trailing SL Hit,405.3500000000022,3.9862050000000004,401.3637950000022,20.40076518562344,8188.1285358057485,0.8188128535805749,2020
219,219,2020-05-06 14:15:00+05:30,2020-05-06 14:45:00+05:30,short,19541.4,19561.753846153846,19772.91153846154,19705.0,Trailing SL Hit,-163.59999999999854,3.92464,-167.52463999999856,107.98597843603085,-18090.312162543676,-1.8090312162543676,2020
220,220,2020-05-07 10:15:00+05:30,2020-05-08 09:15:00+05:30,short,19437.05,19508.159615384615,19723.98653846154,19852.4,Gap,-415.3500000000022,3.9289449999999997,-419.2789450000022,87.12727955122665,-36530.63385095858,-3.6530633850958574,2020
221,221,2020-05-08 14:15:00+05:30,2020-05-11 09:15:00+05:30,short,19488.1,19558.76730769231,19705.315384615384,19705.315384615384,Initial SL Hit,-217.21538461538512,3.919341538461538,-221.13472615384666,115.09313690771275,-25451.08931227424,-2.5451089312274235,2020
222,222,2020-05-11 09:45:00+05:30,2020-05-12 14:15:00+05:30,short,19426.6,19548.013461538463,19683.476923076923,18881.75,Trailing SL Hit,544.8499999999985,3.830835,541.0191649999986,97.32287237228176,52653.53914625331,5.265353914625331,2020
223,223,2020-05-14 13:15:00+05:30,2020-05-19 10:15:00+05:30,short,19204.25,19261.95769230769,19464.515384615384,18064.8,Trailing SL Hit,1139.4500000000007,3.7269050000000004,1135.7230950000007,96.05580103149161,109092.79164018991,10.90927916401899,2020
224,224,2020-05-19 10:45:00+05:30,2020-05-20 13:45:00+05:30,short,17967.2,18088.540384615386,18229.53269230769,17681.2,Trailing SL Hit,286.0,3.5648400000000002,282.43516,95.29883515500832,26915.7417548184,2.69157417548184,2020
225,225,2020-05-22 09:45:00+05:30,2020-05-26 09:15:00+05:30,short,17602.1,17741.155769230772,17901.705769230768,17638.6,Trailing SL Hit,-36.5,3.52407,-40.02407,83.44298597515959,-3339.727911678806,-0.3339727911678806,2020
226,226,2020-05-26 13:45:00+05:30,2020-05-26 15:15:00+05:30,short,17373.35,17404.792307692307,17544.609615384616,17506.5,Trailing SL Hit,-133.15000000000146,3.487985,-136.63798500000146,145.97720509797173,-19946.0311605188,-1.99460311605188,2020
227,227,2020-06-04 11:15:00+05:30,2020-06-05 09:15:00+05:30,short,20642.1,20757.786538461536,20957.957692307693,20813.1,Trailing SL Hit,-171.0,4.14552,-175.14552,79.14956833043067,-13862.692303008811,-1.3862692303008812,2020
228,228,2020-06-05 09:45:00+05:30,2020-06-05 11:45:00+05:30,short,20629.6,20780.830769230768,20955.140384615384,20724.15,Trailing SL Hit,-94.55000000000291,4.135375,-98.6853750000029,76.79538755087665,-7578.581618728817,-0.7578581618728817,2020
229,229,2020-06-09 13:45:00+05:30,2020-06-10 14:45:00+05:30,short,20896.85,21213.911538461536,21430.271153846155,21169.25,Trailing SL Hit,-272.40000000000146,4.20661,-276.60661000000147,46.86728267100223,-12963.80017953774,-1.2963800179537739,2020
230,230,2020-06-11 10:45:00+05:30,2020-06-12 14:15:00+05:30,short,20891.3,20936.31730769231,21110.565384615384,20493.65,Trailing SL Hit,397.6499999999978,4.138495,393.51150499999784,114.01708502166336,44867.03472258746,4.486703472258745,2020
231,231,2020-06-15 09:15:00+05:30,2020-06-16 09:15:00+05:30,short,20234.5,20373.896153846155,20558.457692307693,20558.457692307693,Initial SL Hit,-323.9576923076929,4.07929576923077,-328.0369880769237,77.17057070605121,-25314.801582590317,-2.531480158259032,2020
232,232,2020-06-16 12:45:00+05:30,2020-06-16 14:45:00+05:30,short,19925.15,20075.576923076922,20267.659615384615,20267.659615384615,Initial SL Hit,-342.5096153846134,4.0192809615384615,-346.5288963461519,72.99065158193243,-25293.36993627355,-2.529336993627355,2020
233,233,2020-06-18 09:15:00+05:30,2020-06-18 11:45:00+05:30,short,20089.9,20181.892307692306,20372.030769230772,20354.95,Trailing SL Hit,-265.0499999999993,4.044485000000001,-269.0944849999993,88.61139133516863,-23844.836716470603,-2.38448367164706,2020
234,234,2020-06-24 13:15:00+05:30,2020-06-25 13:45:00+05:30,short,21803.15,21916.924999999996,22090.273076923077,21660.35,Trailing SL Hit,142.8000000000029,4.34635,138.4536500000029,87.07067459679634,12055.252705888985,1.2055252705888986,2020
235,235,2020-06-25 14:45:00+05:30,2020-06-26 09:15:00+05:30,short,21489.4,21628.094230769228,21823.205769230768,21663.6,Trailing SL Hit,-174.1999999999971,4.315300000000001,-178.5152999999971,74.89385236693438,-13369.698523438785,-1.3369698523438784,2020
236,236,2020-06-26 10:15:00+05:30,2020-06-26 11:45:00+05:30,short,21489.6,21522.319230769233,21712.532692307697,21553.85,Trailing SL Hit,-64.25,4.304345,-68.554345,112.14147077851736,-7687.785076557898,-0.7687785076557897,2020
237,237,2020-06-26 12:15:00+05:30,2020-06-26 14:45:00+05:30,short,21362.85,21428.844230769228,21620.365384615383,21549.45,Trailing SL Hit,-186.60000000000218,4.2912300000000005,-190.8912300000022,97.08157839710854,-18532.02191056569,-1.853202191056569,2020
238,238,2020-06-29 09:15:00+05:30,2020-06-29 14:45:00+05:30,short,21143.0,21354.475,21548.009615384617,21397.4,Trailing SL Hit,-254.40000000000146,4.254040000000001,-258.65404000000143,61.72692956007666,-15965.91970750934,-1.596591970750934,2020
239,239,2020-07-03 12:45:00+05:30,2020-07-06 09:15:00+05:30,short,21879.35,21931.00576923077,22087.132692307692,22277.4,Gap,-398.0500000000029,4.415675,-402.46567500000293,120.31800975501325,-48423.869010708346,-4.842386901070834,2020
240,240,2020-07-10 10:15:00+05:30,2020-07-15 09:15:00+05:30,short,22630.6,22756.640384615384,22884.971153846152,21744.7,Trailing SL Hit,885.8999999999978,4.437530000000001,881.4624699999978,98.28158429913888,86631.52805183196,8.663152805183197,2020
241,241,2020-07-15 14:15:00+05:30,2020-07-16 14:15:00+05:30,short,21419.65,21589.463461538464,21704.026923076923,21442.65,Trailing SL Hit,-23.0,4.286230000000001,-27.28623,87.91149341340099,-2398.7732289215446,-0.23987732289215444,2020
242,242,2020-07-24 09:15:00+05:30,2020-07-28 13:45:00+05:30,short,22716.4,22839.35384615385,22958.242307692308,22000.35,Trailing SL Hit,716.0500000000029,4.471675,711.5783250000029,103.37314524722143,73558.08954499984,7.355808954499984,2020
243,243,2020-07-30 12:45:00+05:30,2020-08-04 09:45:00+05:30,short,21911.15,22077.050000000003,22206.76730769231,21353.5,Trailing SL Hit,557.6500000000015,4.326465000000001,553.3235350000015,84.56879671612855,46793.90554966476,4.679390554966477,2020
244,244,2020-08-06 11:45:00+05:30,2020-08-06 12:15:00+05:30,short,21474.95,21529.203846153847,21651.921153846153,21651.921153846153,Initial SL Hit,-176.97115384615245,4.312687115384615,-181.28384096153707,141.2659603368661,-25609.235886987237,-2.560923588698724,2020
245,245,2020-08-13 14:15:00+05:30,2020-08-14 09:15:00+05:30,short,22168.8,22212.39807692308,22301.80384615384,22314.25,Gap,-145.45000000000073,4.448305,-149.89830500000073,187.9644891703589,-28175.55832682779,-2.817555832682779,2020
246,246,2020-08-14 09:45:00+05:30,2020-08-14 11:45:00+05:30,short,22178.55,22218.011538461535,22304.35384615385,22234.7,Trailing SL Hit,-56.150000000001455,4.441325,-60.591325000001454,198.7220642636538,-12040.833180470223,-1.2040833180470223,2020
247,247,2020-08-14 12:15:00+05:30,2020-08-17 15:15:00+05:30,short,22184.55,22216.574999999997,22302.050000000003,21755.2,Trailing SL Hit,429.34999999999854,4.393975,424.95602499999853,212.76595744680193,90416.17553191178,9.041617553191177,2020
248,248,2020-08-20 09:15:00+05:30,2020-08-21 09:15:00+05:30,short,22044.4,22067.434615384616,22172.417307692307,22198.65,Gap,-154.25,4.424305,-158.674305,195.28609412790053,-30986.8852619092,-3.09868852619092,2020
249,249,2020-08-31 11:15:00+05:30,2020-08-31 11:45:00+05:30,short,23983.45,24027.38076923077,24207.890384615384,24207.890384615384,Initial SL Hit,-224.44038461538366,4.819134038461538,-229.2595186538452,111.388153441466,-25536.794441731145,-2.5536794441731145,2020
250,250,2020-08-31 12:45:00+05:30,2020-09-01 09:15:00+05:30,short,23906.8,24071.64615384615,24268.41923076923,24031.7,Trailing SL Hit,-124.90000000000146,4.79385,-129.69385000000145,69.1334914540372,-8966.188670616282,-0.8966188670616283,2020
251,251,2020-09-01 09:45:00+05:30,2020-09-01 12:45:00+05:30,short,23848.45,24073.746153846154,24314.76346153846,24057.85,Trailing SL Hit,-209.39999999999782,4.79063,-214.1906299999978,53.61200579009694,-11483.189295744392,-1.1483189295744394,2020
252,252,2020-09-01 13:45:00+05:30,2020-09-01 14:45:00+05:30,short,23799.3,23926.686538461538,24186.65,23878.55,Trailing SL Hit,-79.25,4.767785,-84.017785,64.54111268878239,-5422.601329546891,-0.5422601329546891,2020
253,253,2020-09-02 09:15:00+05:30,2020-09-02 13:45:00+05:30,short,23710.05,23816.75192307692,24056.228846153845,23734.05,Trailing SL Hit,-24.0,4.74441,-28.744410000000002,72.21700654952714,-2075.835245232294,-0.20758352452322937,2020
254,254,2020-09-03 11:15:00+05:30,2020-09-08 12:15:00+05:30,short,23623.4,23654.707692307693,23825.848076923074,23008.9,Trailing SL Hit,614.5,4.66323,609.83677,123.4884538295698,75307.79981571899,7.530779981571899,2020
255,255,2020-09-08 14:15:00+05:30,2020-09-10 09:15:00+05:30,short,22853.55,22897.796153846153,23022.69230769231,22469.75,Trailing SL Hit,383.7999999999993,4.532330000000001,379.26766999999927,147.80453418832434,56057.481297041006,5.605748129704101,2020
256,256,2020-09-10 09:45:00+05:30,2020-09-10 10:15:00+05:30,short,22409.25,22512.613461538458,22608.476923076923,22521.35,Trailing SL Hit,-112.09999999999854,4.49306,-116.59305999999854,125.4850479738989,-14630.68572752349,-1.4630685727523491,2020
257,257,2020-09-10 13:15:00+05:30,2020-09-10 14:45:00+05:30,short,22343.95,22397.242307692304,22492.359615384616,22492.359615384616,Initial SL Hit,-148.40961538461488,4.483630961538461,-152.89324634615335,168.45269718684054,-25755.279728661582,-2.575527972866158,2020
258,258,2020-09-11 12:45:00+05:30,2020-09-11 14:45:00+05:30,short,22261.45,22333.265384615384,22464.79230769231,22464.79230769231,Initial SL Hit,-203.34230769231,4.472624230769232,-207.81493192307923,122.94539333068388,-25549.88854527227,-2.554988854527227,2020
259,259,2020-09-14 13:15:00+05:30,2020-09-15 14:15:00+05:30,short,22317.95,22380.48076923077,22505.636538461542,22375.3,Trailing SL Hit,-57.349999999998545,4.469325,-61.81932499999854,133.20081559883818,-8234.384509769452,-0.8234384509769452,2020
260,260,2020-09-17 13:15:00+05:30,2020-09-17 14:15:00+05:30,short,22317.45,22346.9,22455.598076923074,22391.0,Trailing SL Hit,-73.54999999999927,4.470845,-78.02084499999927,180.96524075337743,-14119.060999206811,-1.4119060999206812,2020
261,261,2020-09-17 14:45:00+05:30,2020-09-18 09:15:00+05:30,short,22328.65,22367.059615384613,22456.063461538462,22456.063461538462,Initial SL Hit,-127.41346153846098,4.478471346153847,-131.89193288461482,196.21160667119548,-25878.728058259756,-2.5878728058259757,2020
262,262,2020-09-18 10:15:00+05:30,2020-09-23 14:45:00+05:30,short,22320.5,22355.50384615385,22444.16730769231,21191.75,Trailing SL Hit,1128.75,4.351225,1124.398775,202.15528636073338,227303.15634378282,22.73031563437828,2020
263,263,2020-09-24 09:15:00+05:30,2020-09-25 12:15:00+05:30,short,20880.5,21116.775,21258.699999999997,20862.5,Trailing SL Hit,18.0,4.174300000000001,13.8257,66.10259122157639,913.9145954521487,0.09139145954521487,2020
264,264,2020-09-30 09:15:00+05:30,2020-09-30 10:45:00+05:30,short,21189.2,21394.40769230769,21533.971153846152,21382.2,Trailing SL Hit,-193.0,4.257140000000001,-197.25714,72.51186684590158,-14303.483470083365,-1.4303483470083365,2020
265,265,2020-09-30 11:15:00+05:30,2020-09-30 13:45:00+05:30,short,21251.9,21389.838461538464,21521.0,21505.95,Trailing SL Hit,-254.04999999999927,4.275785000000001,-258.32578499999926,92.9022668153108,-23999.051003344543,-2.3999051003344545,2020
266,266,2020-10-13 09:15:00+05:30,2020-10-13 10:15:00+05:30,short,23555.75,23643.588461538464,23813.51538461538,23695.3,Trailing SL Hit,-139.54999999999927,4.725105,-144.2751049999993,96.98742147749292,-13992.870417344477,-1.3992870417344476,2020
267,267,2020-10-13 11:15:00+05:30,2020-10-14 14:15:00+05:30,short,23648.4,23686.36923076923,23826.938461538462,23709.8,Trailing SL Hit,-61.39999999999782,4.73582,-66.13581999999782,140.0258509263253,-9260.724472209977,-0.9260724472209977,2020
268,268,2020-10-15 13:45:00+05:30,2020-10-16 11:45:00+05:30,short,23272.45,23478.757692307692,23627.234615384616,23441.2,Trailing SL Hit,-168.75,4.671365000000001,-173.421365,70.46528771519024,-12220.186380686024,-1.2220186380686024,2020
269,269,2020-10-21 13:15:00+05:30,2020-10-21 14:45:00+05:30,short,24319.25,24357.332692307693,24488.596153846152,24488.596153846152,Initial SL Hit,-169.34615384615245,4.8807846153846155,-174.22693846153706,147.62661821485472,-25720.53372700432,-2.5720533727004318,2020
270,270,2020-10-22 12:15:00+05:30,2020-10-22 12:45:00+05:30,short,24381.25,24441.62115384615,24602.544230769232,24540.8,Trailing SL Hit,-159.54999999999927,4.892205000000001,-164.44220499999926,112.97176574869805,-18577.3262624593,-1.8577326262459302,2020
271,271,2020-10-22 13:15:00+05:30,2020-10-22 13:45:00+05:30,short,24417.45,24450.301923076928,24620.82692307693,24511.55,Trailing SL Hit,-94.09999999999854,4.8929,-98.99289999999854,122.92446764249455,-12168.649532886519,-1.2168649532886517,2020
272,272,2020-10-22 14:15:00+05:30,2020-10-22 15:15:00+05:30,short,24309.35,24462.407692307697,24636.226923076923,24479.3,Trailing SL Hit,-169.95000000000073,4.878864999999999,-174.82886500000072,76.48138560737945,-13371.15383936554,-1.337115383936554,2020
273,273,2020-10-23 11:45:00+05:30,2020-10-23 12:45:00+05:30,short,24392.9,24432.75,24601.80576923077,24521.75,Trailing SL Hit,-128.84999999999854,4.891465,-133.74146499999856,119.67118041811295,-16004.998987397566,-1.6004998987397565,2020
274,274,2020-10-26 11:15:00+05:30,2020-10-27 09:45:00+05:30,short,24268.25,24419.090384615385,24547.70576923077,24245.55,Trailing SL Hit,22.700000000000728,4.851380000000001,17.84862000000073,89.45959522973834,1596.7303206094775,0.15967303206094777,2020
275,275,2020-10-28 12:15:00+05:30,2020-10-29 11:45:00+05:30,short,24263.75,24293.767307692306,24466.378846153846,24262.2,Trailing SL Hit,1.5499999999992724,4.852595,-3.3025950000007276,123.37828731955929,-407.4685148102297,-0.040746851481022965,2020
276,276,2020-10-29 12:15:00+05:30,2020-10-30 09:15:00+05:30,short,24155.95,24301.11153846154,24452.651923076926,24205.45,Trailing SL Hit,-49.5,4.83614,-54.33614,84.25964935022776,-4578.344103444884,-0.45783441034448846,2020
277,277,2020-10-30 10:45:00+05:30,2020-11-02 09:15:00+05:30,short,23982.4,24091.257692307696,24248.457692307693,24282.05,Gap,-299.6499999999978,4.826445,-304.4764449999978,93.9645825804123,-28610.002059992657,-2.861000205999266,2020
278,278,2020-11-12 09:15:00+05:30,2020-11-13 12:45:00+05:30,short,28320.5,28448.292307692307,28691.24807692308,28211.15,Trailing SL Hit,109.34999999999854,5.653165,103.69683499999854,67.43123310977252,6992.405453630519,0.6992405453630519,2020
279,279,2020-11-13 13:15:00+05:30,2020-11-13 13:45:00+05:30,short,28176.8,28217.101923076923,28392.151923076923,28392.151923076923,Initial SL Hit,-215.3519230769234,5.656895192307693,-221.0088182692311,116.08904923068663,-25656.703584472645,-2.565670358447264,2020
280,280,2020-11-19 13:15:00+05:30,2020-11-20 12:45:00+05:30,short,29304.15,29338.146153846155,29497.12692307692,29029.7,Trailing SL Hit,274.4500000000007,5.833385000000001,268.6166150000007,129.54916889225717,34799.05922390151,3.479905922390151,2020
281,281,2020-11-25 13:45:00+05:30,2020-11-26 12:45:00+05:30,short,29280.05,29496.959615384614,29671.534615384615,29353.8,Trailing SL Hit,-73.75,5.863385,-79.613385,63.85946986815472,-5084.0685605093,-0.5084068560509301,2020
282,282,2020-12-02 11:15:00+05:30,2020-12-03 09:15:00+05:30,short,29564.95,29628.032692307697,29767.373076923075,29598.65,Trailing SL Hit,-33.70000000000073,5.916360000000001,-39.616360000000725,123.50370511115487,-4892.767243017441,-0.48927672430174407,2020
283,283,2020-12-03 12:45:00+05:30,2020-12-04 09:15:00+05:30,short,29490.55,29564.28846153846,29695.775,29673.8,Trailing SL Hit,-183.25,5.916435,-189.166435,121.81751735899493,-23043.78547935169,-2.3043785479351686,2020
284,284,2020-12-10 11:45:00+05:30,2020-12-10 14:15:00+05:30,short,30291.15,30377.26923076923,30491.824999999997,30466.9,Trailing SL Hit,-175.75,6.075805000000001,-181.825805,124.57954403887153,-22651.77588140077,-2.265177588140077,2020
285,285,2020-12-11 13:45:00+05:30,2020-12-11 14:45:00+05:30,short,30375.65,30474.240384615383,30592.765384615384,30592.765384615384,Initial SL Hit,-217.11538461538294,6.096841538461539,-223.21222615384448,115.14614703277326,-25702.027812223212,-2.570202781222321,2020
286,286,2020-12-15 09:15:00+05:30,2020-12-15 13:45:00+05:30,short,30573.85,30619.971153846152,30747.642307692306,30674.25,Trailing SL Hit,-100.40000000000146,6.12481,-106.52481000000145,143.84986500243488,-15323.579537910235,-1.5323579537910235,2020
287,287,2020-12-18 09:15:00+05:30,2020-12-18 13:45:00+05:30,short,30591.65,30741.39423076923,30832.780769230772,30686.25,Trailing SL Hit,-94.59999999999854,6.12779,-100.72778999999855,103.67818292021491,-10443.274236768844,-1.0443274236768845,2020
288,288,2020-12-21 09:15:00+05:30,2020-12-22 14:15:00+05:30,short,30409.65,30649.434615384613,30754.21730769231,29680.6,Trailing SL Hit,729.0500000000029,6.009025,723.040975000003,72.55476489465589,52460.06795032798,5.246006795032798,2020
289,289,2020-12-23 09:15:00+05:30,2020-12-23 10:15:00+05:30,short,29604.1,29646.14807692308,29834.780769230772,29834.780769230772,Initial SL Hit,-230.68076923077388,5.943888076923078,-236.62465730769696,108.37487703619503,-25644.168139453446,-2.5644168139453445,2020
290,290,2020-12-30 12:15:00+05:30,2020-12-30 13:15:00+05:30,short,31037.85,31069.040384615386,31195.72884615385,31195.72884615385,Initial SL Hit,-157.87884615384974,6.223357884615385,-164.10220403846512,158.3492697662485,-25985.46417652287,-2.598546417652287,2020
291,291,2021-01-04 10:45:00+05:30,2021-01-04 15:15:00+05:30,short,31100.95,31255.68269230769,31347.79230769231,31275.15,Trailing SL Hit,-174.20000000000073,6.237610000000001,-180.43761000000072,101.2792346406136,-18274.5830411816,-1.82745830411816,2021
292,292,2021-01-05 09:15:00+05:30,2021-01-05 10:45:00+05:30,short,31143.25,31199.265384615384,31305.525,31305.525,Initial SL Hit,-162.27500000000146,6.2448775,-168.51987750000146,154.05946695424296,-25962.082498844546,-2.5962082498844548,2021
293,293,2021-01-11 10:15:00+05:30,2021-01-11 12:15:00+05:30,short,31932.45,32039.196153846155,32148.542307692307,32031.25,Trailing SL Hit,-98.79999999999927,6.39637,-105.19636999999928,115.69130001423964,-12170.304802078876,-1.2170304802078875,2021
294,294,2021-01-11 13:45:00+05:30,2021-01-11 15:15:00+05:30,short,31943.7,32008.715384615385,32124.06730769231,32016.05,Trailing SL Hit,-72.34999999999854,6.395975,-78.74597499999854,138.60604962096568,-10914.66851830112,-1.091466851830112,2021
295,295,2021-01-12 09:15:00+05:30,2021-01-12 11:45:00+05:30,short,31913.95,32002.219230769228,32108.673076923078,32108.673076923078,Initial SL Hit,-194.72307692307731,6.4022623076923075,-201.1253392307696,128.3874535829973,-25821.97015485502,-2.582197015485502,2021
296,296,2021-01-15 09:15:00+05:30,2021-01-18 09:15:00+05:30,short,32314.65,32456.790384615382,32582.30192307692,32347.7,Trailing SL Hit,-33.04999999999927,6.466235000000001,-39.51623499999927,93.40489585354253,-3691.009814699044,-0.36910098146990444,2021
297,297,2021-01-18 09:45:00+05:30,2021-01-19 09:45:00+05:30,short,32240.5,32343.459615384618,32463.142307692306,32067.2,Trailing SL Hit,173.29999999999927,6.43077,166.86922999999928,112.28773299704702,18737.367543662745,1.8737367543662744,2021
298,298,2021-01-21 14:15:00+05:30,2021-01-25 10:45:00+05:30,short,32466.8,32518.828846153847,32626.87307692308,31631.5,Trailing SL Hit,835.2999999999993,6.40983,828.8901699999992,156.17866839664325,129454.96299766713,12.945496299766711,2021
299,299,2021-01-25 11:15:00+05:30,2021-01-28 14:45:00+05:30,short,31461.4,31784.05769230769,31961.675000000003,30394.85,Trailing SL Hit,1066.550000000003,6.185625,1060.3643750000028,49.97251511668568,52989.074758882605,5.298907475888261,2021
300,300,2021-02-09 09:15:00+05:30,2021-02-09 10:15:00+05:30,short,35698.55,35926.03653846154,36173.98269230769,36173.98269230769,Initial SL Hit,-475.43269230768783,7.187253269230769,-482.6199455769186,52.58367883506976,-25377.932217615537,-2.5377932217615538,2021
301,301,2021-02-09 15:15:00+05:30,2021-02-10 15:15:00+05:30,short,35996.65,36036.53076923077,36261.88076923077,35901.65,Trailing SL Hit,95.0,7.189830000000001,87.81017,94.25754060324945,8276.770664153237,0.8276770664153237,2021
302,302,2021-02-11 10:45:00+05:30,2021-02-12 09:45:00+05:30,short,35742.85,35907.59038461539,36080.4,35855.95,Trailing SL Hit,-113.09999999999854,7.159879999999999,-120.25987999999855,74.06310176270118,-8906.819730410125,-0.8906819730410125,2021
303,303,2021-02-17 09:15:00+05:30,2021-02-17 10:15:00+05:30,short,36873.1,36937.89615384615,37145.032692307694,37132.8,Trailing SL Hit,-259.70000000000437,7.400589999999999,-267.1005900000044,91.93451433824735,-24555.76302110973,-2.4555763021109733,2021
304,304,2021-02-17 13:15:00+05:30,2021-02-23 10:15:00+05:30,short,36870.95,37028.15192307692,37243.90576923077,35612.75,Trailing SL Hit,1258.199999999997,7.24837,1250.951629999997,67.0320774272053,83853.88651984847,8.385388651984847,2021
305,305,2021-02-23 10:45:00+05:30,2021-02-24 09:15:00+05:30,short,35499.55,35630.975,35839.653846153844,35342.0,Trailing SL Hit,157.5500000000029,7.084155000000001,150.4658450000029,73.50696054372645,11060.286931593673,1.1060286931593675,2021
306,306,2021-02-26 09:15:00+05:30,2021-03-01 10:15:00+05:30,short,35555.05,36027.64807692308,36296.81346153846,35516.65,Trailing SL Hit,38.400000000001455,7.107170000000002,31.29283000000145,33.70346653116154,1054.6768485703767,0.10546768485703767,2021
307,307,2021-03-01 11:15:00+05:30,2021-03-01 13:15:00+05:30,short,35227.7,35578.64807692308,35774.83269230769,35381.65,Trailing SL Hit,-153.95000000000437,7.060935000000001,-161.01093500000437,45.692754886488665,-7357.033186999558,-0.7357033186999559,2021
308,308,2021-03-04 14:45:00+05:30,2021-03-08 09:15:00+05:30,short,35809.9,35884.19807692308,36086.34807692308,35613.05,Trailing SL Hit,196.84999999999854,7.142295000000002,189.70770499999855,90.43289531348827,17155.817026426987,1.7155817026426987,2021
309,309,2021-03-08 10:15:00+05:30,2021-03-08 14:15:00+05:30,short,35277.2,35482.50769230769,35712.053846153845,35476.8,Trailing SL Hit,-199.60000000000582,7.0754,-206.67540000000582,57.49058038952051,-11881.888698236642,-1.1881888698236642,2021
310,310,2021-03-12 13:15:00+05:30,2021-03-15 14:45:00+05:30,short,35544.5,35916.480769230766,36067.88076923077,35167.4,Trailing SL Hit,377.09999999999854,7.07119,370.02880999999854,47.766371005078106,17674.933421027486,1.7674933421027486,2021
311,311,2021-03-16 14:45:00+05:30,2021-03-17 11:15:00+05:30,short,34785.9,34830.60384615384,35042.153846153844,35042.153846153844,Initial SL Hit,-256.25384615384246,6.982805384615384,-263.23665153845786,97.55951130189557,-25681.239080839325,-2.5681239080839324,2021
312,312,2021-03-17 12:15:00+05:30,2021-03-18 09:15:00+05:30,short,34693.35,34801.988461538465,35024.48653846154,34714.75,Trailing SL Hit,-21.400000000001455,6.940810000000001,-28.340810000001454,75.49755794437493,-2139.66194516563,-0.21396619451656304,2021
313,313,2021-03-18 09:45:00+05:30,2021-03-18 11:45:00+05:30,short,34592.5,34722.05,34907.49230769231,34622.9,Trailing SL Hit,-30.400000000001455,6.921539999999999,-37.321540000001455,79.36701750958507,-2962.099318664795,-0.29620993186647954,2021
314,314,2021-03-18 12:15:00+05:30,2021-03-19 14:15:00+05:30,short,34538.45,34606.713461538464,34778.35384615384,34138.75,Trailing SL Hit,399.6999999999971,6.86772,392.83227999999707,104.20841683366831,40936.42997996,4.093642997996,2021
315,315,2021-03-22 12:15:00+05:30,2021-03-23 09:15:00+05:30,short,33523.75,33752.39807692308,34001.217307692306,33853.6,Trailing SL Hit,-329.84999999999854,6.737735000000001,-336.58773499999853,52.3596057724453,-17623.60111244021,-1.762360111244021,2021
316,316,2021-03-24 10:15:00+05:30,2021-03-25 13:15:00+05:30,short,33654.15,33710.21923076923,33911.88653846154,33155.45,Trailing SL Hit,498.70000000000437,6.680960000000001,492.01904000000434,96.9982764152414,47724.998843482135,4.772499884348214,2021
317,317,2021-03-25 14:45:00+05:30,2021-03-26 09:15:00+05:30,short,32954.5,33214.178846153845,33410.75384615384,33610.65,Gap,-656.1500000000015,6.656515,-662.8065150000015,54.79405863807304,-36317.859048606915,-3.6317859048606915,2021
318,318,2021-03-31 09:45:00+05:30,2021-04-01 12:45:00+05:30,short,33451.8,33508.83653846154,33693.596153846156,33455.75,Trailing SL Hit,-3.9499999999970896,6.690755,-10.640754999997089,103.39287702610301,-1100.1782731795897,-0.11001782731795898,2021
319,319,2021-04-05 09:15:00+05:30,2021-04-07 09:45:00+05:30,short,33166.9,33344.60769230769,33496.18076923077,32755.1,Trailing SL Hit,411.8000000000029,6.5922,405.2078000000029,75.92304906965074,30764.611682805447,3.0764611682805447,2021
320,320,2021-04-08 14:45:00+05:30,2021-04-13 13:15:00+05:30,short,32748.9,32852.70384615385,33058.75769230769,31259.05,Trailing SL Hit,1489.8500000000022,6.4007950000000005,1483.4492050000022,80.68219902436643,119687.94400034832,11.968794400034831,2021
321,321,2021-04-19 09:15:00+05:30,2021-04-19 14:45:00+05:30,short,30463.75,31858.546153846153,32026.08653846154,31239.7,Trailing SL Hit,-775.9500000000007,6.170345,-782.1203450000007,16.00167402128222,-12515.234806102799,-1.2515234806102797,2021
322,322,2021-04-22 09:15:00+05:30,2021-04-22 11:15:00+05:30,short,30799.9,30983.309615384616,31182.44807692308,31182.44807692308,Initial SL Hit,-382.54807692307804,6.198234807692309,-388.74631173077034,65.35126303883354,-25405.06247329395,-2.5405062473293953,2021
323,323,2021-04-30 09:15:00+05:30,2021-05-04 09:15:00+05:30,short,33301.5,33425.86153846153,33634.39230769231,32668.4,Trailing SL Hit,633.0999999999985,6.59699,626.5030099999985,75.09936223310807,47049.97648812242,4.704997648812242,2021
324,324,2021-05-04 14:15:00+05:30,2021-05-05 10:15:00+05:30,short,32268.55,32438.242307692308,32649.757692307692,32649.757692307692,Initial SL Hit,-381.2076923076929,6.491830769230769,-387.6995230769237,65.58104808604223,-25425.741065843373,-2.542574106584337,2021
