Trade Type,Entry Time,Entry Price,Initial SL,Final SL,Exit Time,Exit Price,Points Captured,After Costs,PnL,Remarks,Qty,Leverage,ROI%,Trade Year,Trade Month
LONG,2018-04-13 15:15:00+05:30,25231.4,24979.086000000003,25162.436,2018-04-16 10:45:00+05:30,25154.35,-77.05000000000291,-82.0885750000029,-98506.29000000349,TSL,1200,6,-1.9701258000000696,2018,4
LONG,2018-04-16 13:15:00+05:30,25251.4,24998.886000000002,25281.308000000005,2018-04-18 13:45:00+05:30,25235.9,-15.5,-20.54873,-24658.476,TSL,1200,6,-0.49316952,2018,4
SHORT,2018-04-23 09:15:00+05:30,24855.2,25103.752,25065.058000000005,2018-04-24 09:15:00+05:30,25103.752,-248.55199999999968,-253.5478951999997,-304257.4742399996,ISL,1200,6,-6.085149484799992,2018,4
LONG,2018-05-02 14:45:00+05:30,25582.85,25327.0215,26393.991,2018-05-16 09:15:00+05:30,26165.9,583.0500000000029,577.8751250000029,676113.8962500034,TSL,1170,6,13.522277925000067,2018,5
SHORT,2018-05-21 09:45:00+05:30,25853.75,26112.2875,25856.018000000004,2018-05-23 11:45:00+05:30,25884.05,-30.299999999999272,-35.47377999999927,-41504.32259999915,TSL,1170,6,-0.830086451999983,2018,5
SHORT,2018-06-06 14:15:00+05:30,26216.7,26478.867000000002,26404.66,2018-06-07 09:15:00+05:30,26587.2,-370.5,-375.78039,-428389.6446,Gap SL,1140,6,-8.567792892,2018,6
LONG,2018-06-12 09:45:00+05:30,26527.4,26262.126,26527.352000000003,2018-06-12 13:15:00+05:30,26510.95,-16.450000000000728,-21.753835000000727,-24799.371900000828,TSL,1140,6,-0.49598743800001655,2018,6
SHORT,2018-06-18 14:45:00+05:30,26400.1,26664.101,26421.994,2018-06-20 10:45:00+05:30,26459.0,-58.900000000001455,-64.18591000000146,-73171.93740000165,TSL,1140,6,-1.4634387480000333,2018,6
LONG,2018-06-25 14:45:00+05:30,26610.7,26344.593,26568.007,2018-06-26 09:45:00+05:30,26533.7,-77.0,-82.31444,-93838.46160000001,TSL,1140,6,-1.876769232,2018,6
LONG,2018-06-26 12:15:00+05:30,26670.4,26403.696,26586.647,2018-06-26 13:15:00+05:30,26582.6,-87.80000000000291,-93.12530000000291,-103369.08300000323,TSL,1110,6,-2.067381660000065,2018,6
SHORT,2018-06-29 14:15:00+05:30,26371.0,26634.71,26269.016,2018-07-04 13:15:00+05:30,26350.0,21.0,15.7279,17929.806,TSL,1140,6,0.35859612,2018,6
LONG,2018-07-11 09:15:00+05:30,26917.7,26648.523,26941.102,2018-07-13 13:45:00+05:30,26923.05,5.349999999998545,-0.03407500000145536,-37.82325000161545,TSL,1110,6,-0.000756465000032309,2018,7
LONG,2018-07-19 10:45:00+05:30,27020.3,26750.096999999998,26883.45,2018-07-19 13:15:00+05:30,26850.6,-169.70000000000073,-175.08709000000073,-194346.6699000008,TSL,1110,6,-3.8869333980000156,2018,7
LONG,2018-07-23 09:15:00+05:30,26886.45,26617.5855,26909.681,2018-07-23 09:15:00+05:30,26886.45,0.0,-5.37729,-5968.7919,TSL,1110,6,-0.11937583800000001,2018,7
LONG,2018-07-24 13:15:00+05:30,26984.75,26714.9025,27649.051,2018-08-01 11:15:00+05:30,27631.35,646.5999999999985,641.1383899999986,711663.6128999984,TSL,1110,6,14.233272257999968,2018,7
LONG,2018-08-07 11:15:00+05:30,27873.25,27594.517499999998,28112.387,2018-08-10 15:15:00+05:30,28107.05,233.79999999999927,228.20196999999928,246458.12759999922,TSL,1080,6,4.929162551999985,2018,8
LONG,2018-08-28 14:45:00+05:30,28280.9,27998.091,28161.796000000002,2018-08-30 09:15:00+05:30,28058.55,-222.35000000000218,-227.9839450000022,-239383.1422500023,TSL,1050,6,-4.787662845000046,2018,8
SHORT,2018-08-31 09:45:00+05:30,28083.7,28364.537,27413.18,2018-09-07 14:45:00+05:30,27494.5,589.2000000000007,583.6421800000007,630333.5544000008,TSL,1080,6,12.606671088000015,2018,8
SHORT,2018-09-10 09:15:00+05:30,27358.3,27631.882999999998,27060.175,2018-09-14 12:45:00+05:30,27134.25,224.04999999999927,218.60074499999928,242646.8269499992,TSL,1110,6,4.852936538999984,2018,9
SHORT,2018-09-25 12:45:00+05:30,25056.0,25306.56,25658.201,2018-09-25 14:45:00+05:30,25306.56,-250.5600000000013,-255.59625600000132,-306715.50720000156,ISL,1200,6,-6.134310144000031,2018,9
SHORT,2018-09-28 09:15:00+05:30,25010.35,25260.4535,25171.565,2018-09-28 09:15:00+05:30,25260.4535,-250.10350000000108,-255.13058035000108,-306156.6964200013,ISL,1200,6,-6.1231339284000255,2018,9
SHORT,2018-10-03 14:15:00+05:30,25086.85,25337.7185,25149.284000000003,2018-10-03 14:15:00+05:30,25393.9,-307.0500000000029,-312.0980750000029,-374517.6900000035,Gap SL,1200,6,-7.49035380000007,2018,10
SHORT,2018-10-05 12:45:00+05:30,24758.45,25006.0345,24951.945,2018-10-05 14:15:00+05:30,25006.0345,-247.58450000000084,-252.56094845000084,-303073.138140001,ISL,1200,6,-6.06146276280002,2018,10
SHORT,2018-10-05 14:45:00+05:30,24468.05,24712.730499999998,24941.951,2018-10-05 14:45:00+05:30,24878.8,-410.75,-415.684685,-511292.16255,Gap SL,1230,6,-10.225843251,2018,10
SHORT,2018-10-09 09:15:00+05:30,24596.15,24842.111500000003,24647.138000000003,2018-10-09 14:15:00+05:30,24710.85,-114.69999999999709,-119.63069999999709,-147145.76099999642,TSL,1230,6,-2.9429152199999287,2018,10
LONG,2018-10-15 14:15:00+05:30,25360.1,25106.499,25467.332000000002,2018-10-17 14:15:00+05:30,25394.15,34.05000000000291,28.97457500000291,33900.252750003405,TSL,1170,6,0.678005055000068,2018,10
SHORT,2018-10-24 13:45:00+05:30,24922.05,25171.2705,25107.731,2018-10-24 14:45:00+05:30,25123.3,-201.25,-206.254535,-247505.442,TSL,1200,6,-4.95010884,2018,10
LONG,2018-11-05 11:15:00+05:30,25622.2,25365.978,25602.354,2018-11-06 14:15:00+05:30,25595.6,-26.600000000002183,-31.721780000002184,-37114.48260000256,TSL,1170,6,-0.7422896520000511,2018,11
LONG,2018-11-09 09:45:00+05:30,25742.15,25484.7285,25729.854,2018-11-12 11:45:00+05:30,25716.7,-25.450000000000728,-30.595885000000727,-35797.18545000085,TSL,1170,6,-0.715943709000017,2018,11
LONG,2018-11-28 14:15:00+05:30,26535.5,26270.145,26764.48,2018-12-04 09:15:00+05:30,26731.45,195.95000000000073,190.62330500000073,217310.56770000083,TSL,1140,6,4.346211354000016,2018,11
SHORT,2018-12-07 09:15:00+05:30,26336.75,26600.1175,26473.888000000003,2018-12-07 14:45:00+05:30,26600.1175,-263.3675000000003,-268.6611867500003,-306273.75289500033,ISL,1140,6,-6.125475057900006,2018,12
SHORT,2018-12-11 13:15:00+05:30,26028.5,26288.785,26204.456000000002,2018-12-11 15:15:00+05:30,26222.55,-194.04999999999927,-199.2751049999993,-227173.6196999992,TSL,1140,6,-4.543472393999984,2018,12
LONG,2018-12-14 11:15:00+05:30,26805.2,26537.148,27136.411,2018-12-21 10:15:00+05:30,27105.5,300.2999999999993,294.90892999999926,327348.91229999915,TSL,1110,6,6.546978245999983,2018,12
LONG,2019-01-01 14:15:00+05:30,27294.15,27021.2085,27170.023999999998,2019-01-02 13:15:00+05:30,27129.65,-164.5,-169.94238,-188636.0418,TSL,1110,6,-3.772720836,2019,1
LONG,2019-01-04 14:15:00+05:30,27187.35,26915.476499999997,27498.522999999997,2019-01-11 10:15:00+05:30,27480.7,293.3500000000022,287.88319500000216,319550.3464500024,TSL,1110,6,6.391006929000048,2019,1
LONG,2019-01-17 10:45:00+05:30,27506.35,27231.2865,27401.860999999997,2019-01-17 13:15:00+05:30,27373.95,-132.39999999999782,-137.88802999999783,-148919.07239999765,TSL,1080,6,-2.978381447999953,2019,1
LONG,2019-01-17 14:15:00+05:30,27541.5,27266.085,27464.711,2019-01-18 14:45:00+05:30,27445.05,-96.45000000000073,-101.94865500000073,-110104.54740000078,TSL,1080,6,-2.2020909480000155,2019,1
SHORT,2019-01-25 13:45:00+05:30,27225.85,27498.1085,26829.452,2019-01-30 15:15:00+05:30,26831.45,394.3999999999978,388.9942699999978,431783.63969999755,TSL,1110,6,8.635672793999952,2019,1
LONG,2019-02-07 12:45:00+05:30,27508.35,27233.266499999998,27304.55,2019-02-08 09:45:00+05:30,27273.65,-234.6999999999971,-240.17819999999708,-259392.45599999683,TSL,1080,6,-5.187849119999937,2019,2
LONG,2019-02-08 13:15:00+05:30,27431.75,27157.4325,27356.119000000002,2019-02-08 14:45:00+05:30,27275.45,-156.29999999999927,-161.77071999999927,-174712.37759999922,TSL,1080,6,-3.494247551999984,2019,2
SHORT,2019-02-12 14:15:00+05:30,27096.5,27367.465,26843.807,2019-02-19 09:45:00+05:30,26869.05,227.45000000000073,222.05344500000072,246479.3239500008,TSL,1110,6,4.929586479000016,2019,2
SHORT,2019-02-19 14:45:00+05:30,26697.8,26964.778,26815.902000000002,2019-02-20 09:15:00+05:30,26890.35,-192.54999999999927,-197.90881499999927,-219678.78464999917,TSL,1110,6,-4.393575692999983,2019,2
SHORT,2019-02-26 09:15:00+05:30,26813.95,27082.089500000002,26970.679,2019-02-26 12:15:00+05:30,27028.7,-214.75,-220.134265,-244349.03415,TSL,1110,6,-4.886980683,2019,2
LONG,2019-02-26 12:15:00+05:30,27028.7,26758.413,26980.275,2019-02-26 14:45:00+05:30,26955.65,-73.04999999999927,-78.44843499999928,-87077.7628499992,TSL,1110,6,-1.741555256999984,2019,2
SHORT,2019-02-27 11:45:00+05:30,26748.1,27015.581,26982.510999999995,2019-02-27 11:45:00+05:30,27015.581,-267.48099999999977,-272.85736809999975,-302871.67859099974,ISL,1110,6,-6.057433571819995,2019,2
LONG,2019-03-07 12:45:00+05:30,27605.35,27329.296499999997,29686.672000000002,2019-03-22 14:15:00+05:30,29662.65,2057.300000000003,2051.573200000003,2215699.056000003,TSL,1080,6,44.313981120000065,2019,3
SHORT,2019-04-08 13:15:00+05:30,29902.1,30201.121,29975.837000000003,2019-04-09 13:45:00+05:30,29978.5,-76.40000000000146,-82.38806000000146,-81564.17940000145,TSL,990,6,-1.631283588000029,2019,4
SHORT,2019-04-12 09:45:00+05:30,29799.35,30097.3435,29849.242000000002,2019-04-12 13:45:00+05:30,29902.45,-103.10000000000218,-109.07018000000218,-111251.58360000222,TSL,1020,6,-2.2250316720000445,2019,4
LONG,2019-04-18 12:15:00+05:30,30362.85,30059.2215,30200.781000000003,2019-04-18 15:15:00+05:30,30191.5,-171.34999999999854,-177.40543499999853,-175631.38064999855,TSL,990,6,-3.512627612999971,2019,4
SHORT,2019-04-30 09:15:00+05:30,29726.55,30023.8155,29742.017000000003,2019-04-30 14:45:00+05:30,29772.85,-46.29999999999927,-52.24993999999927,-53294.938799999254,TSL,1020,6,-1.0658987759999852,2019,4
SHORT,2019-05-02 14:45:00+05:30,29719.65,30016.846500000003,29777.156000000003,2019-05-03 09:15:00+05:30,29837.65,-118.0,-123.95573,-126434.8446,TSL,1020,6,-2.528696892,2019,5
SHORT,2019-05-09 14:45:00+05:30,28888.25,29177.1325,29189.911,2019-05-10 13:45:00+05:30,29177.1325,-288.8824999999997,-294.6890382499997,-309423.4901624997,ISL,1050,6,-6.188469803249994,2019,5
SHORT,2019-05-13 09:15:00+05:30,28894.95,29183.8995,28916.036,2019-05-14 13:45:00+05:30,28967.0,-72.04999999999927,-77.83619499999928,-81728.00474999924,TSL,1050,6,-1.6345600949999848,2019,5
SHORT,2019-05-15 14:45:00+05:30,28600.9,28886.909000000003,28792.755,2019-05-16 14:45:00+05:30,28886.909000000003,-286.00900000000183,-291.7577809000018,-306345.6699450019,ISL,1050,6,-6.1269133989000375,2019,5
LONG,2019-05-21 13:15:00+05:30,30486.75,30181.8825,30636.062,2019-05-23 14:45:00+05:30,30358.25,-128.5,-134.5845,-133238.655,TSL,990,6,-2.6647731,2019,5
LONG,2019-05-24 11:45:00+05:30,30799.7,30491.703,31335.005,2019-05-29 14:45:00+05:30,31298.05,498.34999999999854,492.14022499999857,472454.61599999864,TSL,960,6,9.449092319999973,2019,5
LONG,2019-05-30 11:45:00+05:30,31460.1,31145.499,31491.922000000002,2019-05-31 11:45:00+05:30,31145.499,-314.60099999999875,-320.8615598999987,-308027.0975039988,ISL,960,6,-6.160541950079976,2019,5
LONG,2019-06-03 11:45:00+05:30,31546.15,31230.6885,31462.681,2019-06-03 13:15:00+05:30,31411.45,-134.70000000000073,-140.99576000000073,-135355.9296000007,TSL,960,6,-2.707118592000014,2019,6
SHORT,2019-06-07 14:45:00+05:30,31045.95,31356.4095,31303.682999999997,2019-06-10 09:15:00+05:30,31356.4095,-310.45950000000084,-316.69973595000084,-304031.7465120008,ISL,960,6,-6.0806349302400164,2019,6
SHORT,2019-06-10 11:15:00+05:30,30944.35,31253.7935,31126.426999999996,2019-06-11 11:15:00+05:30,31186.3,-241.95000000000073,-248.16306500000073,-238236.5424000007,TSL,960,6,-4.764730848000014,2019,6
SHORT,2019-06-12 09:45:00+05:30,31058.35,31368.9335,30572.406000000003,2019-06-19 09:15:00+05:30,30637.95,420.3999999999978,414.23036999999783,397661.15519999794,TSL,960,6,7.953223103999958,2019,6
SHORT,2019-06-20 11:15:00+05:30,30435.3,30739.653,30459.498000000003,2019-06-20 11:45:00+05:30,30497.25,-61.95000000000073,-68.04325500000073,-67362.82245000072,TSL,990,6,-1.3472564490000143,2019,6
LONG,2019-06-28 13:15:00+05:30,31269.2,30956.508,31245.428,2019-07-02 09:45:00+05:30,31172.25,-96.95000000000073,-103.19414500000073,-99066.3792000007,TSL,960,6,-1.9813275840000137,2019,6
LONG,2019-07-02 13:45:00+05:30,31278.6,30965.814,31271.212000000003,2019-07-02 15:15:00+05:30,31268.75,-9.849999999998545,-16.104734999998545,-15460.545599998602,TSL,960,6,-0.3092109119999721,2019,7
LONG,2019-07-04 14:15:00+05:30,31510.3,31195.197,31416.125,2019-07-08 09:15:00+05:30,31195.197,-315.10299999999916,-321.37354969999916,-308518.6077119992,ISL,960,6,-6.170372154239985,2019,7
SHORT,2019-07-10 10:15:00+05:30,30578.25,30884.0325,30697.918,2019-07-11 12:15:00+05:30,30702.45,-124.20000000000073,-130.32807000000074,-129024.78930000073,TSL,990,6,-2.580495786000015,2019,7
SHORT,2019-07-12 09:15:00+05:30,30608.95,30915.039500000003,30608.049999999996,2019-07-12 10:15:00+05:30,30628.35,-19.399999999997817,-25.52372999999782,-25268.49269999784,TSL,990,6,-0.5053698539999568,2019,7
SHORT,2019-07-16 13:15:00+05:30,30498.2,30803.182,30580.495,2019-07-16 13:45:00+05:30,30587.15,-88.95000000000073,-95.05853500000073,-94107.94965000072,TSL,990,6,-1.8821589930000147,2019,7
SHORT,2019-07-23 14:15:00+05:30,29113.1,29404.231,29132.306,2019-07-26 09:15:00+05:30,29152.3,-39.20000000000073,-45.02654000000073,-45927.07080000074,TSL,1020,6,-0.9185414160000148,2019,7
SHORT,2019-08-02 14:15:00+05:30,28308.0,28591.08,28065.48,2019-08-06 13:45:00+05:30,28078.15,229.84999999999854,224.21138499999856,235421.9542499985,TSL,1050,6,4.70843908499997,2019,8
SHORT,2019-08-26 09:45:00+05:30,26928.5,27197.785,27477.15,2019-08-26 09:45:00+05:30,27252.25,-323.75,-329.168075,-365376.56325,Gap SL,1110,6,-7.307531265,2019,8
SHORT,2019-08-30 14:15:00+05:30,27312.4,27585.524,27222.460999999996,2019-09-04 13:15:00+05:30,27263.5,48.900000000001455,43.44241000000145,48221.07510000161,TSL,1110,6,0.9644215020000322,2019,8
SHORT,2019-09-05 11:45:00+05:30,26905.0,27174.05,27057.884,2019-09-06 09:15:00+05:30,27074.4,-169.40000000000146,-174.79794000000146,-194025.7134000016,TSL,1110,6,-3.880514268000032,2019,9
LONG,2019-09-13 13:15:00+05:30,27888.0,27609.12,27860.683999999997,2019-09-16 14:45:00+05:30,27855.7,-32.29999999999927,-37.874369999999274,-40904.31959999922,TSL,1080,6,-0.8180863919999843,2019,9
LONG,2019-09-24 11:45:00+05:30,30068.2,29767.518,29075.692000000003,2019-09-25 09:15:00+05:30,29767.518,-300.6820000000007,-306.6655718000007,-303598.9160820007,ISL,990,6,-6.071978321640014,2019,9
SHORT,2019-10-04 09:15:00+05:30,28575.4,28861.154000000002,28203.298000000003,2019-10-09 11:45:00+05:30,28306.8,268.6000000000022,262.9117800000022,276057.3690000023,TSL,1050,6,5.521147380000045,2019,10
SHORT,2019-10-10 11:15:00+05:30,28145.8,28427.257999999998,28169.831000000002,2019-10-10 12:15:00+05:30,28202.45,-56.650000000001455,-62.284825000001454,-67267.61100000158,TSL,1080,6,-1.3453522200000316,2019,10
SHORT,2019-10-10 12:45:00+05:30,28078.95,28359.7395,28118.316000000003,2019-10-11 09:15:00+05:30,28359.7395,-280.78949999999895,-286.43336894999896,-309348.0384659989,ISL,1080,6,-6.1869607693199775,2019,10
LONG,2019-10-17 09:45:00+05:30,28597.15,28311.1785,29340.644,2019-10-24 12:45:00+05:30,29316.5,719.3499999999985,713.5586349999985,749236.5667499985,TSL,1050,6,14.984731334999971,2019,10
LONG,2019-11-01 09:45:00+05:30,30250.25,29947.7475,30285.112,2019-11-05 12:15:00+05:30,30257.35,7.099999999998545,1.0492399999985444,1038.747599998559,TSL,990,6,0.020774951999971182,2019,11
LONG,2019-11-06 11:15:00+05:30,30418.15,30113.968500000003,30291.369000000002,2019-11-06 11:15:00+05:30,30066.85,-351.3000000000029,-357.3485000000029,-353775.01500000287,Gap SL,990,6,-7.075500300000058,2019,11
LONG,2019-11-08 09:15:00+05:30,30680.7,30373.893,30822.406000000003,2019-11-13 13:45:00+05:30,30820.25,139.54999999999927,133.39990499999928,132065.9059499993,TSL,990,6,2.641318118999986,2019,11
LONG,2019-11-18 12:15:00+05:30,30984.0,30674.16,31238.856,2019-11-22 09:45:00+05:30,31233.3,249.29999999999927,243.07826999999926,233355.1391999993,TSL,960,6,4.667102783999986,2019,11
LONG,2019-11-25 10:15:00+05:30,31320.75,31007.5425,31280.159000000003,2019-11-25 10:45:00+05:30,31276.65,-44.099999999998545,-50.359739999998546,-48345.350399998606,TSL,960,6,-0.9669070079999721,2019,11
LONG,2019-11-26 14:45:00+05:30,31701.45,31384.4355,31864.384,2019-11-29 13:45:00+05:30,31823.65,122.20000000000073,115.84749000000073,111213.5904000007,TSL,960,6,2.224271808000014,2019,11
SHORT,2019-12-09 13:15:00+05:30,31443.25,31757.6825,31321.512000000002,2019-12-12 09:15:00+05:30,31433.9,9.349999999998545,3.0622849999985444,2939.7935999986025,TSL,960,6,0.05879587199997205,2019,12
LONG,2019-12-17 09:15:00+05:30,32128.75,31807.4625,32279.393000000004,2019-12-23 14:15:00+05:30,32253.55,124.79999999999927,118.36176999999927,110076.44609999932,TSL,930,6,2.2015289219999863,2019,12
LONG,2019-12-24 09:15:00+05:30,32377.25,32053.4775,32317.678,2019-12-24 12:15:00+05:30,32317.6,-59.650000000001455,-66.11948500000146,-61491.12105000136,TSL,930,6,-1.2298224210000273,2019,12
LONG,2019-12-30 12:45:00+05:30,32345.3,32021.846999999998,32293.904,2019-12-30 13:45:00+05:30,32292.1,-53.20000000000073,-59.66374000000073,-55487.27820000068,TSL,930,6,-1.1097455640000136,2019,12
SHORT,2020-01-07 10:45:00+05:30,31435.8,31750.158,31510.03,2020-01-09 09:15:00+05:30,31750.158,-314.3580000000002,-320.6765958000002,-307849.53196800017,ISL,960,6,-6.156990639360004,2020,1
LONG,2020-01-13 09:15:00+05:30,32233.55,31911.2145,32100.225,2020-01-14 13:45:00+05:30,32037.4,-196.14999999999782,-202.57709499999783,-188396.69834999798,TSL,930,6,-3.76793396699996,2020,1
SHORT,2020-01-22 09:15:00+05:30,30984.45,31294.2945,31024.584,2020-01-23 12:45:00+05:30,31065.15,-80.70000000000073,-86.90496000000073,-83428.7616000007,TSL,960,6,-1.668575232000014,2020,1
SHORT,2020-01-29 13:15:00+05:30,30907.75,31216.8275,30866.933000000005,2020-01-31 09:15:00+05:30,30880.15,27.599999999998545,21.421209999998545,20564.361599998603,TSL,960,6,0.411287231999972,2020,1
SHORT,2020-01-31 11:15:00+05:30,30711.2,31018.312,30833.583,2020-01-31 13:15:00+05:30,30905.4,-194.20000000000073,-200.36166000000074,-198358.04340000072,TSL,990,6,-3.9671608680000143,2020,1
LONG,2020-02-07 12:15:00+05:30,31230.6,30918.293999999998,31017.284,2020-02-10 10:15:00+05:30,30995.05,-235.54999999999927,-241.77256499999928,-232101.6623999993,TSL,960,6,-4.642033247999986,2020,2
SHORT,2020-02-26 13:45:00+05:30,30328.35,30631.6335,29037.535,2020-03-05 11:15:00+05:30,29051.6,1276.75,1270.812005,1258103.88495,TSL,990,6,25.162077699,2020,2
SHORT,2020-03-11 12:45:00+05:30,26647.95,26914.429500000002,18207.452,2020-03-25 12:45:00+05:30,18292.6,8355.350000000002,8350.855945000003,9519975.777300004,TSL,1140,6,190.3995155460001,2020,3
SHORT,2020-04-01 09:15:00+05:30,18583.0,18768.83,19567.746,2020-04-01 09:15:00+05:30,19149.6,-566.5999999999985,-570.3732599999986,-924004.6811999978,Gap SL,1620,6,-18.480093623999956,2020,4
LONG,2020-04-13 14:15:00+05:30,19576.1,19380.339,19222.792,2020-04-13 14:15:00+05:30,19336.25,-239.84999999999854,-243.74123499999854,-372924.08954999776,Gap SL,1530,6,-7.458481790999956,2020,4
LONG,2020-04-27 09:15:00+05:30,19987.75,19787.8725,20827.434,2020-05-04 09:15:00+05:30,20133.7,145.95000000000073,141.93785500000072,212906.78250000108,TSL,1500,6,4.258135650000021,2020,4
SHORT,2020-05-06 11:15:00+05:30,19564.35,19759.9935,20321.828999999998,2020-05-06 13:15:00+05:30,19759.9935,-195.64350000000195,-199.57593435000194,-305351.17955550295,ISL,1530,6,-6.107023591110059,2020,5
SHORT,2020-05-06 13:45:00+05:30,19657.6,19854.176,19669.049,2020-05-08 09:15:00+05:30,19854.176,-196.57600000000093,-200.52717760000093,-306806.5817280014,ISL,1530,6,-6.136131634560028,2020,5
SHORT,2020-05-11 09:45:00+05:30,19426.6,19620.865999999998,19605.096,2020-05-11 09:45:00+05:30,19669.45,-242.85000000000218,-246.75960500000218,-377542.1956500033,Gap SL,1530,6,-7.550843913000066,2020,5
SHORT,2020-05-12 14:45:00+05:30,18764.6,18952.246,19244.256999999998,2020-05-12 14:45:00+05:30,18952.246,-187.64600000000064,-191.41768460000063,-304354.118514001,ISL,1590,6,-6.0870823702800205,2020,5
SHORT,2020-05-19 10:45:00+05:30,17967.2,18146.872,18667.298,2020-05-19 10:45:00+05:30,18146.872,-179.67199999999866,-183.28340719999866,-307916.1240959978,ISL,1680,6,-6.158322481919956,2020,5
SHORT,2020-05-19 11:45:00+05:30,17973.9,18153.639000000003,17931.131999999998,2020-05-21 09:15:00+05:30,18093.25,-119.34999999999854,-122.95671499999854,-206567.28119999755,TSL,1680,6,-4.131345623999951,2020,5
SHORT,2020-05-26 09:45:00+05:30,17564.2,17739.842,17625.65,2020-05-27 09:45:00+05:30,17626.05,-61.849999999998545,-65.36902499999854,-111781.03274999751,TSL,1710,6,-2.23562065499995,2020,5
LONG,2020-05-29 09:45:00+05:30,18889.95,18701.0505,20450.216,2020-06-04 12:45:00+05:30,20359.45,1469.5,1465.57506,2330264.3454,TSL,1590,6,46.605286908,2020,5
LONG,2020-06-08 14:15:00+05:30,21139.1,20927.709,20976.535,2020-06-08 14:15:00+05:30,20927.709,-211.39099999999962,-215.59768089999963,-303992.73006899946,ISL,1410,6,-6.0798546013799895,2020,6
LONG,2020-06-08 14:45:00+05:30,21179.4,20967.606,21002.315,2020-06-09 13:45:00+05:30,20967.606,-211.7940000000017,-216.0087006000017,-304572.2678460024,ISL,1410,6,-6.091445356920048,2020,6
SHORT,2020-06-15 09:15:00+05:30,20234.5,20436.845,20723.31,2020-06-15 09:15:00+05:30,20470.85,-236.34999999999854,-240.42053499999855,-353418.1864499979,Gap SL,1470,6,-7.068363728999957,2020,6
SHORT,2020-06-15 14:15:00+05:30,19914.85,20113.998499999998,20480.802,2020-06-15 14:15:00+05:30,20113.998499999998,-199.14849999999933,-203.15138484999932,-304727.077274999,ISL,1500,6,-6.09454154549998,2020,6
SHORT,2020-06-15 14:45:00+05:30,19908.9,20107.989,20435.332000000002,2020-06-16 09:15:00+05:30,20504.95,-596.0499999999993,-600.0913849999993,-900137.0774999988,Gap SL,1500,6,-18.002741549999975,2020,6
SHORT,2020-06-16 12:45:00+05:30,19925.15,20124.4015,20347.971,2020-06-16 12:45:00+05:30,20173.25,-248.09999999999854,-252.10983999999854,-378164.7599999978,Gap SL,1500,6,-7.563295199999956,2020,6
LONG,2020-06-24 11:45:00+05:30,22047.3,21826.826999999997,21708.729000000003,2020-06-24 13:15:00+05:30,21826.826999999997,-220.47300000000178,-224.86041270000177,-303561.5571450024,ISL,1350,6,-6.071231142900048,2020,6
LONG,2020-07-01 09:15:00+05:30,21444.15,21229.7085,22607.606,2020-07-10 10:45:00+05:30,22599.45,1155.2999999999993,1150.8956399999993,1622762.852399999,TSL,1410,6,32.45525704799998,2020,7
SHORT,2020-07-15 09:45:00+05:30,21731.95,21949.269500000002,21617.544000000005,2020-07-17 09:15:00+05:30,21744.35,-12.399999999997817,-16.74762999999782,-23111.72939999699,TSL,1380,6,-0.46223458799993977,2020,7
LONG,2020-07-22 14:45:00+05:30,22882.85,22654.0215,22744.953999999998,2020-07-24 09:15:00+05:30,22716.4,-166.4499999999971,-171.00992499999708,-225733.10099999615,TSL,1320,6,-4.514662019999923,2020,7
LONG,2020-08-12 09:15:00+05:30,22191.0,21969.09,22168.369000000002,2020-08-14 10:15:00+05:30,22116.7,-74.29999999999927,-78.73076999999927,-106286.53949999901,TSL,1350,6,-2.1257307899999804,2020,8
LONG,2020-08-31 11:45:00+05:30,24186.25,23944.3875,23787.247000000003,2020-08-31 12:45:00+05:30,23944.3875,-241.86249999999927,-246.67556374999927,-303410.9434124991,ISL,1230,6,-6.068218868249982,2020,8
SHORT,2020-09-08 10:45:00+05:30,22975.35,23205.103499999997,22492.731,2020-09-11 15:15:00+05:30,22509.35,466.0,461.45153,609116.0196,TSL,1320,6,12.182320392,2020,9
SHORT,2020-09-18 09:15:00+05:30,22398.95,22622.9395,22355.103000000003,2020-09-18 09:15:00+05:30,22398.95,0.0,-4.47979,-6047.7165,TSL,1350,6,-0.12095433000000001,2020,9
SHORT,2020-09-18 09:45:00+05:30,22373.5,22597.235,22350.872000000003,2020-09-18 09:45:00+05:30,22373.5,0.0,-4.4747,-6040.845,TSL,1350,6,-0.1208169,2020,9
SHORT,2020-09-25 13:15:00+05:30,20747.1,20954.571,20960.307999999997,2020-09-25 14:15:00+05:30,20954.571,-207.47100000000137,-211.64116710000138,-304763.280624002,ISL,1440,6,-6.09526561248004,2020,9
LONG,2020-10-08 14:45:00+05:30,23181.15,22949.3385,23546.781999999996,2020-10-13 12:45:00+05:30,23546.2,365.0499999999993,360.3772649999993,464886.67184999905,TSL,1290,6,9.297733436999982,2020,10
LONG,2020-10-14 14:15:00+05:30,23709.8,23472.701999999997,23589.387000000002,2020-10-14 14:15:00+05:30,23326.9,-382.8999999999978,-387.6036699999978,-488380.6241999972,Gap SL,1260,6,-9.767612483999946,2020,10
