,Entry_Date,Exit_Date,Trade_Type,Entry_Price,Previous MA Value,Initial SL,Exit_Price,Exit Remark,PnL,Slippage,PnL w cs,Qty,Profit_Loss INR,ROI%,Trade Year,Index,Portfolio,Allocation,ROI% PF,Time In Trade,Premium Cost,Final Points,Final ROI%
0,2018-01-03 09:45:00+05:30,2018-01-03 11:45:00+05:30,Long,25430.05,25347.55,25303.575,25399.65,Trailing SL Hit,-30.399999999997817,5.08297,-35.48296999999782,247.0844040324132,-8767.288495749459,-0.7013830796599567,2018,BANKNIFTY,3750000.0,1250000,-0.23379435988665223,1,4.238341666666667,-39.72131166666449,-0.26172044321449434
1,2018-01-04 11:15:00+05:30,2018-01-10 09:15:00+05:30,Long,25411.4,25382.57083333333,25332.1375,25647.8,Trailing SL Hit,236.39999999999785,5.10592,231.29407999999785,394.2595805078027,91189.9069547373,7.295192556378983,2018,BANKNIFTY,3750000.0,1250000,2.4317308521263277,6,25.411400000000004,205.88267999999783,2.164565841349902
2,2018-01-04 13:15:00+05:30,2018-01-12 12:15:00+05:30,Long,10484.85,10466.33382352941,10447.357352941175,10602.4,Trailing SL Hit,117.54999999999929,4.21745,113.33254999999927,1000.1961168856668,113354.77642674994,9.068382114139997,2018,NIFTY,3750000.0,1250000,3.022794038046665,8,13.979800000000001,99.35274999999929,2.649926260050979
3,2018-01-04 13:15:00+05:30,2018-01-04 14:15:00+05:30,Long,33935.6,33884.39518518519,33831.33703703704,33915.0,Trailing SL Hit,-20.599999999998545,6.7850600000000005,-27.385059999998543,359.6675073709769,-9849.516269404125,-0.7879613015523299,2018,SENSEX,3750000.0,1250000,-0.26265376718411,1,5.655933333333333,-33.040993333331876,-0.31690057902028107
4,2018-01-04 14:45:00+05:30,2018-01-12 12:15:00+05:30,Long,33969.66,33899.263703703706,33850.31444444444,34361.16,Trailing SL Hit,391.5,6.833082000000001,384.666918,314.21362802690527,120867.58788670808,9.669407030936648,2018,SENSEX,3750000.0,1250000,3.2231356769788824,8,45.292880000000004,339.374038,2.843625273016555
5,2018-01-11 12:15:00+05:30,2018-01-12 12:15:00+05:30,Long,25667.9,25619.95,25581.1,25581.1,Initial SL Hit,-86.79999999999927,5.1249,-91.92489999999928,360.0230414746574,-33095.082085253474,-2.647606566820278,2018,BANKNIFTY,3750000.0,1250000,-0.882535522273426,2,8.555966666666666,-100.48086666666593,-0.9646780593958024
6,2018-01-12 14:15:00+05:30,2018-01-31 09:15:00+05:30,Long,34582.33,34525.375555555554,34470.12962962963,35996.8,Trailing SL Hit,1414.4700000000012,7.057913000000001,1407.412087000001,334.2234956641614,470390.1875571332,37.631215004570656,2018,SENSEX,3750000.0,1250000,12.543738334856886,19,109.51071166666667,1297.9013753333345,11.567710258432795
7,2018-01-12 14:15:00+05:30,2018-01-25 12:45:00+05:30,Long,25742.7,25713.70833333333,25664.8125,27266.9,Trailing SL Hit,1524.2000000000007,5.300960000000001,1518.8990400000007,401.2197079120489,609412.2291766917,48.75297833413534,2018,BANKNIFTY,3750000.0,1250000,16.250992778045113,13,55.77585,1463.1231900000007,15.65423623816388
8,2018-01-12 14:15:00+05:30,2018-01-31 10:15:00+05:30,Long,10675.5,10648.760294117648,10631.263235294118,11031.3,Trailing SL Hit,355.7999999999993,4.34136,351.45863999999926,847.7111798145115,297935.41837040306,23.834833469632244,2018,NIFTY,3750000.0,1250000,7.944944489877415,19,33.805749999999996,317.6528899999993,7.180744164090363
9,2018-01-25 14:45:00+05:30,2018-01-30 09:15:00+05:30,Long,27445.5,27392.6875,27285.554166666665,27328.55,Trailing SL Hit,-116.95000000000071,5.477405000000001,-122.42740500000072,195.37864381170505,-23919.7003542865,-1.91357602834292,2018,BANKNIFTY,3750000.0,1250000,-0.6378586761143066,5,22.87125,-145.2986550000007,-0.7570201109750655
