,index,Trade No.,Entry_Date,Exit_Date,Trade_Type,Entry_Price,Previous MA Value,Initial SL,Exit_Price,Exit Remark,PnL,Slippage,PnL w cs,Qty,Profit_Loss INR,ROI%,Trade Year
0,0,0,2018-01-04 13:15:00+05:30,2018-01-12 12:15:00+05:30,Long,10484.85,10466.33382352941,10447.357352941177,10602.4,Trailing SL Hit,117.54999999999927,4.21745,113.33254999999927,1000.1961168856667,113354.77642674994,9.068382114139995,2018
1,1,1,2018-01-12 14:15:00+05:30,2018-01-31 10:15:00+05:30,Long,10675.5,10648.760294117648,10631.263235294118,11031.3,Trailing SL Hit,355.7999999999993,4.34136,351.45863999999926,847.7111798145115,297935.41837040306,23.834833469632244,2018
2,2,2,2018-02-01 10:45:00+05:30,2018-02-01 11:45:00+05:30,Long,11091.95,11067.867647058823,11041.407352941176,11041.407352941176,Initial SL Hit,-50.542647058824514,4.426671470588236,-54.969318529412746,741.9476854141669,-40784.358651691866,-3.2627486921353492,2018
3,3,3,2018-02-01 13:15:00+05:30,2018-02-01 14:15:00+05:30,Long,11095.45,11057.10588235294,11021.91911764706,11021.91911764706,Initial SL Hit,-73.53088235294126,4.423473823529412,-77.95435617647067,509.98980020399534,-39755.92653146937,-3.1804741225175497,2018
4,4,4,2018-02-15 09:45:00+05:30,2018-02-15 13:15:00+05:30,Long,10572.3,10528.13088235294,10506.480882352942,10553.75,Trailing SL Hit,-18.549999999999272,4.22521,-22.775209999999273,569.7432803807359,-12976.022856759726,-1.0380818285407782,2018
5,5,5,2018-02-15 13:45:00+05:30,2018-02-15 14:15:00+05:30,Long,10566.5,10554.316176470587,10531.235294117647,10538.0,Trailing SL Hit,-28.5,4.2209,-32.7209,1063.386155129268,-34794.95204336927,-2.7835961634695416,2018
6,6,6,2018-02-16 09:15:00+05:30,2018-02-16 10:15:00+05:30,Long,10583.95,10558.995588235293,10535.761764705883,10556.3,Trailing SL Hit,-27.650000000001455,4.2280500000000005,-31.878050000001455,778.1982421875027,-24807.442474366453,-1.9845953979493163,2018
7,7,7,2018-02-23 09:45:00+05:30,2018-02-28 09:15:00+05:30,Long,10415.9,10387.447058823529,10365.166176470588,10494.2,Trailing SL Hit,78.30000000000109,4.18202,74.1179800000011,739.1518594741858,54784.44273747133,4.382755418997706,2018
8,8,8,2018-03-12 09:15:00+05:30,2018-03-14 12:15:00+05:30,Long,10316.5,10235.85882352941,10211.283823529413,10351.95,Trailing SL Hit,35.45000000000073,4.1336900000000005,31.316310000000726,356.40907375571715,11161.417040547161,0.8929133632437728,2018
9,9,9,2018-03-26 14:45:00+05:30,2018-03-28 09:45:00+05:30,Long,10135.3,10054.333823529412,10025.995588235293,10114.2,Trailing SL Hit,-21.099999999998545,4.0499,-25.149899999998546,343.07855826281144,-8628.391432453382,-0.6902713145962704,2018
10,10,10,2018-03-28 11:15:00+05:30,2018-03-28 12:45:00+05:30,Long,10139.6,10105.086764705882,10083.344117647059,10127.9,Trailing SL Hit,-11.700000000000728,4.0535000000000005,-15.753500000000727,666.596957180943,-10501.23516495047,-0.8400988131960377,2018
11,11,11,2018-03-28 13:45:00+05:30,2018-03-28 14:15:00+05:30,Long,10136.5,10125.216176470589,10105.45588235294,10119.2,Trailing SL Hit,-17.299999999999272,4.05114,-21.351139999999273,1207.9583135954274,-25791.287067738995,-2.0633029654191195,2018
12,12,12,2018-04-02 12:45:00+05:30,2018-04-04 13:15:00+05:30,Long,10175.1,10164.813235294117,10142.445588235294,10142.445588235294,Initial SL Hit,-32.65441176470631,4.063509117647059,-36.71792088235337,1148.39000225173,-42166.49324476463,-3.3733194595811704,2018
13,13,13,2018-04-05 09:15:00+05:30,2018-04-25 13:45:00+05:30,Long,10238.7,10214.058823529413,10192.497058823528,10554.55,Trailing SL Hit,315.84999999999854,4.158650000000001,311.6913499999985,811.6366414157162,252980.1204723293,20.238409637786344,2018
14,14,14,2018-04-26 14:45:00+05:30,2018-05-03 10:15:00+05:30,Long,10622.8,10596.405882352941,10577.201470588234,10662.45,Trailing SL Hit,39.650000000001455,4.2570500000000004,35.392950000001456,822.3949430773569,29106.983100590933,2.3285586480472746,2018
15,15,15,2018-05-07 12:45:00+05:30,2018-05-16 09:15:00+05:30,Long,10680.9,10666.898529411767,10645.510294117646,10716.2,Trailing SL Hit,35.30000000000109,4.27942,31.02058000000109,1059.630168294197,32870.34240598475,2.62962739247878,2018
16,16,16,2018-05-25 09:15:00+05:30,2018-05-30 09:15:00+05:30,Long,10554.8,10505.594117647059,10483.22794117647,10580.1,Trailing SL Hit,25.30000000000109,4.22698,21.07302000000109,523.9474819700455,11041.155766504979,0.8832924613203984,2018
17,17,17,2018-05-31 12:45:00+05:30,2018-06-04 12:45:00+05:30,Long,10670.5,10649.979411764707,10625.329411764704,10657.45,Trailing SL Hit,-13.049999999999272,4.26559,-17.315589999999272,830.1862221643054,-14375.16424664542,-1.1500131397316335,2018
18,18,18,2018-06-06 13:15:00+05:30,2018-06-06 14:15:00+05:30,Long,10660.4,10646.291176470588,10618.451470588234,10618.451470588234,Initial SL Hit,-41.948529411765776,4.255770294117647,-46.20429970588342,893.9526730937546,-41304.457230499465,-3.304356578439957,2018
19,19,19,2018-06-06 14:45:00+05:30,2018-06-14 09:45:00+05:30,Long,10682.95,10641.882352941177,10616.101470588233,10795.95,Trailing SL Hit,113.0,4.295780000000001,108.70421999999999,560.9697076357664,60979.77451217403,4.878381960973922,2018
20,20,20,2018-06-21 12:45:00+05:30,2018-06-21 14:15:00+05:30,Long,10779.4,10759.407352941176,10740.691176470587,10740.691176470587,Initial SL Hit,-38.70882352941226,4.304018235294118,-43.01284176470637,968.7713699566779,-41669.6096421244,-3.333568771369952,2018
21,21,21,2018-06-22 14:15:00+05:30,2018-06-25 14:15:00+05:30,Long,10788.5,10764.545588235294,10747.594117647057,10772.05,Trailing SL Hit,-16.450000000000728,4.31211,-20.762110000000728,916.7385677307598,-19033.42698446915,-1.522674158757532,2018
22,22,22,2018-06-29 14:45:00+05:30,2018-07-02 09:15:00+05:30,Long,10718.35,10674.714705882352,10648.823529411764,10670.15,Trailing SL Hit,-48.20000000000073,4.2777,-52.47770000000073,539.3629172130715,-28304.525360632793,-2.2643620288506234,2018
23,23,23,2018-07-03 10:45:00+05:30,2018-07-04 09:15:00+05:30,Long,10690.5,10664.288235294118,10640.261764705883,10682.4,Trailing SL Hit,-8.100000000000364,4.27458,-12.374580000000364,746.4434166618013,-9236.923774955065,-0.7389539019964051,2018
24,24,24,2018-07-04 10:15:00+05:30,2018-07-16 14:45:00+05:30,Long,10706.75,10685.9,10662.119117647058,10941.75,Trailing SL Hit,235.0,4.3297,230.6703,840.2253781014117,193815.04003426607,15.505203202741287,2018
25,25,25,2018-07-17 15:15:00+05:30,2018-07-18 12:15:00+05:30,Long,11015.15,10998.557352941178,10977.695588235294,10977.695588235294,Initial SL Hit,-37.45441176470558,4.398569117647059,-41.85298088235264,1001.2171659664771,-41903.922906278254,-3.3523138325022606,2018
26,26,26,2018-07-20 14:15:00+05:30,2018-08-02 13:45:00+05:30,Long,11020.3,11003.824999999999,10976.377941176472,11252.65,Trailing SL Hit,232.35000000000036,4.45459,227.89541000000037,853.7851140054603,194573.70860817144,15.565896688653714,2018
27,27,27,2018-08-03 13:45:00+05:30,2018-08-13 09:15:00+05:30,Long,11342.55,11326.798529411766,11304.775,11352.25,Trailing SL Hit,9.700000000000728,4.53896,5.161040000000727,992.720052945079,5123.467902052393,0.4098774321641914,2018
28,28,28,2018-08-14 12:15:00+05:30,2018-08-16 09:15:00+05:30,Long,11440.55,11419.552941176471,11399.114705882354,11398.7,Gap,-41.849999999998545,4.56785,-46.417849999998545,905.0255536627202,-42009.34039608178,-3.3607472316865423,2018
29,29,29,2018-08-16 09:45:00+05:30,2018-08-16 12:45:00+05:30,Long,11434.3,11415.557352941176,11395.836764705882,11408.1,Trailing SL Hit,-26.19999999999891,4.56848,-30.76847999999891,974.956987191755,-29997.94456126871,-2.3998355649014966,2018
30,30,30,2018-08-17 09:15:00+05:30,2018-08-30 12:45:00+05:30,Long,11458.8,11418.954411764704,11401.24705882353,11654.0,Trailing SL Hit,195.20000000000073,4.62256,190.57744000000073,651.573998364693,124175.30457890786,9.934024366312629,2018
31,31,31,2018-09-03 09:15:00+05:30,2018-09-03 13:45:00+05:30,Long,11709.65,11690.129411764707,11668.04705882353,11668.04705882353,Initial SL Hit,-41.60294117647027,4.6755394117647056,-46.27848058823497,901.3785790031883,-41714.43107104987,-3.3371544856839894,2018
32,32,32,2018-09-07 10:45:00+05:30,2018-09-07 11:15:00+05:30,Long,11559.85,11509.735294117647,11477.770588235293,11552.45,Trailing SL Hit,-7.399999999999636,4.622460000000001,-12.022459999999636,456.87461927114214,-5492.756835202369,-0.4394205468161895,2018
33,33,33,2018-09-07 12:45:00+05:30,2018-09-10 09:15:00+05:30,Long,11577.7,11511.452941176469,11481.183823529413,11535.55,Trailing SL Hit,-42.150000000001455,4.62265,-46.772650000001455,388.5359052886598,-18172.853910500202,-1.4538283128400162,2018
34,34,34,2018-09-14 09:45:00+05:30,2018-09-17 09:15:00+05:30,Long,11455.35,11395.329411764704,11362.005882352942,11414.2,Trailing SL Hit,-41.149999999999636,4.573910000000001,-45.723909999999634,401.73929482937933,-18369.09136024186,-1.4695273088193488,2018
35,35,35,2018-10-01 15:15:00+05:30,2018-10-03 09:15:00+05:30,Long,11014.6,10969.697058823527,10924.048529411766,10924.048529411766,Initial SL Hit,-90.55147058823422,4.387729705882354,-94.93920029411657,414.1291108404434,-39317.08660170526,-3.145366928136421,2018
36,36,36,2018-10-12 09:45:00+05:30,2018-10-15 10:45:00+05:30,Long,10441.95,10355.052941176471,10313.186764705883,10423.0,Trailing SL Hit,-18.950000000000728,4.17299,-23.122990000000726,291.2321977181088,-6734.159195514064,-0.5387327356411251,2018
37,37,37,2018-10-15 11:45:00+05:30,2018-10-17 14:45:00+05:30,Long,10455.3,10385.235294117647,10346.20882352941,10455.45,Trailing SL Hit,0.1500000000014552,4.18215,-4.032149999998545,343.7491574775533,-1386.0481653226163,-0.1108838532258093,2018
38,38,38,2018-10-29 13:15:00+05:30,2018-10-29 13:45:00+05:30,Long,10185.75,10117.505882352942,10078.863235294117,10172.2,Trailing SL Hit,-13.549999999999272,4.0715900000000005,-17.621589999999273,350.8385729812994,-6182.333489261281,-0.4945866791409025,2018
39,39,39,2018-10-29 14:45:00+05:30,2018-10-30 14:15:00+05:30,Long,10256.85,10121.316176470587,10084.85588235294,10181.7,Trailing SL Hit,-75.14999999999964,4.08771,-79.23770999999964,218.03071240466326,-17276.25436061403,-1.3821003488491226,2018
40,40,40,2018-10-30 14:45:00+05:30,2018-10-30 15:15:00+05:30,Long,10201.75,10171.03823529412,10134.967647058824,10190.2,Trailing SL Hit,-11.549999999999272,4.078390000000001,-15.628389999999273,561.5255879503237,-8775.740883466551,-0.7020592706773241,2018
41,41,41,2018-10-31 11:45:00+05:30,2018-11-12 14:45:00+05:30,Long,10231.35,10189.829411764706,10154.126470588237,10488.45,Trailing SL Hit,257.10000000000036,4.143960000000001,252.95604000000037,485.6032906764238,122836.28542047726,9.826902833638181,2018
42,42,42,2018-11-13 14:45:00+05:30,2018-11-14 14:15:00+05:30,Long,10588.9,10565.405882352941,10536.93088235294,10536.93088235294,Initial SL Hit,-51.96911764705874,4.225166176470588,-56.194283823529325,721.5823877302709,-40548.80549817483,-3.2439044398539862,2018
43,43,43,2018-11-14 14:45:00+05:30,2018-11-20 14:15:00+05:30,Long,10580.55,10565.558823529413,10534.207352941175,10645.5,Trailing SL Hit,64.95000000000073,4.24521,60.70479000000073,809.1898581537733,49121.70040935519,3.929736032748415,2018
44,44,44,2018-11-26 14:15:00+05:30,2018-12-05 09:15:00+05:30,Long,10619.95,10591.020588235295,10565.449999999999,10800.65,Trailing SL Hit,180.6999999999989,4.28412,176.4158799999989,688.0733944953898,121387.0733944906,9.710965871559248,2018
45,45,45,2018-12-12 09:15:00+05:30,2018-12-21 10:15:00+05:30,Long,10636.75,10551.942647058822,10512.525,10840.75,Trailing SL Hit,204.0,4.2955000000000005,199.7045,301.87160394445476,60285.11772992536,4.822809418394029,2018
46,46,46,2018-12-27 09:15:00+05:30,2019-01-01 12:15:00+05:30,Long,10801.05,10720.847058823529,10686.275,10824.4,Trailing SL Hit,23.350000000000364,4.325089999999999,19.024910000000364,326.72620344151704,6215.936615116671,0.49727492920933375,2018
47,47,47,2019-01-01 14:45:00+05:30,2019-01-02 09:15:00+05:30,Long,10901.9,10872.841176470587,10852.766176470588,10852.766176470588,Initial SL Hit,-49.13382352941153,4.350933235294117,-53.484756764705644,763.2216934542553,-40820.726631947575,-3.265658130555806,2019
48,48,48,2019-01-07 09:15:00+05:30,2019-01-07 14:45:00+05:30,Long,10795.0,10749.444117647057,10711.992647058822,10774.4,Trailing SL Hit,-20.600000000000364,4.31388,-24.913880000000365,451.7672070156685,-11255.273983523688,-0.900421918681895,2019
49,49,49,2019-01-08 09:45:00+05:30,2019-01-08 10:45:00+05:30,Long,10788.65,10751.873529411765,10722.869117647058,10762.9,Trailing SL Hit,-25.75,4.31031,-30.06031,570.0744450157601,-17136.614540251707,-1.3709291632201366,2019
50,50,50,2019-01-08 13:45:00+05:30,2019-01-11 10:15:00+05:30,Long,10804.45,10768.760294117648,10743.873529411765,10805.35,Trailing SL Hit,0.8999999999996362,4.321960000000001,-3.4219600000003645,619.0522431540065,-2118.37201398351,-0.16946976111868078,2019
51,51,51,2019-01-15 09:15:00+05:30,2019-01-22 11:15:00+05:30,Long,10820.8,10784.326470588234,10759.748529411765,10892.3,Trailing SL Hit,71.5,4.34262,67.15738,614.2358183789099,41250.46826448344,3.300037461158675,2019
52,52,52,2019-01-25 09:15:00+05:30,2019-01-25 13:15:00+05:30,Long,10913.25,10889.15294117647,10864.288235294118,10866.65,Trailing SL Hit,-46.600000000000364,4.355980000000001,-50.955980000000366,765.9037664444074,-39027.377004866175,-3.122190160389294,2019
53,53,53,2019-01-31 10:15:00+05:30,2019-02-08 14:45:00+05:30,Long,10729.15,10666.438235294117,10635.448529411762,10935.7,Trailing SL Hit,206.5500000000011,4.3329699999999995,202.2170300000011,400.2071660624229,80928.7045058604,6.4742963604688315,2019
54,54,54,2019-02-20 14:45:00+05:30,2019-02-26 09:45:00+05:30,Long,10737.65,10680.52205882353,10656.088235294117,10758.3,Trailing SL Hit,20.649999999999636,4.299189999999999,16.350809999999637,459.77425985359247,7517.681565756551,0.6014145252605241,2019
55,55,55,2019-02-26 11:15:00+05:30,2019-02-27 11:45:00+05:30,Long,10824.0,10811.939705882352,10790.689705882352,10790.689705882352,Initial SL Hit,-33.31029411764757,4.322937941176471,-37.63323205882404,1125.7781113416452,-42366.668910864784,-3.389333512869183,2019
56,56,56,2019-03-01 14:15:00+05:30,2019-03-25 09:15:00+05:30,Long,10860.35,10844.560294117648,10812.47794117647,11349.05,Trailing SL Hit,488.6999999999989,4.44188,484.2581199999989,783.3379412035645,379337.7587319078,30.347020698552626,2019
57,57,57,2019-03-26 14:15:00+05:30,2019-03-27 15:15:00+05:30,Long,11468.2,11414.301470588236,11387.758823529413,11434.8,Trailing SL Hit,-33.400000000001455,4.5806000000000004,-37.98060000000146,466.1791590493651,-17705.764168191,-1.41646113345528,2019
58,58,58,2019-03-28 09:15:00+05:30,2019-04-04 10:15:00+05:30,Long,11483.2,11438.807352941178,11414.648529411767,11621.35,Trailing SL Hit,138.14999999999964,4.620910000000001,133.52908999999963,547.0342164539396,73044.98112195737,5.84359848975659,2019
