Trade No.,Portfolio,Date,Entry Price,Exit Price,Points,Qty,Slippage,PnL,ROI%,Index
0,10000000,2018-01-03,25429.6,25399.65,-29.94999999999709,1983.7333862328676,5.082925,-69495.98293988632,-0.6949598293988632,SENSEX
1,10000000,2018-01-04,25411.3,25478.4,67.10000000000218,3158.060950576404,1.021182,208680.93478605212,2.086809347860521,SENSEX
1,10000000,2018-01-05,25478.4,25619.9,141.5,3158.060950576404,1.021182,443640.66950892966,4.436406695089296,SENSEX
1,10000000,2018-01-08,25619.9,25670.0,50.099999999998545,3158.060950576404,1.021182,154993.89862624172,1.549938986262417,SENSEX
1,10000000,2018-01-09,25670.0,25688.0,18.0,3158.060950576404,1.021182,53620.142112743764,0.5362014211274376,SENSEX
1,10000000,2018-01-10,25688.0,25647.8,-40.20000000000073,3158.060950576404,1.021182,-130179.00521080526,-1.3017900521080525,SENSEX
2,10000000,2018-01-11,25665.85,25658.4,-7.44999999999709,2949.852507374758,2.5623475,-29534.9483775738,-0.295349483775738,SENSEX
2,10000000,2018-01-12,25658.4,25565.0,-93.40000000000146,2949.852507374758,2.5623475,-283074.77138644713,-2.830747713864471,SENSEX
3,10000000,2018-01-12,25743.5,25721.9,-21.599999999998545,3177.1247021445597,0.530104,-70310.10007942352,-0.7031010007942351,SENSEX
3,10000000,2018-01-15,25721.9,26053.45,331.5499999999993,3177.1247021445597,0.530104,1051691.488482921,10.516914884829209,SENSEX
3,10000000,2018-01-16,26053.45,25969.4,-84.04999999999927,3177.1247021445597,0.530104,-268721.5377283536,-2.687215377283536,SENSEX
3,10000000,2018-01-17,25969.4,26330.35,360.9499999999971,3177.1247021445597,0.530104,1145098.954725964,11.45098954725964,SENSEX
3,10000000,2018-01-18,26330.35,26561.4,231.0500000000029,3177.1247021445597,0.530104,732390.4559174041,7.323904559174041,SENSEX
3,10000000,2018-01-19,26561.4,26893.6,332.1999999999971,3177.1247021445597,0.530104,1053756.619539308,10.53756619539308,SENSEX
3,10000000,2018-01-22,26893.6,27034.5,140.90000000000146,3177.1247021445597,0.530104,445972.6640190675,4.459726640190675,SENSEX
3,10000000,2018-01-23,27034.5,27382.6,348.09999999999854,3177.1247021445597,0.530104,1104272.902303411,11.04272902303411,SENSEX
3,10000000,2018-01-24,27382.6,27418.2,35.60000000000218,3177.1247021445597,0.530104,111421.43288324762,1.1142143288324762,SENSEX
3,10000000,2018-01-25,27418.2,27266.9,-151.29999999999927,3177.1247021445597,0.530104,-482383.1739475752,-4.823831739475753,SENSEX
4,10000000,2018-01-25,27449.4,27381.4,-68.0,1525.824581033971,1.8259316666666667,-106542.12293059836,-1.0654212293059835,SENSEX
4,10000000,2018-01-29,27381.4,27475.2,93.79999999999927,1525.824581033971,1.8259316666666667,140336.29428069707,1.4033629428069707,SENSEX
4,10000000,2018-01-30,27475.2,27328.55,-146.65000000000146,1525.824581033971,1.8259316666666667,-226548.2262289224,-2.265482262289224,SENSEX
5,10000000,2018-01-31,27398.5,27392.65,-5.849999999998545,1181.7304472849637,2.7292722916666667,-10138.387282609026,-0.10138387282609027,SENSEX
5,10000000,2018-02-01,27392.65,27173.6,-219.0500000000029,1181.7304472849637,2.7292722916666667,-262083.31864376843,-2.620833186437684,SENSEX
6,10000000,2018-02-01,27555.5,27369.75,-185.75,1086.1301183881862,5.4880825,-207709.44118605473,-2.077094411860547,SENSEX
7,10000000,2018-02-07,25927.7,25828.1,-99.60000000000218,539.0884015130404,5.175580000000001,-56483.299939802855,-0.5648329993980286,SENSEX
8,10000000,2018-02-08,25975.75,25929.05,-46.70000000000073,844.9871139465143,2.5698475,-41632.3862436105,-0.416323862436105,SENSEX
8,10000000,2018-02-09,25929.05,25517.25,-411.7999999999993,844.9871139465143,2.5698475,-350137.18154548167,-3.501371815454817,SENSEX
9,10000000,2018-02-12,25675.25,25723.55,48.29999999999927,1857.7001671930552,2.56079625,84969.72645365086,0.8496972645365085,SENSEX
9,10000000,2018-02-14,25723.55,25559.85,-163.70000000000073,1857.7001671930552,2.56079625,-308862.70899127686,-3.0886270899127686,SENSEX
10,10000000,2018-02-15,25566.85,25486.85,-80.0,1901.80354369394,5.10537,-161853.6942533839,-1.6185369425338392,SENSEX
11,10000000,2018-02-20,25135.7,25070.75,-64.95000000000073,1520.912547528517,5.020645,-106419.2319391646,-1.064192319391646,SENSEX
12,10000000,2018-02-22,24974.3,24948.4,-25.899999999997817,1760.9767551068269,1.26014125,-47828.377406664236,-0.4782837740666424,SENSEX
12,10000000,2018-02-23,24948.4,25318.6,370.1999999999971,1760.9767551068269,1.26014125,649694.5152911409,6.496945152911409,SENSEX
12,10000000,2018-02-26,25318.6,25652.15,333.5500000000029,1760.9767551068269,1.26014125,585154.717216486,5.851547172164859,SENSEX
12,10000000,2018-02-27,25652.15,25431.35,-220.8000000000029,1760.9767551068269,1.26014125,-391042.74697699375,-3.9104274697699375,SENSEX
13,10000000,2018-03-06,25002.85,24921.95,-80.89999999999782,1009.9819886545486,4.9924800000000005,-86749.85776086884,-0.8674985776086883,SENSEX
14,10000000,2018-03-08,24393.35,24479.3,85.95000000000073,1121.1600269078394,2.439185,93628.98759249643,0.9362898759249643,SENSEX
14,10000000,2018-03-09,24479.3,24390.35,-88.95000000000073,1121.1600269078394,2.439185,-102461.90111368633,-1.0246190111368632,SENSEX
15,10000000,2018-03-12,24484.55,24679.6,195.04999999999927,2277.0398481973184,2.4561949999999997,438543.7685009423,4.385437685009423,SENSEX
15,10000000,2018-03-13,24679.6,24639.35,-40.25,2277.0398481973184,2.4561949999999997,-97243.70777988508,-0.9724370777988508,SENSEX
16,10000000,2018-03-14,24830.45,24862.1,31.649999999997817,935.6141527234178,2.4788125,27292.97587674641,0.2729297587674641,SENSEX
16,10000000,2018-03-15,24862.1,24745.8,-116.29999999999927,935.6141527234178,2.4788125,-111131.13801868052,-1.111311380186805,SENSEX
17,10000000,2018-03-21,24358.85,24337.6,-21.25,1509.1302379395718,4.869645,-39417.946073747145,-0.39417946073747145,SENSEX
18,10000000,2018-03-26,23908.0,24270.6,362.59999999999854,1244.839104545739,1.605215,449380.42490507977,4.493804249050798,SENSEX
18,10000000,2018-03-27,24270.6,24435.0,164.40000000000146,1244.839104545739,1.605215,202653.31438411793,2.026533143841179,SENSEX
18,10000000,2018-03-28,24435.0,24248.45,-186.54999999999927,1244.839104545739,1.605215,-234222.9693562101,-2.3422296935621008,SENSEX
19,10000000,2018-04-02,24314.45,24334.9,20.450000000000728,1789.282199624257,1.6163059722222224,33698.793477073756,0.3369879347707375,SENSEX
19,10000000,2018-04-03,24334.9,24500.7,165.79999999999927,1789.282199624257,1.6163059722222224,293770.9611924569,2.937709611924569,SENSEX
19,10000000,2018-04-04,24500.7,24197.95,-302.75,1789.282199624257,1.6163059722222224,-544597.2134414874,-5.445972134414874,SENSEX
20,10000000,2018-04-05,24470.15,24790.25,320.09999999999854,1794.7950942267269,0.9898450000000001,572737.3407119277,5.727373407119277,SENSEX
20,10000000,2018-04-06,24790.25,24811.35,21.099999999998545,1794.7950942267269,0.9898450000000001,36093.60753813647,0.36093607538136474,SENSEX
20,10000000,2018-04-09,24811.35,25074.1,262.75,1794.7950942267269,0.9898450000000001,469805.8420580276,4.698058420580276,SENSEX
20,10000000,2018-04-10,25074.1,25227.8,153.70000000000073,1794.7950942267269,0.9898450000000001,274083.43703260436,2.7408343703260436,SENSEX
20,10000000,2018-04-11,25227.8,25022.1,-205.70000000000073,1794.7950942267269,0.9898450000000001,-370965.91983248387,-3.709659198324838,SENSEX
21,10000000,2018-04-12,25158.8,25165.2,6.400000000001455,2354.510850370873,2.5148650000000004,9147.592512659066,0.09147592512659067,SENSEX
21,10000000,2018-04-13,25165.2,25138.5,-26.700000000000728,2354.510850370873,2.5148650000000004,-68786.71663462196,-0.6878671663462196,SENSEX
22,10000000,2018-04-16,25251.4,25338.05,86.64999999999782,2348.060893045837,2.5248875,197530.88678432637,1.9753088678432635,SENSEX
