,index,Trade No.,Entry_Date,Exit_Date,Trade_Type,Entry_Price,Previous MA Value,Initial SL,Exit_Price,Exit Remark,PnL,Slippage,PnL w cs,Qty,Profit_Loss INR,ROI%,Trade Year
0,0,0,2018-01-03 09:45:00+05:30,2018-01-03 11:45:00+05:30,Long,25429.6,25347.55,25303.574999999997,25399.65,Trailing SL Hit,-29.94999999999709,5.082925,-35.03292499999709,1983.7333862328674,-69495.98293988631,-0.6949598293988631,2018
1,1,1,2018-01-04 11:15:00+05:30,2018-01-10 09:15:00+05:30,Long,25411.3,25382.57083333333,25332.1375,25647.8,Trailing SL Hit,236.5,5.10591,231.39409,3158.060950576404,730756.639823162,7.30756639823162,2018
2,2,2,2018-01-11 12:15:00+05:30,2018-01-12 12:15:00+05:30,Long,25665.85,25619.95,25581.100000000002,25581.100000000002,Initial SL Hit,-84.74999999999636,5.124695,-89.87469499999636,2949.852507374758,-265117.0943952809,-2.651170943952809,2018
3,3,3,2018-01-12 14:15:00+05:30,2018-01-25 12:45:00+05:30,Long,25743.5,25713.708333333332,25664.8125,27266.9,Trailing SL Hit,1523.4000000000015,5.30104,1518.0989600000014,3177.1247021445593,4823189.706115969,48.23189706115969,2018
4,4,4,2018-01-25 14:45:00+05:30,2018-01-30 09:15:00+05:30,Long,27449.4,27392.6875,27285.554166666665,27328.55,Trailing SL Hit,-120.85000000000218,5.477795,-126.32779500000218,1525.824581033971,-192754.05487882372,-1.927540548788237,2018
5,5,5,2018-01-31 14:15:00+05:30,2018-02-01 12:15:00+05:30,Long,27398.5,27266.791666666668,27186.94583333333,27186.94583333333,Initial SL Hit,-211.5541666666686,5.4585445833333335,-217.01271125000193,1181.7304472849635,-256450.5283319874,-2.5645052833198743,2018
6,6,6,2018-02-01 13:15:00+05:30,2018-02-01 14:15:00+05:30,Long,27555.5,27469.754166666666,27325.325,27325.325,Initial SL Hit,-230.17499999999927,5.4880825,-235.66308249999926,1086.1301183881862,-255960.7716954491,-2.559607716954491,2018
7,7,7,2018-02-07 09:45:00+05:30,2018-02-07 10:15:00+05:30,Long,25927.7,25585.445833333335,25463.954166666666,25828.1,Trailing SL Hit,-99.60000000000218,5.175580000000001,-104.77558000000218,539.0884015130404,-56483.299939802855,-0.5648329993980286,2018
8,8,8,2018-02-08 10:15:00+05:30,2018-02-09 09:15:00+05:30,Long,25975.75,25799.029166666664,25679.8875,25421.2,Gap,-554.5499999999993,5.139695,-559.6896949999992,844.9871139465143,-472930.5800836542,-4.729305800836542,2018
9,9,9,2018-02-12 13:45:00+05:30,2018-02-14 09:15:00+05:30,Long,25675.25,25603.229166666668,25540.675000000003,25540.675000000003,Initial SL Hit,-134.5749999999971,5.1215925,-139.69659249999708,1857.7001671930552,-259514.38324354467,-2.5951438324354466,2018
