,index,Trade No.,Entry_Date,Exit_Date,Trade_Type,Entry_Price,Previous MA Value,Initial SL,Exit_Price,Exit Remark,PnL,Slippage,PnL w cs,Qty,Profit_Loss INR,ROI%,Trade Year
0,0,0,2022-01-28 09:15:00+05:30,2022-01-28 13:45:00+05:30,Long,7493.15,7335.62,7329.990000000001,7465.1,Trailing SL Hit,-28.049999999999272,7.479125,-35.52912499999927,306.4476587398892,-10887.817173326643,-0.8710253738661313,2022
1,1,1,2022-02-02 09:15:00+05:30,2022-02-04 09:15:00+05:30,Long,7703.05,7591.839999999999,7583.2699999999995,7583.2699999999995,Initial SL Hit,-119.78000000000065,7.64316,-127.42316000000065,417.4319585907474,-53190.49924862245,-4.255239939889796,2022
2,2,2,2022-02-15 14:45:00+05:30,2022-02-15 15:15:00+05:30,Long,7318.15,7213.85,7199.62,7310.3,Trailing SL Hit,-7.849999999999454,7.314225,-15.164224999999455,421.8341348181904,-6396.787733063144,-0.5117430186450515,2022
3,3,3,2022-02-16 09:15:00+05:30,2022-02-16 14:15:00+05:30,Long,7357.1,7275.75,7268.579999999999,7315.1,Trailing SL Hit,-42.0,7.336100000000001,-49.3361,564.8441030275558,-27867.205151377795,-2.2293764121102235,2022
4,4,4,2022-02-28 14:45:00+05:30,2022-03-02 09:15:00+05:30,Long,7014.9,6958.719999999999,6932.76,6932.76,Initial SL Hit,-82.13999999999942,6.97383,-89.11382999999942,608.7168249330455,-54245.08765522282,-4.339607012417826,2022
5,5,5,2022-03-09 12:15:00+05:30,2022-03-22 09:45:00+05:30,Long,6806.2,6761.110000000001,6748.82,7052.1,Trailing SL Hit,245.90000000000055,6.92915,238.97085000000055,871.3837574067603,208235.3171836878,16.658825374695024,2022
6,6,6,2022-03-22 12:45:00+05:30,2022-03-28 09:45:00+05:30,Long,7111.1,7069.44,7042.960000000001,7148.9,Trailing SL Hit,37.79999999999927,7.13,30.669999999999273,733.7833871441213,22505.136483709666,1.8004109186967734,2022
7,7,7,2022-03-29 09:15:00+05:30,2022-04-12 09:15:00+05:30,Long,7252.2,7176.85,7171.19,7516.15,Trailing SL Hit,263.9499999999998,7.384174999999999,256.5658249999998,617.2077521293651,158354.41612146594,12.668353289717276,2022
8,8,8,2022-05-17 09:15:00+05:30,2022-05-19 09:15:00+05:30,Long,6588.95,6541.7,6522.539999999999,6536.5,Trailing SL Hit,-52.44999999999982,6.562725,-59.01272499999982,752.8986598403768,-44430.60156602856,-3.5544481252822853,2022
9,9,9,2022-05-20 09:15:00+05:30,2022-05-20 11:45:00+05:30,Long,6617.1,6491.45,6486.14,6598.2,Trailing SL Hit,-18.900000000000546,6.60765,-25.507650000000545,381.79596823457535,-9738.717929138875,-0.7790974343311099,2022
10,10,10,2022-05-23 09:15:00+05:30,2022-05-24 10:45:00+05:30,Long,6691.7,6622.259999999999,6619.0,6629.95,Trailing SL Hit,-61.75,6.660825,-68.410825,687.7579092159577,-47050.08596973877,-3.764006877579102,2022
11,11,11,2022-05-26 15:15:00+05:30,2022-06-03 14:15:00+05:30,Long,6573.05,6533.3099999999995,6510.9400000000005,6804.6,Trailing SL Hit,231.55000000000018,6.6888250000000005,224.86117500000017,805.0233456770288,181018.495411368,14.48147963290944,2022
12,12,12,2022-06-23 09:45:00+05:30,2022-06-23 11:15:00+05:30,Long,6277.45,6209.339999999999,6190.61,6260.8,Trailing SL Hit,-16.649999999999636,6.269125,-22.919124999999635,575.7715338553652,-13196.179755872638,-1.055694380469811,2022
13,13,13,2022-06-24 09:15:00+05:30,2022-06-30 10:45:00+05:30,Long,6326.05,6276.23,6265.2,6367.35,Trailing SL Hit,41.30000000000018,6.346700000000001,34.95330000000018,821.6926869350814,28720.87099424813,2.2976696795398506,2022
14,14,14,2022-07-05 09:15:00+05:30,2022-07-05 14:15:00+05:30,Long,6465.55,6409.3,6408.38,6408.38,Initial SL Hit,-57.17000000000007,6.436965000000001,-63.60696500000007,874.584572328143,-55629.67028161623,-4.450373622529298,2022
15,15,15,2022-07-06 12:45:00+05:30,2022-07-14 13:45:00+05:30,Long,6494.75,6455.4400000000005,6450.17,6566.9,Trailing SL Hit,72.14999999999964,6.530825,65.61917499999964,1121.5791834903562,73597.10071781039,5.8877680574248314,2022
16,16,16,2022-07-15 14:45:00+05:30,2022-07-26 09:45:00+05:30,Long,6681.35,6642.63,6630.289999999999,6854.95,Trailing SL Hit,173.59999999999945,6.7681499999999994,166.83184999999946,979.2401096748672,163368.43909126046,13.069475127300835,2022
17,17,17,2022-07-27 14:45:00+05:30,2022-08-19 15:15:00+05:30,Long,6886.55,6851.12,6842.7300000000005,7367.1,Trailing SL Hit,480.5500000000002,7.126825000000001,473.4231750000002,1141.0314924691997,540190.7519397574,43.215260155180594,2022
18,18,18,2022-08-23 15:15:00+05:30,2022-08-24 09:15:00+05:30,Long,7353.7,7314.44,7304.129999999999,7330.7,Trailing SL Hit,-23.0,7.3422,-30.3422,1008.6746015735198,-30605.406495864052,-2.448432519669124,2022
19,19,19,2022-08-25 09:15:00+05:30,2022-08-25 14:45:00+05:30,Long,7404.35,7335.969999999999,7336.4,7336.4,Initial SL Hit,-67.95000000000073,7.370375,-75.32037500000072,735.8351729212577,-55423.38116261951,-4.433870493009561,2022
20,20,20,2022-08-30 09:15:00+05:30,2022-09-15 10:15:00+05:30,Long,7347.35,7272.93,7269.0199999999995,7603.9,Trailing SL Hit,256.5499999999993,7.475625,249.07437499999926,638.3250351078701,158990.40916634534,12.719232733307626,2022
21,21,21,2022-09-20 09:45:00+05:30,2022-09-20 13:15:00+05:30,Long,7537.9,7428.759999999999,7414.75,7504.45,Trailing SL Hit,-33.44999999999982,7.5211749999999995,-40.97117499999982,406.00893219650953,-16634.663012586254,-1.3307730410069003,2022
22,22,22,2022-09-30 12:15:00+05:30,2022-10-03 13:45:00+05:30,Long,7158.35,7096.530000000001,7086.589999999999,7135.65,Trailing SL Hit,-22.700000000000728,7.147,-29.847000000000726,696.7670011148163,-20796.404682274428,-1.6637123745819542,2022
23,23,23,2022-10-04 09:15:00+05:30,2022-10-10 09:45:00+05:30,Long,7207.6,7142.55,7114.5199999999995,7300.3,Trailing SL Hit,92.69999999999982,7.253950000000001,85.44604999999981,537.1723248818173,45899.25333046791,3.6719402664374328,2022
24,24,24,2022-10-14 09:15:00+05:30,2022-10-14 13:45:00+05:30,Long,7289.9,7215.35,7209.860000000001,7252.65,Trailing SL Hit,-37.25,7.271275,-44.521275,624.6876561719214,-27811.890929535562,-2.224951274362845,2022
25,25,25,2022-10-18 09:15:00+05:30,2022-10-20 09:15:00+05:30,Long,7305.85,7242.18,7234.37,7281.3,Trailing SL Hit,-24.550000000000182,7.293575000000001,-31.843575000000182,699.4963626189098,-22274.464885282578,-1.7819571908226062,2022
