,Entry_Date,Exit_Date,Trade_Type,Entry_Price,Previous MA Value,Initial SL,Exit_Price,Exit Remark,PnL,Slippage,PnL w cs,Qty,Profit_Loss INR,ROI%,Trade Year,Index,Portfolio,Allocation,ROI% PF
0,2018-01-03 09:45:00+05:30,2018-01-03 11:45:00+05:30,Long,25429.6,25347.55,25303.575,25399.65,Trailing SL Hit,-29.94999999999709,5.082925,-35.03292499999709,1983.7333862328676,-69495.98293988631,-0.6949598293988631,2018,BANKNIFTY,30000000.0,10000000,-0.2316532764662877
1,2018-01-04 11:15:00+05:30,2018-01-10 09:15:00+05:30,Long,25411.3,25382.57083333333,25332.1375,25647.8,Trailing SL Hit,236.5,5.10591,231.39409,3158.060950576404,730756.639823162,7.30756639823162,2018,BANKNIFTY,30000000.0,10000000,2.4358554660772067
2,2018-01-04 13:15:00+05:30,2018-01-12 12:15:00+05:30,Long,10484.85,10466.33382352941,10447.357352941175,10602.4,Trailing SL Hit,117.54999999999929,4.21745,113.33254999999927,8001.568935085334,906838.2114139996,9.068382114139997,2018,NIFTY,30000000.0,10000000,3.022794038046665
3,2018-01-04 13:15:00+05:30,2018-01-04 14:15:00+05:30,Long,33935.6,33884.39518518519,33831.33703703704,33915.0,Trailing SL Hit,-20.599999999998545,6.7850600000000005,-27.385059999998543,2877.340058967816,-78796.13015523298,-0.7879613015523299,2018,SENSEX,30000000.0,10000000,-0.26265376718410993
4,2018-01-04 14:45:00+05:30,2018-01-12 12:15:00+05:30,Long,33969.66,33899.263703703706,33850.31444444444,34361.16,Trailing SL Hit,391.5,6.833082000000001,384.666918,2513.709024215242,966940.7030936646,9.669407030936648,2018,SENSEX,30000000.0,10000000,3.2231356769788824
5,2018-01-11 12:15:00+05:30,2018-01-12 12:15:00+05:30,Long,25665.85,25619.95,25581.1,25581.1,Initial SL Hit,-84.74999999999636,5.124695,-89.87469499999636,2949.852507374758,-265117.0943952809,-2.651170943952809,2018,BANKNIFTY,30000000.0,10000000,-0.8837236479842696
6,2018-01-12 14:15:00+05:30,2018-01-31 10:15:00+05:30,Long,10675.5,10648.760294117648,10631.263235294118,11031.3,Trailing SL Hit,355.7999999999993,4.34136,351.45863999999926,6781.689438516092,2383483.3469632245,23.834833469632244,2018,NIFTY,30000000.0,10000000,7.944944489877415
7,2018-01-12 14:15:00+05:30,2018-01-25 12:45:00+05:30,Long,25743.5,25713.70833333333,25664.8125,27266.9,Trailing SL Hit,1523.4000000000017,5.30104,1518.0989600000014,3177.1247021445597,4823189.706115969,48.23189706115969,2018,BANKNIFTY,30000000.0,10000000,16.077299020386565
8,2018-01-12 14:15:00+05:30,2018-01-31 09:15:00+05:30,Long,34582.33,34525.375555555554,34470.12962962963,35996.8,Trailing SL Hit,1414.4700000000012,7.057913000000001,1407.412087000001,2673.787965313292,3763121.5004570656,37.631215004570656,2018,SENSEX,30000000.0,10000000,12.543738334856886
9,2018-01-25 14:45:00+05:30,2018-01-30 09:15:00+05:30,Long,27449.4,27392.6875,27285.554166666665,27328.55,Trailing SL Hit,-120.85000000000218,5.477795,-126.32779500000218,1525.824581033971,-192754.0548788237,-1.927540548788237,2018,BANKNIFTY,30000000.0,10000000,-0.6425135162627456
