,index,Trade No.,Entry_Date,Exit_Date,Trade_Type,Entry_Price,Previous MA Value,Initial SL,Exit_Price,Exit Remark,PnL,Slippage,PnL w cs,Qty,Profit_Loss INR,ROI%,Trade Year
30,30,30,2018-08-16 09:45:00+05:30,2018-08-16 12:45:00+05:30,Long,37838.79,37792.27481481482,37732.46444444445,37758.8,Trailing SL Hit,-79.98999999999796,7.559759,-87.54975899999796,352.69037442656486,-30877.957282664796,-2.4702365826131834,2018
31,31,31,2018-08-17 09:15:00+05:30,2018-08-30 12:45:00+05:30,Long,37921.86,37838.20296296296,37778.07777777778,38614.74,Trailing SL Hit,692.8799999999974,7.653660000000001,685.2263399999974,260.81110321164414,178714.63768507648,14.297171014806118,2018
32,32,32,2018-09-03 09:15:00+05:30,2018-09-03 13:45:00+05:30,Long,38773.97,38697.55925925926,38622.728888888894,38622.728888888894,Initial SL Hit,-151.24111111110687,7.739669888888891,-158.98078099999577,247.94845610762025,-39419.03919973264,-3.153523135978611,2018
33,33,33,2018-09-07 10:15:00+05:30,2018-09-07 11:45:00+05:30,Long,38279.34,38122.83925925926,38015.75814814815,38271.09,Trailing SL Hit,-8.25,7.655043,-15.905043,142.27079647758688,-2262.8231356202677,-0.18102585084962142,2018
34,34,34,2018-09-07 12:45:00+05:30,2018-09-10 09:15:00+05:30,Long,38350.88,38150.73074074074,38057.829629629625,38212.27,Trailing SL Hit,-138.61000000000058,7.656315,-146.2663150000006,127.96434944820413,-18716.873845161175,-1.497349907612894,2018
35,35,35,2018-09-14 09:15:00+05:30,2018-09-17 09:15:00+05:30,Long,37908.31,37720.271111111106,37606.45888888888,37763.79,Trailing SL Hit,-144.5199999999968,7.567210000000001,-152.0872099999968,124.2334337016763,-18894.31632040752,-1.5115453056326016,2018
36,36,36,2018-10-01 14:45:00+05:30,2018-10-03 09:15:00+05:30,Long,36524.74,36336.95481481482,36188.857777777775,36258.83,Trailing SL Hit,-265.9099999999962,7.278357000000001,-273.18835699999624,111.64627812659191,-30500.46328656826,-2.440037062925461,2018
37,37,37,2018-10-03 11:45:00+05:30,2018-10-03 12:15:00+05:30,Long,36457.13,36341.82074074074,36189.07481481481,36364.56,Trailing SL Hit,-92.56999999999971,7.282169000000001,-99.8521689999997,139.89656635104163,-13968.97558580388,-1.1175180468643104,2018
38,38,38,2018-10-12 09:45:00+05:30,2018-10-15 10:45:00+05:30,Long,34683.64,34425.02185185185,34296.06296296296,34594.35,Trailing SL Hit,-89.29000000000087,6.927798999999999,-96.21779900000087,96.75495815407777,-9309.54911592255,-0.7447639292738039,2018
39,39,39,2018-10-15 11:45:00+05:30,2018-10-17 14:45:00+05:30,Long,34696.63,34535.880370370374,34434.135925925926,34791.44,Trailing SL Hit,94.81000000000495,6.948807000000001,87.86119300000495,142.86036792365132,12551.882358191644,1.0041505886553315,2018
40,40,40,2018-10-29 13:15:00+05:30,2018-10-29 13:45:00+05:30,Long,33876.05,33646.32555555556,33517.60962962963,33810.49,Trailing SL Hit,-65.56000000000495,6.7686540000000015,-72.32865400000495,104.61991198494667,-7567.017415470178,-0.6053613932376143,2018
41,41,41,2018-10-29 14:45:00+05:30,2018-10-30 14:15:00+05:30,Long,34073.05,33656.618888888894,33526.653703703705,33814.85,Trailing SL Hit,-258.20000000000437,6.78879,-264.98879000000437,68.63150474150476,-18186.57939733091,-1.4549263517864726,2018
42,42,42,2018-10-31 12:15:00+05:30,2018-11-12 14:45:00+05:30,Long,34006.62,33971.986296296294,33849.68407407407,34836.41,Trailing SL Hit,829.7900000000009,6.884303,822.9056970000008,238.95102271037246,196634.15789234207,15.730732631387365,2018
43,43,43,2018-11-13 14:45:00+05:30,2018-11-21 09:15:00+05:30,Long,35161.63,35038.96333333333,34945.25925925926,35326.13,Trailing SL Hit,164.5,7.048776,157.451224,173.31363691606632,27288.444268326224,2.183075541466098,2018
44,44,44,2018-11-26 13:45:00+05:30,2018-12-05 09:15:00+05:30,Long,35252.7,35196.1225925926,35106.99296296296,35913.0,Trailing SL Hit,660.3000000000029,7.11657,653.1834300000029,257.3657440475474,168107.03946147984,13.44856315691839,2018
45,45,45,2018-12-12 09:15:00+05:30,2018-12-21 10:15:00+05:30,Long,35438.14,35088.10111111111,34940.6037037037,36091.93,Trailing SL Hit,653.7900000000009,7.1530070000000014,646.6369930000009,75.3713855233341,48737.926093052556,3.8990340874442047,2018
46,46,46,2018-12-27 09:15:00+05:30,2018-12-27 15:15:00+05:30,Long,35908.76,35560.862222222226,35447.380740740744,35808.24,Trailing SL Hit,-100.52000000000407,7.1717,-107.69170000000408,81.2780359052248,-8752.969859295028,-0.7002375887436022,2018
47,47,47,2018-12-28 09:15:00+05:30,2019-01-01 09:45:00+05:30,Long,36147.28,35656.89888888889,35565.72703703704,35954.37,Trailing SL Hit,-192.90999999999622,7.210165,-200.1201649999962,64.482519027916,-12904.252347481945,-1.0323401877985556,2018
48,48,48,2019-01-01 14:15:00+05:30,2019-01-02 12:15:00+05:30,Long,36161.97,36098.74555555556,36022.42518518519,36022.42518518519,Initial SL Hit,-139.54481481481344,7.218439518518519,-146.76325433333196,268.73087366066125,-39439.817558278126,-3.15518540466225,2019
49,49,49,2019-01-07 09:15:00+05:30,2019-01-08 09:15:00+05:30,Long,35947.4,35715.85037037037,35610.364074074074,35802.19,Trailing SL Hit,-145.20999999999913,7.174959,-152.38495899999913,111.2641030684711,-16954.975784260645,-1.3563980627408516,2019
50,50,50,2019-01-08 09:45:00+05:30,2019-01-08 11:15:00+05:30,Long,35931.18,35831.53814814815,35738.81185185185,35830.7,Trailing SL Hit,-100.4800000000032,7.176188000000001,-107.6561880000032,194.93871704332457,-20986.359170495576,-1.678908733639646,2019
51,51,51,2019-01-08 13:45:00+05:30,2019-01-11 11:15:00+05:30,Long,35982.36,35913.47185185185,35833.287407407406,35978.45,Trailing SL Hit,-3.9100000000034925,7.196081,-11.106081000003492,251.5552949594499,-2793.7934817994205,-0.22350347854395364,2019
52,52,52,2019-01-15 09:15:00+05:30,2019-01-22 11:15:00+05:30,Long,36133.82,35951.18481481481,35865.63703703704,36367.66,Trailing SL Hit,233.84000000000378,7.250148000000001,226.5898520000038,139.8299115860677,31684.038971460697,2.534723117716856,2019
53,53,53,2019-01-25 09:15:00+05:30,2019-01-25 13:15:00+05:30,Long,36425.88,36303.26259259259,36210.41851851851,36300.0,Trailing SL Hit,-125.87999999999738,7.272588000000001,-133.1525879999974,174.0450299615268,-23174.54616791438,-1.8539636934331507,2019
54,54,54,2019-01-31 10:15:00+05:30,2019-02-08 12:45:00+05:30,Long,35922.16,35658.94666666666,35565.45481481482,36631.66,Trailing SL Hit,709.5,7.255382000000001,702.244618,105.12883343854828,73826.15747883896,5.906092598307116,2019
55,55,55,2019-02-20 14:45:00+05:30,2019-02-21 09:45:00+05:30,Long,35758.17,35630.36222222222,35542.89037037037,35743.23,Trailing SL Hit,-14.939999999995052,7.1501399999999995,-22.090139999995053,174.1920499608609,-3847.92677052155,-0.307834141641724,2019
56,56,56,2019-02-21 10:15:00+05:30,2019-02-26 09:15:00+05:30,Long,35761.3,35661.22037037037,35573.816296296296,35865.98,Trailing SL Hit,104.68000000000029,7.162728,97.51727200000029,200.01738422697144,19505.14966239014,1.5604119729912111,2019
57,57,57,2019-02-26 12:15:00+05:30,2019-02-27 11:45:00+05:30,Long,36103.69,35991.41777777778,35924.724444444444,35924.724444444444,Initial SL Hit,-178.96555555555824,7.202841444444444,-186.16839700000267,209.5375273950884,-39009.26558648775,-3.12074124691902,2019
58,58,58,2019-03-01 09:15:00+05:30,2019-03-05 09:15:00+05:30,Long,36085.69,36048.874444444446,35938.444074074076,35938.444074074076,Initial SL Hit,-147.2459259259267,7.202413407407407,-154.44833933333413,254.67597669809,-39334.281669114906,-3.1467425335291925,2019
59,59,59,2019-03-05 10:15:00+05:30,2019-03-25 09:15:00+05:30,Long,36113.18,36030.979999999996,35961.525185185186,37787.84,Trailing SL Hit,1674.6599999999962,7.390102,1667.2698979999961,247.27207010071734,412269.2790950709,32.98154232760567,2019
60,60,60,2019-03-26 13:45:00+05:30,2019-03-27 15:15:00+05:30,Long,38000.46,37937.57481481481,37847.18777777778,38093.34,Trailing SL Hit,92.87999999999738,7.609379999999999,85.27061999999738,244.66272789880077,20862.542498821396,1.669003399905712,2019
61,61,61,2019-03-28 09:15:00+05:30,2019-04-04 10:15:00+05:30,Long,38251.26,38178.95444444445,38088.75555555556,38807.32,Trailing SL Hit,556.0599999999977,7.705858000000001,548.3541419999976,230.7629193047733,126539.80262078365,10.123184209662693,2019
62,62,62,2019-04-05 15:15:00+05:30,2019-04-08 11:45:00+05:30,Long,38924.28,38851.066296296296,38759.24481481482,38759.24481481482,Initial SL Hit,-165.03518518518104,7.768352481481482,-172.80353766666252,227.22427316285538,-39265.1582462775,-3.1412126597022,2019
63,63,63,2019-04-09 14:45:00+05:30,2019-04-10 13:15:00+05:30,Long,38951.65,38800.04481481481,38707.80222222222,38707.80222222222,Initial SL Hit,-243.84777777778072,7.765945222222223,-251.61372300000295,153.78446480727774,-38694.28172972208,-3.095542538377767,2019
64,64,64,2019-04-12 13:45:00+05:30,2019-04-22 09:15:00+05:30,Long,38745.35,38649.04962962963,38568.26888888889,38850.66,Trailing SL Hit,105.31000000000495,7.759601000000002,97.55039900000494,211.76736335514852,20657.990790473763,1.652639263237901,2019
65,65,65,2019-04-24 13:45:00+05:30,2019-04-25 14:45:00+05:30,Long,38816.63,38737.57962962963,38645.625185185185,38694.43,Trailing SL Hit,-122.19999999999709,7.751106,-129.95110599999708,219.29207104846807,-28497.247169778366,-2.2797797735822694,2019
66,66,66,2019-04-26 14:45:00+05:30,2019-04-30 09:15:00+05:30,Long,39077.1,39022.23148148148,38925.851481481484,38925.851481481484,Initial SL Hit,-151.24851851851417,7.800295148148149,-159.0488136666623,247.93631281360064,-39433.976417889666,-3.1547181134311733,2019
67,67,67,2019-04-30 14:45:00+05:30,2019-05-03 14:45:00+05:30,Long,39031.46,38934.39703703704,38830.631481481476,38938.68,Trailing SL Hit,-92.77999999999884,7.797014,-100.57701399999884,186.72646831551083,-18780.390617939473,-1.502431249435158,2019
68,68,68,2019-05-16 15:15:00+05:30,2019-05-23 14:45:00+05:30,Long,37470.91,37364.15629629629,37252.54740740741,38743.13,Trailing SL Hit,1272.219999999994,7.621404000000001,1264.598595999994,171.7327109683329,217172.94517782654,17.373835614226124,2019
69,69,69,2019-05-24 14:45:00+05:30,2019-06-06 11:45:00+05:30,Long,39424.15,39382.92888888889,39177.880370370374,39853.12,Trailing SL Hit,428.97000000000116,7.927727000000001,421.04227300000116,152.27212570383713,64113.00192088549,5.129040153670839,2019
70,70,70,2019-06-10 09:15:00+05:30,2019-06-10 11:15:00+05:30,Long,39863.46,39731.28185185185,39603.70259259259,39707.96,Trailing SL Hit,-155.5,7.957142,-163.457142,144.36546920559786,-23597.56699983604,-1.887805359986883,2019
71,71,71,2019-06-10 13:15:00+05:30,2019-06-10 13:45:00+05:30,Long,39765.66,39680.23333333334,39558.171851851854,39641.07,Trailing SL Hit,-124.59000000000378,7.940673000000001,-132.5306730000038,180.73321457004096,-23952.69456042162,-1.9162155648337298,2019
72,72,72,2019-06-10 14:45:00+05:30,2019-06-12 09:15:00+05:30,Long,39776.17,39681.15851851852,39568.64407407408,39801.58,Trailing SL Hit,25.410000000003492,7.957775000000001,17.45222500000349,180.70031410623167,3153.62253935326,0.2522898031482608,2019
73,73,73,2019-06-19 09:45:00+05:30,2019-06-19 10:15:00+05:30,Long,39366.88,39171.75518518518,39067.00925925926,39341.03,Trailing SL Hit,-25.849999999998545,7.8707910000000005,-33.72079099999854,125.05388124019123,-4216.915793039127,-0.3373532634431301,2019
74,74,74,2019-06-20 12:15:00+05:30,2019-06-20 12:45:00+05:30,Long,39339.67,39217.20962962963,39108.94777777777,39286.1,Trailing SL Hit,-53.56999999999971,7.862576999999999,-61.43257699999971,162.53310859619268,-9984.82770888492,-0.7987862167107936,2019
75,75,75,2019-06-20 13:15:00+05:30,2019-06-21 13:45:00+05:30,Long,39331.51,39232.34370370371,39121.93037037036,39220.88,Trailing SL Hit,-110.63000000000466,7.855239,-118.48523900000465,178.92960335061417,-21200.516817173553,-1.6960413453738843,2019
76,76,76,2019-06-25 12:45:00+05:30,2019-06-28 12:15:00+05:30,Long,39268.87,39226.42555555556,39130.47925925926,39447.75,Trailing SL Hit,178.87999999999738,7.871662,171.0083379999974,270.9718858305019,46338.45184059917,3.7070761472479337,2019
77,77,77,2019-07-01 10:45:00+05:30,2019-07-02 10:45:00+05:30,Long,39683.38,39635.77296296296,39544.32,39544.32,Initial SL Hit,-139.05999999999767,7.92277,-146.98276999999769,269.6677693082168,-39636.51571264207,-3.1709212570113654,2019
78,78,78,2019-07-02 12:45:00+05:30,2019-07-05 12:45:00+05:30,Long,39683.34,39630.138148148144,39563.51111111111,39621.46,Trailing SL Hit,-61.87999999999738,7.930479999999999,-69.81047999999738,312.94623815441406,-21846.927099753142,-1.7477541679802515,2019
79,79,79,2019-07-12 12:45:00+05:30,2019-07-12 14:15:00+05:30,Long,38936.67,38767.75592592593,38702.828888888886,38836.89,Trailing SL Hit,-99.77999999999884,7.777356,-107.55735599999883,160.3653002751145,-17248.4676917372,-1.3798774153389761,2019
80,80,80,2019-07-16 09:15:00+05:30,2019-07-18 13:45:00+05:30,Long,39006.57,38879.909259259264,38792.649999999994,39044.95,Trailing SL Hit,38.37999999999738,7.805152,30.57484799999738,175.29917726252353,5359.745699326254,0.4287796559461003,2019
81,81,81,2019-08-06 13:45:00+05:30,2019-08-06 14:45:00+05:30,Long,37160.31,36871.95814814815,36730.45074074074,36995.03,Trailing SL Hit,-165.27999999999884,7.415534,-172.69553399999884,87.23785562888759,-15065.588062845547,-1.2052470450276438,2019
82,82,82,2019-08-08 14:15:00+05:30,2019-08-13 14:15:00+05:30,Long,37175.95,36966.556296296294,36827.554814814815,37089.69,Trailing SL Hit,-86.25999999999476,7.426564,-93.68656399999476,107.63638992332147,-10084.083533279649,-0.8067266826623719,2019
83,83,83,2019-08-16 12:45:00+05:30,2019-08-20 09:45:00+05:30,Long,37390.77,37328.847037037034,37188.909259259264,37262.6,Trailing SL Hit,-128.16999999999825,7.465337,-135.63533699999826,185.7716357444885,-25197.198419244618,-2.0157758735395697,2019
84,84,84,2019-08-26 11:15:00+05:30,2019-08-28 13:45:00+05:30,Long,36950.67,36728.415555555555,36560.317407407405,37270.62,Trailing SL Hit,319.95000000000437,7.422129000000001,312.5278710000044,96.06699356327405,30023.612971701164,2.401889037736093,2019
85,85,85,2019-08-30 14:45:00+05:30,2019-09-03 09:15:00+05:30,Long,37315.73,37216.40777777778,37075.92925925926,37075.92925925926,Initial SL Hit,-239.80074074074219,7.439165925925927,-247.2399066666681,156.3798338744195,-38663.33553166054,-3.093066842532843,2019
86,86,86,2019-09-06 11:15:00+05:30,2019-09-12 14:45:00+05:30,Long,36881.27,36739.602222222224,36649.112222222226,37085.87,Trailing SL Hit,204.60000000000582,7.396714,197.20328600000582,161.5280795627541,31853.86807104549,2.548309445683639,2019
87,87,87,2019-09-13 14:45:00+05:30,2019-09-16 09:15:00+05:30,Long,37388.17,37261.51925925926,37168.19222222222,37168.19222222222,Initial SL Hit,-219.9777777777781,7.455636222222222,-227.4334140000003,170.47176482472952,-38770.9754646934,-3.101678037175472,2019
88,88,88,2019-09-20 10:45:00+05:30,2019-09-30 09:15:00+05:30,Long,37314.6,36402.56111111111,36287.874074074076,38518.24,Trailing SL Hit,1203.6399999999994,7.583284,1196.0567159999994,36.52386586632818,43684.61506370496,3.494769205096397,2019
89,89,89,2019-10-01 11:15:00+05:30,2019-10-01 12:15:00+05:30,Long,38830.25,38769.775555555556,38636.31407407407,38636.31407407407,Initial SL Hit,-193.93592592592904,7.746656407407407,-201.68258233333646,193.36283270342892,-38997.915426916465,-3.1198332341533175,2019
90,90,90,2019-10-09 14:15:00+05:30,2019-10-10 10:45:00+05:30,Long,38063.53,37801.445555555554,37679.03296296296,38017.44,Trailing SL Hit,-46.08999999999651,7.608097000000001,-53.69809699999651,97.5300103454059,-5237.175955938269,-0.4189740764750615,2019
91,91,91,2019-10-11 09:15:00+05:30,2019-10-11 10:15:00+05:30,Long,38266.05,37912.53666666667,37818.765555555554,37983.02,Trailing SL Hit,-283.0300000000061,7.624907000000001,-290.6549070000061,83.83926708333661,-24368.294377055878,-1.9494635501644701,2019
92,92,92,2019-10-11 13:45:00+05:30,2019-10-24 13:15:00+05:30,Long,38145.44,38057.2725925926,37928.75111111111,38900.91,Trailing SL Hit,755.4700000000012,7.704635000000001,747.7653650000011,173.05917341810735,129407.65597758953,10.352612478207162,2019
93,93,93,2019-10-25 14:15:00+05:30,2019-11-06 09:45:00+05:30,Long,39142.96,39079.300740740735,38942.76111111111,40076.1,Trailing SL Hit,933.1399999999994,7.921906,925.2180939999994,187.3137269049119,173306.049386999,13.864483950959919,2019
94,94,94,2019-11-06 11:15:00+05:30,2019-11-08 14:45:00+05:30,Long,40373.66,40291.26222222223,40184.01296296297,40338.5,Trailing SL Hit,-35.16000000000349,8.071216000000002,-43.23121600000349,197.73575472564036,-8548.35712346787,-0.6838685698774296,2019
95,95,95,2019-11-15 09:15:00+05:30,2019-11-15 14:45:00+05:30,Long,40491.32,40294.251851851855,40199.979629629626,40344.58,Trailing SL Hit,-146.73999999999796,8.08359,-154.82358999999795,128.71542640083564,-19928.18440375789,-1.594254752300631,2019
96,96,96,2019-11-19 12:15:00+05:30,2019-11-19 14:45:00+05:30,Long,40474.32,40428.33074074074,40340.89962962963,40340.89962962963,Initial SL Hit,-133.4203703703679,8.081521962962963,-141.50189233333086,281.0665260177436,-39771.445303066095,-3.1817156242452875,2019
97,97,97,2019-11-19 15:15:00+05:30,2019-11-22 09:15:00+05:30,Long,40538.4,40408.68814814814,40326.06222222222,40510.01,Trailing SL Hit,-28.389999999999418,8.104841,-36.49484099999942,176.60540857334152,-6445.186305624033,-0.5156149044499226,2019
98,98,98,2019-11-25 10:15:00+05:30,2019-11-29 10:15:00+05:30,Long,40645.4,40550.00518518518,40466.91037037037,40852.26,Trailing SL Hit,206.86000000000058,8.149766000000001,198.71023400000058,210.09623964044127,41748.272941472285,3.3398618353177825,2019
99,99,99,2019-12-04 14:45:00+05:30,2019-12-05 14:15:00+05:30,Long,40853.68,40709.7374074074,40619.76296296297,40771.83,Trailing SL Hit,-81.84999999999854,8.162551,-90.01255099999855,160.31324812849343,-14430.204423141437,-1.154416353851315,2019
100,100,100,2019-12-12 09:15:00+05:30,2019-12-24 14:15:00+05:30,Long,40597.86,40384.77333333333,40295.85407407408,41502.85,Trailing SL Hit,904.989999999998,8.210071,896.779928999998,124.16974893796724,111352.93863653785,8.908235090923029,2019
101,101,101,2019-12-27 13:15:00+05:30,2019-12-27 14:15:00+05:30,Long,41508.67,41440.96481481482,41375.80666666667,41442.6,Trailing SL Hit,-66.06999999999971,8.295126999999999,-74.3651269999997,282.2449133194638,-20989.178824105835,-1.679134305928467,2019
102,102,102,2019-12-27 14:45:00+05:30,2019-12-30 12:15:00+05:30,Long,41557.52,41431.80888888889,41365.502592592595,41465.93,Trailing SL Hit,-91.58999999999651,8.302345,-99.89234499999651,195.29479387478918,-19508.454926443646,-1.5606763941154917,2019
103,103,103,2019-12-30 12:45:00+05:30,2019-12-31 09:15:00+05:30,Long,41539.25,41484.79666666667,41416.15222222222,41416.15222222222,Initial SL Hit,-123.09777777778072,8.295540222222222,-131.39331800000295,304.6358811423547,-40027.11920514851,-3.202169536411881,2019
