,index,Trade No.,Entry_Date,Exit_Date,Trade_Type,Entry_Price,Previous MA Value,Initial SL,Exit_Price,Exit Remark,PnL,Slippage,PnL w cs,Qty,Profit_Loss INR,ROI%,Trade Year
0,0,0,2018-01-03 09:45:00+05:30,2018-01-03 11:45:00+05:30,Long,25429.6,25347.713636363635,25305.304545454543,25399.65,Trailing SL Hit,-29.94999999999709,5.082925,-35.03292499999709,2413.60394953371,-84555.60614371122,-0.8455560614371123,2018
1,1,1,2018-01-04 11:15:00+05:30,2018-01-10 09:15:00+05:30,Long,25411.3,25379.29090909091,25330.12272727273,25647.8,Trailing SL Hit,236.5,5.10591,231.39409,3695.6156559719416,855143.6217033805,8.551436217033805,2018
2,2,2,2018-01-11 12:15:00+05:30,2018-01-12 12:15:00+05:30,Long,25665.85,25621.059090909086,25581.186363636363,25581.186363636363,Initial SL Hit,-84.6636363636353,5.124703636363637,-89.78833999999894,3543.4339095887913,-318159.0486416839,-3.1815904864168387,2018
3,3,3,2018-01-12 14:45:00+05:30,2018-01-25 12:45:00+05:30,Long,25757.3,25726.136363636364,25667.659090909092,27266.9,Trailing SL Hit,1509.6000000000022,5.30242,1504.2975800000022,3346.686273515606,5034412.062268752,50.34412062268752,2018
4,4,4,2018-01-25 14:45:00+05:30,2018-01-30 09:15:00+05:30,Long,27449.4,27389.522727272728,27288.04090909091,27328.55,Trailing SL Hit,-120.85000000000218,5.477795,-126.32779500000218,1859.20730161411,-234869.55886081452,-2.3486955886081455,2018
5,5,5,2018-01-31 14:15:00+05:30,2018-02-01 12:15:00+05:30,Long,27398.5,27262.43181818182,27181.190909090907,27181.190909090907,Initial SL Hit,-217.30909090909336,5.45796909090909,-222.76706000000246,1380.5220883533982,-307534.84688755014,-3.0753484688755015,2018
6,6,6,2018-02-01 13:15:00+05:30,2018-02-01 14:15:00+05:30,Long,27555.5,27492.5,27338.404545454545,27338.404545454545,Initial SL Hit,-217.09545454545514,5.489390454545455,-222.5848450000006,1381.8806138899902,-307585.68225120916,-3.0758568225120917,2018
7,7,7,2018-02-06 14:15:00+05:30,2018-02-06 14:45:00+05:30,Long,25916.55,25422.909090909092,25227.65,25752.85,Trailing SL Hit,-163.70000000000073,5.166939999999999,-168.86694000000074,435.476847147628,-73537.64261866799,-0.7353764261866799,2018
8,8,8,2018-02-06 15:15:00+05:30,2018-02-07 10:15:00+05:30,Long,25905.9,25478.36818181818,25346.340909090908,25828.1,Trailing SL Hit,-77.80000000000291,5.1734,-82.97340000000291,536.1364060989555,-44485.060477812636,-0.4448506047781263,2018
9,9,9,2018-02-08 09:45:00+05:30,2018-02-09 09:15:00+05:30,Long,25829.05,25792.940909090907,25667.063636363637,25667.063636363637,Initial SL Hit,-161.9863636363625,5.149611363636364,-167.13597499999887,1852.0077447596727,-309537.12012795697,-3.09537120127957,2018
10,10,10,2018-02-12 13:45:00+05:30,2018-02-14 09:15:00+05:30,Long,25675.25,25609.095454545455,25553.595454545455,25553.595454545455,Initial SL Hit,-121.65454545454486,5.122884545454546,-126.77742999999941,2465.9991032730654,-312633.0286952624,-3.1263302869526237,2018
11,11,11,2018-02-15 12:15:00+05:30,2018-02-15 12:45:00+05:30,Long,25566.85,25525.227272727272,25427.072727272727,25486.85,Trailing SL Hit,-80.0,5.10537,-85.10537,2146.2716659621037,-182659.24425222122,-1.8265924425222122,2018
12,12,12,2018-02-20 12:15:00+05:30,2018-02-20 12:45:00+05:30,Long,25135.7,25067.968181818185,24982.477272727272,25070.75,Trailing SL Hit,-64.95000000000073,5.020645,-69.97064500000073,1957.9340828858585,-136997.91064700842,-1.3699791064700841,2018
13,13,13,2018-02-22 14:45:00+05:30,2018-02-27 13:45:00+05:30,Long,24974.3,24884.64545454545,24835.72272727273,25431.35,Trailing SL Hit,457.0499999999993,5.040565,452.00943499999926,2164.857152228852,978535.8582346708,9.785358582346708,2018
