date,day,expiry,DTE,strike,type,Entry Price,Entry Time,initial sl,TSL,Exit Price,Exit date,Exit Time,Remark,Points Captured,Slippage,Qty,PnL,ROI%,Trade Year,Trade Month,Highest High,Lowest Low,Max ROI%,Margin
2019-01-25,Friday,2019-01-31,6,10900,C,85.0,12:45:00,108.95,0.0,0.05,2019-01-31,15:20:00,EOD exit,84.95,0.8505,835.0730688935281,70229.22755741127,7.022922755741128,2019,1,88.25,0.05,7.093945720250522,113.7787056367432
2019-01-29,Tuesday,2019-01-31,2,10650,P,61.5,10:25:00,78.1,62.032500000000006,78.1,2019-01-29,12:50:00,SL hit,-16.599999999999994,1.396,1204.819277108434,-21681.927710843374,-2.168192771084337,2019,1,79.8,50.25,1.3554216867469886,160.39156626506028
2019-01-30,Wednesday,2019-01-31,1,10700,P,55.75,09:50:00,63.7,57.81500000000001,63.7,2019-01-30,10:25:00,SL hit,-7.950000000000003,1.1945000000000001,1495.3271028037384,-13674.01869158879,-1.367401869158879,2019,1,69.6,49.55,0.9271028037383182,200.0
2019-01-30,Wednesday,2019-01-31,1,10650,P,57.4,10:45:00,69.4,36.495,69.4,2019-01-30,14:50:00,SL hit,-12.000000000000007,1.2680000000000002,1502.3474178403756,-19933.145539906116,-1.9933145539906116,2019,1,69.5,20.45,5.551173708920188,200.0
2019-02-11,Monday,2019-02-14,3,11000,P,129.85,12:40:00,151.8,114.50750000000001,151.8,2019-02-12,14:45:00,SL hit,-21.950000000000017,2.8165,911.1617312072885,-22566.287015945327,-2.2566287015945328,2019,2,155.0,91.0,3.539863325740315,125.28473804100216
2019-02-12,Tuesday,2019-02-14,2,10900,C,44.85,10:05:00,62.1,0.0,0.05,2019-02-14,15:25:00,EOD exit,44.800000000000004,0.449,1159.4202898550725,51421.44927536233,5.142144927536233,2019,2,55.5,0.05,5.194202898550725,157.97101449275362
2019-02-13,Wednesday,2019-02-14,1,10850,P,28.1,11:35:00,39.15,29.067500000000003,39.15,2019-02-13,13:30:00,SL hit,-11.049999999999997,0.6725,1474.6543778801843,-17286.635944700454,-1.7286635944700455,2019,2,39.6,22.6,0.8110599078341014,200.0
2019-02-15,Friday,2019-02-21,6,10800,C,31.65,12:30:00,73.0,0.0,0.05,2019-02-21,15:25:00,EOD exit,31.599999999999998,0.317,483.6759371221282,15130.834340991534,1.5130834340991535,2019,2,54.7,0.05,1.528415961305925,65.2962515114873
2019-02-15,Friday,2019-02-21,6,10750,P,90.75,14:20:00,157.2,96.45,157.2,2019-02-19,15:10:00,SL hit,-66.44999999999999,2.4795,300.9781790820166,-20746.27539503386,-2.074627539503386,2019,2,158.85,55.95,1.0474040632054176,40.443942814145984
2019-02-20,Wednesday,2019-02-21,1,10650,P,27.3,11:05:00,59.35,0.15750000000000003,0.05,2019-02-21,15:25:00,EOD exit,27.25,0.2735,624.02496099844,16834.009360374417,1.6834009360374418,2019,2,41.75,0.05,1.700468018720749,83.07332293291732
2019-02-22,Friday,2019-02-28,6,10750,P,51.5,12:40:00,64.9,35.120000000000005,64.9,2019-02-26,09:55:00,SL hit,-13.400000000000006,1.1640000000000001,1488.3720930232557,-21676.651162790706,-2.1676651162790708,2019,2,68.75,14.35,5.529302325581395,200.0
2019-02-22,Friday,2019-02-28,6,10800,C,68.1,13:40:00,77.65,0.0,77.65,2019-02-22,14:15:00,SL hit,-9.550000000000011,1.4575,1481.4814814814815,-16307.407407407423,-1.6307407407407424,2019,2,79.5,63.8,0.6370370370370365,200.0
2019-02-25,Monday,2019-02-28,3,10850,C,40.0,10:15:00,54.95,0.0,54.95,2019-02-25,14:10:00,SL hit,-14.950000000000003,0.9495,1337.792642140468,-21270.234113712373,-2.127023411371237,2019,2,56.95,39.75,0.0334448160535117,181.43812709030095
2019-02-26,Tuesday,2019-02-28,2,10750,P,35.45,12:30:00,90.0,0.8125,0.05,2019-02-28,15:25:00,EOD exit,35.400000000000006,0.355,366.63611365719527,12848.76260311641,1.284876260311641,2019,2,85.45,0.05,1.2978918423464716,49.26672777268561
2019-02-26,Tuesday,2019-02-28,2,10800,C,54.6,09:55:00,86.25,0.0,86.25,2019-02-26,11:50:00,SL hit,-31.65,1.4084999999999999,631.9115323854661,-20890.047393364926,-2.0890047393364926,2019,2,89.15,42.2,0.7835703001579779,85.30805687203792
2019-02-26,Tuesday,2019-02-28,2,10850,C,52.0,11:55:00,58.6,0.0,58.6,2019-02-26,12:35:00,SL hit,-6.600000000000001,1.1059999999999999,1474.6543778801843,-11363.686635944701,-1.13636866359447,2019,2,63.9,46.05,0.8774193548387101,200.0
2019-02-27,Wednesday,2019-02-28,1,10900,C,22.65,12:30:00,68.6,0.0,0.05,2019-02-28,15:25:00,EOD exit,22.599999999999998,0.227,435.25571273122966,9737.9760609358,0.97379760609358,2019,2,31.7,0.05,0.983677910772579,59.30359085963004
2019-03-01,Friday,2019-03-07,6,10800,P,44.35,15:00:00,68.65,0.0775,0.05,2019-03-07,15:20:00,EOD exit,44.300000000000004,0.444,823.0452674897118,36095.4732510288,3.60954732510288,2019,3,55.0,0.05,3.6460905349794235,111.1111111111111
2019-03-01,Friday,2019-03-07,6,10850,C,76.95,12:30:00,98.5,0.0,98.5,2019-03-05,13:20:00,SL hit,-21.549999999999997,1.7545,928.0742459396753,-21628.30626450116,-2.1628306264501163,2019,3,99.5,40.0,3.4292343387471003,125.87006960556847
2019-03-06,Wednesday,2019-03-07,1,11050,C,19.05,14:05:00,34.5,0.0,18.6,2019-03-07,09:15:00,Gap SL hit,0.4499999999999993,0.37650000000000006,1294.4983818770227,95.14563106796017,0.009514563106796017,2019,3,38.0,17.35,0.22006472491909373,178.80258899676375
2019-03-08,Friday,2019-03-14,6,11050,C,46.8,13:20:00,62.25,0.0,74.4,2019-03-11,09:15:00,Gap SL hit,-27.60000000000001,1.212,1294.4983818770224,-37297.08737864078,-3.7297087378640783,2019,3,74.7,44.85,0.25242718446601886,178.80258899676372
2019-03-08,Friday,2019-03-14,6,11000,P,58.4,12:50:00,65.65,0.052500000000000005,0.05,2019-03-14,15:25:00,EOD exit,58.35,0.5845,1454.5454545454545,84022.54545454546,8.402254545454547,2019,3,62.4,0.05,8.487272727272728,200.0
2019-03-12,Tuesday,2019-03-14,2,11250,C,48.5,13:50:00,83.15,0.0,83.15,2019-03-13,09:45:00,SL hit,-34.650000000000006,1.3165,577.2005772005771,-20759.88455988456,-2.0759884559884556,2019,3,86.0,44.6,0.22510822510822498,81.16883116883115
2019-03-13,Wednesday,2019-03-14,1,11350,C,17.65,12:45:00,29.65,0.0,29.65,2019-03-13,13:50:00,SL hit,-12.0,0.473,1409.691629955947,-17583.08370044053,-1.7583083700440527,2019,3,30.15,16.4,0.17621145374449337,200.0
2019-03-15,Friday,2019-03-20,5,11350,P,44.8,09:20:00,58.05,0.0725,0.05,2019-03-20,15:25:00,EOD exit,44.75,0.44849999999999995,1409.691629955947,62451.45374449339,6.245145374449339,2019,3,49.15,0.05,6.308370044052864,200.0
2019-03-18,Monday,2019-03-20,2,11500,C,37.15,12:30:00,79.4,0.0,13.6,2019-03-20,15:25:00,EOD exit,23.549999999999997,0.5075000000000001,473.3727810650887,10907.692307692305,1.0907692307692305,2019,3,64.75,11.6,1.2094674556213014,68.0473372781065
2019-03-22,Friday,2019-03-28,6,11550,C,58.5,12:30:00,96.95,0.0,18.0,2019-03-28,15:25:00,EOD exit,40.5,0.765,520.1560468140442,20668.400520156047,2.0668400520156047,2019,3,71.05,1.35,2.9726918075422626,75.09752925877763
2019-03-26,Tuesday,2019-03-28,2,11350,P,35.85,09:25:00,42.85,0.08499999999999999,0.05,2019-03-28,15:25:00,EOD exit,35.800000000000004,0.359,1409.691629955947,49960.88105726872,4.996088105726872,2019,3,42.05,0.05,5.046696035242291,200.0
2019-03-29,Friday,2019-04-04,6,11600,P,75.65,12:55:00,95.0,10.05,0.3,2019-04-04,15:25:00,EOD exit,75.35000000000001,0.7595000000000001,1033.5917312661502,77096.12403100778,7.709612403100778,2019,4,84.4,0.2,7.798449612403104,149.8708010335918
2019-04-02,Tuesday,2019-04-04,2,11750,C,28.9,09:20:00,39.85,0.0,39.85,2019-04-02,12:20:00,SL hit,-10.950000000000003,0.6875,1361.7021276595744,-15846.808510638302,-1.5846808510638304,2019,4,41.85,25.4,0.476595744680851,200.0
2019-04-02,Tuesday,2019-04-04,2,11750,C,27.35,14:45:00,41.85,0.0,41.85,2019-04-02,15:15:00,SL hit,-14.5,0.6920000000000001,1361.7021276595744,-20686.978723404256,-2.0686978723404255,2019,4,43.05,26.6,0.10212765957446808,200.0
2019-04-03,Wednesday,2019-04-04,1,11750,C,43.6,14:00:00,53.4,0.0,0.05,2019-04-04,15:20:00,EOD exit,43.550000000000004,0.4365,1361.7021276595744,58707.744680851065,5.870774468085107,2019,4,47.65,0.05,5.930212765957448,200.0
2019-04-05,Friday,2019-04-11,6,11600,P,42.0,13:55:00,57.0,44.6,57.0,2019-04-08,13:30:00,SL hit,-15.0,0.99,1333.3333333333333,-21320.0,-2.1319999999999997,2019,4,62.0,12.55,3.9266666666666663,193.33333333333334
2019-04-05,Friday,2019-04-11,6,11650,C,66.0,12:30:00,89.0,0.0,89.0,2019-04-05,15:15:00,SL hit,-23.0,1.55,869.5652173913044,-21347.826086956524,-2.134782608695652,2019,4,91.3,56.4,0.8347826086956525,126.63043478260869
2019-04-08,Monday,2019-04-11,3,11750,C,24.35,11:10:00,60.0,0.0,0.05,2019-04-11,15:25:00,EOD exit,24.3,0.24400000000000002,561.0098176718093,13495.652173913044,1.3495652173913044,2019,4,27.8,0.05,1.3632538569424966,82.39831697054699
2019-04-09,Tuesday,2019-04-11,2,11600,P,41.2,10:25:00,61.7,52.010000000000005,61.7,2019-04-09,12:05:00,SL hit,-20.5,1.0290000000000001,975.609756097561,-21003.90243902439,-2.100390243902439,2019,4,63.9,40.4,0.07804878048780531,141.46341463414635
2019-04-09,Tuesday,2019-04-11,2,11550,P,14.35,14:15:00,39.0,2.9175,0.05,2019-04-11,15:25:00,EOD exit,14.299999999999999,0.14400000000000002,811.3590263691684,11485.598377281947,1.1485598377281947,2019,4,16.5,0.05,1.1602434077079107,117.13995943204868
2019-04-12,Friday,2019-04-18,6,11600,P,42.3,14:10:00,64.0,0.06999999999999999,0.05,2019-04-18,15:20:00,EOD exit,42.25,0.42349999999999993,921.658986175115,38549.76958525345,3.8549769585253455,2019,4,42.9,0.05,3.894009216589861,133.6405529953917
2019-04-12,Friday,2019-04-18,6,11650,C,48.7,12:55:00,62.0,0.0,62.0,2019-04-12,13:35:00,SL hit,-13.299999999999997,1.107,1373.390557939914,-19786.437768240336,-1.9786437768240337,2019,4,63.7,46.9,0.2472103004291851,199.99999999999997
2019-04-15,Monday,2019-04-18,3,11700,C,41.4,11:05:00,47.7,0.0,47.7,2019-04-15,13:10:00,SL hit,-6.300000000000004,0.891,1367.5213675213674,-9833.84615384616,-0.983384615384616,2019,4,50.5,37.6,0.5196581196581193,199.99999999999997
2019-04-22,Monday,2019-04-25,3,11750,C,26.8,12:30:00,56.3,0.0,0.05,2019-04-25,15:25:00,EOD exit,26.75,0.2685,677.9661016949153,17953.5593220339,1.79535593220339,2019,4,54.3,0.05,1.8135593220338986,99.57627118644068
2019-04-23,Tuesday,2019-04-25,2,11600,P,31.2,11:55:00,54.9,35.082499999999996,54.9,2019-04-23,15:00:00,SL hit,-23.7,0.861,843.8818565400844,-20726.58227848101,-2.0726582278481014,2019,4,60.0,23.5,0.6497890295358649,122.36286919831223
2019-04-24,Wednesday,2019-04-25,1,11600,P,35.35,11:50:00,48.75,0.3125,0.05,2019-04-25,15:25:00,EOD exit,35.300000000000004,0.354,1379.3103448275863,48201.37931034484,4.820137931034484,2019,4,42.2,0.05,4.868965517241381,200.0
2019-04-26,Friday,2019-05-02,6,11650,P,41.3,12:30:00,52.2,0.32,0.05,2019-05-02,15:25:00,EOD exit,41.25,0.4135,1373.390557939914,56084.4635193133,5.60844635193133,2019,5,47.3,0.05,5.665236051502146,199.99999999999997
2019-04-30,Tuesday,2019-05-02,2,11750,C,18.05,10:30:00,37.75,0.0,37.75,2019-05-02,10:10:00,SL hit,-19.7,0.5579999999999999,1015.2284263959391,-20566.497461928935,-2.0566497461928934,2019,5,39.5,7.6,1.0609137055837563,149.11167512690355
2019-05-03,Friday,2019-05-09,6,11750,C,65.5,13:45:00,76.25,0.0,76.25,2019-05-03,14:00:00,SL hit,-10.75,1.4175,1361.7021276595744,-16568.510638297874,-1.6568510638297875,2019,5,82.65,62.15,0.45617021276595765,200.0
2019-05-03,Friday,2019-05-09,6,11800,C,40.2,15:00:00,55.6,0.0,0.05,2019-05-09,15:25:00,EOD exit,40.150000000000006,0.4025,1298.7012987012988,51620.12987012988,5.162012987012988,2019,5,44.3,0.05,5.214285714285715,191.5584415584416
2019-05-03,Friday,2019-05-09,6,11700,P,39.1,14:40:00,48.4,39.445,48.4,2019-05-03,15:10:00,SL hit,-9.299999999999997,0.875,1367.5213675213674,-13914.52991452991,-1.391452991452991,2019,5,49.0,34.5,0.6290598290598292,199.99999999999997
2019-05-07,Tuesday,2019-05-09,2,11600,P,44.35,10:45:00,49.5,43.7525,49.5,2019-05-07,10:50:00,SL hit,-5.149999999999999,0.9385,1379.3103448275863,-8397.931034482757,-0.8397931034482757,2019,5,54.8,43.6,0.10344827586206896,200.0
2019-05-07,Tuesday,2019-05-09,2,11650,P,65.75,09:55:00,70.7,67.45,70.7,2019-05-07,10:25:00,SL hit,-4.950000000000003,1.3644999999999998,1373.390557939914,-8672.274678111591,-0.8672274678111592,2019,5,72.0,64.05,0.23347639484978577,199.99999999999997
2019-05-07,Tuesday,2019-05-09,2,11550,P,29.5,10:55:00,33.4,22.9975,33.4,2019-05-07,14:00:00,SL hit,-3.8999999999999986,0.629,1385.2813852813854,-6273.939393939392,-0.6273939393939393,2019,5,40.55,14.65,2.0571428571428574,200.00000000000006
2019-05-10,Friday,2019-05-16,6,11300,P,81.7,12:50:00,108.0,86.3225,108.0,2019-05-10,15:20:00,SL hit,-26.299999999999997,1.897,760.4562737642586,-21442.585551330798,-2.1442585551330797,2019,5,112.0,64.0,1.346007604562738,107.41444866920153
2019-05-13,Monday,2019-05-16,3,11300,C,71.6,09:25:00,90.1,0.0,0.05,2019-05-16,15:25:00,EOD exit,71.55,0.7164999999999999,1081.081081081081,76576.75675675676,7.6576756756756765,2019,5,85.8,0.05,7.735135135135135,152.7027027027027
2019-05-13,Monday,2019-05-16,3,11250,P,72.0,12:15:00,104.7,81.2825,104.7,2019-05-13,14:55:00,SL hit,-32.7,1.767,611.6207951070336,-21080.73394495413,-2.108073394495413,2019,5,116.35,65.95,0.3700305810397551,86.0091743119266
2019-05-14,Tuesday,2019-05-16,2,11150,P,65.5,13:15:00,98.6,3.08,0.05,2019-05-16,15:20:00,EOD exit,65.45,0.6555,604.2296072507554,39150.75528700907,3.9150755287009074,2019,5,67.7,0.05,3.9546827794561943,84.21450151057404
