Day,Strike,Expiry,DTE,Option Type,Entry Price,Initial SL,Exit Price,Exit Time,Max Price After Entry,Min Price After Entry,Points,Qty,Pnl,Slippage,Final PnL,Margin,ROI%,Trade Year,Entry Time,Hedge Strike,Hedge Entry Price,Hedge Exit Price,Hedge Points,Hedge PnL,Hedge ROI%,Total ROI%
2020-09-17,11650,2020-09-17,0,CE,2.05,2.665,2.665,2020-09-17 09:36:00,3.85,0.05,-0.6150000000000002,1716.7381974248926,-1055.7939914163094,0.04715,-1136.738197424893,250.0,-0.1136738197424893,2020,09:15:00,11900,0.2,0.15,-0.05000000000000002,-85.83690987124466,-0.008583690987124467,-0.12225751072961377
2020-09-17,11400,2020-09-17,0,PE,2.5,3.25,0.05,2020-09-17 15:29:00,2.15,0.05,2.45,1754.3859649122808,4298.245614035088,0.0255,4253.508771929825,250.0,0.4253508771929825,2020,09:15:00,11150,0.45,0.05,-0.4,-701.7543859649123,-0.07017543859649124,0.35517543859649126
2020-09-18,11700,2020-09-24,6,CE,42.0,54.6,22.65,2020-09-18 15:30:00,43.8,22.15,19.35,1587.3015873015872,30714.285714285717,0.6465000000000001,29688.09523809524,232.1428571428571,2.9688095238095245,2020,09:15:00,11950,4.6,3.25,-1.3499999999999996,-2142.857142857142,-0.21428571428571422,2.75452380952381
2020-09-18,11450,2020-09-24,6,PE,62.9,81.77,81.77,2020-09-18 14:25:00,104.75,46.0,-18.87,1059.8834128245894,-20000.0,1.4467,-21533.33333333333,151.69581346051933,-2.153333333333333,2020,09:15:00,11100,14.2,21.2,7.0,7419.183889772126,0.7419183889772126,-1.4114149443561201
2020-09-21,11600,2020-09-24,3,CE,42.65,55.445,8.8,2020-09-21 15:30:00,44.45,8.8,33.849999999999994,1563.1105900742475,52911.29347401327,0.5145000000000001,52107.07307542007,226.6510355607659,5.210707307542007,2020,09:15:00,11850,3.8,4.15,0.35000000000000053,547.0887065259875,0.05470887065259875,5.265416178194606
2020-09-21,11400,2020-09-24,3,PE,53.3,69.28999999999999,69.28999999999999,2020-09-21 13:03:00,208.0,43.1,-15.989999999999997,1250.781738586617,-20000.0,1.2259,-21533.33333333333,178.23639774859294,-2.153333333333333,2020,09:15:00,11050,9.45,12.4,2.950000000000001,3689.806128830521,0.3689806128830521,-1.7843527204502807
2020-09-22,11400,2020-09-24,2,CE,35.25,45.825,8.2,2020-09-22 15:30:00,33.7,7.15,27.05,1754.3859649122808,47456.1403508772,0.4345,46693.85964912281,250.0,4.669385964912281,2020,09:15:00,11650,5.4,3.05,-2.3500000000000005,-4122.807017543861,-0.4122807017543861,4.257105263157895
2020-09-22,11200,2020-09-24,2,PE,64.4,83.72000000000001,83.72000000000001,2020-09-22 09:25:00,155.0,53.65,-19.320000000000007,1035.1966873706,-20000.0,1.4812,-21533.333333333336,144.927536231884,-2.1533333333333333,2020,09:15:00,10750,5.85,7.4,1.5500000000000007,1604.554865424431,0.1604554865424431,-1.9928778467908903
2020-09-23,11350,2020-09-24,1,CE,15.2,19.76,3.4,2020-09-23 15:29:00,17.25,3.25,11.8,1762.1145374449338,20792.951541850216,0.1859999999999999,20465.19823788546,250.0,2.0465198237885462,2020,09:15:00,11600,2.5,1.4,-1.1,-1938.3259911894274,-0.19383259911894274,1.8526872246696036
2020-09-23,11150,2020-09-24,1,PE,30.25,39.325,39.325,2020-09-23 09:32:00,133.05,25.6,-9.075000000000005,1793.7219730941704,-16278.026905829602,0.6957500000000001,-17526.008968609873,250.0,-1.7526008968609872,2020,09:15:00,10950,6.1,8.95,2.8499999999999996,5112.107623318385,0.5112107623318385,-1.2413901345291487
2020-09-24,11100,2020-09-24,0,CE,8.75,11.375,0.1,2020-09-24 15:29:00,8.6,0.05,8.65,1801.8018018018015,15585.585585585586,0.0885,15426.126126126126,250.0,1.5426126126126125,2020,09:15:00,11300,0.6,0.05,-0.5499999999999999,-990.9909909909907,-0.09909909909909907,1.4435135135135135
2020-09-24,10900,2020-09-24,0,PE,10.0,13.0,13.0,2020-09-24 09:22:00,100.0,6.5,-3.0,1834.8623853211009,-5504.587155963302,0.23,-5926.605504587155,250.0,-0.5926605504587156,2020,09:15:00,10700,0.5,0.35,-0.15000000000000002,-275.22935779816515,-0.027522935779816515,-0.620183486238532
2020-09-25,11000,2020-10-01,6,CE,73.0,94.9,94.9,2020-09-25 12:10:00,142.15,62.95,-21.90000000000001,913.24200913242,-20000.0,1.679,-21533.33333333333,125.57077625570771,-2.153333333333333,2020,09:15:00,11450,5.75,4.15,-1.5999999999999996,-1461.1872146118717,-0.14611872146118718,-2.29945205479452
2020-09-25,10800,2020-10-01,6,PE,95.65,124.345,38.0,2020-09-25 15:30:00,104.8,34.85,57.650000000000006,696.9855375500956,40181.216239763016,1.3365,39249.695068827314,94.09304756926292,3.9249695068827313,2020,09:15:00,0,,,,,0.0,3.9249695068827313
2020-09-28,11250,2020-10-01,3,CE,33.15,43.095,43.095,2020-09-28 09:37:00,71.9,32.05,-9.945,1777.7777777777778,-17680.0,0.7624500000000001,-19035.466666666667,250.0,-1.9035466666666667,2020,09:15:00,11500,4.15,6.3,2.1499999999999995,3822.2222222222213,0.38222222222222213,-1.5213244444444447
2020-09-28,11050,2020-10-01,3,PE,73.6,95.68,23.0,2020-09-28 15:29:00,74.8,23.0,50.6,905.7971014492756,45833.333333333336,0.966,44958.333333333336,125.11322463768116,4.495833333333334,2020,09:15:00,10600,7.8,3.8,-4.0,-3623.1884057971024,-0.36231884057971026,4.133514492753624
2020-09-29,11400,2020-10-01,2,CE,19.9,25.87,7.55,2020-09-29 15:30:00,24.1,7.3,12.349999999999998,1754.3859649122808,21666.666666666664,0.2745,21185.087719298244,250.0,2.1185087719298243,2020,09:15:00,11650,2.2,1.25,-0.9500000000000002,-1666.666666666667,-0.16666666666666669,1.9518421052631576
2020-09-29,11200,2020-10-01,2,PE,45.7,59.41,59.41,2020-09-29 09:37:00,82.8,31.6,-13.71,1458.7892049598831,-20000.0,1.0511,-21533.33333333333,204.23048869438364,-2.153333333333333,2020,09:15:00,11000,11.35,19.1,7.750000000000002,11305.616338439097,1.1305616338439097,-1.0227716994894231
2020-09-30,11350,2020-10-01,1,CE,11.2,14.56,14.56,2020-09-30 10:30:00,18.4,6.0,-3.3599999999999994,1762.1145374449338,-5920.704845814977,0.2576,-6374.625550660791,250.0,-0.6374625550660792,2020,09:15:00,11600,1.2,1.6,0.40000000000000013,704.8458149779738,0.07048458149779738,-0.5669779735682818
2020-09-30,11150,2020-10-01,1,PE,39.45,51.285,19.0,2020-09-30 15:30:00,45.0,13.2,20.450000000000003,1689.9028305872412,34558.51288550909,0.5845,33570.76468103084,235.5302070130968,3.3570764681030845,2020,09:15:00,10950,9.15,3.5,-5.65,-9547.950992817914,-0.9547950992817914,2.402281368821293
2020-10-01,11500,2020-10-01,0,CE,0.95,1.235,1.235,2020-10-01 10:08:00,2.75,0.05,-0.2849999999999999,1739.1304347826087,-495.6521739130433,0.0218499999999999,-533.6521739130433,250.0,-0.0533652173913043,2020,09:15:00,11750,0.2,0.1,-0.1,-173.91304347826087,-0.017391304347826087,-0.07075652173913038
2020-10-01,11250,2020-10-01,0,PE,3.3,4.29,0.05,2020-10-01 15:29:00,3.4,0.05,3.25,1777.7777777777778,5777.777777777778,0.0334999999999999,5718.222222222223,250.0,0.5718222222222222,2020,09:15:00,11000,0.55,0.05,-0.5,-888.8888888888889,-0.08888888888888889,0.4829333333333333
2020-10-05,11600,2020-10-08,3,CE,44.65,58.045,58.045,2020-10-05 09:44:00,69.1,29.95,-13.395000000000003,1493.0944382232174,-20000.0,1.02695,-21533.33333333333,216.4986935423665,-2.153333333333333,2020,09:15:00,11850,3.95,5.1,1.1499999999999995,1717.0586039566992,0.17170586039566993,-1.9816274729376628
2020-10-05,11350,2020-10-08,3,PE,45.25,58.825,31.1,2020-10-05 15:29:00,51.2,28.3,14.15,1473.29650092081,20847.145488029462,0.7635,19722.28360957642,209.02394106813992,1.972228360957642,2020,09:15:00,11100,8.6,7.35,-1.25,-1841.6206261510126,-0.18416206261510126,1.7880662983425408
2020-10-06,11700,2020-10-08,2,CE,26.3,34.190000000000005,34.190000000000005,2020-10-06 14:34:00,47.8,15.85,-7.890000000000004,1709.4017094017092,-13487.179487179494,0.6049000000000001,-14521.196581196587,249.99999999999997,-1.4521196581196587,2020,09:15:00,11950,2.35,1.5,-0.8500000000000001,-1452.9914529914531,-0.1452991452991453,-1.597418803418804
2020-10-06,11500,2020-10-08,2,PE,39.55,51.415,18.0,2020-10-06 15:30:00,48.5,17.7,21.55,1685.6300042140747,36325.3265908133,0.5755,35355.2465233881,242.30931310577324,3.53552465233881,2020,09:15:00,11250,8.6,4.6,-4.0,-6742.520016856299,-0.6742520016856298,2.8612726506531803
2020-10-07,11800,2020-10-08,1,CE,8.0,10.4,10.4,2020-10-07 09:38:00,31.95,7.6,-2.4000000000000004,1694.915254237288,-4067.796610169492,0.184,-4379.661016949153,250.0,-0.4379661016949153,2020,09:15:00,12050,0.75,0.9,0.15000000000000002,254.23728813559325,0.025423728813559327,-0.412542372881356
2020-10-07,11550,2020-10-08,1,PE,31.35,40.755,7.05,2020-10-07 15:30:00,30.3,6.65,24.3,1731.6017316017317,42077.92207792208,0.384,41412.98701298702,250.0,4.141298701298702,2020,09:15:00,11300,5.6,2.55,-3.05,-5281.385281385281,-0.5281385281385281,3.6131601731601735
2020-10-08,11950,2020-10-08,0,CE,2.35,3.055,3.055,2020-10-08 09:16:00,3.35,0.05,-0.7050000000000001,1673.6401673640169,-1179.916317991632,0.05405,-1270.3765690376572,250.0,-0.1270376569037657,2020,09:15:00,12200,0.2,0.2,0.0,0.0,0.0,-0.1270376569037657
2020-10-08,11700,2020-10-08,0,PE,2.75,3.575,0.05,2020-10-08 15:30:00,2.65,0.05,2.7,1709.4017094017092,4615.384615384615,0.0279999999999999,4567.521367521367,249.99999999999997,0.4567521367521368,2020,09:15:00,11450,0.5,0.05,-0.45,-769.2307692307692,-0.07692307692307693,0.37982905982905985
2020-10-09,11950,2020-10-15,6,CE,81.65,106.145,106.145,2020-10-09 15:29:00,107.0,65.3,-24.495000000000005,816.4931618697692,-20000.0,1.87795,-21533.33333333333,121.96366605429678,-2.153333333333333,2020,09:15:00,12450,3.2,3.6,0.3999999999999999,326.5972647479076,0.03265972647479076,-2.120673606858542
2020-10-09,11750,2020-10-15,6,PE,78.2,101.66,47.0,2020-10-09 15:30:00,93.4,46.0,31.200000000000003,852.5149190110824,26598.46547314577,1.252,25531.116794543897,125.21312872975273,2.55311167945439,2020,09:15:00,11300,11.15,7.25,-3.9000000000000004,-3324.8081841432218,-0.33248081841432214,2.220630861040068
2020-10-12,12100,2020-10-15,3,CE,58.2,75.66000000000001,40.0,2020-10-12 15:29:00,61.05,30.2,18.200000000000003,1145.4753722794956,20847.651775486825,0.982,19722.79495990836,173.2531500572737,1.972279495990836,2020,09:15:00,12450,5.25,3.05,-2.2,-2520.0458190148906,-0.25200458190148906,1.720274914089347
2020-10-12,11850,2020-10-15,3,PE,54.0,70.2,70.2,2020-10-12 11:07:00,100.85,51.4,-16.200000000000003,1234.5679012345677,-20000.0,1.242,-21533.33333333333,182.87037037037032,-2.153333333333333,2020,09:15:00,11500,9.5,14.85,5.35,6604.938271604937,0.6604938271604937,-1.4928395061728392
2020-10-13,12050,2020-10-15,2,CE,38.9,50.57,50.57,2020-10-13 09:35:00,59.65,31.5,-11.670000000000002,1659.7510373443984,-19369.294605809133,0.8947,-20854.27385892117,250.0,-2.0854273858921166,2020,09:15:00,12300,5.55,7.05,1.5,2489.6265560165975,0.24896265560165975,-1.8364647302904569
2020-10-13,11800,2020-10-15,2,PE,59.75,77.675,32.6,2020-10-13 15:30:00,58.2,26.65,27.15,1115.7601115760112,30292.887029288704,0.9235,29262.482566248254,164.57461645746164,2.9262482566248256,2020,09:15:00,11450,8.05,3.5,-4.550000000000001,-5076.708507670852,-0.5076708507670852,2.4185774058577403
2020-10-14,12050,2020-10-15,1,CE,21.3,27.69,27.69,2020-10-14 15:17:00,35.4,5.5,-6.390000000000001,1659.7510373443984,-10605.809128630706,0.4899,-11418.921161825729,250.0,-1.1418921161825728,2020,09:15:00,12300,1.95,1.55,-0.3999999999999999,-663.9004149377593,-0.06639004149377592,-1.2082821576763487
2020-10-14,11800,2020-10-15,1,PE,35.0,45.5,45.5,2020-10-14 09:43:00,51.95,7.95,-10.5,1694.915254237288,-17796.610169491523,0.805,-19161.01694915254,250.0,-1.916101694915254,2020,09:15:00,11550,5.1,5.4,0.3000000000000007,508.47457627118763,0.05084745762711876,-1.8652542372881353
2020-10-15,12150,2020-10-15,0,CE,1.25,1.625,0.05,2020-10-15 15:29:00,1.35,0.05,1.2,1646.090534979424,1975.3086419753083,0.013,1953.909465020576,250.0,0.1953909465020576,2020,09:15:00,12400,0.3,0.05,-0.25,-411.522633744856,-0.0411522633744856,0.154238683127572
2020-10-15,11900,2020-10-15,0,PE,15.5,20.15,20.15,2020-10-15 09:27:00,227.75,10.6,-4.650000000000002,1680.672268907563,-7815.126050420171,0.3565,-8414.28571428572,250.0,-0.841428571428572,2020,09:15:00,11650,0.6,0.55,-0.04999999999999993,-84.03361344537804,-0.008403361344537803,-0.8498319327731098
2020-10-16,11850,2020-10-22,6,CE,74.6,96.98,66.6,2020-10-16 15:29:00,89.6,57.1,8.0,893.6550491510279,7149.240393208223,1.412,5887.399463806972,132.372654155496,0.5887399463806972,2020,09:15:00,12300,5.2,3.35,-1.85,-1653.2618409294018,-0.16532618409294017,0.42341376228775696
2020-10-16,11600,2020-10-22,6,PE,70.2,91.26,91.26,2020-10-16 09:53:00,97.15,45.55,-21.06,949.6676163342828,-20000.0,1.6146,-21533.33333333333,137.70180436847104,-2.153333333333333,2020,09:15:00,11150,11.95,17.25,5.300000000000001,5033.2383665717,0.50332383665717,-1.650009496676163
2020-10-19,12000,2020-10-22,3,CE,34.85,45.30500000000001,45.30500000000001,2020-10-19 10:39:00,49.3,27.8,-10.455000000000004,1666.6666666666663,-17425.000000000007,0.80155,-18760.916666666675,250.0,-1.8760916666666676,2020,09:15:00,12250,4.8,4.85,0.04999999999999982,83.33333333333302,0.008333333333333302,-1.8677583333333343
2020-10-19,11750,2020-10-22,3,PE,57.15,74.295,33.5,2020-10-19 15:30:00,62.4,33.4,23.65,1166.5208515602214,27588.21813939924,0.9065,26530.76698745989,171.33275007290752,2.653076698745989,2020,09:15:00,11400,9.65,5.05,-4.6000000000000005,-5365.99591717702,-0.536599591717702,2.1164771070282873
2020-10-20,12000,2020-10-22,2,CE,21.9,28.47,28.47,2020-10-20 09:19:00,48.8,21.0,-6.57,1666.6666666666663,-10950.0,0.5037,-11789.5,250.0,-1.17895,2020,09:15:00,12250,2.05,2.45,0.40000000000000036,666.6666666666671,0.06666666666666672,-1.1122833333333333
2020-10-20,11750,2020-10-22,2,PE,47.35,61.55500000000001,30.25,2020-10-20 15:30:00,48.7,23.5,17.1,1407.9549454417454,24076.029567053847,0.7759999999999999,22983.456529391053,206.7933826117564,2.2983456529391053,2020,09:15:00,11500,10.9,7.55,-3.3500000000000005,-4716.649067229848,-0.4716649067229848,1.8266807462161205
2020-10-21,12100,2020-10-22,1,CE,19.45,25.285,6.8,2020-10-21 15:30:00,23.05,3.25,12.65,1652.8925619834713,20909.090909090908,0.2625,20475.20661157025,250.00000000000009,2.047520661157025,2020,09:15:00,12350,2.0,1.1,-0.8999999999999999,-1487.6033057851241,-0.14876033057851243,1.8987603305785128
2020-10-21,11850,2020-10-22,1,PE,21.9,28.47,28.47,2020-10-21 13:23:00,105.0,13.75,-6.57,1687.7637130801688,-11088.60759493671,0.5037,-11938.73417721519,250.0,-1.1938734177215191,2020,09:15:00,11600,5.15,6.35,1.1999999999999993,2025.3164556962015,0.20253164556962017,-0.9913417721518989
2020-10-22,12000,2020-10-22,0,CE,7.15,9.295,9.295,2020-10-22 09:16:00,18.5,0.05,-2.145,1666.6666666666663,-3574.999999999999,0.16445,-3849.083333333332,250.0,-0.3849083333333332,2020,09:15:00,12250,0.35,0.3,-0.04999999999999999,-83.3333333333333,-0.00833333333333333,-0.3932416666666665
2020-10-22,11750,2020-10-22,0,PE,11.4,14.82,14.82,2020-10-22 09:31:00,18.35,0.05,-3.42,1702.127659574468,-5821.27659574468,0.2622,-6267.574468085106,250.0,-0.6267574468085105,2020,09:15:00,11500,0.8,2.5,1.7,2893.6170212765956,0.2893617021276596,-0.33739574468085093
2020-10-23,12100,2020-10-29,6,CE,47.0,61.1,34.6,2020-10-23 15:30:00,53.0,33.9,12.4,1418.4397163120566,17588.6524822695,0.816,16431.20567375886,214.53900709219852,1.643120567375886,2020,09:15:00,12350,7.45,4.7,-2.75,-3900.709219858156,-0.39007092198581556,1.2530496453900704
2020-10-23,11850,2020-10-29,6,PE,75.75,98.475,65.0,2020-10-23 15:30:00,78.75,57.2,10.75,880.0880088008797,9460.946094609457,1.4075,8222.222222222219,130.3630363036303,0.8222222222222219,2020,09:15:00,11400,11.35,8.25,-3.0999999999999996,-2728.2728272827267,-0.27282728272827267,0.5493949394939492
2020-10-26,12050,2020-10-29,3,CE,42.7,55.510000000000005,15.75,2020-10-26 15:29:00,39.65,15.0,26.950000000000003,1561.2802498048395,42076.50273224044,0.5845,41163.93442622951,235.167837626854,4.116393442622951,2020,09:15:00,12300,5.5,3.8,-1.7000000000000002,-2654.1764246682274,-0.26541764246682276,3.8509758001561285
2020-10-26,11800,2020-10-29,3,PE,55.65,72.345,72.345,2020-10-26 11:18:00,154.8,55.05,-16.695,1197.9634621144055,-20000.0,1.27995,-21533.33333333333,176.6996106618748,-2.153333333333333,2020,09:15:00,11450,8.75,10.9,2.1500000000000004,2575.6214435459724,0.25756214435459723,-1.8957711889787356
2020-10-27,11950,2020-10-29,2,CE,26.4,34.32,34.32,2020-10-27 11:45:00,48.2,20.4,-7.920000000000002,1673.6401673640169,-13255.230125523016,0.6072,-14271.464435146449,250.0,-1.4271464435146448,2020,09:15:00,12200,3.95,3.7,-0.25,-418.4100418410042,-0.041841004184100423,-1.4689874476987452
2020-10-27,11700,2020-10-29,2,PE,67.65,87.94500000000001,24.1,2020-10-27 15:30:00,83.7,21.5,43.55,985.4644000985464,42916.974624291695,0.9175,42012.81103720128,144.12416851441242,4.201281103720128,2020,09:15:00,11250,5.9,3.25,-2.6500000000000004,-2611.4806602611484,-0.26114806602611484,3.9401330376940136
2020-10-28,12050,2020-10-29,1,CE,13.05,16.965,16.965,2020-10-28 09:26:00,19.5,2.35,-3.914999999999999,1659.7510373443984,-6497.925311203318,0.30015,-6996.09958506224,250.0,-0.699609958506224,2020,09:15:00,12300,1.3,1.8,0.5,829.8755186721992,0.08298755186721991,-0.616622406639004
2020-10-28,11800,2020-10-29,1,PE,50.55,65.715,65.715,2020-10-28 12:27:00,146.35,34.9,-15.165000000000006,1318.8262446422675,-20000.0,1.16265,-21533.33333333333,194.5268710847345,-2.153333333333333,2020,09:15:00,11450,5.9,4.9,-1.0,-1318.8262446422675,-0.13188262446422674,-2.2852159577975595
2020-10-29,11750,2020-10-29,0,CE,10.3,13.39,13.39,2020-10-29 09:39:00,25.85,0.05,-3.09,1702.127659574468,-5259.574468085106,0.2369,-5662.808510638297,250.0,-0.5662808510638297,2020,09:15:00,12000,0.7,0.65,-0.04999999999999993,-85.10638297872329,-0.008510638297872328,-0.5747914893617021
2020-10-29,11500,2020-10-29,0,PE,12.8,16.64,16.64,2020-10-29 09:17:00,21.5,0.05,-3.84,1739.1304347826087,-6678.260869565217,0.2944,-7190.260869565216,250.0,-0.7190260869565216,2020,09:15:00,11250,0.5,0.7,0.19999999999999996,347.8260869565217,0.03478260869565217,-0.6842434782608694
2020-10-30,11800,2020-11-05,6,CE,105.95,137.735,73.0,2020-10-30 15:30:00,122.1,71.8,32.95,629.2276230926535,20733.050180902934,1.7895,19607.04734937863,92.8110744061664,1.960704734937863,2020,09:15:00,0,,,,,0.0,1.960704734937863
2020-10-30,11550,2020-11-05,6,PE,131.75,171.275,171.275,2020-10-30 11:40:00,199.0,90.85,-39.525000000000006,506.0088551549652,-20000.0,3.03025,-21533.333333333336,73.0550284629981,-2.1533333333333333,2020,09:15:00,0,,,,,0.0,-2.1533333333333333
2020-11-02,11800,2020-11-05,3,CE,84.75,110.175,76.0,2020-11-02 15:30:00,98.9,53.45,8.75,786.6273352999018,6882.9891838741405,1.6075,5618.485742379548,116.02753195673552,0.5618485742379548,2020,09:15:00,12250,6.45,5.6,-0.8500000000000005,-668.633235004917,-0.06686332350049169,0.4949852507374631
2020-11-02,11600,2020-11-05,3,PE,120.05,156.065,156.065,2020-11-02 09:26:00,170.85,90.3,-36.015,555.3241704845203,-20000.0,2.76115,-21533.33333333333,80.52200472025545,-2.153333333333333,2020,09:15:00,0,,,,,0.0,-2.153333333333333
2020-11-03,11850,2020-11-05,2,CE,83.1,108.03,108.03,2020-11-03 12:54:00,116.0,78.9,-24.930000000000007,802.2462896109104,-20000.0,1.9113,-21533.333333333336,118.83273164861608,-2.1533333333333333,2020,09:15:00,12300,6.0,4.85,-1.1500000000000004,-922.5832330525473,-0.09225832330525473,-2.245591656638588
2020-11-03,11600,2020-11-05,2,PE,70.6,91.78,59.4,2020-11-03 15:29:00,79.85,49.9,11.199999999999996,944.287063267233,10576.015108593005,1.3,9348.441926345602,136.92162417374877,0.9348441926345602,2020,09:15:00,11150,11.25,12.8,1.5500000000000007,1463.6449480642118,0.1463644948064212,1.0812086874409814
2020-11-04,11900,2020-11-05,1,CE,93.8,121.94,72.0,2020-11-04 15:29:00,111.35,36.65,21.8,710.7320540156361,15493.958777540864,1.658,14315.56503198294,105.72139303482588,1.431556503198294,2020,09:15:00,12400,3.15,1.15,-2.0,-1421.4641080312722,-0.14214641080312723,1.2894100923951668
2020-11-04,11650,2020-11-05,1,PE,56.85,73.905,17.0,2020-11-04 15:29:00,63.45,13.1,39.85,1172.6766344180592,46731.16388155966,0.7384999999999999,45865.14218704192,170.77103488712987,4.586514218704192,2020,09:15:00,11300,13.25,3.0,-10.25,-12019.935502785107,-1.2019935502785106,3.3845206684256812
2020-11-05,12200,2020-11-05,0,CE,7.1,9.23,0.05,2020-11-05 15:29:00,6.3,0.05,7.05,1639.344262295082,11557.377049180328,0.0715,11440.16393442623,250.0,1.1440163934426228,2020,09:15:00,12450,0.3,0.05,-0.25,-409.8360655737705,-0.040983606557377046,1.1030327868852459
2020-11-05,11950,2020-11-05,0,PE,13.05,16.965,16.965,2020-11-05 09:16:00,20.0,0.05,-3.914999999999999,1673.6401673640169,-6552.301255230124,0.30015,-7054.644351464435,250.0,-0.7054644351464435,2020,09:15:00,11700,2.4,2.65,0.25,418.4100418410042,0.041841004184100423,-0.6636234309623431
2020-11-06,12300,2020-11-12,6,CE,49.0,63.7,63.7,2020-11-06 12:40:00,96.0,44.2,-14.700000000000005,1360.5442176870745,-20000.0,1.127,-21533.33333333333,209.1836734693877,-2.153333333333333,2020,09:15:00,12550,7.45,8.2,0.7499999999999991,1020.4081632653047,0.10204081632653046,-2.0512925170068024
2020-11-06,12050,2020-11-12,6,PE,94.0,122.2,51.4,2020-11-06 15:29:00,88.9,49.45,42.6,709.2198581560283,30212.765957446805,1.4540000000000002,29181.56028368794,106.82624113475174,2.9181560283687937,2020,09:15:00,11550,14.5,9.5,-5.0,-3546.0992907801415,-0.35460992907801414,2.5635460992907797
2020-11-09,12500,2020-11-12,3,CE,54.5,70.85000000000001,70.85000000000001,2020-11-09 15:25:00,78.4,43.95,-16.35000000000001,1223.2415902140667,-20000.0,1.2535,-21533.33333333333,191.13149847094792,-2.153333333333333,2020,09:15:00,12900,2.2,3.35,1.15,1406.7278287461766,0.14067278287461768,-2.0126605504587154
2020-11-09,12300,2020-11-12,3,PE,61.8,80.34,32.2,2020-11-09 15:30:00,68.55,32.15,29.599999999999994,1078.7486515641851,31930.960086299878,0.94,30916.93635382954,165.85760517799346,3.091693635382954,2020,09:15:00,11950,12.55,7.85,-4.700000000000001,-5070.118662351671,-0.5070118662351671,2.584681769147787
2020-11-10,12700,2020-11-12,2,CE,29.8,38.74,38.74,2020-11-10 10:51:00,65.9,22.4,-8.940000000000001,1574.8031496062993,-14078.740157480315,0.6854000000000001,-15158.110236220477,250.0,-1.5158110236220474,2020,09:15:00,12950,5.25,5.85,0.5999999999999996,944.881889763779,0.09448818897637791,-1.4213228346456694
2020-11-10,12450,2020-11-12,2,PE,63.55,82.615,23.0,2020-11-10 15:29:00,80.9,22.35,40.55,1049.0427484920012,42538.68345135065,0.8654999999999999,41630.73695253082,163.25727773406769,4.1630736952530825,2020,09:15:00,12100,8.85,5.3,-3.55,-3724.101757146604,-0.37241017571466045,3.790663519538422
2020-11-11,12800,2020-11-12,1,CE,30.4,39.52,39.52,2020-11-11 09:26:00,50.8,9.9,-9.119999999999996,1562.5,-14249.999999999996,0.6991999999999999,-15342.499999999996,250.0,-1.5342499999999994,2020,09:15:00,13050,4.9,5.4,0.5,781.25,0.078125,-1.4561249999999994
2020-11-11,12550,2020-11-12,1,PE,32.7,42.510000000000005,42.510000000000005,2020-11-11 11:18:00,56.3,7.95,-9.810000000000002,1593.6254980079682,-15633.466135458171,0.7521000000000001,-16832.031872509964,250.0,-1.6832031872509965,2020,09:15:00,12300,7.35,12.05,4.700000000000001,7490.0398406374525,0.7490039840637452,-0.9341992031872512
2020-11-12,12850,2020-11-12,0,CE,6.3,8.19,8.19,2020-11-12 09:17:00,9.4,0.05,-1.89,1556.420233463035,-2941.6342412451354,0.1449,-3167.159533073929,250.0,-0.3167159533073929,2020,09:15:00,13100,0.35,0.35,0.0,0.0,0.0,-0.3167159533073929
2020-11-12,12600,2020-11-12,0,PE,14.35,18.655,0.05,2020-11-12 15:29:00,17.95,0.05,14.3,1587.3015873015877,22698.4126984127,0.144,22469.84126984127,250.00000000000009,2.246984126984127,2020,09:15:00,12350,0.9,0.05,-0.85,-1349.2063492063494,-0.13492063492063494,2.112063492063492
2020-11-13,12800,2020-11-19,6,CE,50.9,66.17,66.17,2020-11-13 10:24:00,84.3,41.9,-15.270000000000003,1309.7576948264568,-20000.0,1.1707,-21533.33333333333,209.5612311722331,-2.153333333333333,2020,09:15:00,13050,11.4,18.15,6.749999999999998,8840.864440078582,0.8840864440078582,-1.2692468893254747
2020-11-13,12550,2020-11-19,6,PE,87.25,113.425,37.85,2020-11-13 15:29:00,86.5,33.75,49.4,764.0878701050622,37745.94078319007,1.251,36790.06685768864,119.8662846227316,3.679006685768864,2020,09:15:00,12050,9.25,4.15,-5.1,-3896.848137535817,-0.3896848137535817,3.2893218720152824
2020-11-14,12950,2020-11-19,5,CE,,,,,,,,,,,,,,2020,09:15:00,0,,,,,0.0,
2020-11-14,12700,2020-11-19,5,PE,,,,,,,,,,,,,,2020,09:15:00,0,,,,,0.0,
2020-11-17,13050,2020-11-19,2,CE,16.0,20.8,11.35,2020-11-17 15:30:00,19.35,8.25,4.65,1532.5670498084291,7126.436781609196,0.2735,6707.27969348659,250.0,0.6707279693486591,2020,09:15:00,13300,2.3,1.35,-0.9499999999999997,-1455.9386973180074,-0.14559386973180075,0.5251340996168583
2020-11-17,12800,2020-11-19,2,PE,61.6,80.08,29.75,2020-11-17 15:30:00,79.2,29.75,31.85,1082.2510822510824,34469.696969696975,0.9135,33481.060606060615,173.16017316017317,3.348106060606061,2020,09:15:00,12400,5.25,3.6,-1.65,-1785.7142857142858,-0.17857142857142858,3.1695346320346327
