Day,Strike,Expiry,DTE,Option Type,Entry Price,Initial SL,Exit Price,Exit Time,Max Price After Entry,Min Price After Entry,Points,Qty,Pnl,Slippage,Final PnL,Margin,ROI%,Trade Year,Entry Time,Hedge Strike,Hedge Entry Price,Hedge Exit Price,Hedge Points,Hedge PnL,Hedge ROI%,Total ROI%
2019-02-15,10650,2019-02-21,6,PE,45.65,59.345,59.345,2019-02-15 09:57:00,100.1,41.9,-13.695,1460.387002555677,-20000.0,1.0499500000000002,-21533.333333333336,194.41401971522453,-2.1533333333333333,2019,09:15:00,10350,7.0,7.7,0.7000000000000002,1022.2709017889742,0.10222709017889743,-2.051106243154436
2019-02-18,10850,2019-02-21,3,CE,28.0,36.4,8.0,2019-02-18 15:30:00,26.55,8.0,20.0,1843.3179723502303,36866.35944700461,0.36,36202.764976958526,250.0,3.6202764976958526,2019,09:15:00,11050,3.65,1.25,-2.4,-4423.963133640553,-0.44239631336405527,3.1778801843317974
2019-02-18,10650,2019-02-21,3,PE,43.0,55.9,55.9,2019-02-18 09:24:00,76.5,43.35,-12.9,1550.387596899225,-20000.0,0.989,-21533.333333333336,206.39534883720933,-2.1533333333333333,2019,09:15:00,10450,14.9,18.45,3.549999999999999,5503.875968992247,0.5503875968992247,-1.6029457364341086
2019-02-19,10750,2019-02-21,2,CE,31.35,40.755,40.755,2019-02-19 12:45:00,47.6,6.1,-9.405,1860.4651162790697,-17497.674418604653,0.7210500000000001,-18839.16279069768,250.0,-1.883916279069768,2019,09:15:00,10950,2.15,2.5,0.3500000000000001,651.1627906976745,0.06511627906976745,-1.8188000000000006
2019-02-19,10550,2019-02-21,2,PE,31.0,40.3,33.75,2019-02-19 15:29:00,37.75,8.85,-2.75,1895.7345971563984,-5213.270142180095,0.6475,-6440.758293838863,250.0,-0.6440758293838863,2019,09:15:00,10350,8.2,5.9,-2.299999999999999,-4360.189573459715,-0.4360189573459715,-1.0800947867298578
2019-02-20,10750,2019-02-21,1,CE,11.35,14.755,14.755,2019-02-20 09:21:00,31.0,7.45,-3.405000000000001,1860.4651162790697,-6334.883720930235,0.26105,-6820.558139534885,250.0,-0.6820558139534886,2019,09:15:00,10950,0.9,0.8,-0.09999999999999998,-186.04651162790694,-0.018604651162790694,-0.7006604651162792
2019-02-20,10550,2019-02-21,1,PE,14.1,18.33,3.7,2019-02-20 15:29:00,11.9,3.2,10.4,1895.7345971563984,19715.63981042654,0.178,19378.1990521327,250.0,1.9378199052132696,2019,09:15:00,10350,5.0,2.05,-2.95,-5592.417061611376,-0.5592417061611376,1.3785781990521322
2019-02-21,10850,2019-02-21,0,CE,0.9,1.1700000000000002,1.1700000000000002,2019-02-21 11:38:00,2.0,0.05,-0.2700000000000001,1843.3179723502303,-497.6958525345625,0.0207,-535.8525345622122,250.0,-0.0535852534562212,2019,09:15:00,11050,0.05,0.05,0.0,0.0,0.0,-0.0535852534562212
2019-02-21,10650,2019-02-21,0,PE,3.9,5.07,0.05,2019-02-21 15:29:00,4.2,0.05,3.85,1877.9342723004693,7230.046948356808,0.0395,7155.86854460094,250.0,0.7155868544600938,2019,09:15:00,10450,0.3,0.05,-0.25,-469.4835680751173,-0.04694835680751173,0.6686384976525821
2019-02-22,10900,2019-02-28,6,CE,28.85,37.505,28.7,2019-02-22 15:30:00,33.05,25.35,0.1500000000000021,1834.8623853211009,275.229357798169,0.5755,-780.7339449541246,250.0,-0.0780733944954124,2019,09:15:00,11100,3.3,3.3,0.0,0.0,0.0,-0.0780733944954124
2019-02-22,10650,2019-02-28,6,PE,33.45,43.48500000000001,22.0,2019-02-22 15:30:00,34.0,21.6,11.450000000000005,1877.9342723004693,21502.34741784038,0.5545,20461.03286384977,250.0,2.046103286384977,2019,09:15:00,10450,10.9,7.9,-3.0,-5633.802816901408,-0.5633802816901409,1.482723004694836
2019-02-25,10900,2019-02-28,3,CE,33.25,43.225,43.225,2019-02-25 15:06:00,48.2,22.95,-9.975,1834.8623853211009,-18302.752293577985,0.7647499999999999,-19705.96330275229,250.0,-1.9705963302752292,2019,09:15:00,11100,3.3,2.4,-0.8999999999999999,-1651.3761467889906,-0.16513761467889906,-2.1357339449541284
2019-02-25,10700,2019-02-28,3,PE,22.1,28.730000000000004,10.55,2019-02-25 15:29:00,26.95,10.55,11.55,1869.1588785046729,21588.78504672897,0.3265,20978.5046728972,250.0,2.09785046728972,2019,09:15:00,10500,5.95,4.0,-1.9500000000000002,-3644.8598130841124,-0.3644859813084112,1.7333644859813089
2019-02-26,10900,2019-02-28,2,CE,23.75,30.875,30.875,2019-02-26 09:16:00,48.9,14.55,-7.125,1834.8623853211009,-13073.394495412844,0.54625,-14075.688073394494,250.0,-1.4075688073394494,2019,09:15:00,11100,1.2,1.5,0.30000000000000004,550.4587155963303,0.05504587155963303,-1.3525229357798163
