Day,Strike,Expiry,DTE,Option Type,Entry Price,Initial SL,Exit Price,Exit Time,Max Price After Entry,Min Price After Entry,Points,Qty,Pnl,Slippage,Final PnL,Margin,ROI%,Trade Year,Entry Time,Hedge Strike,Hedge Entry Price,Hedge Exit Price,Hedge Points,Hedge PnL,Hedge ROI%,Total ROI%,Cumulative ROI%,Max Cumulative ROI%,DD
2017-01-02,8300,2017-01-05,3,CE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-01-02,8150,2017-01-05,3,PE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-01-03,8300,2017-01-05,2,CE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-01-03,8100,2017-01-05,2,PE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-01-04,8300,2017-01-05,1,CE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-01-04,8100,2017-01-05,1,PE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-01-05,8300,2017-01-05,0,CE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-01-05,8150,2017-01-05,0,PE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-01-06,8350,2017-01-12,6,CE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-01-06,8200,2017-01-12,6,PE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-01-09,8350,2017-01-12,3,CE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-01-09,8200,2017-01-12,3,PE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-01-10,8350,2017-01-12,2,CE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-01-10,8200,2017-01-12,2,PE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-01-11,8400,2017-01-12,1,CE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-01-11,8250,2017-01-12,1,PE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-01-12,8450,2017-01-12,0,CE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-01-12,8300,2017-01-12,0,PE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-01-13,8550,2017-01-19,6,CE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-01-13,8350,2017-01-19,6,PE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-01-16,8450,2017-01-19,3,CE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-01-16,8300,2017-01-19,3,PE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-01-17,8500,2017-01-19,2,CE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-01-17,8350,2017-01-19,2,PE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-01-18,8500,2017-01-19,1,CE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-01-18,8300,2017-01-19,1,PE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-01-19,8500,2017-01-19,0,CE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-01-19,8350,2017-01-19,0,PE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-01-20,8500,2017-01-25,5,CE,13.65,17.0625,17.0625,2017-01-20 09:20:00,18.05,5.75,-3.4125,2352.9411764705883,-8029.411764705882,0.307125,-8752.05882352941,250.0,-0.8752058823529411,2017,09:15:00,8650,1.25,1.35,0.10000000000000009,235.29411764705904,0.023529411764705903,-0.8516764705882351,-0.8516764705882351,-0.8516764705882351,0.0
2017-01-20,8300,2017-01-25,5,PE,14.9,18.625,18.625,2017-01-20 13:00:00,29.45,10.45,-3.725,2409.638554216868,-8975.903614457831,0.33525,-9783.734939759035,250.00000000000009,-0.9783734939759036,2017,09:15:00,8150,3.65,4.6,0.9499999999999997,2289.156626506024,0.2289156626506024,-0.7494578313253012,-1.6011343019135365,-0.8516764705882351,-0.7494578313253013
2017-01-23,8400,2017-01-25,2,CE,20.6,25.75,25.75,2017-01-23 09:34:00,42.75,16.65,-5.149999999999999,2380.952380952381,-12261.90476190476,0.4635,-13365.476190476187,250.00000000000009,-1.3365476190476189,2017,09:15:00,8550,2.0,2.4,0.3999999999999999,952.3809523809523,0.09523809523809523,-1.2413095238095235,-2.84244382572306,-0.8516764705882351,-1.9907673551348248
2017-01-23,8250,2017-01-25,2,PE,13.85,17.3125,3.45,2017-01-23 15:30:00,13.1,3.3,10.4,2424.2424242424245,25212.12121212121,0.173,24792.727272727272,250.00000000000009,2.479272727272727,2017,09:15:00,8100,2.95,1.0,-1.9500000000000002,-4727.272727272728,-0.47272727272727283,2.006545454545454,-0.8358983711776058,-0.8358983711776058,0.0
2017-01-24,8500,2017-01-25,1,CE,5.75,7.1875,7.1875,2017-01-24 10:16:00,16.7,4.9,-1.4375,2352.9411764705883,-3382.3529411764707,0.129375,-3686.764705882353,250.0,-0.3686764705882353,2017,09:15:00,8650,0.4,0.4,0.0,0.0,0.0,-0.3686764705882353,-1.204574841765841,-0.8358983711776058,-0.36867647058823527
2017-01-24,8300,2017-01-25,1,PE,3.2,4.0,1.2,2017-01-24 15:30:00,3.4,1.2,2.0,2409.638554216868,4819.277108433736,0.044,4713.253012048193,250.00000000000009,0.4713253012048193,2017,09:15:00,8150,0.85,0.6,-0.25,-602.409638554217,-0.06024096385542171,0.4110843373493976,-0.7934905044164435,-0.7934905044164435,0.0
2017-01-25,8600,2017-01-25,0,CE,0.45,0.5625,0.5625,2017-01-25 09:31:00,3.1,0.05,-0.1124999999999999,2325.581395348837,-261.6279069767441,0.010125,-285.17441860465107,249.99999999999997,-0.0285174418604651,2017,09:15:00,8750,0.05,0.05,0.0,0.0,0.0,-0.0285174418604651,-0.8220079462769087,-0.7934905044164435,-0.02851744186046512
2017-01-25,8400,2017-01-25,0,PE,1.1,1.375,0.05,2017-01-25 15:28:00,1.3,0.05,1.05,2380.952380952381,2500.0000000000005,0.0115,2472.619047619048,250.00000000000009,0.2472619047619047,2017,09:15:00,8250,0.15,0.05,-0.09999999999999999,-238.0952380952381,-0.023809523809523808,0.2234523809523809,-0.5985555653245278,-0.5985555653245278,0.0
2017-01-27,8700,2017-02-02,6,CE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-01-27,8500,2017-02-02,6,PE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-01-30,8700,2017-02-02,3,CE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-01-30,8550,2017-02-02,3,PE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-01-31,8700,2017-02-02,2,CE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-01-31,8550,2017-02-02,2,PE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-02-01,8650,2017-02-02,1,CE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-02-01,8500,2017-02-02,1,PE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-02-02,8800,2017-02-02,0,CE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-02-02,8650,2017-02-02,0,PE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-02-03,8800,2017-02-09,6,CE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-02-03,8650,2017-02-09,6,PE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-02-06,8850,2017-02-09,3,CE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-02-06,8700,2017-02-09,3,PE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-02-07,8900,2017-02-09,2,CE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-02-07,8700,2017-02-09,2,PE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-02-08,8850,2017-02-09,1,CE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-02-08,8700,2017-02-09,1,PE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-02-09,8900,2017-02-09,0,CE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-02-09,8700,2017-02-09,0,PE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-02-10,8900,2017-02-16,6,CE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-02-10,8700,2017-02-16,6,PE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-02-13,8900,2017-02-16,3,CE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-02-13,8750,2017-02-16,3,PE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-02-14,8900,2017-02-16,2,CE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-02-14,8750,2017-02-16,2,PE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-02-15,8850,2017-02-16,1,CE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-02-15,8700,2017-02-16,1,PE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-02-16,8850,2017-02-16,0,CE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-02-16,8650,2017-02-16,0,PE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-02-17,8950,2017-02-23,6,CE,12.85,16.0625,16.0625,2017-02-17 12:30:00,17.05,7.95,-3.2125000000000004,2234.63687150838,-7178.770949720672,0.289125,-7824.860335195532,250.0,-0.7824860335195531,2017,09:15:00,9150,1.6,1.25,-0.3500000000000001,-782.1229050279331,-0.07821229050279331,-0.8606983240223465,-1.4592538893468743,-0.5985555653245278,-0.8606983240223465
2017-02-17,8800,2017-02-23,6,PE,34.5,43.125,43.125,2017-02-17 09:36:00,53.95,26.25,-8.625,2272.727272727273,-19602.272727272728,0.77625,-21366.477272727272,250.00000000000009,-2.136647727272727,2017,09:15:00,8600,6.45,7.85,1.3999999999999995,3181.818181818181,0.3181818181818181,-1.8184659090909088,-3.277719798437783,-0.5985555653245278,-2.679164233113255
2017-02-20,8900,2017-02-23,3,CE,14.65,18.3125,18.3125,2017-02-20 09:53:00,31.3,12.0,-3.6625,2247.191011235955,-8230.337078651684,0.329625,-8971.067415730337,250.0,-0.8971067415730336,2017,09:15:00,9100,0.9,1.1,0.20000000000000007,449.43820224719116,0.044943820224719114,-0.8521629213483145,-4.129882719786098,-0.5985555653245278,-3.53132715446157
2017-02-20,8750,2017-02-23,3,PE,23.7,29.625,9.5,2017-02-20 15:30:00,22.85,9.05,14.2,2285.714285714286,32457.14285714285,0.332,31698.28571428571,250.0,3.169828571428571,2017,09:15:00,8600,5.75,2.75,-3.0,-6857.142857142857,-0.6857142857142857,2.484114285714285,-1.6457684340718126,-0.5985555653245278,-1.0472128687472848
2017-02-21,9000,2017-02-23,2,CE,6.0,7.5,7.5,2017-02-21 09:33:00,9.9,3.55,-1.5,2222.222222222222,-3333.333333333333,0.135,-3633.3333333333335,250.0,-0.3633333333333334,2017,09:15:00,9200,0.45,0.4,-0.04999999999999999,-111.11111111111109,-0.01111111111111111,-0.3744444444444445,-2.020212878516257,-0.5985555653245278,-1.4216573131917292
2017-02-21,8800,2017-02-23,2,PE,15.95,19.9375,7.25,2017-02-21 15:30:00,17.25,6.05,8.7,2272.727272727273,19772.727272727272,0.2319999999999999,19245.454545454548,250.00000000000009,1.9245454545454548,2017,09:15:00,8600,2.3,1.45,-0.8499999999999999,-1931.8181818181818,-0.19318181818181818,1.7313636363636367,-0.2888492421526203,-0.2888492421526203,0.0
2017-02-22,9000,2017-02-23,1,CE,6.3,7.875,7.875,2017-02-22 09:21:00,14.65,4.0,-1.5750000000000002,2222.222222222222,-3500.0000000000005,0.14175,-3815.000000000001,250.0,-0.3815,2017,09:15:00,9200,0.3,0.35,0.04999999999999999,111.11111111111109,0.01111111111111111,-0.3703888888888889,-0.6592381310415092,-0.2888492421526203,-0.3703888888888889
2017-02-22,8850,2017-02-23,1,PE,12.1,15.125,6.7,2017-02-22 15:29:00,11.8,5.35,5.4,2259.8870056497176,12203.389830508471,0.188,11778.531073446327,250.0,1.1778531073446328,2017,09:15:00,8650,1.2,0.7,-0.5,-1129.9435028248588,-0.11299435028248588,1.0648587570621468,0.40562062602063764,0.40562062602063764,0.0
2017-02-23,9050,2017-02-23,0,CE,0.6,0.75,0.75,2017-02-23 09:16:00,1.65,0.05,-0.15,2209.944751381216,-331.4917127071824,0.0135,-361.3259668508288,250.0,-0.0361325966850828,2017,09:15:00,9250,0.0,0.0,0.0,0.0,0.0,-0.0361325966850828,0.36948802933555486,0.40562062602063764,-0.036132596685082785
2017-02-23,8850,2017-02-23,0,PE,2.45,3.0625,0.05,2017-02-23 15:24:00,2.95,0.05,2.4000000000000004,2259.8870056497176,5423.728813559323,0.025,5367.23163841808,250.0,0.536723163841808,2017,09:15:00,8650,0.05,0.05,0.0,0.0,0.0,0.536723163841808,0.9062111931773629,0.9062111931773629,0.0
2017-02-27,9050,2017-03-02,3,CE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-02-27,8850,2017-03-02,3,PE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-02-28,9000,2017-03-02,2,CE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-02-28,8800,2017-03-02,2,PE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-03-01,9000,2017-03-02,1,CE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-03-01,8800,2017-03-02,1,PE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-03-02,9050,2017-03-02,0,CE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-03-02,8900,2017-03-02,0,PE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-03-03,8950,2017-03-09,6,CE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-03-03,8800,2017-03-09,6,PE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-03-06,9000,2017-03-09,3,CE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-03-06,8850,2017-03-09,3,PE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-03-07,9050,2017-03-09,2,CE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-03-07,8900,2017-03-09,2,PE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-03-08,9050,2017-03-09,1,CE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-03-08,8850,2017-03-09,1,PE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-03-09,9000,2017-03-09,0,CE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-03-09,8850,2017-03-09,0,PE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-03-10,9050,2017-03-16,6,CE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-03-10,8850,2017-03-16,6,PE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-03-14,9200,2017-03-16,2,CE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-03-14,9000,2017-03-16,2,PE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-03-15,9200,2017-03-16,1,CE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-03-15,9000,2017-03-16,1,PE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-03-16,9200,2017-03-16,0,CE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-03-16,9050,2017-03-16,0,PE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-03-17,9300,2017-03-23,6,CE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-03-17,9100,2017-03-23,6,PE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-03-20,9250,2017-03-23,3,CE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-03-20,9100,2017-03-23,3,PE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-03-21,9250,2017-03-23,2,CE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-03-21,9050,2017-03-23,2,PE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-03-22,9150,2017-03-23,1,CE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-03-22,8950,2017-03-23,1,PE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-03-23,9150,2017-03-23,0,CE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-03-23,8950,2017-03-23,0,PE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-03-24,9200,2017-03-30,6,CE,16.5,20.625,20.625,2017-03-24 09:34:00,24.4,14.9,-4.125,2173.913043478261,-8967.391304347826,0.37125,-9774.45652173913,250.0,-0.977445652173913,2017,09:15:00,9400,0.9,1.2,0.29999999999999993,652.1739130434781,0.06521739130434781,-0.9122282608695652,-0.006017067692202338,0.9062111931773629,-0.9122282608695652
2017-03-24,9000,2017-03-30,6,PE,16.9,21.125,14.65,2017-03-24 15:30:00,17.65,9.65,2.2499999999999982,2222.222222222222,4999.999999999996,0.3155,4298.888888888884,250.0,0.4298888888888884,2017,09:15:00,8800,2.35,2.45,0.10000000000000009,222.22222222222243,0.022222222222222244,0.45211111111111063,0.4460940434189083,0.9062111931773629,-0.4601171497584546
2017-03-27,9200,2017-03-30,3,CE,8.6,10.75,6.25,2017-03-27 15:30:00,9.9,4.05,2.35,2173.913043478261,5108.695652173913,0.1485,4785.869565217391,250.0,0.4785869565217391,2017,09:15:00,9400,0.6,0.75,0.15000000000000002,326.0869565217392,0.03260869565217392,0.511195652173913,0.9572896955928214,0.9572896955928214,0.0
2017-03-27,9000,2017-03-30,3,PE,16.05,20.0625,20.0625,2017-03-27 09:53:00,29.3,15.1,-4.012499999999999,2222.222222222222,-8916.666666666664,0.361125,-9719.166666666666,250.0,-0.9719166666666668,2017,09:15:00,8800,2.3,3.05,0.75,1666.6666666666665,0.16666666666666666,-0.8052500000000001,0.15203969559282127,0.9572896955928214,-0.8052500000000001
2017-03-28,9150,2017-03-30,2,CE,15.85,19.8125,19.8125,2017-03-28 10:41:00,22.85,12.0,-3.9625,2185.792349726776,-8661.202185792352,0.356625,-9440.710382513664,250.0,-0.9440710382513664,2017,09:15:00,9350,0.7,0.85,0.15000000000000002,327.86885245901647,0.03278688524590165,-0.9112841530054647,-0.7592444574126435,0.9572896955928214,-1.716534153005465
2017-03-28,9000,2017-03-30,2,PE,9.75,12.1875,6.0,2017-03-28 15:30:00,9.65,5.7,3.75,2222.222222222222,8333.333333333334,0.1575,7983.333333333333,250.0,0.7983333333333332,2017,09:15:00,8800,1.25,1.05,-0.19999999999999996,-444.44444444444434,-0.04444444444444444,0.7538888888888888,-0.005355568523754628,0.9572896955928214,-0.962645264116576
2017-03-29,9200,2017-03-30,1,CE,8.4,10.5,7.4,2017-03-29 15:30:00,10.0,4.6,1.0,2173.913043478261,2173.913043478261,0.158,1830.434782608696,250.0,0.1830434782608695,2017,09:15:00,9400,0.4,0.2,-0.2,-434.78260869565224,-0.04347826086956522,0.13956521739130429,0.13420964886754966,0.9572896955928214,-0.8230800467252717
2017-03-29,9050,2017-03-30,1,PE,6.4,8.0,8.0,2017-03-29 09:24:00,9.4,3.65,-1.5999999999999996,2209.944751381216,-3535.911602209944,0.144,-3854.14364640884,250.0,-0.3854143646408839,2017,09:15:00,8850,0.85,0.8,-0.04999999999999993,-110.49723756906066,-0.011049723756906065,-0.39646408839778996,-0.2622544395302403,0.9572896955928214,-1.2195441351230616
2017-03-30,9250,2017-03-30,0,CE,0.4,0.5,0.5,2017-03-30 09:24:00,1.15,0.05,-0.0999999999999999,2162.162162162162,-216.21621621621617,0.009,-235.67567567567565,250.0,-0.0235675675675675,2017,09:15:00,9450,0.1,0.1,0.0,0.0,0.0,-0.0235675675675675,-0.2858220070978078,0.9572896955928214,-1.243111702690629
2017-03-30,9050,2017-03-30,0,PE,1.55,1.9375,0.05,2017-03-30 15:29:00,1.55,0.05,1.5,2209.944751381216,3314.9171270718234,0.016,3279.558011049724,250.0,0.3279558011049723,2017,09:15:00,8850,0.1,0.05,-0.05,-110.49723756906081,-0.011049723756906082,0.3169060773480662,0.03108407025025839,0.9572896955928214,-0.926205625342563
2017-03-31,9250,2017-04-06,6,CE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-03-31,9050,2017-04-06,6,PE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-04-03,9300,2017-04-06,3,CE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-04-03,9150,2017-04-06,3,PE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-04-05,9350,2017-04-06,1,CE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-04-05,9150,2017-04-06,1,PE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-04-06,9350,2017-04-06,0,CE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-04-06,9150,2017-04-06,0,PE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-04-07,9300,2017-04-13,6,CE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-04-07,9150,2017-04-13,6,PE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-04-10,9300,2017-04-13,3,CE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-04-10,9150,2017-04-13,3,PE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-04-11,9300,2017-04-13,2,CE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-04-11,9100,2017-04-13,2,PE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-04-12,9350,2017-04-13,1,CE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-04-12,9150,2017-04-13,1,PE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-04-13,9300,2017-04-13,0,CE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-04-13,9100,2017-04-13,0,PE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-04-17,9250,2017-04-20,3,CE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-04-17,9050,2017-04-20,3,PE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-04-18,9250,2017-04-20,2,CE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-04-18,9050,2017-04-20,2,PE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-04-19,9200,2017-04-20,1,CE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-04-19,9000,2017-04-20,1,PE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-04-20,9200,2017-04-20,0,CE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-04-20,9000,2017-04-20,0,PE,,,,,,,,,,,,,,2017,09:15:00,0,,,,,0.0,,,,
2017-04-21,9250,2017-04-27,6,CE,20.85,26.0625,9.55,2017-04-21 15:30:00,19.85,5.95,11.3,2162.162162162162,24432.432432432437,0.304,23775.135135135137,250.0,2.377513513513514,2017,09:15:00,9450,0.9,0.7,-0.20000000000000007,-432.43243243243256,-0.04324324324324325,2.3342702702702707,2.365354340520529,2.365354340520529,0.0
2017-04-21,9100,2017-04-27,6,PE,19.95,24.9375,24.9375,2017-04-21 09:23:00,54.55,20.05,-4.987500000000001,2197.802197802197,-10961.53846153846,0.448875,-11948.076923076924,249.99999999999997,-1.1948076923076925,2017,09:15:00,8900,3.1,3.65,0.5499999999999998,1208.791208791208,0.1208791208791208,-1.0739285714285716,1.2914257690919575,2.365354340520529,-1.0739285714285716
2017-04-24,9250,2017-04-27,3,CE,7.2,9.0,9.0,2017-04-24 09:22:00,26.8,6.4,-1.7999999999999998,2162.162162162162,-3891.891891891891,0.162,-4242.162162162162,250.0,-0.4242162162162161,2017,09:15:00,9450,0.05,0.45,0.4,864.8648648648649,0.08648648648648649,-0.3377297297297296,0.9536960393622279,2.365354340520529,-1.411658301158301
2017-04-24,9050,2017-04-27,3,PE,14.75,18.4375,7.65,2017-04-24 15:30:00,15.2,5.3,7.1,2209.944751381216,15690.60773480663,0.2239999999999999,15195.580110497238,250.0,1.5195580110497238,2017,09:15:00,8850,2.05,2.05,0.0,0.0,0.0,1.5195580110497238,2.473254050411952,2.473254050411952,0.0
2017-04-25,9350,2017-04-27,2,CE,5.0,6.25,6.25,2017-04-25 11:08:00,11.35,3.55,-1.25,2139.03743315508,-2673.7967914438505,0.1125,-2914.438502673797,250.0,-0.2914438502673797,2017,09:15:00,9550,0.25,0.45,0.2,427.80748663101605,0.04278074866310161,-0.24866310160427807,2.224590948807674,2.473254050411952,-0.24866310160427796
2017-04-25,9200,2017-04-27,2,PE,16.8,21.0,9.8,2017-04-25 15:30:00,17.25,8.45,7.0,2173.913043478261,15217.391304347828,0.266,14639.13043478261,250.0,1.463913043478261,2017,09:15:00,9000,2.7,2.7,0.0,0.0,0.0,1.463913043478261,3.688503992285935,3.688503992285935,0.0
2017-04-26,9450,2017-04-27,1,CE,1.4,1.75,1.75,2017-04-26 09:18:00,4.1,0.8,-0.3500000000000001,2116.4021164021165,-740.740740740741,0.0315,-807.4074074074075,250.0,-0.0807407407407407,2017,09:15:00,9650,0.0,0.0,0.0,0.0,0.0,-0.0807407407407407,3.6077632515451943,3.688503992285935,-0.08074074074074078
2017-04-26,9250,2017-04-27,1,PE,10.1,12.625,4.1,2017-04-26 15:30:00,10.65,4.1,6.0,2162.162162162162,12972.972972972972,0.142,12665.945945945943,250.0,1.2665945945945944,2017,09:15:00,9050,2.0,0.9,-1.1,-2378.3783783783783,-0.23783783783783785,1.0287567567567566,4.636520008301951,4.636520008301951,0.0
2017-04-27,9450,2017-04-27,0,CE,0.55,0.6875,0.6875,2017-04-27 09:24:00,0.7,0.05,-0.1374999999999999,2116.4021164021165,-291.0052910052909,0.012375,-317.19576719576713,250.0,-0.0317195767195767,2017,09:15:00,9650,0.0,0.0,0.0,0.0,0.0,-0.0317195767195767,4.604800431582374,4.636520008301951,-0.031719576719576814
