date,expiry,DTE,strike,type,Entry Price,Entry Time,initial sl,Exit Price,Exit date,Exit Time,Remark,Points Captured,Slippage,Qty,PnL,ROI%,Trade Year,Trade Month,Highest High,Lowest Low,Max ROI%,Margin,DATETIME,Hedge Strike,Hedge Entry Price,Hedge Exit Price,Hedge Points,Hedge PnL,Hedge ROI%,Total ROI%,Cumulative ROI%,Max Cumulative ROI%,DD
2019-03-25,2019-03-28,3,11400,C,48.25,11:05:00,81.0,81.0,2019-03-26,14:25:00,SL hit,-32.75,1.2925,916.0305343511452,-31183.969465648854,-3.1183969465648853,2019,3,82.0,33.55,1.3465648854961836,130.5343511450382,2019-03-25 11:05:00,11950,1.15,0.95,-0.19999999999999996,-183.206106870229,-0.0183206106870229,-3.136717557251908,7.798073323797992,10.9347908810499,-3.1367175572519077
2019-03-26,2019-03-28,2,11350,P,17.15,13:15:00,42.85,0.05,2019-03-28,15:25:00,EOD exit,17.099999999999998,0.172,1167.315175097276,19760.31128404669,1.9760311284046683,2019,3,20.5,0.05,1.996108949416341,165.61284046692603,2019-03-26 13:15:00,10900,1.6,0.05,-1.55,-1809.338521400778,-0.1809338521400778,1.7950972762645905,9.593170600062582,10.9347908810499,-1.3416202809873177
2019-04-01,2019-04-04,3,11650,P,54.0,09:15:00,74.85,74.85,2019-04-04,14:25:00,SL hit,-20.849999999999994,1.2885,1438.8489208633098,-31853.95683453237,-3.1853956834532378,2019,4,75.55,7.45,6.697841726618707,209.5323741007195,2019-04-01 09:15:00,11300,5.85,0.05,-5.8,-8345.323741007196,-0.8345323741007196,-4.019928057553957,5.573242542508624,10.9347908810499,-5.361548338541275
2019-04-02,2019-04-04,2,11750,C,27.45,09:15:00,39.85,39.85,2019-04-02,12:15:00,SL hit,-12.400000000000002,0.6729999999999999,1702.127659574468,-22251.914893617024,-2.2251914893617024,2019,4,41.85,25.4,0.3489361702127661,250.0,2019-04-02 09:15:00,12100,0.75,0.75,0.0,0.0,0.0,-2.2251914893617024,3.348051053146922,10.9347908810499,-7.586739827902978
2019-04-03,2019-04-04,1,11750,C,20.65,14:25:00,53.4,0.05,2019-04-04,15:25:00,EOD exit,20.6,0.207,916.0305343511452,18680.610687022898,1.8680610687022896,2019,4,23.5,0.05,1.8870229007633588,134.5419847328244,2019-04-03 14:25:00,12350,0.0,0.0,0.0,0.0,0.0,1.8680610687022896,5.2161121218492115,10.9347908810499,-5.718678759200688
2019-04-09,2019-04-11,2,11600,P,31.35,13:55:00,63.9,0.7,2019-04-11,15:25:00,EOD exit,30.65,0.3205,921.6589861751152,27953.45622119816,2.7953456221198163,2019,4,45.95,0.5,2.8433179723502304,133.64055299539172,2019-04-09 13:55:00,11000,0.95,0.05,-0.8999999999999999,-829.4930875576035,-0.08294930875576036,2.712396313364056,7.928508435213267,10.9347908810499,-3.006282445836632
2019-04-12,2019-04-18,6,11600,P,43.4,13:25:00,64.0,0.05,2019-04-18,15:25:00,EOD exit,43.35,0.4344999999999999,1456.3106796116504,62498.30097087378,6.249830097087378,2019,4,46.0,0.05,6.313106796116505,211.1650485436893,2019-04-12 13:25:00,11250,3.45,0.05,-3.4000000000000004,-4951.456310679611,-0.4951456310679611,5.754684466019417,13.683192901232683,13.683192901232683,0.0
2019-04-23,2019-04-25,2,11650,C,32.35,09:55:00,56.0,56.0,2019-04-24,14:35:00,SL hit,-23.65,0.8835,1268.4989429175475,-31120.71881606765,-3.112071881606765,2019,4,59.25,12.5,2.517970401691332,184.72515856236785,2019-04-23 09:55:00,12100,1.05,0.8,-0.25,-317.1247357293869,-0.03171247357293869,-3.143784355179704,10.539408546052979,13.683192901232683,-3.1437843551797044
2019-04-24,2019-04-25,1,11600,P,15.45,13:55:00,48.75,0.05,2019-04-25,15:25:00,EOD exit,15.4,0.155,900.900900900901,13734.234234234234,1.3734234234234235,2019,4,18.0,0.05,1.3873873873873874,130.63063063063066,2019-04-24 13:55:00,11000,0.65,0.05,-0.6,-540.5405405405405,-0.05405405405405405,1.3193693693693695,11.858777915422348,13.683192901232683,-1.8244149858103356
2019-04-30,2019-05-02,2,11750,C,17.9,09:45:00,37.75,37.75,2019-05-02,10:05:00,SL hit,-19.85,0.5565,1511.3350125944582,-30841.05793450881,-3.084105793450881,2019,5,39.5,7.6,1.556675062972292,221.97732997481108,2019-04-30 09:45:00,12100,0.45,0.05,-0.4,-604.5340050377833,-0.060453400503778336,-3.1445591939546595,8.714218721467688,13.683192901232683,-4.968974179764995
2019-04-30,2019-05-02,2,11700,P,18.25,14:55:00,65.7,0.05,2019-05-02,15:25:00,EOD exit,18.2,0.183,632.2444678609062,11391.148577449949,1.1391148577449948,2019,5,24.45,0.05,1.1506849315068493,92.46575342465754,2019-04-30 14:55:00,0,,,,,0.0,1.1391148577449948,9.853333579212682,13.683192901232683,-3.829859322020001
2019-05-06,2019-05-09,3,11650,C,42.4,14:25:00,60.4,0.05,2019-05-09,15:25:00,EOD exit,42.35,0.4245,1666.6666666666667,69875.83333333333,6.987583333333333,2019,5,58.15,0.05,7.058333333333335,242.70833333333331,2019-05-06 14:25:00,12000,1.35,0.05,-1.3,-2166.666666666667,-0.21666666666666667,6.7709166666666665,16.62425024587935,16.62425024587935,0.0
2019-05-13,2019-05-16,3,11300,C,73.1,09:15:00,90.1,0.05,2019-05-16,15:25:00,EOD exit,73.05,0.7314999999999999,1764.7058823529412,127620.88235294116,12.762088235294115,2019,5,85.8,0.05,12.891176470588231,249.26470588235296,2019-05-13 09:15:00,11650,4.15,0.05,-4.1000000000000005,-7235.29411764706,-0.723529411764706,12.03855882352941,28.66280906940876,28.66280906940876,0.0
2019-05-17,2019-05-23,6,11250,P,187.4,14:55:00,258.6,0.05,2019-05-23,15:25:00,EOD exit,187.35,1.8745000000000005,421.3483146067415,78149.78932584268,7.8149789325842685,2019,5,197.3,0.05,7.893960674157302,59.252106741573016,2019-05-17 14:55:00,0,,,,,0.0,7.8149789325842685,36.47778800199303,36.47778800199303,0.0
2019-05-23,2019-05-23,0,11950,C,90.8,09:35:00,165.0,0.05,2019-05-23,15:25:00,EOD exit,90.75,0.9085,404.31266846361183,36324.05660377358,3.632405660377358,2019,5,138.85,0.05,3.6691374663072778,60.39420485175202,2019-05-23 09:35:00,0,,,,,0.0,3.632405660377358,40.110193662370385,40.110193662370385,0.0
2019-05-27,2019-05-30,3,11850,P,49.7,11:15:00,85.8,0.05,2019-05-30,15:25:00,EOD exit,49.650000000000006,0.4975,831.0249307479226,40846.952908587264,4.084695290858726,2019,5,56.9,0.05,4.126038781163436,123.095567867036,2019-05-27 11:15:00,11250,3.05,0.1,-2.9499999999999997,-2451.5235457063714,-0.24515235457063714,3.839542936288089,43.949736598658475,43.949736598658475,0.0
2019-05-28,2019-05-30,2,12000,C,26.15,12:35:00,47.35,0.05,2019-05-30,15:25:00,EOD exit,26.1,0.262,1415.0943396226414,36563.207547169804,3.656320754716981,2019,5,43.65,0.05,3.6933962264150937,212.2641509433962,2019-05-28 12:35:00,12350,1.3,0.05,-1.25,-1768.8679245283017,-0.17688679245283018,3.479433962264151,47.42917056092263,47.42917056092263,0.0
2019-05-31,2019-06-06,6,12000,C,42.5,11:55:00,91.0,91.0,2019-06-03,14:15:00,SL hit,-48.5,1.335,618.5567010309278,-30825.77319587629,-3.082577319587629,2019,6,99.0,25.3,1.063917525773196,92.78350515463916,2019-05-31 11:55:00,0,,,,,0.0,-3.082577319587629,44.346593241335,47.42917056092263,-3.082577319587628
2019-06-04,2019-06-06,2,12050,P,35.6,12:55:00,64.9,64.9,2019-06-06,09:25:00,SL hit,-29.300000000000004,1.005,1023.890784982935,-31029.01023890785,-3.1029010238907846,2019,6,71.05,32.1,0.3583617747440272,154.2235494880546,2019-06-04 12:55:00,11550,1.1,0.1,-1.0,-1023.890784982935,-0.1023890784982935,-3.2052901023890783,41.14130313894592,47.42917056092263,-6.287867421976706
2019-06-11,2019-06-13,2,11950,P,46.35,11:35:00,80.6,80.6,2019-06-12,10:35:00,SL hit,-34.24999999999999,1.2695,875.9124087591242,-31111.970802919703,-3.1111970802919706,2019,6,83.3,25.45,1.83065693430657,130.83941605839416,2019-06-11 11:35:00,11350,0.85,0.5,-0.35,-306.56934306569343,-0.030656934306569343,-3.14185401459854,37.99944912434738,47.42917056092263,-9.42972143657525
2019-06-12,2019-06-13,1,12000,C,11.25,09:25:00,21.0,0.05,2019-06-13,15:25:00,EOD exit,11.2,0.113,1666.6666666666663,18478.33333333333,1.8478333333333328,2019,6,12.35,0.05,1.8666666666666665,250.0,2019-06-12 09:25:00,12350,0.25,0.1,-0.15,-249.99999999999994,-0.024999999999999994,1.8228333333333329,39.822282457680714,47.42917056092263,-7.606888103241914
2019-06-17,2019-06-20,3,11850,C,27.4,09:25:00,54.0,0.05,2019-06-20,15:25:00,EOD exit,27.35,0.2745,1127.8195488721803,30536.27819548872,3.053627819548872,2019,6,28.05,0.05,3.084586466165413,167.05827067669173,2019-06-17 09:25:00,12300,1.0,0.05,-0.95,-1071.4285714285713,-0.10714285714285714,2.9464849624060148,42.76876742008673,47.42917056092263,-4.660403140835896
2019-06-21,2019-06-27,6,11850,C,31.3,13:55:00,73.0,0.05,2019-06-27,15:25:00,EOD exit,31.25,0.3135,719.4244604316547,22256.474820143885,2.2256474820143883,2019,6,64.0,0.05,2.248201438848921,106.56474820143886,2019-06-21 13:55:00,12450,0.95,0.2,-0.75,-539.568345323741,-0.0539568345323741,2.171690647482014,44.94045806756875,47.42917056092263,-2.48871249335388
2019-06-25,2019-06-27,2,11650,P,23.1,12:05:00,52.95,0.05,2019-06-27,15:25:00,EOD exit,23.05,0.2315,1005.0251256281408,22933.165829145728,2.2933165829145725,2019,6,27.35,0.05,2.3165829145728645,146.356783919598,2019-06-25 12:05:00,11050,1.0,0.05,-0.95,-954.7738693467337,-0.09547738693467336,2.197839195979899,47.13829726354865,47.42917056092263,-0.2908732973739774
2019-06-28,2019-07-04,6,11900,C,44.0,14:15:00,88.55,46.9,2019-07-04,15:25:00,EOD exit,-2.8999999999999986,0.909,673.4006734006734,-2564.983164983164,-0.2564983164983164,2019,7,64.0,21.85,1.4915824915824918,100.16835016835016,2019-06-28 14:15:00,12500,0.7,0.05,-0.6499999999999999,-437.7104377104377,-0.043771043771043766,-0.30026936026936013,46.83802790327929,47.42917056092263,-0.5911426576433385
2019-07-01,2019-07-04,3,11800,P,29.35,11:05:00,50.65,0.05,2019-07-04,15:25:00,EOD exit,29.3,0.294,1408.4507042253524,40853.52112676057,4.085352112676057,2019,7,45.5,0.05,4.126760563380283,207.74647887323948,2019-07-01 11:05:00,11450,1.9,0.05,-1.8499999999999999,-2605.6338028169016,-0.2605633802816902,3.8247887323943672,50.66281663567366,50.66281663567366,0.0
2019-07-05,2019-07-11,6,12000,C,56.1,11:35:00,93.85,0.05,2019-07-11,15:25:00,EOD exit,56.05,0.5615,794.701986754967,44096.82119205299,4.409682119205298,2019,7,72.0,0.05,4.454304635761591,119.20529801324508,2019-07-05 11:35:00,12600,1.0,0.05,-0.95,-754.9668874172187,-0.07549668874172187,4.3341854304635765,54.997002066137235,54.997002066137235,0.0
2019-07-11,2019-07-11,0,11550,P,16.85,09:55:00,31.4,0.05,2019-07-11,15:25:00,EOD exit,16.8,0.169,1731.6017316017317,28798.2683982684,2.87982683982684,2019,7,21.0,0.05,2.909090909090909,250.0,2019-07-11 09:55:00,11200,0.05,0.05,0.0,0.0,0.0,2.87982683982684,57.876828905964075,57.876828905964075,0.0
2019-07-12,2019-07-18,6,11600,P,62.35,12:55:00,94.4,94.4,2019-07-12,15:05:00,SL hit,-32.050000000000004,1.5675,936.0374414976598,-31467.238689547583,-3.146723868954758,2019,7,98.25,38.0,2.279251170046802,135.72542901716068,2019-07-12 12:55:00,11000,1.2,1.5,0.30000000000000004,280.81123244929796,0.028081123244929798,-3.1186427457098285,54.75818616025425,57.876828905964075,-3.1186427457098276
2019-07-16,2019-07-18,2,11550,P,22.5,09:35:00,39.45,0.05,2019-07-18,15:25:00,EOD exit,22.45,0.2255,1731.6017316017317,38483.982683982686,3.848398268398269,2019,7,23.95,0.05,3.887445887445888,250.0,2019-07-16 09:35:00,11200,1.05,0.05,-1.0,-1731.6017316017317,-0.17316017316017318,3.675238095238096,58.43342425549234,58.43342425549234,0.0
2019-07-22,2019-07-25,3,11400,C,31.95,09:25:00,64.8,0.05,2019-07-25,15:25:00,EOD exit,31.9,0.32,913.2420091324202,28840.182648401827,2.884018264840183,2019,7,48.9,0.05,2.91324200913242,130.13698630136986,2019-07-22 09:25:00,11950,1.25,0.1,-1.15,-1050.2283105022832,-0.10502283105022832,2.7789954337899547,61.21241968928229,61.21241968928229,0.0
2019-07-23,2019-07-25,2,11350,P,40.1,12:35:00,67.95,67.95,2019-07-24,09:25:00,SL hit,-27.85,1.0805000000000002,1077.1992818671454,-31163.91382405745,-3.116391382405745,2019,7,79.25,21.8,1.971274685816876,152.82764811490125,2019-07-23 12:35:00,10900,1.5,0.7,-0.8,-861.7594254937163,-0.08617594254937162,-3.2025673249551168,58.00985236432717,61.21241968928229,-3.202567324955119
2019-07-31,2019-08-01,1,11050,C,33.25,10:45:00,61.45,61.45,2019-07-31,11:45:00,SL hit,-28.200000000000003,0.947,1063.8297872340424,-31007.44680851064,-3.100744680851064,2019,7,62.8,33.6,-0.0372340425531916,146.9414893617021,2019-07-31 10:45:00,11600,0.65,0.6,-0.050000000000000044,-53.19148936170217,-0.005319148936170217,-3.1060638297872343,54.90378853453994,61.21241968928229,-6.308631154742351
2019-08-01,2019-08-01,0,11100,C,6.85,09:45:00,15.95,0.05,2019-08-01,15:25:00,EOD exit,6.8,0.0689999999999999,1801.8018018018015,12127.927927927927,1.2127927927927928,2019,8,8.55,0.05,1.2252252252252251,250.0,2019-08-01 09:45:00,11450,0.05,0.05,0.0,0.0,0.0,1.2127927927927928,56.11658132733273,61.21241968928229,-5.095838361949561
2019-08-05,2019-08-08,3,10900,C,64.0,09:25:00,89.15,89.15,2019-08-05,12:45:00,SL hit,-25.15000000000001,1.5315,1192.8429423459245,-31826.838966202788,-3.182683896620279,2019,8,90.0,55.0,1.0735586481113315,162.5248508946322,2019-08-05 09:25:00,11350,2.0,2.65,0.6499999999999999,775.3479125248508,0.07753479125248508,-3.1051491053677935,53.01143222196494,61.21241968928229,-8.200987467317354
2019-08-07,2019-08-08,1,11000,C,20.7,11:55:00,53.9,29.2,2019-08-08,15:25:00,EOD exit,-8.5,0.499,903.6144578313252,-8131.626506024097,-0.8131626506024097,2019,8,35.45,0.3,1.8433734939759037,124.2469879518072,2019-08-07 11:55:00,11550,0.65,0.05,-0.6,-542.1686746987951,-0.05421686746987951,-0.8673795180722892,52.14405270389265,61.21241968928229,-9.068366985389645
2019-08-09,2019-08-14,5,11050,P,52.2,10:15:00,83.25,83.25,2019-08-13,14:25:00,SL hit,-31.05,1.3544999999999998,966.1835748792272,-31308.69565217392,-3.130869565217392,2019,8,89.15,18.05,3.299516908212561,133.45410628019326,2019-08-09 10:15:00,10500,3.1,0.7,-2.4000000000000004,-2318.8405797101454,-0.23188405797101455,-3.3627536231884068,48.781299080704244,61.21241968928229,-12.431120608578048
2019-08-20,2019-08-22,2,11100,C,34.6,09:45:00,51.9,0.05,2019-08-22,15:25:00,EOD exit,34.550000000000004,0.3465,1734.1040462427748,59312.427745664754,5.931242774566475,2019,8,50.75,0.05,5.991329479768788,240.606936416185,2019-08-20 09:45:00,11450,1.1,0.05,-1.05,-1820.8092485549137,-0.18208092485549138,5.749161849710983,54.53046093041523,61.21241968928229,-6.6819587588670615
2019-08-27,2019-08-29,2,11100,P,54.35,14:25:00,112.45,112.45,2019-08-28,13:25:00,SL hit,-58.1,1.668,516.3511187607573,-30861.273666092944,-3.0861273666092943,2019,8,118.0,41.2,0.6790017211703958,71.64371772805508,2019-08-27 14:25:00,0,,,,,0.0,-3.0861273666092943,51.444333563805934,61.21241968928229,-9.768086125476358
2019-08-28,2019-08-29,1,11150,C,21.05,09:55:00,43.9,0.05,2019-08-29,15:25:00,EOD exit,21.0,0.211,1312.910284463895,27294.09190371992,2.729409190371992,2019,8,25.85,0.05,2.75711159737418,182.98687089715537,2019-08-28 09:55:00,11600,0.7,0.05,-0.6499999999999999,-853.3916849015317,-0.08533916849015317,2.6440700218818387,54.08840358568777,61.21241968928229,-7.124016103594521
2019-08-30,2019-09-05,6,11000,C,55.7,11:15:00,119.0,0.05,2019-09-05,15:25:00,EOD exit,55.650000000000006,0.5575,473.9336492890996,26110.18957345972,2.611018957345972,2019,9,100.5,0.05,2.637440758293839,65.1658767772512,2019-08-30 11:15:00,0,,,,,0.0,2.611018957345972,56.69942254303374,61.21241968928229,-4.512997146248551
2019-09-05,2019-09-05,0,10850,P,5.0,14:55:00,50.35,2.15,2019-09-05,15:25:00,EOD exit,2.85,0.0715,661.521499448732,1838.037486218302,0.1838037486218302,2019,9,8.75,0.95,0.2679162072767364,89.71885336273428,2019-09-05 14:55:00,0,,,,,0.0,0.1838037486218302,56.88322629165557,61.21241968928229,-4.3291933976267245
2019-09-06,2019-09-12,6,10850,P,56.0,11:35:00,75.0,0.05,2019-09-12,15:25:00,EOD exit,55.95,0.5605,1578.9473684210527,87457.10526315791,8.74571052631579,2019,9,61.75,0.05,8.83421052631579,214.1447368421053,2019-09-06 11:35:00,10500,5.6,0.1,-5.5,-8684.21052631579,-0.868421052631579,7.877289473684211,64.76051576533978,64.76051576533978,0.0
2019-09-09,2019-09-12,3,10950,C,47.85,09:15:00,65.0,65.0,2019-09-09,10:05:00,SL hit,-17.15,1.1285,1749.271137026239,-31974.05247813411,-3.197405247813411,2019,9,98.8,44.65,0.5597667638483971,239.43148688046648,2019-09-09 09:15:00,11300,0.85,0.55,-0.29999999999999993,-524.7813411078716,-0.05247813411078716,-3.249883381924198,61.510632383415576,64.76051576533978,-3.2498833819241995
2019-09-12,2019-09-12,0,11100,C,6.5,10:55:00,15.45,0.05,2019-09-12,15:25:00,EOD exit,6.45,0.0655,1801.8018018018015,11503.603603603604,1.1503603603603605,2019,9,6.7,0.05,1.162162162162162,250.0,2019-09-12 10:55:00,11450,0.0,0.0,0.0,0.0,0.0,1.1503603603603605,62.660992743775935,64.76051576533978,-2.09952302156384
2019-09-16,2019-09-19,3,11000,C,57.3,13:15:00,109.7,0.05,2019-09-19,15:25:00,EOD exit,57.25,0.5735,572.5190839694656,32448.37786259541,3.244837786259541,2019,9,78.6,0.05,3.27767175572519,78.72137404580151,2019-09-16 13:15:00,0,,,,,0.0,3.244837786259541,65.90583053003547,65.90583053003547,0.0
2019-09-23,2019-09-26,3,11500,P,69.75,10:45:00,133.35,0.05,2019-09-26,15:25:00,EOD exit,69.7,0.698,471.6981132075472,32548.11320754718,3.2548113207547176,2019,9,79.9,0.05,3.2877358490566047,67.80660377358491,2019-09-23 10:45:00,0,,,,,0.0,3.2548113207547176,69.16064185079019,69.16064185079019,0.0
2019-09-24,2019-09-26,2,11600,C,60.2,13:15:00,134.65,0.05,2019-09-26,15:25:00,EOD exit,60.150000000000006,0.6025,402.95500335795833,23994.963062458028,2.399496306245803,2019,9,102.15,0.05,2.42377434519812,58.42847548690396,2019-09-24 13:15:00,0,,,,,0.0,2.399496306245803,71.560138157036,71.560138157036,0.0
2019-09-27,2019-10-03,6,11600,C,62.8,14:35:00,108.8,0.05,2019-10-03,15:25:00,EOD exit,62.75,0.6285,652.1739130434783,40514.02173913043,4.051402173913044,2019,10,68.45,0.05,4.092391304347826,94.56521739130434,2019-09-27 14:35:00,0,,,,,0.0,4.051402173913044,75.61154033094904,75.61154033094904,0.0
2019-09-30,2019-10-03,3,11450,P,35.75,14:15:00,95.5,95.5,2019-10-01,13:45:00,SL hit,-59.75,1.3125,502.092050209205,-30658.99581589958,-3.065899581589958,2019,10,108.9,14.4,1.0719665271966528,71.86192468619247,2019-09-30 14:15:00,0,,,,,0.0,-3.065899581589958,72.54564074935908,75.61154033094904,-3.06589958158996
2019-10-04,2019-10-10,6,11400,C,56.05,11:55:00,109.0,0.05,2019-10-10,15:25:00,EOD exit,56.0,0.5609999999999999,566.5722379603399,31410.19830028328,3.1410198300283283,2019,10,72.0,0.05,3.1728045325779037,80.73654390934844,2019-10-04 11:55:00,0,,,,,0.0,3.1410198300283283,75.68666057938741,75.68666057938741,0.0
2019-10-16,2019-10-17,1,11450,P,47.5,09:25:00,62.25,62.25,2019-10-16,09:45:00,SL hit,-14.75,1.0975,1746.7248908296942,-27681.222707423574,-2.768122270742358,2019,10,65.9,43.45,0.7074235807860257,250.0,2019-10-16 09:25:00,11100,2.6,2.45,-0.1499999999999999,-262.00873362445395,-0.026200873362445396,-2.794323144104803,72.8923374352826,75.68666057938741,-2.7943231441048084
2019-10-22,2019-10-24,2,11650,P,60.75,11:55:00,94.4,94.4,2019-10-22,13:45:00,SL hit,-33.650000000000006,1.5515,891.5304606240712,-31383.209509658245,-3.138320950965825,2019,10,99.0,47.3,1.199108469539376,129.82912332838038,2019-10-22 11:55:00,11050,1.7,2.2,0.5000000000000002,445.7652303120358,0.04457652303120358,-3.0937444279346216,69.79859300734798,75.68666057938741,-5.888067572039432
2019-10-22,2019-10-24,2,11700,C,39.45,13:35:00,73.3,0.05,2019-10-24,15:25:00,EOD exit,39.400000000000006,0.395,886.2629246676515,34568.68537666175,3.456868537666175,2019,10,40.65,0.05,3.4918759231905474,129.61595273264405,2019-10-22 13:35:00,12300,0.7,0.05,-0.6499999999999999,-576.0709010339734,-0.05760709010339734,3.399261447562778,73.19785445491075,75.68666057938741,-2.4888061244766533
2019-10-25,2019-10-31,6,11650,C,38.6,12:35:00,94.95,94.95,2019-10-29,10:05:00,SL hit,-56.35,1.3355,532.3868677905945,-30711.00266193434,-3.0711002661934343,2019,10,106.7,29.3,0.4951197870452529,77.52883762200533,2019-10-25 12:35:00,0,,,,,0.0,-3.0711002661934343,70.12675418871731,75.68666057938741,-5.559906390670093
2019-10-25,2019-10-31,6,11600,P,70.5,14:25:00,141.6,0.05,2019-10-31,15:25:00,EOD exit,70.45,0.7055,421.9409282700422,29428.05907172996,2.942805907172996,2019,10,74.55,0.05,2.9725738396624477,61.18143459915611,2019-10-25 14:25:00,0,,,,,0.0,2.942805907172996,73.06956009589031,75.68666057938741,-2.6171004834970972
