,date,day,expiry,DTE,strike,type,Entry Price,Entry Time,initial sl,Exit Price,Exit date,Exit Time,RSI on Entry,Remark,Points Captured,Slippage,Qty,PnL,ROI%,Trade Year,Trade Month,Highest High,Lowest Low,Max ROI%,Margin,DATETIME
308,2019-03-15,Friday,2019-03-20,5,11350,P,45.9,09:15:00,58.05,0.1,2019-03-20,15:25:00,0,EOD exit,45.8,0.46,21145.374449339208,958731.2775330396,9.587312775330396,2019,3,46.5,0.05,9.695154185022027,300.0,2019-03-15 09:15:00
5,2019-03-20,Wednesday,2019-03-20,0,11600,C,2.8,09:15:00,11.25,0.05,2019-03-20,15:25:00,0,EOD exit,2.75,0.028499999999999998,20689.655172413793,56306.89655172414,0.5630689655172414,2019,3,4.0,0.05,0.5689655172413793,300.0,2019-03-20 09:15:00
6,2019-03-25,Monday,2019-03-28,3,11400,C,47.85,11:05:00,81.0,81.0,2019-03-26,14:25:00,0,SL hit,-33.15,1.2885,12066.365007541479,-415547.5113122172,-4.155475113122172,2019,3,82.0,33.55,1.725490196078432,171.94570135746605,2019-03-25 11:05:00
309,2019-03-26,Tuesday,2019-03-28,2,11350,P,16.55,13:15:00,42.85,0.05,2019-03-28,15:25:00,0,EOD exit,16.5,0.166,15209.125475285171,248425.85551330796,2.4842585551330796,2019,3,20.5,0.05,2.5095057034220534,215.77946768060835,2019-03-26 13:15:00
310,2019-04-01,Monday,2019-04-04,3,11650,P,53.3,09:15:00,74.85,74.85,2019-04-04,14:25:00,0,SL hit,-21.549999999999997,1.2814999999999999,18561.484918793507,-423786.54292343394,-4.23786542923434,2019,4,75.55,7.45,8.510440835266822,270.3016241299304,2019-04-01 09:15:00
7,2019-04-02,Tuesday,2019-04-04,2,11750,C,27.3,09:15:00,39.85,39.85,2019-04-02,12:15:00,0,SL hit,-12.55,0.6715000000000001,20425.531914893618,-270056.170212766,-2.7005617021276596,2019,4,41.85,25.4,0.38808510638297916,300.0,2019-04-02 09:15:00
8,2019-04-03,Wednesday,2019-04-04,1,11750,C,20.6,14:25:00,53.4,0.05,2019-04-04,15:25:00,0,EOD exit,20.55,0.20650000000000002,12195.121951219513,248091.4634146342,2.480914634146342,2019,4,23.5,0.05,2.5060975609756104,179.1158536585366,2019-04-03 14:25:00
311,2019-04-05,Friday,2019-04-11,6,11600,P,33.85,15:05:00,57.0,57.0,2019-04-08,13:25:00,0,SL hit,-23.15,0.9085,17278.617710583156,-415697.62419006485,-4.156976241900648,2019,4,62.0,12.55,3.680345572354212,250.53995680345577,2019-04-05 15:05:00
312,2019-04-09,Tuesday,2019-04-11,2,11600,P,31.55,13:55:00,63.9,0.7,2019-04-11,15:25:00,0,EOD exit,30.85,0.3225,12364.760432766618,377465.2241112829,3.774652241112829,2019,4,45.95,0.5,3.8392581143740347,179.28902627511593,2019-04-09 13:55:00
313,2019-04-12,Friday,2019-04-18,6,11600,P,43.1,13:25:00,64.0,0.05,2019-04-18,15:25:00,0,EOD exit,43.050000000000004,0.4315,19138.755980861246,815665.0717703351,8.15665071770335,2019,4,46.0,0.05,8.239234449760767,277.5119617224881,2019-04-12 13:25:00
9,2019-04-23,Tuesday,2019-04-25,2,11650,C,32.15,09:55:00,56.0,56.0,2019-04-24,14:35:00,0,SL hit,-23.85,0.8815000000000001,16771.488469601678,-414784.0670859539,-4.147840670859539,2019,4,59.25,12.5,3.2955974842767293,244.23480083857444,2019-04-23 09:55:00
314,2019-04-24,Wednesday,2019-04-25,1,11600,P,15.7,13:55:00,48.75,0.05,2019-04-25,15:25:00,0,EOD exit,15.649999999999999,0.1575,12102.874432677761,187503.7821482602,1.875037821482602,2019,4,18.0,0.05,1.8940998487140697,175.49167927382751,2019-04-24 13:55:00
10,2019-04-30,Tuesday,2019-05-02,2,11750,C,17.95,09:45:00,37.75,37.75,2019-05-02,10:05:00,0,SL hit,-19.8,0.557,20202.0202020202,-411252.5252525252,-4.112525252525252,2019,5,39.5,7.6,2.090909090909091,296.7171717171717,2019-04-30 09:45:00
315,2019-04-30,Tuesday,2019-05-02,2,11700,P,18.4,14:55:00,65.7,0.05,2019-05-02,15:25:00,0,EOD exit,18.349999999999998,0.1845,8456.659619450316,153619.4503171247,1.536194503171247,2019,5,24.45,0.05,1.5517970401691328,123.67864693446087,2019-04-30 14:55:00
11,2019-05-06,Monday,2019-05-09,3,11650,C,42.1,14:25:00,60.4,0.05,2019-05-09,15:25:00,0,EOD exit,42.050000000000004,0.4215,20600.85836909871,857582.8326180257,8.575828326180257,2019,5,58.15,0.05,8.662660944206008,299.99999999999994,2019-05-06 14:25:00
12,2019-05-13,Monday,2019-05-16,3,11300,C,73.25,09:15:00,90.1,0.05,2019-05-16,15:25:00,0,EOD exit,73.2,0.733,21238.938053097343,1539122.123893805,15.391221238938051,2019,5,85.8,0.05,15.546902654867257,299.99999999999994,2019-05-13 09:15:00
316,2019-05-17,Friday,2019-05-23,6,11250,P,186.2,14:55:00,258.6,0.05,2019-05-23,15:25:00,0,EOD exit,186.14999999999998,1.8625,5524.861878453036,1018162.9834254137,10.181629834254137,2019,5,197.3,0.05,10.284530386740325,77.69337016574582,2019-05-17 14:55:00
13,2019-05-23,Thursday,2019-05-23,0,11950,C,91.35,09:35:00,165.0,0.05,2019-05-23,15:25:00,0,EOD exit,91.3,0.9139999999999999,5431.093007467753,490894.77257298026,4.908947725729803,2019,5,138.85,0.05,4.9585879158180575,81.12695179904955,2019-05-23 09:35:00
317,2019-05-27,Monday,2019-05-30,3,11850,P,49.6,11:15:00,85.8,0.05,2019-05-30,15:25:00,0,EOD exit,49.550000000000004,0.4965,11049.723756906078,542027.6243093924,5.420276243093925,2019,5,56.9,0.05,5.475138121546962,163.6740331491713,2019-05-27 11:15:00
14,2019-05-28,Tuesday,2019-05-30,2,12000,C,26.0,12:35:00,47.35,0.05,2019-05-30,15:25:00,0,EOD exit,25.95,0.2605,18735.362997658078,481302.10772833717,4.813021077283372,2019,5,43.65,0.05,4.861826697892272,281.0304449648712,2019-05-28 12:35:00
15,2019-05-31,Friday,2019-06-06,6,12000,C,42.6,11:55:00,91.0,91.0,2019-06-03,14:15:00,0,SL hit,-48.4,1.336,8264.462809917355,-411041.3223140495,-4.110413223140495,2019,6,99.0,25.3,1.4297520661157026,123.96694214876034,2019-05-31 11:55:00
318,2019-06-04,Tuesday,2019-06-06,2,12050,P,35.5,12:55:00,64.9,64.9,2019-06-06,09:25:00,0,SL hit,-29.400000000000006,1.004,13605.442176870745,-413659.8639455782,-4.136598639455783,2019,6,71.05,32.1,0.4625850340136051,204.9319727891156,2019-06-04 12:55:00
319,2019-06-11,Tuesday,2019-06-13,2,11950,P,46.3,11:35:00,80.6,80.6,2019-06-12,10:35:00,0,SL hit,-34.3,1.269,11661.807580174927,-414798.83381924196,-4.14798833819242,2019,6,83.3,25.45,2.431486880466472,174.198250728863,2019-06-11 11:35:00
16,2019-06-12,Wednesday,2019-06-13,1,12000,C,11.2,09:25:00,21.0,0.05,2019-06-13,15:25:00,0,EOD exit,11.149999999999999,0.1125,20000.0,220749.99999999997,2.2074999999999996,2019,6,12.35,0.05,2.2299999999999995,300.0,2019-06-12 09:25:00
17,2019-06-14,Friday,2019-06-20,6,11950,C,19.1,15:05:00,50.0,0.05,2019-06-20,15:25:00,0,EOD exit,19.05,0.19150000000000003,12944.983818770228,244122.97734627835,2.4412297734627835,2019,6,20.95,0.05,2.4660194174757284,193.36569579288027,2019-06-14 15:05:00
18,2019-06-21,Friday,2019-06-27,6,11850,C,31.45,13:55:00,73.0,0.05,2019-06-27,15:25:00,0,EOD exit,31.4,0.315,9626.955475330928,299253.91095066187,2.9925391095066187,2019,6,64.0,0.05,3.022864019253911,142.59927797833936,2019-06-21 13:55:00
320,2019-06-25,Tuesday,2019-06-27,2,11650,P,22.6,12:05:00,52.95,0.05,2019-06-27,15:25:00,0,EOD exit,22.55,0.22650000000000003,13179.571663920922,294214.1680395387,2.942141680395387,2019,6,27.35,0.05,2.9719934102141683,191.92751235584845,2019-06-25 12:05:00
19,2019-06-28,Friday,2019-07-04,6,11900,C,43.3,14:15:00,88.55,46.9,2019-07-04,15:25:00,0,EOD exit,-3.6000000000000014,0.9019999999999999,8839.779005524862,-39796.685082872944,-0.39796685082872946,2019,7,64.0,21.85,1.8961325966850826,131.49171270718233,2019-06-28 14:15:00
321,2019-07-01,Monday,2019-07-04,3,11800,P,29.3,11:05:00,50.65,0.05,2019-07-04,15:25:00,0,EOD exit,29.25,0.29350000000000004,18735.36299765808,542510.5386416862,5.4251053864168615,2019,7,45.5,0.05,5.480093676814988,276.3466042154567,2019-07-01 11:05:00
20,2019-07-05,Friday,2019-07-11,6,12000,C,56.25,11:35:00,93.85,0.05,2019-07-11,15:25:00,0,EOD exit,56.2,0.563,10638.297872340427,591882.9787234043,5.918829787234044,2019,7,72.0,0.05,5.9787234042553195,159.5744680851064,2019-07-05 11:35:00
322,2019-07-11,Thursday,2019-07-11,0,11550,P,16.8,09:55:00,31.4,0.05,2019-07-11,15:25:00,0,EOD exit,16.75,0.1685,20779.22077922078,344550.6493506493,3.4455064935064934,2019,7,21.0,0.05,3.4805194805194812,300.00000000000006,2019-07-11 09:55:00
323,2019-07-12,Friday,2019-07-18,6,11600,P,62.85,12:55:00,94.4,94.4,2019-07-12,15:05:00,0,SL hit,-31.550000000000004,1.5725,12678.288431061805,-419936.60855784465,-4.199366085578447,2019,7,98.25,38.0,3.1505546751188587,183.83518225039617,2019-07-12 12:55:00
324,2019-07-16,Tuesday,2019-07-18,2,11550,P,22.75,09:35:00,39.45,0.05,2019-07-18,15:25:00,0,EOD exit,22.7,0.228,20779.22077922078,466950.6493506493,4.669506493506493,2019,7,23.95,0.05,4.716883116883117,300.00000000000006,2019-07-16 09:35:00
21,2019-07-22,Monday,2019-07-25,3,11400,C,32.05,09:25:00,64.8,0.05,2019-07-25,15:25:00,0,EOD exit,31.999999999999996,0.32099999999999995,12213.740458015267,386919.0839694656,3.8691908396946557,2019,7,48.9,0.05,3.908396946564885,174.04580152671753,2019-07-22 09:25:00
325,2019-07-23,Tuesday,2019-07-25,2,11350,P,39.75,12:35:00,67.95,67.95,2019-07-24,09:25:00,0,SL hit,-28.200000000000003,1.077,14184.397163120566,-415276.59574468085,-4.1527659574468085,2019,7,79.25,21.8,2.5460992907801416,201.24113475177302,2019-07-23 12:35:00
22,2019-07-31,Wednesday,2019-08-01,1,11050,C,33.6,10:45:00,61.45,61.45,2019-07-31,11:45:00,0,SL hit,-27.85,0.9505000000000001,14362.657091561938,-413651.70556552964,-4.136517055655296,2019,7,62.8,33.6,0.0,198.38420107719926,2019-07-31 10:45:00
23,2019-08-01,Thursday,2019-08-01,0,11100,C,6.85,09:45:00,15.95,0.05,2019-08-01,15:25:00,0,EOD exit,6.8,0.06899999999999999,21621.62162162162,145535.13513513512,1.4553513513513512,2019,8,8.55,0.05,1.4702702702702701,299.99999999999994,2019-08-01 09:45:00
24,2019-08-05,Monday,2019-08-08,3,10900,C,63.85,09:25:00,89.15,89.15,2019-08-05,12:45:00,0,SL hit,-25.300000000000004,1.53,15810.276679841894,-424189.7233201581,-4.241897233201581,2019,8,90.0,55.0,1.399209486166008,215.41501976284582,2019-08-05 09:25:00
25,2019-08-07,Wednesday,2019-08-08,1,11000,C,20.6,11:55:00,53.9,29.2,2019-08-08,15:25:00,0,EOD exit,-8.599999999999998,0.498,12012.012012012014,-109285.28528528527,-1.0928528528528527,2019,8,35.45,0.3,2.4384384384384385,165.16516516516518,2019-08-07 11:55:00
326,2019-08-09,Friday,2019-08-14,5,11050,P,52.8,10:15:00,83.25,83.25,2019-08-13,14:25:00,0,SL hit,-30.450000000000003,1.3605,13136.288998357963,-417871.921182266,-4.17871921182266,2019,8,89.15,18.05,4.564860426929393,181.44499178981937,2019-08-09 10:15:00
26,2019-08-20,Tuesday,2019-08-22,2,11100,C,34.75,09:45:00,51.9,0.05,2019-08-22,15:25:00,0,EOD exit,34.7,0.348,21621.62162162162,742745.9459459459,7.42745945945946,2019,8,50.75,0.05,7.502702702702703,299.99999999999994,2019-08-20 09:45:00
327,2019-08-27,Tuesday,2019-08-29,2,11100,P,54.5,14:25:00,112.45,112.45,2019-08-28,13:25:00,0,SL hit,-57.95,1.6695,6902.502157031924,-411523.7273511648,-4.1152372735116485,2019,8,118.0,41.2,0.9180327868852457,95.77221742881795,2019-08-27 14:25:00
27,2019-08-28,Wednesday,2019-08-29,1,11150,C,21.35,09:55:00,43.9,0.05,2019-08-29,15:25:00,0,EOD exit,21.3,0.21400000000000002,17738.359201773837,374031.04212860315,3.7403104212860314,2019,8,25.85,0.05,3.7782705099778275,247.22838137472286,2019-08-28 09:55:00
28,2019-08-30,Friday,2019-09-05,6,11000,C,55.15,11:15:00,119.0,0.05,2019-09-05,15:25:00,0,EOD exit,55.1,0.5519999999999999,6264.682850430697,341725.92012529366,3.4172592012529366,2019,9,100.5,0.05,3.451840250587314,86.13938919342209,2019-08-30 11:15:00
328,2019-09-05,Thursday,2019-09-05,0,10850,P,5.25,14:55:00,50.35,2.15,2019-09-05,15:25:00,0,EOD exit,3.1,0.07400000000000001,8869.179600886917,26838.13747228381,0.26838137472283813,2019,9,8.75,0.95,0.3813747228381374,120.2882483370288,2019-09-05 14:55:00
329,2019-09-06,Friday,2019-09-12,6,10850,P,56.25,11:35:00,75.0,0.05,2019-09-12,15:25:00,0,EOD exit,56.2,0.563,21333.333333333332,1186922.6666666665,11.869226666666666,2019,9,61.75,0.05,11.989333333333333,289.3333333333333,2019-09-06 11:35:00
29,2019-09-09,Monday,2019-09-12,3,10950,C,47.6,09:15:00,65.0,65.0,2019-09-09,10:05:00,0,SL hit,-17.4,1.126,21917.80821917808,-406049.31506849313,-4.060493150684931,2019,9,98.8,44.65,0.646575342465754,300.0,2019-09-09 09:15:00
30,2019-09-12,Thursday,2019-09-12,0,11100,C,6.45,10:55:00,15.45,0.05,2019-09-12,15:25:00,0,EOD exit,6.4,0.065,21621.62162162162,136972.97297297296,1.3697297297297295,2019,9,6.7,0.05,1.3837837837837839,299.99999999999994,2019-09-12 10:55:00
31,2019-09-16,Monday,2019-09-19,3,11000,C,57.0,13:15:00,109.7,0.05,2019-09-19,15:25:00,0,EOD exit,56.95,0.5705,7590.132827324478,427927.8937381404,4.279278937381404,2019,9,78.6,0.05,4.322580645161291,104.36432637571158,2019-09-16 13:15:00
330,2019-09-23,Monday,2019-09-26,3,11500,P,69.5,10:45:00,133.35,0.05,2019-09-26,15:25:00,0,EOD exit,69.45,0.6955,6264.682850430698,430725.1370399374,4.307251370399374,2019,9,79.9,0.05,4.35082223962412,90.05481597494128,2019-09-23 10:45:00
32,2019-09-24,Tuesday,2019-09-26,2,11600,C,60.2,13:15:00,134.65,0.05,2019-09-26,15:25:00,0,EOD exit,60.150000000000006,0.6025,5372.733378106112,319932.8408327737,3.199328408327737,2019,9,102.15,0.05,3.2316991269308266,77.90463398253861,2019-09-24 13:15:00
33,2019-09-27,Friday,2019-10-03,6,11600,C,62.55,14:35:00,108.8,0.05,2019-10-03,15:25:00,0,EOD exit,62.5,0.626,8648.648648648648,535126.4864864865,5.3512648648648655,2019,10,68.45,0.05,5.405405405405405,125.40540540540542,2019-09-27 14:35:00
331,2019-09-30,Monday,2019-10-03,3,11450,P,35.95,14:15:00,95.5,95.5,2019-10-01,13:45:00,0,SL hit,-59.55,1.3145,6717.044500419815,-408829.5549958019,-4.088295549958019,2019,10,108.9,14.4,1.4475230898404707,96.1376994122586,2019-09-30 14:15:00
34,2019-10-04,Friday,2019-10-10,6,11400,C,56.05,11:55:00,109.0,0.05,2019-10-10,15:25:00,0,EOD exit,56.0,0.5609999999999999,7554.296506137865,418802.6440037771,4.188026440037771,2019,10,72.0,0.05,4.230406043437205,107.64872521246458,2019-10-04 11:55:00
332,2019-10-16,Wednesday,2019-10-17,1,11450,P,47.8,09:25:00,62.25,62.25,2019-10-16,09:45:00,0,SL hit,-14.450000000000003,1.1005,20960.69868995633,-325949.344978166,-3.25949344978166,2019,10,65.9,43.45,0.9117903930130993,300.0,2019-10-16 09:25:00
333,2019-10-22,Tuesday,2019-10-24,2,11650,P,60.3,11:55:00,94.4,94.4,2019-10-22,13:45:00,0,SL hit,-34.10000000000001,1.547,11730.205278592372,-418146.62756598234,-4.181466275659823,2019,10,99.0,47.3,1.5249266862170086,170.8211143695014,2019-10-22 11:55:00
35,2019-10-22,Tuesday,2019-10-24,2,11700,C,39.7,13:35:00,73.3,0.05,2019-10-24,15:25:00,0,EOD exit,39.650000000000006,0.3975,11904.761904761906,467291.6666666668,4.672916666666668,2019,10,40.65,0.05,4.720238095238096,174.1071428571429,2019-10-22 13:35:00
36,2019-10-25,Friday,2019-10-31,6,11650,C,38.55,12:35:00,94.95,94.95,2019-10-29,10:05:00,0,SL hit,-56.400000000000006,1.335,7092.198581560283,-409468.08510638296,-4.0946808510638295,2019,10,106.7,29.3,0.656028368794326,103.28014184397163,2019-10-25 12:35:00
334,2019-10-25,Friday,2019-10-31,6,11600,P,70.3,14:25:00,141.6,0.05,2019-10-31,15:25:00,0,EOD exit,70.25,0.7034999999999999,5610.098176718093,390162.6928471248,3.901626928471248,2019,10,74.55,0.05,3.94109396914446,81.34642356241235,2019-10-25 14:25:00
335,2019-11-04,Monday,2019-11-07,3,11900,P,47.15,09:25:00,65.0,65.0,2019-11-04,11:55:00,0,SL hit,-17.85,1.1215000000000002,20168.067226890755,-382618.487394958,-3.82618487394958,2019,11,67.65,40.1,1.4218487394957975,299.99999999999994,2019-11-04 09:25:00
37,2019-11-05,Tuesday,2019-11-07,2,12000,C,28.75,11:35:00,46.0,46.0,2019-11-06,13:25:00,0,SL hit,-17.25,0.7475,20000.0,-359950.0,-3.5995,2019,11,48.95,6.5,4.45,300.0,2019-11-05 11:35:00
336,2019-11-06,Wednesday,2019-11-07,1,11900,P,29.25,11:35:00,74.25,0.05,2019-11-07,15:25:00,0,EOD exit,29.2,0.29300000000000004,8888.888888888889,256951.1111111111,2.569511111111111,2019,11,31.5,0.05,2.5955555555555554,132.22222222222223,2019-11-06 11:35:00
337,2019-11-08,Friday,2019-11-14,6,11950,P,43.9,12:55:00,82.75,82.75,2019-11-08,15:05:00,0,SL hit,-38.85,1.2665000000000002,10296.010296010296,-413039.89703989704,-4.1303989703989705,2019,11,86.2,37.6,0.6486486486486484,153.7966537966538,2019-11-08 12:55:00
38,2019-11-08,Friday,2019-11-14,6,12000,C,49.8,14:45:00,102.4,0.05,2019-11-14,15:25:00,0,EOD exit,49.75,0.49849999999999994,7604.562737642585,374536.12167300377,3.745361216730038,2019,11,50.15,0.05,3.783269961977186,114.06844106463878,2019-11-08 14:45:00
39,2019-11-18,Monday,2019-11-21,3,11950,C,39.0,11:25:00,61.9,61.9,2019-11-19,11:55:00,0,SL hit,-22.9,1.0090000000000001,17467.248908296944,-417624.45414847165,-4.176244541484716,2019,11,64.25,31.05,1.3886462882096071,260.91703056768563,2019-11-18 11:25:00
338,2019-11-19,Tuesday,2019-11-21,2,11900,P,43.0,10:35:00,64.45,0.05,2019-11-21,15:25:00,0,EOD exit,42.95,0.4305,18648.018648018646,792904.4289044288,7.929044289044289,2019,11,46.8,0.05,8.009324009324008,277.38927738927737,2019-11-19 10:35:00
40,2019-11-22,Friday,2019-11-28,6,12000,C,36.5,11:25:00,67.45,67.45,2019-11-25,11:25:00,0,SL hit,-30.950000000000003,1.0395,12924.071082390952,-413434.5718901454,-4.134345718901454,2019,11,69.7,29.2,0.9434571890145396,193.86106623586429,2019-11-22 11:25:00
339,2019-11-25,Monday,2019-11-28,3,11900,P,29.65,09:25:00,55.1,0.05,2019-11-28,15:25:00,0,EOD exit,29.599999999999998,0.297,15717.092337917484,460557.956777996,4.60557956777996,2019,11,31.6,0.05,4.652259332023575,233.79174852652253,2019-11-25 09:25:00
41,2019-12-02,Monday,2019-12-05,3,12150,C,21.5,10:25:00,39.6,0.05,2019-12-05,15:25:00,0,EOD exit,21.45,0.21550000000000002,19753.086419753086,419446.9135802469,4.1944691358024695,2019,12,33.7,0.05,4.237037037037037,300.0,2019-12-02 10:25:00
42,2019-12-06,Friday,2019-12-12,6,12050,C,42.1,11:15:00,71.0,0.05,2019-12-12,15:25:00,0,EOD exit,42.050000000000004,0.4215,13840.83044982699,576173.0103806229,5.761730103806229,2019,12,47.15,0.05,5.82006920415225,208.477508650519,2019-12-06 11:15:00
340,2019-12-11,Wednesday,2019-12-12,1,11850,P,16.2,10:05:00,33.95,33.95,2019-12-11,14:15:00,0,SL hit,-17.750000000000004,0.5015000000000001,20253.164556962027,-369650.6329113925,-3.6965063291139253,2019,12,34.6,16.05,0.030379746835442752,300.00000000000006,2019-12-11 10:05:00
341,2019-12-13,Friday,2019-12-19,6,12000,P,30.85,14:45:00,53.65,0.05,2019-12-19,15:25:00,0,EOD exit,30.8,0.30900000000000005,17543.85964912281,534929.8245614036,5.349298245614036,2019,12,33.9,0.05,5.403508771929826,263.15789473684214,2019-12-13 14:45:00
342,2019-12-23,Monday,2019-12-26,3,12200,P,24.05,09:15:00,34.1,34.1,2019-12-23,14:25:00,0,SL hit,-10.05,0.5815,19672.131147540982,-209144.26229508198,-2.0914426229508196,2019,12,34.6,19.4,0.914754098360656,299.99999999999994,2019-12-23 09:15:00
43,2019-12-23,Monday,2019-12-26,3,12250,C,47.65,13:15:00,77.55,0.05,2019-12-26,15:25:00,0,EOD exit,47.6,0.477,13377.926421404683,630408.026755853,6.30408026755853,2019,12,63.5,0.05,6.36789297658863,204.8494983277592,2019-12-23 13:15:00
343,2019-12-23,Monday,2019-12-26,3,12200,P,18.85,14:55:00,34.6,34.6,2019-12-26,14:45:00,0,SL hit,-15.75,0.5345000000000001,19672.131147540982,-320350.81967213115,-3.2035081967213115,2019,12,39.35,7.8,2.1737704918032783,299.99999999999994,2019-12-23 14:55:00
344,2019-12-30,Monday,2020-01-02,3,12250,P,32.15,09:25:00,40.5,40.5,2019-12-30,11:15:00,0,SL hit,-8.350000000000001,0.7265,19591.83673469388,-177825.30612244902,-1.7782530612244902,2019,12,40.75,30.25,0.3722448979591835,300.00000000000006,2019-12-30 09:25:00
44,2019-12-31,Tuesday,2020-01-02,2,12250,C,31.95,09:15:00,54.3,32.4,2020-01-02,15:25:00,0,EOD exit,-0.4499999999999993,0.6435,17897.09172259508,-19570.469798657705,-0.19570469798657705,2020,1,45.1,4.4,4.930648769574944,274.0492170022371,2019-12-31 09:15:00
45,2020-01-03,Friday,2020-01-09,6,12300,C,28.45,11:55:00,50.0,0.05,2020-01-09,15:25:00,0,EOD exit,28.4,0.28500000000000003,18561.484918793503,521856.14849187934,5.218561484918793,2020,1,33.05,0.05,5.271461716937355,285.3828306264501,2020-01-03 11:55:00
345,2020-01-09,Thursday,2020-01-09,0,12150,P,18.65,09:35:00,45.0,0.05,2020-01-09,15:25:00,0,EOD exit,18.599999999999998,0.187,15180.265654648956,279514.23149905115,2.7951423149905117,2020,1,24.7,0.05,2.823529411764705,230.55028462998104,2020-01-09 09:35:00
346,2020-01-10,Friday,2020-01-16,6,12250,P,56.3,11:05:00,83.25,83.25,2020-01-10,14:25:00,0,SL hit,-26.950000000000003,1.3955000000000002,14842.30055658627,-420712.4304267161,-4.207124304267161,2020,1,84.35,51.2,0.7569573283858989,227.27272727272725,2020-01-10 11:05:00
347,2020-01-13,Monday,2020-01-16,3,12250,P,35.95,09:15:00,50.45,0.05,2020-01-16,15:25:00,0,EOD exit,35.900000000000006,0.36,19591.83673469388,696293.8775510206,6.962938775510207,2020,1,43.75,0.05,7.033469387755104,300.00000000000006,2020-01-13 09:15:00
46,2020-01-15,Wednesday,2020-01-16,1,12350,C,22.6,09:15:00,42.0,5.35,2020-01-16,15:25:00,0,EOD exit,17.25,0.2795,19433.198380566802,329791.0931174089,3.297910931174089,2020,1,39.55,2.55,3.896356275303644,300.0,2020-01-15 09:15:00
47,2020-01-21,Tuesday,2020-01-23,2,12200,C,34.0,14:15:00,65.45,0.05,2020-01-23,15:25:00,0,EOD exit,33.95,0.34049999999999997,12718.600953895071,427465.81875993643,4.274658187599364,2020,1,57.05,0.05,4.317965023847377,193.95866454689983,2020-01-21 14:15:00
48,2020-01-27,Monday,2020-01-30,3,12200,C,44.6,09:15:00,71.05,0.05,2020-01-30,15:25:00,0,EOD exit,44.550000000000004,0.4465,15122.87334593573,666971.6446124766,6.669716446124766,2020,1,67.1,0.05,6.737240075614369,230.62381852551988,2020-01-27 09:15:00
