,date,day,expiry,DTE,strike,type,Entry Price,Entry Time,initial sl,Exit Price,Exit date,Exit Time,RSI on Entry,Remark,Points Captured,Slippage,Qty,PnL,ROI%,Trade Year,Trade Month,Highest High,Lowest Low,Max ROI%,Margin
0,2019-01-25,Friday,2019-01-31,6,10900,C,41.1,14:45:00,108.95,0.05,2019-01-31,15:20:00,21.305841924398592,EOD exit,41.050000000000004,0.4115,294.7678703021371,11978.9240972734,1.1978924097273402,2019,1,52.9,0.05,1.210022107590273,53.54949643822158
473,2019-01-25,Friday,2019-01-31,6,10850,P,46.05,13:25:00,58.85,58.85,2019-01-25,13:35:00,71.81008902077153,SL hit,-12.800000000000004,1.0490000000000002,1105.9907834101382,-15316.866359447007,-1.5316866359447008,2019,1,61.0,46.7,-0.07188940092165962,200.0
474,2019-01-28,Monday,2019-01-31,3,10750,P,104.35,12:55:00,142.0,142.0,2019-01-29,12:50:00,47.176079734219236,SL hit,-37.650000000000006,2.4635,531.2084993359892,-21308.632138114204,-2.1308632138114203,2019,1,145.0,94.9,0.5019920318725092,95.17485613103142
475,2019-01-30,Wednesday,2019-01-31,1,10700,P,51.6,10:00:00,107.45,0.05,2019-01-31,15:20:00,48.598130841121495,EOD exit,51.550000000000004,0.5165,358.10205908683974,18275.201432408237,1.827520143240824,2019,1,107.45,0.05,1.8460161145926592,63.86153387048642
1,2019-02-11,Monday,2019-02-14,3,10950,C,27.65,10:35:00,71.1,0.05,2019-02-14,15:25:00,42.70833333333329,EOD exit,27.599999999999998,0.277,460.2991944764097,12576.75489067894,1.2576754890678938,2019,2,45.5,0.05,1.2704257767548905,84.00460299194476
476,2019-02-11,Monday,2019-02-14,3,11000,P,136.25,10:10:00,151.8,151.8,2019-02-12,14:45:00,0.0,SL hit,-15.550000000000011,2.8805,1090.909090909091,-20106.000000000015,-2.0106000000000015,2019,2,155.0,91.0,4.9363636363636365,200.0
477,2019-02-13,Wednesday,2019-02-14,1,10850,P,27.75,11:50:00,71.0,77.7,2019-02-14,09:15:00,38.3720930232558,Gap SL hit,-49.95,1.0545,462.42774566473986,-23585.895953757223,-2.3585895953757223,2019,2,84.5,22.6,0.23815028901734095,83.62235067437379
478,2019-02-14,Thursday,2019-02-14,0,10750,P,16.3,13:10:00,32.5,0.2,2019-02-14,15:20:00,44.81481481481481,EOD exit,16.1,0.165,1116.2790697674418,17787.906976744187,1.7787906976744188,2019,2,32.5,0.2,1.7972093023255813,200.0
2,2019-02-18,Monday,2019-02-21,3,10750,C,33.75,14:30:00,72.9,36.8,2019-02-21,15:20:00,40.65420560747664,EOD exit,-3.049999999999997,0.7055,510.8556832694763,-1918.5185185185167,-0.19185185185185166,2019,2,56.75,5.8,1.4278416347381864,91.5283099191145
479,2019-02-18,Monday,2019-02-21,3,10700,P,79.25,14:15:00,103.9,103.9,2019-02-19,14:45:00,40.909090909090914,SL hit,-24.650000000000006,1.8315000000000001,811.3590263691682,-21486.00405679513,-2.148600405679513,2019,2,110.0,35.1,3.5821501014198773,144.69235970250168
480,2019-02-21,Thursday,2019-02-21,0,10700,P,10.8,10:25:00,21.9,0.05,2019-02-21,15:20:00,57.25806451612904,EOD exit,10.75,0.10850000000000001,1121.4953271028037,11934.392523364486,1.1934392523364485,2019,2,13.4,0.05,1.2056074766355138,200.0
481,2019-02-22,Friday,2019-02-28,6,10750,P,50.75,12:15:00,64.9,64.9,2019-02-26,09:55:00,42.67782426778242,SL hit,-14.150000000000006,1.1565,1116.2790697674418,-17086.325581395355,-1.7086325581395354,2019,2,68.75,14.35,4.063255813953488,200.0
3,2019-02-26,Tuesday,2019-02-28,2,10800,C,66.3,11:25:00,117.95,117.95,2019-02-27,09:35:00,50.432900432900446,SL hit,-51.650000000000006,1.8425,387.22168441432717,-20713.455953533397,-2.0713455953533395,2019,2,119.95,66.05,0.00968054211035818,69.6999031945789
482,2019-02-27,Wednesday,2019-02-28,1,10850,P,79.0,13:30:00,134.8,50.65,2019-02-28,15:20:00,35.035750766087844,EOD exit,28.35,1.2965,358.4229390681003,9696.59498207885,0.969659498207885,2019,2,93.25,12.15,2.3960573476702502,64.81481481481481
4,2019-02-27,Wednesday,2019-02-28,1,10950,C,25.25,10:20:00,39.85,0.05,2019-02-28,15:20:00,37.1900826446281,EOD exit,25.2,0.253,1095.890410958904,27339.17808219178,2.733917808219178,2019,2,39.85,0.05,2.761643835616438,200.0
483,2019-03-01,Friday,2019-03-07,6,10800,P,50.25,10:45:00,68.65,0.05,2019-03-07,15:20:00,56.79611650485436,EOD exit,50.2,0.503,1086.95652173913,54018.478260869546,5.4018478260869545,2019,3,59.9,0.05,5.456521739130433,195.65217391304338
5,2019-03-01,Friday,2019-03-07,6,10850,C,73.05,13:30:00,98.5,98.5,2019-03-05,13:20:00,32.71604938271609,SL hit,-25.450000000000003,1.7155000000000002,785.8546168958742,-21348.13359528487,-2.1348133595284873,2019,3,99.5,40.0,2.597249508840864,142.1087098886706
6,2019-03-07,Thursday,2019-03-07,0,11100,C,1.15,13:20:00,10.0,0.05,2019-03-07,15:20:00,19.04761904761905,EOD exit,1.0999999999999999,0.012,1081.081081081081,1176.216216216216,0.11762162162162161,2019,3,3.85,0.05,0.11891891891891888,200.0
7,2019-03-08,Friday,2019-03-14,6,11050,C,53.1,11:45:00,62.25,74.4,2019-03-11,09:15:00,42.741935483870975,Gap SL hit,-21.300000000000004,1.2750000000000001,1085.972850678733,-24515.8371040724,-2.45158371040724,2019,3,74.7,41.55,1.2542986425339373,200.0
484,2019-03-11,Monday,2019-03-14,3,11050,P,26.1,10:50:00,67.15,0.05,2019-03-14,15:20:00,16.666666666666657,EOD exit,26.05,0.2615,487.21071863580994,12564.433617539584,1.2564433617539583,2019,3,26.7,0.05,1.2691839220462848,89.72797401542833
8,2019-03-13,Wednesday,2019-03-14,1,11350,C,21.0,10:00:00,30.15,24.15,2019-03-14,09:15:00,44.48398576512456,Gap SL hit,-3.1499999999999986,0.4515,1057.2687224669603,-3807.7533039647565,-0.38077533039647565,2019,3,30.7,14.95,0.6396475770925111,200.0
485,2019-03-18,Monday,2019-03-20,2,11450,P,47.4,14:30:00,75.0,0.1,2019-03-20,15:20:00,42.680412371134004,EOD exit,47.3,0.47500000000000003,724.6376811594203,33931.15942028985,3.3931159420289845,2019,3,61.85,0.05,3.4311594202898554,138.28502415458937
486,2019-03-25,Monday,2019-03-28,3,11350,P,53.0,13:40:00,64.65,0.05,2019-03-28,15:20:00,40.61302681992336,EOD exit,52.95,0.5305,1057.2687224669603,55421.497797356824,5.5421497797356825,2019,3,64.65,0.05,5.598237885462555,200.0
9,2019-03-26,Tuesday,2019-03-28,2,11400,C,48.25,10:25:00,132.25,148.8,2019-03-27,09:15:00,20.370370370370367,Gap SL hit,-100.55000000000001,1.9705000000000001,238.0952380952381,-24409.642857142862,-2.440964285714286,2019,3,148.8,33.55,0.3500000000000001,45.23809523809524
487,2019-03-29,Friday,2019-04-04,6,11600,P,84.5,11:00:00,95.0,0.35,2019-04-04,15:20:00,43.567251461988306,EOD exit,84.15,0.8484999999999999,1034.4827586206898,86173.96551724139,8.61739655172414,2019,4,88.05,0.35,8.705172413793104,200.00000000000006
10,2019-03-29,Friday,2019-04-04,6,11650,C,71.85,11:25:00,88.6,97.25,2019-04-01,09:15:00,39.99999999999999,Gap SL hit,-25.400000000000006,1.691,1030.0429184549357,-27904.892703862668,-2.7904892703862667,2019,4,100.0,70.95,0.09270386266094333,200.00000000000006
11,2019-04-01,Monday,2019-04-04,3,11700,C,77.1,10:35:00,100.0,0.05,2019-04-04,15:20:00,43.5897435897436,EOD exit,77.05,0.7715,873.3624454148469,66618.7772925764,6.66187772925764,2019,4,100.0,0.05,6.729257641921395,170.30567685589514
488,2019-04-05,Friday,2019-04-11,6,11600,P,43.65,12:40:00,57.0,57.0,2019-04-08,13:30:00,20.967741935483843,SL hit,-13.350000000000001,1.0065000000000002,1034.4827586206898,-14851.551724137935,-1.4851551724137935,2019,4,62.0,12.55,3.217241379310345,200.00000000000006
12,2019-04-05,Friday,2019-04-11,6,11650,C,78.4,09:45:00,89.0,89.0,2019-04-05,15:15:00,40.955631399317426,SL hit,-10.599999999999994,1.6740000000000002,1030.0429184549357,-12642.746781115875,-1.2642746781115874,2019,4,91.3,56.4,2.2660944206008593,200.00000000000006
489,2019-04-08,Monday,2019-04-11,3,11600,P,63.05,14:45:00,76.05,0.6,2019-04-11,15:20:00,26.975945017182113,EOD exit,62.449999999999996,0.6365,1034.4827586206898,63945.00000000001,6.3945,2019,4,64.4,0.55,6.4655172413793105,200.00000000000006
13,2019-04-09,Tuesday,2019-04-11,2,11650,C,30.4,13:05:00,69.75,0.05,2019-04-11,15:20:00,56.435643564356425,EOD exit,30.349999999999998,0.3045,508.25921219822106,15270.90216010165,1.527090216010165,2019,4,69.75,0.05,1.5425667090216006,98.68699703515459
14,2019-04-16,Tuesday,2019-04-18,2,11750,C,57.8,13:30:00,77.75,65.0,2019-04-18,09:15:00,22.905027932960863,Gap SL hit,-7.200000000000003,1.228,1002.5062656641603,-8449.122807017546,-0.8449122807017546,2019,4,91.85,46.95,1.0877192982456134,196.32414369256472
15,2019-04-22,Monday,2019-04-25,3,11750,C,26.75,10:05:00,56.3,0.05,2019-04-25,15:20:00,52.542372881355945,EOD exit,26.7,0.268,676.8189509306261,17889.678510998307,1.7889678510998306,2019,4,54.3,0.05,1.8071065989847719,132.54371122391427
490,2019-04-23,Tuesday,2019-04-25,2,11600,P,38.65,10:20:00,60.0,0.05,2019-04-25,15:20:00,52.70506108202444,EOD exit,38.6,0.38699999999999996,936.7681498829039,35796.721311475405,3.5796721311475403,2019,4,60.0,0.05,3.6159250585480094,181.10850897736142
