Signal Time,Entry Time,Entry Price,Initial SL,Exit Time,Exit Price,Points Captured,Remark,Qty,PnL,PnL w cs,ROI%,Trade Year
2015-02-06 12:15:00,2015-02-06 13:15:00,28764.27,28888.28,2015-02-06 13:15:00,28805.27,-41.0,RSI Oversold,1738.267649413665,-71268.97362596027,-81276.10052332286,-0.8127610052332287,2015
2015-02-09 09:15:00,2015-02-09 10:15:00,28351.76,28806.84,2015-02-09 10:15:00,28359.95,-8.190000000002328,RSI Oversold,1763.5589466050785,-14443.5477726997,-24444.99212747697,-0.24444992127476967,2015
2015-02-09 12:15:00,2015-02-09 13:15:00,28375.47,28474.21,2015-02-10 09:15:00,28430.35,-54.87999999999738,RSI Oversold,1762.0853504805382,-96703.24403436732,-106712.91435877075,-1.0671291435877075,2015
2015-02-10 10:15:00,2015-02-10 11:15:00,28403.66,28633.72,2015-02-10 11:15:00,28392.07,11.590000000000146,RSI Oversold,1760.3365200118576,20402.300266937687,10404.34049696438,0.1040434049696438,2015
2015-02-10 12:15:00,2015-02-10 13:15:00,28315.61,28633.72,2015-02-10 13:15:00,28124.86,190.75,RSI Oversold,1765.8104487242197,336828.3430941449,326862.0259284543,3.268620259284543,2015
2015-02-11 09:15:00,2015-02-11 10:15:00,28439.04,28563.83,2015-02-11 10:15:00,28484.73,-45.68999999999869,RSI Oversold,1758.1465478440903,-80329.71577099418,-90337.74874257128,-0.9033774874257127,2015
2015-02-11 12:15:00,2015-02-11 13:15:00,28481.33,28618.91,2015-02-11 13:15:00,28538.57,-57.23999999999796,RSI Oversold,1755.5359949833803,-100486.88035284511,-110496.9290408804,-1.104969290408804,2015
2015-02-23 13:15:00,2015-02-23 14:15:00,29046.3,29341.72,2015-02-23 14:15:00,29001.56,44.73999999999796,RSI Oversold,1721.3896434313492,77014.97264711505,67022.67414437977,0.6702267414437977,2015
2015-02-24 09:15:00,2015-02-24 10:15:00,28959.39,29096.1,2015-02-24 10:15:00,28958.8,0.5900000000001455,RSI Oversold,1726.5557043846572,1018.667865587199,-8981.230267626242,-0.08981230267626243,2015
2015-02-24 13:15:00,2015-02-24 14:15:00,28972.71,29130.67,2015-02-24 14:15:00,29028.65,-55.94000000000233,RSI Oversold,1725.7619325220182,-96539.12250528572,-106548.77641753625,-1.0654877641753626,2015
2015-02-25 13:15:00,2015-02-25 14:15:00,29021.24,29242.97,2015-02-25 14:15:00,29025.16,-3.9199999999982538,RSI Oversold,1722.8760728349305,-6753.674205509919,-16754.349572930467,-0.16754349572930466,2015
2015-02-25 15:15:00,2015-02-26 09:15:00,28976.92,29202.74,2015-02-26 09:15:00,28947.34,29.57999999999811,RSI Oversold,1725.5111999480966,51040.62129446144,41045.72535659088,0.41045725356590884,2015
2015-02-26 10:15:00,2015-02-26 11:15:00,28885.33,29069.13,2015-02-26 11:15:00,28918.26,-32.92999999999665,RSI Oversold,1730.9824744948387,-57001.25288510924,-67006.95301039774,-0.6700695301039775,2015
2015-02-26 12:15:00,2015-02-26 13:15:00,28796.99,28971.07,2015-02-26 13:15:00,28810.56,-13.569999999999709,RSI Oversold,1736.2925778006659,-23561.49028075453,-33563.84642978261,-0.33563846429782607,2015
2015-02-27 09:15:00,2015-02-27 10:15:00,28857.82,28991.4,2015-02-27 10:15:00,28882.59,-24.770000000000437,RSI Oversold,1732.63261050211,-42917.30976213802,-52921.601493114234,-0.5292160149311423,2015
2015-03-05 10:15:00,2015-03-05 11:15:00,29383.94,29496.6,2015-03-05 11:15:00,29357.36,26.57999999999811,RSI Oversold,1701.6097909266082,45228.78824282603,35233.31112165031,0.3523331112165031,2015
2015-03-05 12:15:00,2015-03-05 13:15:00,29178.43,29462.66,2015-03-05 13:15:00,29384.67,-206.23999999999796,RSI Oversold,1713.594597104779,-353411.7497068861,-363447.09088185686,-3.6344709088185683,2015
2015-03-09 09:15:00,2015-03-09 10:15:00,29024.91,29518.32,2015-03-09 10:15:00,29055.86,-30.950000000000728,RSI Oversold,1722.6582270194808,-53316.27212625418,-63321.60375346681,-0.6332160375346682,2015
2015-03-09 11:15:00,2015-03-09 12:15:00,29028.05,29321.06,2015-03-09 12:15:00,28977.01,51.04000000000087,RSI Oversold,1722.471884952658,87914.96500798517,77923.75650448597,0.7792375650448596,2015
2015-03-09 14:15:00,2015-03-09 15:15:00,28848.18,29098.97,2015-03-09 15:15:00,28811.68,36.5,RSI Oversold,1733.2115925510725,63262.22312811414,53268.549350426954,0.5326854935042695,2015
2015-03-10 11:15:00,2015-03-10 12:15:00,28808.96,28949.11,2015-03-10 15:15:00,28727.42,81.54000000000087,RSI Oversold,1735.5711556404674,141518.47203092522,131532.62387812833,1.3153262387812832,2015
2015-03-11 09:15:00,2015-03-11 10:15:00,28714.13,28815.95,2015-03-11 10:15:00,28712.16,1.9700000000011642,RSI Oversold,1741.3029752250895,3430.3668611954536,-6569.290102118427,-0.06569290102118427,2015
2015-03-11 12:15:00,2015-03-11 13:15:00,28667.09,28814.67,2015-03-11 13:15:00,28745.07,-77.97999999999956,RSI Oversold,1744.160289725954,-136009.61939282913,-146023.22035476842,-1.460232203547684,2015
2015-03-11 14:15:00,2015-03-11 15:15:00,28654.33,28843.23,2015-03-11 15:15:00,28657.26,-2.929999999996653,RSI Oversold,1744.9369781111614,-5112.665345859863,-15113.176612394447,-0.15113176612394447,2015
2015-03-12 10:15:00,2015-03-12 11:15:00,28831.81,28912.96,2015-03-12 11:15:00,28836.52,-4.709999999999127,RSI Oversold,1734.1956679098537,-8168.0615958538965,-18168.87840201348,-0.1816887840201348,2015
2015-03-13 12:15:00,2015-03-13 13:15:00,28606.03,28914.38,2015-03-13 13:15:00,28545.36,60.669999999998254,RSI Oversold,1747.8832260191296,106044.07532257754,96054.6797301098,0.9605467973010979,2015
2015-03-13 15:15:00,2015-03-16 09:15:00,28456.82,28685.3,2015-03-16 09:15:00,28471.06,-14.2400000000016,RSI Oversold,1757.0480468302503,-25020.364186865576,-35022.86622328426,-0.3502286622328426,2015
2015-03-16 10:15:00,2015-03-16 11:15:00,28439.99,28581.82,2015-03-16 11:15:00,28422.91,17.080000000001746,RSI Oversold,1758.0878192995144,30028.139953638776,20031.14276763414,0.2003114276763414,2015
2015-03-16 13:15:00,2015-03-16 14:15:00,28416.84,28543.74,2015-03-16 15:15:00,28439.16,-22.31999999999971,RSI Oversold,1759.5200592324832,-39272.487722068516,-49276.41497084072,-0.4927641497084072,2015
2015-03-17 10:15:00,2015-03-17 11:15:00,28707.32,28783.39,2015-03-17 11:15:00,28603.34,103.97999999999956,RSI Oversold,1741.7160501224078,181103.6348917272,171121.74525521637,1.7112174525521635,2015
2015-03-17 12:15:00,2015-03-17 13:15:00,28478.71,28783.39,2015-03-17 13:15:00,28533.46,-54.75,RSI Oversold,1755.6975017477969,-96124.43822069188,-106134.05066451395,-1.0613405066451396,2015
2015-03-19 15:15:00,2015-03-20 09:15:00,28425.02,28872.19,2015-03-20 09:15:00,28382.21,42.81000000000131,RSI Oversold,1759.0137139745195,75303.37709525149,65310.90743296101,0.6531090743296101,2015
2015-03-20 11:15:00,2015-03-20 12:15:00,28312.18,28484.36,2015-03-20 12:15:00,28297.82,14.360000000000582,RSI Oversold,1766.0243753748387,25360.110030383712,15362.646041386746,0.15362646041386746,2015
2015-03-20 13:15:00,2015-03-20 14:15:00,28274.96,28455.49,2015-03-23 12:15:00,28296.09,-21.13000000000102,RSI Oversold,1768.3490975760885,-37365.21643178455,-47368.95295342773,-0.47368952953427734,2015
2015-03-23 13:15:00,2015-03-23 14:15:00,28187.09,28350.6,2015-03-23 14:15:00,28209.21,-22.11999999999898,RSI Oversold,1773.861721802428,-39237.8212862679,-49241.74506839653,-0.49241745068396525,2015
2015-03-23 15:15:00,2015-03-24 09:15:00,28163.9,28321.69,2015-03-24 09:15:00,28300.18,-136.27999999999884,RSI Oversold,1775.3223097653379,-241940.9243748182,-251965.11846725567,-2.519651184672557,2015
2015-03-24 12:15:00,2015-03-24 13:15:00,28273.65,28432.48,2015-03-24 13:15:00,28431.0,-157.34999999999854,RSI Oversold,1768.4310303056025,-278262.62261858396,-288290.44888084586,-2.8829044888084585,2015
2015-03-24 14:15:00,2015-03-24 15:15:00,28131.4,28455.32,2015-03-24 15:15:00,28188.8,-57.39999999999782,RSI Oversold,1777.3733266030129,-102021.22894700906,-112031.43106990376,-1.1203143106990376,2015
2015-03-25 09:15:00,2015-03-25 10:15:00,28176.25,28455.32,2015-03-25 10:15:00,28219.26,-43.0099999999984,RSI Oversold,1774.5441639678806,-76323.14449225571,-86330.77680670493,-0.8633077680670492,2015
2015-03-25 11:15:00,2015-03-25 12:15:00,28155.08,28249.6,2015-03-25 12:15:00,28158.42,-3.3399999999965075,RSI Oversold,1775.8784560370632,-5931.434043157589,-15932.027186561907,-0.15932027186561906,2015
2015-03-25 13:15:00,2015-03-25 14:15:00,28092.92,28230.07,2015-03-25 14:15:00,28114.58,-21.660000000003492,RSI Oversold,1779.80786618123,-38550.63838149166,-48554.49344532981,-0.48554493445329816,2015
2015-03-26 09:15:00,2015-03-26 10:15:00,27883.07,28197.33,2015-03-26 10:15:00,27864.69,18.38000000000102,RSI Oversold,1793.2028288133265,32959.06799359077,22962.363900390126,0.2296236390039013,2015
2015-03-26 11:15:00,2015-03-26 12:15:00,27746.2,27997.14,2015-03-27 13:15:00,27468.78,277.4200000000019,RSI Oversold,1802.0485688130266,499924.3139601132,489974.30639150925,4.899743063915093,2015
2015-04-15 15:15:00,2015-04-16 09:15:00,28723.33,29084.24,2015-04-16 09:15:00,28706.55,16.780000000002474,RSI Oversold,1740.7452408895485,29209.70514213093,19212.626112645143,0.19212626112645143,2015
2015-04-16 11:15:00,2015-04-16 12:15:00,28644.11,28865.65,2015-04-16 14:15:00,28694.3,-50.18999999999869,RSI Oversold,1745.5595583175739,-87609.63423195675,-97618.39519537994,-0.9761839519537995,2015
2015-04-16 15:15:00,2015-04-17 09:15:00,28625.33,28737.03,2015-04-17 09:15:00,28534.36,90.97000000000116,RSI Oversold,1746.7047541460656,158897.7314846696,148913.6212578181,1.489136212578181,2015
2015-04-17 11:15:00,2015-04-17 12:15:00,28554.26,28696.19,2015-04-17 12:15:00,28544.22,10.039999999997235,RSI Oversold,1751.0522072713495,17580.564160999507,7582.322217415607,0.07582322217415607,2015
2015-04-17 13:15:00,2015-04-17 14:15:00,28504.17,28623.7,2015-04-17 14:15:00,28424.88,79.28999999999724,RSI Oversold,1754.1293080977275,139084.91283906397,129098.82133034788,1.290988213303479,2015
2015-04-17 15:15:00,2015-04-20 09:15:00,28403.76,28589.97,2015-04-20 09:15:00,28286.01,117.75,RSI Oversold,1760.3303224643498,207278.8954701772,197299.6233597242,1.9729962335972422,2015
2015-04-20 10:15:00,2015-04-20 11:15:00,28197.55,28539.46,2015-04-20 11:15:00,28219.77,-22.220000000001164,RSI Oversold,1773.2037003214818,-39400.58622114539,-49404.52627976751,-0.4940452627976751,2015
2015-04-20 12:15:00,2015-04-20 13:15:00,28141.62,28312.95,2015-04-21 15:15:00,27734.54,407.0799999999981,RSI Oversold,1776.7278500669117,723270.3732052351,713342.7002425556,7.133427002425556,2015
2015-04-22 09:15:00,2015-04-22 10:15:00,27702.77,27869.54,2015-04-22 10:15:00,27773.3,-70.52999999999884,RSI Oversold,1804.873664258123,-127297.73954012331,-137310.46931407732,-1.373104693140773,2015
2015-04-22 11:15:00,2015-04-22 12:15:00,27742.36,27827.66,2015-04-22 12:15:00,27676.44,65.92000000000189,RSI Oversold,1802.2980020445268,118807.48429477862,108819.36504320809,1.088193650432081,2015
2015-04-23 09:15:00,2015-04-23 10:15:00,27942.89,28087.78,2015-04-23 10:15:00,27809.98,132.90999999999985,RSI Oversold,1789.3639491119209,237824.36247646515,227848.14491271277,2.2784814491271277,2015
2015-04-23 11:15:00,2015-04-23 12:15:00,27719.71,28087.78,2015-04-23 12:15:00,27665.77,53.93999999999869,RSI Oversold,1803.770674368527,97295.39017543598,87305.11971445353,0.8730511971445352,2015
2015-04-23 15:15:00,2015-04-24 09:15:00,27685.36,27924.72,2015-04-24 09:15:00,27629.73,55.63000000000102,RSI Oversold,1806.008663062355,100468.26192616065,90478.30875235326,0.9047830875235326,2015
2015-04-24 10:15:00,2015-04-24 11:15:00,27517.06,27829.11,2015-04-24 11:15:00,27604.07,-87.0099999999984,RSI Oversold,1817.0545835928692,-158101.91931841263,-168117.72951034448,-1.681177295103445,2015
2015-04-24 12:15:00,2015-04-24 13:15:00,27568.37,27659.25,2015-04-24 13:15:00,27594.26,-25.889999999999418,RSI Oversold,1813.67269809568,-46955.9861536961,-56960.68175231147,-0.5696068175231147,2015
2015-04-24 15:15:00,2015-04-27 09:15:00,27433.65,27616.57,2015-04-27 09:15:00,27300.27,133.38000000000102,RSI Oversold,1822.5792047357897,243095.6143276615,233119.92388909427,2.3311992388909424,2015
2015-04-27 11:15:00,2015-04-27 12:15:00,27292.32,27567.28,2015-04-27 12:15:00,27320.57,-28.25,RSI Oversold,1832.0172121681119,-51754.48624374916,-61759.661692373535,-0.6175966169237354,2015
2015-04-27 13:15:00,2015-04-27 14:15:00,27215.45,27405.92,2015-04-27 14:15:00,27201.27,14.180000000000291,RSI Oversold,1837.191742190557,26051.378904262634,16053.98404215306,0.1605398404215306,2015
2015-04-27 15:15:00,2015-04-28 09:15:00,27141.55,27356.2,2015-04-28 09:15:00,27289.82,-148.27000000000044,RSI Oversold,1842.1939793416368,-273142.10131698527,-283169.41552711703,-2.8316941552711703,2015
2015-04-28 10:15:00,2015-04-28 11:15:00,27251.02,27365.72,2015-04-28 11:15:00,27149.54,101.47999999999956,RSI Oversold,1834.793706804369,186194.86536650656,176213.48485304322,1.7621348485304322,2015
2015-04-28 12:15:00,2015-04-28 13:15:00,27106.83,27365.72,2015-04-28 13:15:00,27150.9,-44.06999999999971,RSI Oversold,1844.553568233541,-81289.47575205161,-91297.60469962681,-0.9129760469962681,2015
2015-04-28 15:15:00,2015-04-29 09:15:00,27319.25,27482.14,2015-04-29 09:15:00,27324.44,-5.18999999999869,RSI Oversold,1830.211297894342,-9498.796636069237,-19499.746515732848,-0.19499746515732846,2015
2015-04-29 13:15:00,2015-04-29 14:15:00,27282.46,27438.96,2015-04-29 14:15:00,27226.66,55.79999999999927,RSI Oversold,1832.6793111764848,102263.50556364653,92273.73191420289,0.9227373191420288,2015
2015-04-29 15:15:00,2015-04-30 09:15:00,27190.1,27438.28,2015-04-30 09:15:00,26968.27,221.8299999999981,RSI Oversold,1838.9046013070936,407924.2077079491,397965.00012871984,3.9796500012871983,2015
2015-04-30 11:15:00,2015-04-30 12:15:00,26980.92,27211.01,2015-04-30 13:15:00,27009.47,-28.55000000000291,RSI Oversold,1853.161419254792,-52907.75851972971,-62913.04929558168,-0.6291304929558168,2015
2015-05-06 10:15:00,2015-05-06 11:15:00,26874.0,27501.15,2015-05-06 11:15:00,26848.4,25.599999999998545,RSI Oversold,1860.5343454640172,47629.67924387613,37634.44221180052,0.3763444221180052,2015
2015-05-06 13:15:00,2015-05-06 14:15:00,26782.71,26918.13,2015-05-06 14:15:00,26731.53,51.18000000000029,RSI Oversold,1866.8760554850498,95546.71651972539,85556.27119137737,0.8555627119137736,2015
2015-05-06 15:15:00,2015-05-07 09:15:00,26677.64,26911.1,2015-05-07 10:15:00,26724.82,-47.18000000000029,RSI Oversold,1874.2287548673721,-88426.11265464316,-98434.95526590863,-0.9843495526590863,2015
2015-05-07 11:15:00,2015-05-07 12:15:00,26628.26,26850.37,2015-05-07 14:15:00,26638.01,-9.75,RSI Oversold,1877.7043637098332,-18307.617546170874,-28309.44830792549,-0.2830944830792549,2015
2015-05-12 12:15:00,2015-05-12 13:15:00,26927.82,27090.2,2015-05-12 13:15:00,26922.46,5.360000000000582,RSI Oversold,1856.8157392614776,9952.5323624426,-46.47238432115573,-0.00046472384321155733,2015
2015-05-13 09:15:00,2015-05-13 10:15:00,26989.49,27299.8,2015-05-13 10:15:00,26864.69,124.80000000000291,RSI Oversold,1852.5729830389532,231201.10828326675,221224.2283940951,2.2122422839409506,2015
2015-05-25 12:15:00,2015-05-25 13:15:00,27700.54,27878.42,2015-05-25 13:15:00,27689.21,11.330000000001746,RSI Oversold,1805.0189635292309,20450.864856789336,10452.909943275015,0.10452909943275016,2015
2015-05-25 15:15:00,2015-05-26 09:15:00,27633.2,27732.75,2015-05-27 12:15:00,27562.82,70.38000000000102,RSI Oversold,1809.4176570212642,127346.81470115842,117359.54938262852,1.1735954938262851,2015
2015-05-28 09:15:00,2015-05-28 10:15:00,27567.12,27666.37,2015-05-28 10:15:00,27534.32,32.79999999999927,RSI Oversold,1813.7549370409388,59491.161934941476,49497.11105113496,0.4949711105113496,2015
2015-05-28 11:15:00,2015-05-28 12:15:00,27434.06,27666.37,2015-05-28 12:15:00,27385.01,49.05000000000291,RSI Oversold,1822.5519664242186,89396.17395311322,79405.11357050853,0.7940511357050852,2015
2015-05-28 15:15:00,2015-05-29 09:15:00,27481.94,27639.24,2015-05-29 09:15:00,27626.38,-144.44000000000233,RSI Oversold,1819.3766524488447,-262790.76367971534,-272817.0427560833,-2.728170427560833,2015
2015-06-02 11:15:00,2015-06-02 12:15:00,27404.16,27902.53,2015-06-04 14:15:00,26798.53,605.630000000001,RSI Oversold,1824.5405077185362,1104996.467689579,1095106.967336348,10.95106967336348,2015
2015-06-04 15:15:00,2015-06-05 09:15:00,26791.48,26838.85,2015-06-05 09:15:00,26788.72,2.7599999999983993,RSI Oversold,1866.2649469159599,5150.8912534850615,-4848.593657389589,-0.04848593657389589,2015
2015-06-05 13:15:00,2015-06-05 14:15:00,26889.98,27014.42,2015-06-05 14:15:00,26780.21,109.77000000000044,RSI Oversold,1859.428679381688,204109.4861357287,194129.8970843423,1.9412989708434227,2015
2015-06-05 15:15:00,2015-06-08 09:15:00,26728.07,27014.42,2015-06-08 09:15:00,26678.01,50.06000000000131,RSI Oversold,1870.6924966898096,93646.86638429432,83656.23107093274,0.8365623107093274,2015
2015-06-08 10:15:00,2015-06-08 11:15:00,26624.13,26827.06,2015-06-08 11:15:00,26619.18,4.950000000000728,RSI Oversold,1877.9956377917324,9296.078407070441,-702.9919850888505,-0.0070299198508885045,2015
2015-06-08 12:15:00,2015-06-08 13:15:00,26554.56,26686.1,2015-06-08 13:15:00,26560.37,-5.809999999997672,RSI Oversold,1882.9157779304194,-10939.740669771352,-20940.83464383833,-0.20940834643838332,2015
2015-06-08 14:15:00,2015-06-08 15:15:00,26512.7,26655.17,2015-06-08 15:15:00,26483.77,28.93000000000029,RSI Oversold,1885.8886495905736,54558.758632655845,44564.21450851911,0.44564214508519107,2015
2015-06-09 13:15:00,2015-06-09 14:15:00,26513.49,26604.65,2015-06-09 14:15:00,26503.49,10.0,RSI Oversold,1885.8324573641569,18858.32457364157,8860.210406098931,0.08860210406098931,2015
2015-06-10 10:15:00,2015-06-10 11:15:00,26715.38,26779.79,2015-06-10 11:15:00,26769.66,-54.279999999998836,RSI Oversold,1871.5810892452212,-101589.42152422843,-111599.58046638085,-1.1159958046638085,2015
2015-06-11 12:15:00,2015-06-11 13:15:00,26545.27,26860.97,2015-06-11 13:15:00,26511.56,33.70999999999913,RSI Oversold,1883.5747385504085,63495.30443653263,53501.65396697627,0.5350165396697627,2015
2015-06-11 14:15:00,2015-06-11 15:15:00,26354.93,26625.51,2015-06-11 15:15:00,26360.38,-5.450000000000728,RSI Oversold,1897.178250900306,-10339.621467408047,-20340.655429554787,-0.20340655429554785,2015
2015-06-12 10:15:00,2015-06-12 11:15:00,26387.91,26487.99,2015-06-12 11:15:00,26476.68,-88.77000000000044,RSI Oversold,1894.8071294770978,-168202.0288836828,-178218.84908657116,-1.7821884908657115,2015
2015-06-12 12:15:00,2015-06-12 13:15:00,26354.02,26489.58,2015-06-12 13:15:00,26348.3,5.720000000001164,RSI Oversold,1897.2437601549973,10852.234308088793,853.3195315196015,0.008533195315196014,2015
2015-06-12 15:15:00,2015-06-15 09:15:00,26410.82,26614.3,2015-06-15 09:15:00,26448.1,-37.279999999998836,RSI Oversold,1893.1634837540068,-70577.13467434717,-80584.19238781462,-0.8058419238781461,2015
2015-06-15 11:15:00,2015-06-15 12:15:00,26549.92,26615.27,2015-06-15 12:15:00,26609.16,-59.2400000000016,RSI Oversold,1883.2448459355057,-111563.42467322237,-121574.5810156897,-1.215745810156897,2015
2015-06-16 11:15:00,2015-06-16 12:15:00,26462.16,26597.28,2015-06-16 12:15:00,26423.73,38.43000000000029,RSI Oversold,1889.4905026649374,72613.1200174141,62620.38132941583,0.6262038132941583,2015
2015-06-29 09:15:00,2015-06-29 10:15:00,27249.67,27891.61,2015-06-29 10:15:00,27243.52,6.149999999997817,RSI Oversold,1834.884605942017,11284.5403265394,1285.6687805720517,0.012856687805720517,2015
2015-06-29 15:15:00,2015-06-30 09:15:00,27622.16,27762.95,2015-06-30 09:15:00,27664.94,-42.779999999998836,RSI Oversold,1810.1408434387463,-77437.82528230746,-87445.5690648357,-0.874455690648357,2015
2015-06-30 11:15:00,2015-06-30 12:15:00,27642.72,27762.95,2015-06-30 12:15:00,27662.07,-19.349999999998545,RSI Oversold,1808.794503579966,-35000.17364426971,-45003.67366163414,-0.4500367366163414,2015
2015-07-08 10:15:00,2015-07-08 11:15:00,27757.47,28196.48,2015-07-08 11:15:00,27711.01,46.460000000002765,RSI Oversold,1801.316906764197,83689.18348826957,73697.5524066184,0.7369755240661839,2015
2015-07-08 14:15:00,2015-07-08 15:15:00,27669.96,27879.01,2015-07-09 14:15:00,27574.44,95.52000000000044,RSI Oversold,1807.0138157048293,172605.95967612608,162623.2202720937,1.626232202720937,2015
2015-07-10 09:15:00,2015-07-10 10:15:00,27627.78,27729.46,2015-07-10 10:15:00,27603.71,24.06999999999971,RSI Oversold,1809.7726274061833,43561.227141666306,33565.583264380475,0.3356558326438047,2015
2015-07-10 11:15:00,2015-07-10 12:15:00,27558.03,27729.46,2015-07-10 12:15:00,27624.85,-66.81999999999971,RSI Oversold,1814.3532030410013,-121235.08102719918,-131247.2045353019,-1.3124720453530188,2015
2015-07-13 09:15:00,2015-07-13 10:15:00,27666.72,27791.21,2015-07-13 10:15:00,27664.9,1.819999999999709,RSI Oversold,1807.225431854589,3289.150285974826,-6710.520798996577,-0.06710520798996576,2015
2015-07-21 15:15:00,2015-07-22 09:15:00,28159.32,28444.06,2015-07-22 09:15:00,28323.18,-163.86000000000058,RSI Oversold,1775.611058789772,-290951.62809329305,-300980.72325610236,-3.0098072325610237,2015
2015-07-23 15:15:00,2015-07-24 09:15:00,28339.88,28499.71,2015-07-24 09:15:00,28296.34,43.54000000000087,RSI Oversold,1764.2982256805603,76817.54474613314,66825.22650060775,0.6682522650060775,2015
2015-07-24 10:15:00,2015-07-24 11:15:00,28273.17,28402.64,2015-07-24 11:15:00,28290.03,-16.860000000000582,RSI Oversold,1768.461053359068,-29816.253359634917,-39819.234984970884,-0.39819234984970886,2015
2015-07-24 12:15:00,2015-07-24 13:15:00,28251.38,28330.28,2015-07-24 13:15:00,28188.76,62.62000000000262,RSI Oversold,1769.825049254231,110826.44458430458,100837.52722876302,1.0083752722876302,2015
2015-07-27 09:15:00,2015-07-27 10:15:00,27785.56,28251.55,2015-07-28 14:15:00,27461.16,324.40000000000146,RSI Oversold,1799.4958532417556,583756.4547916282,573814.8304371072,5.738148304371072,2015
2015-07-29 10:15:00,2015-07-29 11:15:00,27502.16,27591.65,2015-07-29 11:15:00,27495.01,7.150000000001455,RSI Oversold,1818.0390194806516,12998.978989289304,3000.278887188233,0.030002788871882333,2015
2015-08-10 14:15:00,2015-08-10 15:15:00,28020.65,28389.26,2015-08-10 15:15:00,28032.03,-11.37999999999738,RSI Oversold,1784.3982919739549,-20306.45256265893,-30308.483207915204,-0.30308483207915204,2015
2015-08-11 10:15:00,2015-08-11 11:15:00,28059.27,28205.12,2015-08-11 11:15:00,27980.49,78.77999999999884,RSI Oversold,1781.942295719026,140381.4140567428,130395.45219814847,1.3039545219814848,2015
2015-08-11 12:15:00,2015-08-11 13:15:00,27898.59,28116.26,2015-08-11 13:15:00,27841.24,57.349999999998545,RSI Oversold,1792.2052691551796,102782.97218604694,92793.25048326555,0.9279325048326555,2015
