,Index,Strike,Option Type,Expiry,Signal Generated At,Trade Type,Entry Time,Entry Price,Initial SL,Target,Exit Time,Exit Price,Points Captured,Slippages,After Costs,PnL,Remarks,Qty,ROI%,Trade Year,Trade Month
246,bnf,28000,C,2018-08-30,2018-08-24 13:30:00,SELL,2018-08-24 13:35:00,130.95,196.42499999999998,10,2018-08-27 09:15:00,196.42499999999998,-65.475,3.27375,-68.74875,-14437.237500000001,Initial SL Hit,210,-1.4437237500000002,2018,8
247,bnf,28000,C,2018-08-30,2018-08-28 09:40:00,SELL,2018-08-28 09:45:00,245.2,367.79999999999995,10,2018-08-29 09:20:00,367.79999999999995,-122.59999999999997,6.13,-128.72999999999996,-27033.299999999992,Initial SL Hit,210,-2.7033299999999993,2018,8
248,bnf,28000,C,2018-08-30,2018-08-29 12:55:00,SELL,2018-08-29 13:00:00,320.0,480.0,10,2018-08-30 15:20:00,97.55,222.45,4.1755,218.2745,45837.645,Expiry Exit,210,4.5837645,2018,8
249,bnf,28000,P,2018-08-30,2018-08-27 09:15:00,SELL,2018-08-27 09:20:00,60.0,90.0,10,2018-08-30 09:15:00,10.0,50.0,0.7000000000000001,49.3,10353.0,Target Hit,210,1.0352999999999999,2018,8
250,bnf,28000,C,2018-09-06,2018-08-31 13:25:00,SELL,2018-08-31 13:30:00,214.0,321.0,10,2018-09-04 15:25:00,10.0,204.0,2.24,201.76,42369.6,Target Hit,210,4.23696,2018,8
251,bnf,28000,P,2018-09-06,2018-09-06 15:25:00,SELL,2018-08-31 09:15:00,506.0,759.0,10,2018-09-05 12:50:00,759.0,-253.0,12.65,-265.65,-55786.49999999999,Initial SL Hit,210,-5.57865,2018,8
252,bnf,28000,P,2018-09-06,2018-09-05 15:10:00,SELL,2018-09-05 15:15:00,550.0,825.0,10,2018-09-06 15:20:00,525.0,25.0,10.75,14.25,2992.5,Expiry Exit,210,0.29925,2018,9
253,bnf,27400,C,2018-09-12,2018-09-10 09:25:00,SELL,2018-09-10 09:30:00,131.0,196.5,10,2018-09-11 14:30:00,10.0,121.0,1.41,119.59,26907.75,Target Hit,225,2.690775,2018,9
254,bnf,27400,P,2018-09-12,2018-09-12 15:25:00,SELL,2018-09-07 09:15:00,545.8,818.6999999999999,10,2018-09-12 15:20:00,564.35,-18.550000000000068,11.101500000000001,-29.65150000000007,-6671.587500000016,Expiry Exit,225,-0.6671587500000016,2018,9
255,bnf,27100,C,2018-09-19,2018-09-17 09:15:00,SELL,2018-09-17 09:20:00,58.45,87.67500000000001,10,2018-09-18 13:55:00,10.0,48.45,0.6845,47.7655,10747.237500000001,Target Hit,225,1.0747237500000002,2018,9
256,bnf,26300,C,2018-09-27,2018-09-21 13:25:00,SELL,2018-09-21 13:30:00,107.3,160.95,10,2018-09-24 13:40:00,10.0,97.3,1.173,96.127,21628.575,Target Hit,225,2.1628575,2018,9
257,bnf,26300,P,2018-09-27,2018-09-25 11:00:00,SELL,2018-09-25 11:05:00,1050.0,1575.0,10,2018-09-27 15:20:00,1246.75,-196.75,22.9675,-219.7175,-49436.4375,Expiry Exit,225,-4.94364375,2018,9
258,bnf,25100,C,2018-10-04,2018-09-28 13:50:00,SELL,2018-09-28 13:55:00,257.5,386.25,10,2018-10-01 15:20:00,386.25,-128.75,6.4375,-135.1875,-32445.0,Initial SL Hit,240,-3.2445000000000004,2018,9
259,bnf,25100,C,2018-10-04,2018-10-03 12:50:00,SELL,2018-10-03 12:55:00,278.9,418.34999999999997,10,2018-10-04 09:15:00,10.0,268.9,2.889,266.01099999999997,63842.63999999999,Target Hit,240,6.384263999999999,2018,10
260,bnf,25100,P,2018-10-04,2018-10-04 15:25:00,SELL,2018-09-28 09:15:00,268.95,403.42499999999995,10,2018-10-01 09:15:00,403.42499999999995,-134.47499999999997,6.72375,-141.19874999999996,-33887.69999999999,Initial SL Hit,240,-3.388769999999999,2018,9
261,bnf,25100,P,2018-10-04,2018-10-01 12:50:00,SELL,2018-10-01 12:55:00,290.3,435.45000000000005,10,2018-10-04 13:15:00,435.45000000000005,-145.15000000000003,7.2575,-152.40750000000003,-36577.8,Initial SL Hit,240,-3.6577800000000003,2018,10
262,bnf,25100,P,2018-10-04,2018-10-04 14:40:00,SELL,2018-10-04 14:45:00,252.5,378.75,10,2018-10-04 15:20:00,281.0,-28.5,5.335,-33.835,-8120.400000000001,Expiry Exit,240,-0.81204,2018,10
263,bnf,24700,C,2018-10-11,2018-10-05 13:40:00,SELL,2018-10-05 13:45:00,380.95,571.425,10,2018-10-10 14:15:00,571.425,-190.47499999999997,9.52375,-199.99874999999997,-47999.7,Initial SL Hit,240,-4.79997,2018,10
264,bnf,24700,C,2018-10-11,2018-10-11 09:25:00,SELL,2018-10-11 09:30:00,71.3,106.94999999999999,10,2018-10-11 11:45:00,106.94999999999999,-35.64999999999999,1.7825,-37.43249999999999,-8983.799999999997,Initial SL Hit,240,-0.8983799999999996,2018,10
265,bnf,24700,C,2018-10-11,2018-10-11 12:00:00,SELL,2018-10-11 12:05:00,123.55,185.325,10,2018-10-11 12:20:00,185.325,-61.77499999999999,3.08875,-64.86375,-15567.3,Initial SL Hit,240,-1.55673,2018,10
266,bnf,24700,C,2018-10-11,2018-10-11 12:25:00,SELL,2018-10-11 12:30:00,151.35,227.02499999999998,10,2018-10-11 12:50:00,227.02499999999998,-75.67499999999998,3.78375,-79.45874999999998,-19070.099999999995,Initial SL Hit,240,-1.9070099999999996,2018,10
267,bnf,24700,C,2018-10-11,2018-10-11 12:55:00,SELL,2018-10-11 13:00:00,205.3,307.95000000000005,10,2018-10-11 15:20:00,78.4,126.9,2.8370000000000006,124.063,29775.12,Expiry Exit,240,2.977512,2018,10
268,bnf,24700,P,2018-10-11,2018-10-05 13:30:00,SELL,2018-10-05 13:35:00,284.65,426.97499999999997,10,2018-10-05 15:10:00,426.97499999999997,-142.325,7.11625,-149.44125,-35865.9,Initial SL Hit,240,-3.5865899999999997,2018,10
269,bnf,24700,P,2018-10-11,2018-10-08 13:05:00,SELL,2018-10-08 13:10:00,388.9,583.3499999999999,10,2018-10-10 15:25:00,10.0,378.9,3.989,374.911,89978.64,Target Hit,240,8.997864,2018,10
270,bnf,25000,C,2018-10-17,2018-10-12 14:15:00,SELL,2018-10-12 14:20:00,513.0,769.5,10,2018-10-17 09:15:00,769.5,-256.5,12.825000000000001,-269.325,-64638.0,Initial SL Hit,240,-6.4638,2018,10
271,bnf,25000,C,2018-10-17,2018-10-17 11:25:00,SELL,2018-10-17 11:30:00,633.3,949.9499999999999,10,2018-10-17 15:20:00,170.0,463.29999999999995,8.033,455.26699999999994,109264.07999999999,Expiry Exit,240,10.926407999999999,2018,10
272,bnf,25000,P,2018-10-17,2018-10-12 13:25:00,SELL,2018-10-12 13:30:00,150.1,225.14999999999998,10,2018-10-17 09:15:00,10.0,140.1,1.601,138.499,33239.76,Target Hit,240,3.323976,2018,10
273,bnf,25000,C,2018-10-25,2018-10-19 13:30:00,SELL,2018-10-19 13:35:00,280.35,420.52500000000003,10,2018-10-22 09:15:00,380.4,-100.04999999999995,6.6075,-106.65749999999996,-25597.79999999999,Gap Outside ISL,240,-2.559779999999999,2018,10
274,bnf,25000,C,2018-10-25,2018-10-22 09:35:00,SELL,2018-10-22 09:40:00,347.05,520.575,10,2018-10-25 14:05:00,10.0,337.05,3.5705,333.47950000000003,80035.08,Target Hit,240,8.003508,2018,10
275,bnf,25000,P,2018-10-25,2018-10-19 14:50:00,SELL,2018-10-19 14:55:00,270.5,405.75,10,2018-10-25 15:20:00,173.75,96.75,4.4425,92.3075,22153.800000000003,Expiry Exit,240,2.21538,2018,10
276,bnf,24800,P,2018-11-01,2018-10-26 13:35:00,SELL,2018-10-26 13:40:00,341.15,511.72499999999997,10,2018-10-26 15:15:00,511.72499999999997,-170.575,8.52875,-179.10375,-42984.899999999994,Initial SL Hit,240,-4.298489999999999,2018,10
277,bnf,24800,P,2018-11-01,2018-10-29 12:05:00,SELL,2018-10-29 12:10:00,320.35,480.52500000000003,10,2018-11-01 09:15:00,10.0,310.35,3.3035,307.04650000000004,73691.16,Target Hit,240,7.369116000000001,2018,10
278,bnf,25700,P,2018-11-15,2018-11-09 13:25:00,SELL,2018-11-09 13:30:00,213.0,319.5,10,2018-11-13 09:15:00,332.9,-119.89999999999998,5.459,-125.35899999999998,-30086.159999999996,Gap Outside ISL,240,-3.0086159999999995,2018,11
279,bnf,25700,P,2018-11-15,2018-11-13 13:00:00,SELL,2018-11-13 13:05:00,241.7,362.54999999999995,10,2018-11-15 09:15:00,10.0,231.7,2.517,229.183,55003.92,Target Hit,240,5.500392,2018,11
280,bnf,26200,C,2018-11-22,2018-11-16 13:45:00,SELL,2018-11-16 13:50:00,224.6,336.9,10,2018-11-22 14:15:00,10.0,214.6,2.346,212.254,47757.15,Target Hit,225,4.775715,2018,11
281,bnf,26200,P,2018-11-22,2018-11-16 13:25:00,SELL,2018-11-16 13:30:00,195.45,293.17499999999995,10,2018-11-22 15:20:00,198.0,-2.5500000000000114,3.9345,-6.484500000000011,-1459.0125000000025,Expiry Exit,225,-0.14590125000000026,2018,11
282,bnf,26100,P,2018-11-29,2018-11-26 13:25:00,SELL,2018-11-26 13:30:00,124.25,186.375,10,2018-11-29 09:15:00,10.0,114.25,1.3425,112.9075,25404.1875,Target Hit,225,2.54041875,2018,11
283,bnf,27000,C,2018-12-06,2018-11-30 13:35:00,SELL,2018-11-30 13:40:00,139.45,209.17499999999998,10,2018-12-05 14:45:00,10.0,129.45,1.4945,127.95549999999999,28789.987499999996,Target Hit,225,2.8789987499999996,2018,11
284,bnf,27000,P,2018-12-06,2018-12-06 15:25:00,SELL,2018-11-30 09:15:00,760.0,1140.0,10,2018-12-06 15:20:00,781.0,-21.0,15.41,-36.41,-8192.25,Expiry Exit,225,-0.819225,2018,11
285,bnf,26300,C,2018-12-13,2018-12-13 15:25:00,SELL,2018-12-07 09:15:00,484.0,726.0,10,2018-12-13 15:20:00,466.35,17.649999999999977,9.5035,8.146499999999977,1832.9624999999946,Expiry Exit,225,0.18329624999999947,2018,12
286,bnf,26300,P,2018-12-13,2018-12-07 13:30:00,SELL,2018-12-07 13:35:00,277.3,415.95000000000005,10,2018-12-10 15:00:00,415.95000000000005,-138.65000000000003,6.9325,-145.58250000000004,-32756.062500000007,Initial SL Hit,225,-3.275606250000001,2018,12
287,bnf,26300,P,2018-12-13,2018-12-11 11:40:00,SELL,2018-12-11 11:45:00,298.55,447.82500000000005,10,2018-12-11 12:10:00,447.82500000000005,-149.27500000000003,7.46375,-156.73875000000004,-35266.21875000001,Initial SL Hit,225,-3.526621875000001,2018,12
288,bnf,26300,P,2018-12-13,2018-12-11 12:25:00,SELL,2018-12-11 12:30:00,380.55,570.825,10,2018-12-13 09:15:00,10.0,370.55,3.9055000000000004,366.6445,82495.0125,Target Hit,225,8.24950125,2018,12
289,bnf,26800,C,2018-12-20,2018-12-14 13:40:00,SELL,2018-12-14 13:45:00,204.15,306.225,10,2018-12-17 10:35:00,306.225,-102.07500000000002,5.10375,-107.17875000000002,-24115.218750000004,Initial SL Hit,225,-2.4115218750000005,2018,12
290,bnf,26800,C,2018-12-20,2018-12-17 13:25:00,SELL,2018-12-17 13:30:00,276.1,414.15000000000003,10,2018-12-18 14:50:00,414.15000000000003,-138.05,6.9025,-144.95250000000001,-32614.312500000004,Initial SL Hit,225,-3.2614312500000007,2018,12
291,bnf,26800,C,2018-12-20,2018-12-19 14:15:00,SELL,2018-12-19 14:20:00,510.2,765.3,10,2018-12-20 15:20:00,465.5,44.69999999999999,9.757000000000001,34.942999999999984,7862.1749999999965,Expiry Exit,225,0.7862174999999997,2018,12
292,bnf,26800,P,2018-12-20,2018-12-14 13:25:00,SELL,2018-12-14 13:30:00,199.0,298.5,10,2018-12-19 09:15:00,10.0,189.0,2.09,186.91,42054.75,Target Hit,225,4.205475,2018,12
293,bnf,27300,C,2018-12-27,2018-12-21 13:25:00,SELL,2018-12-21 13:30:00,115.3,172.95,10,2018-12-26 09:15:00,10.0,105.3,1.253,104.047,23410.575,Target Hit,225,2.3410575,2018,12
294,bnf,27300,P,2018-12-27,2018-12-24 12:35:00,SELL,2018-12-24 12:40:00,390.0,585.0,10,2018-12-26 09:15:00,698.3,-308.29999999999995,10.883,-319.18299999999994,-71816.17499999999,Gap Outside ISL,225,-7.181617499999998,2018,12
295,bnf,27300,P,2018-12-27,2018-12-26 13:45:00,SELL,2018-12-26 13:50:00,460.0,690.0,10,2018-12-27 15:20:00,403.8,56.19999999999999,8.638,47.56199999999999,10701.449999999997,Expiry Exit,225,1.0701449999999997,2018,12
296,bnf,27000,C,2019-01-03,2018-12-28 14:25:00,SELL,2018-12-28 14:30:00,297.0,445.5,10,2019-01-03 14:45:00,10.0,287.0,3.0700000000000003,283.93,63884.25,Target Hit,225,6.388425000000001,2018,12
297,bnf,27000,P,2019-01-03,2018-12-28 13:25:00,SELL,2018-12-28 13:30:00,112.05,168.075,10,2019-01-03 15:00:00,10.0,102.05,1.2205,100.8295,22686.6375,Target Hit,225,2.2686637500000004,2018,12
298,bnf,27000,C,2019-01-10,2019-01-10 15:25:00,SELL,2019-01-04 09:15:00,511.5,767.25,10,2019-01-10 15:20:00,512.0,-0.5,10.235,-10.735,-2415.375,Expiry Exit,225,-0.2415375,2019,1
299,bnf,27000,P,2019-01-10,2019-01-04 13:25:00,SELL,2019-01-04 13:30:00,102.85,154.27499999999998,10,2019-01-04 14:15:00,154.27499999999998,-51.42499999999998,2.57125,-53.99624999999998,-12149.156249999996,Initial SL Hit,225,-1.2149156249999995,2019,1
300,bnf,27000,P,2019-01-10,2019-01-04 14:25:00,SELL,2019-01-04 14:30:00,133.8,200.70000000000002,10,2019-01-09 09:15:00,10.0,123.80000000000001,1.4380000000000002,122.36200000000001,27531.45,Target Hit,225,2.7531450000000004,2019,1
301,bnf,27600,C,2019-01-17,2019-01-11 13:25:00,SELL,2019-01-11 13:30:00,154.0,231.0,10,2019-01-17 11:30:00,10.0,144.0,1.6400000000000001,142.36,29895.600000000002,Target Hit,210,2.98956,2019,1
302,bnf,27600,P,2019-01-17,2019-01-11 14:40:00,SELL,2019-01-11 14:45:00,218.15,327.225,10,2019-01-14 09:15:00,327.225,-109.07500000000002,5.45375,-114.52875000000002,-24051.037500000002,Initial SL Hit,210,-2.40510375,2019,1
303,bnf,27600,P,2019-01-17,2019-01-14 13:30:00,SELL,2019-01-14 13:35:00,343.85,515.7750000000001,10,2019-01-17 15:00:00,10.0,333.85,3.5385000000000004,330.3115,69365.41500000001,Target Hit,210,6.9365415000000015,2019,1
304,bnf,27600,C,2019-01-24,2019-01-18 13:45:00,SELL,2019-01-18 13:50:00,152.0,228.0,10,2019-01-24 09:15:00,10.0,142.0,1.62,140.38,29479.8,Target Hit,210,2.9479800000000003,2019,1
305,bnf,27600,P,2019-01-24,2019-01-24 15:25:00,SELL,2019-01-18 09:15:00,297.0,445.5,10,2019-01-24 15:00:00,445.5,-148.5,7.425,-155.925,-32744.250000000004,Initial SL Hit,210,-3.2744250000000004,2019,1
306,bnf,27600,P,2019-01-24,2019-01-24 15:20:00,SELL,2019-01-24 15:25:00,307.05,460.57500000000005,10,2019-01-24 15:25:00,297.0,10.050000000000011,6.0405,4.009500000000012,841.9950000000024,Expiry Exit,210,0.08419950000000023,2019,1
307,bnf,27300,C,2019-01-31,2019-01-25 13:25:00,SELL,2019-01-25 13:30:00,232.1,348.15,10,2019-01-30 09:35:00,10.0,222.1,2.421,219.679,49427.775,Target Hit,225,4.9427775,2019,1
308,bnf,27300,P,2019-01-31,2019-01-29 11:40:00,SELL,2019-01-29 11:45:00,570.0,855.0,10,2019-01-31 15:10:00,10.0,560.0,5.8,554.2,124695.00000000001,Target Hit,225,12.469500000000002,2019,1
309,bnf,27300,C,2019-02-07,2019-02-01 13:50:00,SELL,2019-02-01 13:55:00,201.35,302.025,10,2019-02-07 15:20:00,82.15,119.19999999999999,2.835,116.365,26182.125,Expiry Exit,225,2.6182125000000003,2019,2
310,bnf,27300,P,2019-02-07,2019-02-01 13:25:00,SELL,2019-02-01 13:30:00,154.65,231.97500000000002,10,2019-02-01 13:45:00,231.97500000000002,-77.32500000000002,3.86625,-81.19125000000001,-18268.031250000004,Initial SL Hit,225,-1.8268031250000003,2019,2
311,bnf,27300,P,2019-02-07,2019-02-04 12:25:00,SELL,2019-02-04 12:30:00,379.85,569.7750000000001,10,2019-02-07 11:45:00,10.0,369.85,3.8985000000000003,365.9515,82339.08750000001,Target Hit,225,8.233908750000001,2019,2
312,bnf,27300,C,2019-02-14,2019-02-08 13:25:00,SELL,2019-02-08 13:30:00,181.35,272.025,10,2019-02-08 14:05:00,272.025,-90.67499999999998,4.53375,-95.20874999999998,-21421.968749999996,Initial SL Hit,225,-2.142196875,2019,2
313,bnf,27300,C,2019-02-14,2019-02-08 15:10:00,SELL,2019-02-08 15:15:00,155.95,233.92499999999998,10,2019-02-13 15:10:00,10.0,145.95,1.6595,144.29049999999998,32465.362499999996,Target Hit,225,3.2465362499999997,2019,2
314,bnf,27300,P,2019-02-14,2019-02-14 15:25:00,SELL,2019-02-08 09:15:00,299.0,448.5,10,2019-02-14 15:20:00,310.0,-11.0,6.09,-17.09,-3845.25,Expiry Exit,225,-0.384525,2019,2
315,bnf,27000,C,2019-02-21,2019-02-15 13:40:00,SELL,2019-02-15 13:45:00,125.0,187.5,10,2019-02-21 15:20:00,41.6,83.4,1.666,81.73400000000001,18390.15,Expiry Exit,225,1.839015,2019,2
316,bnf,27000,P,2019-02-21,2019-02-15 15:05:00,SELL,2019-02-15 15:10:00,270.0,405.0,10,2019-02-21 14:20:00,10.0,260.0,2.8000000000000003,257.2,57870.0,Target Hit,225,5.787,2019,2
317,bnf,27000,C,2019-02-28,2019-02-22 13:25:00,SELL,2019-02-22 13:30:00,167.85,251.77499999999998,10,2019-02-25 15:05:00,251.77499999999998,-83.92499999999998,4.19625,-88.12124999999999,-19827.281249999996,Initial SL Hit,225,-1.9827281249999995,2019,2
318,bnf,27000,C,2019-02-28,2019-02-26 09:15:00,SELL,2019-02-26 09:20:00,97.4,146.10000000000002,10,2019-02-26 12:35:00,146.10000000000002,-48.70000000000002,2.4350000000000005,-51.13500000000002,-11505.375000000004,Initial SL Hit,225,-1.1505375000000004,2019,2
319,bnf,27000,C,2019-02-28,2019-02-26 12:40:00,SELL,2019-02-26 12:45:00,154.9,232.35000000000002,10,2019-02-27 10:45:00,232.35000000000002,-77.45000000000002,3.8725,-81.32250000000002,-18297.562500000004,Initial SL Hit,225,-1.8297562500000004,2019,2
320,bnf,27000,C,2019-02-28,2019-02-27 11:55:00,SELL,2019-02-27 12:00:00,134.3,201.45000000000002,10,2019-02-28 12:35:00,10.0,124.30000000000001,1.443,122.85700000000001,27642.825000000004,Target Hit,225,2.7642825,2019,2
321,bnf,26900,C,2019-03-07,2019-03-01 13:30:00,SELL,2019-03-01 13:35:00,250.0,375.0,10,2019-03-05 12:30:00,375.0,-125.0,6.25,-131.25,-29531.25,Initial SL Hit,225,-2.953125,2019,3
322,bnf,26900,C,2019-03-07,2019-03-06 13:20:00,SELL,2019-03-06 13:25:00,600.0,900.0,10,2019-03-07 15:20:00,841.2,-241.20000000000005,14.412,-255.61200000000005,-57512.70000000001,Expiry Exit,225,-5.751270000000002,2019,3
323,bnf,26900,P,2019-03-07,2019-03-01 13:30:00,SELL,2019-03-01 13:35:00,136.2,204.29999999999998,10,2019-03-06 09:15:00,10.0,126.19999999999999,1.462,124.73799999999999,28066.049999999996,Target Hit,225,2.8066049999999994,2019,3
324,bnf,27700,C,2019-03-14,2019-03-11 14:10:00,SELL,2019-03-11 14:15:00,322.0,483.0,10,2019-03-12 09:15:00,483.0,-161.0,8.05,-169.05,-35500.5,Initial SL Hit,210,-3.5500499999999997,2019,3
325,bnf,27700,C,2019-03-14,2019-03-14 13:00:00,SELL,2019-03-14 13:05:00,1135.0,1702.5,10,2019-03-14 15:20:00,1212.15,-77.15000000000009,23.471500000000002,-100.6215000000001,-21130.51500000002,Expiry Exit,210,-2.113051500000002,2019,3
326,bnf,27700,P,2019-03-14,2019-03-08 13:25:00,SELL,2019-03-08 13:30:00,170.0,255.0,10,2019-03-13 09:15:00,10.0,160.0,1.8,158.2,33222.0,Target Hit,210,3.3222,2019,3
327,bnf,29000,C,2019-03-20,2019-03-18 11:45:00,SELL,2019-03-18 11:50:00,535.5,803.25,10,2019-03-19 09:15:00,803.25,-267.75,13.387500000000001,-281.1375,-59038.875,Initial SL Hit,210,-5.9038875,2019,3
328,bnf,29000,C,2019-03-20,2019-03-20 09:15:00,SELL,2019-03-20 09:20:00,690.95,1036.4250000000002,10,2019-03-20 15:20:00,809.0,-118.04999999999995,14.999500000000001,-133.04949999999997,-27940.394999999993,Expiry Exit,210,-2.7940394999999993,2019,3
329,bnf,29000,P,2019-03-20,2019-03-15 13:30:00,SELL,2019-03-15 13:35:00,91.0,136.5,10,2019-03-19 12:40:00,10.0,81.0,1.01,79.99,16797.899999999998,Target Hit,210,1.6797899999999997,2019,3
330,bnf,29900,P,2019-03-28,2019-03-26 09:20:00,SELL,2019-03-26 09:25:00,520.0,780.0,10,2019-03-28 12:05:00,10.0,510.0,5.3,504.7,98416.5,Target Hit,195,9.84165,2019,3
331,bnf,30500,C,2019-04-04,2019-03-29 13:35:00,SELL,2019-03-29 13:40:00,322.0,483.0,10,2019-04-04 11:45:00,10.0,312.0,3.3200000000000003,308.68,60192.6,Target Hit,195,6.01926,2019,3
332,bnf,30000,C,2019-04-11,2019-04-05 13:25:00,SELL,2019-04-05 13:30:00,262.6,393.90000000000003,10,2019-04-11 11:05:00,10.0,252.60000000000002,2.7260000000000004,249.87400000000002,48725.43000000001,Target Hit,195,4.872543,2019,4
333,bnf,30000,P,2019-04-11,2019-04-11 15:30:00,SELL,2019-04-05 09:15:00,210.0,315.0,10,2019-04-08 14:20:00,315.0,-105.0,5.25,-110.25,-21498.75,Initial SL Hit,195,-2.149875,2019,4
334,bnf,30000,P,2019-04-11,2019-04-09 12:30:00,SELL,2019-04-09 12:35:00,295.0,442.5,10,2019-04-11 15:20:00,203.3,91.69999999999999,4.9830000000000005,86.71699999999998,16909.815,Expiry Exit,195,1.6909815,2019,4
335,bnf,29800,C,2019-04-18,2019-04-18 15:25:00,SELL,2019-04-12 09:15:00,382.7,574.05,10,2019-04-16 09:50:00,574.05,-191.34999999999997,9.5675,-200.91749999999996,-39178.91249999999,Initial SL Hit,195,-3.917891249999999,2019,4
336,bnf,29800,C,2019-04-18,2019-04-18 10:25:00,SELL,2019-04-18 10:30:00,551.25,826.875,10,2019-04-18 15:20:00,397.05,154.2,9.483,144.71699999999998,28219.815,Expiry Exit,195,2.8219814999999997,2019,4
337,bnf,29800,P,2019-04-18,2019-04-12 13:25:00,SELL,2019-04-12 13:30:00,192.1,288.15,10,2019-04-16 14:00:00,10.0,182.1,2.021,180.079,35115.405,Target Hit,195,3.5115404999999997,2019,4
338,bnf,30300,C,2019-04-25,2019-04-22 13:25:00,SELL,2019-04-22 13:30:00,65.15,97.72500000000001,10,2019-04-24 09:40:00,10.0,55.150000000000006,0.7515000000000001,54.398500000000006,10607.7075,Target Hit,195,1.06077075,2019,4
339,bnf,30300,P,2019-04-25,2019-04-23 12:45:00,SELL,2019-04-23 12:50:00,540.0,810.0,10,2019-04-23 15:00:00,810.0,-270.0,13.5,-283.5,-55282.5,Initial SL Hit,195,-5.52825,2019,4
340,bnf,30300,P,2019-04-25,2019-04-24 13:50:00,SELL,2019-04-24 13:55:00,767.45,1151.1750000000002,10,2019-04-25 15:20:00,733.4,34.05000000000007,15.0085,19.04150000000007,3713.092500000014,Expiry Exit,195,0.37130925000000137,2019,4
341,bnf,29800,C,2019-05-02,2019-04-26 13:30:00,SELL,2019-04-26 13:35:00,146.2,219.29999999999998,10,2019-04-26 13:55:00,219.29999999999998,-73.1,3.6550000000000002,-76.755,-14967.224999999999,Initial SL Hit,195,-1.4967225,2019,4
342,bnf,29800,C,2019-05-02,2019-04-30 09:45:00,SELL,2019-04-30 09:50:00,136.55,204.82500000000002,10,2019-05-02 14:50:00,10.0,126.55000000000001,1.4655000000000002,125.0845,24391.4775,Target Hit,195,2.43914775,2019,4
343,bnf,29800,P,2019-05-02,2019-04-26 13:25:00,SELL,2019-04-26 13:30:00,226.4,339.6,10,2019-05-02 15:20:00,86.55,139.85000000000002,3.1295,136.72050000000002,26660.4975,Expiry Exit,195,2.66604975,2019,4
344,bnf,29800,C,2019-05-09,2019-05-03 15:20:00,SELL,2019-05-03 15:25:00,310.85,466.27500000000003,10,2019-05-08 13:20:00,10.0,300.85,3.2085000000000004,297.6415,58040.0925,Target Hit,195,5.80400925,2019,5
345,bnf,29800,P,2019-05-09,2019-05-03 13:30:00,SELL,2019-05-03 13:35:00,154.7,232.04999999999998,10,2019-05-06 09:15:00,280.75,-126.05000000000001,4.3545,-130.4045,-25428.877500000002,Gap Outside ISL,195,-2.5428877500000002,2019,5
346,bnf,29800,P,2019-05-09,2019-05-06 13:35:00,SELL,2019-05-06 13:40:00,255.45,383.17499999999995,10,2019-05-07 14:45:00,383.17499999999995,-127.72499999999997,6.38625,-134.11124999999996,-26151.69374999999,Initial SL Hit,195,-2.6151693749999994,2019,5
347,bnf,29800,P,2019-05-09,2019-05-08 13:40:00,SELL,2019-05-08 13:45:00,580.05,870.0749999999999,10,2019-05-09 09:15:00,870.0749999999999,-290.025,14.50125,-304.52625,-59382.61875,Initial SL Hit,195,-5.938261875,2019,5
348,bnf,29800,P,2019-05-09,2019-05-09 14:25:00,SELL,2019-05-09 14:30:00,831.2,1246.8000000000002,10,2019-05-09 15:20:00,884.0,-52.799999999999955,17.152,-69.95199999999996,-13640.639999999992,Expiry Exit,195,-1.3640639999999993,2019,5
349,bnf,28900,C,2019-05-16,2019-05-10 13:25:00,SELL,2019-05-10 13:30:00,321.7,482.54999999999995,10,2019-05-16 09:15:00,10.0,311.7,3.317,308.383,64760.42999999999,Target Hit,210,6.476043,2019,5
350,bnf,28900,P,2019-05-16,2019-05-10 13:50:00,SELL,2019-05-10 13:55:00,202.0,303.0,10,2019-05-13 15:05:00,303.0,-101.0,5.05,-106.05,-22270.5,Initial SL Hit,210,-2.2270499999999998,2019,5
351,bnf,28900,P,2019-05-16,2019-05-14 13:00:00,SELL,2019-05-14 13:05:00,292.2,438.29999999999995,10,2019-05-16 15:20:00,21.55,270.65,3.1375,267.5125,56177.625,Expiry Exit,210,5.6177625,2019,5
352,bnf,28900,C,2019-05-23,2019-05-23 15:25:00,SELL,2019-05-17 09:15:00,1497.1,2245.6499999999996,10,2019-05-23 09:30:00,2480.0,-982.9000000000001,39.771,-1022.671,-214760.91,Gap Outside ISL,210,-21.476091,2019,5
353,bnf,28900,C,2019-05-23,2019-05-23 14:30:00,SELL,2019-05-23 14:35:00,1825.85,2738.7749999999996,10,2019-05-23 15:20:00,1484.95,340.89999999999986,33.108000000000004,307.79199999999986,64636.31999999997,Expiry Exit,210,6.463631999999997,2019,5
354,bnf,28900,P,2019-05-23,2019-05-17 13:25:00,SELL,2019-05-17 13:30:00,578.55,867.8249999999999,10,2019-05-23 09:30:00,10.0,568.55,5.8854999999999995,562.6645,118159.545,Target Hit,210,11.8159545,2019,5
355,bnf,30700,C,2019-05-30,2019-05-28 10:00:00,SELL,2019-05-28 10:10:00,831.45,1247.1750000000002,10,2019-05-30 15:20:00,814.3,17.15000000000009,16.4575,0.6925000000000914,135.03750000001781,Expiry Exit,195,0.01350375000000178,2019,5
