,Index,Strike,Option Type,Expiry,Signal Generated At,Trade Type,Entry Date,Entry Time,Entry Price,Initial SL,Target,Exit Time,Exit Price,Points Captured,Slippages,After Costs,PnL,Remarks,Qty,ROI%,Max Price,Min Price,Trade Year,Trade Month,Variation,Cumulative PnL,Cumulative ROI%,Running Max ROI%,Drawdown
29,BANKNIFTY,21500,C,2017-04-13,2017-04-10 12:30:00,SELL,2017-04-10,12:45:00,78.05,163.5,2,2017-04-11 10:30:00,163.5,-85.45,2.4155,-87.8655,-10543.86,Initial SL Hit,120.0,-1.054386,182.95,55.5,2017,4,"35, 4, 15m, N Candles High SL",131346.9975,13.13469975,14.18908575,-1.054386000000001
30,BANKNIFTY,21500,P,2017-04-13,2017-04-10 15:15:00,SELL,2017-04-11,09:15:00,73.0,182.5,2,2017-04-13 12:00:00,2.0,71.0,0.75,70.25,8430.0,Target Hit,120.0,0.843,182.5,1.95,2017,4,"35, 4, 15m, N Candles High SL",139776.9975,13.97769975,14.18908575,-0.21138600000000096
31,BANKNIFTY,21500,C,2017-04-13,2017-04-13 11:30:00,SELL,2017-04-13,11:45:00,229.0,281.4,2,2017-04-13 15:15:00,170.0,59.0,3.99,55.01,6601.2,Expiry Exit,120.0,0.66012,281.4,55.5,2017,4,"35, 4, 15m, N Candles High SL",146378.1975,14.637819749999998,14.637819749999998,0.0
32,BANKNIFTY,21700,P,2017-04-20,2017-04-18 13:45:00,SELL,2017-04-18,14:00:00,47.6,147.7,2,2017-04-19 09:15:00,147.7,-100.1,1.953,-102.053,-11480.9625,Initial SL Hit,112.5,-1.14809625,186.0,30.85,2017,4,"35, 4, 15m, N Candles High SL",134897.23500000002,13.489723499999998,14.637819749999998,-1.14809625
33,BANKNIFTY,21700,C,2017-04-20,2017-04-19 09:15:00,SELL,2017-04-19,09:30:00,42.1,256.0,2,2017-04-20 12:15:00,2.0,40.1,0.441,39.659,4461.6375,Target Hit,112.5,0.44616374999999997,256.0,2.0,2017,4,"35, 4, 15m, N Candles High SL",139358.87250000003,13.935887249999999,14.637819749999998,-0.7019324999999998
34,BANKNIFTY,21600,P,2017-04-27,2017-04-24 12:30:00,SELL,2017-04-24,12:45:00,56.35,285.9,2,2017-04-27 09:15:00,2.0,54.35,0.5835,53.7665,6048.73125,Target Hit,112.5,0.604873125,285.9,0.65,2017,4,"35, 4, 15m, N Candles High SL",145407.60375000004,14.540760374999998,14.637819749999998,-0.09705937500000061
1003,NIFTY,9200,P,2017-04-27,2017-04-24 14:30:00,SELL,2017-04-24,15:00:00,28.4,56.8,1,2017-04-27 09:00:00,1.0,27.4,0.294,27.106,10368.045,Target Hit,382.5,1.0368045,120.0,0.5,2017,4,"20, 4, 30m, 2% SL",155775.64875000005,15.577564874999998,15.577564874999998,0.0
35,BANKNIFTY,22300,P,2017-05-04,2017-05-02 13:00:00,SELL,2017-05-02,13:15:00,80.0,182.0,2,2017-05-04 10:00:00,2.0,78.0,0.8200000000000001,77.18,8682.75,Target Hit,112.5,0.8682749999999999,214.5,1.65,2017,5,"35, 4, 15m, N Candles High SL",164458.39875000005,16.445839874999997,16.445839874999997,0.0
36,BANKNIFTY,22300,C,2017-05-04,2017-05-03 10:30:00,SELL,2017-05-03,10:45:00,91.05,188.8,2,2017-05-04 09:15:00,185.95,-94.9,2.77,-97.67,-10987.875,Gap Outside ISL,112.5,-1.0987875,222.0,65.1,2017,5,"35, 4, 15m, N Candles High SL",153470.52375000005,15.347052374999997,16.445839874999997,-1.0987875000000003
37,BANKNIFTY,22800,P,2017-05-11,2017-05-08 13:00:00,SELL,2017-05-08,13:15:00,148.1,325.15,2,2017-05-11 12:45:00,2.0,146.1,1.501,144.599,16267.3875,Target Hit,112.5,1.62673875,325.15,1.35,2017,5,"35, 4, 15m, N Candles High SL",169737.91125000006,16.973791124999998,16.973791124999998,0.0
38,BANKNIFTY,22800,C,2017-05-11,2017-05-08 13:45:00,SELL,2017-05-08,14:00:00,97.65,123.1,2,2017-05-11 09:15:00,123.1,-25.44999999999999,2.2075,-27.657499999999988,-3111.4687499999986,Initial SL Hit,112.5,-0.3111468749999999,150.0,57.8,2017,5,"35, 4, 15m, N Candles High SL",166626.44250000006,16.66264425,16.973791124999998,-0.3111468749999986
39,BANKNIFTY,22800,P,2017-05-18,2017-05-15 13:30:00,SELL,2017-05-15,13:45:00,99.45,268.2,2,2017-05-18 15:15:00,96.0,3.450000000000003,1.9545,1.495500000000003,168.24375000000032,Expiry Exit,112.5,0.016824375,268.2,20.15,2017,5,"35, 4, 15m, N Candles High SL",166794.68625000006,16.679468625,16.973791124999998,-0.2943224999999998
40,BANKNIFTY,22800,C,2017-05-18,2017-05-18 10:00:00,SELL,2017-05-18,10:15:00,25.1,165.0,2,2017-05-18 14:30:00,2.0,23.1,0.271,22.829,2568.2625000000003,Target Hit,112.5,0.25682625000000003,165.0,1.25,2017,5,"35, 4, 15m, N Candles High SL",169362.94875000007,16.936294874999998,16.973791124999998,-0.03749625000000023
41,BANKNIFTY,22800,C,2017-05-25,2017-05-22 12:30:00,SELL,2017-05-22,12:45:00,99.55,182.0,2,2017-05-25 14:00:00,182.0,-82.45,2.8155,-85.2655,-9592.36875,Initial SL Hit,112.5,-0.959236875,269.95,2.1,2017,5,"35, 4, 15m, N Candles High SL",159770.58000000007,15.977057999999998,16.973791124999998,-0.9967331250000004
1004,NIFTY,9450,C,2017-05-25,2017-05-22 14:00:00,SELL,2017-05-22,14:30:00,36.0,72.0,1,2017-05-25 15:00:00,72.0,-36.0,1.08,-37.08,-13626.9,Initial SL Hit,367.5,-1.36269,84.7,1.55,2017,5,"20, 4, 30m, 2% SL",146143.68000000008,14.614367999999997,16.973791124999998,-2.359423125000001
42,BANKNIFTY,22800,P,2017-05-25,2017-05-24 12:30:00,SELL,2017-05-24,12:45:00,216.0,313.65,2,2017-05-24 14:00:00,313.65,-97.64999999999998,5.2965,-102.94649999999996,-11581.481249999999,Initial SL Hit,112.5,-1.158148125,322.15,71.75,2017,5,"35, 4, 15m, N Candles High SL",134562.19875000007,13.456219874999997,16.973791124999998,-3.5175712500000014
43,BANKNIFTY,22800,P,2017-05-25,2017-05-25 10:15:00,SELL,2017-05-25,10:30:00,113.0,337.3,2,2017-05-25 14:15:00,2.0,111.0,1.15,109.85,12358.125,Target Hit,112.5,1.2358125,337.3,1.65,2017,5,"35, 4, 15m, N Candles High SL",146920.32375000007,14.692032374999997,16.973791124999998,-2.2817587500000016
1005,NIFTY,9450,P,2017-05-25,2017-05-25 10:30:00,SELL,2017-05-25,11:00:00,32.35,64.7,1,2017-05-25 14:30:00,1.0,31.35,0.3335,31.0165,11398.56375,Target Hit,367.5,1.139856375,107.5,0.75,2017,5,"20, 4, 30m, 2% SL",158318.88750000007,15.831888749999997,16.973791124999998,-1.1419023750000008
44,BANKNIFTY,23200,P,2017-06-01,2017-05-29 13:15:00,SELL,2017-05-29,13:30:00,140.25,234.6,2,2017-06-01 14:45:00,2.0,138.25,1.4225,136.8275,14366.8875,Target Hit,105.0,1.43668875,274.0,0.8,2017,5,"35, 4, 15m, N Candles High SL",172685.77500000008,17.2685775,17.2685775,0.0
45,BANKNIFTY,23200,C,2017-06-01,2017-05-30 10:45:00,SELL,2017-05-30,11:00:00,101.65,237.95,2,2017-06-01 15:15:00,104.0,-2.3499999999999943,2.0565,-4.406499999999994,-462.6824999999994,Expiry Exit,105.0,-0.0462682499999999,237.95,54.85,2017,5,"35, 4, 15m, N Candles High SL",172223.0925000001,17.22230925,17.2685775,-0.04626825000000068
46,BANKNIFTY,23400,P,2017-06-08,2017-06-05 13:00:00,SELL,2017-06-05,13:15:00,114.4,171.3,2,2017-06-08 13:00:00,2.0,112.4,1.164,111.236,11679.78,Target Hit,105.0,1.1679780000000002,181.75,1.5,2017,6,"35, 4, 15m, N Candles High SL",183902.87250000008,18.39028725,18.39028725,0.0
47,BANKNIFTY,23500,P,2017-06-15,2017-06-12 13:15:00,SELL,2017-06-12,13:30:00,90.55,123.65,2,2017-06-12 14:30:00,123.65,-33.10000000000001,2.142,-35.24200000000001,-3700.410000000001,Initial SL Hit,105.0,-0.3700410000000001,137.6,57.0,2017,6,"35, 4, 15m, N Candles High SL",180202.46250000008,18.02024625,18.39028725,-0.3700410000000005
48,BANKNIFTY,23500,C,2017-06-15,2017-06-12 13:30:00,SELL,2017-06-12,13:45:00,130.1,227.45,2,2017-06-15 13:00:00,2.0,128.1,1.321,126.779,13311.795,Target Hit,105.0,1.3311795,227.45,1.85,2017,6,"35, 4, 15m, N Candles High SL",193514.2575000001,19.35142575,19.35142575,0.0
49,BANKNIFTY,23500,P,2017-06-15,2017-06-13 10:00:00,SELL,2017-06-13,10:15:00,74.05,130.0,2,2017-06-14 09:45:00,130.0,-55.95,2.0405,-57.9905,-6089.0025,Initial SL Hit,105.0,-0.60890025,145.0,56.25,2017,6,"35, 4, 15m, N Candles High SL",187425.2550000001,18.7425255,19.35142575,-0.6089002500000014
50,BANKNIFTY,23400,P,2017-06-22,2017-06-19 12:30:00,SELL,2017-06-19,12:45:00,31.1,112.15,2,2017-06-22 09:15:00,2.0,29.1,0.331,28.769,3020.7450000000003,Target Hit,105.0,0.3020745,112.15,0.7,2017,6,"35, 4, 15m, N Candles High SL",190446.0000000001,19.0446,19.35142575,-0.30682575000000156
51,BANKNIFTY,23400,C,2017-06-22,2017-06-21 11:45:00,SELL,2017-06-21,12:00:00,265.0,371.0,2,2017-06-22 10:00:00,371.0,-106.0,6.36,-112.36,-11797.8,Initial SL Hit,105.0,-1.17978,412.6,120.0,2017,6,"35, 4, 15m, N Candles High SL",178648.2000000001,17.864819999999998,19.35142575,-1.4866057500000025
52,BANKNIFTY,23800,C,2017-06-29,2017-06-27 12:45:00,SELL,2017-06-27,13:00:00,10.35,66.6,2,2017-06-29 09:15:00,2.0,8.35,0.1235,8.2265,863.7824999999999,Target Hit,105.0,0.08637824999999995,99.9,1.1,2017,6,"35, 4, 15m, N Candles High SL",179511.9825000001,17.951198249999997,19.35142575,-1.4002275000000033
1006,NIFTY,9650,C,2017-06-29,2017-06-27 15:00:00,SELL,2017-06-28,09:00:00,4.05,8.1,1,2017-06-28 15:00:00,1.0,3.05,0.0504999999999999,2.9995,1079.82,Target Hit,360.0,0.107982,40.05,1.0,2017,6,"20, 4, 30m, 2% SL",180591.8025000001,18.059180249999997,19.35142575,-1.2922455000000035
53,BANKNIFTY,23800,P,2017-06-29,2017-06-29 11:00:00,SELL,2017-06-29,11:15:00,400.0,686.75,2,2017-06-29 15:15:00,552.0,-152.0,9.52,-161.52,-16959.600000000002,Expiry Exit,105.0,-1.6959600000000001,747.7,143.75,2017,6,"35, 4, 15m, N Candles High SL",163632.2025000001,16.363220249999998,19.35142575,-2.988205500000003
54,BANKNIFTY,23100,P,2017-07-06,2017-07-03 13:45:00,SELL,2017-07-03,14:00:00,62.5,158.45,2,2017-07-06 09:15:00,2.0,60.5,0.645,59.855,6284.775,Target Hit,105.0,0.6284774999999999,207.05,1.7,2017,7,"35, 4, 15m, N Candles High SL",169916.9775000001,16.991697749999997,19.35142575,-2.359728000000004
55,BANKNIFTY,23100,C,2017-07-06,2017-07-04 13:00:00,SELL,2017-07-04,13:15:00,181.85,289.7,2,2017-07-05 15:15:00,289.7,-107.85,4.7155,-112.5655,-11819.3775,Initial SL Hit,105.0,-1.18193775,292.0,111.0,2017,7,"35, 4, 15m, N Candles High SL",158097.6000000001,15.809759999999997,19.35142575,-3.5416657500000035
56,BANKNIFTY,23500,P,2017-07-13,2017-07-10 15:00:00,SELL,2017-07-10,15:15:00,45.0,174.35,2,2017-07-13 09:15:00,2.0,43.0,0.47,42.53,4465.650000000001,Target Hit,105.0,0.44656500000000005,186.0,1.2,2017,7,"35, 4, 15m, N Candles High SL",162563.2500000001,16.256324999999997,19.35142575,-3.095100750000004
57,BANKNIFTY,23500,C,2017-07-13,2017-07-12 09:45:00,SELL,2017-07-12,10:00:00,95.3,246.0,2,2017-07-13 09:15:00,246.0,-150.7,3.4130000000000003,-154.113,-16181.865,Initial SL Hit,105.0,-1.6181865,345.7,84.0,2017,7,"35, 4, 15m, N Candles High SL",146381.3850000001,14.638138499999997,19.35142575,-4.713287250000004
58,BANKNIFTY,23900,P,2017-07-20,2017-07-17 12:30:00,SELL,2017-07-17,12:45:00,84.1,194.5,2,2017-07-20 09:15:00,2.0,82.1,0.861,81.23899999999999,8530.095,Target Hit,105.0,0.8530095,194.5,1.65,2017,7,"35, 4, 15m, N Candles High SL",154911.4800000001,15.491147999999997,19.35142575,-3.8602777500000034
59,BANKNIFTY,24200,P,2017-07-27,2017-07-24 13:15:00,SELL,2017-07-24,13:30:00,51.45,202.0,2,2017-07-27 09:15:00,2.0,49.45,0.5345000000000001,48.9155,5136.1275,Target Hit,105.0,0.51361275,202.0,0.5,2017,7,"35, 4, 15m, N Candles High SL",160047.6075000001,16.004760749999996,19.35142575,-3.346665000000005
1007,NIFTY,9900,P,2017-07-27,2017-07-25 10:30:00,SELL,2017-07-25,11:00:00,16.85,33.7,1,2017-07-27 09:00:00,1.0,15.85,0.1785,15.671500000000002,5524.20375,Target Hit,352.5,0.552420375,89.1,0.35,2017,7,"20, 4, 30m, 2% SL",165571.8112500001,16.557181124999996,19.35142575,-2.7942446250000046
60,BANKNIFTY,24700,P,2017-08-03,2017-07-31 12:30:00,SELL,2017-07-31,12:45:00,39.8,112.65,2,2017-08-03 15:15:00,20.7,19.1,0.605,18.495,1803.2625,Expiry Exit,97.5,0.18032625,122.0,2.15,2017,7,"35, 4, 15m, N Candles High SL",167375.0737500001,16.737507374999996,19.35142575,-2.6139183750000043
61,BANKNIFTY,24700,C,2017-08-03,2017-08-02 12:30:00,SELL,2017-08-02,12:45:00,441.0,482.0,2,2017-08-02 14:30:00,482.0,-41.0,9.23,-50.23,-4897.425,Initial SL Hit,97.5,-0.4897425,510.0,154.45,2017,8,"35, 4, 15m, N Candles High SL",162477.6487500001,16.247764874999998,19.35142575,-3.1036608750000028
62,BANKNIFTY,24700,C,2017-08-03,2017-08-02 15:15:00,SELL,2017-08-03,09:15:00,285.0,510.0,2,2017-08-03 15:00:00,2.0,283.0,2.87,280.13,27312.675,Target Hit,97.5,2.7312675,510.0,0.55,2017,8,"35, 4, 15m, N Candles High SL",189790.3237500001,18.979032375,19.35142575,-0.37239337500000147
63,BANKNIFTY,24600,P,2017-08-10,2017-08-07 12:30:00,SELL,2017-08-07,12:45:00,19.6,108.8,2,2017-08-08 10:00:00,108.8,-89.19999999999999,1.284,-90.484,-9500.82,Initial SL Hit,105.0,-0.950082,110.0,14.55,2017,8,"35, 4, 15m, N Candles High SL",180289.5037500001,18.028950375,19.35142575,-1.3224753749999998
64,BANKNIFTY,24600,C,2017-08-10,2017-08-08 10:30:00,SELL,2017-08-08,10:45:00,137.85,411.25,2,2017-08-10 09:15:00,2.0,135.85,1.3985,134.45149999999998,14117.407499999998,Target Hit,105.0,1.41174075,411.25,1.35,2017,8,"35, 4, 15m, N Candles High SL",194406.9112500001,19.440691125,19.440691125,0.0
65,BANKNIFTY,24000,P,2017-08-17,2017-08-14 12:30:00,SELL,2017-08-14,12:45:00,75.0,248.65,2,2017-08-17 09:15:00,2.0,73.0,0.77,72.23,7584.15,Target Hit,105.0,0.758415,248.65,1.3,2017,8,"35, 4, 15m, N Candles High SL",201991.0612500001,20.199106125,20.199106125,0.0
66,BANKNIFTY,24000,C,2017-08-17,2017-08-14 15:15:00,SELL,2017-08-16,09:15:00,201.1,303.45,2,2017-08-16 13:15:00,303.45,-102.35,5.0455,-107.3955,-11276.5275,Initial SL Hit,105.0,-1.12765275,333.45,65.5,2017,8,"35, 4, 15m, N Candles High SL",190714.5337500001,19.071453375,20.199106125,-1.1276527499999993
67,BANKNIFTY,24100,P,2017-08-24,2017-08-21 13:15:00,SELL,2017-08-21,13:30:00,148.05,261.9,2,2017-08-21 15:15:00,261.9,-113.84999999999997,4.0995,-117.94949999999996,-12384.697499999998,Initial SL Hit,105.0,-1.2384697499999997,306.9,102.55,2017,8,"35, 4, 15m, N Candles High SL",178329.83625000008,17.832983625,20.199106125,-2.3661224999999995
68,BANKNIFTY,24100,C,2017-08-24,2017-08-21 13:45:00,SELL,2017-08-21,14:00:00,147.3,250.0,2,2017-08-23 14:30:00,250.0,-102.7,3.973,-106.673,-11200.665,Initial SL Hit,105.0,-1.1200665,267.65,63.35,2017,8,"35, 4, 15m, N Candles High SL",167129.17125000007,16.712917125,20.199106125,-3.4861889999999995
69,BANKNIFTY,24100,P,2017-08-24,2017-08-23 10:00:00,SELL,2017-08-23,10:15:00,79.05,298.75,2,2017-08-24 14:15:00,2.0,77.05,0.8105,76.23949999999999,8005.147499999999,Target Hit,105.0,0.8005147499999998,306.9,1.5,2017,8,"35, 4, 15m, N Candles High SL",175134.31875000006,17.513431875000002,20.199106125,-2.685674249999998
70,BANKNIFTY,24400,C,2017-08-31,2017-08-29 12:30:00,SELL,2017-08-29,12:45:00,53.7,173.25,2,2017-08-31 14:45:00,2.0,51.7,0.557,51.143,5370.015,Target Hit,105.0,0.5370015,173.25,1.2,2017,8,"35, 4, 15m, N Candles High SL",180504.33375000008,18.050433375,20.199106125,-2.1486727499999994
1008,NIFTY,9900,C,2017-08-31,2017-08-29 14:00:00,SELL,2017-08-29,14:30:00,8.2,16.4,1,2017-08-30 09:00:00,16.4,-8.2,0.246,-8.446,-2977.2149999999997,Initial SL Hit,352.5,-0.2977215,65.3,7.5,2017,8,"20, 4, 30m, 2% SL",177527.11875000008,17.752711875,20.199106125,-2.446394250000001
71,BANKNIFTY,24400,P,2017-08-31,2017-08-30 10:15:00,SELL,2017-08-30,10:30:00,136.6,338.4,2,2017-08-31 15:15:00,79.0,57.6,2.156,55.444,5821.62,Expiry Exit,105.0,0.582162,338.4,70.05,2017,8,"35, 4, 15m, N Candles High SL",183348.73875000008,18.334873875,20.199106125,-1.8642322500000006
1009,NIFTY,9900,P,2017-08-31,2017-08-30 13:30:00,SELL,2017-08-30,14:00:00,27.4,54.8,1,2017-08-31 15:00:00,1.0,26.4,0.284,26.116,9205.89,Target Hit,352.5,0.920589,120.0,0.05,2017,8,"20, 4, 30m, 2% SL",192554.6287500001,19.255462875,20.199106125,-0.9436432500000009
72,BANKNIFTY,24400,C,2017-09-07,2017-09-04 13:00:00,SELL,2017-09-04,13:15:00,70.45,193.7,2,2017-09-07 15:00:00,2.0,68.45,0.7245,67.7255,7111.1775,Target Hit,105.0,0.71111775,193.7,0.2,2017,9,"35, 4, 15m, N Candles High SL",199665.80625000008,19.966580625,20.199106125,-0.23252550000000127
73,BANKNIFTY,24400,P,2017-09-07,2017-09-05 13:30:00,SELL,2017-09-05,13:45:00,134.3,295.6,2,2017-09-07 15:15:00,89.9,44.400000000000006,2.2420000000000004,42.15800000000001,4426.590000000001,Expiry Exit,105.0,0.44265900000000014,295.6,30.0,2017,9,"35, 4, 15m, N Candles High SL",204092.39625000008,20.409239624999998,20.409239624999998,0.0
74,BANKNIFTY,24400,P,2017-09-14,2017-09-11 12:30:00,SELL,2017-09-11,12:45:00,42.6,224.0,2,2017-09-14 09:15:00,2.0,40.6,0.446,40.154,4216.17,Target Hit,105.0,0.421617,224.0,0.35,2017,9,"35, 4, 15m, N Candles High SL",208308.5662500001,20.830856625,20.830856625,0.0
75,BANKNIFTY,24800,P,2017-09-21,2017-09-18 12:30:00,SELL,2017-09-18,12:45:00,29.3,137.4,2,2017-09-21 15:00:00,2.0,27.3,0.313,26.987,2631.2325,Target Hit,97.5,0.26312325,143.0,1.8,2017,9,"35, 4, 15m, N Candles High SL",210939.7987500001,21.093979875,21.093979875,0.0
76,BANKNIFTY,24800,C,2017-09-21,2017-09-19 12:30:00,SELL,2017-09-19,12:45:00,241.0,314.3,2,2017-09-21 15:00:00,2.0,239.0,2.43,236.57,23065.575,Target Hit,97.5,2.3065575000000003,314.3,2.0,2017,9,"35, 4, 15m, N Candles High SL",234005.37375000012,23.400537375,23.400537375,0.0
77,BANKNIFTY,24700,C,2017-09-28,2017-09-25 12:30:00,SELL,2017-09-25,12:45:00,9.65,103.2,2,2017-09-27 14:00:00,2.0,7.65,0.1165,7.5335,734.51625,Target Hit,97.5,0.073451625,174.1,1.8,2017,9,"35, 4, 15m, N Candles High SL",234739.8900000001,23.473989,23.473989,0.0
1010,NIFTY,10100,C,2017-09-28,2017-09-25 14:30:00,SELL,2017-09-25,15:00:00,3.65,7.3,1,2017-09-27 10:00:00,1.0,2.65,0.0465,2.6035,898.2075,Target Hit,345.0,0.08982075,55.35,0.85,2017,9,"20, 4, 30m, 2% SL",235638.0975000001,23.56380975,23.56380975,0.0
78,BANKNIFTY,24700,P,2017-09-28,2017-09-26 14:00:00,SELL,2017-09-26,14:15:00,436.1,636.1,2,2017-09-27 10:30:00,636.1,-200.0,10.722,-210.722,-20545.395,Initial SL Hit,97.5,-2.0545395,691.95,137.3,2017,9,"35, 4, 15m, N Candles High SL",215092.7025000001,21.50927025,23.56380975,-2.0545395000000006
79,BANKNIFTY,24100,C,2017-10-05,2017-10-03 12:45:00,SELL,2017-10-03,13:00:00,139.05,229.75,2,2017-10-05 15:00:00,2.0,137.05,1.4105,135.6395,14242.1475,Target Hit,105.0,1.42421475,229.75,0.4,2017,10,"35, 4, 15m, N Candles High SL",229334.8500000001,22.933485,23.56380975,-0.6303247499999998
80,BANKNIFTY,24100,P,2017-10-05,2017-10-04 10:45:00,SELL,2017-10-04,11:00:00,110.6,237.65,2,2017-10-05 15:15:00,37.05,73.55,1.4764999999999997,72.0735,7567.7175,Expiry Exit,105.0,0.75677175,237.65,11.25,2017,10,"35, 4, 15m, N Candles High SL",236902.5675000001,23.69025675,23.69025675,0.0
81,BANKNIFTY,24100,P,2017-10-12,2017-10-09 12:30:00,SELL,2017-10-09,12:45:00,57.75,113.5,2,2017-10-12 09:15:00,113.5,-55.75,1.7125,-57.4625,-6033.5625,Initial SL Hit,105.0,-0.60335625,140.0,4.75,2017,10,"35, 4, 15m, N Candles High SL",230869.0050000001,23.0869005,23.69025675,-0.6033562500000009
82,BANKNIFTY,24100,C,2017-10-12,2017-10-11 14:00:00,SELL,2017-10-11,14:15:00,63.45,344.8,2,2017-10-12 15:15:00,251.0,-187.55,3.1445,-190.6945,-20022.9225,Expiry Exit,105.0,-2.00229225,344.8,18.4,2017,10,"35, 4, 15m, N Candles High SL",210846.08250000008,21.08460825,23.69025675,-2.605648500000001
83,BANKNIFTY,24100,P,2017-10-26,2017-10-24 13:15:00,SELL,2017-10-24,13:30:00,85.05,248.85,2,2017-10-25 09:15:00,2.0,83.05,0.8704999999999999,82.17949999999999,8628.8475,Target Hit,105.0,0.86288475,297.55,1.55,2017,10,"35, 4, 15m, N Candles High SL",219474.93000000008,21.947492999999998,23.69025675,-1.7427637500000017
1011,NIFTY,10200,P,2017-10-26,2017-10-24 14:00:00,SELL,2017-10-24,14:30:00,34.75,69.5,1,2017-10-26 12:00:00,1.0,33.75,0.3575,33.3925,11520.4125,Target Hit,345.0,1.15204125,100.0,1.0,2017,10,"20, 4, 30m, 2% SL",230995.3425000001,23.099534249999998,23.69025675,-0.5907225000000018
84,BANKNIFTY,24900,P,2017-11-02,2017-10-30 13:00:00,SELL,2017-10-30,13:15:00,97.0,192.1,2,2017-11-02 09:15:00,2.0,95.0,0.99,94.01,9165.975,Target Hit,97.5,0.9165975,221.95,0.5,2017,10,"35, 4, 15m, N Candles High SL",240161.3175000001,24.01613175,24.01613175,0.0
85,BANKNIFTY,24900,C,2017-11-02,2017-10-31 09:45:00,SELL,2017-10-31,10:00:00,190.5,254.45,2,2017-11-01 09:15:00,414.1,-223.6,6.046,-229.646,-22390.485,Gap Outside ISL,97.5,-2.2390485,432.45,142.0,2017,10,"35, 4, 15m, N Candles High SL",217770.83250000008,21.77708325,24.01613175,-2.239048499999999
86,BANKNIFTY,25500,P,2017-11-09,2017-11-06 12:30:00,SELL,2017-11-06,12:45:00,94.85,205.05,2,2017-11-07 13:30:00,205.05,-110.20000000000002,2.999,-113.199,-11036.902500000002,Initial SL Hit,97.5,-1.1036902500000003,223.55,80.0,2017,11,"35, 4, 15m, N Candles High SL",206733.93000000008,20.673393,24.01613175,-3.3427387499999988
87,BANKNIFTY,25500,C,2017-11-09,2017-11-07 10:45:00,SELL,2017-11-07,11:00:00,131.3,269.7,2,2017-11-09 12:15:00,2.0,129.3,1.3330000000000002,127.967,12476.7825,Target Hit,97.5,1.24767825,269.7,1.9,2017,11,"35, 4, 15m, N Candles High SL",219210.71250000008,21.92107125,24.01613175,-2.095060499999999
88,BANKNIFTY,25300,P,2017-11-16,2017-11-13 12:45:00,SELL,2017-11-13,13:00:00,73.95,179.8,2,2017-11-16 14:30:00,2.0,71.95,0.7595000000000001,71.1905,6941.07375,Target Hit,97.5,0.694107375,179.8,1.15,2017,11,"35, 4, 15m, N Candles High SL",226151.7862500001,22.615178625000002,24.01613175,-1.4009531249999974
89,BANKNIFTY,25300,C,2017-11-16,2017-11-14 09:45:00,SELL,2017-11-14,10:00:00,158.25,367.3,2,2017-11-16 15:15:00,135.0,23.25,2.9325,20.3175,1980.95625,Expiry Exit,97.5,0.198095625,367.3,41.2,2017,11,"35, 4, 15m, N Candles High SL",228132.74250000008,22.813274250000003,24.01613175,-1.2028574999999968
90,BANKNIFTY,25900,C,2017-11-23,2017-11-20 12:30:00,SELL,2017-11-20,12:45:00,79.0,187.25,2,2017-11-23 12:45:00,2.0,77.0,0.81,76.19,7428.525,Target Hit,97.5,0.7428525,245.3,1.6,2017,11,"35, 4, 15m, N Candles High SL",235561.26750000007,23.556126750000004,24.01613175,-0.46000499999999533
91,BANKNIFTY,25900,P,2017-11-23,2017-11-21 10:00:00,SELL,2017-11-21,10:15:00,127.25,251.6,2,2017-11-22 10:15:00,251.6,-124.35,3.7885,-128.1385,-12493.50375,Initial SL Hit,97.5,-1.249350375,252.7,107.35,2017,11,"35, 4, 15m, N Candles High SL",223067.76375000007,22.306776375000005,24.01613175,-1.7093553749999941
92,BANKNIFTY,25800,C,2017-11-30,2017-11-27 12:30:00,SELL,2017-11-27,12:45:00,109.25,192.6,2,2017-11-27 15:00:00,192.6,-83.35,3.0185000000000004,-86.3685,-8420.92875,Initial SL Hit,97.5,-0.8420928749999999,218.85,89.9,2017,11,"35, 4, 15m, N Candles High SL",214646.83500000008,21.464683500000007,24.01613175,-2.551448249999993
93,BANKNIFTY,25800,P,2017-11-30,2017-11-27 14:45:00,SELL,2017-11-27,15:00:00,89.0,180.0,2,2017-11-30 09:15:00,180.0,-91.0,2.69,-93.69,-9134.775,Initial SL Hit,97.5,-0.9134775,193.0,43.5,2017,11,"35, 4, 15m, N Candles High SL",205512.06000000008,20.551206000000008,24.01613175,-3.464925749999992
1012,NIFTY,10350,P,2017-11-30,2017-11-28 09:30:00,SELL,2017-11-28,10:00:00,23.0,46.0,1,2017-11-30 09:00:00,46.0,-23.0,0.6900000000000001,-23.69,-7995.375,Initial SL Hit,337.5,-0.7995375000000001,57.6,12.1,2017,11,"20, 4, 30m, 2% SL",197516.68500000008,19.751668500000008,24.01613175,-4.2644632499999915
1013,NIFTY,10350,C,2017-11-30,2017-11-28 10:30:00,SELL,2017-11-28,11:00:00,76.4,152.8,1,2017-11-30 14:30:00,1.0,75.4,0.774,74.626,25186.275,Target Hit,337.5,2.5186275,102.0,0.15,2017,11,"20, 4, 30m, 2% SL",222702.96000000008,22.27029600000001,24.01613175,-1.7458357499999906
