,Index,Strike,Option Type,Expiry,Signal Generated At,Trade Type,Entry Date,Entry Time,Entry Price,Initial SL,Target,Exit Time,Exit Price,Points Captured,Slippages,After Costs,PnL,Remarks,Qty,ROI%,Max Price,Min Price,Trade Year,Trade Month,Variation
0,bnf,18200,P,2017-01-05,2017-01-03 12:45:00,SELL,2017-01-03,13:00:00,189.1,390.0,2,2017-01-05 15:15:00,80.1,109.0,2.6919999999999997,106.308,28703.160000000003,Expiry Exit,270,2.8703160000000003,390.0,41.05,2017,1,"35, 4, 15m, N Candles High SL"
1,bnf,18200,C,2017-01-05,2017-01-04 10:00:00,SELL,2017-01-04,10:15:00,30.1,74.9,2,2017-01-05 14:15:00,2.0,28.1,0.321,27.779,7500.33,Target Hit,270,0.750033,125.6,1.55,2017,1,"35, 4, 15m, N Candles High SL"
2,bnf,18200,P,2017-01-12,2017-01-09 12:30:00,SELL,2017-01-09,12:45:00,71.7,123.85,2,2017-01-11 11:15:00,2.0,69.7,0.737,68.96300000000001,18620.010000000002,Target Hit,270,1.8620010000000002,190.0,2.0,2017,1,"35, 4, 15m, N Candles High SL"
3,bnf,18200,C,2017-01-12,2017-01-09 15:00:00,SELL,2017-01-09,15:15:00,160.05,206.0,2,2017-01-10 09:15:00,206.0,-45.94999999999999,3.6605000000000003,-49.61049999999999,-13394.834999999997,Initial SL Hit,270,-1.3394834999999998,220.0,109.75,2017,1,"35, 4, 15m, N Candles High SL"
4,bnf,18200,C,2017-01-12,2017-01-10 12:30:00,SELL,2017-01-10,12:45:00,164.65,220.0,2,2017-01-10 15:15:00,220.0,-55.349999999999994,3.8465,-59.19649999999999,-15983.054999999998,Initial SL Hit,270,-1.5983055,228.0,109.75,2017,1,"35, 4, 15m, N Candles High SL"
5,bnf,18900,P,2017-01-19,2017-01-16 12:30:00,SELL,2017-01-16,12:45:00,70.2,206.7,2,2017-01-19 11:15:00,2.0,68.2,0.7220000000000001,67.47800000000001,18219.06,Target Hit,270,1.8219060000000002,206.7,1.55,2017,1,"35, 4, 15m, N Candles High SL"
6,bnf,18900,C,2017-01-19,2017-01-19 10:30:00,SELL,2017-01-19,10:45:00,172.8,390.2,2,2017-01-19 15:15:00,213.15,-40.349999999999994,3.8595000000000006,-44.20949999999999,-11936.564999999997,Expiry Exit,270,-1.1936564999999997,390.2,82.6,2017,1,"35, 4, 15m, N Candles High SL"
7,bnf,19000,C,2017-01-25,2017-01-23 12:30:00,SELL,2017-01-23,12:45:00,30.65,158.75,2,2017-01-25 09:15:00,158.75,-128.1,1.8940000000000001,-129.994,-35098.38,Initial SL Hit,270,-3.509838,189.95,24.1,2017,1,"35, 4, 15m, N Candles High SL"
8,bnf,19000,P,2017-01-25,2017-01-24 10:00:00,SELL,2017-01-24,10:15:00,76.3,279.65,2,2017-01-25 12:00:00,2.0,74.3,0.783,73.517,19849.59,Target Hit,270,1.984959,279.65,1.55,2017,1,"35, 4, 15m, N Candles High SL"
9,bnf,19600,C,2017-02-02,2017-01-30 13:45:00,SELL,2017-01-30,14:00:00,268.5,390.4,2,2017-02-01 14:45:00,390.4,-121.89999999999998,6.5889999999999995,-128.48899999999998,-32764.694999999992,Initial SL Hit,255,-3.276469499999999,421.8,140.2,2017,1,"35, 4, 15m, N Candles High SL"
10,bnf,19600,P,2017-02-02,2017-02-01 12:30:00,SELL,2017-02-01,12:45:00,182.05,331.25,2,2017-02-02 09:15:00,2.0,180.05,1.8405000000000002,178.20950000000002,45443.42250000001,Target Hit,255,4.5443422500000015,331.25,0.7,2017,2,"35, 4, 15m, N Candles High SL"
11,bnf,20100,P,2017-02-09,2017-02-06 12:30:00,SELL,2017-02-06,12:45:00,50.35,194.8,2,2017-02-09 09:15:00,2.0,48.35,0.5235000000000001,47.8265,12195.757500000002,Target Hit,255,1.2195757500000002,237.15,1.7,2017,2,"35, 4, 15m, N Candles High SL"
12,bnf,20100,C,2017-02-09,2017-02-07 13:00:00,SELL,2017-02-07,13:15:00,323.4,387.65,2,2017-02-09 15:15:00,33.0,290.4,3.564,286.83599999999996,73143.18,Expiry Exit,255,7.314317999999999,449.35,16.65,2017,2,"35, 4, 15m, N Candles High SL"
13,bnf,20200,C,2017-02-16,2017-02-13 12:30:00,SELL,2017-02-13,12:45:00,97.0,218.9,2,2017-02-16 15:15:00,31.0,66.0,1.28,64.72,16503.6,Expiry Exit,255,1.65036,223.15,20.1,2017,2,"35, 4, 15m, N Candles High SL"
14,bnf,20200,P,2017-02-16,2017-02-14 11:00:00,SELL,2017-02-14,11:15:00,91.05,177.3,2,2017-02-16 14:30:00,2.0,89.05,0.9305,88.1195,22470.4725,Target Hit,255,2.24704725,177.3,1.85,2017,2,"35, 4, 15m, N Candles High SL"
15,bnf,20900,C,2017-02-23,2017-02-20 12:45:00,SELL,2017-02-20,13:00:00,25.45,89.25,2,2017-02-22 09:15:00,89.25,-63.8,1.147,-64.947,-15587.28,Initial SL Hit,240,-1.5587280000000001,102.7,17.5,2017,2,"35, 4, 15m, N Candles High SL"
16,bnf,20900,P,2017-02-23,2017-02-20 13:15:00,SELL,2017-02-20,13:45:00,311.75,489.95,2,2017-02-23 15:15:00,24.75,287.0,3.365,283.635,68072.4,Expiry Exit,240,6.807239999999999,489.95,5.25,2017,2,"35, 4, 15m, N Candles High SL"
17,bnf,20900,C,2017-02-23,2017-02-23 12:00:00,SELL,2017-02-23,12:15:00,48.5,102.0,2,2017-02-23 12:30:00,102.0,-53.5,1.5050000000000001,-55.005,-13201.2,Initial SL Hit,240,-1.3201200000000002,106.4,17.5,2017,2,"35, 4, 15m, N Candles High SL"
18,bnf,20900,C,2017-03-02,2017-02-28 12:30:00,SELL,2017-02-28,12:45:00,26.8,84.95,2,2017-03-02 13:30:00,2.0,24.8,0.28800000000000003,24.512,5882.88,Target Hit,240,0.588288,102.3,1.55,2017,2,"35, 4, 15m, N Candles High SL"
19,bnf,20900,P,2017-03-02,2017-03-01 10:00:00,SELL,2017-03-01,10:15:00,119.25,310.0,2,2017-03-02 15:00:00,310.0,-190.75,4.2925,-195.0425,-46810.2,Initial SL Hit,240,-4.681019999999999,319.95,35.65,2017,3,"35, 4, 15m, N Candles High SL"
20,bnf,20600,P,2017-03-09,2017-03-06 13:15:00,SELL,2017-03-06,13:30:00,100.65,221.0,2,2017-03-09 14:15:00,2.0,98.65,1.0265,97.6235,23429.640000000003,Target Hit,240,2.3429640000000003,227.5,1.85,2017,3,"35, 4, 15m, N Candles High SL"
