date,day,expiry,DTE,strike,type,Entry Price,Entry Time,initial sl,Exit Price,Exit date,Exit Time,RSI on Entry,Remark,Points Captured,Slippage,Qty,PnL,ROI%,Trade Year,Trade Month,Highest High,Lowest Low,Max ROI%,Margin,DATETIME,Hedge Strike,Hedge Entry Price,Hedge Exit Price,Hedge Points,Hedge PnL,Hedge ROI%,Total ROI%,Cumulative ROI%,Max Cumulative ROI%,DD
2020-07-06,Monday,2020-07-09,3,10750,C,88.7,14:35:00,119.85,63.25,2020-07-09,15:25:00,48.70041039671682,EOD exit,25.450000000000003,1.5195,642.0545746388444,15364.686998394867,1.5364686998394868,2020,7,116.15,22.3,4.263242375601927,86.27608346709472,2020-07-06 14:35:00,0,,,,,0.0,1.5364686998394868,171.0413763531151,171.0413763531151,0.0
2020-07-10,Friday,2020-07-16,6,10750,P,105.05,09:45:00,118.4,118.4,2020-07-10,10:45:00,49.811035525321245,SL hit,-13.350000000000009,2.2345,1498.127340823969,-23347.56554307116,-2.334756554307116,2020,7,118.7,96.7,1.2509363295880134,201.31086142322084,2020-07-10 09:45:00,10450,27.05,28.05,1.0,1498.127340823969,0.1498127340823969,-2.184943820224719,168.85643253289038,171.0413763531151,-2.1849438202247313
2020-07-10,Friday,2020-07-16,6,10800,C,113.75,10:05:00,119.5,115.5,2020-07-13,09:15:00,48.528678304239406,Gap SL hit,-1.75,2.2925,1851.851851851852,-7486.111111111112,-0.7486111111111112,2020,7,130.0,72.1,7.712962962962965,250.0,2020-07-10 10:05:00,11100,18.3,15.7,-2.6000000000000014,-4814.8148148148175,-0.48148148148148173,-1.230092592592593,167.62633994029778,171.0413763531151,-3.4150364128173294
2020-07-10,Friday,2020-07-16,6,10750,P,115.65,14:25:00,139.9,139.9,2020-07-14,10:35:00,43.51297405189621,SL hit,-24.25,2.5555000000000003,824.7422680412371,-22107.628865979383,-2.210762886597938,2020,7,140.95,32.2,6.882474226804123,110.82474226804123,2020-07-10 14:25:00,10200,9.4,2.7,-6.7,-5525.773195876289,-0.5525773195876288,-2.7633402061855667,164.8629997341122,171.0413763531151,-6.178376619002904
2020-07-13,Monday,2020-07-16,3,10900,C,58.05,12:35:00,81.8,0.05,2020-07-16,15:25:00,41.72123479887744,EOD exit,58.0,0.581,842.1052631578947,48352.84210526315,4.835284210526315,2020,7,60.85,0.05,4.88421052631579,114.73684210526314,2020-07-13 12:35:00,11450,1.65,0.1,-1.5499999999999998,-1305.2631578947367,-0.13052631578947366,4.704757894736842,169.56775762884905,171.0413763531151,-1.4736187242660606
2020-07-14,Tuesday,2020-07-16,2,10650,P,87.95,14:45:00,142.5,0.05,2020-07-16,15:25:00,49.772965420887175,EOD exit,87.9,0.88,366.63611365719527,31904.674610449136,3.1904674610449137,2020,7,104.8,0.05,3.2227314390467465,48.80843263061412,2020-07-14 14:45:00,0,,,,,0.0,3.1904674610449137,172.75822508989395,172.75822508989395,0.0
2020-07-17,Friday,2020-07-23,6,10800,C,107.0,12:55:00,124.95,124.95,2020-07-17,14:05:00,48.21634062140392,SL hit,-17.950000000000003,2.3195,1114.2061281337046,-22584.40111420613,-2.258440111420613,2020,7,133.0,97.7,1.036211699164345,150.4178272980501,2020-07-17 12:55:00,11250,5.1,5.45,0.35000000000000053,389.9721448467972,0.03899721448467972,-2.2194428969359334,170.53878219295802,172.75822508989395,-2.2194428969359308
2020-07-17,Friday,2020-07-23,6,10750,P,87.3,13:35:00,145.15,0.1,2020-07-23,15:25:00,40.60228452751818,EOD exit,87.2,0.8739999999999999,345.72169403630073,29844.7709593777,2.9844770959377698,2020,7,92.9,0.05,3.016421780466724,46.45635263612791,2020-07-17 13:35:00,0,,,,,0.0,2.9844770959377698,173.5232592888958,173.5232592888958,0.0
2020-07-20,Monday,2020-07-23,3,11000,C,67.45,13:25:00,102.3,102.3,2020-07-20,14:05:00,37.53191489361701,SL hit,-34.849999999999994,1.6975,573.8880918220948,-20974.175035868004,-2.0974175035868003,2020,7,104.8,65.0,0.1406025824964134,78.90961262553805,2020-07-20 13:25:00,0,,,,,0.0,-2.0974175035868003,171.425841785309,173.5232592888958,-2.0974175035867972
2020-07-22,Wednesday,2020-07-23,1,11250,C,25.15,09:15:00,47.3,0.05,2020-07-23,15:25:00,36.17571059431525,EOD exit,25.1,0.252,902.9345372460496,22436.117381489843,2.243611738148984,2020,7,27.65,0.05,2.266365688487584,126.97516930022572,2020-07-22 09:15:00,11800,0.9,0.05,-0.85,-767.4943566591421,-0.0767494356659142,2.1668623024830698,173.59270408779207,173.59270408779207,0.0
2020-07-24,Friday,2020-07-30,6,11100,P,120.7,13:25:00,135.0,0.1,2020-07-30,15:25:00,38.596491228070185,EOD exit,120.6,1.208,1398.6013986013988,166981.81818181823,16.698181818181823,2020,7,123.75,0.05,16.874125874125877,194.0559440559441,2020-07-24 13:25:00,10650,19.45,0.05,-19.4,-27132.867132867137,-2.713286713286714,13.98489510489511,187.5775991926872,187.5775991926872,0.0
2020-07-27,Monday,2020-07-30,3,11250,C,46.1,09:25:00,83.25,83.25,2020-07-28,12:45:00,48.82352941176471,SL hit,-37.15,1.2935,538.3580080753701,-20696.36608344549,-2.069636608344549,2020,7,83.45,36.5,0.5168236877523553,75.7065948855989,2020-07-27 09:25:00,0,,,,,0.0,-2.069636608344549,185.50796258434264,187.5775991926872,-2.0696366083445525
2020-07-29,Wednesday,2020-07-30,1,11300,C,53.5,13:25:00,86.95,0.05,2020-07-30,15:25:00,49.64589235127479,EOD exit,53.45,0.5355,597.9073243647234,31637.96711509716,3.163796711509716,2020,7,57.5,0.05,3.195814648729447,84.45440956651719,2020-07-29 13:25:00,0,,,,,0.0,3.163796711509716,188.67175929585235,188.67175929585235,0.0
2020-07-31,Friday,2020-08-06,6,11100,P,117.35,10:15:00,154.5,154.5,2020-07-31,13:35:00,44.332855093256825,SL hit,-37.150000000000006,2.7185,538.3580080753701,-21463.526244952896,-2.146352624495289,2020,7,165.0,110.0,0.3956931359353967,74.6971736204576,2020-07-31 10:15:00,0,,,,,0.0,-2.146352624495289,186.52540667135708,188.67175929585235,-2.146352624495279
