date,day,expiry,DTE,strike,type,Entry Price,Entry Time,initial sl,Exit Price,Exit date,Exit Time,RSI on Entry,Remark,Points Captured,Slippage,Qty,PnL,ROI%,Trade Year,Trade Month,Highest High,Lowest Low,Max ROI%,Margin,DATETIME,Hedge Strike,Hedge Entry Price,Hedge Exit Price,Hedge Points,Hedge PnL,Hedge ROI%,Total ROI%,Cumulative ROI%,Max Cumulative ROI%,DD
2019-02-22,Friday,2019-02-28,6,10800,C,67.5,14:25:00,79.5,79.5,2019-02-25,09:15:00,45.39722572509457,SL hit,-12.0,1.47,1666.6666666666667,-22450.000000000004,-2.245000000000001,2019,2,82.15,64.2,0.5499999999999995,225.0,2019-02-22 14:25:00,11100,3.45,3.3,-0.15000000000000036,-250.0000000000006,-0.025000000000000057,-2.270000000000001,6.4741141628181165,11.657399775424654,-5.183285612606538
2019-02-25,Monday,2019-02-28,3,10850,C,43.9,09:25:00,54.95,54.95,2019-02-25,14:05:00,47.814569536423846,SL hit,-11.050000000000004,0.9885,1809.954751131221,-21789.14027149321,-2.1789140271493213,2019,2,56.95,38.35,1.0045248868778272,245.47511312217188,2019-02-25 09:25:00,11200,1.85,1.45,-0.40000000000000013,-723.9819004524886,-0.07239819004524886,-2.2513122171945703,4.222801945623546,11.657399775424654,-7.434597829801108
2019-02-26,Tuesday,2019-02-28,2,10800,C,68.45,10:45:00,86.25,86.25,2019-02-26,11:45:00,38.75054608999563,SL hit,-17.799999999999997,1.547,1123.5955056179778,-21738.202247191013,-2.173820224719101,2019,2,89.15,64.25,0.471910112359551,151.68539325842698,2019-02-26 10:45:00,11250,0.6,0.75,0.15000000000000002,168.53932584269668,0.016853932584269666,-2.1569662921348316,2.0658356534887146,11.657399775424654,-9.591564121935939
2019-02-26,Tuesday,2019-02-28,2,10750,P,34.95,13:35:00,90.0,0.05,2019-02-28,15:25:00,33.475479744136464,EOD exit,34.900000000000006,0.35,363.30608537693007,12552.225249772937,1.2552225249772937,2019,2,85.45,0.05,1.2679382379654862,48.81925522252498,2019-02-26 13:35:00,0,,,,,0.0,1.2552225249772937,3.321058178466008,11.657399775424654,-8.336341596958647
2019-02-27,Wednesday,2019-02-28,1,10900,C,26.25,13:55:00,68.6,0.05,2019-02-28,15:25:00,40.067720090293456,EOD exit,26.2,0.263,472.2550177095632,12248.87839433294,1.2248878394332938,2019,2,31.7,0.05,1.2373081463990556,64.34474616292799,2019-02-27 13:55:00,0,,,,,0.0,1.2248878394332938,4.545946017899302,11.657399775424654,-7.111453757525352
2019-03-01,Friday,2019-03-07,6,10850,C,85.7,09:55:00,98.5,98.5,2019-03-05,13:15:00,46.742780389523176,SL hit,-12.799999999999995,1.842,1562.5000000000005,-22878.125000000004,-2.2878125,2019,3,99.5,40.0,7.140625000000004,211.91406250000009,2019-03-01 09:55:00,11200,2.05,0.7,-1.3499999999999999,-2109.3750000000005,-0.21093750000000006,-2.49875,2.0471960178993025,11.657399775424654,-9.610203757525351
2019-03-05,Tuesday,2019-03-07,2,10850,P,62.15,09:15:00,78.4,0.05,2019-03-07,15:25:00,36.71782762691856,EOD exit,62.1,0.622,1230.7692307692305,75665.23076923074,7.566523076923073,2019,3,63.8,0.05,7.64307692307692,166.92307692307685,2019-03-05 09:15:00,10400,4.6,0.05,-4.55,-5599.999999999998,-0.5599999999999997,7.006523076923074,9.053719094822377,11.657399775424654,-2.6036806806022774
2019-03-06,Wednesday,2019-03-07,1,11050,C,21.75,13:15:00,34.5,16.1,2019-03-07,09:15:00,36.17021276595744,Gap SL hit,5.649999999999999,0.3785,1568.6274509803925,8269.019607843136,0.8269019607843135,2019,3,38.0,14.0,1.215686274509804,216.66666666666669,2019-03-06 13:15:00,11400,0.25,0.3,0.04999999999999999,78.43137254901961,0.007843137254901962,0.8347450980392155,9.888464192861592,11.657399775424654,-1.7689355825630617
2019-03-08,Friday,2019-03-14,6,11050,C,55.2,11:35:00,62.25,78.0,2019-03-11,09:15:00,34.87084870848709,Gap SL hit,-22.8,1.332,1809.9547511312217,-43677.82805429864,-4.367782805429863,2019,3,82.0,41.55,2.470588235294118,250.0,2019-03-08 11:35:00,11400,1.1,1.0,-0.10000000000000009,-180.99547511312232,-0.018099547511312233,-4.3858823529411755,5.502581839920417,11.657399775424654,-6.154817935504237
2019-03-08,Friday,2019-03-14,6,11000,P,54.5,11:55:00,65.65,0.05,2019-03-14,15:25:00,47.674418604651166,EOD exit,54.45,0.5455,1793.7219730941697,96689.68609865468,9.668968609865466,2019,3,63.9,0.05,9.766816143497753,246.6367713004483,2019-03-08 11:55:00,10650,4.0,0.05,-3.95,-7085.201793721971,-0.708520179372197,8.960448430493269,14.463030270413686,14.463030270413686,0.0
2019-03-11,Monday,2019-03-14,3,11100,C,68.0,14:05:00,91.7,91.7,2019-03-11,15:15:00,46.31578947368422,SL hit,-23.700000000000003,1.597,843.8818565400843,-21347.67932489452,-2.134767932489452,2019,3,96.55,67.0,0.0843881856540084,117.08860759493668,2019-03-11 14:05:00,11650,0.0,0.0,0.0,0.0,0.0,-2.134767932489452,12.328262337924233,14.463030270413686,-2.134767932489453
2019-03-12,Tuesday,2019-03-14,2,11250,C,48.1,13:45:00,83.15,83.15,2019-03-13,09:45:00,43.58706986444213,SL hit,-35.050000000000004,1.3125,570.6134094151212,-20748.930099857345,-2.074893009985735,2019,3,86.0,45.45,0.151212553495007,80.24251069900141,2019-03-12 13:45:00,0,,,,,0.0,-2.074893009985735,10.253369327938499,14.463030270413686,-4.209660942475187
2019-03-13,Wednesday,2019-03-14,1,11350,C,18.95,10:55:00,29.65,29.65,2019-03-13,13:45:00,45.995670995671,SL hit,-10.7,0.4859999999999999,1762.1145374449338,-19711.01321585903,-1.9711013215859032,2019,3,30.15,16.15,0.4933920704845816,250.0,2019-03-13 10:55:00,11700,0.5,0.25,-0.25,-440.52863436123346,-0.04405286343612335,-2.0151541850220265,8.238215142916472,14.463030270413686,-6.224815127497214
2019-03-14,Thursday,2019-03-20,6,11400,C,50.7,09:55:00,65.0,65.0,2019-03-15,09:15:00,44.971098265895954,SL hit,-14.299999999999995,1.157,1398.6013986013988,-21618.181818181816,-2.1618181818181816,2019,3,72.45,37.6,1.8321678321678327,199.3006993006993,2019-03-14 09:55:00,11850,1.05,1.8,0.75,1048.9510489510492,0.10489510489510491,-2.0569230769230766,6.181292065993395,14.463030270413686,-8.281738204420291
2019-03-18,Monday,2019-03-20,2,11500,C,56.6,10:25:00,79.4,19.5,2019-03-20,15:25:00,42.345737164390016,EOD exit,37.1,0.761,877.1929824561402,31876.31578947368,3.1876315789473675,2019,3,64.75,11.6,3.9473684210526314,126.09649122807016,2019-03-18 10:25:00,12100,0.8,0.05,-0.75,-657.8947368421051,-0.06578947368421051,3.121842105263157,9.303134171256552,14.463030270413686,-5.159896099157134
2019-03-18,Monday,2019-03-20,2,11450,P,52.3,11:15:00,63.25,63.25,2019-03-18,11:45:00,37.10181136789506,SL hit,-10.950000000000005,1.1555,1746.7248908296942,-21144.97816593887,-2.114497816593887,2019,3,69.75,46.1,1.0829694323144097,250.0,2019-03-18 11:15:00,11100,3.35,3.45,0.10000000000000009,174.67248908296958,0.01746724890829696,-2.09703056768559,7.206103603570963,14.463030270413686,-7.256926666842723
2019-03-18,Monday,2019-03-20,2,11400,P,30.25,13:15:00,52.0,0.05,2019-03-20,15:25:00,44.99054820415879,EOD exit,30.2,0.303,919.5402298850574,27491.49425287356,2.749149425287356,2019,3,44.3,0.05,2.777011494252873,131.0344827586207,2019-03-18 13:15:00,10850,1.35,0.05,-1.3,-1195.4022988505747,-0.11954022988505746,2.6296091954022986,9.835712798973262,14.463030270413686,-4.627317471440424
2019-03-22,Friday,2019-03-28,6,11550,C,84.45,09:25:00,96.95,15.0,2019-03-28,15:25:00,46.93877551020408,EOD exit,69.45,0.9945,1600.0,109528.8,10.95288,2019,3,96.7,1.35,13.296,231.0,2019-03-22 09:25:00,11900,3.85,0.05,-3.8000000000000003,-6080.0,-0.608,10.34488,20.18059279897326,20.18059279897326,0.0
2019-03-22,Friday,2019-03-28,6,11500,P,48.6,10:25:00,55.0,55.0,2019-03-22,10:35:00,44.0,SL hit,-6.399999999999999,1.036,1739.1304347826087,-12932.173913043476,-1.2932173913043477,2019,3,72.0,48.6,0.0,250.0,2019-03-22 10:25:00,11150,5.0,5.8,0.7999999999999998,1391.3043478260868,0.13913043478260867,-1.154086956521739,19.026505842451524,20.18059279897326,-1.1540869565217378
