date,day,expiry,DTE,strike,type,Entry Price,Entry Time,initial sl,Exit Price,Exit date,Exit Time,RSI on Entry,Remark,Points Captured,Slippage,Qty,PnL,ROI%,Trade Year,Trade Month,Highest High,Lowest Low,Max ROI%,Margin,DATETIME
2020-03-13,Friday,2020-03-19,6,9100,P,239.6,12:05:00,840.65,1144.15,2020-03-19,09:15:00,0,Gap SL hit,-904.5500000000001,13.8375,33.27510190499959,-30559.43765077781,-3.055943765077781,2020,3,1144.15,94.55,0.48265535313201907,3.785042841693703,2020-03-13 12:05:00
2020-03-17,Tuesday,2020-03-19,2,9300,C,324.95,09:55:00,343.95,343.95,2020-03-17,10:25:00,0,SL hit,-19.0,6.689,1052.6315789473683,-27041.052631578947,-2.704105263157895,2020,3,346.65,283.5,4.36315789473684,122.36842105263158,2020-03-17 09:55:00
2020-03-17,Tuesday,2020-03-19,2,9350,C,295.65,10:30:00,323.6,0.05,2020-03-19,15:25:00,0,EOD exit,295.59999999999997,2.957,715.5635062611796,209404.65116279034,20.940465116279032,2020,3,310.75,0.05,21.152057245080464,83.63148479427535,2020-03-17 10:30:00
2020-03-20,Friday,2020-03-26,6,8250,P,398.65,09:15:00,547.65,547.65,2020-03-23,09:25:00,0,SL hit,-149.0,9.463,134.2281879194631,-21270.201342281878,-2.127020134228188,2020,3,550.0,195.95,2.720805369127517,13.842281879194632,2020-03-20 09:15:00
2020-03-20,Friday,2020-03-26,6,8300,C,442.4,09:15:00,453.2,453.2,2020-03-20,09:20:00,0,SL hit,-10.800000000000011,8.956,1851.85185185185,-36585.18518518517,-3.6585185185185165,2020,3,478.3,440.45,0.3611111111111086,192.12962962962942,2020-03-20 09:15:00
2020-03-20,Friday,2020-03-26,6,8350,C,359.1,09:25:00,448.95,448.95,2020-03-20,11:45:00,0,SL hit,-89.84999999999997,8.080499999999999,222.59321090706743,-21798.66444073456,-2.179866444073456,2020,3,450.0,320.05,0.8692264885920986,23.233166388425165,2020-03-20 09:25:00
2020-03-20,Friday,2020-03-26,6,8500,C,389.4,14:05:00,641.05,137.3,2020-03-26,15:20:00,0,EOD exit,252.09999999999997,5.267,79.4754619511226,19617.166699781443,1.9617166699781443,2020,3,537.6,22.95,2.9123783031988872,8.444267832306776,2020-03-20 14:05:00
2020-03-24,Tuesday,2020-03-26,2,7800,P,405.25,10:35:00,507.1,0.1,2020-03-26,15:20:00,0,EOD exit,405.15,4.0535000000000005,196.36720667648498,78762.19931271476,7.876219931271476,2020,3,439.3,0.05,7.956799214531171,19.145802650957286,2020-03-24 10:35:00
2020-03-27,Friday,2020-04-01,5,8950,C,340.0,09:20:00,540.25,0.05,2020-04-01,15:20:00,0,EOD exit,339.95,3.4005,99.87515605493134,33612.93383270911,3.361293383270911,2020,4,410.0,0.05,3.395255930087391,11.173533083645443,2020-03-27 09:20:00
2020-03-27,Friday,2020-04-01,5,8900,P,365.05,09:25:00,453.2,453.2,2020-03-27,10:15:00,0,SL hit,-88.14999999999998,8.182500000000001,226.8859897901305,-21856.494611457743,-2.185649461145774,2020,3,470.0,330.95,0.7736812251843456,25.24106636415202,2020-03-27 09:25:00
