,date,day,expiry,DTE,strike,type,Entry Price,Entry Time,initial sl,Exit Price,Exit date,Exit Time,RSI on Entry,Remark,Points Captured,Slippage,Qty,PnL,ROI%,Trade Year,Trade Month,Highest High,Lowest Low,Max ROI%,Margin,DATETIME
22,2019-07-31,Wednesday,2019-08-01,1,11050,C,33.6,10:45:00,61.45,61.45,2019-07-31,11:45:00,0,SL hit,-27.85,0.9505000000000001,1077.1992818671454,-31023.877917414724,-3.102387791741472,2019,7,62.8,33.6,0.0,148.78815080789946,2019-07-31 10:45:00
23,2019-08-01,Thursday,2019-08-01,0,11100,C,6.85,09:45:00,15.95,0.05,2019-08-01,15:25:00,0,EOD exit,6.8,0.06899999999999999,1801.8018018018017,12127.927927927927,1.2127927927927928,2019,8,8.55,0.05,1.2252252252252251,250.0,2019-08-01 09:45:00
24,2019-08-05,Monday,2019-08-08,3,10900,C,63.85,09:25:00,89.15,89.15,2019-08-05,12:45:00,0,SL hit,-25.300000000000004,1.53,1185.770750988142,-31814.229249011856,-3.181422924901186,2019,8,90.0,55.0,1.0494071146245059,161.56126482213435,2019-08-05 09:25:00
25,2019-08-07,Wednesday,2019-08-08,1,11000,C,20.6,11:55:00,53.9,29.2,2019-08-08,15:25:00,0,EOD exit,-8.599999999999998,0.498,900.900900900901,-8196.396396396394,-0.8196396396396395,2019,8,35.45,0.3,1.8288288288288292,123.87387387387389,2019-08-07 11:55:00
326,2019-08-09,Friday,2019-08-14,5,11050,P,52.8,10:15:00,83.25,83.25,2019-08-13,14:25:00,0,SL hit,-30.450000000000003,1.3605,985.2216748768471,-31340.39408866995,-3.1340394088669945,2019,8,89.15,18.05,3.423645320197043,136.08374384236453,2019-08-09 10:15:00
26,2019-08-20,Tuesday,2019-08-22,2,11100,C,34.75,09:45:00,51.9,0.05,2019-08-22,15:25:00,0,EOD exit,34.7,0.348,1749.271137026239,60090.962099125376,6.009096209912538,2019,8,50.75,0.05,6.069970845481051,242.71137026239066,2019-08-20 09:45:00
327,2019-08-27,Tuesday,2019-08-29,2,11100,P,54.5,14:25:00,112.45,112.45,2019-08-28,13:25:00,0,SL hit,-57.95,1.6695,517.6876617773943,-30864.27955133736,-3.086427955133736,2019,8,118.0,41.2,0.6885245901639342,71.82916307161345,2019-08-27 14:25:00
27,2019-08-28,Wednesday,2019-08-29,1,11150,C,21.35,09:55:00,43.9,0.05,2019-08-29,15:25:00,0,EOD exit,21.3,0.21400000000000002,1330.3769401330378,28052.328159645236,2.8052328159645237,2019,8,25.85,0.05,2.8337028824833705,185.42128603104214,2019-08-28 09:55:00
28,2019-08-30,Friday,2019-09-05,6,11000,C,55.15,11:15:00,119.0,0.05,2019-09-05,15:25:00,0,EOD exit,55.1,0.5519999999999999,469.85121378230224,25629.444009397022,2.562944400939702,2019,9,100.5,0.05,2.5888801879404855,64.60454189506656,2019-08-30 11:15:00
328,2019-09-05,Thursday,2019-09-05,0,10850,P,5.25,14:55:00,50.35,2.15,2019-09-05,15:25:00,0,EOD exit,3.1,0.07400000000000001,665.1884700665188,2012.860310421286,0.20128603104212858,2019,9,8.75,0.95,0.2860310421286031,90.2161862527716,2019-09-05 14:55:00
329,2019-09-06,Friday,2019-09-12,6,10850,P,56.25,11:35:00,75.0,0.05,2019-09-12,15:25:00,0,EOD exit,56.2,0.563,1600.0,89019.2,8.901919999999999,2019,9,61.75,0.05,8.992,217.0,2019-09-06 11:35:00
29,2019-09-09,Monday,2019-09-12,3,10950,C,47.6,09:15:00,65.0,65.0,2019-09-09,10:05:00,0,SL hit,-17.4,1.126,1724.1379310344828,-31941.379310344826,-3.1941379310344824,2019,9,98.8,44.65,0.5086206896551729,235.9913793103448,2019-09-09 09:15:00
30,2019-09-12,Thursday,2019-09-12,0,11100,C,6.45,10:55:00,15.45,0.05,2019-09-12,15:25:00,0,EOD exit,6.4,0.065,1801.8018018018017,11414.414414414414,1.1414414414414413,2019,9,6.7,0.05,1.1531531531531531,250.0,2019-09-12 10:55:00
31,2019-09-16,Monday,2019-09-19,3,11000,C,57.0,13:15:00,109.7,0.05,2019-09-19,15:25:00,0,EOD exit,56.95,0.5705,569.2599620493359,32094.59203036053,3.209459203036053,2019,9,78.6,0.05,3.2419354838709675,78.27324478178367,2019-09-16 13:15:00
330,2019-09-23,Monday,2019-09-26,3,11500,P,69.5,10:45:00,133.35,0.05,2019-09-26,15:25:00,0,EOD exit,69.45,0.6955,469.8512137823023,32304.385277995305,3.2304385277995307,2019,9,79.9,0.05,3.2631166797180895,67.54111198120596,2019-09-23 10:45:00
32,2019-09-24,Tuesday,2019-09-26,2,11600,C,60.2,13:15:00,134.65,0.05,2019-09-26,15:25:00,0,EOD exit,60.150000000000006,0.6025,402.95500335795833,23994.963062458028,2.399496306245803,2019,9,102.15,0.05,2.4237743451981197,58.42847548690396,2019-09-24 13:15:00
33,2019-09-27,Friday,2019-10-03,6,11600,C,62.55,14:35:00,108.8,0.05,2019-10-03,15:25:00,0,EOD exit,62.5,0.626,648.6486486486486,40134.48648648649,4.013448648648649,2019,10,68.45,0.05,4.054054054054054,94.05405405405406,2019-09-27 14:35:00
331,2019-09-30,Monday,2019-10-03,3,11450,P,35.95,14:15:00,95.5,95.5,2019-10-01,13:45:00,0,SL hit,-59.55,1.3145,503.77833753148616,-30662.216624685138,-3.0662216624685135,2019,10,108.9,14.4,1.0856423173803529,72.10327455919395,2019-09-30 14:15:00
34,2019-10-04,Friday,2019-10-10,6,11400,C,56.05,11:55:00,109.0,0.05,2019-10-10,15:25:00,0,EOD exit,56.0,0.5609999999999999,566.5722379603399,31410.198300283282,3.1410198300283283,2019,10,72.0,0.05,3.1728045325779033,80.73654390934844,2019-10-04 11:55:00
332,2019-10-16,Wednesday,2019-10-17,1,11450,P,47.8,09:25:00,62.25,62.25,2019-10-16,09:45:00,0,SL hit,-14.450000000000003,1.1005,1746.7248908296942,-27162.445414847167,-2.7162445414847167,2019,10,65.9,43.45,0.759825327510916,250.0,2019-10-16 09:25:00
333,2019-10-22,Tuesday,2019-10-24,2,11650,P,60.3,11:55:00,94.4,94.4,2019-10-22,13:45:00,0,SL hit,-34.10000000000001,1.547,879.7653958944279,-31360.997067448676,-3.1360997067448673,2019,10,99.0,47.3,1.1436950146627565,128.11583577712605,2019-10-22 11:55:00
35,2019-10-22,Tuesday,2019-10-24,2,11700,C,39.7,13:35:00,73.3,0.05,2019-10-24,15:25:00,0,EOD exit,39.650000000000006,0.3975,892.857142857143,35046.87500000001,3.5046875000000006,2019,10,40.65,0.05,3.5401785714285725,130.58035714285717,2019-10-22 13:35:00
36,2019-10-25,Friday,2019-10-31,6,11650,C,38.55,12:35:00,94.95,94.95,2019-10-29,10:05:00,0,SL hit,-56.400000000000006,1.335,531.9148936170212,-30710.106382978724,-3.071010638297872,2019,10,106.7,29.3,0.49202127659574446,77.46010638297872,2019-10-25 12:35:00
334,2019-10-25,Friday,2019-10-31,6,11600,P,70.3,14:25:00,141.6,0.05,2019-10-31,15:25:00,0,EOD exit,70.25,0.7034999999999999,420.75736325385697,29262.20196353436,2.926220196353436,2019,10,74.55,0.05,2.955820476858345,61.009817671809266,2019-10-25 14:25:00
335,2019-11-04,Monday,2019-11-07,3,11900,P,47.15,09:25:00,65.0,65.0,2019-11-04,11:55:00,0,SL hit,-17.85,1.1215000000000002,1680.672268907563,-31884.873949579836,-3.188487394957984,2019,11,67.65,40.1,1.1848739495798315,250.0,2019-11-04 09:25:00
37,2019-11-05,Tuesday,2019-11-07,2,12000,C,28.75,11:35:00,46.0,46.0,2019-11-06,13:25:00,0,SL hit,-17.25,0.7475,1666.6666666666665,-29995.83333333333,-2.999583333333333,2019,11,48.95,6.5,3.708333333333333,250.0,2019-11-05 11:35:00
336,2019-11-06,Wednesday,2019-11-07,1,11900,P,29.25,11:35:00,74.25,0.05,2019-11-07,15:25:00,0,EOD exit,29.2,0.29300000000000004,666.6666666666666,19271.333333333332,1.9271333333333331,2019,11,31.5,0.05,1.9466666666666663,99.16666666666666,2019-11-06 11:35:00
337,2019-11-08,Friday,2019-11-14,6,11950,P,43.9,12:55:00,82.75,82.75,2019-11-08,15:05:00,0,SL hit,-38.85,1.2665000000000002,772.2007722007721,-30977.992277992278,-3.0977992277992277,2019,11,86.2,37.6,0.4864864864864862,115.34749034749035,2019-11-08 12:55:00
38,2019-11-08,Friday,2019-11-14,6,12000,C,49.8,14:45:00,102.4,0.05,2019-11-14,15:25:00,0,EOD exit,49.75,0.49849999999999994,570.3422053231939,28090.20912547528,2.809020912547528,2019,11,50.15,0.05,2.8374524714828895,85.55133079847907,2019-11-08 14:45:00
39,2019-11-18,Monday,2019-11-21,3,11950,C,39.0,11:25:00,61.9,61.9,2019-11-19,11:55:00,0,SL hit,-22.9,1.0090000000000001,1310.043668122271,-31321.834061135374,-3.1321834061135374,2019,11,64.25,31.05,1.0414847161572052,195.6877729257642,2019-11-18 11:25:00
338,2019-11-19,Tuesday,2019-11-21,2,11900,P,43.0,10:35:00,64.45,0.05,2019-11-21,15:25:00,0,EOD exit,42.95,0.4305,1398.6013986013984,59467.83216783216,5.946783216783215,2019,11,46.8,0.05,6.006993006993007,208.041958041958,2019-11-19 10:35:00
40,2019-11-22,Friday,2019-11-28,6,12000,C,36.5,11:25:00,67.45,67.45,2019-11-25,11:25:00,0,SL hit,-30.950000000000003,1.0395,969.3053311793213,-31007.5928917609,-3.1007592891760902,2019,11,69.7,29.2,0.7075928917609047,145.3957996768982,2019-11-22 11:25:00
339,2019-11-25,Monday,2019-11-28,3,11900,P,29.65,09:25:00,55.1,0.05,2019-11-28,15:25:00,0,EOD exit,29.599999999999998,0.297,1178.7819253438113,34541.8467583497,3.4541846758349695,2019,11,31.6,0.05,3.489194499017681,175.34381139489193,2019-11-25 09:25:00
41,2019-12-02,Monday,2019-12-05,3,12150,C,21.5,10:25:00,39.6,0.05,2019-12-05,15:25:00,0,EOD exit,21.45,0.21550000000000002,1646.0905349794239,34953.90946502057,3.4953909465020576,2019,12,33.7,0.05,3.5308641975308634,250.0,2019-12-02 10:25:00
42,2019-12-06,Friday,2019-12-12,6,12050,C,42.1,11:15:00,71.0,0.05,2019-12-12,15:25:00,0,EOD exit,42.050000000000004,0.4215,1038.0622837370242,43212.975778546715,4.321297577854671,2019,12,47.15,0.05,4.365051903114188,156.3581314878893,2019-12-06 11:15:00
340,2019-12-11,Wednesday,2019-12-12,1,11850,P,16.2,10:05:00,33.95,33.95,2019-12-11,14:15:00,0,SL hit,-17.750000000000004,0.5015000000000001,1687.7637130801688,-30804.21940928271,-3.0804219409282707,2019,12,34.6,16.05,0.02531645569620229,250.0,2019-12-11 10:05:00
341,2019-12-13,Friday,2019-12-19,6,12000,P,30.85,14:45:00,53.65,0.05,2019-12-19,15:25:00,0,EOD exit,30.8,0.30900000000000005,1315.7894736842106,40119.73684210527,4.011973684210527,2019,12,33.9,0.05,4.052631578947369,197.3684210526316,2019-12-13 14:45:00
342,2019-12-23,Monday,2019-12-26,3,12200,P,24.05,09:15:00,34.1,34.1,2019-12-23,14:25:00,0,SL hit,-10.05,0.5815,1639.344262295082,-17428.688524590165,-1.7428688524590163,2019,12,34.6,19.4,0.7622950819672135,250.0,2019-12-23 09:15:00
43,2019-12-23,Monday,2019-12-26,3,12250,C,47.65,13:15:00,77.55,0.05,2019-12-26,15:25:00,0,EOD exit,47.6,0.477,1003.3444816053512,47280.60200668897,4.728060200668897,2019,12,63.5,0.05,4.775919732441472,153.63712374581942,2019-12-23 13:15:00
343,2019-12-23,Monday,2019-12-26,3,12200,P,18.85,14:55:00,34.6,34.6,2019-12-26,14:45:00,0,SL hit,-15.75,0.5345000000000001,1639.344262295082,-26695.901639344265,-2.6695901639344264,2019,12,39.35,7.8,1.8114754098360657,250.0,2019-12-23 14:55:00
344,2019-12-30,Monday,2020-01-02,3,12250,P,32.15,09:25:00,40.5,40.5,2019-12-30,11:15:00,0,SL hit,-8.350000000000001,0.7265,1632.6530612244896,-14818.775510204083,-1.4818775510204083,2019,12,40.75,30.25,0.3102040816326528,250.0,2019-12-30 09:25:00
44,2019-12-31,Tuesday,2020-01-02,2,12250,C,31.95,09:15:00,54.3,32.4,2020-01-02,15:25:00,0,EOD exit,-0.4499999999999993,0.6435,1342.281879194631,-1467.785234899328,-0.1467785234899328,2020,1,45.1,4.4,3.697986577181208,205.53691275167787,2019-12-31 09:15:00
45,2020-01-03,Friday,2020-01-09,6,12300,C,28.45,11:55:00,50.0,0.05,2020-01-09,15:25:00,0,EOD exit,28.4,0.28500000000000003,1392.1113689095127,39139.21113689095,3.9139211136890943,2020,1,33.05,0.05,3.9535962877030157,214.03712296983758,2020-01-03 11:55:00
345,2020-01-09,Thursday,2020-01-09,0,12150,P,18.65,09:35:00,45.0,0.05,2020-01-09,15:25:00,0,EOD exit,18.599999999999998,0.187,1138.5199240986717,20963.56736242884,2.096356736242884,2020,1,24.7,0.05,2.117647058823529,172.9127134724858,2020-01-09 09:35:00
346,2020-01-10,Friday,2020-01-16,6,12250,P,56.3,11:05:00,83.25,83.25,2020-01-10,14:25:00,0,SL hit,-26.950000000000003,1.3955000000000002,1113.1725417439702,-31553.43228200371,-3.1553432282003713,2020,1,84.35,51.2,0.5677179962894242,170.45454545454544,2020-01-10 11:05:00
347,2020-01-13,Monday,2020-01-16,3,12250,P,35.95,09:15:00,50.45,0.05,2020-01-16,15:25:00,0,EOD exit,35.900000000000006,0.36,1632.6530612244896,58024.48979591837,5.802448979591837,2020,1,43.75,0.05,5.8612244897959185,250.0,2020-01-13 09:15:00
46,2020-01-15,Wednesday,2020-01-16,1,12350,C,22.6,09:15:00,42.0,5.35,2020-01-16,15:25:00,0,EOD exit,17.25,0.2795,1546.3917525773197,26243.041237113408,2.6243041237113407,2020,1,39.55,2.55,3.1005154639175263,238.72422680412373,2020-01-15 09:15:00
47,2020-01-21,Tuesday,2020-01-23,2,12200,C,34.0,14:15:00,65.45,0.05,2020-01-23,15:25:00,0,EOD exit,33.95,0.34049999999999997,953.8950715421303,32059.93640699523,3.2059936406995235,2020,1,57.05,0.05,3.238473767885533,145.46899841017486,2020-01-21 14:15:00
48,2020-01-27,Monday,2020-01-30,3,12200,C,44.6,09:15:00,71.05,0.05,2020-01-30,15:25:00,0,EOD exit,44.550000000000004,0.4465,1134.2155009451797,50022.87334593573,5.002287334593573,2020,1,67.1,0.05,5.0529300567107756,172.9678638941399,2020-01-27 09:15:00
348,2020-01-29,Wednesday,2020-01-30,1,12100,P,27.7,09:35:00,49.05,49.05,2020-01-30,09:25:00,0,SL hit,-21.349999999999998,0.7675000000000001,1405.1522248243562,-31078.454332552697,-3.10784543325527,2020,1,52.0,13.65,1.9742388758782203,212.52927400468388,2020-01-29 09:35:00
49,2020-01-31,Friday,2020-02-06,6,12150,C,82.3,14:55:00,126.85,0.05,2020-02-06,15:25:00,0,EOD exit,82.25,0.8235,673.4006734006734,54832.65993265994,5.483265993265994,2020,2,87.5,0.05,5.538720538720539,102.2727272727273,2020-01-31 14:55:00
349,2020-02-04,Tuesday,2020-02-06,2,11750,P,38.1,09:45:00,71.2,0.05,2020-02-06,15:25:00,0,EOD exit,38.050000000000004,0.3815,906.3444108761329,34140.63444108761,3.4140634441087614,2020,2,40.0,0.05,3.448640483383686,133.119335347432,2020-02-04 09:45:00
50,2020-02-10,Monday,2020-02-13,3,12150,C,23.0,09:15:00,60.0,60.0,2020-02-11,09:55:00,0,SL hit,-37.0,0.8300000000000001,810.8108108108108,-30672.972972972973,-3.0672972972972974,2020,2,61.2,12.65,0.8391891891891892,123.1418918918919,2020-02-10 09:15:00
350,2020-02-12,Wednesday,2020-02-13,1,12150,P,21.0,09:15:00,48.4,0.05,2020-02-13,15:25:00,0,EOD exit,20.95,0.21050000000000002,1094.890510948905,22707.481751824816,2.2707481751824816,2020,2,22.8,0.05,2.293795620437956,166.28649635036496,2020-02-12 09:15:00
51,2020-02-13,Thursday,2020-02-13,0,12250,C,3.1,09:15:00,15.0,0.05,2020-02-13,15:25:00,0,EOD exit,3.0500000000000003,0.0315,1632.6530612244896,4928.163265306122,0.49281632653061225,2020,2,3.1,0.05,0.49795918367346936,250.0,2020-02-13 09:15:00
52,2020-02-17,Monday,2020-02-20,3,12150,C,32.2,12:15:00,69.5,0.05,2020-02-20,15:25:00,0,EOD exit,32.150000000000006,0.3225,804.289544235925,25598.525469168904,2.5598525469168907,2020,2,50.0,0.05,2.585790884718499,122.15147453083111,2020-02-17 12:15:00
53,2020-02-25,Tuesday,2020-02-27,2,11900,C,43.2,09:45:00,74.85,0.05,2020-02-27,15:25:00,0,EOD exit,43.150000000000006,0.4325,947.8672985781993,40490.521327014234,4.049052132701424,2020,2,61.4,0.05,4.090047393364931,140.99526066350717,2020-02-25 09:45:00
54,2020-02-28,Friday,2020-03-05,6,11400,C,69.95,14:45:00,145.0,0.05,2020-03-05,15:25:00,0,EOD exit,69.9,0.7000000000000001,399.73351099267154,27661.558960692873,2.766155896069287,2020,3,126.75,0.05,2.7941372418387744,56.96202531645569,2020-02-28 14:45:00
351,2020-03-05,Thursday,2020-03-05,0,11300,P,33.65,10:35:00,74.95,31.05,2020-03-05,15:25:00,0,EOD exit,2.599999999999998,0.647,726.3922518159806,1418.6440677966084,0.14186440677966083,2020,3,49.95,6.6,1.9648910411622273,102.60290556900726,2020-03-05 10:35:00
55,2020-03-16,Monday,2020-03-19,3,9600,C,203.05,12:25:00,316.45,0.1,2020-03-19,15:25:00,0,EOD exit,202.95000000000002,2.0315000000000003,264.5502645502646,53153.04232804235,5.315304232804235,2020,3,251.1,0.05,5.370370370370371,31.74603174603175,2020-03-16 12:25:00
352,2020-03-20,Friday,2020-03-26,6,8250,P,336.5,11:25:00,547.65,547.65,2020-03-23,09:25:00,0,SL hit,-211.14999999999998,8.8415,142.07909069381958,-31256.192280369407,-3.125619228036941,2020,3,554.9,195.95,1.9969216197016342,14.651906227800145,2020-03-20 11:25:00
353,2020-03-25,Wednesday,2020-03-26,1,7700,P,179.3,11:25:00,326.75,0.05,2020-03-26,15:25:00,0,EOD exit,179.25,1.7935000000000003,203.4587995930824,36105.08646998983,3.6105086469989836,2020,3,183.1,0.05,3.6469989827060028,19.58290946083418,2020-03-25 11:25:00
56,2020-03-30,Monday,2020-04-01,2,8400,C,290.95,12:35:00,438.65,0.1,2020-04-01,15:25:00,0,EOD exit,290.84999999999997,2.9105000000000003,203.1144211238998,58484.664861205136,5.848466486120514,2020,4,319.4,0.05,5.908598510494245,21.32701421800948,2020-03-30 12:35:00
354,2020-03-31,Tuesday,2020-04-01,1,8500,P,225.1,09:15:00,259.95,259.95,2020-03-31,09:25:00,0,SL hit,-34.849999999999994,4.850499999999999,860.8321377331422,-34175.4662840746,-3.4175466284074605,2020,3,260.0,225.1,0.0,91.46341463414636,2020-03-31 09:15:00
355,2020-03-31,Tuesday,2020-04-01,1,8400,P,163.8,09:35:00,242.4,146.5,2020-04-01,15:25:00,0,EOD exit,17.30000000000001,3.103,381.67938931297715,5418.702290076341,0.5418702290076342,2020,4,226.7,42.85,4.616412213740459,40.076335877862604,2020-03-31 09:35:00
356,2020-04-08,Wednesday,2020-04-09,1,8650,P,72.9,09:35:00,126.45,0.1,2020-04-09,15:25:00,0,EOD exit,72.80000000000001,0.73,560.2240896358544,40375.35014005603,4.037535014005603,2020,4,121.1,0.05,4.0812324929972,60.57422969187676,2020-04-08 09:35:00
57,2020-04-15,Wednesday,2020-04-16,1,9200,C,68.7,13:15:00,163.2,0.05,2020-04-16,15:25:00,0,EOD exit,68.65,0.6875,317.4603174603175,21575.39682539683,2.1575396825396833,2020,4,83.4,0.05,2.17936507936508,36.50793650793652,2020-04-15 13:15:00
357,2020-04-17,Friday,2020-04-23,6,9300,P,178.8,15:05:00,323.55,323.55,2020-04-21,09:15:00,0,SL hit,-144.75,5.0235,207.2538860103627,-31041.13989637306,-3.1041139896373062,2020,4,356.4,137.15,0.8632124352331608,24.093264248704664,2020-04-17 15:05:00
58,2020-04-21,Tuesday,2020-04-23,2,9050,C,86.4,12:25:00,150.3,150.3,2020-04-22,12:55:00,0,SL hit,-63.900000000000006,2.3670000000000004,469.4835680751173,-31111.267605633802,-3.1111267605633803,2020,4,153.0,58.1,1.3286384976525822,53.11032863849765,2020-04-21 12:25:00
358,2020-04-23,Thursday,2020-04-23,0,9200,P,51.0,09:25:00,93.25,0.05,2020-04-23,15:25:00,0,EOD exit,50.95,0.5105,710.0591715976332,35815.02958579882,3.5815029585798817,2020,4,52.75,0.05,3.6177514792899412,81.65680473372781,2020-04-23 09:25:00
59,2020-04-24,Friday,2020-04-30,6,9200,C,123.55,14:15:00,204.7,204.7,2020-04-27,09:25:00,0,SL hit,-81.14999999999999,3.2825,369.6857670979668,-31213.493530499076,-3.121349353049908,2020,4,214.9,118.3,0.19408502772643255,42.51386321626618,2020-04-24 14:15:00
359,2020-04-27,Monday,2020-04-30,3,9250,P,118.7,09:15:00,176.0,0.05,2020-04-30,15:25:00,0,EOD exit,118.65,1.1875,523.5602094240838,61498.69109947645,6.149869109947645,2020,4,122.0,0.05,6.212041884816755,60.53664921465969,2020-04-27 09:15:00
60,2020-05-04,Monday,2020-05-07,3,9550,C,71.25,13:45:00,119.25,0.05,2020-05-07,15:25:00,0,EOD exit,71.2,0.713,625.0,44054.37500000001,4.405437500000001,2020,5,94.25,0.05,4.45,74.609375,2020-05-04 13:45:00
360,2020-05-07,Thursday,2020-05-07,0,9200,P,34.3,09:45:00,86.3,0.8,2020-05-07,15:25:00,0,EOD exit,33.5,0.3509999999999999,576.9230769230769,19124.423076923078,1.9124423076923076,2020,5,54.75,0.55,1.9471153846153844,66.34615384615385,2020-05-07 09:45:00
61,2020-05-08,Friday,2020-05-14,6,9400,C,83.65,14:35:00,152.55,147.65,2020-05-13,09:15:00,0,Gap SL hit,-64.0,2.313,435.41364296081275,-28873.584905660377,-2.887358490566038,2020,5,283.7,16.0,2.9455732946298987,51.161103047895494,2020-05-08 14:35:00
361,2020-05-11,Monday,2020-05-14,3,9300,P,96.7,09:15:00,180.35,180.35,2020-05-11,15:05:00,0,SL hit,-83.64999999999999,2.7705,358.6371787208608,-30993.604303646145,-3.0993604303646145,2020,5,182.85,73.4,0.8356246264196056,41.691572026300065,2020-05-11 09:15:00
62,2020-05-18,Monday,2020-05-21,3,9200,C,86.7,09:15:00,134.15,0.05,2020-05-21,15:25:00,0,EOD exit,86.65,0.8675,632.2444678609062,54235.51106427819,5.423551106427818,2020,5,87.95,0.05,5.478398314014752,72.70811380400421,2020-05-18 09:15:00
362,2020-05-20,Wednesday,2020-05-21,1,8850,P,45.0,09:15:00,84.15,0.05,2020-05-21,15:25:00,0,EOD exit,44.95,0.45049999999999996,766.2835249042145,34099.23371647509,3.4099233716475092,2020,5,48.9,0.05,3.4444444444444446,84.77011494252874,2020-05-20 09:15:00
63,2020-05-26,Tuesday,2020-05-28,2,9100,C,64.1,13:05:00,119.75,119.75,2020-05-27,13:25:00,0,SL hit,-55.650000000000006,1.8385,539.0835579514825,-30991.105121293804,-3.0991105121293803,2020,5,134.4,27.15,1.9919137466307273,61.32075471698113,2020-05-26 13:05:00
363,2020-05-29,Friday,2020-06-04,6,9400,P,108.75,14:05:00,155.0,0.05,2020-06-04,15:25:00,0,EOD exit,108.7,1.088,648.6486486486486,69802.37837837839,6.980237837837838,2020,6,122.35,0.05,7.050810810810811,76.21621621621621,2020-05-29 14:05:00
64,2020-06-04,Thursday,2020-06-04,0,10100,C,17.35,09:25:00,46.9,0.05,2020-06-04,15:25:00,0,EOD exit,17.3,0.17400000000000002,1015.2284263959392,17386.802030456856,1.7386802030456856,2020,6,27.65,0.05,1.7563451776649748,128.17258883248732,2020-06-04 09:25:00
364,2020-06-05,Friday,2020-06-11,6,10050,P,109.4,13:15:00,152.3,152.3,2020-06-11,15:05:00,0,SL hit,-42.900000000000006,2.6170000000000004,699.3006993006992,-31830.069930069927,-3.183006993006993,2020,6,153.85,23.65,5.996503496503496,87.84965034965033,2020-06-05 13:15:00
65,2020-06-09,Tuesday,2020-06-11,2,10200,C,75.8,09:25:00,106.35,106.35,2020-06-09,09:55:00,0,SL hit,-30.549999999999997,1.8215,981.9967266775778,-31788.70703764321,-3.178870703764321,2020,6,124.5,74.15,0.1620294599017995,125.20458265139118,2020-06-09 09:25:00
66,2020-06-17,Wednesday,2020-06-18,1,9900,C,50.4,14:45:00,136.4,136.4,2020-06-18,14:05:00,0,SL hit,-86.0,1.868,348.83720930232556,-30651.62790697674,-3.065162790697674,2020,6,153.5,16.85,1.170348837209302,43.16860465116279,2020-06-17 14:45:00
365,2020-06-18,Thursday,2020-06-18,0,9850,P,30.55,09:55:00,64.5,0.05,2020-06-18,15:25:00,0,EOD exit,30.5,0.306,883.6524300441826,26681.001472754047,2.6681001472754047,2020,6,33.05,0.05,2.6951399116347567,108.79970544918997,2020-06-18 09:55:00
366,2020-06-19,Friday,2020-06-25,6,10100,P,132.0,11:25:00,191.8,0.05,2020-06-25,15:25:00,0,EOD exit,131.95,1.3205000000000002,501.6722408026755,65533.19397993309,6.553319397993309,2020,6,145.35,0.05,6.619565217391303,63.33612040133778,2020-06-19 11:25:00
67,2020-06-29,Monday,2020-07-02,3,10350,C,86.85,09:15:00,97.65,101.6,2020-06-30,09:15:00,0,Gap SL hit,-14.75,1.8844999999999998,1932.3671497584542,-32143.961352657003,-3.2143961352657,2020,6,110.0,61.35,4.927536231884057,250.0,2020-06-29 09:15:00
68,2020-06-30,Tuesday,2020-07-02,2,10400,C,41.0,14:25:00,86.65,86.65,2020-07-01,13:25:00,0,SL hit,-45.650000000000006,1.2765000000000002,657.1741511500546,-30838.88280394304,-3.083888280394304,2020,7,88.85,37.75,0.21358159912376776,85.43263964950711,2020-06-30 14:25:00
367,2020-07-01,Wednesday,2020-07-02,1,10300,P,65.25,09:45:00,108.9,0.05,2020-07-02,15:25:00,0,EOD exit,65.2,0.653,687.2852233676975,44362.19931271477,4.436219931271477,2020,7,74.75,0.05,4.481099656357388,88.48797250859106,2020-07-01 09:45:00
368,2020-07-06,Monday,2020-07-09,3,10700,P,101.8,09:15:00,126.65,0.05,2020-07-09,15:25:00,0,EOD exit,101.75,1.0185,1207.243460764587,121607.444668008,12.1607444668008,2020,7,105.25,0.05,12.283702213279673,161.46881287726353,2020-07-06 09:15:00
69,2020-07-08,Wednesday,2020-07-09,1,10850,C,28.2,14:25:00,59.25,0.05,2020-07-09,15:25:00,0,EOD exit,28.15,0.28250000000000003,966.1835748792271,26925.12077294686,2.692512077294686,2020,7,28.2,0.05,2.7198067632850242,131.03864734299518,2020-07-08 14:25:00
70,2020-07-10,Friday,2020-07-16,6,10800,C,83.5,11:05:00,119.5,115.5,2020-07-13,09:15:00,0,Gap SL hit,-32.0,1.99,833.3333333333334,-28325.000000000004,-2.8325000000000005,2020,7,130.0,72.1,0.9500000000000005,112.5,2020-07-10 11:05:00
369,2020-07-13,Monday,2020-07-16,3,10850,P,90.0,09:25:00,109.15,109.15,2020-07-13,11:45:00,0,SL hit,-19.150000000000006,1.9915,1566.5796344647515,-33119.84334203655,-3.311984334203655,2020,7,115.0,79.2,1.6919060052219312,212.46736292428193,2020-07-13 09:25:00
71,2020-07-14,Tuesday,2020-07-16,2,10800,C,45.25,09:35:00,71.85,71.85,2020-07-15,11:25:00,0,SL hit,-26.599999999999994,1.171,1127.8195488721808,-31320.676691729324,-3.1320676691729323,2020,7,74.35,18.7,2.99436090225564,152.25563909774442,2020-07-14 09:35:00
