date,day,expiry,DTE,strike,type,Entry Price,Entry Time,initial sl,Exit Price,Exit date,Exit Time,RSI on Entry,Remark,Points Captured,Slippage,Qty,PnL,ROI%,Trade Year,Trade Month,Highest High,Lowest Low,Max ROI%,Margin,DATETIME
2019-01-24,Thursday,2019-01-31,7,10900,C,73.45,09:18:00,82.9,82.9,2019-01-25,09:15:00,0,SL hit,-9.450000000000003,1.5635000000000003,1467.8899082568807,-16166.605504587162,-1.6166605504587162,2019,1,96.6,54.1,2.840366972477064,200.0,2019-01-24 09:18:00
2019-01-24,Thursday,2019-01-31,7,10850,P,94.3,10:21:00,117.6,117.6,2019-01-25,14:54:00,0,SL hit,-23.299999999999997,2.1189999999999998,858.3690987124464,-21818.88412017167,-2.1818884120171673,2019,1,118.0,37.75,4.854077253218884,116.41630901287554,2019-01-24 10:21:00
2019-01-25,Friday,2019-01-31,6,10900,C,86.0,11:18:00,108.95,0.05,2019-01-31,15:21:00,0,EOD exit,85.95,0.8605,871.4596949891067,74152.06971677559,7.415206971677558,2019,1,89.55,0.05,7.490196078431372,118.73638344226578,2019-01-25 11:18:00
2019-01-28,Monday,2019-01-31,3,10750,P,110.0,14:30:00,142.0,142.0,2019-01-29,12:51:00,0,SL hit,-32.0,2.52,625.0,-21575.000000000004,-2.1575,2019,1,142.65,94.9,0.9437499999999996,83.984375,2019-01-28 14:30:00
2019-01-29,Tuesday,2019-01-31,2,10600,P,51.5,14:03:00,71.65,0.05,2019-01-31,15:21:00,0,EOD exit,51.45,0.5155,992.5558312655085,50555.33498759304,5.055533498759305,2019,1,63.15,0.05,5.106699751861042,131.51364764267984,2019-01-29 14:03:00
2019-02-11,Monday,2019-02-14,3,10900,C,55.25,09:18:00,96.1,0.05,2019-02-14,15:21:00,0,EOD exit,55.2,0.5529999999999999,489.5960832313342,26754.957160342725,2.6754957160342725,2019,2,72.4,0.05,2.7025703794369647,66.70746634026928,2019-02-11 09:18:00
2019-02-11,Monday,2019-02-14,3,10850,P,45.9,09:21:00,55.0,55.0,2019-02-11,09:30:00,0,SL hit,-9.100000000000001,1.0090000000000001,1474.6543778801843,-14907.281105990785,-1.4907281105990786,2019,2,55.35,44.0,0.2801843317972348,200.0,2019-02-11 09:21:00
2019-02-11,Monday,2019-02-14,3,10850,P,46.45,09:36:00,55.35,55.35,2019-02-11,09:48:00,0,SL hit,-8.899999999999999,1.0180000000000002,1474.6543778801843,-14625.622119815667,-1.4625622119815667,2019,2,56.45,42.4,0.5972350230414752,200.0,2019-02-11 09:36:00
2019-02-11,Monday,2019-02-14,3,10850,P,46.5,10:15:00,59.5,59.5,2019-02-13,15:12:00,0,SL hit,-13.0,1.06,1474.6543778801843,-20733.64055299539,-2.073364055299539,2019,2,60.75,20.35,3.856221198156682,200.0,2019-02-11 10:15:00
2019-02-14,Thursday,2019-02-21,7,10750,P,72.5,09:18:00,81.5,81.5,2019-02-14,12:33:00,0,SL hit,-9.0,1.54,1488.3720930232557,-15687.441860465115,-1.5687441860465117,2019,2,82.7,63.7,1.3097674418604646,200.0,2019-02-14 09:18:00
2019-02-14,Thursday,2019-02-21,7,10700,P,54.95,13:24:00,62.1,62.1,2019-02-14,13:36:00,0,SL hit,-7.149999999999999,1.1705,1495.3271028037384,-12441.869158878504,-1.2441869158878505,2019,2,65.5,54.2,0.1121495327102804,200.0,2019-02-14 13:24:00
2019-02-14,Thursday,2019-02-21,7,10700,P,53.8,13:51:00,66.0,66.0,2019-02-15,09:15:00,0,SL hit,-12.200000000000003,1.198,1495.3271028037384,-20034.39252336449,-2.0034392523364493,2019,2,68.4,36.35,2.609345794392523,200.0,2019-02-14 13:51:00
2019-02-15,Friday,2019-02-21,6,10800,C,55.15,09:15:00,73.0,0.05,2019-02-21,15:21:00,0,EOD exit,55.1,0.5519999999999999,1120.4481792717086,61118.20728291316,6.111820728291316,2019,2,57.15,0.05,6.173669467787114,151.26050420168065,2019-02-15 09:15:00
2019-02-15,Friday,2019-02-21,6,10750,P,123.7,13:39:00,157.2,157.2,2019-02-19,15:12:00,0,SL hit,-33.499999999999986,2.8089999999999997,597.0149253731346,-21677.014925373132,-2.1677014925373133,2019,2,158.85,55.95,4.044776119402987,80.22388059701497,2019-02-15 13:39:00
2019-02-20,Wednesday,2019-02-21,1,10650,P,41.0,09:15:00,59.35,0.05,2019-02-21,15:21:00,0,EOD exit,40.95,0.4105,1089.91825613079,44184.74114441417,4.418474114441417,2019,2,42.9,0.05,4.463215258855586,145.09536784741144,2019-02-20 09:15:00
2019-02-22,Friday,2019-02-28,6,10750,P,56.55,09:15:00,63.4,63.4,2019-02-22,09:30:00,0,SL hit,-6.850000000000001,1.1995,1488.3720930232557,-11980.6511627907,-1.1980651162790699,2019,2,64.35,53.7,0.424186046511627,200.0,2019-02-22 09:15:00
2019-02-22,Friday,2019-02-28,6,10750,P,59.2,09:33:00,64.35,64.35,2019-02-22,09:42:00,0,SL hit,-5.1499999999999915,1.2355,1488.3720930232557,-9503.999999999987,-0.9503999999999987,2019,2,64.9,58.55,0.09674418604651247,200.0,2019-02-22 09:33:00
2019-02-22,Friday,2019-02-28,6,10750,P,61.0,09:48:00,64.9,64.9,2019-02-26,09:54:00,0,SL hit,-3.9000000000000057,1.2590000000000001,1488.3720930232557,-7678.511627906985,-0.7678511627906985,2019,2,65.0,14.35,6.9432558139534875,200.0,2019-02-22 09:48:00
2019-02-22,Friday,2019-02-28,6,10800,C,74.4,10:09:00,75.0,75.0,2019-02-22,10:12:00,0,SL hit,-0.5999999999999943,1.494,1481.4814814814815,-3102.2222222222135,-0.31022222222222134,2019,2,77.65,73.5,0.1333333333333342,200.0,2019-02-22 10:09:00
2019-02-22,Friday,2019-02-28,6,10800,C,73.75,10:18:00,77.65,77.65,2019-02-22,14:18:00,0,SL hit,-3.9000000000000057,1.514,1481.4814814814815,-8020.74074074075,-0.802074074074075,2019,2,79.5,63.8,1.4740740740740745,200.0,2019-02-22 10:18:00
2019-02-22,Friday,2019-02-28,6,10800,C,66.25,14:33:00,79.5,79.5,2019-02-25,09:15:00,0,SL hit,-13.25,1.4575,1481.4814814814815,-21788.88888888889,-2.178888888888889,2019,2,82.15,65.45,0.11851851851851808,200.0,2019-02-22 14:33:00
