date,day,expiry,DTE,strike,type,Entry Price,Entry Time,initial sl,TSL,Exit Price,Exit date,Exit Time,Remark,Points Captured,Slippage,Qty,PnL,ROI%,Trade Year,Trade Month,Highest High,Lowest Low,Max ROI%,Margin
2019-03-18,Monday,2019-03-20,2,11500,C,37.15,12:30:00,79.4,0.0,13.6,2019-03-20,15:25:00,EOD exit,23.549999999999997,0.5075000000000001,2400,55301.99999999999,1.1060399999999997,2019,3,64.75,11.6,1.2264,69.0
2019-03-22,Friday,2019-03-28,6,11550,C,58.5,12:30:00,96.95,0.0,18.0,2019-03-28,15:25:00,EOD exit,40.5,0.765,2625,104304.375,2.0860875,2019,3,71.05,1.35,3.000375,75.796875
2019-03-26,Tuesday,2019-03-28,2,11350,P,35.85,09:25:00,42.85,0.085,0.05,2019-03-28,15:25:00,EOD exit,35.800000000000004,0.359,7050,249859.05000000002,4.997181,2019,3,42.05,0.05,5.0478000000000005,200.04375
2019-03-29,Friday,2019-04-04,6,11600,P,75.65,12:55:00,95.0,10.045,0.2,2019-04-04,15:25:00,EOD exit,75.45,0.7585000000000001,5175,386528.5125,7.73057025,2019,4,84.4,0.2,7.809075,150.075
2019-04-02,Tuesday,2019-04-04,2,11750,C,28.9,09:20:00,39.85,0.0,39.85,2019-04-02,12:20:00,SL hit,-10.950000000000003,0.6875,6750,-78553.12500000001,-1.5710625000000003,2019,4,41.85,25.4,0.47250000000000003,198.28125
2019-04-02,Tuesday,2019-04-04,2,11750,C,27.35,14:45:00,41.85,0.0,41.85,2019-04-02,15:15:00,SL hit,-14.5,0.6920000000000001,6750,-102546.0,-2.05092,2019,4,43.05,26.6,0.10124999999999999,198.28125
2019-04-03,Wednesday,2019-04-04,1,11750,C,43.6,14:00:00,53.4,0.0,0.05,2019-04-04,15:20:00,EOD exit,43.550000000000004,0.4365,6750,291016.125,5.8203225,2019,4,47.65,0.05,5.87925,198.28125
2019-04-05,Friday,2019-04-11,6,11650,C,66.0,12:30:00,89.0,0.0,89.0,2019-04-05,15:15:00,SL hit,-23.0,1.55,4350,-106792.5,-2.13585,2019,4,91.3,56.4,0.8352000000000002,126.69375000000001
2019-04-05,Friday,2019-04-11,6,11600,P,42.0,13:55:00,57.0,44.6,57.0,2019-04-08,13:30:00,SL hit,-15.0,0.99,6675,-106733.25,-2.134665,2019,4,62.0,12.55,3.9315749999999996,193.57500000000002
2019-04-08,Monday,2019-04-11,3,11750,C,24.35,11:10:00,60.0,0.0,0.05,2019-04-11,15:25:00,EOD exit,24.3,0.24400000000000002,2775,66755.40000000001,1.3351080000000002,2019,4,27.8,0.05,1.3486500000000001,81.515625
2019-04-09,Tuesday,2019-04-11,2,11600,P,41.2,10:25:00,61.7,52.010000000000005,61.7,2019-04-09,12:05:00,SL hit,-20.5,1.0290000000000001,4875,-104953.875,-2.0990775,2019,4,63.9,40.4,0.07800000000000042,141.375
2019-04-09,Tuesday,2019-04-11,2,11550,P,14.35,14:15:00,39.0,2.9175,0.05,2019-04-11,15:25:00,EOD exit,14.299999999999999,0.14400000000000002,4050,57331.799999999996,1.1466359999999998,2019,4,16.5,0.05,1.1582999999999999,116.94375
2019-04-12,Friday,2019-04-18,6,11600,P,42.3,14:10:00,64.0,0.07,0.05,2019-04-18,15:25:00,EOD exit,42.25,0.42349999999999993,4575,191356.23750000002,3.8271247500000003,2019,4,42.9,0.05,3.865875,132.675
2019-04-12,Friday,2019-04-18,6,11650,C,48.7,12:55:00,62.0,0.0,62.0,2019-04-12,13:35:00,SL hit,-13.299999999999997,1.107,6900,-99408.29999999997,-1.9881659999999997,2019,4,63.7,46.9,0.24840000000000056,200.96250000000003
2019-04-15,Monday,2019-04-18,3,11700,C,42.6,11:20:00,47.7,0.0,47.7,2019-04-15,13:10:00,SL hit,-5.100000000000001,0.9030000000000001,6900,-41420.70000000001,-0.8284140000000002,2019,4,50.5,37.6,0.69,201.82500000000002
2019-04-22,Monday,2019-04-25,3,11750,C,26.8,12:30:00,56.3,0.0,0.05,2019-04-25,15:25:00,EOD exit,26.75,0.2685,3375,89375.0625,1.7875012499999998,2019,4,54.3,0.05,1.805625,99.140625
2019-04-23,Tuesday,2019-04-25,2,11600,P,31.2,11:55:00,54.9,35.082499999999996,54.9,2019-04-23,15:00:00,SL hit,-23.7,0.861,4200,-103156.2,-2.0631239999999997,2019,4,60.0,23.5,0.6467999999999999,121.8
2019-04-24,Wednesday,2019-04-25,1,11600,P,35.35,11:50:00,48.75,0.3125,0.05,2019-04-25,15:25:00,EOD exit,35.300000000000004,0.354,6900,241127.40000000002,4.822548000000001,2019,4,42.2,0.05,4.8714,200.1
2019-04-26,Friday,2019-05-02,6,11650,P,41.3,12:30:00,52.2,0.32,0.05,2019-05-02,15:25:00,EOD exit,41.25,0.4135,6900,281771.85000000003,5.6354370000000005,2019,5,47.3,0.05,5.692500000000001,200.96250000000003
2019-04-30,Tuesday,2019-05-02,2,11750,C,18.05,10:30:00,37.75,0.0,37.75,2019-05-02,10:10:00,SL hit,-19.7,0.5579999999999999,5100,-103315.79999999999,-2.0663159999999996,2019,5,39.5,7.6,1.0659,149.8125
2019-05-03,Friday,2019-05-09,6,11750,C,65.5,13:45:00,76.25,0.0,76.25,2019-05-03,14:00:00,SL hit,-10.75,1.4175,6750,-82130.625,-1.6426125,2019,5,82.65,62.15,0.4522500000000002,198.28125
2019-05-03,Friday,2019-05-09,6,11700,P,39.1,14:40:00,48.4,39.445,48.4,2019-05-03,15:10:00,SL hit,-9.299999999999997,0.875,6900,-70207.49999999999,-1.4041499999999996,2019,5,49.0,34.5,0.6348000000000003,201.82500000000002
2019-05-03,Friday,2019-05-09,6,11800,C,40.2,15:00:00,55.6,0.0,0.05,2019-05-09,15:25:00,EOD exit,40.150000000000006,0.4025,6525,259352.43750000003,5.187048750000001,2019,5,44.3,0.05,5.239575,192.48749999999998
2019-05-07,Tuesday,2019-05-09,2,11650,P,65.75,09:55:00,70.7,67.2575,70.7,2019-05-07,10:25:00,SL hit,-4.950000000000003,1.3644999999999998,6900,-43570.05000000002,-0.8714010000000003,2019,5,72.0,64.05,0.2346000000000004,200.96250000000003
2019-05-07,Tuesday,2019-05-09,2,11600,P,44.35,10:45:00,49.5,43.752500000000005,49.5,2019-05-07,10:50:00,SL hit,-5.149999999999999,0.9385,6900,-42010.649999999994,-0.8402129999999999,2019,5,54.8,43.6,0.1035,200.1
2019-05-07,Tuesday,2019-05-09,2,11550,P,29.5,10:55:00,33.4,22.9975,33.4,2019-05-07,14:00:00,SL hit,-3.8999999999999986,0.629,6900,-31250.099999999988,-0.6250019999999997,2019,5,40.55,14.65,2.0493,199.2375
2019-05-10,Friday,2019-05-16,6,11300,P,81.7,12:50:00,108.0,86.3225,108.0,2019-05-10,15:20:00,SL hit,-26.299999999999997,1.897,3825,-107853.52499999998,-2.1570704999999997,2019,5,112.0,64.0,1.3540500000000002,108.05625
2019-05-13,Monday,2019-05-16,3,11300,C,71.6,09:25:00,90.1,0.0,0.05,2019-05-16,15:25:00,EOD exit,71.55,0.7164999999999999,5400,382500.9,7.650018,2019,5,85.8,0.05,7.727399999999999,152.55
2019-05-13,Monday,2019-05-16,3,11250,P,72.0,12:15:00,104.7,81.2825,104.7,2019-05-13,14:55:00,SL hit,-32.7,1.767,3075,-105986.02500000002,-2.1197205000000006,2019,5,116.35,65.95,0.3720749999999998,86.484375
2019-05-14,Tuesday,2019-05-16,2,11150,P,65.5,13:15:00,98.6,2.1925,0.05,2019-05-16,15:25:00,EOD exit,65.45,0.6555,3000,194383.5,3.88767,2019,5,67.7,0.05,3.927,83.625
2019-05-17,Friday,2019-05-23,6,11250,P,205.7,12:30:00,258.6,0.4050000000000001,0.05,2019-05-23,15:25:00,EOD exit,205.64999999999998,2.0575,1875,381735.93749999994,7.634718749999998,2019,5,222.7,0.05,7.711874999999998,52.734375
2019-05-21,Tuesday,2019-05-23,2,11900,C,152.6,13:10:00,196.65,0.0,0.05,2019-05-23,15:25:00,EOD exit,152.54999999999998,1.5265000000000002,2250,339802.87499999994,6.7960575,2019,5,185.05,0.05,6.864749999999999,66.9375
2019-05-24,Friday,2019-05-30,6,11700,P,51.5,12:30:00,104.0,0.06500000000000002,0.05,2019-05-30,15:25:00,EOD exit,51.45,0.5155,1875,95502.1875,1.91004375,2019,5,54.0,0.05,1.9293749999999998,54.84375
2019-05-28,Tuesday,2019-05-30,2,12000,C,40.3,09:30:00,47.35,0.0,0.05,2019-05-30,15:25:00,EOD exit,40.25,0.40349999999999997,6600,262986.89999999997,5.259738,2019,5,43.65,0.05,5.313,198.0
2019-05-31,Friday,2019-06-06,6,12000,C,41.8,12:30:00,91.0,0.0,91.0,2019-06-03,14:15:00,SL hit,-49.2,1.328,2025,-102319.20000000001,-2.046384,2019,6,99.0,25.3,0.6682499999999998,60.75000000000001
2019-06-03,Monday,2019-06-06,3,11950,P,80.05,09:20:00,105.1,82.44,91.15,2019-06-06,15:25:00,EOD exit,-11.100000000000009,1.712,3975,-50927.70000000003,-1.0185540000000006,2019,6,104.05,6.8,5.823375,118.753125
2019-06-04,Tuesday,2019-06-06,2,12100,C,30.5,11:15:00,51.85,0.0,0.05,2019-06-06,15:25:00,EOD exit,30.45,0.3055,4650,140171.92500000002,2.8034385000000004,2019,6,40.8,0.05,2.83185,140.6625
2019-06-07,Friday,2019-06-13,6,11850,P,71.3,12:35:00,118.5,1.5775,0.05,2019-06-13,15:25:00,EOD exit,71.25,0.7134999999999999,2100,148126.65,2.9625329999999996,2019,6,96.95,0.05,2.9925,62.212500000000006
2019-06-07,Friday,2019-06-13,6,11900,C,43.2,13:30:00,68.0,0.0,68.0,2019-06-07,15:00:00,SL hit,-24.799999999999997,1.112,4050,-104943.59999999999,-2.098872,2019,6,71.9,35.3,0.6399000000000005,120.4875
2019-06-10,Monday,2019-06-13,3,11950,C,32.95,12:30:00,70.3,0.0,70.3,2019-06-11,14:05:00,SL hit,-37.349999999999994,1.0325,2700,-103632.74999999999,-2.0726549999999997,2019,6,73.0,24.05,0.48060000000000014,80.66250000000001
2019-06-12,Wednesday,2019-06-13,1,12000,C,14.0,09:20:00,21.0,0.0,0.05,2019-06-13,15:20:00,EOD exit,13.95,0.1405,6600,91142.7,1.8228539999999998,2019,6,16.1,0.05,1.8414,198.0
2019-06-14,Friday,2019-06-20,6,11950,C,29.0,13:30:00,50.0,0.0,0.05,2019-06-20,15:25:00,EOD exit,28.95,0.29050000000000004,4725,135416.13749999998,2.70832275,2019,6,33.7,0.05,2.735775,141.159375
2019-06-14,Friday,2019-06-20,6,11900,P,80.0,14:45:00,101.85,86.765,101.85,2019-06-14,15:05:00,SL hit,-21.849999999999994,1.8185,4575,-108283.38749999997,-2.165667749999999,2019,6,103.35,70.85,0.8372250000000007,136.10625000000002
2019-06-18,Tuesday,2019-06-20,2,11650,P,27.55,11:40:00,49.6,32.255,49.6,2019-06-18,14:50:00,SL hit,-22.05,0.7715000000000001,4500,-102696.75,-2.053935,2019,6,51.75,19.4,0.7335000000000002,131.0625
2019-06-19,Wednesday,2019-06-20,1,11700,P,35.35,11:55:00,44.0,27.725,44.0,2019-06-19,12:20:00,SL hit,-8.649999999999999,0.7935,6900,-65160.14999999999,-1.3032029999999997,2019,6,45.4,31.1,0.5865,201.82500000000002
2019-06-19,Wednesday,2019-06-20,1,11700,P,14.1,10:00:00,35.0,17.9,35.0,2019-06-19,11:40:00,SL hit,-20.9,0.49100000000000005,4800,-102676.79999999999,-2.053536,2019,6,37.35,11.8,0.2207999999999999,140.39999999999998
2019-06-21,Friday,2019-06-27,6,11800,P,73.5,13:45:00,93.1,80.2825,93.1,2019-06-21,13:55:00,SL hit,-19.599999999999994,1.666,5100,-108456.59999999998,-2.169132,2019,6,104.9,72.2,0.13259999999999972,150.45
2019-06-21,Friday,2019-06-27,6,11850,C,52.05,13:05:00,73.0,0.0,0.05,2019-06-27,15:25:00,EOD exit,52.0,0.5209999999999999,4800,247099.19999999998,4.941984,2019,6,64.0,0.05,4.992,142.2
2019-06-24,Monday,2019-06-27,3,11700,P,50.45,13:00:00,75.0,58.7125,75.0,2019-06-24,14:35:00,SL hit,-24.549999999999997,1.2545,4050,-104508.22499999999,-2.0901645,2019,6,75.75,49.2,0.10124999999999999,118.4625
2019-06-25,Tuesday,2019-06-27,2,11650,P,37.7,11:10:00,52.95,0.13,0.05,2019-06-27,15:25:00,EOD exit,37.650000000000006,0.3775,6525,243203.06250000006,4.864061250000002,2019,6,38.9,0.05,4.913325,190.040625
2019-06-28,Friday,2019-07-04,6,11900,C,52.15,12:35:00,88.55,0.0,40.2,2019-07-04,15:25:00,EOD exit,11.949999999999996,0.9235,2775,30598.537499999988,0.6119707499999998,2019,7,64.0,21.85,1.6816499999999999,82.55624999999999
2019-06-28,Friday,2019-07-04,6,11850,P,84.45,14:15:00,94.0,84.06,94.0,2019-06-28,14:20:00,SL hit,-9.549999999999997,1.7845,6750,-76507.87499999997,-1.5301574999999994,2019,6,97.0,79.1,0.7222500000000012,199.96875
2019-07-01,Monday,2019-07-04,3,11800,P,36.85,09:50:00,50.65,0.10250000000000001,0.05,2019-07-04,15:25:00,EOD exit,36.800000000000004,0.369,6750,245909.25000000003,4.918185,2019,7,45.5,0.05,4.968000000000001,199.125
2019-07-05,Friday,2019-07-11,6,12000,C,62.35,12:35:00,93.85,0.0,0.05,2019-07-11,15:20:00,EOD exit,62.300000000000004,0.624,3150,194279.4,3.8855879999999994,2019,7,69.8,0.05,3.9249,94.5
2019-07-09,Tuesday,2019-07-11,2,11500,P,31.1,12:30:00,67.55,0.2650000000000007,0.05,2019-07-11,15:25:00,EOD exit,31.05,0.31150000000000005,2775,85299.33750000001,1.7059867500000003,2019,7,52.0,0.05,1.7232750000000001,79.78125
2019-07-12,Friday,2019-07-18,6,11600,P,74.05,12:35:00,94.4,59.527499999999996,94.4,2019-07-12,15:10:00,SL hit,-20.35000000000001,1.6844999999999999,4950,-109070.77500000004,-2.181415500000001,2019,7,98.25,38.0,3.56895,143.55
2019-07-15,Monday,2019-07-18,3,11600,P,79.25,14:00:00,106.8,1.4125,0.85,2019-07-18,15:25:00,EOD exit,78.4,0.8009999999999999,3600,279356.4,5.587128,2019,7,90.45,0.15,5.6952,104.4
2019-07-15,Monday,2019-07-18,3,11650,C,25.0,09:25:00,30.75,0.0,30.75,2019-07-16,09:45:00,SL hit,-5.75,0.5575,6900,-43521.75,-0.870435,2019,7,32.5,12.6,1.7111999999999998,200.96250000000003
2019-07-16,Tuesday,2019-07-18,2,11650,C,29.7,13:55:00,40.55,0.0,40.55,2019-07-16,14:05:00,SL hit,-10.849999999999998,0.7025,6900,-79712.24999999999,-1.5942449999999997,2019,7,45.0,29.0,0.09659999999999991,200.96250000000003
2019-07-17,Wednesday,2019-07-18,1,11700,C,13.5,13:40:00,27.35,0.0,0.05,2019-07-18,15:25:00,EOD exit,13.45,0.1355,6900,91870.04999999999,1.8374009999999996,2019,7,18.2,0.05,1.8561,201.82500000000002
2019-07-19,Friday,2019-07-25,6,11650,C,12.45,12:30:00,53.1,0.0,0.05,2019-07-25,15:20:00,EOD exit,12.399999999999999,0.125,2475,30380.624999999996,0.6076124999999999,2019,7,14.55,0.05,0.6137999999999999,72.084375
2019-07-23,Tuesday,2019-07-25,2,11350,P,61.55,09:40:00,67.95,46.335,67.95,2019-07-24,09:30:00,SL hit,-6.400000000000006,1.295,7050,-54249.75000000004,-1.0849950000000008,2019,7,79.25,21.8,5.60475,200.04375
2019-07-24,Wednesday,2019-07-25,1,11300,P,51.2,13:25:00,84.9,35.355000000000004,40.0,2019-07-25,15:25:00,EOD exit,11.200000000000003,0.912,3000,30864.000000000007,0.6172800000000002,2019,7,69.6,8.3,2.5740000000000003,84.75
2019-07-26,Friday,2019-08-01,6,11200,P,31.25,12:35:00,68.35,43.96,68.35,2019-07-29,11:45:00,SL hit,-37.099999999999994,0.996,2700,-102859.2,-2.057184,2019,7,71.8,21.5,0.5265,75.6
2019-07-26,Friday,2019-08-01,6,11250,C,80.4,14:15:00,101.0,0.0,0.05,2019-08-01,15:25:00,EOD exit,80.35000000000001,0.8045,4875,387784.3125,7.75568625,2019,8,95.5,0.05,7.834125000000001,137.109375
2019-07-29,Monday,2019-08-01,3,11150,P,40.45,15:00:00,54.8,30.2075,54.8,2019-07-30,14:25:00,SL hit,-14.349999999999994,0.9525,6975,-106734.93749999997,-2.134698749999999,2019,7,57.0,13.1,3.815325,194.428125
2019-07-31,Wednesday,2019-08-01,1,11000,P,20.8,12:20:00,53.95,33.5475,53.95,2019-08-01,14:25:00,SL hit,-33.150000000000006,0.7475,3000,-101692.50000000003,-2.0338500000000006,2019,8,67.0,5.35,0.927,82.5
2019-08-02,Friday,2019-08-08,6,10900,P,66.8,12:40:00,109.75,47.76,109.75,2019-08-05,09:15:00,SL hit,-42.95,1.7655,2325,-103963.53750000002,-2.0792707500000005,2019,8,120.0,27.25,1.839075,63.35625
2019-08-05,Monday,2019-08-08,3,10850,P,71.7,12:45:00,135.0,1.725,0.05,2019-08-08,15:25:00,EOD exit,71.65,0.7175,1575,111718.6875,2.23437375,2019,8,106.15,0.05,2.256975,42.721875
2019-08-05,Monday,2019-08-08,3,10900,C,71.1,14:45:00,90.0,0.0,90.0,2019-08-06,09:15:00,SL hit,-18.900000000000006,1.611,5325,-109221.07500000004,-2.184421500000001,2019,8,92.75,41.25,3.1790249999999993,145.10625
2019-08-05,Monday,2019-08-08,3,10900,C,62.7,10:00:00,89.15,0.0,89.15,2019-08-05,12:45:00,SL hit,-26.450000000000003,1.5185000000000002,3750,-104881.87500000001,-2.0976375000000003,2019,8,90.0,55.0,0.5775000000000002,102.18750000000001
2019-08-07,Wednesday,2019-08-08,1,11000,C,30.4,09:30:00,53.9,0.0,24.05,2019-08-08,15:25:00,EOD exit,6.349999999999998,0.5445000000000001,4275,24818.51249999999,0.49637024999999985,2019,8,45.5,0.3,2.57355,117.56249999999999
2019-08-09,Friday,2019-08-14,5,11100,C,79.0,14:30:00,120.0,0.0,0.05,2019-08-14,15:25:00,EOD exit,78.95,0.7905,2475,193444.7625,3.8688952500000005,2019,8,103.1,0.05,3.908025,68.68125
2019-08-09,Friday,2019-08-14,5,11050,P,63.35,09:20:00,83.25,59.7875,83.25,2019-08-13,14:30:00,SL hit,-19.9,1.466,5025,-107364.15,-2.147283,2019,8,89.15,18.05,4.55265,138.815625
2019-08-16,Friday,2019-08-22,6,11000,P,74.35,12:35:00,135.75,113.93999999999998,135.75,2019-08-22,10:30:00,SL hit,-61.400000000000006,2.101,1650,-104776.65000000001,-2.095533,2019,8,143.0,28.4,1.51635,45.375
2019-08-19,Monday,2019-08-22,3,11100,C,67.5,13:55:00,92.25,0.0,0.05,2019-08-22,15:20:00,EOD exit,67.45,0.6755,4050,270436.72500000003,5.408734500000001,2019,8,73.4,0.05,5.46345,112.38749999999999
2019-08-23,Friday,2019-08-29,6,10650,P,49.45,12:30:00,100.0,0.06000000000000003,0.05,2019-08-29,15:25:00,EOD exit,49.400000000000006,0.495,1950,95364.75000000001,1.9072950000000002,2019,8,60.65,0.05,1.9266,51.91875
2019-08-26,Monday,2019-08-29,3,11050,C,23.1,10:55:00,61.75,0.0,61.75,2019-08-26,13:25:00,SL hit,-38.65,0.8484999999999999,2550,-100721.175,-2.0144235,2019,8,64.45,21.15,0.09945000000000015,70.44375000000001
2019-08-27,Tuesday,2019-08-29,2,11150,C,36.9,14:20:00,58.1,0.0,0.05,2019-08-29,15:25:00,EOD exit,36.85,0.36949999999999994,4725,172370.3625,3.4474072499999995,2019,8,54.0,0.05,3.482325,131.709375
2019-08-30,Friday,2019-09-05,6,10950,P,65.6,14:25:00,143.05,127.0675,143.05,2019-09-03,15:00:00,SL hit,-77.45000000000002,2.0865,1275,-101409.03750000002,-2.0281807500000006,2019,9,147.65,36.1,0.7522499999999999,34.903125
2019-08-30,Friday,2019-09-05,6,11000,C,58.25,12:30:00,119.0,0.0,0.05,2019-09-05,15:25:00,EOD exit,58.2,0.583,1650,95068.05,1.901361,2019,9,100.5,0.05,1.9206,45.375
2019-09-04,Wednesday,2019-09-05,1,10750,P,24.8,12:10:00,53.0,1.02,0.05,2019-09-05,15:25:00,EOD exit,24.75,0.24850000000000003,3525,86367.7875,1.72735575,2019,9,32.25,0.05,1.744875,94.734375
2019-09-06,Friday,2019-09-12,6,10850,P,56.9,12:35:00,75.0,0.1025,0.05,2019-09-12,15:25:00,EOD exit,56.85,0.5695,5550,312356.775,6.247135500000001,2019,9,60.2,0.05,6.310350000000001,150.54375
2019-09-09,Monday,2019-09-12,3,10950,C,48.1,09:40:00,65.0,0.0,65.0,2019-09-09,10:05:00,SL hit,-16.9,1.131,5925,-106833.67499999999,-2.1366734999999997,2019,9,92.4,46.45,0.1955249999999998,162.196875
2019-09-09,Monday,2019-09-12,3,10950,C,75.6,14:05:00,113.45,0.0,113.45,2019-09-11,10:55:00,SL hit,-37.85000000000001,1.8905,2625,-104318.81250000003,-2.0863762500000003,2019,9,115.0,73.35,0.11812500000000001,71.859375
