date,day,expiry,DTE,strike,type,Entry Price,Entry Time,initial sl,Exit Price,Exit date,Exit Time,RSI on Entry,Remark,Points Captured,Slippage,Qty,PnL,ROI%,Trade Year,Trade Month,Highest High,Lowest Low,Max ROI%,Margin,DATETIME,Strategy,Unnamed: 0,TSL
2019-02-12,Tuesday,2019-02-14,2,10900,C,44.85,10:05:00,62.1,0.05,2019-02-14,15:25:00,,EOD exit,44.8,0.449,5775.0,256127.025,1.7058059865000001,2019,2,55.5,0.05,5.1744,157.36874999999998,2019-02-12 10:05:00,MOLOTOV,,0.0
2019-02-12,Tuesday,2019-02-14,2,10850,P,24.15,11:25:00,38.6,38.6,2019-02-12,14:35:00,0.0,SL hit,-14.450000000000005,0.6275000000000001,1843.3179723502303,-27792.6267281106,-0.925494470046083,2019,2,44.0,20.35,0.7004608294930871,250.0,2019-02-12 11:25:00,NLC,303.0,
2019-02-12,Tuesday,2019-02-14,2,10900,C,34.0,14:35:00,62.1,0.05,2019-02-14,15:25:00,0.0,EOD exit,33.95,0.3404999999999999,1067.6156583629893,35882.02846975089,1.1948715480427046,2019,2,39.7,0.05,3.6245551601423487,145.46263345195726,2019-02-12 14:35:00,NLC,1.0,
2019-02-13,Wednesday,2019-02-14,1,10850,P,28.3,11:50:00,39.15,39.15,2019-02-13,13:30:00,,SL hit,-10.849999999999998,0.6745,7350.0,-84705.07499999998,-0.5641357994999999,2019,2,39.6,22.6,0.8379,199.36875,2019-02-13 11:50:00,MOLOTOV,,29.067500000000003
2019-02-15,Friday,2019-02-21,6,10800,C,54.55,09:15:00,73.0,0.05,2019-02-21,15:25:00,42.43346007604562,EOD exit,54.5,0.5459999999999999,1084.010840108401,58486.72086720867,1.9534564769647702,2019,2,55.85,0.05,5.907859078590786,146.34146341463415,2019-02-15 09:15:00,HAMMER,,
2019-02-15,Friday,2019-02-21,6,10800,C,31.65,12:30:00,73.0,0.05,2019-02-21,15:25:00,,EOD exit,31.6,0.317,2400.0,75079.2,0.500027472,2019,2,54.7,0.05,1.5168,64.8,2019-02-15 12:30:00,MOLOTOV,,0.0
2019-02-15,Friday,2019-02-21,6,10750,P,120.9,13:35:00,157.2,157.2,2019-02-19,15:05:00,37.35108619481432,SL hit,-36.29999999999998,2.781,550.964187327824,-21532.23140495868,-0.7191765289256199,2019,2,158.85,55.95,3.578512396694217,74.03581267217635,2019-02-15 13:35:00,HAMMER,,
2019-02-15,Friday,2019-02-21,6,10750,P,90.75,14:20:00,157.2,157.2,2019-02-19,15:10:00,,SL hit,-66.44999999999999,2.4795,1500.0,-103394.25,-0.6886057050000001,2019,2,158.85,55.95,1.0439999999999998,40.3125,2019-02-15 14:20:00,MOLOTOV,,96.45
2019-02-18,Monday,2019-02-21,3,10750,C,41.05,11:05:00,72.9,35.0,2019-02-21,15:25:00,0.0,EOD exit,6.049999999999997,0.7605,941.9152276295132,4982.260596546306,0.16590927786499196,2019,2,56.75,5.8,3.320251177394033,126.56985871271584,2019-02-18 11:05:00,NLC,2.0,
2019-02-20,Wednesday,2019-02-21,1,10650,P,27.3,11:05:00,59.35,0.05,2019-02-21,15:25:00,,EOD exit,27.25,0.2735,3150.0,84975.975,0.5659399935,2019,2,41.75,0.05,1.7167499999999998,83.86875,2019-02-20 11:05:00,MOLOTOV,,0.1575
2019-02-20,Wednesday,2019-02-21,1,10650,P,29.8,14:25:00,59.35,0.05,2019-02-21,15:25:00,47.140522875817,EOD exit,29.75,0.2985,676.818950930626,19933.33333333333,0.6657733333333332,2019,2,31.2,0.05,2.0135363790186123,90.10152284263958,2019-02-20 14:25:00,HAMMER,,
2019-02-22,Friday,2019-02-28,6,10800,C,73.35,10:15:00,77.65,77.65,2019-02-22,14:15:00,40.404797601199405,SL hit,-4.300000000000011,1.51,1851.851851851852,-10759.25925925928,-0.35935925925926004,2019,2,79.5,63.8,1.7685185185185182,250.0,2019-02-22 10:15:00,HAMMER,,
2019-02-22,Friday,2019-02-28,6,10750,P,52.45,11:55:00,64.9,64.9,2019-02-26,09:55:00,38.8235294117647,SL hit,-12.450000000000005,1.1735000000000002,1606.4257028112447,-21885.140562249,-0.7309636947791166,2019,2,90.0,14.35,6.120481927710843,215.86345381526095,2019-02-22 11:55:00,HAMMER,,
2019-02-22,Friday,2019-02-28,6,10750,P,51.5,12:40:00,64.9,64.9,2019-02-26,09:55:00,,SL hit,-13.400000000000006,1.164,7500.0,-109230.00000000004,-0.7274718000000003,2019,2,68.75,14.35,5.5725,201.5625,2019-02-22 12:40:00,MOLOTOV,,35.120000000000005
2019-02-22,Friday,2019-02-28,6,10800,C,68.1,13:40:00,77.65,77.65,2019-02-22,14:15:00,,SL hit,-9.550000000000011,1.4575,7350.0,-80905.12500000009,-0.5388281325000007,2019,2,79.5,63.8,0.6320999999999996,198.45,2019-02-22 13:40:00,MOLOTOV,,0.0
2019-02-22,Friday,2019-02-28,6,10800,C,67.5,14:25:00,79.5,79.5,2019-02-25,09:15:00,45.39722572509457,SL hit,-12.0,1.47,1666.6666666666667,-22450.000000000004,-0.7498300000000003,2019,2,82.15,64.2,0.5499999999999995,225.0,2019-02-22 14:25:00,HAMMER,,
2019-02-25,Monday,2019-02-28,3,10800,P,46.4,09:15:00,53.95,53.95,2019-02-25,09:25:00,0.0,SL hit,-7.550000000000004,1.0035,1851.851851851852,-15839.814814814825,-0.5274658333333336,2019,2,55.3,46.4,0.0,250.0,2019-02-25 09:15:00,NLC,304.0,
2019-02-25,Monday,2019-02-28,3,10850,C,43.9,09:25:00,54.95,54.95,2019-02-25,14:05:00,47.814569536423846,SL hit,-11.050000000000004,0.9885,1809.954751131221,-21789.14027149321,-0.7277572850678733,2019,2,56.95,38.35,1.0045248868778272,245.47511312217188,2019-02-25 09:25:00,HAMMER,,
2019-02-25,Monday,2019-02-28,3,10850,C,40.0,10:15:00,54.95,54.95,2019-02-25,14:10:00,,SL hit,-14.950000000000005,0.9495,6675.0,-106129.16250000002,-0.7068202222500002,2019,2,56.95,39.75,0.033375,181.059375,2019-02-25 10:15:00,MOLOTOV,,0.0
2019-02-25,Monday,2019-02-28,3,10800,P,42.35,12:05:00,60.65,60.65,2019-02-26,09:15:00,0.0,SL hit,-18.3,1.03,1639.3442622950822,-31688.524590163932,-1.055227868852459,2019,2,76.85,22.35,3.278688524590164,221.3114754098361,2019-02-25 12:05:00,NLC,305.0,
2019-02-26,Tuesday,2019-02-28,2,10800,C,58.7,09:35:00,86.25,86.25,2019-02-26,11:45:00,0.0,SL hit,-27.55,1.4495,1088.929219600726,-31578.402903811253,-1.0515608166969148,2019,2,89.15,42.2,1.796733212341198,147.00544464609803,2019-02-26 09:35:00,NLC,3.0,
2019-02-26,Tuesday,2019-02-28,2,10800,C,54.6,09:55:00,86.25,86.25,2019-02-26,11:50:00,,SL hit,-31.65,1.4085,3150.0,-104134.27499999998,-0.6935342714999999,2019,2,89.15,42.2,0.7811999999999999,85.05,2019-02-26 09:55:00,MOLOTOV,,0.0
2019-02-26,Tuesday,2019-02-28,2,10800,C,68.45,10:45:00,86.25,86.25,2019-02-26,11:45:00,38.75054608999563,SL hit,-17.799999999999997,1.547,1123.5955056179778,-21738.202247191013,-0.7260559550561798,2019,2,89.15,64.25,0.471910112359551,151.68539325842698,2019-02-26 10:45:00,HAMMER,,
2019-02-26,Tuesday,2019-02-28,2,10850,C,52.0,11:55:00,58.6,58.6,2019-02-26,12:35:00,,SL hit,-6.600000000000001,1.106,7350.0,-56639.10000000001,-0.37721640600000006,2019,2,63.9,46.05,0.8746500000000004,199.36875,2019-02-26 11:55:00,MOLOTOV,,0.0
2019-02-26,Tuesday,2019-02-28,2,10750,P,35.45,12:30:00,90.0,0.05,2019-02-28,15:25:00,,EOD exit,35.400000000000006,0.355,1800.0,63081.000000000015,0.4201194600000001,2019,2,85.45,0.05,1.2744000000000002,48.375,2019-02-26 12:30:00,MOLOTOV,,0.8125
2019-02-26,Tuesday,2019-02-28,2,10750,P,34.95,13:35:00,90.0,0.05,2019-02-28,15:25:00,33.475479744136464,EOD exit,34.900000000000006,0.35,363.30608537693007,12552.225249772937,0.4192443233424161,2019,2,85.45,0.05,1.2679382379654862,48.81925522252498,2019-02-26 13:35:00,HAMMER,,
2019-02-27,Wednesday,2019-02-28,1,10900,C,22.65,12:30:00,68.6,0.05,2019-02-28,15:25:00,,EOD exit,22.6,0.227,2175.0,48661.275,0.3240840915,2019,2,31.7,0.05,0.9830999999999998,59.26875,2019-02-27 12:30:00,MOLOTOV,,0.0
2019-02-27,Wednesday,2019-02-28,1,10900,C,26.25,13:55:00,68.6,0.05,2019-02-28,15:25:00,40.067720090293456,EOD exit,26.2,0.263,472.2550177095632,12248.87839433294,0.40911253837072015,2019,2,31.7,0.05,1.2373081463990556,64.34474616292799,2019-02-27 13:55:00,HAMMER,,
2019-03-01,Friday,2019-03-07,6,10850,C,85.7,09:55:00,98.5,98.5,2019-03-05,13:15:00,46.742780389523176,SL hit,-12.799999999999995,1.842,1562.5000000000005,-22878.125000000004,-0.764129375,2019,3,99.5,40.0,7.140625000000004,211.91406250000009,2019-03-01 09:55:00,HAMMER,,
2019-03-01,Friday,2019-03-07,6,10850,C,76.95,12:30:00,98.5,98.5,2019-03-05,13:20:00,,SL hit,-21.55,1.7545,4650.0,-108365.925,-0.7217170605000001,2019,3,99.5,40.0,3.43635,126.13125,2019-03-01 12:30:00,MOLOTOV,,0.0
2019-03-01,Friday,2019-03-07,6,10800,P,48.3,14:25:00,68.65,0.05,2019-03-07,15:25:00,0.0,EOD exit,48.25,0.4834999999999999,1474.2014742014735,70417.44471744468,2.344900909090908,2019,3,55.0,0.05,7.113022113022109,199.0171990171989,2019-03-01 14:25:00,NLC,306.0,
2019-03-01,Friday,2019-03-07,6,10800,P,44.35,15:00:00,68.65,0.05,2019-03-07,15:25:00,,EOD exit,44.3,0.444,4125.0,180906.0,1.20483396,2019,3,55.0,0.05,3.65475,111.375,2019-03-01 15:00:00,MOLOTOV,,0.075
2019-03-05,Tuesday,2019-03-07,2,10850,P,62.15,09:15:00,78.4,0.05,2019-03-07,15:25:00,36.71782762691856,EOD exit,62.1,0.622,1230.7692307692305,75665.23076923074,2.5272187076923065,2019,3,63.8,0.05,7.64307692307692,166.92307692307685,2019-03-05 09:15:00,HAMMER,,
2019-03-05,Tuesday,2019-03-07,2,10900,C,33.9,09:15:00,52.8,52.8,2019-03-05,11:55:00,0.0,SL hit,-18.9,0.8669999999999999,1587.3015873015877,-31376.19047619048,-1.044827142857143,2019,3,54.65,29.0,0.7777777777777777,216.2698412698413,2019-03-05 09:15:00,NLC,4.0,
2019-03-06,Wednesday,2019-03-07,1,11050,C,21.75,13:15:00,34.5,16.1,2019-03-07,09:15:00,36.17021276595744,Gap SL hit,5.649999999999999,0.3785,1568.6274509803925,8269.019607843136,0.2761852549019607,2019,3,38.0,14.0,1.215686274509804,216.66666666666669,2019-03-06 13:15:00,HAMMER,,
2019-03-06,Wednesday,2019-03-07,1,11050,C,19.05,14:05:00,34.5,18.6,2019-03-07,09:15:00,,Gap SL hit,0.4499999999999993,0.3765,6450.0,474.07499999999504,0.0031573394999999667,2019,3,38.0,17.35,0.2192999999999998,178.18125,2019-03-06 14:05:00,MOLOTOV,,0.0
2019-03-08,Friday,2019-03-14,6,11050,C,55.2,11:35:00,62.25,78.0,2019-03-11,09:15:00,34.87084870848709,Gap SL hit,-22.8,1.332,1809.9547511312217,-43677.82805429864,-1.4588394570135745,2019,3,82.0,41.55,2.470588235294118,250.0,2019-03-08 11:35:00,HAMMER,,
2019-03-08,Friday,2019-03-14,6,11000,P,54.5,11:55:00,65.65,0.05,2019-03-14,15:25:00,47.674418604651166,EOD exit,54.45,0.5455,1793.7219730941697,96689.68609865468,3.229435515695066,2019,3,63.9,0.05,9.766816143497753,246.6367713004483,2019-03-08 11:55:00,HAMMER,,
2019-03-08,Friday,2019-03-14,6,11000,P,58.4,12:50:00,65.65,0.05,2019-03-14,15:25:00,,EOD exit,58.35,0.5845,7200.0,415911.6,2.7699712560000003,2019,3,62.4,0.05,8.4024,198.0,2019-03-08 12:50:00,MOLOTOV,,0.0525
2019-03-08,Friday,2019-03-14,6,11050,C,46.8,13:20:00,62.25,74.4,2019-03-11,09:15:00,,Gap SL hit,-27.60000000000001,1.212,6450.0,-185837.40000000005,-1.2376770840000004,2019,3,74.7,44.85,0.2515499999999995,178.18125,2019-03-08 13:20:00,MOLOTOV,,0.0
2019-03-11,Monday,2019-03-14,3,11050,P,37.15,09:15:00,67.15,0.05,2019-03-14,15:25:00,0.0,EOD exit,37.1,0.3719999999999999,999.9999999999998,36727.99999999999,1.2230423999999998,2019,3,38.35,0.05,3.71,138.125,2019-03-11 09:15:00,NLC,307.0,
2019-03-11,Monday,2019-03-14,3,11100,C,68.0,14:05:00,91.7,91.7,2019-03-11,15:15:00,46.31578947368422,SL hit,-23.700000000000003,1.597,843.8818565400843,-21347.67932489452,-0.713012489451477,2019,3,96.55,67.0,0.0843881856540084,117.08860759493668,2019-03-11 14:05:00,HAMMER,,
2019-03-12,Tuesday,2019-03-14,2,11250,C,48.1,13:45:00,83.15,83.15,2019-03-13,09:45:00,43.58706986444213,SL hit,-35.050000000000004,1.3125,570.6134094151212,-20748.930099857345,-0.6930142653352355,2019,3,86.0,45.45,0.151212553495007,80.24251069900141,2019-03-12 13:45:00,HAMMER,,
2019-03-12,Tuesday,2019-03-14,2,11250,C,48.5,13:50:00,83.15,83.15,2019-03-13,09:45:00,,SL hit,-34.650000000000006,1.3165,2850.0,-102504.525,-0.6826801365000001,2019,3,86.0,44.6,0.2222999999999999,80.15625,2019-03-12 13:50:00,MOLOTOV,,0.0
2019-03-13,Wednesday,2019-03-14,1,11350,C,18.95,10:55:00,29.65,29.65,2019-03-13,13:45:00,45.995670995671,SL hit,-10.7,0.4859999999999999,1762.1145374449338,-19711.01321585903,-0.6583478414096917,2019,3,30.15,16.15,0.4933920704845816,250.0,2019-03-13 10:55:00,HAMMER,,
2019-03-13,Wednesday,2019-03-14,1,11350,C,19.5,11:45:00,29.65,29.65,2019-03-13,13:50:00,,SL hit,-10.15,0.4915,7050.0,-75022.575,-0.49965034950000003,2019,3,30.15,16.15,0.4723500000000002,200.04375,2019-03-13 11:45:00,MOLOTOV,,0.0
2019-03-14,Thursday,2019-03-20,6,11400,C,50.7,09:55:00,65.0,65.0,2019-03-15,09:15:00,44.971098265895954,SL hit,-14.299999999999995,1.157,1398.6013986013988,-21618.181818181816,-0.7220472727272728,2019,3,72.45,37.6,1.8321678321678327,199.3006993006993,2019-03-14 09:55:00,HAMMER,,
2019-03-15,Friday,2019-03-20,5,11350,P,45.9,09:15:00,58.05,0.1,2019-03-20,15:25:00,0.0,EOD exit,45.8,0.46,1762.1145374449338,79894.27312775329,2.6604792951541847,2019,3,46.5,0.05,8.079295154185022,250.0,2019-03-15 09:15:00,NLC,308.0,
2019-03-15,Friday,2019-03-20,5,11350,P,44.8,09:20:00,58.05,0.1,2019-03-20,15:25:00,,EOD exit,44.7,0.449,7050.0,311969.55,2.077717203,2019,3,49.15,0.05,6.30975,200.04375,2019-03-15 09:20:00,MOLOTOV,,0.075
2019-03-18,Monday,2019-03-20,2,11500,C,56.6,10:25:00,79.4,19.5,2019-03-20,15:25:00,42.345737164390016,EOD exit,37.1,0.761,877.1929824561402,31876.31578947368,1.0646689473684208,2019,3,64.75,11.6,3.9473684210526314,126.09649122807016,2019-03-18 10:25:00,HAMMER,,
2019-03-18,Monday,2019-03-20,2,11450,P,52.3,11:15:00,63.25,63.25,2019-03-18,11:45:00,37.10181136789506,SL hit,-10.950000000000005,1.1555,1746.7248908296942,-21144.97816593887,-0.7062422707423582,2019,3,69.75,46.1,1.0829694323144097,250.0,2019-03-18 11:15:00,HAMMER,,
2019-03-18,Monday,2019-03-20,2,11500,C,37.15,12:30:00,79.4,13.6,2019-03-20,15:25:00,,EOD exit,23.55,0.5075000000000001,2400.0,55301.99999999999,0.36831131999999994,2019,3,64.75,11.6,1.2264,69.0,2019-03-18 12:30:00,MOLOTOV,,0.0
2019-03-18,Monday,2019-03-20,2,11400,P,30.25,13:15:00,52.0,0.05,2019-03-20,15:25:00,44.99054820415879,EOD exit,30.2,0.303,919.5402298850574,27491.49425287356,0.918215908045977,2019,3,44.3,0.05,2.777011494252873,131.0344827586207,2019-03-18 13:15:00,HAMMER,,
2019-03-20,Wednesday,2019-03-20,0,11600,C,2.8,09:15:00,11.25,0.05,2019-03-20,15:25:00,0.0,EOD exit,2.75,0.0284999999999999,1724.1379310344828,4692.241379310344,0.15625163793103447,2019,3,4.0,0.05,0.4741379310344827,250.0,2019-03-20 09:15:00,NLC,5.0,
2019-03-22,Friday,2019-03-28,6,11550,C,84.45,09:25:00,96.95,15.0,2019-03-28,15:25:00,46.93877551020408,EOD exit,69.45,0.9945,1600.0,109528.8,3.65826192,2019,3,96.7,1.35,13.296,231.0,2019-03-22 09:25:00,HAMMER,,
2019-03-22,Friday,2019-03-28,6,11500,P,48.6,10:25:00,55.0,55.0,2019-03-22,10:35:00,44.0,SL hit,-6.399999999999999,1.036,1739.1304347826087,-12932.173913043476,-0.43193460869565214,2019,3,72.0,48.6,0.0,250.0,2019-03-22 10:25:00,HAMMER,,
2019-03-22,Friday,2019-03-28,6,11550,C,58.5,12:30:00,96.95,18.0,2019-03-28,15:25:00,,EOD exit,40.5,0.765,2625.0,104304.375,0.6946671375000001,2019,3,71.05,1.35,3.000375,75.796875,2019-03-22 12:30:00,MOLOTOV,,0.0
2019-03-22,Friday,2019-03-28,6,11500,P,57.5,13:25:00,75.95,75.95,2019-03-22,14:05:00,41.50000000000001,SL hit,-18.450000000000003,1.3345,1084.010840108401,-21446.61246612466,-0.7163168563685637,2019,3,84.0,52.9,0.4986449864498646,155.82655826558263,2019-03-22 13:25:00,HAMMER,,
2019-03-25,Monday,2019-03-28,3,11400,C,47.85,11:05:00,81.0,81.0,2019-03-26,14:25:00,0.0,SL hit,-33.15,1.2885,904.9773755656108,-31166.06334841629,-1.0378299095022625,2019,3,82.0,33.55,1.2941176470588238,128.95927601809956,2019-03-25 11:05:00,NLC,6.0,
2019-03-25,Monday,2019-03-28,3,11350,P,53.05,14:45:00,64.65,0.05,2019-03-28,15:25:00,48.69848156182212,EOD exit,53.0,0.5309999999999999,1724.1379310344814,90463.7931034482,3.0214906896551708,2019,3,53.05,0.05,9.137931034482753,244.61206896551704,2019-03-25 14:45:00,HAMMER,,
2019-03-26,Tuesday,2019-03-28,2,11350,P,35.85,09:25:00,42.85,0.05,2019-03-28,15:25:00,,EOD exit,35.800000000000004,0.359,7050.0,249859.05,1.6640612730000002,2019,3,42.05,0.05,5.0478000000000005,200.04375,2019-03-26 09:25:00,MOLOTOV,,0.085
2019-03-26,Tuesday,2019-03-28,2,11350,P,16.55,13:15:00,42.85,0.05,2019-03-28,15:25:00,0.0,EOD exit,16.5,0.166,1140.6844106463875,18631.939163498097,0.6204435741444867,2019,3,20.5,0.05,1.88212927756654,161.83460076045623,2019-03-26 13:15:00,NLC,309.0,
2019-03-29,Friday,2019-04-04,6,11600,P,85.65,09:35:00,95.0,0.2,2019-04-04,15:25:00,30.887185104052577,EOD exit,85.45,0.8585000000000002,1724.1379310344828,145847.41379310345,4.871303620689656,2019,4,94.1,0.2,14.732758620689651,250.0,2019-03-29 09:35:00,HAMMER,,
2019-03-29,Friday,2019-04-04,6,11600,P,75.65,12:55:00,95.0,0.2,2019-04-04,15:25:00,,EOD exit,75.45,0.7585000000000001,5175.0,386528.5125,2.5742798932500004,2019,4,84.4,0.2,7.809075,150.075,2019-03-29 12:55:00,MOLOTOV,,10.045
2019-03-29,Friday,2019-04-04,6,11650,C,77.0,15:05:00,88.6,97.15,2019-04-01,09:15:00,46.81496461071789,Gap SL hit,-20.15000000000001,1.7415,1716.7381974248926,-37581.97424892704,-1.2552379399141633,2019,4,100.75,74.1,0.4978540772532198,250.0,2019-03-29 15:05:00,HAMMER,,
2019-04-01,Monday,2019-04-04,3,11650,P,53.3,09:15:00,74.85,74.85,2019-04-04,14:25:00,0.0,SL hit,-21.55,1.2815,1392.111368909513,-31783.990719257545,-1.0584068909512765,2019,4,75.55,7.45,6.382830626450116,202.72621809744783,2019-04-01 09:15:00,NLC,310.0,
2019-04-01,Monday,2019-04-04,3,11700,C,76.95,14:55:00,100.0,0.05,2019-04-04,15:25:00,43.94977168949773,EOD exit,76.9,0.77,867.6789587852496,66056.39913232106,2.2062837310195236,2019,4,87.9,0.05,6.672451193058571,126.89804772234274,2019-04-01 14:55:00,HAMMER,,
2019-04-02,Tuesday,2019-04-04,2,11750,C,27.3,09:15:00,39.85,39.85,2019-04-02,12:15:00,0.0,SL hit,-12.55,0.6715000000000001,1702.127659574468,-22504.68085106383,-0.7494058723404255,2019,4,41.85,25.4,0.3234042553191493,250.0,2019-04-02 09:15:00,NLC,7.0,
2019-04-02,Tuesday,2019-04-04,2,11750,C,28.9,09:20:00,39.85,39.85,2019-04-02,12:20:00,,SL hit,-10.950000000000005,0.6875,6750.0,-78553.12500000001,-0.5231638125000002,2019,4,41.85,25.4,0.4725,198.28125,2019-04-02 09:20:00,MOLOTOV,,0.0
2019-04-02,Tuesday,2019-04-04,2,11750,C,27.35,14:45:00,41.85,41.85,2019-04-02,15:15:00,,SL hit,-14.5,0.6920000000000001,6750.0,-102546.0,-0.68295636,2019,4,43.05,26.6,0.1012499999999999,198.28125,2019-04-02 14:45:00,MOLOTOV,,0.0
2019-04-03,Wednesday,2019-04-04,1,11750,C,43.6,14:00:00,53.4,0.05,2019-04-04,15:20:00,,EOD exit,43.55,0.4365,6750.0,291016.125,1.9381673925,2019,4,47.65,0.05,5.87925,198.28125,2019-04-03 14:00:00,MOLOTOV,,0.0
2019-04-03,Wednesday,2019-04-04,1,11750,C,20.6,14:25:00,53.4,0.05,2019-04-04,15:25:00,0.0,EOD exit,20.55,0.2065,914.6341463414636,18606.859756097565,0.6196084298780491,2019,4,23.5,0.05,1.879573170731708,134.33689024390245,2019-04-03 14:25:00,NLC,8.0,
2019-04-05,Friday,2019-04-11,6,11650,C,77.15,10:15:00,89.0,89.0,2019-04-05,15:15:00,49.68274111675128,SL hit,-11.849999999999994,1.6615000000000002,1687.7637130801695,-22804.2194092827,-0.7616609282700422,2019,4,100.45,56.4,3.502109704641353,245.78059071729973,2019-04-05 10:15:00,HAMMER,,
2019-04-05,Friday,2019-04-11,6,11600,P,46.0,11:25:00,57.0,57.0,2019-04-08,13:25:00,35.13812154696133,SL hit,-11.0,1.03,1724.1379310344828,-20741.379310344822,-0.6927620689655173,2019,4,62.0,12.55,5.767241379310346,250.0,2019-04-05 11:25:00,HAMMER,,
2019-04-05,Friday,2019-04-11,6,11650,C,66.0,12:30:00,89.0,89.0,2019-04-05,15:15:00,,SL hit,-23.0,1.55,4350.0,-106792.5,-0.7112380500000001,2019,4,91.3,56.4,0.8352000000000002,126.69375,2019-04-05 12:30:00,MOLOTOV,,0.0
2019-04-05,Friday,2019-04-11,6,11600,P,42.0,13:55:00,57.0,57.0,2019-04-08,13:30:00,,SL hit,-15.0,0.99,6675.0,-106733.25,-0.7108434450000001,2019,4,62.0,12.55,3.931575,193.575,2019-04-05 13:55:00,MOLOTOV,,44.6
2019-04-05,Friday,2019-04-11,6,11600,P,33.85,15:05:00,57.0,57.0,2019-04-08,13:25:00,0.0,SL hit,-23.15,0.9085,1295.8963282937366,-31177.32181425486,-1.038204816414687,2019,4,62.0,12.55,2.760259179265659,187.9049676025918,2019-04-05 15:05:00,NLC,311.0,
